"gene","HER2-enriched-Basal-like","Luminal-Basal-like","Luminal-HER2-enriched","Normal-like-Basal-like","Normal-like-HER2-enriched","Normal-like-Luminal"
"ZKSCAN2",0.951672704376415,2.03528650599694e-08,5.68083540319897e-07,0.891188328192869,0.964777399011681,0.0540592637040576
"ZNF689",0.296863630269732,5.31533841926501e-05,0.429022899532912,0.906717994801751,0.999807440714456,0.912109159337716
"ZNF19",0.681505533330408,1.61737782611304e-07,0.00824336452508712,0.0514854838446781,0.17666306019468,0.788201531918813
"ZNF230",0.153078653530307,5.86377075635358e-05,0.696666681650163,0.991280507973479,0.931556376960895,0.722956567704615
"ZNF222",0.535366489567972,0.926922554389724,0.701176832620668,0.984440689122142,0.797007694703367,0.946007315314556
"ZNF221",0.0619459121150547,0.131603106646592,0.6363839377649,0.965943620012745,0.432946176205131,0.666820937623358
"ZNF233",0.995873222853389,0.044275754794862,0.0874304142052482,0.989449313713497,0.996771892324149,0.682437013043632
"ZNF235",0.810516727031981,0.0514425512814005,0.747777511019377,0.409019475674094,0.666993991056944,0.847416993090888
"ZNF208",0.970559873850404,0.909556093550537,0.999999599487374,0.999700967832043,0.992371710793924,0.990809730760283
"ZNF714",0.566422081497129,0.00133107313913061,5.709710984525e-05,0.0804771592693945,0.0216171079632113,0.542290871503383
"ZNF394",5.61598994786028e-06,0.00016318328919307,0.0719419268507613,0.999767827743853,0.131663165087751,0.522863312137621
"ZNF333",0.633232554826694,0.542757633900564,0.0685833534694604,0.818093333981383,0.985087280561463,0.563693420914513
"ZNF382",0.0025902475150299,0.00188301477602992,0.597831824635362,0.127717484528243,0.915522242803236,0.655053270549248
"ZNF577",0.809844556490381,0.732423405034488,0.246129952060773,0.994386126779268,0.925250124266264,0.999949186090779
"ZNF75A",0.136640059421164,0.000258541101028853,0.875272965234718,0.996283859487279,0.898728364581437,0.73957438290261
"ZNF496",4.05700305017298e-07,4.25802544445908e-07,0.171480505180277,0.00078349156345181,0.473160428197752,0.100697571040218
"ZNF2",0.189734464204332,0.382060239234732,0.709674633885913,0.976361289414615,0.598463855167134,0.802474598100046
"ZNF589",0.993652091133489,7.7574521263446e-05,0.00089412874935102,0.870412692094964,0.827031834309386,0.948702147753379
"PRDM9",0.359937082656518,0.0515197533972607,0.99920677768827,0.935715551934045,0.999449401718413,0.998226857211614
"ZNF12",0.726631814656163,5.14857187390305e-05,0.086682827185333,0.996602091693513,0.917087370436987,0.395388937344096
"ZNF202",0.8287572032469,0.0108707668016288,0.455893059559814,0.999462079086751,0.965281154911935,0.718026173182999
"ZNF3",0.794989011032758,0.820890951141392,0.980959385222188,0.748419155392261,0.934985649042407,0.869882157036679
"ZNF606",0.053023746775112,0.000312888762716845,0.99435710328625,0.998194749677205,0.59864795008568,0.497133468347615
"ZNF91",4.36388124858134e-07,5.00139041292869e-10,0.634123260306083,0.862144240580603,0.417004366061126,0.165951320627345
"ZNF226",0.448461345484399,5.12761803128647e-07,0.0490411133327966,0.788731200132886,0.992142314843134,0.903792153939248
"ZNF229",0.182864179299244,0.00992317164606404,0.999170319440449,0.987384448866519,0.952649718131659,0.930850219347675
"ZNF180",0.917102372072655,0.692011672140279,0.363631726351532,0.488979642978609,0.682892322765033,0.281485903903273
"ZNF641",0.919790626480908,0.188454308230018,0.0903153598542618,0.451881858017683,0.644226979293183,0.147894589708199
"ZNF610",0.998093834339671,0.872064272147314,0.978168540462773,0.646136861374353,0.70923490544391,0.766113921890543
"ZNF528",0.0728100055574306,5.84482129362129e-10,0.0412736371352825,0.587957088929937,0.996869940388286,0.860690317109593
"ZNF701",0.00284960523624933,2.2723878150277e-06,0.999999999683824,0.995162356831031,0.32039718440232,0.276194425633914
"ZNF283",0.476667290270827,0.231694270605286,0.998164482805861,0.159821489552924,0.482955951517807,0.399060634174804
"ZNF558",0.0340714666720714,0.301414326447434,0.279162646370905,0.251093440958812,0.912234084268623,0.517675211329876
"ZNF597",2.40298775655567e-07,5.00136709824517e-10,0.190486086923767,0.270744507564207,0.937438008485319,0.519522798348963
"ZNF30",0.983119939764359,1.40953159595281e-05,0.00450524125251184,0.953330256276055,0.909874294810819,0.198295378982773
"ZNF354A",0.0033418442379286,6.37273150638773e-06,0.99950733431017,0.061859089236032,0.761623645289364,0.707220364365024
"ZNF764",0.0303377719587754,5.69421232388123e-09,0.305563480112609,0.413961107057295,0.986487352589141,0.990523900124416
"ZNF747",0.00212388892013859,5.00139596404381e-10,0.0255174056826062,0.588117548395914,0.992525771381321,0.524641856900984
"ZNF778",0.00180126069316144,1.22015431092137e-09,0.758061818350353,0.0217192156603916,0.576928824511019,0.766005571366495
"ZNF212",7.76977349847829e-06,9.91006648820569e-06,0.243942568274995,0.370327311098627,0.962495820907413,0.997263655122431
"ZNF282",8.02332290869012e-05,0.0127631312812293,0.0355266378825912,0.97733048820506,0.466611284597678,0.958218925396097
"ZNF160",0.225975158992159,0.0041585464625804,0.966147037809793,0.998688080319334,0.914273343434978,0.82321977606521
"ZNF415",0.977699319925325,0.184659405021394,0.162626238803962,0.905890092117699,0.961280612922582,0.562199420234739
"ZNF439",4.62462178552059e-08,0.00108318962044895,0.000710612715374759,0.307470207429813,0.863304313441807,0.917494027715304
"ZNF440",0.417023777106066,2.87821027030732e-05,0.238644585802207,0.822887025764865,0.997296085074057,0.957933340924926
"ZNF562",0.537268019219416,0.34304673651621,0.995000799743906,0.308516318342306,0.674905977600095,0.58021600864643
"ZNF561",0.844756725844237,0.748949004241446,0.295445322034029,0.825063875137191,0.960414899593674,0.636418757427362
"ZNF584",0.324328470731992,1.56661876445918e-05,0.280005283674876,0.997078898163598,0.797285622165243,0.357519081698578
"ZNF274",0.997667044535578,0.999998602123245,0.996879263826003,0.869811263479768,0.90896515708605,0.863040823105481
"ZIK1",0.00823933487734829,0.0160687424055802,0.526358388540851,0.539772885894936,0.999978810963353,0.964831468492253
"ZNF540",0.00488965640112848,0.712339350036701,0.0122434599570922,0.999986917528684,0.473878486572492,0.984683797728519
"ZNF570",0.171270224821652,0.0111604416043201,0.999900677968684,0.178258915988693,0.679413005356487,0.659036351764419
"ZNF57",0.000687867273693521,0.0765900707502747,0.0453539167023014,0.992504331354602,0.523705225251551,0.971182472923476
"ZNF556",0.87129864599755,0.834449775986697,0.996164144562032,0.949889848543367,0.997040920783694,0.990857713083282
"ZNF554",0.974007156471867,0.000257235017547708,0.0287001090235888,0.999920500230287,0.999372193501996,0.639679492752176
"ZNF738",0.976107735880354,0.0274712340691778,0.303343515169371,0.485479091717545,0.61804974960677,0.92673939927527
"ZNF596",0.363160773546245,0.207402046817809,0.00323908831099651,0.991653524650536,0.767663605500413,0.991190275255088
"ZNF621",0.737981034724527,4.02255656173356e-06,1.70841304358849e-06,0.999999912819735,0.972229475233486,0.432303147292976
"ZNF680",0.00226949496044171,5.00154806459818e-10,0.0834597026398757,0.572169166533165,0.994791711351654,0.65384715010327
"ZNF483",0.679785213645833,0.00424728305598976,0.000415820365621933,0.999169682420318,0.986311277613739,0.654301470747495
"ZNF417",0.22113996860773,0.000898394758225174,0.861059520045386,0.999954065385678,0.826270707560793,0.626979234358678
"ZNF791",0.988126322435539,0.00897361571626598,0.142903975880451,0.827430992923012,0.765190445090173,0.259251231829881
"ZNF519",9.82954980599526e-06,5.03494468340193e-10,0.996707315111932,0.00880743299545894,0.720921531871877,0.736235714792338
"ZNF25",0.767781842522072,0.000103569688600702,3.37387948010637e-05,0.949151118207502,0.999396341651836,0.246255745328739
"ZNF77",0.139459586540034,1.04472456697868e-05,0.542394402737728,0.353739389469963,0.896814655545779,0.995625073051832
"ZNF169",0.00280260729908488,0.966714068071616,0.00122396449414131,0.409245589027453,0.999984537875827,0.469526894348157
"ZNF613",1.78681369111811e-06,0.000281321038729465,0.0267501402878543,0.998563701104423,0.177925924848843,0.706540768241275
"ZNF404",0.997993534199441,0.833183908782653,0.814895084093024,0.997085988533033,0.999351586398251,0.967253946314269
"ZNF135",0.274685193647562,0.999997103513028,0.157965111622834,0.601221209599128,0.969217445168653,0.584394689731546
"ZNF620",0.994762160366483,3.37082372958708e-06,0.00115385325146933,0.974819508657855,0.955499480439336,0.204839286615855
"ZNF619",0.850829371276432,5.0038029275612e-10,1.43178441269765e-06,0.99577101742639,0.94268875952291,0.0503025028238687
"ZNF354C",0.196810133767955,0.728378110693252,0.443692765826366,0.536479245131563,0.964581549586733,0.711355311471597
"ZNF114",0.0326569282518067,0.00145229949464221,0.993327727320487,0.793714793494541,0.994259646844946,0.9983825401206
"ZNF454",5.00102848022266e-10,5.00102848022266e-10,0.757379844281823,4.22612323091043e-05,0.673865866076359,0.849908176567081
"ZNF543",0.3983612387778,0.00301513056289704,0.784226120758866,0.922946580165935,0.579929412135981,0.327163662980055
"ZNF354B",0.10018837009375,0.436815675991879,0.000666850338762459,0.76491185285502,0.999997749740488,0.467600308582741
"ZNF223",0.0207693639592996,0.00176749879050531,0.960747955382013,0.998967784167496,0.70212575484664,0.77862955863578
"ZNF713",0.919227298898469,0.00855204806063659,0.283806393158975,0.44880248163575,0.641556143521456,0.942998933241745
"ZNF552",0.00253526360822198,5.00138597203659e-10,0.00011495056261801,0.791841091486646,0.936364583660709,0.111857817504991
"ZNF154",0.976481216516406,0.237989539966812,0.197501909107301,0.993434197142051,0.97282225166564,0.991096040120046
"ZNF571",0.713380234056566,9.18161945917539e-07,0.0153986554999458,0.527055266787861,0.816893055246654,0.996672843735871
"ZNF443",0.0531039725256115,0.00153795428340164,0.999882657981939,0.70295812430645,0.999994804595665,0.999999999955194
"ZNF792",0.159204334927949,4.30048236677028e-06,2.10560713309604e-09,0.986723031371451,0.946671028697013,0.247224775867137
"ZFP82",5.00329444541592e-10,5.00137931069844e-10,0.136939631506809,0.0187573498175926,0.973467369386326,0.983236866597589
"ZNF707",0.780515097548156,0.756621527957478,0.98875376770993,0.996524636106352,0.929669856700528,0.954804472139215
"ZNF746",0.000328995661471487,0.00704006021568515,0.132963324140104,0.750859381400585,0.882181598115122,0.999961425334032
"ZNF678",0.000291946310670532,5.35615662933253e-10,0.846966543267693,0.822811124327686,0.0512461975826624,0.0145252448767861
"HKR1",0.913634560335725,5.55751000774762e-10,1.35824618123781e-05,0.940471071319587,0.992201423576369,0.430205365410644
"ZNF101",0.0506706853389829,0.872606797884016,0.0775991785209788,0.999523938867689,0.76267299977546,0.999436298186617
"ZNF716",0.921636819071418,0.216493623763853,0.855578741858187,0.860862724198543,0.95895368290921,0.996039567993476
"ZNF708",0.34188865911539,0.80968813351044,0.0399966670269262,0.956463316044942,0.625905780515248,0.994145537874506
"ZNF721",0.59567454324542,5.01090613447275e-10,3.75561713946704e-05,0.857859605170099,0.994725720519848,0.457976634657261
"ZNF662",0.288831707225067,0.987230078301271,0.0911658447198955,0.999724054615766,0.837386950225561,0.999999899082327
"ZNF320",0.7971391742067,0.0626247656907587,0.798215134057142,0.916704850319109,0.739727634247656,0.490539756788304
"ZNF530",0.97389500776703,0.0523054449093008,0.0554119062689881,0.258093546231004,0.200407169754279,0.683416463083144
"ZFP1",0.00105033747407834,3.33122617035553e-06,0.982174195854521,0.588768319876294,0.984308902480104,0.995461170429297
"KRBA2",0.998030581870132,0.000440212322829092,0.0165180961452975,0.805795913819957,0.77713402075361,0.146554392234799
"ZNF93",0.87979600642038,5.25330379197442e-09,5.08872771698421e-08,0.102518406483038,0.0544448600631381,0.967798736994229
"ZFP90",0.418892248580351,0.959079788680041,0.503526387040466,0.956501338885914,0.998855805839705,0.982240350046724
"ZNF479",0.969198804646432,0.422614871154039,0.902396055423796,0.953563816470308,0.98869593037538,0.999842215038347
"ZNF445",0.999994360786062,4.03557248140896e-06,0.000467687072588707,0.925539790632293,0.926960082976944,0.137995720140227
"ZNF74",0.000513745239341223,5.00139485382078e-10,0.00756230703228977,0.083004065092294,0.914194008474215,0.951743457604386
"ZNF829",0.792302807209717,0.994127454179777,0.817037932383382,0.152478051784183,0.342974191808825,0.159719845541542
"ZNF267",0.014370399474768,6.97424049500572e-06,0.980099447912629,0.316983989116435,0.97780158326923,0.992584072607528
"ZNF566",0.0677331531565719,0.0408421909715875,0.870861572549599,0.545451470078498,0.993873499387867,0.943190126901785
"ZNF224",0.0339583306050052,5.00271934988916e-10,0.0123599367389639,0.447233762300834,0.990370351724958,0.83455844503478
"ZNF529",5.95369885503239e-07,6.67522820352318e-08,0.327193194575489,0.212664398981274,0.98102268964421,0.995085667209268
"ZNF284",0.999308589701942,0.842795250766703,0.853303766819557,0.575129020359003,0.628298012215903,0.400247690826828
"ZNF749",0.0921917892485172,0.331287542157942,0.510339599920647,0.697198724971493,0.172974076583284,0.365086730778456
"ZNF17",0.958945553138236,0.0737836820010246,0.534905399612751,0.792216668814954,0.682018798512157,0.335606841412647
"ZNF555",0.158259987486202,0.00307672509830959,0.988171522871073,0.992781233212851,0.65982640796613,0.544032758705182
"ZNF75D",0.135090226404285,0.0014040378798269,0.977074218917975,0.963594430367437,0.512522001023928,0.376349358383347
"ZNF197",0.448224251640318,5.21639287320852e-10,0.000572864704350362,0.990154565834352,0.98782289777163,0.260066815070463
"ZNF732",0.772477246889495,0.0132160197594555,0.565022039195868,0.265386446019752,0.518380299838334,0.778147704979401
"ZNF546",0.998921300737576,3.24162696685448e-09,1.50065120652076e-06,0.985130995762254,0.977742999811569,0.406403947786453
"ZNF286A",5.0014137276122e-10,5.00102848022266e-10,0.999982724892221,1.06060972782096e-07,0.587506979088481,0.537290396109656
"ZKSCAN4",0.984933102553249,0.171041191032496,0.17278701269599,0.884025856056262,0.942085570528578,0.518529955624676
"ZNF643",0.761963292133648,1.18068695709184e-07,0.00414685274745974,0.192744203773804,0.420137609321169,0.988252724434442
"ZNF642",0.962679087593597,0.784957600553565,0.997922254258388,0.97169827735246,0.996013647304542,0.998323917489347
"ZNF490",0.935067733140395,3.61183187147507e-06,0.0051502373744351,0.999999552276517,0.993884784162111,0.417999593153775
"ZNF626",3.35945455565145e-07,3.16437331893127e-09,0.510221160180333,0.290667731091055,0.933213105575325,0.999614377855356
"ZNF793",0.00757433341151514,8.70237869265988e-06,0.999415631217934,0.211304198384755,0.948726212256248,0.953036233925788
"ZNF383",0.0573206951413475,0.635593592871122,0.18636209666079,0.991473110992937,0.863126951742232,0.99992164843158
"ZNF669",0.999931314876135,0.000315042660885001,0.00553278129625689,0.009569850851748,0.0112764918032833,0.19102810210513
"ZNF559",0.162651103353466,0.996697301686352,0.108983690361471,0.999943827959537,0.843968078303942,0.999999796317236
"ZNF177",0.98678835902687,0.118292058004163,0.134516411182382,0.942431227068148,0.899589146447448,0.999728206317763
"ZNF548",0.890566624313963,0.00699934035965655,0.304579700067331,0.99993461782916,0.994717002673269,0.795009020635937
"ZNF563",0.609610320983258,9.70791447230113e-10,0.000785162433688424,0.888537367106321,0.997696454148326,0.589313760543662
"ZNF567",3.68626842939257e-07,5.00153363169886e-10,0.998484086920799,0.000851387897653044,0.490777938023873,0.483731017084335
"ZNF573",0.981460984831396,0.347717546171029,0.292599771833674,0.614120233076679,0.731172255897593,0.297700897317162
"ZNF527",0.0665881157340202,0.999670550493028,0.0265766050999401,0.418011000954038,0.9681879642815,0.411684563181406
"ZNF33A",0.590120760581407,0.128307989483374,0.00757082955400545,0.418969835739441,0.769599241125513,0.115920972540341
"ZKSCAN3",0.231971639100029,0.812673650089944,0.0190361154218617,0.0885931523680643,0.442269126622207,0.0382257141907852
"ZNF676",0.590314801792922,0.00597808990088267,0.662979162106282,0.999283403776072,0.977168158595042,0.824702681936129
"ZNF699",0.989504587998772,0.0498870090600364,0.331066793628439,0.962538829630553,0.930727585517292,0.579291272283302
"ZNF250",0.126104952770935,0.00107189652881889,0.973759054615062,0.482485693851393,0.965971590010144,0.987555964295476
"ZNF79",0.0262077648769687,0.00730877580956901,0.888558247129957,0.932393668110937,0.931817023588785,0.984251133478707
"ZNF681",0.00939406334677761,0.00407098497247482,0.762865979798132,0.999549596346982,0.613570949116526,0.797452134668073
"ZNF766",0.0118883775215953,0.176695664025812,0.19895054114654,0.987056903405205,0.366807508305456,0.773641319436516
"ZNF471",0.873689969776015,0.939625927301649,0.973713336870975,0.936280326756201,0.994327887408941,0.97368488018455
"ZNF836",0.429164115929531,0.000778508338446948,0.571340503182832,0.999999975745234,0.920766902967292,0.655257068898339
"ZNF493",0.460833441932438,5.74802538899633e-10,0.000940804813933327,0.941358066616433,0.999915258685219,0.436472383556938
"ZNF167",0.463943624282124,0.938580443042673,0.59868740044078,0.999859230330994,0.948353080520439,0.999647906256818
"ZNF565",0.995135275591511,0.238076799462689,0.285376499825273,0.856529652873365,0.816554767213089,0.994575656927492
"ZNF34",0.77136818029695,0.729271114654834,0.209105035321612,0.875247576968089,0.664505724241749,0.967502178524047
"ZNF140",0.890364653628456,0.990536562472202,0.932325365116972,0.999777215222263,0.980501056795535,0.99798429342972
"ZNF658",0.00150642805586942,0.174341657493305,0.0391350138272486,0.480488288180565,0.998773213240368,0.829222519760872
"ZNF765",0.202906812087271,0.862806457060187,0.337864602645117,0.725697646930581,0.253993847286888,0.561020140143564
"ZNF124",1.19571291484766e-05,5.00102848022266e-10,8.08509665883861e-08,4.90628205584986e-06,0.0241239142662801,0.853815459117418
"ZNF569",0.822263374615269,0.022247644806768,0.582711272829962,0.577427322559876,0.814307207319365,0.970386711157841
"ZNF777",1.642007171343e-06,5.0698389930659e-10,0.991242122150061,0.744853012293844,0.621243308932602,0.652159165843977
"ZNF605",0.798480332404741,0.738899934906327,0.99411069969789,0.732217980494318,0.506585138284399,0.52276919071952
"ZNF799",0.00301322786231117,5.00138486181356e-10,0.0123059155337502,0.00361693587207812,0.238283102296885,0.847364105757583
"ZNF782",0.997965417479738,1.39358136851397e-05,0.00204446190716978,0.98887163095746,0.980479074298178,0.291202229030765
"ZNF846",0.998707088679068,5.16659881666381e-06,0.000232947136048822,0.757140597546277,0.733282043205962,0.961661944607376
"ZNF136",0.0210830202624384,5.00428809502296e-10,0.0288615370953365,0.254296266175639,0.937481022693037,0.971397278144708
"ZKSCAN5",0.968874617777938,0.000727776408490088,0.00192547232164719,0.938428542941354,0.982214176213244,0.294513025347946
"ZNF33B",0.246898763123633,0.88923496198366,0.0313321061240343,0.995296904945627,0.945874394934408,0.967518630797182
"ZNF431",0.0223668001756092,0.353145664986498,0.174578934663099,0.706985628783928,0.110241642714542,0.381294688856135
"ZNF418",0.98292764475877,0.0698977501422944,0.428187009513139,0.937592574554842,0.887938684136706,0.541018624566465
"ZNF700",0.995127347850301,0.0168345755883935,0.162103282736276,0.989971321762067,0.997240885183455,0.938511582888572
"ZFP28",0.0012592644829228,0.044394980948061,0.108470926592048,0.304529231373093,0.999225338429615,0.753452980897006
