"gene","p-adj-Intestinal-Diffuse","p-adj-Mixed-Diffuse","p-adj-Mixed-Intestinal","mean-Diffuse","mean-Intestinal","mean-Mixed","SEM-Diffuse","SEM-Intestinal","SEM-Mixed","Q1-Diffuse","Q1-Intestinal","Q1-Mixed","Q3-Diffuse","Q3-Intestinal","Q3-Mixed","count-Diffuse","count-Intestinal","count-Mixed"
"ZNF738",0.431122948646987,0.896773728452534,0.550632000710134,196.915066666667,318.157286666667,101.3728,26.5277552910364,58.8182002777694,NA,166.2688,166.65795,101.3728,217.93345,362.35245,101.3728,6,15,1
"ZNF596",0.579436815279713,0.999954485050901,0.880542085649318,56.7512166666667,43.2739933333333,57.0222,8.02230150482253,7.73209740783411,NA,45.575875,29.7534,57.0222,72.653825,51.59295,57.0222,6,15,1
"ZNF621",0.100936787516977,0.594370119407199,0.999914634378913,790.95025,629.915086666667,627.9479,48.5949455696835,42.2195568032815,NA,751.307975,522.51885,627.9479,849.56695,708.19945,627.9479,6,15,1
"ZNF680",0.83310868931086,0.844110846287663,0.675388586441853,233.11545,271.57324,150.2992,38.6281208095756,38.7373220179956,NA,191.808725,189.99825,150.2992,203.703625,272.91455,150.2992,6,15,1
"ZNF483",0.000205310720775564,0.158596845053908,0.937447578428438,111.76695,29.1682733333333,41.1827,19.2689757532283,7.14685205919006,NA,78.0895,12.4225,41.1827,151.54365,34.1312,41.1827,6,15,1
"ZNF417",0.319842377421298,0.9513782513282,0.579927075723532,334.09675,262.005933333333,366.7723,23.2721115926732,28.9121034831232,NA,313.915,189.95325,366.7723,365.93285,295.39925,366.7723,6,15,1
"ZNF791",0.148696642708361,0.729835307758002,0.991996478876131,560.969733333333,409.914753333333,429.7782,72.2336326256436,39.3664559748064,NA,456.604375,306.7067,429.7782,630.657775,462.25275,429.7782,6,15,1
"ZNF519",0.33320895881096,0.227154178967265,0.521208109651229,64.8964833333333,51.708,30.271,4.97859581263745,5.31392855804442,NA,53.95765,34.96525,30.271,73.957575,60.94895,30.271,6,15,1
"ZNF25",8.21899573799634e-06,0.0790474834811503,0.794660188536325,524.98745,231.675633333333,293.9106,51.3280763201632,20.0362477710979,NA,422.754725,169.07515,293.9106,617.4288,290.26355,293.9106,6,15,1
"ZNF77",0.0792257332313796,0.998773801834345,0.509170329134016,52.0892833333333,82.7585333333333,50.6864,3.67084458568839,8.1641202542511,NA,45.936625,55.18145,50.6864,56.1163,92.05035,50.6864,6,15,1
"ZNF169",0.717427796357426,0.978453816552766,0.986267275424385,115.942383333333,98.9566066666667,106.3006,27.7706559349663,8.49022399772073,NA,72.7407,78.0462,106.3006,117.0428,113.3013,106.3006,6,15,1
"ZNF613",0.803510842052064,0.00207506506285526,0.00267392884765805,87.2027666666667,95.9234066666667,210.4893,8.74490344736737,7.90397543499452,NA,71.086325,76.8527,210.4893,102.715375,101.049,210.4893,6,15,1
"ZNF404",0.0171330395271401,0.614218992827439,0.0628430264889559,47.1182166666667,21.8366666666667,64.7659,10.1450990277216,3.44515837479162,NA,24.91295,12.0983,64.7659,66.05535,30.8149,64.7659,6,15,1
"ZNF135",2.54277811020387e-05,0.105777421882523,0.843920905849926,160.070033333333,42.4839533333333,65.8219,10.801055265657,11.488585153065,NA,162.851325,23.70135,65.8219,172.73925,46.2385,65.8219,6,15,1
"ZNF620",0.982394705405944,0.976250814781738,0.990078189442523,76.0204333333333,72.6415266666667,67.2298,8.13648576346761,11.305583948729,NA,67.271125,45.2358,67.2298,83.48695,85.57405,67.2298,6,15,1
"ZNF619",0.698567405104416,0.993379640403379,0.961733221959603,122.595483333333,109.39914,118.6202,6.81151049862983,9.74959709081941,NA,112.025,77.088,118.6202,122.987025,129.4924,118.6202,6,15,1
"ZNF354C",6.39525203349756e-05,0.781701376458048,0.165095409152462,86.8167833333333,27.3117733333333,70.7497,8.33566362954651,5.85377536180888,NA,77.89285,12.8242,70.7497,99.60725,31.31405,70.7497,6,15,1
"ZNF114",0.77096506031125,0.999214718295249,0.930161421748751,9.75276666666667,46.4216466666667,5.2798,2.6259284909871,32.9830285481255,NA,5.377175,1.94,5.2798,12.358075,24.04955,5.2798,6,15,1
"ZNF454",5.64255088875143e-07,0.0151811651306578,0.894251589018204,50.75365,12.5944666666667,17.2474,5.80089114905345,2.04787935706943,NA,43.83375,6.86765,17.2474,60.556675,16.4856,17.2474,6,15,1
"ZNF543",0.0156251571153104,0.0324288876663287,0.00101144361444028,233.171283333333,148.057753333333,402.3231,12.798896316699,16.4168698111624,NA,210.48415,109.46195,402.3231,241.42935,182.3809,402.3231,6,15,1
"ZNF354B",0.399846804217505,0.291669975573648,0.58558237898909,138.81675,117.909726666667,84.1253,7.43518783213758,9.42601895352113,NA,129.781325,93.4077,84.1253,148.17725,149.9759,84.1253,6,15,1
"ZNF223",0.725041164862635,0.316654286883896,0.467367839874525,70.6267833333333,86.33612,138.6484,5.27663817586012,12.535193809789,NA,60.2514,52.2868,138.6484,80.502625,113.0557,138.6484,6,15,1
"ZNF713",0.9748117311301,0.994109891836945,0.999968202276224,90.85825,85.8086,85.4277,7.70745757608608,14.3137757539871,NA,81.7214,42.19275,85.4277,101.9419,115.56425,85.4277,6,15,1
"ZNF552",0.906065899264138,0.0444949313595916,0.0522067230874761,159.918933333333,174.918533333333,365.3643,18.766617245749,20.8459973945638,NA,127.988575,125.23425,365.3643,180.670125,215.35515,365.3643,6,15,1
"ZNF154",0.000248693845501524,0.129857632946743,0.981598618922081,220.966816666667,61.6424133333333,74.2696,49.0269143297326,7.59398162716382,NA,141.98955,40.91725,74.2696,260.553425,75.8916,74.2696,6,15,1
"ZNF571",0.829193282023755,0.528091507536453,0.350818619720435,98.5195,86.8951733333333,147.1313,12.0088092571801,11.488728122371,NA,82.390475,63.54605,147.1313,118.204325,104.2916,147.1313,6,15,1
"ZNF443",0.097588713382801,0.890446937498012,0.849853610714239,53.6526666666667,105.90532,78.1415,6.87389391052198,14.5869280963347,NA,41.58605,59.73515,78.1415,63.702025,163.4429,78.1415,6,15,1
"ZNF792",0.860526960541652,0.988786248953472,0.994980219378998,209.62135,272.75924,248.1521,25.5661023226818,74.3761782624683,NA,159.218725,124.43285,248.1521,256.130375,268.20015,248.1521,6,15,1
"ZFP82",0.609247762551359,0.634648209331008,0.354908655249852,122.700616666667,80.1863266666667,213.6572,18.6091240005258,26.6196298838183,NA,96.7888,32.9965,213.6572,160.85315,78.403,213.6572,6,15,1
"ZNF707",0.238218286287537,0.807946679135797,0.990502741301828,174.4718,253.245106666667,240.0563,15.2703775176865,28.6121502247217,NA,156.470275,188.74175,240.0563,181.08075,321.2497,240.0563,6,15,1
"ZNF746",0.999940995116686,0.999890555282915,0.999788786138433,604.41815,603.857813333333,606.1246,23.9779498090051,32.4869013067199,NA,561.491775,568.1494,606.1246,646.955875,661.10475,606.1246,6,15,1
"ZNF678",0.913957770830042,0.457399311214015,0.534957131432488,69.2306833333333,74.4292666666667,104.1887,14.3721133094016,5.86335444655773,NA,42.869875,57.91295,104.1887,79.4607,95.13325,104.1887,6,15,1
"HKR1",0.512050760771536,0.382293673323846,0.1536034377358,478.568,399.721426666667,691.6579,52.4022192557275,38.9746507978131,NA,386.2269,289.81945,691.6579,561.280025,510.5207,691.6579,6,15,1
"ZNF101",0.620013812335678,0.547012523927104,0.289083748536276,224.523866666667,185.691333333333,322.4217,50.6923524736797,17.005631886905,NA,173.469175,142.7392,322.4217,200.056575,219.12955,322.4217,6,15,1
"ZNF716",0.42202405442228,0.999849704326107,0.812736718295185,0.602616666666667,21.5279466666667,0,0.391746244752618,10.1625517087696,NA,0,0,0,1.09275,22.4896,0,6,15,1
"ZNF708",0.995018427197291,0.982371715672307,0.970697134484424,296.2051,307.00476,250.616,20.4731912975156,70.2241568959814,NA,265.96415,213.669,250.616,313.70065,284.5226,250.616,6,15,1
"ZNF721",0.974189510450868,0.586097818284468,0.497897076603734,469.946883333333,485.309353333333,312.4111,55.3361301025133,38.5890935899237,NA,373.76115,359.02775,312.4111,519.120675,602.6362,312.4111,6,15,1
"ZNF662",0.024248451433762,0.372947685435515,0.995880086985251,186.377733333333,65.4650466666667,57.7262,23.6756835753714,24.4573499044724,NA,146.10615,17.6668,57.7262,227.22985,58.0089,57.7262,6,15,1
"ZNF320",0.649868586369142,0.00354282597620192,0.00613226359173857,379.946266666667,471.62558,1243.2242,42.364377258869,61.7390491902886,NA,308.1447,314.84655,1243.2242,439.207425,653.9034,1243.2242,6,15,1
"ZNF530",0.985487974466724,0.775880978542569,0.800976611548861,52.4814333333333,49.4756266666667,24.2872,7.42050669620643,11.1423074001174,NA,46.46975,18.15485,24.2872,61.16415,63.99655,24.2872,6,15,1
"ZFP1",0.0499490383860441,0.77045596016363,0.888865687080427,337.071583333333,227.605833333333,270.3273,26.509593179821,24.8847807738799,NA,285.932275,170.9994,270.3273,375.291625,243.3569,270.3273,6,15,1
"KRBA2",1.20800178513569e-05,0.505962789138296,0.199660832580213,121.8679,53.63628,94.685,11.4721738128976,5.07985637960835,NA,101.365425,38.7938,94.685,132.5519,69.3296,94.685,6,15,1
"ZNF93",0.0574427739331037,0.470026600668925,0.995063213145245,66.9906333333333,145.937933333333,152.4111,12.9864535203077,19.2805025626005,NA,53.6286,97.07875,152.4111,67.998975,163.02395,152.4111,6,15,1
"ZFP90",0.000356318813710343,0.985093266737677,0.0642550925473441,651.591833333333,396.530193333333,671.2425,28.0848755326619,31.3954386871109,NA,600.052775,288.91455,671.2425,712.205125,473.75735,671.2425,6,15,1
"ZNF479",0.367106665388378,1,0.795251185506882,0,0.611013333333333,0,0,0.274263545807186,NA,0,0,0,0,0.81765,0,6,15,1
"ZNF445",0.144610538151723,0.744337462367424,0.987030384111442,947.192433333333,686.710913333333,730.0246,54.0403498751915,79.3625569791801,NA,860.233175,471.218,730.0246,1046.517,767.9315,730.0246,6,15,1
"ZNF74",0.963211992914731,0.838692591713449,0.885336118192177,373.34715,358.098946666667,299.1904,20.7256722797396,35.523796695917,NA,344.464725,255.4436,299.1904,411.731825,420.79235,299.1904,6,15,1
"ZNF829",0.00092240404589794,0.215804785393564,0.973559669935059,35.4362333333333,13.8614133333333,16.1915,2.03978602630548,2.97764519701737,NA,35.92075,5.3783,16.1915,37.5972,20.3994,16.1915,6,15,1
"ZNF267",0.303109811176315,0.0297080554545749,0.0949967641118412,401.926783333333,495.672293333333,786.6948,49.672003049078,33.433864086461,NA,321.60675,414.39605,786.6948,440.649575,553.86495,786.6948,6,15,1
"ZNF566",0.16627539330714,0.989213294508808,0.742339605976682,315.040583333333,244.66808,303.4143,36.6806063976449,18.4486540935807,NA,246.231475,187.7872,303.4143,371.45035,281.55315,303.4143,6,15,1
"ZNF224",0.685870174860628,0.125783494936837,0.209367494204568,174.2725,208.79808,364.3119,26.9173165358907,23.6212425612407,NA,138.1966,158.9669,364.3119,216.95145,229.1523,364.3119,6,15,1
"ZNF529",0.614162203179576,0.798845879252609,0.515184812299863,413.94545,339.645053333333,525.8712,64.3412072959404,41.9908745069573,NA,347.697225,265.89915,525.8712,456.2262,373.62695,525.8712,6,15,1
"ZNF284",0.669113032650359,0.999664645967878,0.924542393853342,47.0403,37.6087933333333,46.4379,6.69317492216263,6.31330734788085,NA,35.4092,21.02275,46.4379,56.595825,47.9522,46.4379,6,15,1
"ZNF749",0.663686085780766,0.604147247074396,0.818438221522998,101.373733333333,126.294486666667,163.3228,10.7016519219438,17.3214598937681,NA,85.688125,91.6084,163.3228,109.84775,129.6607,163.3228,6,15,1
"ZNF17",0.0338057620129021,0.936489851860841,0.254054757414444,178.0067,131.61226,191.1299,8.26823043558898,10.1011947192248,NA,166.47455,103.98725,191.1299,194.226725,154.0712,191.1299,6,15,1
"ZNF555",0.820370565526859,0.77529604070737,0.901969802964139,75.5083833333333,69.75302,60.8941,6.10944920678434,5.48010133476172,NA,67.933725,62.1347,60.8941,88.06875,83.313,60.8941,6,15,1
"ZNF75D",0.543125738880854,0.735335363140758,0.955698559856921,329.949483333333,421.97498,474.7272,14.7753702184732,53.2294601006607,NA,307.409,268.4445,474.7272,349.34105,601.28645,474.7272,6,15,1
"ZNF197",0.185564996812458,0.790550377656618,0.98413313429676,414.712616666667,334.244006666667,350.2288,27.1999188959381,25.3123746546502,NA,366.33655,281.4335,350.2288,471.693675,384.7858,350.2288,6,15,1
"ZNF732",0.753251195835277,0.70157494965655,0.867882066630603,7.90395,5.31167333333333,1.408,1.52319142214628,2.15808557823753,NA,5.683975,1.40915,1.408,9.197425,4.08445,1.408,6,15,1
"ZNF546",0.00133650911125149,0.276567149101698,0.948783474349394,111.262183333333,54.4143,63.358,14.6894904906516,6.33337017149186,NA,98.0462,37.11335,63.358,121.199325,70.0609,63.358,6,15,1
"ZNF286A",0.143592978668781,0.435889160243218,0.921253993800416,362.101616666667,262.790906666667,221.4009,35.5267261567721,28.1409321803929,NA,286.905075,196.4272,221.4009,406.676925,310.7122,221.4009,6,15,1
"ZKSCAN4",0.617156492545354,0.427945235319844,0.655564335380659,98.1166666666667,86.2817933333333,62.654,9.24651782134466,6.93866894909876,NA,79.373125,71.69575,62.654,113.505775,102.7269,62.654,6,15,1
"ZNF643",0.975084707494933,0.949800795433271,0.907709176521977,50.8800333333333,48.73868,57.7262,6.87014388013656,5.66157559677684,NA,42.035075,38.13605,57.7262,63.532975,56.5852,57.7262,6,15,1
"ZNF642",0.965816736524236,0.514206283745618,0.418662839630078,90.3521,86.8409066666667,125.308,5.97418971264444,8.3980869245576,NA,90.87255,68.0099,125.308,97.85175,106.20235,125.308,6,15,1
"ZNF490",0.799979429320281,0.98973196880466,0.898216791633596,324.8136,292.996773333333,340.0211,31.5115098115593,28.5592833285922,NA,270.105625,230.0665,340.0211,353.1483,328.05695,340.0211,6,15,1
"ZNF626",0.948949797793891,0.934171572924932,0.97279269093792,282.122366666667,211.797766666667,102.7807,51.3592960583227,140.499586823967,NA,201.685725,39.5541,102.7807,389.4821,61.8482,102.7807,6,15,1
"ZNF793",0.470112766030391,0.631974402963041,0.301581074106552,267.482066666667,132.687653333333,500.528,54.7944931799152,67.0868847400379,NA,174.722725,25.33945,500.528,366.598525,89.40035,500.528,6,15,1
"ZNF383",0.321897479025786,0.989247414802256,0.683904247396188,143.8294,114.902186666667,149.9472,8.28843688270995,11.752380173305,NA,141.51715,87.9461,149.9472,148.825275,128.46535,149.9472,6,15,1
"ZNF669",0.439229959742994,0.646987189231373,0.301546664362217,111.417183333333,143.258086666667,60.1901,3.60433360825703,15.7960161084456,NA,109.42085,97.96805,60.1901,114.70215,163.575,60.1901,6,15,1
"ZNF559",0.350384469935993,0.781704943277866,0.999150883599453,262.736966666667,190.470066666667,186.202,44.7965709705305,26.7601349830795,NA,165.048475,144.5481,186.202,341.23795,226.13925,186.202,6,15,1
"ZNF177",0.247063790090501,0.276766415944179,0.658541541592504,56.83885,40.2840733333333,21.4713,11.5288952815596,4.43871576602605,NA,36.329125,29.514,21.4713,80.9301,53.40885,21.4713,6,15,1
"ZNF548",0.0945806606014519,0.246067859000549,0.0312016098218685,319.9884,219.909906666667,487.8564,23.4103828281242,26.7371764278726,NA,289.22985,171.74815,487.8564,330.485225,264.8311,487.8564,6,15,1
"ZNF563",0.801516367191965,0.786138058629611,0.916965503830498,54.9513666666667,48.7484333333333,40.4787,7.48170632559475,5.35870880489718,NA,47.681275,36.4361,40.4787,60.0927,51.3753,40.4787,6,15,1
"ZNF567",0.746718615458907,0.186728925780207,0.282016754605559,166.570816666667,194.454866666667,322.0697,27.4995895507965,21.2531783193404,NA,133.542675,140.025,322.0697,205.120225,261.6971,322.0697,6,15,1
"ZNF573",0.0975601065002671,0.951508862943724,0.390402954354731,91.3535333333333,64.3752066666667,99.6128,7.17798642943208,7.15200215668889,NA,79.85595,45.76425,99.6128,102.953375,78.56405,99.6128,6,15,1
"ZNF527",0.0786657048758239,0.793973407298602,0.209270107383983,138.876633333333,105.119706666667,160.1549,11.3583319875666,8.02404397499859,NA,130.8675,85.86155,160.1549,148.283325,108.7494,160.1549,6,15,1
"ZNF33A",0.778203555751361,0.931152822001695,0.769444663161219,1261.2517,1379.38542666667,1121.0841,148.70574244736,92.5720782414564,NA,1041.299125,1085.066,1121.0841,1343.43475,1702.62065,1121.0841,6,15,1
"ZKSCAN3",0.02125220236716,0.402568994126174,0.999996751866254,114.8318,77.0190533333333,77.0855,9.71684473056969,7.07660299081461,NA,95.42635,58.47595,77.0855,130.34895,90.9187,77.0855,6,15,1
"ZNF676",0.863783526391911,0.999271946301486,0.957781031567328,20.61955,98.1246733333333,8.4477,3.66213628717356,93.2476970330356,NA,15.762,0.78785,8.4477,24.56615,7.93725,8.4477,6,15,1
"ZNF699",0.518809550003275,0.9815937335177,0.942662349813271,61.29805,47.81936,56.3182,7.44026800676562,7.00752176860047,NA,47.897375,26.1882,56.3182,72.609675,65.06325,56.3182,6,15,1
"ZNF250",0.968895154146606,0.64367580278278,0.686664696426035,241.084583333333,232.609753333333,169.4967,12.3771510693809,21.521056504591,NA,217.812925,183.1301,169.4967,264.32835,300.71965,169.4967,6,15,1
"ZNF79",0.0543724583558574,0.893687094932802,0.252896229775593,130.618283333333,101.171446666667,142.5554,9.52088102244803,6.39602052766195,NA,111.766625,87.06535,142.5554,146.7406,120.84725,142.5554,6,15,1
"ZNF681",0.555830170566817,0.969894003473753,0.744717087660287,96.0337,218.591506666667,34.4949,18.8959758700453,72.3650335031706,NA,58.539975,42.31345,34.4949,130.564725,224.8167,34.4949,6,15,1
"ZNF766",0.814262463481566,0.0254040660156908,0.0351587211212938,380.757616666667,409.53924,681.4502,15.4358753113522,28.5975651479995,NA,366.321325,363.6485,681.4502,397.444575,415.513,681.4502,6,15,1
"ZNF471",2.02412967561516e-05,0.0483249182381765,0.981348117597838,192.0962,46.55538,55.9662,24.1237411060418,11.6875895619006,NA,167.0219,16.1543,55.9662,217.8029,49.3223,55.9662,6,15,1
"ZNF836",0.943587957610745,0.109183503426461,0.120534686104447,131.381233333333,139.28254,247.4481,9.63529623677676,14.6911705052058,NA,112.113225,85.4561,247.4481,150.048275,175.93165,247.4481,6,15,1
"ZNF493",0.969033830200989,0.915318960737627,0.856773736830582,281.256833333333,317.431513333333,145.3713,38.4740679534295,93.0926319285545,NA,219.091525,150.04585,145.3713,290.39645,279.9089,145.3713,6,15,1
"ZNF167",0.000270322039804372,0.140345781970802,0.975621990231911,117.178216666667,35.4142,42.9426,18.0833344322043,7.77990439052526,NA,88.1535,16.31845,42.9426,124.4063,39.1798,42.9426,6,15,1
"ZNF565",0.489821896399031,0.872044352856171,0.999782260983756,100.999516666667,84.94944,85.5368,4.2765089607776,8.45419148650284,NA,95.7146,61.58745,85.5368,103.24455,103.18305,85.5368,6,15,1
"ZNF34",0.000704321898835514,0.0776481874217767,0.944016621192342,159.290366666667,96.6100933333333,86.9412,10.6667063344992,7.7060677878908,NA,154.8253,70.87475,86.9412,173.216425,114.70955,86.9412,6,15,1
"ZNF140",0.989709516110613,0.702924468054353,0.719139210699008,302.399483333333,310.594393333333,410.4189,38.2829122893092,34.3187134433852,NA,268.7652,228.5848,410.4189,356.840175,367.86335,410.4189,6,15,1
"ZNF658",0.164217171783242,0.983939727402393,0.759335066449361,80.2721,53.92724,74.9736,12.6932626090117,7.14511514029523,NA,60.2791,32.3555,74.9736,85.79625,69.38815,74.9736,6,15,1
"ZNF765",0.159915295121568,0.485215928379826,0.943954921807327,211.263283333333,313.296546666667,350.0774,18.2088766562981,32.3406760177097,NA,196.1106,248.8823,350.0774,232.0675,339.7181,350.0774,6,15,1
"ZNF124",0.254782557085832,0.641946350486515,0.981574850446429,97.34215,136.929186666667,146.4273,14.3540663963155,14.0421090747924,NA,85.675425,91.5689,146.4273,104.286175,183.0189,146.4273,6,15,1
"ZNF569",0.244263220174862,0.549967701981758,0.94217074797704,151.6389,84.4020133333333,55.9662,14.8727540184056,24.5161504666654,NA,135.86655,31.8558,55.9662,175.039825,91.1825,55.9662,6,15,1
"ZNF777",0.993686527386705,0.623385277364844,0.566678796424688,549.282633333333,557.00646,398.0993,7.68382267371593,44.7718696941706,NA,534.190225,437.97615,398.0993,560.19345,662.73435,398.0993,6,15,1
"ZNF605",0.956761221701499,0.5567285914561,0.608070784254968,404.852233333333,376.995186666667,174.5864,50.1554904042995,58.1757046916288,NA,371.2508,247.1359,174.5864,489.0351,577.76855,174.5864,6,15,1
"ZNF799",0.0785642420043854,0.981231375304181,0.654992833386532,69.4516166666667,131.588673333333,80.6054,9.27725400196332,16.3750147285618,NA,49.984125,87.00195,80.6054,86.85195,163.8757,80.6054,6,15,1
"ZNF782",0.991346170409031,0.9975914227841,0.999939994801467,89.52485,87.6297866666667,87.2932,10.2953175761848,8.55260756175101,NA,73.631775,63.5839,87.2932,106.74115,95.6979,87.2932,6,15,1
"ZNF846",0.00860994660977765,0.265315149609979,0.993481831790296,105.548983333333,60.4884666666667,57.3742,11.0649125870449,7.1999816436318,NA,109.091775,39.9703,57.3742,115.81475,82.06975,57.3742,6,15,1
"ZNF136",0.967279103570618,0.999931996591407,0.991204900148457,249.35095,236.82604,250.616,20.7816708561936,30.7320997159954,NA,216.52315,174.16135,250.616,262.85615,258.31675,250.616,6,15,1
"ZKSCAN5",0.831762637889541,0.984041593360309,0.894773327856295,421.532316666667,388.120006666667,443.5058,37.1421825246751,32.9396250590791,NA,358.9095,313.75235,443.5058,454.26605,411.3575,443.5058,6,15,1
"ZNF33B",0.423077302987098,0.79264430041426,0.996047067070358,632.629366666667,787.936933333333,809.9261,55.1083488816027,72.6209072111433,NA,545.04795,632.75015,809.9261,705.685175,988.07235,809.9261,6,15,1
"ZNF431",0.903926063241868,0.997298348674021,0.991081641106632,253.551633333333,309.167586666667,273.8472,21.0744519106534,80.2844719736251,NA,216.423275,195.9623,273.8472,261.61835,247.02005,273.8472,6,15,1
"ZNF418",0.0886182365606962,0.535925556086366,0.996367918634947,72.3153,28.71354,25.3432,14.5979778401439,10.747799100218,NA,48.974275,10.5689,25.3432,88.756925,29.2565,25.3432,6,15,1
"ZNF700",0.182162510284608,0.995721391331466,0.725015767621756,218.2402,349.896046666667,232.3126,37.2710171757806,42.139914175,NA,173.60365,252.12355,232.3126,208.8794,363.2359,232.3126,6,15,1
"ZFP28",0.0751381579900071,0.357864239395342,0.92427778080707,168.11665,81.7226,51.7423,14.9682895840006,22.3474206584563,NA,156.72735,21.25905,51.7423,193.2804,97.58245,51.7423,6,15,1
"ZNF585A",0.768891782261572,0.368997624477609,0.205568953809014,162.3153,141.511173333333,254.8398,13.8261353702809,17.8756374720681,NA,146.208125,103.3664,254.8398,169.534475,164.25195,254.8398,6,15,1
"ZNF138",0.329522179940065,0.792669798665301,0.999998603369911,182.701283333333,254.65508,254.4879,19.5984328464874,29.6811778100761,NA,152.0172,182.5432,254.4879,207.576525,317.5719,254.4879,6,15,1
"ZNF429",0.996483020187955,0.722566170965721,0.723687174921003,225.269266666667,220.949126666667,131.6438,27.0084539748164,32.0630876216643,NA,173.816525,123.2837,131.6438,278.9422,316.94755,131.6438,6,15,1
"ZNF470",0.579945727036484,0.555570736751581,0.807881325891537,179.6464,126.30744,55.6142,18.7035619445245,32.1290404873932,NA,164.920875,29.8688,55.6142,201.14555,189.27435,55.6142,6,15,1
"ZNF100",0.658998229430559,0.982595953926572,0.822659945354115,232.918166666667,373.15026,169.3066,36.7342271465969,98.2415924450462,NA,153.278825,195.018,169.3066,283.32205,319.2948,169.3066,6,15,1
"ZNF398",0.877077848801656,0.659946330687554,0.77218334504317,682.583033333333,651.687053333333,558.6061,45.6307858384276,35.3107389714502,NA,598.598025,564.27655,558.6061,726.32725,732.35635,558.6061,6,15,1
"ZNF498",0.998492494866822,0.932219440595813,0.935138409060897,379.435583333333,381.71644,414.2907,21.2413807456643,25.9358353606427,NA,347.032475,298.48355,414.2907,408.893425,446.36405,414.2907,6,15,1
"ZNF441",0.465906790029166,0.868529872166237,0.99944689357465,193.275733333333,146.242913333333,148.8912,28.0920423091388,21.9101913585738,NA,163.410725,89.81265,148.8912,204.514575,148.8343,148.8912,6,15,1
"ZNF420",0.903025933806846,0.616300562852308,0.470239854182631,103.379433333333,115.581446666667,43.2946,10.4602832418842,17.1640987925403,NA,92.99195,71.0347,43.2946,112.8178,129.27835,43.2946,6,15,1
"ZNF763",0.838249132336511,0.856468539152655,0.693819566968645,55.0828166666667,65.92266,32.383,14.24384993896,10.5812907018666,NA,36.109725,37.40415,32.383,71.974975,81.47455,32.383,6,15,1
"ZNF679",0.526471251347463,0.979919217062731,0.947539215650137,0,0.9011,0.352,0,0.510742807888201,NA,0,0,0.352,0,0.55045,0.352,6,15,1
"ZNF682",0.996073412586454,0.863265591145187,0.870832138432724,46.5479666666667,47.9009266666667,65.1179,10.9208158089545,9.07770230369037,NA,24.977025,21.46185,65.1179,66.944475,66.3137,65.1179,6,15,1
"ZNF772",0.970108814080312,0.843226570157471,0.883972803036585,147.009666666667,131.42282,64.062,16.0272358377579,40.887892024465,NA,124.58845,44.5704,64.062,171.29815,140.8856,64.062,6,15,1
"ZNF257",0.75937136385982,0.998070498246732,0.917966169622666,38.08235,142.612173333333,18.6554,7.29412049826205,91.358719554503,NA,22.124275,6.44895,18.6554,49.154075,125.6785,18.6554,6,15,1
"ZNF785",0.0696522214008234,0.680323210029442,0.972276876714561,391.50825,273.709266666667,297.698,26.3469810338459,29.2659255452637,NA,341.434475,191.64615,297.698,434.493925,339.36,297.698,6,15,1
"ZNF98",0.828600670871298,0.998799761839442,0.944144446047105,8.38151666666667,55.5313466666667,0,3.59796096258392,49.9898906687922,NA,3.45675,1.1272,0,8.189875,3.2006,0,6,15,1
"ZNF786",0.882523397350756,0.786416075436146,0.885317280676656,235.2533,215.297973333333,173.1785,20.3812277781296,24.840311685,NA,200.9851,167.7916,173.1785,261.295225,257.28,173.1785,6,15,1
"ZNF517",0.806440489685983,0.801797693550719,0.926767322963024,239.873833333333,211.220566666667,174.9384,18.8819509887912,27.477616547941,NA,218.777575,130.7874,174.9384,260.749425,280.7449,174.9384,6,15,1
"ZNF675",0.444191934761303,0.998577494050642,0.858881031967772,130.548216666667,227.135713333333,139.3875,15.3546673416786,48.0925368059366,NA,118.7425,159.9079,139.3875,147.477275,228.22285,139.3875,6,15,1
"ZNF860",0.828618959466836,0.731631244509195,0.862675082837059,60.1923333333333,98.27282,170.3625,18.046636232692,39.8114890554571,NA,41.867125,41.47485,170.3625,66.84685,82.31235,170.3625,6,15,1
"ZNF695",0.02945405904457,0.999617540877148,0.422403483423828,17.6297,84.09058,19.0285,7.43219005475506,14.5189695212068,NA,8.435175,46.15215,19.0285,18.274225,113.7684,19.0285,6,15,1
"ZNF665",0.192717523002106,0.996891963306204,0.631083433107299,45.3789166666667,26.10894,47.1665,10.7362345861547,5.23601903585975,NA,27.08605,8.36845,47.1665,50.76265,41.1849,47.1665,6,15,1
"ZNF624",0.0162960616643406,0.92631708076646,0.556293915420963,142.450833333333,98.72944,130.5878,12.6880143002932,7.43479265542246,NA,120.1396,75.922,130.5878,154.41145,109.97995,130.5878,6,15,1
"ZNF841",0.574049119083878,0.422409869559634,0.190994101020356,300.718916666667,357.24002,141.8515,21.1828257751166,33.5866255388974,NA,277.7045,278.2846,141.8515,332.46045,406.593,141.8515,6,15,1
"ZNF615",0.0240717726876484,0.0819817300653913,0.561946806281426,310.270266666667,194.28832,105.2446,39.8673328788426,19.887223757208,NA,250.719875,149.3988,105.2446,347.0412,219.67235,105.2446,6,15,1
"ZNF433",0.977171672994164,0.716141957325332,0.636211457790409,62.0159333333333,66.00396,27.8071,9.04034132717221,11.6346224559401,NA,47.746175,35.291,27.8071,72.210575,79.68795,27.8071,6,15,1
