"gene","p-adj-stage II-stage I","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","count-stage I","count-stage II","count-stage III","count-stage IV"
"ZNF195",0.99557032815327,0.992029448033813,0.999975961771581,0.994951924802496,0.999600831993697,0.999787333432127,474.068328571429,451.91687,448.669521428571,436.39835,105.930199024098,44.8310269237402,49.0559413071178,70.52875,346.15185,355.341625,301.567825,401.133975,420.22615,551.776625,568.1357,471.662725,7,10,14,2
"ZNF263",0.911955069043233,0.999999984528275,0.863318320250493,0.999999766215994,0.973318698287648,0.999999476418993,593.407528571429,538.09539,593.13295,594.5833,82.1591721226249,40.5101645980486,47.6499039817371,0.9803,474.02875,452.20925,498.210175,594.09315,667.39805,620.5978,656.640825,595.07345,7,10,14,2
"ZNF200",0.764014604810957,0.447524778695477,0.953332616447011,0.597637231535131,0.904340745011714,0.976299118486607,249.834557142857,210.45086,192.784892857143,167.40675,53.694661548811,21.2049997645691,13.0206946173207,31.74165,168.20485,156.25655,158.478875,151.535925,264.4717,238.9408,216.4173,183.277575,7,10,14,2
"ZNF582",0.991689887405091,0.594071614904662,0.710069210686094,0.999063619191934,0.988062435627149,0.795703986972463,18.2806428571429,21.3108,30.8451642857143,15.9199,5.52724567246124,7.11132716336722,6.34931405729773,11.3342,9.6834,6.093275,11.2532,10.2528,19.751,32.834325,51.217325,21.587,7,10,14,2
"ZNF285",0.992702006108407,0.922173940493052,0.981401113892744,0.957997358364175,0.898805137113715,0.796064981005497,23.2603571428571,26.80379,30.9076857142857,12.67845,8.36668026615828,8.63877772356779,7.49205052648558,9.73055,5.59425,4.9592,9.406275,7.813175,39.56265,44.4062,57.01445,17.543725,7,10,14,2
"ZNF275",0.913412563662089,0.910326443211431,0.99998057035499,0.519752792494085,0.741699156277176,0.715282897327801,815.427871428571,921.29073,916.186657142857,1179.8386,101.20248494275,145.680249405932,52.1163785093186,385.8345,673.8028,580.209175,811.77845,986.92135,931.98305,1121.360475,1035.7963,1372.75585,7,10,14,2
"ZNF37A",0.933868251084936,0.977682535180763,0.660548654242987,0.915009930835819,0.722947959520923,0.97052070249967,665.761028571429,602.4573,706.12935,778.79845,81.7915197110885,54.0865816829399,65.9666237407294,126.21305,570.93085,456.788425,560.22775,715.691925,699.2269,766.16215,793.805525,841.904975,7,10,14,2
"ZNF510",0.99644197569654,0.999993652293193,0.995825317124141,0.99710268083772,0.999870433289429,0.997258417289715,353.5715,342.09616,352.272271428571,336.1512,39.6651701858852,47.689746872936,19.8304866425755,2.70869999999999,309.86905,233.34315,303.8021,334.79685,378.743,458.67865,397.6731,337.50555,7,10,14,2
"ZNF506",0.632753586065995,0.323160137054329,0.95439891268552,0.999673214446327,0.910135767400926,0.771617109473983,505.719228571429,650.82306,703.395721428571,524.6724,88.7369612424907,99.7649914151867,53.2234774430236,65.8943,439.02055,401.91575,577.480375,491.72525,613.32415,831.937925,782.246475,557.61955,7,10,14,2
"ZNF324",0.585834383930161,0.990755097022562,0.640362214311744,0.947092722153877,0.524339425055296,0.871742423137736,183.904,152.02499,176.942935714286,206.0877,23.6479976622607,15.0140639849624,11.9674747175514,49.1928,149.3326,116.4715,150.4759,181.4913,191.2548,178.57005,199.924475,230.6841,7,10,14,2
"ZNF671",0.980503438288097,0.957020960180474,0.999515982491017,0.97195188175096,0.898587741205814,0.866796047785792,86.4108142857143,101.20553,104.765514285714,59.0816,22.2370591741143,30.5326393064902,19.7671737779695,34.1881,42.9869,43.83035,57.79055,41.98755,102.3233,131.350875,138.173,76.17565,7,10,14,2
"ZNF416",0.911576096326687,0.994824987286597,0.718289265153687,0.945443706863898,0.756318087529103,0.971791987291066,96.7060714285714,110.12148,92.0530214285714,78.44095,13.4360270693548,18.8802820678365,7.32931714823899,6.06605,75.25475,72.9584,72.89935,75.407925,104.33305,149.731225,111.5229,81.473975,7,10,14,2
"ZNF586",0.999969821489605,0.999926068663682,0.999410382137607,0.993178232544234,0.990018735481798,0.994553723564647,213.321857142857,215.04172,211.143557142857,196.11295,30.2536014550716,30.3115549636467,17.8721903878277,62.80145,155.96025,159.3189,188.138175,164.712225,233.00185,288.1314,229.343675,227.513675,7,10,14,2
"ZNF446",0.988209999174811,0.986267867537281,0.870453605613508,0.934472102528329,0.977082877813908,0.83834987988885,177.198928571429,166.63369,187.657021428571,145.7378,20.8890483931255,17.6978083125532,21.2061827579698,8.90519999999999,147.7009,144.28565,140.45435,141.2852,179.7534,197.513,224.838875,150.1904,7,10,14,2
"ZNF8",0.178714302439135,0.999975802383976,0.0902442561234564,0.924456277812105,0.220348035821426,0.902500283107018,279.031357142857,184.78432,277.32565,324.5054,52.3671841546914,20.5957033099398,20.8275598707149,68.7144,152.31535,140.45795,225.5955,290.1482,361.8895,236.985625,326.257975,358.8626,7,10,14,2
"ZNF264",0.988044751128061,0.387461169479782,0.498677118745875,0.701672852940512,0.796239976977695,0.99843692588688,1086.09205714286,1153.35277,1400.98971428571,1452.7965,186.652592887775,167.618527488271,79.8015873425824,64.6537,731.50595,745.78795,1163.143775,1420.46965,1428.3889,1660.2362,1566.05315,1485.12335,7,10,14,2
"ZNF213",0.999999445447904,0.99942299536133,0.999421629643165,0.941092890498311,0.937435946377805,0.9510696341494,665.779371428571,666.75451,675.078357142857,744.25475,39.8194185315389,74.4273733846246,37.7972297098722,140.12125,615.5035,563.170575,632.269275,674.194125,649.0259,788.261975,767.5029,814.315375,7,10,14,2
"ZNF343",0.997560826751751,0.819618452533563,0.876187303614002,0.990608471027913,0.997575327092345,0.996284932228939,264.534514285714,276.85734,317.970771428571,296.18765,28.6389114561143,32.1690022690864,45.714097730204,25.46315,216.74475,192.316325,242.702325,283.456075,286.1765,340.254825,309.405175,308.919225,7,10,14,2
"ZNF302",0.369501166371413,0.991532628030489,0.373870243504207,0.999972851991161,0.697749150779751,0.996124908318453,305.0998,656.78176,362.796664285714,290.5267,56.2099453971872,232.838748146828,48.853966123209,25.5558,208.1463,323.132175,209.07105,277.7488,358.5623,554.474825,463.268675,303.3046,7,10,14,2
"ZNF268",0.784310440449073,0.922547418934107,0.285395452495495,0.947309623805397,0.999985743295491,0.772100031708035,365.486371428571,297.81824,407.931721428571,301.65065,35.5156628473083,57.3222418921936,38.5161327259114,27.82165,294.93695,189.650625,321.651875,287.739825,432.61435,363.3107,503.516325,315.561475,7,10,14,2
"ZNF184",0.955762902485018,0.993129531150883,0.98955070765498,0.602509299669205,0.38539181812373,0.457822057870731,243.490085714286,223.37892,233.592557142857,323.34955,41.1812402898712,15.5754421373648,18.8623792512967,116.21805,191.46755,200.857675,182.230925,265.240525,262.6282,258.545825,296.8523,381.458575,7,10,14,2
"ZNF500",0.92618710468754,0.885208404770774,0.423918120212065,0.56209390152001,0.316699993221735,0.779686679400472,288.559742857143,264.60508,315.146035714286,371.6745,28.4498461027125,16.9463838285393,25.6752639516004,20.3989,240.3553,215.880975,246.629375,361.47505,315.2951,302.3135,398.621475,381.87395,7,10,14,2
"ZNF419",0.900091727438795,0.829152746120429,0.999172219288429,0.776595129456387,0.946437335780311,0.960869813995205,94.9824714285714,80.60593,78.30745,62.6694,24.5531802002328,12.7979123549989,7.73443186037796,21.1825,51.31585,41.479675,58.878175,52.07815,125.2699,117.857525,99.21305,73.26065,7,10,14,2
"ZNF175",0.935047902632999,0.729247424446066,0.967027301444572,0.919300394230109,0.991736312880646,0.999976345953118,153.910014285714,178.70549,195.031371428571,197.6243,43.8902721254051,27.8069533008261,18.3677617215133,19.8667,48.31325,137.780825,156.689075,187.69095,241.9291,217.50945,246.9511,207.55765,7,10,14,2
"ZNF14",0.243379258688067,0.675086932297179,0.7395773994129,0.997206086180579,0.49515706093515,0.804489803944738,147.076257142857,208.09,180.82835,136.8459,12.4831944811883,28.4349833427496,15.0250878660529,17.2914,126.8486,164.3363,141.823325,128.2002,168.2993,262.64005,208.355475,145.4916,7,10,14,2
"ZNF85",0.289933347575433,0.930144774539661,0.463330363567225,0.988783867595596,0.843169728598653,0.99998583796517,61.5894857142857,186.92942,100.875914285714,97.2873,12.0284266983601,77.1217004614119,12.5790035520947,41.2649,38.03825,48.975675,73.165725,76.65485,83.9341,195.701175,125.239225,117.91975,7,10,14,2
"ZKSCAN1",0.193462143983458,0.676664792747557,0.643209647871167,0.762065132149076,0.991274785885601,0.985067174475829,2826.56504285714,1711.95462,2251.48987857143,1960.2078,541.607455015422,279.31359356707,296.01415046153,13.5979,1847.9456,1113.2471,1625.139875,1953.40885,3437.9141,1926.869975,2159.574925,1967.00675,7,10,14,2
"ZNF862",0.743898154723724,0.991480035667889,0.814099574650574,0.959536406057477,0.999174431454484,0.985141814165609,534.697457142857,407.36712,500.630121428571,433.315,123.455526912852,63.9355357013171,69.4527575377041,51.4541,405.91765,259.71805,357.1243,407.58795,514.5091,520.32685,630.199475,459.04205,7,10,14,2
"ZNF684",0.0637250141623779,0.58345496813753,0.351593567368416,0.999967124934953,0.337489767628158,0.839595952210548,50.2056714285714,81.24678,64.4712142857143,49.34185,7.00070528241923,11.0759667864435,4.42174473418243,9.70875,34.2156,57.248975,52.476625,44.487475,62.1562,101.993375,74.107025,54.196225,7,10,14,2
