"gene","p-adj-1-0","mean-0","mean-1","SEM-0","SEM-1","Q1-0","Q1-1","Q3-0","Q3-1","count-0","count-1"
"ZNF764",0.590446821899466,247.8075,214.93145,32.1781680880065,47.24955,229.2963,191.306675,284.183,238.556225,4,2
"ZNF747",0.699942362950348,265.132625,288.7662,37.8744764699653,8.53540000000001,250.5738,284.4985,302.201475,293.0339,4,2
"ZNF778",0.594556031815649,95.086425,109.9154,3.99627306340441,40.7739,89.8142,89.52845,101.113125,130.30235,4,2
"ZNF212",0.202722810564769,222.79155,203.83735,7.15210126355652,10.33385,219.27625,198.670425,231.40235,209.004275,4,2
"ZNF282",0.93814149644144,814.15225,824.1341,80.5639081289144,2.09230000000002,722.443675,823.08795,899.868225,825.18025,4,2
"ZNF160",0.105049867132565,466.190925,587.4637,38.7175463877464,0.224699999999984,423.50215,587.35135,514.474025,587.57605,4,2
"ZNF415",0.0102198221492249,151.706825,259.87905,14.2510283118667,16.49155,134.7657,251.633275,166.882125,268.124825,4,2
"ZNF439",0.573694826527076,118.643125,82.1462,39.7246130296733,4.41999999999999,69.582825,79.9362,150.33805,84.3562,4,2
"ZNF440",0.113780131191408,332.861425,168.32295,53.8104168762173,18.91605,268.40055,158.864925,381.106625,177.780975,4,2
"ZNF562",0.328093382328491,726.7868,599.56765,65.4605141037073,95.55995,637.33955,551.787675,775.6802,647.347625,4,2
"ZNF561",0.0423197153948333,578.141475,728.61625,21.1207397400981,65.58325,571.93735,695.824625,599.389025,761.407875,4,2
"ZNF584",0.0180018863638063,163.3081,216.42115,9.03634863140712,3.53245,152.570925,214.654925,174.098025,218.187375,4,2
"ZNF274",0.578471591451342,310.552275,262.24815,49.9759396586226,45.54285,268.239075,239.476725,328.7356,285.019575,4,2
"ZIK1",0.525707651785881,86.682675,69.97115,14.6369713034252,16.10775,77.601625,61.917275,100.0026,78.025025,4,2
"ZNF540",0.789543989570295,79.57655,64.68995,33.1496892132365,25.77815,39.567,51.800875,99.6934,77.579025,4,2
"ZNF570",0.632682165464024,93.1803,105.66475,16.0530152583557,3.34455,70.846275,103.992475,111.910825,107.337025,4,2
"ZNF57",0.101068050591023,108.319675,73.6541,10.3549651280094,8.2485,93.49535,69.52985,116.807875,77.77835,4,2
"ZNF556",0.562495672253288,5.033725,2.51425,2.66100888210186,0.26995,0.681375,2.379275,9.32325,2.649225,4,2
"ZNF554",0.306063402955264,118.08155,90.31555,15.2464495165541,10.03715,100.916025,85.296975,141.883225,95.334125,4,2
"ZNF738",0.725420459278846,204.681825,181.38155,40.6143338148486,17.22635,158.2603,172.768375,244.913975,189.994725,4,2
"ZNF596",0.343829137137086,50.75605,68.74155,10.7120189401516,7.82455,38.797175,64.829275,60.566725,72.653825,4,2
"ZNF621",0.983458974080622,791.797575,789.2556,72.9448615732387,59.0932,756.7925,759.709,867.363925,818.8022,4,2
"ZNF680",0.213625670202382,196.82555,305.69525,3.31931829861193,120.05885,193.342975,245.665825,198.446875,365.724675,4,2
"ZNF483",0.862030937869012,114.57725,106.14635,19.5964958509381,56.72635,84.6735,77.783175,144.00235,134.509525,4,2
"ZNF417",0.0363587974648859,365.00525,272.27975,14.2609496508531,34.22875,347.199625,255.165375,378.723525,289.394125,4,2
"ZNF791",0.161177581220722,635.35705,412.1951,85.2686794477755,37.9492,524.6287,393.2205,711.448,431.1697,4,2
"ZNF519",0.00495063262276418,72.311725,50.066,2.64193395494506,0.0500000000000007,69.74335,50.041,75.594625,50.091,4,2
"ZNF25",0.726243136486445,510.005775,554.9508,54.195131909431,143.3499,440.201375,483.27585,574.2212,626.62575,4,2
"ZNF77",0.209018926960287,55.5656,45.13665,4.64204940516578,0.57105,49.1848,44.851125,60.4712,45.422175,4,2
"ZNF169",0.331282005514946,137.17185,73.48345,38.1805501046563,10.83845,103.983375,68.064225,149.778475,78.902675,4,2
"ZNF613",0.314959892404763,80.3195,100.9693,11.5017717082341,8.3114,62.439225,96.8136,96.597325,105.125,4,2
"ZNF404",0.139241663048985,36.250625,68.8534,11.6977019386555,3.7684,18.2951,66.9692,48.939725,70.7376,4,2
"ZNF135",0.298364913373279,151.314625,177.58085,14.5903834766474,3.56694999999999,148.0266,175.797375,167.556975,179.364325,4,2
"ZNF620",0.285689543543798,82.7646,62.5321,9.15582480200446,14.7363,70.993575,55.16395,90.978325,69.90025,4,2
"ZNF619",0.504881314504047,126.29605,115.19435,9.88688210547188,5.22324999999999,115.818475,112.582725,131.492675,117.805975,4,2
"ZNF354C",0.346527618500847,80.617925,99.2145,11.6266736723776,0.785499999999999,72.13075,98.82175,86.447175,99.60725,4,2
"ZNF114",0.442447269266565,8.126275,13.00575,2.06272745589224,7.87595,5.57365,9.067775,10.091025,16.943725,4,2
"ZNF454",0.168324009956436,44.855,62.55095,6.74732060635924,4.77835,39.401325,60.161775,50.120175,64.940125,4,2
"ZNF543",0.436741598521509,241.19,217.13385,16.5017682783795,20.91715,229.7469,206.675275,252.1396,227.592425,4,2
"ZNF354B",0.178186357147407,146.247,123.95625,7.49022990401497,12.70265,140.057525,117.604925,153.056675,130.307575,4,2
"ZNF223",0.747322998400594,72.045875,67.7886,5.73416483883733,14.4318,69.733,60.5727,77.696475,75.0045,4,2
"ZNF713",0.300308300680008,84.631925,103.3109,9.12800092858736,12.5916,74.691875,97.0151,95.2625,109.6067,4,2
"ZNF552",0.137657513290134,180.0801,119.5966,21.6576441559326,5.4435,153.098275,116.87485,200.268475,122.31835,4,2
"ZNF154",0.479003941781994,249.130525,164.6394,62.1933961440089,89.9294,176.44185,119.6747,300.796825,209.6041,4,2
"ZNF571",0.964802567630627,98.073875,99.41075,18.6996157985654,7.99545,73.315125,95.413025,125.3517,103.408475,4,2
"ZNF443",0.0402669318938796,62.68825,35.5815,5.97075175480441,2.2375,53.06735,34.46275,69.79805,36.70025,4,2
"ZNF792",0.667549052666802,218.735,191.39405,36.5021063338588,36.21615,164.258725,173.285975,272.965425,209.502125,4,2
"ZFP82",0.237163841156709,105.916575,156.2687,23.8753687084401,9.16890000000001,85.6643,151.68425,118.385875,160.85315,4,2
"ZNF707",0.859029944062365,176.74765,169.9201,23.2007970594583,15.3957,155.167225,162.22225,186.922175,177.61795,4,2
"ZNF746",0.352705793731924,622.0496,569.15525,32.9747569734032,15.32695,583.69295,561.491775,669.0196,576.818725,4,2
"ZNF678",0.613679035901967,75.2221,57.24785,19.756163342655,23.26255,51.977225,45.616575,89.666125,68.879125,4,2
"HKR1",0.983992712336122,477.683775,480.33645,71.0304856363963,104.46635,396.62805,428.103275,535.060225,532.569625,4,2
"ZNF101",0.388526669123224,259.3984,154.7748,71.0933883030272,30.376,188.2035,139.5868,269.37025,169.9628,4,2
"ZNF716",0.32788290391096,0.903925,0,0.541180273992256,0,0,0,1.632425,0,4,2
"ZNF708",0.644482129939303,304.0298,280.5557,26.8091682453037,40.094,275.21845,260.5087,315.1609,300.6027,4,2
"ZNF721",0.790249964190727,482.262825,445.315,80.2056953351026,80.1467,382.257875,405.24165,549.8236,485.38835,4,2
"ZNF662",0.815685278957643,181.7544,195.6244,28.8438148744233,57.3413,153.45145,166.95375,225.13255,224.29505,4,2
"ZNF320",0.283181509207761,344.6766,450.4856,46.8734873595405,79.2128,278.106425,410.8792,401.277275,490.092,4,2
"ZNF530",0.806507553214969,54.00345,49.4374,11.6290546071395,0.806299999999997,40.79845,49.03425,68.4818,49.84055,4,2
"ZFP1",0.0227468954949329,300.42955,410.35565,18.0331491535496,23.11665,271.825775,398.797325,326.715625,421.913975,4,2
"KRBA2",0.721160942361029,118.455725,128.69225,8.25639673842601,38.66905,111.500275,109.357725,128.4053,148.026775,4,2
"ZNF93",0.141901857237037,53.146375,94.67915,8.98925694188856,29.91485,44.796725,79.721725,65.56825,109.636575,4,2
"ZFP90",0.982295766035209,652.115975,650.54355,42.2205913696815,33.67915,587.104,633.703975,723.002725,667.383125,4,2
"ZNF479",NA,0,0,0,0,0,0,0,0,4,2
"ZNF445",0.905591600911491,952.5774,936.4225,82.7850948429426,50.1116,832.260425,911.3667,1079.342925,961.4783,4,2
"ZNF74",0.526140889698664,362.6107,394.82005,27.7799246490159,33.48625,328.065425,378.076925,404.132675,411.563175,4,2
"ZNF829",0.56552083881116,34.47345,37.3618,3.07212039626813,0.470800000000001,33.31635,37.1264,37.1568,37.5972,4,2
"ZNF267",0.220486565000067,448.04035,309.69965,61.293676364267,41.34445,396.944725,289.027425,486.638075,330.371875,4,2
"ZNF566",0.311161092069018,285.972925,373.1759,40.536216957892,72.4798,226.3108,336.936,323.862575,409.4158,4,2
"ZNF224",0.163937643128807,201.85685,119.1038,31.7029992075014,16.5006,149.321125,110.8535,247.315725,127.3541,4,2
"ZNF529",0.731900465553863,395.562425,450.7115,99.9563263224026,11.0294,290.279325,445.1968,474.80885,456.2262,4,2
"ZNF284",0.714642251330846,45.001825,51.11725,9.37183226485755,10.95715,34.5806,45.638675,46.645025,56.595825,4,2
"ZNF749",0.487496039408565,107.411275,89.29865,15.529677440918,7.22105,92.85435,85.688125,121.202225,92.909175,4,2
"ZNF17",0.981241259786368,177.8432,178.3337,12.5000689468099,9.3693,161.3763,173.64905,197.48985,183.01835,4,2
"ZNF555",0.524242739633294,72.329825,81.8655,8.33376049615608,9.0858,62.825675,77.3226,82.58465,86.4084,4,2
"ZNF75D",0.418730051611283,339.54155,310.76535,15.6640816735028,35.36165,331.6116,293.084525,354.9926,328.446175,4,2
"ZNF197",0.134738224760993,385.335275,473.4673,31.3988910829235,2.00559999999999,351.12785,472.4645,406.823025,474.4701,4,2
"ZNF732",0.0248826737929487,5.8128,12.08625,0.716687238852021,2.34145,5.18975,10.915525,6.4312,13.256975,4,2
"ZNF546",0.783958283573287,107.89335,117.99985,22.8315431434051,6.39895,88.9515,114.800375,117.42805,121.199325,4,2
"ZNF286A",0.0815735857451997,319.59415,447.11655,31.789315377563,45.02835,274.121075,424.602375,344.496325,469.630725,4,2
"ZKSCAN4",0.752534814200816,95.6822,102.9856,8.97117845092457,27.6409,82.467975,89.16515,107.381925,116.80605,4,2
"ZNF643",0.690731657039983,53.15285,46.3344,5.89344793541947,21.647,44.076025,35.5109,62.967325,57.1579,4,2
"ZNF642",0.641555437633445,88.049225,94.95785,8.88094452018618,5.50615,86.719625,92.204775,97.73685,97.710925,4,2
"ZNF490",0.407449304854217,345.723375,282.99405,42.7974220318891,35.79945,291.631075,265.094325,387.58915,300.893775,4,2
"ZNF626",0.283471946486394,239.3859,367.5953,66.6984480307076,43.7736,181.2315,345.7085,260.46225,389.4821,4,2
"ZNF793",0.432764862780037,232.87955,336.6871,76.2137354685328,54.7845,124.687675,309.29485,323.679575,364.07935,4,2
"ZNF383",0.210723515325878,151.655425,128.17735,7.24140132471782,18.66455,142.92525,118.845075,155.288025,137.509625,4,2
"ZNF669",0.272446470480731,114.47475,105.30205,2.8558976739664,9.47835,112.04635,100.562875,116.34165,110.041225,4,2
"ZNF559",0.358240027924962,230.1297,327.9515,61.9347364967485,26.5729,141.383925,314.66505,277.066625,341.23795,4,2
"ZNF177",0.632723590278516,52.2805,65.95555,14.8154817844938,23.49615,32.3764,54.207475,64.7296,77.703625,4,2
"ZNF548",0.83584098597282,324.055675,311.85385,36.6945882756884,6.51745,276.715875,308.595125,356.5319,315.112575,4,2
"ZNF563",0.971807148654979,54.729,55.3961,11.3740877768285,7.945,44.6065,51.4236,59.48215,59.3686,4,2
"ZNF567",0.578943501531311,154.01675,191.67895,40.1561791596366,26.88255,117.1459,178.237675,173.2998,205.120225,4,2
"ZNF573",0.593427332613956,94.51125,85.0381,10.1301926735954,9.86409999999999,87.00595,80.10605,107.27475,89.97015,4,2
"ZNF527",0.744676565693525,135.7893,145.0513,17.5082727369569,6.2248,120.00825,141.9389,149.5408,148.1637,4,2
"ZNF33A",0.51648960795118,1339.984525,1103.78605,201.759156952088,224.20365,1062.878375,991.684225,1488.2317,1215.887875,4,2
"ZKSCAN3",0.725963480454739,117.670925,109.15355,14.6293358847542,9.15355,93.44095,104.576775,138.362325,113.730325,4,2
"ZNF676",0.130255968166803,16.631575,28.5955,3.54428271407511,5.5112,13.15255,25.8399,20.164625,31.3511,4,2
"ZNF699",0.93400064785924,61.816,60.26215,9.93591422207002,15.37595,52.547075,52.574175,69.496575,67.950125,4,2
"ZNF250",0.351722631475054,231.96705,259.31965,15.9126282686896,16.72905,207.82315,250.955125,251.35465,267.684175,4,2
"ZNF79",0.702896254806553,127.595975,136.6629,14.0284347717636,11.1409,105.5962,131.09245,147.366025,142.23335,4,2
"ZNF681",0.943309810397463,97.1634,93.7743,27.9845723761028,25.4832,52.36885,81.0327,139.60625,106.5159,4,2
"ZNF766",0.986438280228979,380.53695,381.19895,23.1053419571644,19.24995,364.810375,371.573975,399.661525,390.823925,4,2
"ZNF471",0.241625071654701,170.505925,235.27675,24.1149101725943,49.42985,150.09405,210.561825,191.476675,259.991675,4,2
"ZNF836",0.676109791883537,128.037975,138.06775,13.5678925508825,14.86585,106.977075,130.634825,145.96555,145.500675,4,2
"ZNF493",0.464290687779715,304.049175,235.67215,53.6025470830659,42.98215,247.856775,214.181075,334.46735,257.163225,4,2
"ZNF167",0.0511117880022737,94.0401,163.45445,8.24304798218879,35.84945,82.7938,145.529725,103.0655,181.379175,4,2
"ZNF565",0.1474338089931,96.485875,110.0268,3.17917764429079,9.5628,93.4548,105.2454,99.479175,114.8082,4,2
"ZNF34",0.909832509867188,158.275325,161.32045,16.0898453140677,12.13255,156.3601,155.254175,174.037325,167.386725,4,2
"ZNF140",0.526981330469799,282.6059,341.98665,55.9024390247867,29.70705,239.517,327.133125,314.0556,356.840175,4,2
"ZNF658",0.0571589318751922,64.2591,112.2981,7.0248099793992,24.1288,54.19485,100.2337,74.71515,124.3625,4,2
"ZNF765",0.368812897400798,224.261275,185.2673,15.7847311900549,49.6469,212.4362,160.44385,233.888275,210.09075,4,2
"ZNF124",0.284671374857121,109.2612,73.50405,15.6702941507703,27.65605,91.888675,59.676025,117.534275,87.332075,4,2
"ZNF569",0.10392914596479,134.619225,185.67825,15.8904944394636,8.05725,122.1796,181.649625,151.971925,189.706875,4,2
"ZNF777",0.534856263527277,545.3811,557.0857,11.4059304667207,3.70319999999998,526.973025,555.2341,561.508025,558.9373,4,2
"ZNF605",0.389452571714405,370.4074,473.7419,70.3318220299436,30.5864,316.126875,458.4487,437.863225,489.0351,4,2
"ZNF799",0.616230290768841,73.2923,61.77025,12.3655124711837,16.88405,54.817175,53.328225,91.884225,70.212275,4,2
"ZNF782",0.052851738107071,102.6437,63.28715,8.9861412966486,8.53075,95.38575,59.021775,112.02645,67.552525,4,2
"ZNF846",0.819954546095167,103.4388,109.76935,17.3665099155434,0.439450000000001,95.15925,109.549625,121.62745,109.989075,4,2
"ZNF136",0.701478563390021,255.98025,236.09235,31.9973714809123,8.45524999999999,209.882625,231.864725,286.986375,240.319975,4,2
"ZKSCAN5",0.435442571473066,398.201775,468.1934,26.919214623492,114.3651,368.850125,411.01085,411.44675,525.37595,4,2
"ZNF33B",0.0323959143194155,706.62375,484.6406,43.770077134204,34.7566,651.165525,467.2623,746.210775,502.0189,4,2
"ZNF431",0.192558219614453,274.089025,212.47685,26.2396376079325,0.411850000000001,249.515525,212.270925,284.6563,212.682775,4,2
"ZNF418",0.696832125628886,77.0466,62.8527,21.7389547416997,15.0569,47.558525,55.32425,101.929275,70.38115,4,2
"ZNF700",0.617606961292762,233.61195,187.4967,56.743775907047,10.0025,166.75905,182.49545,259.3427,192.49795,4,2
