"gene","p-adj-Papillary-Mucinous","p-adj-Tubular-Mucinous","p-adj-Tubular-Papillary","mean-Mucinous","mean-Papillary","mean-Tubular","SEM-Mucinous","SEM-Papillary","SEM-Tubular","Q1-Mucinous","Q1-Papillary","Q1-Tubular","Q3-Mucinous","Q3-Papillary","Q3-Tubular","count-Mucinous","count-Papillary","count-Tubular"
"ZNF274",0.711708405542877,0.491567636640164,0.0797448404437811,392.1533,522.209633333333,226.177375,208.5806,170.255922852279,31.7854731071149,287.863,368.6338,163.53635,496.4436,662.64625,272.00765,2,3,8
"ZIK1",0.086136890067586,0.0505481356766075,0.998575834648813,149.91385,16.5352,18.62565,133.75585,4.23411988139212,4.20409356987754,83.035925,12.3537,9.12585,216.791775,19.20225,27.466825,2,3,8
"ZNF540",0.91380892161053,0.983491137595836,0.739950909757307,36.41915,45.5612333333333,33.0297375,15.32395,11.767465150764,9.23561924859279,28.757175,39.37865,15.737225,44.081125,57.32355,48.33205,2,3,8
"ZNF570",0.89255428516289,0.980660899550782,0.917918694439509,77.3338,44.5108666666667,65.6096125,64.3176,11.3676381260332,30.739426272294,45.175,35.2625,23.591575,109.4926,54.8594,51.401075,2,3,8
"ZNF57",0.884970332968583,0.276439057861822,0.0684998647817487,234.37305,265.4339,141.5564,118.40975,50.7704901654495,11.9977400718248,175.168175,216.9068,123.124875,293.577925,302.6231,168.4927,2,3,8
"ZNF556",0.940996896314996,0.622813900023185,0.306703313176493,36.72405,46.5693333333333,12.410825,18.32185,34.7782147613672,6.7470574061626,27.563125,12.06085,2.261675,45.884975,67.56745,11.2416,2,3,8
"ZNF554",0.926739423556925,0.943644778207318,0.991703362668819,89.7372,122.065633333333,114.1599875,4.9666,19.2248928119538,39.6172382701351,87.2539,106.9545,48.877925,92.2205,139.9138,98.9424,2,3,8
"ZNF738",0.102146057232242,0.0755306117766509,0.979271974364554,644.70915,233.4425,259.32885,351.62115,51.9504115195764,46.3917574579795,468.898575,202.9998,169.5745,820.519725,285.1202,331.703725,2,3,8
"ZNF596",0.667875735566588,0.965054274670317,0.342386162605589,44.2186,68.9710333333333,37.97705,10.0902,37.563061787938,4.1307716073133,39.1735,32.794,30.252075,49.2637,95.8148,44.9614,2,3,8
"ZNF621",0.844984087725384,0.29385522538238,0.53247453169687,730.162,659.6748,556.06585,115.7096,108.312619707047,41.0946208073123,672.3072,554.04805,473.269075,788.0168,733.24775,604.209,2,3,8
"ZNF680",0.902112952077224,0.998696172843043,0.800462121982042,254.1334,322.063,247.548075,4.5822,134.30691205731,57.461166852697,251.8423,193.2085,157.2429,256.4245,419.29495,264.051675,2,3,8
"ZNF483",0.881629785969604,0.991025339394373,0.873205229619624,23.40575,37.4919666666667,26.6491125,20.26395,15.6599116536815,11.9453942831751,13.273775,22.29445,10.326475,33.537725,48.362,25.199525,2,3,8
"ZNF417",0.999565141324686,0.367387867955094,0.281623273736036,290.60635,288.7903,211.043625,99.85235,20.1948498425547,22.2707478870005,240.680175,268.62395,183.277075,340.532525,299.8023,242.082075,2,3,8
"ZNF791",0.581246426155958,0.371510804627311,0.960008349964513,555.1736,403.004,372.859375,304.2759,52.6976407068033,34.0302956976508,403.03565,366.7239,302.960175,707.31155,454.24385,426.922675,2,3,8
"ZNF519",0.986825805805368,0.96443120185422,0.995488000256909,49.5016,47.0639666666667,46.0087875,12.4374,10.3210389616442,5.99361283449299,43.2829,40.6165,32.575325,55.7203,57.26735,48.014,2,3,8
"ZNF25",0.950688215805734,0.998877730405679,0.890179468772653,234.7491,258.4835,231.6940875,91.1225,58.822593355303,25.3345631970538,189.18785,200.2267,174.823175,280.31035,294.66045,272.687225,2,3,8
"ZNF77",0.212229583448001,0.680723256850707,0.0156337148638864,81.63985,118.511933333333,66.694325,2.74075,17.6095148394586,7.37372444583638,80.269475,108.99235,48.61955,83.010225,136.10155,83.8225,2,3,8
"ZNF169",0.500634613302275,0.689068570887831,0.829556877625402,76.35965,114.8374,100.397675,8.46975,13.6817100513788,14.5744667025289,72.124775,101.71275,67.001175,80.594525,124.7463,123.171925,2,3,8
"ZNF613",0.385005295008973,0.0588095232954259,0.469275428675751,139.07385,105.304833333333,83.242325,46.61425,17.950873269875,3.93358754454823,115.766725,88.8521,76.5048,162.380975,119.7486,89.691275,2,3,8
"ZNF404",0.960075530784326,0.103012284701264,0.100202223973878,36.2596,33.5446333333333,16.4629,4.8413,5.45456234123733,4.15424995159862,33.83895,28.21345,10.703875,38.68025,37.20925,16.56835,2,3,8
"ZNF135",0.165736269824819,0.124938161155101,0.988586245150008,105.00065,28.451,32.5755875,88.39385,11.8259474192698,4.89033824675311,60.803725,18.0324,26.7457,149.197575,38.50585,39.60305,2,3,8
"ZNF620",0.754008614989336,0.953777027386393,0.803944272135818,68.7211,52.4918,63.037475,23.389,9.12284065537337,8.86210649478501,57.0266,43.42295,51.37495,80.4156,57.8845,73.89475,2,3,8
"ZNF619",0.988771159219546,0.631856954051266,0.653344240082358,126.89605,121.503233333333,96.40825,53.28745,10.9296986584464,13.7729113832318,100.252325,113.1497,63.63865,153.539775,131.7839,121.534075,2,3,8
"ZNF354C",0.401472967725488,0.566099168627206,0.824235490370096,46.4248,16.5101,26.3389375,38.3458,4.02823834614256,7.13774796064,27.2519,12.8242,16.7959,65.5977,19.7604,29.7554,2,3,8
"ZNF114",0.973785176795697,0.999929279803716,0.956949678464701,13.4157,17.7038666666667,13.60705,11.1715,10.1135522849843,8.13242526971506,7.82995,8.60665,1.565825,19.00145,26.07915,10.479225,2,3,8
"ZNF454",0.292947127266626,0.614328179490369,0.580953988711875,18.5349,6.94246666666667,12.4553125,10.4559,2.51986553499278,2.60157913503905,13.30695,4.57025,7.250625,23.76285,8.8646,15.7666,2,3,8
"ZNF543",0.680485494906499,0.917881765190685,0.776004967322266,177.14295,129.739066666667,158.0765625,67.62765,42.2931972765256,17.531008363152,143.329125,87.4467,126.96625,210.956775,151.1148,176.4347,2,3,8
"ZNF354B",0.674724908930775,0.860634063232218,0.226190336942428,122.9706,151.927566666667,107.6791375,36.3651,12.4605052126487,13.3312220551437,104.78805,140.45575,87.9395,141.15315,161.8761,120.76465,2,3,8
"ZNF223",0.756982920235155,0.999103555816447,0.637544953898503,77.23775,113.378433333333,78.988475,47.16595,52.7211002488989,12.6900870711263,53.654775,62.35,52.9841,100.820725,150.36915,111.35645,2,3,8
"ZNF713",0.891289967901511,0.977410906551315,0.923401540935584,62.09575,80.7093666666667,69.24365,31.12625,31.4819862461235,14.512572112347,46.532625,52.1108,47.476675,77.658875,106.40725,78.695375,2,3,8
"ZNF552",0.726765714204297,0.960181893973797,0.754440380868666,204.1167,140.089333333333,184.6189375,32.2136,7.30574091071155,37.7460723328644,188.0099,134.34755,108.499375,220.2235,146.8723,242.733475,2,3,8
"ZNF154",0.607686085557713,0.590819134185442,0.988838338060499,81.2984,53.2872333333333,56.32685,40.9034,15.1325978269136,9.60819678739758,60.8467,39.5348,40.91435,101.7501,65.6315,64.01895,2,3,8
"ZNF571",0.759297774029695,0.830591151032803,0.957114522295332,72.38085,103.5485,94.43775,3.02305,16.5872251164362,19.3677517254198,70.869325,95.1464,66.396775,73.892375,120.13525,96.6265,2,3,8
"ZNF443",0.899804962703432,0.853150059741809,0.999176594854202,125.87,101.040466666667,99.4228375,71.5612,40.0793145207655,18.0911146286447,90.0894,61.11425,59.13745,161.6506,124.0345,126.939675,2,3,8
"ZNF792",0.174770871713007,0.0420324859005613,0.772992032659756,734.13915,283.924166666667,165.4448125,526.77825,38.5069817516397,36.4550289639629,470.750025,255.10255,101.6033,997.528275,320.45005,182.2256,2,3,8
"ZFP82",0.774446613261582,0.998709434275021,0.667876426296844,107.3295,35.0450666666667,102.9388625,77.2577,12.0415309948989,46.0699012946939,68.70065,28.93975,37.19455,145.95835,47.0862,102.541575,2,3,8
"ZNF707",0.997911350077653,0.707009869447059,0.676151022853092,193.5605,199.5431,261.49665,8.6413,67.1458635049844,39.1946087736475,189.23985,139.72695,185.01425,197.88115,255.86985,325.7542,2,3,8
"ZNF746",0.214734391039288,0.177796244994295,0.982660909003752,438.0379,636.157066666667,621.7077375,136.0196,12.7213088506822,43.3729130436017,370.0281,623.95355,547.518375,506.0477,645.37,692.33575,2,3,8
"ZNF678",0.965246004245151,0.77660364792829,0.510855261560549,80.87635,86.1178,68.6015375,22.97685,14.217495143074,7.13488404906128,69.387925,77.46175,60.72435,92.364775,100.2135,80.75925,2,3,8
"HKR1",0.405738320331271,0.767971649283946,0.599527659058336,510.5207,313.977633333333,421.4978375,21.3464,25.2381651569162,67.1936665674036,499.8475,289.81945,262.5071,521.1939,332.3821,580.77315,2,3,8
"ZNF101",0.163963035384233,0.491974138685153,0.419458929355769,248.8126,130.1561,188.1436875,115.958,19.3038381013552,15.43876650235,190.8336,116.72865,154.656675,306.7916,148.8805,227.7304,2,3,8
"ZNF716",0.177247461259658,0.152211231611617,0.970476036652578,66.789,5.5311,10.9918,66.789,2.71672330636253,7.27736260890088,33.3945,3.67605,0,100.1835,8.1775,9.26315,2,3,8
"ZNF708",0.180469174261011,0.104597136518689,0.997747121203503,707.69895,253.288133333333,242.1224875,552.85155,35.5351425374156,28.628525487056,431.273175,217.83995,209.3081,984.124725,273.16385,272.3049,2,3,8
"ZNF721",0.0871062160461122,0.772091323804319,0.0836766475500744,387.4466,668.9312,457.99735,34.1512,63.679583994977,49.7397719685845,370.371,605.5756,358.333525,404.5222,706.1649,594.331475,2,3,8
"ZNF662",0.214330849051302,0.200856727130203,0.959072205886394,191.0148,36.0444,53.5240875,174.8568,16.0245825196789,21.0762430631152,103.5864,20.02215,18.03595,278.4432,44.2923,57.185925,2,3,8
"ZNF320",0.722720344583887,0.585215409850504,0.99053142875034,313.4699,469.346166666667,488.8081625,36.9888,101.04597471373,86.0271092760568,294.9755,370.27125,374.84585,331.9643,536.08355,660.121125,2,3,8
"ZNF530",0.640683522214313,0.218290204408195,0.674167754003195,79.72285,52.1155,32.9,50.54875,13.4498175297412,9.07535858716967,54.448475,41.84225,9.580825,104.997225,64.77,59.037675,2,3,8
"ZFP1",0.999944724283876,0.999677675837224,0.99904003578445,227.5011,228.4985,225.4151,3.64790000000001,31.3747557474158,44.9466963666328,225.67715,197.1696,158.472675,229.32505,245.63145,237.7662,2,3,8
"KRBA2",0.706681024314058,0.724403528975416,0.163088294684916,46.9865,33.6586,58.0949375,6.5915,3.24285659411575,7.45690640870542,43.69075,30.4169,39.77855,50.28225,35.35445,70.5001,2,3,8
"ZNF93",0.839408716825218,0.461575348480406,0.783637675900001,207.6412,166.781466666667,130.890975,101.7166,52.5257737159366,21.0029132779645,156.7829,115.9968,97.281925,258.4995,203.7887,147.0357,2,3,8
"ZFP90",0.848765189753134,0.977640616476012,0.606060376161967,409.19135,472.430633333333,389.0032625,51.76015,47.4622106692027,49.9529359671179,383.311275,425.11155,260.7125,435.071425,499.2799,492.210525,2,3,8
"ZNF479",0.521057250669092,0.957117306370367,0.486498111484392,0.1835,1.34363333333333,0.4358,0.1835,1.11386298130026,0.305935329884321,0.09175,0.2383,0,0.27525,2.01545,0.289675,2,3,8
"ZNF445",0.923351127320237,0.812738503668993,0.976266902378643,678.94445,613.262066666667,586.6064125,253.89955,104.103530848371,53.6167555780488,551.994675,554.6896,480.0158,805.894225,717.0809,722.205325,2,3,8
"ZNF74",0.995349378491058,0.899215719045753,0.919672254768983,312.4462,323.932866666667,360.188275,127.859,41.0968380658145,50.7698619583359,248.5167,285.25955,247.41395,376.3757,355.31085,411.896675,2,3,8
"ZNF829",0.396843656117444,0.615269808481582,0.763944149171341,23.32535,8.3007,14.1099,17.04165,2.04998199748193,3.91784788363276,14.804525,6.35355,5.004175,31.846175,9.8295,21.5889,2,3,8
"ZNF267",0.564665900055483,0.63404648269888,0.942929368663283,429.6444,552.1019,523.756625,44.3233,118.070491611339,36.8117992566036,407.48275,441.97695,470.129075,451.80605,644.04055,581.92535,2,3,8
"ZNF566",0.371081228878841,0.858396819082708,0.433970266616197,204.6897,300.754833333333,235.921975,26.503,33.6797642253393,29.047276948689,191.4382,269.1525,172.600675,217.9412,326.64135,280.634825,2,3,8
"ZNF224",0.581850502817852,0.994119924131155,0.450559755157076,189.67735,280.8452,197.687675,26.45475,111.37315697893,18.942783336667,176.449975,169.8139,147.103825,202.904725,343.9122,243.171975,2,3,8
"ZNF529",0.897046904136192,0.735066840870146,0.956486619241903,438.97225,365.609866666667,330.9114375,65.61495,25.170581148127,74.5957801457197,406.164775,346.18055,238.2823,471.779725,389.18255,331.51295,2,3,8
"ZNF284",0.704275291807148,0.997544334840666,0.583306659356562,32.74665,53.0136666666667,34.1898875,19.73045,23.5647592111846,7.7469518541958,22.881425,29.46245,19.04695,42.611875,65.48105,46.017675,2,3,8
"ZNF749",0.753965232859883,0.910729137509115,0.874726312382261,124.8424,102.106,113.623925,35.5246,4.35996253768309,12.760680615997,107.0801,98.77835,93.101475,142.6047,106.2095,128.1527,2,3,8
"ZNF17",0.761439179803216,0.856230699432109,0.295457010274718,130.57135,151.161533333333,117.197325,40.80475,21.4889339462845,8.34589848162707,110.168975,129.94425,104.8056,150.973725,164.7199,118.562225,2,3,8
"ZNF555",0.704444595833594,0.887347015349426,0.273758275322333,71.2772,86.9867333333333,63.4267375,3.9522,13.1234888611138,7.82336772055674,69.3011,75.0702,53.355075,73.2533,97.70595,74.080525,2,3,8
"ZNF75D",0.416343964149375,0.575161526065316,0.835558947254849,255.1167,507.757366666667,425.988575,40.7989,123.423226767443,78.4447365369604,234.71725,403.68865,274.37215,275.51615,617.2569,592.8481,2,3,8
"ZNF197",0.869904378671081,0.850969497500747,0.998845526378902,362.13615,314.0468,317.2702125,81.16665,70.6101018077678,34.0943826773794,321.552825,269.8973,278.0333,402.719475,383.84425,357.831075,2,3,8
"ZNF732",0.0787504367512537,0.0529951216151514,0.986032904740887,19.1249,2.68176666666667,3.4735625,14.6366,0.648072784835503,1.36536946608098,11.8066,2.23525,1.304075,26.4432,3.3118,4.070025,2,3,8
"ZNF546",0.991786943003855,0.993665194234206,0.95478402589355,56.01685,52.8947666666667,58.3900875,19.21255,9.37657381373625,10.8126318924976,46.410575,44.5355,36.48085,65.623125,60.753,74.24445,2,3,8
"ZNF286A",0.841206963888064,0.995969437567113,0.789973491004412,244.85305,301.7417,252.316075,51.82555,90.3112546044512,34.6646703185872,218.940275,211.43045,193.32325,270.765825,346.9223,275.62965,2,3,8
"ZKSCAN4",0.980835561349509,0.174605246989787,0.155942901035106,107.6568,103.672766666667,71.7307875,15.646,18.4309920124893,7.18139623915348,99.8338,89.7068,63.92675,115.4798,121.0716,83.833275,2,3,8
"ZNF643",0.444053722170426,0.505267256090564,0.0298886488503862,51.72035,71.2456333333333,36.320225,0.344249999999999,11.8417749213443,5.99146791221692,51.548225,64.03925,24.4371,51.892475,82.9865,46.7247,2,3,8
"ZNF642",0.107525195276974,0.0167280058109226,0.637947680094027,141.12735,87.4636333333333,71.2308,6.02865,12.0576670393203,10.1605149286519,138.113025,76.143,61.8077,144.141675,96.7188,83.535775,2,3,8
"ZNF490",0.359190527295056,0.332784428401826,0.980080481779204,406.84765,256.0219,270.8911375,178.84045,33.4142977517609,33.0679065827694,317.427425,223.02345,237.29865,496.267875,277.0723,295.0492,2,3,8
"ZNF626",0.127560762671609,0.0493366906626211,0.951467709341489,1098.5461,152.5334,54.6073,1058.1511,99.1006359479763,12.1941928501995,569.47055,53.5141,38.356925,1627.62165,205.5195,56.1863,2,3,8
"ZNF793",0.993638524059155,0.808071726815992,0.664743928992367,66.7183,38.2618,210.67875,35.3,18.1177790433412,122.070039403596,49.0683,21.0617,29.588875,84.3683,51.79215,189.581325,2,3,8
"ZNF383",0.665081765945658,0.448058956121925,0.956329723680842,156.15925,116.684366666667,107.1807625,61.45545,11.8785265846026,16.8063707187604,125.431525,109.47825,75.93145,186.886975,128.46535,118.227275,2,3,8
"ZNF669",0.980730422141774,0.998181069339793,0.981051703314874,146.711,136.674066666667,144.0546125,18.7936,33.8635581019052,21.7932203147515,137.3142,103.00295,96.46585,156.1078,156.6317,161.428275,2,3,8
"ZNF559",0.101065554434515,0.970279004454462,0.0428489308649219,142.62795,328.751233333333,159.00715,89.66565,72.0742878374189,23.5057275594238,97.795125,284.7141,127.484225,187.460775,400.1821,185.40825,2,3,8
"ZNF177",0.182856581322827,0.548515113164306,0.409720512795834,25.3465,52.6909,38.61955,10.9838,7.62698508280522,5.73046814667004,19.8546,45.7904,31.655025,30.8384,58.9546,50.24595,2,3,8
"ZNF548",0.474235177973349,0.984397952341084,0.209783484173801,194.14105,291.513966666667,182.360775,157.78555,45.9031659199498,16.5212504086701,115.248275,256.50355,174.910375,273.033825,334.72965,213.01375,2,3,8
"ZNF563",0.314787684611958,0.345738777363465,0.931098560147211,71.75435,41.2155666666667,46.52975,39.43835,7.44681172456449,4.78000063990581,52.035175,34.89265,38.400175,91.473525,47.7839,49.331925,2,3,8
"ZNF567",0.982888664257812,0.784594940916492,0.850916832715939,230.4089,216.642333333333,185.180675,80.0498,45.0556767202659,29.1301853316633,190.384,193.86695,141.01835,270.4338,261.6971,192.86545,2,3,8
"ZNF573",0.999742767736703,0.914783591250802,0.872625696394237,58.17775,57.5608,68.1655375,21.82225,9.85286409341636,12.1399706148141,47.266625,47.77715,44.829925,69.088875,63.46225,80.053325,2,3,8
"ZNF527",0.782308229351015,0.217134033264437,0.481503695766874,138.77035,120.124333333333,95.645675,39.57825,28.3910440753379,4.55490825318257,118.981225,93.5564,86.314225,158.559475,142.07705,104.11925,2,3,8
"ZNF33A",0.400050874939125,0.98681305950248,0.273339090310717,1265.8319,1680.19976666667,1307.01575,203.8929,233.226536911678,113.075536888699,1163.88545,1475.16015,1076.953375,1367.77835,1878.9746,1430.5127,2,3,8
"ZKSCAN3",0.245275671072121,0.699600583788341,0.395684789250031,55.6385,88.6054333333333,69.2505875,7.1981,19.682793686901,5.94422973426563,52.03945,72.18705,59.499675,59.23755,106.21605,77.00655,2,3,8
"ZNF676",0.0806447542280049,0.0440272513597874,0.999967468824214,702.10025,1.5548,3.185725,701.20255,0.57435839275955,1.69614830948472,351.498975,1.0882,0.65335,1052.701525,2.07815,2.889525,2,3,8
"ZNF699",0.729682630131631,0.932276427057821,0.813537497761105,35.37615,53.8285333333333,42.8179625,23.70645,9.36603014628456,9.69641248418966,23.522925,47.49685,18.19415,47.229375,62.97135,66.6389,2,3,8
"ZNF250",0.500302798634476,0.881497568595079,0.590372397596924,183.1301,268.738066666667,213.838525,2.991,32.0115228421649,32.4363313540308,181.6346,251.54855,139.4326,184.6256,300.71965,253.71425,2,3,8
"ZNF79",0.207334839257949,0.658856467390592,0.359256946042702,122.7943,81.3819,105.4326,1.6094,9.71809815567497,9.93503922801228,121.9896,75.9575,84.828925,123.599,91.07715,121.4608,2,3,8
"ZNF681",0.271176641431184,0.174296041787659,0.998120887898992,597.67225,192.545066666667,181.90055,490.40115,87.6129551965601,59.3793944754558,352.471675,114.00825,72.84095,842.872825,265.4438,209.2543,2,3,8
"ZNF766",0.499626940296787,0.895009386852536,0.568735979149664,366.67795,433.851266666667,389.232375,39.92755,48.8294115294028,20.0420309324354,346.714175,386.80535,385.06635,386.641725,468.69875,414.7949,2,3,8
"ZNF471",0.297770930507526,0.463001297319185,0.772227360402383,93.1573,25.6228,47.6152125,71.6133,12.8503956376188,13.7964478364443,57.35065,12.77385,25.32515,128.96395,32.2142,60.16705,2,3,8
"ZNF836",0.505459326272038,0.764283464519135,0.089521434270889,136.0548,180.956433333333,112.1739875,48.5324,16.3440474016621,14.565358093931,111.7886,169.07525,78.997575,160.321,196.6168,140.879425,2,3,8
"ZNF493",0.125743156112406,0.0624863051458661,0.992143109590069,896.4017,261.5077,235.5068125,690.3873,12.0928860696417,36.8312706836743,551.20805,253.5431,132.167275,1241.59535,273.3705,284.79215,2,3,8
"ZNF167",0.548293858108343,0.147038267203334,0.617335081177295,73.1587,45.0058666666667,26.4175875,47.5752,21.2989804407264,4.10168813937094,49.3711,25.56815,17.580875,96.9463,62.2657,30.964375,2,3,8
"ZNF565",0.506905134472433,0.860959193564598,0.126180378921035,87.9702,120.757633333333,75.0089,32.7637,26.8133744672526,7.65796798763503,71.58835,95.1226,58.637775,104.35205,140.38335,84.0503,2,3,8
"ZNF34",0.727933825502097,0.929491443324933,0.816093943260144,85.527,108.327,94.8810375,20.895,9.38507344457144,12.7293296929198,75.0795,101.2613,69.81085,95.9745,117.2093,109.3184,2,3,8
"ZNF140",0.742199454591409,0.438749029624553,0.0742701531790658,367.2146,447.420466666667,248.4922,139.2074,68.778371874554,35.6613518913032,297.6109,395.47225,219.061025,436.8183,512.43155,302.3683,2,3,8
"ZNF658",0.529757341683033,0.684389549231964,0.07589086117872,60.8029,85.7389,44.3430875,20.4359,20.1990143762841,7.03652762824203,50.58495,66.871,27.468675,71.02085,101.418,57.583125,2,3,8
"ZNF765",0.99058325127406,0.369115245235204,0.341220135162794,360.8349,348.8089,248.2153375,185.3412,58.8575723095168,14.3564775052306,268.1643,292.1302,245.294875,453.5055,390.88885,269.634775,2,3,8
"ZNF124",0.818018340213367,0.54108898313378,0.895296641127211,168.2125,139.8348,124.2922875,34.0114,26.1352944198709,18.6886902232286,151.2068,114.4972,84.5421,185.2182,158.0529,165.915875,2,3,8
"ZNF569",0.939820047892774,0.994673383464289,0.939022051541944,104.96395,71.5581666666667,96.502625,76.68745,24.2280915909152,42.8658297336699,66.620225,59.3153,46.82645,143.307675,95.7858,71.53985,2,3,8
"ZNF777",0.952907477030104,0.823463804697915,0.951723285175419,484.34955,538.316866666667,578.855325,183.06515,84.1190986024247,71.7090996043582,392.816975,458.977,434.90045,575.882125,602.1923,687.7778,2,3,8
"ZNF605",0.91455170579859,0.649526998481133,0.28920060604536,448.7463,531.592666666667,288.18605,330.7032,80.2326866558,66.3176701476661,283.3947,469.861,222.042275,614.0979,606.84165,299.8262,2,3,8
"ZNF799",0.913328160170261,0.895047688825456,0.999716917021027,157.14035,129.788833333333,130.9170375,114.05235,45.7439823818147,16.6403942034988,100.114175,84.1658,97.2698,214.166525,155.47925,162.66195,2,3,8
"ZNF782",0.989746898215,0.875211626263488,0.918771704697887,73.4762,77.199,85.14565,14.2302,13.9767782987831,11.4254128496679,66.3611,63.4615,70.975375,80.5913,86.2979,89.337775,2,3,8
"ZNF846",0.990938198808252,0.994833325087389,0.955937439082692,62.07185,65.6373666666667,59.743025,25.26755,20.8121137300959,9.77872688106962,49.438075,44.84875,43.299325,74.705625,76.8879,81.1519,2,3,8
"ZNF136",0.510746592654584,0.164876392226478,0.721652434660131,383.29525,261.006633333333,198.9576625,228.44785,4.89397099069638,24.1540734117822,269.071325,257.0962,177.1529,497.519175,265.5103,249.080425,2,3,8
"ZKSCAN5",0.964711190476754,0.853042816860017,0.606873553781128,419.992,453.4794,358.5976125,90.0997,127.619742139647,40.483206188887,374.94215,326.56325,303.8507,465.04185,528.527,407.71265,2,3,8
"ZNF33B",0.764276163697201,0.998311774133833,0.58193200081267,754.36345,950.294433333333,741.0983125,17.37965,98.3631294242806,123.912845968054,745.673625,880.2133,443.089425,763.053275,1045.1092,855.899025,2,3,8
"ZNF431",0.188520935941817,0.142780675024939,0.990859319359271,749.42235,228.1221,254.37575,621.95375,14.1801888564057,47.653810366752,438.445475,219.2089,186.9983,1060.399225,242.12985,254.7592,2,3,8
"ZNF418",0.0857596816871806,0.0798510443199771,0.922838195943968,93.1743,10.2033666666667,19.993875,81.5046,2.4667146418758,4.044503047027,52.422,8.1913,10.4406,133.9266,12.4452,29.2045,2,3,8
"ZNF700",0.582367367058001,0.187584855355345,0.681796267154772,547.07185,399.2789,307.7891,260.26755,119.099526432196,23.8757509163661,416.938075,280.5773,252.68605,677.205625,467.0541,361.61795,2,3,8
"ZFP28",0.364285088009875,0.536001093081292,0.801141688445628,164.5165,46.4671666666667,85.8114625,133.0982,26.9641231635874,27.4710593572382,97.9674,19.6503,34.40665,231.0656,62.31275,117.0607,2,3,8
"ZNF585A",0.518646860282508,0.175105290662425,0.737669376993884,226.86635,156.053366666667,120.9617,121.39055,41.1149053452368,11.6043097008642,166.171075,123.81665,97.889325,287.561625,194.272,135.918125,2,3,8
"ZNF138",0.692507711815552,0.995444064219291,0.584067502251453,221.4333,290.733666666667,227.99755,31.7085,49.3510436051874,34.4798746192564,205.57905,247.07755,181.754775,237.28755,332.4929,240.4043,2,3,8
"ZNF429",0.935991040626608,0.991140619654376,0.945335983958858,248.62075,204.953633333333,234.7918375,140.00315,83.0567717931402,44.0783698562002,178.619175,125.0953,163.10855,318.622325,264.6516,309.658625,2,3,8
"ZNF470",0.614379209051287,0.916490202062021,0.229486332360766,126.53065,238.673033333333,86.2959875,107.23085,131.114308202097,25.3984061462627,72.915225,117.8999,28.40295,180.146075,343.25925,125.75005,2,3,8
"ZNF100",0.164140905613942,0.125314427794947,0.986817580655844,926.48225,268.366566666667,306.3735375,752.78385,38.5750213435384,54.3333530789624,550.090325,239.18725,219.82505,1302.874175,304.80685,329.590775,2,3,8
"ZNF398",0.076692934695077,0.349627315706637,0.27556272587766,491.1009,776.006366666667,636.4171375,8.8991,44.2542589497076,51.1816908823009,486.65135,732.35635,577.058225,495.55045,804.143,725.8009,2,3,8
"ZNF498",0.946377730239685,0.999938346512195,0.910177027294666,381.03785,347.8985,380.0807,33.64105,81.6202795315192,39.829871617826,364.217325,267.2765,301.7269,397.858375,399.23095,450.2871,2,3,8
"ZNF441",0.736212949919404,0.240175049028089,0.590508948470352,236.9736,178.1522,120.2688875,145.4117,52.1945288332024,15.6698713638334,164.26775,128.7639,86.08445,309.67945,217.4682,134.857325,2,3,8
"ZNF420",0.985253338933479,0.381114812165232,0.204295574369615,159.0952,168.7263,88.4247375,122.7397,33.5655783603282,8.81689684661822,97.72535,138.57565,71.7138,220.46505,196.5762,113.292275,2,3,8
"ZNF763",0.733990020154231,0.598639076757142,0.990602819432105,97.3591,65.7206,61.6848375,69.9803,25.348320894555,11.2445076961716,62.36895,40.6545,43.811775,132.34925,81.5203,72.394625,2,3,8
"ZNF679",0.958154893964367,0.925827001348258,0.702856706129322,0.55045,0,1.1916875,0.55045,0,0.907119749819941,0.275225,0,0,0.825675,0,0.579375,2,3,8
"ZNF682",0.837132977365018,0.591211043402034,0.916591627685197,75.37895,56.5858333333333,46.876825,55.63025,15.0569382405956,9.77571288689749,47.563825,43.8267,26.013975,103.194075,69.88905,58.835225,2,3,8
"ZNF772",0.228893680115583,0.189525492779334,0.984444401368462,242.8256,69.4067333333333,81.6787625,207.8166,38.014044292004,19.0470252126334,138.9173,31.78025,48.805875,346.7339,92.90895,107.164675,2,3,8
"ZNF257",0.119476431414523,0.0788808307469751,0.995294873337836,697.4326,50.9695666666667,71.1331625,693.3931,46.1665120990072,33.2984760132231,350.73605,4.80855,7.4391,1044.12915,74.66695,124.4087,2,3,8
"ZNF785",0.968538949413969,0.742460282105381,0.850533218395644,208.8104,233.7841,275.74895,96.4544,74.2597051060892,37.0703551462958,160.5832,165.60595,253.2148,257.0376,293.36205,332.8434,2,3,8
"ZNF98",0.0806635391895358,0.047421652670335,0.997990248550095,378.14535,1.40506666666667,8.3034375,376.35005,0.943679843897165,4.62141595748755,189.970325,0.50815,1.14555,566.320375,2.1076,8.326475,2,3,8
"ZNF786",0.865452682465448,0.414515280472059,0.681738705961563,132.95935,181.090766666667,239.9457625,23.23455,42.8300994766661,40.6170441144563,121.342075,149.0131,183.09715,144.576625,221.70765,288.684125,2,3,8
"ZNF517",0.658130584852025,0.678331183089435,0.978080127628926,129.3617,221.108566666667,205.7701125,0.546599999999998,72.7454829199572,41.3263081994191,129.0884,149.5054,132.6985,129.635,268.0308,256.158875,2,3,8
