"gene","p-adj-LIVING-DECEASED","mean-DECEASED","mean-LIVING","SEM-DECEASED","SEM-LIVING","Q1-DECEASED","Q1-LIVING","Q3-DECEASED","Q3-LIVING","count-DECEASED","count-LIVING"
"ZNF337",0.838133177053583,364.6388375,379.74597,44.3354805324893,55.1540825659038,243.5625,231.922775,491.9612,387.27585,16,20
"ZNF317",0.929296582889677,961.3445625,954.589705,52.7605701189154,52.7577599431059,854.2727,787.175475,1013.426175,1093.830875,16,20
"ZNF426",0.185986275039848,189.1887625,149.320885,22.2671185121224,19.5097897611515,134.6619,91.562525,243.902075,180.4425,16,20
"ZNF331",0.141353099394721,572.93934375,384.446115,119.652640312826,58.4821458904494,224.7483,188.74595,678.481475,499.83905,16,20
"ZNF227",0.695910656287802,255.2370625,264.95024,13.4505805124131,19.2005278537862,224.32985,220.01225,284.230575,334.5454,16,20
"ZNF141",0.97000831872472,86.47923125,87.046405,9.78095717226727,10.859135213946,68.855175,41.649475,107.4812,130.14815,16,20
"ZNF304",0.47667000462614,274.02448125,242.5891,29.7062923226912,30.9881441938483,206.14995,157.38265,349.766475,322.0242,16,20
"ZNF132",0.11617940027659,70.61420625,50.18039,9.66038434249844,8.2965757340252,45.774175,26.033825,84.796525,76.992375,16,20
"ZNF20",0.640742795597818,111.79759375,119.3162,11.3410681065743,11.0247212692371,89.171425,93.81175,122.520525,123.899325,16,20
"ZNF670",0.23269549663002,82.035925,99.36943,10.2779630721571,9.7530449937958,54.063625,68.271075,90.4366,126.16465,16,20
"ZFP37",0.113994984351835,62.91710625,45.22459,8.41470217568864,7.06276236908798,36.16675,25.718625,79.09125,58.490225,16,20
"ZNF189",0.697730438792103,495.85179375,521.66132,40.6238703273924,49.1003906015033,401.634925,406.384225,549.649275,584.96295,16,20
"ZNF434",0.35742744518359,314.69574375,340.04768,17.5242156598305,19.8326894741466,269.99075,261.18515,341.614475,403.0748,16,20
"ZNF287",0.0603876071729602,89.42118125,64.149135,11.1162985283667,7.52078882693716,50.94545,38.3049,130.77855,79.277325,16,20
"ZIM3",0.966268239031114,0.99455,0.962255,0.728875525552889,0.348587150431643,0,0,0.4457,1.184575,16,20
"ZFP14",0.8711063786264,188.0237125,191.666945,16.440365889014,14.9757063748056,140.97705,143.123925,218.89145,222.418425,16,20
"ZNF473",0.738836089866451,307.3353875,320.370755,27.0163159570007,27.1130864793936,233.6246,230.0534,311.834725,371.733775,16,20
"ZNF614",0.578088693013868,264.3836375,238.22201,39.4883723080213,27.2253759271314,154.34315,183.307425,338.45855,277.1367,16,20
"POGK",0.976139245291503,1700.52371875,1705.97805,138.583127786737,118.037603207527,1310.240825,1304.9365,2004.387425,1818.039725,16,20
"ZNF514",0.254805460260379,214.7008375,249.63655,18.0267294258227,22.7648469275808,154.739475,190.52415,264.111,285.51815,16,20
"ZNF300",0.83276940481193,74.85180625,79.909995,13.798394714152,18.143613355111,31.468925,27.4769,95.052425,97.177675,16,20
"RBAK",0.920142352635743,685.7226625,677.56393,62.2165513091626,52.3906572327754,532.724925,527.60935,749.9897,806.612275,16,20
"ZNF92",0.941644241877178,362.31158125,357.99681,48.6127456242832,35.0713384416001,232.988125,279.685,435.458575,439.323,16,20
"ZNF157",0.595895014767079,1.24276875,1.687665,0.353942642919107,0.685678345730669,0.402725,0,1.887975,2.219025,16,20
"ZNF182",0.631471974207414,179.1172875,194.36417,13.7336878995801,25.8852468291345,141.120975,121.909175,204.79215,250.634325,16,20
"ZNF673",0.771201998168716,183.5373,192.467155,15.520735287412,24.20605740543,138.173675,113.206275,239.513425,258.515525,16,20
"ZNF41",0.912504676763797,337.0236625,332.368365,33.0399371022226,26.7775790912052,275.47455,250.834175,352.5277,359.263475,16,20
"ZNF7",0.139922549854616,429.25595625,498.688295,27.656199233478,34.5737206114371,368.838875,361.795625,456.584175,625.0661,16,20
"ZNF214",0.132914598054333,40.64241875,31.568725,4.72386525575383,3.67845155433266,26.875575,21.790575,54.332025,41.327075,16,20
"ZNF215",0.00702304281957733,86.072375,38.29049,15.7585217562818,7.98170582647034,31.357825,9.097225,112.92855,59.028275,16,20
"ZNF547",0.332210331204651,45.882375,39.522005,4.05115146259369,4.78369281673344,31.1173,25.40015,58.67745,56.60505,16,20
"ZNF773",0.442838162464117,64.44635,75.979085,5.94135963550572,12.3756163087387,53.3096,39.607875,86.3287,99.41075,16,20
"ZNF776",0.795046923425795,427.80465,414.230835,35.0140685123863,36.9258048300759,326.60215,309.8004,461.986075,547.016125,16,20
"ZNF256",0.947728256163859,77.27043125,78.694785,15.4717150322659,14.7892018059164,46.836025,19.588875,91.534425,128.156575,16,20
"ZNF599",0.269246682065083,64.92065,83.961285,11.1829161634984,12.2309580246608,28.074425,53.14955,103.9842,105.41615,16,20
"ZNF18",0.197492219523716,159.23301875,140.23626,10.8627358811145,9.57027962522902,138.3312,117.664675,194.21845,169.96835,16,20
"ZKSCAN2",0.286290452966352,179.32669375,155.50483,17.4175063806157,13.8915315423218,135.989825,111.245725,203.8572,200.595575,16,20
"ZNF689",0.823872464568941,257.59285,250.52119,24.8919821237532,19.9817016623156,209.55115,192.86335,296.528975,307.837025,16,20
"ZNF19",0.632105794849321,54.0340375,58.265315,3.86165516868388,7.18245362183819,45.13765,32.549675,58.753775,73.546425,16,20
"ZNF230",0.946593916007038,97.1866375,97.89332,5.02074331047269,8.44400586279247,81.97355,69.5416,107.149525,122.09745,16,20
"ZNF222",0.441258077687398,33.65920625,38.168495,3.22168605992355,4.4811719597402,25.310725,21.16445,37.023125,50.0898,16,20
"ZNF221",0.289254176352182,43.3678625,34.35966,5.46168513062342,6.07000513253663,28.04525,12.439375,52.56385,51.290425,16,20
"ZNF233",0.379101616223837,26.4197,31.304215,3.27587736718476,4.13702563531792,17.9542,16.51995,28.664125,38.083675,16,20
"ZNF235",0.683510440888542,88.44829375,93.129805,6.7860873384292,8.60268292147243,67.3577,65.377925,113.579075,115.616425,16,20
"ZNF208",0.430055183007555,65.80198125,243.99405,14.4746544573069,198.652267713894,23.124875,8.1714,97.39095,51.0316,16,20
"ZNF714",0.49063111812039,322.258675,407.533835,53.0985242331284,100.643239127006,164.30995,224.411075,409.95315,356.552725,16,20
"ZNF394",0.782035748232639,505.71805625,492.705755,38.4892195573946,28.2134202814505,410.8002,408.887875,560.094725,541.815825,16,20
"ZNF333",0.801728359774661,228.15829375,243.26384,22.6671747208628,50.0877632742188,161.156475,126.94365,288.396675,277.513325,16,20
"ZNF382",0.703410524510782,52.3541125,47.078655,8.14825304176645,10.4027628887853,30.233825,18.478625,72.3883,51.81495,16,20
"ZNF577",0.45697773159923,103.57625,128.918525,16.5824202923106,26.9918046329933,58.76105,40.106375,147.103375,191.35885,16,20
"ZNF75A",0.128710818260355,154.28031875,216.368785,16.9265452068519,32.9182136466459,115.17245,100.830775,210.537075,266.226725,16,20
"ZNF496",0.876515320583224,422.3932375,414.769875,27.6003337578082,37.4768516550486,337.876925,289.2408,514.33075,526.178975,16,20
"ZNF2",0.374234203782744,110.74285,119.46936,4.07261720484097,8.01423104852401,102.700225,84.395975,121.9639,142.4976,16,20
"ZNF589",0.469883594013034,225.7011375,261.056985,19.6492421568871,40.2177810774742,168.982875,154.61915,254.804275,266.5066,16,20
"PRDM9",0.277727129013559,1.21499375,0.366595,0.835677450110026,0.171392331013564,0,0,0.688025,0.407675,16,20
"ZNF12",0.457159472694467,935.02045625,867.169475,71.0308683736034,57.3255372486505,735.156125,722.851275,1094.279375,985.5382,16,20
"ZNF202",0.180932957401291,217.35178125,246.589835,10.2978029652778,17.246309902178,196.765175,200.043225,250.0438,279.94795,16,20
"ZNF3",0.303454885867251,694.2822875,805.5932,73.7705833964031,74.7585408361606,539.073125,618.31375,698.404125,852.057775,16,20
"ZNF606",0.607921025109032,163.2244625,140.890275,35.6027164186584,26.0546131715155,54.998025,37.55795,208.1127,248.00655,16,20
"ZNF91",0.456024132759669,753.24779375,940.737335,102.399126076736,206.277040500778,514.5017,615.82525,857.08315,854.4599,16,20
"ZNF226",0.561799388182196,215.6790375,231.73931,14.0446141847236,21.7478419255118,172.527825,155.32115,249.783875,284.184425,16,20
"ZNF229",0.579019347356262,50.62126875,66.411705,11.1103818429833,23.5360215334176,20.655575,13.971125,77.14225,59.174025,16,20
"ZNF180",0.306012428832115,180.6674875,204.26814,12.5153394509993,17.6412280698046,151.480625,152.140675,209.228725,234.022475,16,20
"ZNF641",0.133846480151252,229.56116875,186.21954,19.3596018184189,19.9176124719852,188.7682,111.92325,280.2563,250.82685,16,20
"ZNF610",0.601311682240136,37.77560625,32.55592,8.22351283615295,5.93116660280607,17.041325,17.047175,53.349925,42.167625,16,20
"ZNF528",0.39415169227214,181.37000625,134.75677,49.3576792392577,27.9519567958941,72.722075,25.329425,199.089375,234.45815,16,20
"ZNF701",0.704317977713092,147.50748125,159.272995,23.1605381256356,20.3195932173313,103.320025,101.52565,151.2139,204.703125,16,20
"ZNF283",0.517404036495485,78.30594375,70.876695,6.11270803999728,8.88699902860908,60.84495,40.96205,100.427,83.793775,16,20
"ZNF558",0.211837967089273,407.62349375,346.54082,41.0427381912404,27.7264223116199,312.9851,275.23325,412.679325,432.70475,16,20
"ZNF597",0.80106944521336,72.26516875,74.987545,7.94561392177428,7.17853178584545,57.563525,57.87385,85.61815,98.7512,16,20
"ZNF30",0.329141210417201,81.89765,109.184025,7.55855656506254,23.8333085353172,69.753275,68.62935,90.19745,113.203925,16,20
"ZNF354A",0.839025893516521,288.72328125,281.438595,25.6968334157768,24.2933559401195,225.82405,204.384075,310.273625,346.006325,16,20
"ZNF764",0.930732756534971,237.6747125,234.370525,31.7220063306175,22.2883314999834,163.6719,178.3237,266.9064,297.027575,16,20
"ZNF747",0.615718134053394,233.36735625,219.38857,20.1721348444477,18.6707626003981,165.5916,185.89255,285.98635,255.891,16,20
"ZNF778",0.311567872806789,106.3803,90.224935,12.8487777356026,9.61513372564115,73.263875,54.16155,114.575125,108.25385,16,20
"ZNF212",0.0847899360938635,215.8480875,267.11998,15.0634185205608,22.803792630346,176.035675,210.749,233.7692,312.30565,16,20
"ZNF282",0.299325738371849,839.2089875,926.57561,49.7371468223784,62.4689269736069,739.183775,797.41745,890.5073,1016.48875,16,20
"ZNF160",0.424656970090192,612.1444375,535.56959,90.5193036902331,44.3464523072447,448.78905,426.222675,602.724875,587.342525,16,20
"ZNF415",0.130014790730267,131.2375125,80.766125,27.77455721293,18.8230870816258,52.03575,22.9087,181.04795,150.673725,16,20
"ZNF439",0.229118899281326,70.997675,99.039325,8.95053605173316,19.141124375742,46.31535,36.165775,87.37675,128.67755,16,20
"ZNF440",0.516165548908209,370.45775,407.670375,29.7241690949414,44.7252375575521,281.64455,281.98475,458.8703,458.437025,16,20
"ZNF562",0.471509035618017,740.459925,695.459655,51.1615317782532,37.2084829496245,592.17575,584.235275,901.86185,806.968875,16,20
"ZNF561",0.725002421817546,605.84496875,588.194755,31.4348063468887,36.6770492973607,496.18735,506.0295,694.406625,636.028175,16,20
"ZNF584",0.799332712761909,178.9788,173.22286,9.52345115932244,18.5505822999135,156.127825,136.194175,200.76405,174.7331,16,20
"ZNF274",0.139451807966992,246.80223125,324.44274,21.3352102456493,42.4979205557144,208.42215,187.50395,298.528625,403.73635,16,20
"ZIK1",0.711858805982986,51.79774375,44.60686,10.7555661779145,14.9458393597567,16.965075,9.189325,68.72015,30.91615,16,20
"ZNF540",0.646422520991401,37.49511875,43.186625,6.00363941487591,9.87398605957214,20.585875,14.6373,44.73045,56.7352,16,20
"ZNF570",0.937945646080433,58.57209375,57.17034,9.09537496169742,14.2057198814966,32.373175,16.554525,83.95715,61.48855,16,20
"ZNF57",0.445310618702158,144.25099375,165.84065,19.1491883883505,19.7494631646207,108.1506,111.1849,138.5526,179.4003,16,20
"ZNF556",0.1573227181999,9.7616625,24.23282,3.63232085373657,8.44499544877444,0.857375,0.23805,11.375525,36.090475,16,20
"ZNF554",0.169460354728456,87.4893,115.03281,8.76157917667148,16.0534248574251,63.988675,91.12175,103.3469,123.60175,16,20
"ZNF738",0.309021613647665,214.7814875,277.553105,31.9087017294719,47.9088531926553,144.4479,158.2822,223.208825,302.42375,16,20
"ZNF596",0.908444169041048,54.17866875,55.44892,8.30962785973655,7.21019525546109,28.1945,33.277875,68.057275,60.6481,16,20
"ZNF621",0.133246238151831,766.814725,647.383085,69.1482532353249,42.1250993708035,595.1797,507.8373,823.145725,810.206775,16,20
"ZNF680",0.839577502809572,271.105325,261.29122,34.3312467643794,33.1132154710747,180.414775,183.5477,356.60135,265.866225,16,20
"ZNF483",0.259246724057961,61.2123125,41.20798,12.8109716234038,11.7521391940531,27.830375,12.303975,69.614625,32.545175,16,20
"ZNF417",0.497060514944172,297.2318875,268.38797,35.4327509594406,24.7208844797887,214.467375,195.744625,337.65695,334.56425,16,20
"ZNF791",0.606128039937955,404.8901,430.44808,24.7900888545302,39.1135817059743,359.3102,318.341075,436.0503,474.2119,16,20
"ZNF519",0.91787743810686,60.13043125,59.14085,6.96859758178142,6.44269101099312,38.2991,37.153375,72.094925,68.5399,16,20
"ZNF25",0.402736154572353,328.56075,277.817155,47.061594995464,38.1249293476512,201.516275,156.13335,397.0179,343.79605,16,20
"ZNF77",0.45078528598253,67.81863125,75.09226,7.19068403871587,6.29597314820897,49.044025,49.547725,83.93225,88.520325,16,20
"ZNF169",0.765227651593883,106.95134375,111.147455,8.66212990154062,10.3511509041481,84.702525,81.94195,116.337525,137.243475,16,20
"ZNF613",0.329745690208376,109.89999375,95.147305,10.5144997516741,10.3544402927045,88.02265,72.231225,129.381175,110.025725,16,20
"ZNF404",0.899593077849645,33.219525,34.516935,4.99809822458753,8.18939385387323,16.626575,12.42225,44.647775,42.482975,16,20
"ZNF135",0.606319316940009,81.373475,67.599585,16.5262343044413,19.6257725168882,26.934125,18.19885,121.2124,64.068,16,20
"ZNF620",0.31311175013067,85.712325,72.2777,9.89804955031335,8.66294211545878,58.813375,49.155875,108.021225,86.79325,16,20
"ZNF619",0.41471554004744,121.6809875,109.36957,12.462828762507,8.87148712346737,102.15855,78.265925,123.037625,138.4337,16,20
"ZNF354C",0.227495350808356,46.79054375,33.421645,7.74226224491787,7.49961160153074,15.775925,9.759925,72.5187,43.338925,16,20
"ZNF114",0.397349492292208,10.8595625,34.926535,3.38784084325689,24.8941703445271,3.584275,1.565825,8.839175,14.1837,16,20
"ZNF454",0.269993827443524,24.34858125,17.18377,5.47189046595735,3.6821492240488,8.61105,5.735025,39.635,25.89625,16,20
"ZNF543",0.0042419504790181,231.63119375,150.80344,22.6346089154869,15.1475993225301,184.0525,99.90175,249.94105,202.1451,16,20
"ZNF354B",0.757561005020247,122.7016625,119.197155,9.01652838831219,7.03735112719221,95.7866,94.95905,145.923075,149.032575,16,20
"ZNF223",0.436425817211922,75.09329375,85.275005,5.98240520549963,10.5039784455487,63.284425,48.10905,82.99105,117.38865,16,20
"ZNF713",0.727416950121047,81.11073125,76.43884,9.52932752804344,9.12059031116552,56.9419,52.639675,106.2836,83.08195,16,20
"ZNF552",0.644028981237859,188.2053875,201.724005,21.5911802455557,19.345610357351,124.76635,134.25635,233.24545,237.671125,16,20
"ZNF154",0.906952879870512,111.96135625,107.495235,21.8551962156142,29.0229551024496,50.14825,38.025975,127.335725,116.930725,16,20
"ZNF571",0.958909565828525,85.9215375,85.161295,8.54862438229525,11.1568866927903,70.246275,47.37355,95.413025,120.026525,16,20
"ZNF443",0.0140225604318387,56.6242,93.292905,3.97595837551569,12.2230304566905,43.6015,53.06735,67.813725,126.939675,16,20
"ZNF792",0.792726068306612,234.151625,251.719095,18.9089145634991,57.2135356381606,176.82835,115.396725,259.851675,274.061,16,20
"ZFP82",0.738715613660808,71.9667625,81.118595,14.6912377461416,21.2765253937173,30.1168,22.808725,99.0223,102.541575,16,20
"ZNF707",0.625356046783388,201.80725,217.303095,19.3651864575927,23.4454175134239,160.362025,151.88795,240.6827,280.9798,16,20
"ZNF746",0.357598499942166,582.277625,613.77678,16.7901742578894,27.0043446138439,564.4057,557.565475,608.391325,687.80065,16,20
"ZNF678",0.563682267236907,80.92613125,88.309195,6.68027447252181,9.96626283239842,57.59955,60.911025,103.6196,100.657075,16,20
"HKR1",0.554563719289251,461.18785,427.47143,41.5851947037003,38.0242507029479,339.3297,349.357625,545.101025,516.528125,16,20
"ZNF101",0.916591357067578,190.0553625,192.88837,15.7495331602159,20.4140145545163,138.77615,154.11975,226.177825,227.7304,16,20
"ZNF716",0.426089350512546,7.68695625,15.77872,5.36936769241321,7.87638592472729,0,0,3.730575,3.397475,16,20
"ZNF708",0.323941515678785,243.4457,305.31339,20.6404155203834,52.6268669022001,194.90965,213.73515,281.9158,312.764625,16,20
"ZNF721",0.355197514902913,446.1943625,494.58202,31.4199086353752,38.6774725445219,364.371175,349.735,506.3188,612.2783,16,20
"ZNF662",0.660017156821763,109.415325,94.67202,20.52810096695,24.7320807312663,46.743875,18.03595,148.111825,126.890775,16,20
"ZNF320",0.360371574477853,508.7138625,423.446095,80.2827028889956,51.5343774040415,351.910025,278.106425,506.32135,579.560775,16,20
"ZNF530",0.799650560577718,53.76868125,57.43496,10.505635628272,9.67873888044087,28.5822,24.47195,61.044,74.375075,16,20
"ZFP1",0.681566889511267,250.50115,237.53604,19.427994937894,23.2829099188704,210.4905,174.99125,271.18365,295.5428,16,20
"KRBA2",0.269892275130477,86.62954375,70.768885,11.4390797658617,8.74057917446362,48.87555,41.081575,105.8798,80.824,16,20
"ZNF93",0.980414330266128,125.24635625,126.10645,31.6166812453568,18.1833103916382,58.851175,59.2997,130.328525,162.4347,16,20
"ZFP90",0.0994180840602062,522.03746875,433.90053,35.5013919165687,36.8382545057252,424.3959,313.8104,630.458925,577.303125,16,20
"ZNF479",0.64375027928886,1.683225,3.32433,1.00983929928232,3.03210486463829,0,0,0.5349,0.3944,16,20
"ZNF445",0.402411198981004,766.3745875,694.7555,44.32702888615,66.5808212566126,677.312725,480.671175,877.489925,788.653125,16,20
"ZNF74",0.500717499591331,363.09060625,334.57087,31.9954646328109,27.3837532380233,271.366175,258.31025,418.725125,376.338075,16,20
"ZNF829",0.560288772213346,20.3387125,17.309855,3.00388328688709,3.92303154627612,9.451875,3.9913,29.232475,24.600475,16,20
"ZNF267",0.888687011309767,502.6613,496.254225,37.8692933211868,27.1294989777528,378.496375,425.0603,565.773175,558.2526,16,20
"ZNF566",0.852190300478147,235.19926875,240.581775,23.7734741578819,17.225569329442,175.647875,180.503425,300.277825,280.634825,16,20
"ZNF224",0.30014306173358,192.52573125,222.659665,17.0397114727033,21.6558280640051,143.381,158.698425,233.290375,262.31505,16,20
"ZNF529",0.636259133298901,333.39016875,358.768525,29.9804844513139,41.0066415275019,245.78995,269.661075,419.807625,423.948225,16,20
"ZNF284",0.288855443072341,47.6599,39.331975,5.5458878207416,5.29969729092777,34.372575,21.975775,61.849025,52.805025,16,20
"ZNF749",0.693386604570751,111.73075625,119.117695,10.3868578156805,14.3645095537642,87.692775,84.934425,122.101925,128.1527,16,20
"ZNF17",0.477444914842943,149.8586875,140.282085,8.89037509279874,9.56175966596073,119.452275,108.033575,175.458125,164.947175,16,20
"ZNF555",0.586834420381857,72.1288875,67.83252,5.01163351243779,5.7365646340572,60.6603,51.7489,78.38715,86.348525,16,20
"ZNF75D",0.758675582160403,372.9879375,389.669645,34.2312027899874,39.589842780286,290.3317,287.624925,378.65225,446.499825,16,20
"ZNF197",0.0683975749482917,399.6239625,335.08962,17.2855950221272,27.3184426493278,353.581825,260.832775,456.8622,395.978775,16,20
"ZNF732",0.647892672853045,5.614275,6.640185,1.04870369728934,1.80221531782524,2.723175,2.464575,6.498425,7.240975,16,20
"ZNF546",0.858141627795433,73.65921875,71.243095,8.15421294154755,10.0568343430344,47.80805,37.130025,94.521425,92.57055,16,20
"ZNF286A",0.584833921613212,283.33148125,264.06656,26.5879891097876,22.8838804878104,213.794375,188.2237,335.92695,323.63115,16,20
"ZKSCAN4",0.262953887480174,86.962,75.219715,7.07181613734525,7.283319207214,70.45355,45.821075,101.4976,90.118675,16,20
"ZNF643",0.427548226328046,61.42940625,53.58984,8.03085890736201,5.92196299568239,45.178975,40.678425,69.594475,67.543975,16,20
"ZNF642",0.364495661399742,95.105025,86.971895,5.91079392146619,6.34082243851394,74.778175,70.355625,117.098,100.0103,16,20
"ZNF490",0.605628790321611,311.49345,293.58141,22.7292473206146,24.76240959467,256.305825,227.574625,346.1658,341.09815,16,20
"ZNF626",0.673110880230748,165.6395625,218.28474,37.1904082442502,106.291292858176,57.643275,34.6489,212.32235,157.044825,16,20
"ZNF793",0.93715727806014,143.9641625,149.495135,37.5491770971048,54.4608636016878,33.2783,14.66535,232.018225,138.906625,16,20
"ZNF383",0.772137832767345,116.73845625,120.60002,6.19467453758985,10.7216068471239,94.30845,83.4036,142.3203,150.8952,16,20
"ZNF669",0.122545749935926,113.58566875,139.42604,10.3193030827333,12.0212172326407,94.601125,102.15075,127.718275,162.6102,16,20
"ZNF559",0.371485271401224,235.16453125,202.280075,26.2146251108545,24.7894681543105,179.9209,140.73885,279.3784,223.062075,16,20
"ZNF177",0.860333564445342,53.5417125,50.987635,14.1784727886471,6.172263052911,23.358325,35.012075,56.921025,63.696875,16,20
"ZNF548",0.856898865671224,254.21294375,260.905235,26.2156169138438,25.3943349238164,200.988175,187.70545,319.414925,354.32865,16,20
"ZNF563",0.402420470046096,45.27035,51.39998,3.956685589596,5.62817242249158,33.06195,38.30105,48.415275,61.524225,16,20
"ZNF567",0.163314358435197,157.0443875,192.881465,16.7008417413137,18.0819037390356,132.353775,136.192825,161.113675,263.2935,16,20
"ZNF573",0.259425075404154,77.260625,66.53545,6.40737492533344,6.60453669790897,58.565975,45.767425,95.839925,84.0398,16,20
"ZNF527",0.814782616813128,116.30161875,112.779915,8.81132436633023,11.3109859242528,88.223425,82.8697,141.9389,147.7938,16,20
"ZNF33A",0.763088482857802,1384.80836875,1423.24611,103.2358760065,77.4316299869089,1054.081625,1135.02095,1642.697325,1685.145425,16,20
"ZKSCAN3",0.137608276675314,90.49798125,75.036255,6.24577216079818,7.58899042494238,76.60925,46.52675,104.555475,97.81825,16,20
"ZNF676",0.48040494525186,23.3998125,79.5624,8.72216046536004,69.8547762956139,5.133025,0.65335,25.48135,7.16545,16,20
