"gene","p-adj-123-1","p-adj-1234-1","p-adj-1234-123","p-adj-13-1","p-adj-13-123","p-adj-13-1234","p-adj-2-1","p-adj-2-123","p-adj-2-1234","p-adj-2-13","p-adj-3-1","p-adj-3-123","p-adj-3-1234","p-adj-3-13","p-adj-3-2","p-adj-34-1","p-adj-34-123","p-adj-34-1234","p-adj-34-13","p-adj-34-2","p-adj-34-3","p-adj-4-1","p-adj-4-123","p-adj-4-1234","p-adj-4-13","p-adj-4-2","p-adj-4-3","p-adj-4-34","p-adj-5-1","p-adj-5-123","p-adj-5-1234","p-adj-5-13","p-adj-5-2","p-adj-5-3","p-adj-5-34","p-adj-5-4","p-adj-6-1","p-adj-6-123","p-adj-6-1234","p-adj-6-13","p-adj-6-2","p-adj-6-3","p-adj-6-34","p-adj-6-4","p-adj-6-5","mean-1","mean-123","mean-1234","mean-13","mean-2","mean-3","mean-34","mean-4","mean-5","mean-6","SEM-1","SEM-123","SEM-1234","SEM-13","SEM-2","SEM-3","SEM-34","SEM-4","SEM-5","SEM-6","Q1-1","Q1-123","Q1-1234","Q1-13","Q1-2","Q1-3","Q1-34","Q1-4","Q1-5","Q1-6","Q3-1","Q3-123","Q3-1234","Q3-13","Q3-2","Q3-3","Q3-34","Q3-4","Q3-5","Q3-6","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF233",0.999947191580122,0.999310363180684,0.999999999567428,0.999999954970916,0.999997593720337,0.999930162069973,0.99999803301783,0.999710805011472,0.997716235515235,0.999985198676747,0.999999257527948,0.999988177818964,0.999742648610993,0.999999999999284,0.999363278842604,0.985125513732689,0.999999999926252,1,0.999360838435145,0.957958731242227,0.993277312801985,0.997074384806339,0.999999999985889,0.999999813611901,0.999984004019664,0.984178526408354,0.999295192676957,0.999999216674139,0.992903121329945,0.998281283125219,0.991268466239066,0.998771312227942,0.999968826326673,0.834745085670051,0.847392966840988,0.884444787236429,0.999999067326954,0.999999281324202,0.999967732094574,0.999999999998452,0.999926260657879,0.999999997424895,0.999722390824094,0.999996895623705,0.996814143382178,25.7147111111111,8.9425,2.8314,21.696925,29.6120466666667,22.8347888888889,4.84573333333333,12.17592,34.2419585365854,20.055175,5.94293351515464,NA,NA,11.3997691849715,8.43969389655847,5.59073404803321,1.27670982128978,3.89908972420487,5.19898630668022,6.53825760025495,6.663675,8.9425,2.8314,8.903475,4.80505,6.777375,3.926,6.734,8.4932,13.384525,39.56215,8.9425,2.8314,25.8508,44.602,19.65,6.07245,12.6943,57.0605,26.33485,9.680858,28.3669247978437,6.66375,14.0056,3.777975,14.13045,7.12955,37.0788,1.25323160803593,1.731028182093,2.93020771483722,2.10175951978991,1.55100293718812,1.07159760771402,"LIHC"
"ZNF235",0.989107107280836,0.789054402710703,0.999975169030071,0.999999999999706,0.992454588371394,0.844854203942617,0.999999999997672,0.991292347536403,0.808741454620206,0.999999999936456,0.950146012840746,0.99957491037828,0.93718452042074,0.998681899679163,0.979582852028473,0.996977409480537,0.999986164828426,0.98850840739562,0.998969524535386,0.998180435423544,0.999999804525472,0.999458639032805,0.999706683336065,0.956761217428347,0.999882529629332,0.999764741090384,1,0.999999893785905,0.974450407878783,0.999286448511963,0.923585549198462,0.99944183136414,0.991022695707595,0.999999991838333,0.999998373563288,1,0.999993821451985,0.999067334903743,0.935308431189481,0.999997386117283,0.999998275356862,0.999999775287224,0.999993619594023,0.999999993861055,0.999999989842369,65.7580111111111,39.9432,23.3587,66.6341,65.09274,56.6376222222222,52.5922333333333,57.18148,57.7134512195122,60.242,6.79716062377168,NA,NA,11.2137235056723,7.22650292467018,3.31421114873488,8.68095756706085,9.4792841643449,3.70308333590372,17.6334649401831,43.18025,39.9432,23.3587,53.59525,48.9207,43.0714,46.57635,39.6327,40.1167,38.8896,78.374275,39.9432,23.3587,72.8366,84.6686,66.125175,61.02015,67.4382,73.3373,70.3541,50.347668,60.7781121293801,49.1592,56.9343,41.153275,60.2837,41.0008,72.9384,2.19598487260215,1.74978749661047,1.20716836635572,1.15816164624323,0.271626905891341,0.211836626348102,"LIHC"
"ZNF208",1,0.999999999988346,0.999999999990693,0.999999999959687,1,0.999999999589849,0.999999581721935,0.999999999999198,0.999999991363522,0.999999999996298,0.999971980528122,0.999999999960336,0.999999956336237,0.999999998848204,0.999999999915939,1,1,0.999999999991805,0.99999999999952,0.99999999891965,0.999999972440747,0.999999999106901,1,0.999999998731744,1,1,0.999999999663139,0.999999999987446,0.995711518578828,0.999999972918096,0.999998505611684,0.999996986230098,0.999964724635419,0.999961605566983,0.999992915159024,0.999996731916766,0.992947550119996,0.999985886551223,0.999902648286971,0.999577589579409,0.998833425562483,0.99901013063008,0.999482630225115,0.999519271064477,0.999939433086334,27.1981388888889,34.5777,5.6627,40.497775,50.9008333333333,58.9254722222222,28.9452,44.37828,84.9736487804878,148.01235,16.467554275143,NA,NA,31.1700115630225,20.603403313472,21.0741983078495,18.039053740981,23.1376169713391,55.7133823838652,56.7128639270595,2.024875,34.5777,5.6627,7.149575,3.29935,5.4156,11.90025,14.4998,3.566,91.49275,12.931225,34.5777,5.6627,45.46155,69.17755,26.203575,42.58215,58.7109,19.3466,219.7175,7.369508,51.9216018867925,6.00385,8.0952,3.6748,8.639,3.3988,25.81475,0.872264670247488,8.21913074719475,7.04546380664658,1.34833481849147,2.81669468304646,0.431178791028605,"LIHC"
"ZNF714",0.999975095500381,0.999974778795084,1,0.99992250544058,0.999999997365856,0.999999997273982,0.999999970985807,0.999917585639451,0.999916696002912,0.999558136101931,0.999984629065384,0.999797316089474,0.999795348648619,0.997896707928629,0.999999996817226,0.999939005122479,0.99999999955984,0.999999999541598,1,0.999688249833232,0.998742794119706,0.999999687293984,0.999868822088661,0.999867569862698,0.999588895412376,0.999999999685439,1,0.999656188041244,0.854780004059243,0.994987334706588,0.994958222174648,0.912331100414376,0.96760185705537,0.93192144175566,0.949601017896138,0.999776356697308,0.195621702376497,0.752833376819271,0.752432964612839,0.26586197928569,0.285093289538456,0.250845900726205,0.348938710868201,0.611834711734141,0.620780773625391,29.1398166666667,3.577,3.5392,13.418475,33.16636,35.9293694444444,11.9001,36.75164,52.0494463414634,104.972225,8.09109094122863,NA,NA,4.40682310407679,8.00507022309284,7.74420021014684,5.2594015049243,8.01665081643201,9.7461349690707,60.2258858436217,2.927875,3.577,3.5392,6.374575,7.9636,10.0492,8.28075,20.202,8.4766,32.452825,44.728025,3.577,3.5392,20.90485,56.44065,31.5641,17.0145,52.9197,81.1901,141.80985,14.738998,41.5298706199461,11.3594,21.4724,6.660425,19.257475,7.36785,56.191,1.62557954552978,2.92554827726328,2.81768615613803,1.8902758948536,1.49451092811365,0.918596818090968,"LIHC"
"ZNF394",0.99999999948152,0.999998315892055,0.99999801463186,0.97577033379049,0.999988007951169,0.996073932850589,0.999910334924157,0.999999041480927,0.999999998371138,0.890476515537677,0.988519579771745,0.999999999056656,0.999677411952253,0.999706491004672,0.832728866178587,0.99999747100922,0.999999999998747,0.999956849313998,0.99993739798172,0.999584363876049,0.999999999918885,0.999999855176048,0.999999898878944,0.999999984551546,0.976126291665727,0.99999999990444,0.995577318234199,0.99996532588851,0.999999999989253,0.999999997415533,0.999999002432507,0.955683352171596,0.99990713970038,0.912260910412501,0.999990768097362,0.999999961654983,0.999999973650282,0.999999944883645,0.999999978747301,0.98514224485342,0.999999999743519,0.998362847700327,0.999982724132384,1,0.999999995033933,414.791427777778,444.1444,341.8864,543.57625,375.417173333333,475.110019444444,461.148833333333,387.63554,409.544695121951,390.280325,21.5590232105627,NA,NA,67.8148410558055,25.7717187712893,52.6671800344163,39.7234747709854,62.8405844323125,21.3842788584095,46.396196486734,351.308825,444.1444,341.8864,444.070875,331.69465,375.073225,432.1132,276.8935,325.5549,337.591275,446.894675,444.1444,341.8864,605.058575,409.5646,462.194,499.14355,469.1358,453.9667,437.4749,412.477098,440.091441778976,410.6333,403.4691,364.294425,452.640075,340.6354,497.56555,10.3264927787794,8.83697197592391,1.06694758063628,0.98255329024704,0.0934892979863414,-0.0253924386711293,"LIHC"
"ZNF333",1,0.999943589058197,0.999998587033222,0.998594497069798,0.999989027414467,0.996741513755117,0.999987609654416,0.999999999983844,0.999996993078112,0.987899589743362,0.999997324757472,0.999999998439001,0.999716881706423,0.999792215802443,0.997285352847955,1,1,0.999985567392641,0.999844853617543,0.999999983481444,0.999999977367235,0.999915921482745,0.999999502596787,0.998980329614351,0.999999964565744,0.997516457553344,0.999997807651735,0.999992928821694,0.97629554753937,0.999996968207463,0.997130964124066,0.999999986234828,0.841165808028872,0.993540895511189,0.99987247434673,0.99999999998445,0.894110338165048,0.998665488361933,0.966519974436204,0.999933177764116,0.770152442061731,0.937834959793372,0.983061988564926,0.998399602990472,0.994648379186909,96.4864555555556,93.002,62.2899,123.729725,86.74172,103.230027777778,95.051,114.12788,116.986995121951,147.74195,11.2709247058809,NA,NA,31.5604812674642,10.9012068647301,8.23003815056888,21.4338170577089,14.3985211597372,13.1551334120414,22.3264689346338,65.624225,93.002,62.2899,94.684275,49.22045,72.121025,74.09565,103.1022,61.5641,124.10125,115.8415,93.002,62.2899,129.73795,119.00235,120.007275,109.42885,132.4963,146.2048,174.9042,74.655768,107.69568032345,72.2956,98.1421,58.40695,82.5776,69.96275,130.869,3.19100133804542,2.83885185980682,1.44256342421459,1.35751138381866,0.528634750266484,0.440964296232111,"LIHC"
"ZNF382",0.999999112608894,0.999988941394917,0.9999999999971,0.999998710818678,0.999999999728008,0.999999956344309,0.989025342231092,0.999575643170029,0.99858911698883,0.992581637516306,0.999999999989068,0.999999517332424,0.999992683976437,0.999999485246658,0.958029351026514,0.999999999999044,0.999999054604697,0.999990897698354,0.999999519025506,0.999965448193841,0.999999999898463,0.934580640774013,0.994705248604227,0.988680022561667,0.94833414308767,0.999763805905726,0.887677019795604,0.996656088537967,0.999896560602618,0.999970009817893,0.999831782050922,0.999610661656103,0.999639674302912,0.997984401877896,0.999999991225091,0.982081936241162,1,0.999999707722697,0.999995933329072,0.999999924505584,0.99962440706001,1,0.999999999998161,0.988224418384633,0.99999897008249,23.4579833333333,14.9042,12.0333,18.65585,32.6194466666667,22.7805972222222,24.5873333333333,40.86572,27.5463195121951,23.1106,4.37146249197098,NA,NA,9.28130456432895,8.29296109774724,2.67220951001609,7.65002600133562,13.9442186229778,4.87971002220371,9.99871275956727,6.63255,14.9042,12.0333,4.79755,5.0417,8.5803,17.10385,27.5495,11.8421,12.230625,36.1753,14.9042,12.0333,28.204,58.35665,34.665425,29.70395,44.8934,39.2685,28.878575,10.097258,23.7147199460916,8.0912,16.9173,5.688675,12.73465,6.52925,33.4929,0.962640216089785,1.17255580331689,2.34862969195119,2.0908270713862,1.23181926179613,1.06407374410328,"LIHC"
"ZNF577",0.999999966671732,0.999998498814424,0.999992711680107,0.999999999248581,0.999999771409545,0.99999992817218,0.999990493214851,0.999997393183966,0.999999988599087,0.999999999867715,0.999999916252685,0.999999998662382,0.99999158941478,0.999999673295597,0.999246199955584,0.999971848515844,1,0.999890310761969,0.99996197722987,0.999294843767617,0.999996288046012,0.999573467618315,0.999999999978362,0.999732623475081,0.999756073722417,0.993823231034783,0.999904371749246,1,0.94585813161853,0.999846970291841,1,0.999919066566849,0.999183461409997,0.628150426462408,0.979409083792653,0.882213278264233,0.999996129909049,0.999994977365176,0.999999999794558,0.999999993745364,0.999999999929096,0.999929113446372,0.999554963008241,0.997840524303646,0.99999959647577,71.4052444444444,46.501,109.7151,80.16915,87.5196133333333,63.6434472222222,38.79,34.80466,111.199126829268,94.376875,18.8330689102385,NA,NA,24.5720356539197,24.5848899708315,10.5673634557511,10.5088662625106,4.41105092768152,23.4835374623563,59.3933902465779,21.549575,46.501,109.7151,51.673325,18.84805,21.590875,28.65855,27.7687,37.2149,27.05185,91.699025,46.501,109.7151,95.224925,132.95435,77.046025,46.27285,43.7956,128.4904,119.008375,64.905642,103.179234501348,60.60625,59.0529,45.624175,79.501,29.37185,141.98835,4.07776614357549,6.12532917151729,1.58968051654658,0.974369805094359,0.668736851354394,-0.0374586688635573,"LIHC"
"ZNF75A",1,0.979280173427109,0.996932434859141,0.999603488123467,0.999999823919292,0.930303087117445,0.999630172498609,0.999999998333476,0.936243635901968,0.999999931509643,0.338291958938815,0.99981119958862,0.70965066843715,0.99984372031181,0.894392820256812,0.999838955070417,0.999996720367539,0.999539692527942,0.992697410182655,0.99352325961291,0.746888673656057,0.99989469505939,0.99999922679947,0.998400002380579,0.992311251547855,0.990700609511041,0.560248873125107,0.999999999903612,0.997499690946942,0.999999997159171,0.926164875064382,0.999999916883868,1,0.619867699285983,0.989505083514237,0.981405697873742,0.999999976918712,1,0.97727686294449,0.999998264658006,0.999999989243365,0.985563773705348,0.999699989370348,0.999818965139611,0.999999965803751,233.108966666667,242.0438,73.6153,283.922475,264.97292,327.192430555556,181.725966666667,193.5232,265.894431707317,249.5807,20.6962770369203,NA,NA,40.1374275221265,29.0924933327878,31.4600710571993,11.4102495845232,51.0274149886803,17.779287032053,56.5099004091466,186.3763,242.0438,73.6153,234.9997,170.3152,200.0526,174.81005,110.3004,192.4928,185.3759,259.949275,242.0438,73.6153,306.190475,325.14445,349.3325,193.0435,254.7124,330.1688,339.74745,176.464558,271.16991212938,176.7682,246.218,146.5564,207.894125,188.9981,324.48155,6.68318993186917,6.63998195134229,1.53668201253976,1.39288627705662,0.619818657289945,0.478077473140919,"LIHC"
"ZNF496",0.999999967221603,0.999601481289764,0.999999224883155,0.998836177253294,0.999999997241893,0.999999949275413,0.999994188509565,0.999999999993633,0.999944197597271,0.999965598492424,0.999999936401988,0.999999615189889,0.999030061267797,0.994561930448857,0.99948936711321,0.999743032586081,0.999999999476955,0.999999909293969,1,0.999994759750909,0.998707957267578,0.999792536858461,0.999999999998635,0.999998682159001,0.999999998046988,0.999999040356881,0.998315801367926,0.999999999927812,0.971817870343456,0.999909685554635,0.990491269618017,0.904766893625367,0.848193007622198,0.975608024764205,0.965473039113822,0.931155370399252,0.935110092130531,0.99667616567512,0.952639317431098,0.808998915290124,0.847418947694237,0.95229248405556,0.884996620378672,0.847605003040268,0.998523797950421,141.346583333333,98.9637,15.5725,64.014725,115.38918,154.176722222222,68.9867333333333,84.19032,202.531580487805,278.0616,43.2152403358965,NA,NA,12.5156218019971,26.0416903969883,37.3176774207277,18.6354423809698,34.0823981195925,26.1013336375974,146.31116053746,16.6343,98.9637,15.5725,51.820725,49.1606,46.9663,51.94805,30.303,80.9984,128.930375,211.673375,98.9637,15.5725,81.5531,134.9311,176.83625,84.0423,131.4645,283.7838,283.185575,119.30555,166.805782210243,112.4696,135.1248,97.83555,137.36515,62.6103,224.14025,5.10731815133591,7.86507057855058,1.39813933392237,1.20143398749529,0.483508142074003,0.264757382109482,"LIHC"
"ZNF2",0.999791974163047,0.906434308317621,0.999842926641619,0.999999991437353,0.999625843029878,0.913799005680668,0.999999904313805,0.999943660491768,0.936435907541247,0.999998458590573,0.999999925703303,0.999445785603468,0.870376355577103,0.999999999999427,0.999949890248362,0.999677493309296,0.995834847710655,0.820011425431293,0.999995700941367,0.998590298445949,0.999911618338791,0.999999578645393,0.99998807297173,0.966890362333524,0.999996200304486,0.999999999862902,0.999980081060449,0.99883270242266,0.99999998377448,0.999895202119428,0.919029261239297,0.999999327453104,0.999999999978446,0.999893520548161,0.998661826044852,0.99999999034096,1,0.999905558568249,0.944190631072527,0.999999998399967,0.999999999302303,0.999999999252003,0.999931923670795,0.999999976693576,0.999999999977125,86.1755055555556,64.386,35.392,89.8537,83.1246466666667,88.6238777777778,100.124933333333,80.95944,84.1543195121951,85.953625,6.28516065452333,NA,NA,13.5703563702899,8.00554354320666,7.60255546227621,23.5999348286059,12.1413583902544,3.48833249424494,27.7640928127913,72.2877,64.386,35.392,74.90655,65.65085,59.976225,82.22085,64.781,67.1043,55.73655,96.101225,64.386,35.392,109.37965,95.3446,105.36225,122.3924,88.0664,100.3693,92.414825,56.818898,87.8458716981132,56.66365,84.4199,48.6793,65.546825,67.60235,104.05605,2.07936284607096,1.46582811564118,1.54606785401071,1.48984225336702,0.62860363782457,0.575159584155249,"LIHC"
"ZNF589",0.999999855782981,0.999874985657508,0.999999962570475,0.999951478699092,0.999963971618441,0.998477790345005,1,0.999999800876831,0.999859415442909,0.99997068978598,0.998820539591007,0.999971509667798,0.998217898156944,0.999999999826831,0.999536895438662,1,0.999999959848092,0.999957904671153,0.999996267194436,1,0.999996706754114,0.999982096410485,0.999981795822864,0.998906295993089,0.999999999997111,0.999990402896003,1,0.999999044009444,0.999999999996571,0.999999664047348,0.999806178915073,0.999962260636575,1,0.996902446599694,1,0.999987138803031,0.732585074526034,0.979592424281932,0.915035685694664,0.991847519522004,0.764823672909455,0.902560451706121,0.948556094480458,0.980227187178478,0.697220684584783,119.510683333333,100.7522,78.5702,139.1952,120.308786666667,134.664297222222,119.007233333333,135.5278,121.085375609756,187.08735,15.5251098842611,NA,NA,25.8608591657032,14.5991339849937,11.2092728977754,16.885851017971,36.9244322908153,10.8472887104138,54.9464189861132,77.735775,100.7522,78.5702,115.63135,74.70615,86.237575,106.64455,66.2177,75.9448,107.97195,154.7753,100.7522,78.5702,149.8396,159.17205,165.8712,135.1496,164.3365,144.5337,259.44555,72.291386,134.843414555256,68.02765,118.6894,49.487875,92.668,84.278,161.21915,4.58667971989788,3.89272107109062,1.86527637684601,1.74472291781357,0.899389409549728,0.802997937961185,"LIHC"
"PRDM9",0.999999995076836,0.999999995076836,1,0.573510013537213,0.974416550710991,0.974416550710991,0.995447053096249,0.99997034608208,0.99997034608208,0.91524515673253,0.999999840268427,0.999999877764268,0.999999877764268,0.607915707517244,0.998562943828858,1,0.999999996665079,0.999999996665079,0.905885040786958,0.999974336937791,0.999999999962501,0.999897265860349,0.999989798946513,0.999989798946513,0.962692750865192,1,0.999988623442859,0.999997167235053,0.99487422410612,0.99998730769884,0.99998730769884,0.822472202683355,0.999999993348723,0.998212070994932,0.999992985668438,1,0.216612622671981,0.901700683385494,0.901700683385495,0.999984217120764,0.594878639648902,0.226135104213563,0.680233706699532,0.774347388689073,0.417944866898662,0.901044444444444,0,0,6.268925,2.43652666666667,1.27531944444444,0.9695,2.28232,2.16281707317073,7.8187,0.611535857264647,NA,NA,5.83592656073495,1.18409879613013,0.32846907790535,0.522998307836651,1.39794660105456,0.811021710123405,7.08784218915273,0,0,0,0.471975,0,0,0.5571,0,0,0,0.4751,0,0,6.4495,2.1586,1.653675,1.45425,5.6117,1.2353,8.94485,0.095764,2.94574851752022,0,0,0,0,0,1.6985,0.0512238225637331,0.781501357406795,30.7604999532206,NA,4.94300704663218,NA,"LIHC"
"ZNF12",0.997423252807674,0.994256281781268,0.999999999999308,0.999999941429758,0.999647337109106,0.999036746785607,0.999517026277528,0.985272342454223,0.973909098584067,0.999634471407076,0.999999904238935,0.998558195730198,0.996480907969757,0.999999999931644,0.989889613021747,0.999999817121978,0.99586623152105,0.991986059517709,0.999995132178602,0.99999999995135,0.999994143758257,0.999940487519106,0.988275134808759,0.9793015291903,0.999838794925646,1,0.99929762923911,0.999999999670048,0.998280562768475,0.984317731893208,0.972137770721723,0.999501699347799,1,0.944652733245292,0.999999999986282,0.999999999992605,0.999917683421179,0.987306230281418,0.978036747123906,0.999785207488652,0.999999999902002,0.999283233457112,0.999999996233651,1,0.999999999142604,426.3549,239.0629,218.0145,397.714125,477.91784,410.546261111111,463.091533333333,484.28176,475.271085365854,492.17965,37.1951531072649,NA,NA,53.0293215603622,72.3380507169957,29.0056869684614,99.5687939485114,38.9870566637006,39.3302311375173,97.9248122015262,351.188375,239.0629,218.0145,344.299325,348.21975,296.086475,379.74495,423.1201,293.4597,348.418075,537.059375,239.0629,218.0145,417.48295,544.658,516.4885,551.9397,527.5479,602.1339,618.847375,368.262488,439.769111590297,366.1709,419.7531,332.79675,420.237625,326.8576,531.0575,11.4216816681817,9.1302751334166,1.19417297694001,1.14633112571206,0.256011827305145,0.197023836782987,"LIHC"
"ZNF202",0.999999998815811,0.998512300338932,0.999511734485374,0.999995547321949,0.999998839771872,0.999942291163792,0.976327196488313,0.999999952100492,0.973054261885528,0.982421009050765,0.995892916724966,0.999999999979572,0.986944285495438,0.995700286532474,0.999981315772342,0.996625868802932,0.999808290338647,0.999999963632134,0.999990121844607,0.882688538070134,0.937588480214733,0.999999997277749,0.999999968430785,0.999638547970967,0.999999990705057,0.994031883205589,0.999235001819134,0.999753438335774,0.999745205302243,1,0.992452624660993,0.998921794554141,0.999093357478291,0.999998243572692,0.966580743212221,0.999908405949427,0.324350022634596,0.988184409194665,0.649911060303257,0.46143877437232,0.81877057336464,0.573812435395209,0.293185101611055,0.515199952251947,0.457839299247477,146.129461111111,156.7919,92.0191,131.605225,173.015926666667,163.483483333333,109.605033333333,140.3716,158.08886097561,234.4925,11.1813112374343,NA,NA,14.3991810260384,19.5862262970362,8.59240960074323,25.6043305280789,13.6067407786729,9.53036340067307,109.685024015094,109.724925,156.7919,92.0191,123.377175,121.7228,131.1961,89.2121,135.0365,114.3583,138.470125,182.620275,156.7919,92.0191,150.04435,213.2688,192.3195,133.2098,140.1643,180.7808,266.578925,121.905348,165.530955795148,121.3712,151.4374,101.836725,135.477575,122.26955,188.6531,4.21938617520126,3.77489038230146,1.35786459339871,1.24772104090591,0.441339620840334,0.319295419867247,"LIHC"
"ZNF3",0.999999088156301,0.999983615751268,0.999999999987159,0.939158101198648,0.993253448347199,0.984563244628904,1,0.999998681991544,0.9999790124818,0.952323699783214,0.999848677742312,0.999963724479457,0.999746715695149,0.985045169982985,0.999961408076901,0.838180025388492,0.975831011213527,0.955468311770512,0.999998836116534,0.861295215665037,0.928805734889824,1,0.999999403755666,0.999989597073418,0.983315722724239,1,0.999998458432074,0.933389407362362,0.999999998180919,0.999999715191948,0.999992348209467,0.883769686668026,0.999999984803449,0.993704693747306,0.757239943787122,0.999999999952056,0.999999993658333,0.999999983345483,0.999999101717065,0.970350670580441,0.999999980100793,0.999949104015152,0.90630020274826,0.999999998232295,0.999999999947293,682.996344444445,597.091,563.2702,871.25695,687.14796,726.734655555556,936.917666666667,684.36836,671.25223902439,656.5944,41.4152167730916,NA,NA,141.676233672839,53.4351837347755,53.8020413935462,162.386042207464,93.3978414584866,35.1055747181819,105.128480925065,547.17665,597.091,563.2702,694.2759,515.2311,517.70025,792.2066,535.293,535.2997,620.70255,829.280675,597.091,563.2702,981.384,858.0385,830.667825,1073.0772,787.6992,783.5512,782.9062,500.667678,699.705194878706,484.57645,666.7421,451.2661,548.73265,559.75995,806.21385,11.0193421163832,11.3671083018181,1.39754417076372,1.37592757551466,0.482893881590621,0.460404533124523,"LIHC"
"ZNF606",0.999996156626301,0.998654334067386,0.999999740384173,1,0.999998858660234,0.999445393212749,0.999999999997375,0.999993420983837,0.998315695450739,0.999999999993984,0.999998345524382,0.99999967420522,0.999492836463242,0.999999998997863,0.999992199393551,0.999997994376484,0.999999999122673,0.999965584249169,0.999999858880307,0.999995115044648,0.999999986592493,0.999999270293437,0.999999978344536,0.999872569734602,0.999999982681798,0.999997591529626,0.999999999812974,0.999999999994731,0.543193793319377,0.992945177115215,0.930831328629295,0.976189504262537,0.696002297142174,0.0852826180206612,0.935870940484228,0.851191328504208,0.999155745610852,0.999289682914617,0.984839213742008,0.999828828070719,0.999585606985919,0.99326308438428,0.997896872885722,0.997433951306464,0.999998826064442,158.234944444444,112.6756,66.5369,155.8266,161.396786666667,146.611502777778,132.5672,139.69218,225.034126829268,204.752,19.2265589431612,NA,NA,33.677976771846,25.4135289302013,17.7164182166266,34.1078926544869,21.3600016000795,21.9032134518077,69.1838062529448,87.6716,112.6756,66.5369,115.0469,122.39005,87.54895,103.5973,118.9507,131.2205,116.080025,213.5432,112.6756,66.5369,176.55915,199.306,187.265125,162.64285,149.3717,303.1075,300.627475,115.127418,183.229735579515,110.48225,169.0541,88.240225,138.583875,110.4751,234.3205,5.95854229374573,5.73211696723375,1.59153865137073,1.5301471503341,0.670422194023014,0.613670399878129,"LIHC"
"ZNF91",0.999971295069587,0.995390574319136,0.999999458379117,0.999999990711133,0.999998313554059,0.999067753760597,0.999980852141721,0.999709724633421,0.985917230798218,0.999974524658301,0.999999607274908,0.999993633234729,0.997538595209047,1,0.998166221109842,0.999552281983468,0.999999999999421,0.999986578934549,0.999993298690381,0.994905836864881,0.999907280730756,0.999970807330455,0.999523107912956,0.984373686487269,0.999942472691879,0.99999999811596,0.999432386229088,0.995239225335321,0.974294403852368,0.997956228668664,0.958956752843762,0.997663087690257,0.999917827630437,0.708726798352518,0.957919959841102,0.999999996784235,0.992254506979768,0.994602809821203,0.942297173711233,0.995173499282203,0.999574873722054,0.970250363906091,0.956794554844413,0.999988362356981,0.999994172161062,252.1514,168.1191,94.8505,234.0367,279.424586666667,237.73085,181.282566666667,293.5805,307.365817073171,342.969075,30.2898207743,NA,NA,21.2333792396547,50.3944653743471,27.4912870615694,35.0209522254099,42.2206706934767,28.392655323974,93.1178135973848,155.740525,168.1191,94.8505,206.00805,146.7232,141.1831,160.50325,244.6689,148.0759,239.690825,321.86605,168.1191,94.8505,264.4215,328.1507,257.621625,216.08565,287.5785,407.9677,394.72855,199.695242,267.17830754717,198.8977,240,155.83545,234.75065,159.4122,323.44985,8.57932469083816,8.02790462571025,1.33793026249053,1.20665045397709,0.420002919730421,0.271007812506679,"LIHC"
"ZNF226",0.999751264732141,0.980994661824391,0.999998357964416,0.999999820377664,0.999986984837952,0.996252806909365,0.999999995003948,0.999899297235537,0.987668545072269,0.999999998858146,0.970159184119391,0.999999582481058,0.99849321530678,0.999997573394918,0.995442751068732,0.903513771291289,0.999999973295912,0.999999982873183,0.99202545455765,0.941755769957017,0.99476409889948,0.958507412063337,1,0.999980845390637,0.999265592788026,0.981988496229563,0.999816282757561,0.999997550660399,0.999992429437717,0.999947576981694,0.990130555372454,1,0.999999995497472,0.991738137229106,0.945567749672179,0.98362353875967,0.993754814578824,0.999999999949088,0.999917230459383,0.99994139990378,0.997942179610594,0.999998564285247,0.999968780701593,0.99999999832196,0.998644795131429,260.74745,186.0041,128.8268,243.362575,253.395806666667,221.080958333333,156.702933333333,187.61022,247.123743902439,200.096275,27.5813510978883,NA,NA,63.5626740084852,38.5878257216783,16.1546098890852,8.40268459250442,33.6039376448267,18.4813656117588,47.7603235970747,200.70055,186.0041,128.8268,179.107325,161.44385,137.887825,149.5281,147.5707,165.8196,166.0624,286.02195,186.0041,128.8268,263.565,268.26695,273.15195,164.07785,194.3431,330.1388,235.263875,163.065858,234.552846361186,157.5423,208.4461,129.638075,189.13285,144.91415,286.6388,7.5032724248291,7.68457505843392,1.4383933536914,1.32311195152032,0.524458259795221,0.40393513649947,"LIHC"
