"gene","p-adj-123-1","p-adj-1234-1","p-adj-1234-123","p-adj-13-1","p-adj-13-123","p-adj-13-1234","p-adj-2-1","p-adj-2-123","p-adj-2-1234","p-adj-2-13","p-adj-3-1","p-adj-3-123","p-adj-3-1234","p-adj-3-13","p-adj-3-2","p-adj-34-1","p-adj-34-123","p-adj-34-1234","p-adj-34-13","p-adj-34-2","p-adj-34-3","p-adj-4-1","p-adj-4-123","p-adj-4-1234","p-adj-4-13","p-adj-4-2","p-adj-4-3","p-adj-4-34","p-adj-5-1","p-adj-5-123","p-adj-5-1234","p-adj-5-13","p-adj-5-2","p-adj-5-3","p-adj-5-34","p-adj-5-4","p-adj-6-1","p-adj-6-123","p-adj-6-1234","p-adj-6-13","p-adj-6-2","p-adj-6-3","p-adj-6-34","p-adj-6-4","p-adj-6-5","mean-1","mean-123","mean-1234","mean-13","mean-2","mean-3","mean-34","mean-4","mean-5","mean-6","SEM-1","SEM-123","SEM-1234","SEM-13","SEM-2","SEM-3","SEM-34","SEM-4","SEM-5","SEM-6","Q1-1","Q1-123","Q1-1234","Q1-13","Q1-2","Q1-3","Q1-34","Q1-4","Q1-5","Q1-6","Q3-1","Q3-123","Q3-1234","Q3-13","Q3-2","Q3-3","Q3-34","Q3-4","Q3-5","Q3-6","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF93",0.999999939002479,0.999993696437843,0.999999999865591,1,0.999999968437775,0.999996811212403,0.953340294839033,0.999577906159601,0.997559585924625,0.99848583610649,0.999983612434635,0.99999705551212,0.999926877271985,0.999999929724628,0.989301780962019,0.99998481415633,1,0.999999999887559,0.999997163067666,0.975932282480206,0.999485659752292,0.999999820072494,0.999999999975875,0.999999890923683,0.99999998279789,0.978682357746426,0.999900059648653,0.999999989610143,0.997408152527726,0.999974322879659,0.999675184006991,0.999985122756344,0.99949410381066,0.999979081946301,0.99673482400452,0.998383004469652,0.839599690449758,0.990382954871269,0.974419332246968,0.961014053600977,0.99874010964286,0.912644548341024,0.872629537387429,0.874561016690858,0.964319134694777,18.1805944444444,9.5387,3.5392,18.271375,33.7499666666667,22.7758,8.34136666666667,13.3769,26.5164756097561,48.8705,5.97183279887154,NA,NA,11.3430374890191,12.75587775807,4.96472857862628,4.68351941219896,2.53152318338189,5.68215898655155,27.4259911432264,1.59105,9.5387,3.5392,5.514125,7.7056,4.670275,3.8261,9.6665,6.5646,19.207525,22.9618,9.5387,3.5392,22.6062,37.79395,23.63325,11.6764,13.3697,32.013,58.750275,10.66507,26.1522555256065,9.04575,12.94,4.854275,12.952225,5.01585,33.0231,1.10752795445348,2.05218502496184,2.4521410103831,1.43050603874748,1.29404194360089,0.516525587876161,"LIHC"
"ZFP90",0.999999997681157,0.999747951741068,0.999998824924413,0.999980863372165,0.999996378326535,0.998140174688231,0.999992205532101,1,0.99997188983938,0.999291356066916,0.999999535051613,0.999999897217581,0.9992140272044,0.999999229572444,0.998853023555379,0.999999215159885,0.999999201081184,0.999128623271768,0.999999999998642,0.999921204291018,0.999999993254555,0.999999999997776,0.999999991825094,0.999759267835222,0.99999915475833,0.999997948422179,0.999999999973389,0.99999997153783,0.99175659593723,0.999986698348988,0.995225410412403,1,0.915862359480972,0.997558328897511,0.999999999737535,0.999959917727592,0.999999956835977,1,0.999980671071043,0.999926211955609,1,0.999993582622112,0.9999900466695,0.999999917731031,0.998643390054953,255.447327777778,217.6009,112.5465,312.06165,223.184746666667,274.746672222222,299.692133333333,264.0643,316.966868292683,227.18815,17.8882261692875,NA,NA,44.1616804359749,21.8868505519723,22.1008985419076,91.7548814854071,12.4528254570198,53.2165651789347,65.4083706654393,203.6461,217.6009,112.5465,273.5926,173.03655,186.837675,210.26245,238.9842,181.3551,160.4502,314.442875,217.6009,112.5465,341.65355,240.87335,349.9276,362.18245,291.9679,330.8839,284.9989,235.664666,264.339802695418,246.3583,246.8427,188.875225,269.25755,177.54555,312.19535,8.98682462699002,7.72405185696174,1.12167770918793,1.00196624185181,0.165658207007966,0.0028339022123409,"LIHC"
"ZNF479",1,1,1,0.999999999996304,1,1,0.999999322773773,0.9999999999569,0.9999999999569,0.999999999909356,0.968784165775853,0.999998690777871,0.999998690777871,0.999890733159784,0.998801224827375,1,1,1,1,0.999999996504574,0.999882455025491,1,1,1,0.99999999999949,0.999999978653407,0.999223491753635,1,0.999802674219197,0.999999997133199,0.999999997133199,0.99999993114918,0.999999984135261,0.99891249749439,0.999999690907994,0.999997599917811,1,1,1,0.999999999999763,0.999999990078088,0.999652103503695,1,1,0.999999005761644,0,0,0,0.148575,0.364053333333333,1.13793888888889,0,0,0.569819512195122,0,0,NA,NA,0.148575,0.364053333333333,0.762503840149349,0,0,0.543162981685432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148575,0,0,0,0,0,0,0,0.278011590296496,0,0,0,0,0,0,0,0.102221987901432,Inf,NA,Inf,NA,"LIHC"
"ZNF445",0.999949560767119,0.819129168240841,0.998187504147639,0.999681059998678,0.999999998649661,0.972062933734521,0.779364891015692,0.982980938783574,0.444172888669736,0.783378775776534,0.997943327232037,0.999999646604226,0.912545427905717,0.999999957002356,0.169383061884684,0.999999670961773,0.999780010941466,0.830810759337941,0.999355595352521,0.999664280789537,0.99943493797965,0.996681311089841,0.99612474938626,0.629725039413618,0.969658989775294,0.999999603647409,0.912142209417861,0.999998134029297,0.999999984055064,0.999862794752693,0.77258807316627,0.998350857601431,0.733223964650123,0.949466770313769,0.999999984951874,0.998170542109913,0.917967944036785,0.972925489463922,0.448201763592915,0.832862763737742,0.999999228644748,0.637625434472933,0.998640254902855,0.999964923796003,0.928895730174719,391.105611111111,299.2758,103.3445,329.47555,493.290626666667,350.45445,422.3333,466.88068,401.173768292683,524.3293,36.9901207509588,NA,NA,29.2982516170192,54.1301828121256,22.513125780226,94.9012928578601,65.1037569501285,28.4218495919007,142.394457977695,274.417325,299.2758,103.3445,298.571475,416.02175,245.88435,330.993,357.6642,274.4818,306.463725,514.4775,299.2758,103.3445,361.024625,536.6874,425.645825,490.306,573.6217,489.5568,728.254225,312.614144,426.564829380054,298.5992,394.9522,266.007825,361.9541,285.6994,526.2843,10.5026661576601,10.4518559610636,1.3645090523481,1.32268338294275,0.448381965688931,0.403467758120733,"LIHC"
"ZNF74",0.999996929225268,0.99971624135899,0.999099579577161,0.999998428628555,0.999951742061855,0.999992619057237,0.999999998003598,0.999999284396708,0.999461849905119,0.999986977807689,0.981566351580892,0.999999999999608,0.993060022358129,0.992645473113123,0.997222192462644,0.999382266877454,1,0.993762591937117,0.997801594209503,0.999825182738927,0.999999988858767,0.999991825347796,0.99992333057851,0.999994010346804,1,0.999947210933568,0.980582439180385,0.996065890287394,0.997717948969934,0.999999999141182,0.99641184371179,0.998016714641439,0.999858563126325,0.999997338411375,0.999998681733461,0.993979625392033,0.959904986684216,0.99999983123507,0.967736264564418,0.959831813448308,0.979810464532251,0.999408757986468,0.999999105641668,0.936282057226176,0.996872446442838,190.782583333333,239.6591,107.5916,166.4257,198.049913333333,231.201094444444,246.343366666667,163.86472,220.5119,277.903875,18.8493841908846,NA,NA,19.0787468731134,21.438951000961,24.3890869594426,41.7165184758721,17.1174975166465,20.4624221144665,121.639325852027,135.92635,239.6591,107.5916,145.214225,143.2533,136.642225,206.5624,136.7811,147.7761,126.52525,251.7794,239.6591,107.5916,175.722375,229.8066,234.3704,277.11075,191.076,247.857,330.912175,103.630204,221.375844474394,98.4191,202.0906,71.253775,129.57585,149.82805,262.98705,5.03759067943053,5.76389005810187,2.1362096756501,2.05336768980818,1.09505325899857,1.03799198924182,"LIHC"
"ZNF829",0.99999525812106,0.99999888512307,1,0.998156760058975,1,0.999999999989097,0.999095829477964,0.999704486644542,0.999868666808448,0.958423690031762,0.999999679637898,0.999973119768331,0.999991601986985,0.990458330670008,0.999896056074632,0.99778446210873,0.999999999984744,0.999999999161965,0.999999999990221,0.964043002310579,0.99101090035782,0.999995826669968,0.999919021659107,0.999967698924429,0.993268667650571,0.999999999891808,0.999999948093772,0.992358683495723,0.986945984867884,0.999442488690394,0.999737200586174,0.911814984140739,0.999999999740947,0.994407106704486,0.931322702445567,0.999999979974828,0.9999999899362,0.999982219148876,0.999994126241165,0.998521534978555,0.999999856918643,1,0.997971764022556,0.999999999732799,0.999997877452898,5.3106,2.3847,2.8314,2.090725,7.17085333333333,5.91522777777778,1.59076666666667,6.72928,7.45525609756098,6.09485,1.58531156645787,NA,NA,0.103090262836345,1.86505713368038,1.01942296826001,0.865677068991537,2.13123286442378,1.35289801422836,2.24028843697264,0.1696,2.3847,2.8314,1.99255,1.58415,1.72615,0.89715,2.7854,1.5283,4.223025,5.99805,2.3847,2.8314,2.147075,10.48945,8.6599,2.38615,11.1075,12.012,8.962975,4.039214,5.98621482479784,4.01345,3.883,1.85935,6.035625,1.37865,7.8509,0.405932337339662,0.361479915375255,1.48202467727579,0.967496792036776,0.567569470239561,-0.0476712172171948,"LIHC"
"ZNF267",0.999999980090966,0.999995876158355,0.999988686425872,0.852718081801507,0.999877877746212,0.978661958374095,0.944989150924436,0.999999956009292,0.997724570660384,0.999244510868835,0.933040882947377,0.999999997232333,0.998606513598564,0.995868049863317,0.999999974314181,0.999988766262473,1,0.999871008640309,0.998666440280962,0.999999643583905,0.999999989522005,0.999999999996173,0.999999947165687,0.999999097258067,0.934247031344984,0.992836576161784,0.995587094594815,0.999990234579723,0.987008224473313,0.999999999997545,0.999483814972864,0.984111958950865,0.999937992433031,0.999993447675576,1,0.999298432227744,0.971818296572081,0.999995990721291,0.994198129364679,0.999999563902435,0.999998596355798,0.999967255438347,0.999965921465099,0.988531613620828,0.999553218350088,126.098516666667,146.6571,88.4799,207.499875,169.24858,162.92065,151.7312,122.1964,154.099736585366,187.461925,12.7997710136259,NA,NA,84.5222358251205,14.6922111318409,14.980501021933,35.0141710466396,18.3185801114879,18.0422437888306,23.4093155275621,81.906925,146.6571,88.4799,110.956075,143.2548,104.923975,126.2212,107.6642,86.0686,168.246825,152.92905,146.6571,88.4799,241.23735,178.26445,191.844525,185.25695,118.898,162.6429,205.358,140.988502,157.804250943396,133.0934,139.1408,100.189225,165.668025,103.71765,189.0372,8.5468614376977,4.37565004975712,1.11927035683659,1.04543726435721,0.162558557634016,0.0641064898410803,"LIHC"
"ZNF566",0.987657695013164,0.9154954433642,0.999999853292238,0.999516995296695,0.999775790723101,0.993325154511344,0.999980323082875,0.99643307070949,0.959941464238889,0.999996518088878,0.970092243273309,0.99926581899268,0.983304901878883,0.999999999999709,0.999859906711584,0.999999996626225,0.989310170348368,0.934699680039584,0.999728236720853,0.999990274754878,0.9989505664708,1,0.991208415334645,0.937513161424665,0.999856522079595,0.999998362973457,0.998899369246046,0.999999999834255,0.999989957674354,0.994232395883205,0.94487899323896,0.999970718178368,0.999999999630813,0.992695465535851,0.999996191900333,0.99999963781477,0.999999632824048,0.998061125429918,0.976075042239591,0.999999535128167,1,0.999998653936861,0.999998099493881,0.999999834672545,0.999999999997316,134.365005555556,80.4825,61.582,115.402775,126.18302,117.113361111111,139.821333333333,135.25702,128.245143902439,126.169975,12.495972924696,NA,NA,9.64713024741685,9.45675748162178,8.94672209130274,28.2043090774757,18.7018930429088,7.93763531259894,22.7329678365062,99.391275,80.4825,61.582,104.41475,104.419,80.9668,114.1888,109.488,90.8123,104.2514,179.737825,80.4825,61.582,129.312525,135.88875,144.066025,162.8279,148.8642,159.9753,132.291425,113.170714,127.528973584906,114.4648,121.07,94.69215,129.1371,93.09615,151.0624,4.46145500689575,2.81397105859136,1.12687257221781,1.05770507614568,0.172324383457413,0.0809374114818386,"LIHC"
"ZNF224",0.981328896115711,0.91408735180191,0.999999970288968,0.978504193276316,0.999982683607369,0.999077304107643,0.999997537399183,0.992226900277687,0.951746383918935,0.99633585273362,0.983088557361984,0.998084442412216,0.979687495085239,0.999857672914155,0.999810503934498,1,0.993412195985919,0.963162889365412,0.998681728722441,0.999999999190925,0.999979602258641,0.999999999968758,0.991428766388098,0.952685155379453,0.997162819559988,0.999999999261137,0.999917679680548,1,0.999949293854648,0.992160252930829,0.950016602843983,0.995321422513998,1,0.999115091418048,0.999999993037474,0.999999988151958,0.99999997873242,0.995343069953649,0.969399069046026,0.99928135371451,1,0.999997073100332,0.999999999944546,0.999999999979563,1,152.347566666667,69.0957,46.1157,106.6128,142.980153333333,129.292297222222,149.8457,148.52932,141.586546341463,143.696375,16.2623279294097,NA,NA,23.3673881474446,19.990811931063,11.3589733853317,35.7853513495862,21.9970606822684,12.604113048709,12.846084796244,114.71585,69.0957,46.1157,77.56255,79.27565,73.3105,118.6202,107.593,86.7218,130.68845,208.8855,69.0957,46.1157,117.09505,203.07435,158.895425,180.5968,171.666,180.5485,152.268475,112.910738,149.057734770889,108.6673,135.9797,78.909375,139.486625,90.3035,192.98035,6.09972578931344,4.32261539906562,1.32013781338396,1.25133963943155,0.40068854496811,0.323473419895446,"LIHC"
"ZNF529",0.969564551364103,0.996108413989184,0.999999973718816,0.999959395557161,0.997390406281418,0.999894133674775,0.999999306713122,0.949125035492599,0.991307565917182,0.999441639931788,0.991087608393565,0.994859718250419,0.999783633107357,1,0.948252179711732,0.995576607790382,0.999888222124628,0.999999532399616,0.999997125422308,0.985431979066601,0.999981830227176,0.999995579474543,0.94775428616629,0.989774103423388,0.999313632745696,0.999999997429168,0.989648189451052,0.987547641686721,0.999999999084633,0.958344008858828,0.99389921547994,0.999791187422884,0.999999964968413,0.902469771810259,0.989799313371829,0.999999058404216,0.999967521249412,0.937078019528551,0.985990051124204,0.998565745619302,0.999999702205265,0.985875391819256,0.982530649026653,0.999999999937018,0.999987953700034,213.990833333333,92.4059,123.164,186.17935,224.992166666667,185.429916666667,157.911666666667,233.64824,218.21383902439,241.08225,23.2668391625425,NA,NA,29.6629994792193,23.8249370870896,15.1138460218109,17.0721222778866,23.3984855533558,17.8598182543715,30.8195368228904,131.97285,92.4059,123.164,157.365725,144.96735,127.973075,143.2742,197.68,145.9459,220.286225,273.344625,92.4059,123.164,220.664725,302.31915,208.60095,172.8397,251.2398,280.5093,263.152875,151.927234,217.16010754717,153.93955,188.6581,127.139425,172.59495,139.69725,257.9705,5.94555220064553,6.32045638916316,1.42936919095868,1.22553365915387,0.515378597450494,0.293410108217413,"LIHC"
"ZNF284",0.996058126617334,0.999828720978715,0.999999981127176,0.999999999964125,0.998758758050475,0.999963267741797,0.999999999721551,0.994535149594739,0.999703085440934,0.999999994229538,0.999997982259381,0.998253873431945,0.99995885584498,0.999999999993929,0.999971510134016,0.999999557365044,0.999745421757639,0.999997148824995,0.999999997256625,0.999997319010804,0.999999999499916,0.999999999596509,0.995786403923145,0.999756917153308,0.999999992665388,1,0.999997778181011,0.999998248275751,0.897162606804596,0.9999652171163,0.999999986839252,0.999545436755268,0.872120787771373,0.932746309092555,0.999996901416306,0.989633994166369,0.988730660616246,0.93998441259955,0.986033224377192,0.99621855577465,0.994624745116131,0.953063086921368,0.991418038348802,0.999020566617526,0.667952898383883,17.6135333333333,6.1882,9.9098,16.891,18.1876933333333,16.3251,15.2715666666667,18.47884,12.4677170731707,24.711175,2.33756125453277,NA,NA,7.44963889471608,3.72157057873697,2.08932984217352,5.65571300702023,6.27251107871481,1.27389529136129,16.9309897085382,11.087525,6.1882,9.9098,6.867175,7.99705,7.326625,9.6483,12.7099,6.5333,8.123325,26.534025,6.1882,9.9098,21.256425,25.7835,22.695425,18.6071,16.835,16.2162,26.5416,10.321772,18.1019819407008,10.3654,13.9182,5.288,13.491075,6.9455,24.66705,0.917557488144098,0.87292791082431,1.75376688621884,1.34275570648504,0.810456994962435,0.425196852716809,"LIHC"
"ZNF749",0.999998199727991,0.97878895248155,0.999900899428681,0.988639287700288,0.99999999416342,0.999943045035291,0.999958684193472,0.999999995529568,0.993660091736427,0.999424447661019,0.988435711202072,0.999999999999763,0.997277672348532,0.999953268252647,0.999995419356476,0.999999999836967,0.99999649049982,0.985151216045988,0.997324772493503,0.999994328325772,0.999763512960949,0.999518199927185,1,0.999035424861945,0.999998856183207,0.999999158405544,0.999999999981568,0.999876644106722,0.999963770925101,0.999999973786687,0.99046173264517,0.997961714728781,0.999999999881154,0.99948728536947,0.999997564992004,0.999990159022585,0.999359680877399,0.99956273163464,0.922974487029937,0.931627446142663,0.990217107186895,0.945622447745828,0.999993411122355,0.982584504703679,0.989796484751846,44.2301055555556,36.3662,19.1117,31.884425,40.38454,37.7665555555556,45.9064333333333,36.76008,41.1676195121951,52.690975,4.49012808267081,NA,NA,5.17979378794417,4.4727489898144,3.727321343099,12.4137872738786,3.16204580887121,3.59890723011051,16.4551740632126,31.125625,36.3662,19.1117,25.38615,30.86635,24.230525,33.76215,30.1095,24.6817,25.3977,52.157825,36.3662,19.1117,37.526375,49.49445,45.21045,54.20655,41.566,56.9106,79.352725,32.978908,44.5772,32.1597,39.7695,26.4076,36.948175,27.99055,58.4496,1.68383532265211,1.17851414031117,1.35168817596993,1.23662534165431,0.434762371392103,0.306408475569758,"LIHC"
"ZNF17",0.934203789958063,0.955461559557111,1,0.999999992305809,0.976537198649948,0.985411472963499,0.999999998145115,0.919371470059305,0.943908651511251,0.999999696386863,0.994914017459072,0.981636581309633,0.98949894270119,0.999999501572351,0.986904490321479,0.99999999999954,0.973829776681918,0.983263335700156,0.999999999995291,0.999999998757991,0.999997026789682,0.999999989364063,0.93201799787391,0.95260907125738,0.999999484993941,0.999999999995399,0.998758116631272,0.999999991154706,0.999999980528796,0.944732058219751,0.963633064019489,0.999999999993276,0.999996010983345,0.995632703150262,1,0.999998791271534,0.999997433716658,0.986361907874843,0.992044501137064,0.999999999565042,0.999981368378475,0.999999999883306,0.999999980422906,0.999984622094857,0.999999808455278,82.8934388888889,40.5394,43.1782,79.6705,84.6318666666667,74.7552944444444,81.6247666666667,85.9498,81.0640243902439,76.6801,6.76524429415166,NA,NA,8.57436787893623,7.72887304242171,5.05685963174358,5.78497305851789,9.13556147437036,4.98892860959949,19.7298439282136,65.865125,40.5394,43.1782,70.8711,58.80155,52.449075,76.68355,72.0803,57.8985,49.057775,100.542,40.5394,43.1782,81.4205,102.83295,87.740975,86.7007,100.5317,100.5829,90.495925,75.884828,81.057046361186,75.9506,76.4781,65.618725,88.494325,60.5408,96.9657,2.46256146728471,1.59798957963321,1.06815879402383,1.00694530392123,0.0951261360903897,0.00998531998352865,"LIHC"
"ZNF555",0.999999988463435,0.99930014860225,0.999612412286397,0.9999933784984,0.999996069474637,0.999984233882277,0.999999996903151,0.999999891157582,0.999665081122596,0.9999996211212,0.999999999446626,0.999999934114303,0.999510128690002,0.999998239622531,1,0.998613952257237,0.999836092284757,0.999999977590496,0.999998754490105,0.999571041317676,0.999076044254818,0.999930079482247,0.999988650809184,0.999991774211171,0.999999999999286,0.999993099169698,0.999971399457451,0.999999675016046,0.952054595683327,0.999999998803554,0.983987249097017,0.97934176061411,0.918692086573791,0.73987829318427,0.91271657512109,0.936618190378803,0.992135152364393,0.999999564207788,0.977212600967978,0.983639312714178,0.98534987632342,0.981610816545703,0.935615102631951,0.965696558301799,0.999998637735517,61.3128277777778,68.5592,35.392,53.303625,59.18466,59.8631055555556,44.1659666666667,51.66672,74.0990585365854,80.430425,6.86956331608112,NA,NA,10.4312006025493,8.62998521942563,6.63585590682363,15.5644774299614,7.68691624225216,5.57610715453363,14.4594269399687,39.763,68.5592,35.392,42.255275,39.3669,37.02315,32.26565,44.8934,50.3884,77.752225,82.7281,68.5592,35.392,68.27055,76.04285,67.62965,58.80385,54.7445,89.1493,95.15405,36.144032,66.6036307277628,37.77,59.6062,28.497825,43.896125,44.99825,80.57565,1.53367187864898,1.72695386228656,1.84272830235882,1.57813608684141,0.88184337116652,0.65822161811809,"LIHC"
"ZNF75D",0.999430419127151,1,0.999935074839238,0.963648024663297,0.959626508237835,0.999893265917562,0.98533190665421,0.999998990200282,0.999994378808734,0.672512723489459,0.983524424572393,0.999995123839723,0.99999829816164,0.663820061289529,0.999999990702909,0.999819916259242,0.999999654556604,0.999997713614516,0.924771944070012,1,0.999999999962105,0.613800289601811,0.856598694820077,0.996929601740475,0.999981520940883,0.19669409299592,0.160689360435533,0.672067144788637,0.979080956843169,0.999995518195183,0.999998071168766,0.649970048887783,0.999999994578022,1,0.999999999979698,0.149896194953261,0.999999962828387,0.999943082365504,0.999999999098805,0.977853008078547,0.999987741422469,0.999998041614494,0.999999032830072,0.802561605246938,0.99999745546534,280.223361111111,186.4691,285.7264,368.97485,231.236873333333,239.087727777778,230.782033333333,409.5974,238.493870731707,263.7261,33.904051777838,NA,NA,60.472595073919,29.8809925530507,24.3242610352033,60.6216475739025,76.3089660422876,17.3725939852177,24.0962816723521,157.99305,186.4691,285.7264,348.536225,170.69635,154.457775,172.27355,304.8723,149.7528,228.3755,388.6387,186.4691,285.7264,420.659075,259.35045,298.32745,273.77695,482.9988,328.4262,304.4596,236.841762,262.860614824798,238.26885,239.0258,204.61285,268.72705,174.6709,320.2726,8.21806710426653,6.57888482498213,1.10985753781378,1.00317687351914,0.150374502989823,0.00457599483569165,"LIHC"
"ZNF197",0.999932519348283,0.872601985776972,0.999312997810285,0.99999987291623,0.999997601021906,0.955170073218645,0.995316855514891,0.99740366931331,0.704342143332207,0.997846232149558,0.999272323294666,0.99999868601478,0.938234281992757,0.999999999889002,0.771925860698975,0.999991090269066,0.999348770294412,0.8437670391069,0.999934677401751,0.99999999999412,0.998514771891922,0.999919056862891,0.998873940694783,0.791778168207802,0.999748887388453,0.999999999997043,0.989717678393037,1,0.9999792743171,0.999546691927389,0.794955734165188,0.999941705266127,0.999783801832416,0.886222551825627,0.999999971211191,0.999999473457101,0.944903979577188,0.977023619617571,0.549905237819133,0.963020739231176,0.999256658633624,0.738491853238517,0.999828613482704,0.999607472084751,0.978660786850185,293.391305555556,233.1013,123.164,277.622675,328.189753333333,270.789019444444,322.2695,323.70396,307.833704878049,372.36695,19.724510643897,NA,NA,45.3755616145111,31.2573913384519,17.5609553753869,75.1717473064848,6.21892085659562,15.5966461155037,126.770200334979,218.191,233.1013,123.164,215.62115,244.75645,205.23375,268.91955,318.9432,247.7043,187.09195,367.816825,233.1013,123.164,327.840975,400.39625,324.92575,394.80765,330.5945,369.6937,474.82495,312.141036,305.671511859838,317.90445,302.5297,286.110625,346.787575,230.65025,370.112,8.45225202772091,5.59169183449418,0.979273714782693,0.951637197906478,-0.0302159339680492,-0.0715164294858625,"LIHC"
"ZNF732",0.997990718609432,0.999999999998141,0.999681788724464,0.998610097946298,0.999997591766605,0.99998390951104,0.999999979191048,0.996296810662112,1,0.995862610868868,0.999278282567062,0.999769594114261,0.999999760137884,0.999991182250219,0.995171652105638,0.999999996356025,0.99789782327994,1,0.99935617380837,1,0.999943662406384,0.99999990023468,0.999681337243853,0.999999993104037,0.99998528989854,0.999995380889393,0.999999997995492,0.999999109624957,0.99664811892595,0.999863824810322,0.999999228743987,0.999998312422525,0.985719388817009,0.999999996592007,0.999841682253659,0.999999916580598,0.00816988658447215,0.98147991309937,0.632472635334551,0.359354093984861,0.00650259135535858,0.0164065593185327,0.116614690675341,0.105174407386582,0.0195132154268877,1.64988888888889,4.1732,1.4157,2.94485,1.42551333333333,2.272575,1.32063333333333,2.03688,2.39226829268293,7.893025,0.355071998396136,NA,NA,0.97556525537762,0.386534144967035,0.478739146810131,0.413693257270542,0.62281167570944,0.380653172631757,5.92160181980279,0.63715,4.1732,1.4157,2.041625,0.4049,0.768525,1.0838,1.1223,0.7835,1.603425,2.0878,4.1732,1.4157,3.443375,1.9495,2.320125,1.7328,3.3424,2.9822,9.3293,0.914362,2.57272911051213,0.81045,1.6129,0,1.612675,0.78245,3.05605,0.141892677203582,0.163614771587551,2.81368769755538,1.99012894071195,1.49246220697112,0.992861906195743,"LIHC"
"ZNF546",0.997014059632462,0.919274121878982,0.999995653058405,0.999999999995338,0.9976900821869,0.940758520560581,0.999999999997571,0.996386592401706,0.912814236580152,1,0.973298243750988,0.999931896711424,0.983888026937337,0.999189384316587,0.970519303845454,0.993448104262336,0.951995888761993,0.743277562739493,0.999261137810963,0.995828529814272,0.857544329078467,0.99999982858096,0.994561568989919,0.906078261846352,0.999999999654202,0.999999980290966,0.991294423623474,0.999754010876119,0.999998481686409,0.998650776293827,0.94175825756904,0.999999799778955,0.999992692031817,0.987284537474074,0.97457703307276,0.999966412759586,0.999723275223822,0.999976625555342,0.992696840547014,0.999900271957932,0.999560348424888,1,0.960560096437843,0.99917673590097,0.999971798429095,69.3683944444444,44.1164,28.3136,70.6905,70.1473,59.7271388888889,86.395,73.27822,66.5674512195122,59.297075,5.38694364038986,NA,NA,9.62831781716481,8.2814664897618,4.87246747546016,29.3049384418395,11.8690450542325,4.33915173148989,6.80386248371406,56.515275,44.1164,28.3136,64.9723,50.74745,38.84985,71.2791,68.6322,46.9682,48.950225,77.74785,44.1164,28.3136,83.72315,78.98475,72.753675,115.695,74.5788,85.2853,65.8278,62.223978,68.0409018867925,58.7666,62.5122,43.318875,77.01875,48.2658,81.05855,3.81897985762871,1.65187113244485,1.09348363884406,1.06373688455687,0.128931634345648,0.0891413441778383,"LIHC"
"ZNF286A",0.999994329877705,0.998770170391203,0.997265875491531,0.999998682726985,0.999931597981182,0.999934531267,0.998607883348032,0.9996099769162,0.999964279683383,0.999999999156058,0.999575093213455,0.999832695635408,0.999862098003438,1,0.999999897386192,0.999794191957441,0.999467193642114,0.999998331883168,0.99999989761968,0.999999996340842,0.999999335439846,0.999947093423071,0.999781732327378,0.999975326660904,0.999999999929551,1,0.999999999232438,0.999999998106852,0.999909784847015,0.99989869111985,0.999770982516246,1,0.99999654459562,0.999999998459185,0.99999676902561,0.999999965997305,0.967322299068357,0.999999966043814,0.947286238930697,0.966703059938167,0.797919548188264,0.817670400040067,0.926827006538288,0.922803537423082,0.848046360226757,100.695333333333,124.5989,55.2115,89.8151,84.9724666666667,89.5022944444444,78.5602333333333,85.43846,91.6045463414634,139.15,12.1606365123657,NA,NA,17.9865302240779,13.585980121913,11.8341789076923,12.4970331682275,19.0438709980823,6.96612207349735,50.0226141685605,63.03355,124.5989,55.2115,69.880175,55.21845,52.17205,66.3083,70.2555,59.5299,81.8454,129.12995,124.5989,55.2115,93.651625,99.90645,105.130725,86.81915,85.6862,113.2859,180.9316,62.895012,93.7474150943396,64.9402,77.04,51.142025,73.950675,57.2589,117.1139,2.92668936029612,2.97870665169703,1.49053815419162,1.18632218564156,0.575833305324735,0.246495875401168,"LIHC"
