"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-1","count-2","count-3","count-4","count-5"
"ZNF195",0.817445400550876,0.999257132162767,0.697118258282541,0.889336193001206,0.997569779705339,0.829735798015809,0.123653838272356,0.00521287246099122,0.227073234388184,0.120894246362221,225.846858695652,247.215698387097,220.5569825,258.49342,170.417121212121,13.8523022196475,16.4047910180916,12.9814411148762,40.2810130594657,9.9513173432589,155.658575,153.600175,171.10395,166.8498,132.5967,275.390475,300.827675,255.253125,324.814875,206.4846,46,62,40,10,33
"ZNF263",0.868566869062439,0.288803063409939,0.773332416361061,0.999999999506551,0.982238023815404,0.755411126581361,0.661846457546882,0.981689895552061,0.987613644189377,0.916109003782285,689.944219565217,649.322311290323,598.61134,689.43235,623.751754545455,36.2719606185292,29.4991815280038,28.9793948721326,73.1310213120932,27.8263733427899,524.809075,536.184725,444.18055,553.811875,485.2643,736.50665,717.75155,700.14105,729.8401,755.5579,46,62,40,10,33
"ZNF200",0.571660062893853,0.916994050513114,0.984207074470601,0.994866723524792,0.991745523447029,0.999942450558709,0.999201915653776,0.497532088860496,0.849714279199683,0.98353788586805,227.939506521739,201.74219516129,211.46175,215.49716,232.990548484848,15.1535302883502,8.1816760409455,14.5460628073593,27.9742328457704,19.3094861629197,165.58215,161.081275,139.937975,159.821025,166.4779,247.471725,232.489975,250.43355,254.70665,285.7143,46,62,40,10,33
"ZNF582",0.425530281654688,0.975950374465222,0.155750752869947,0.475388184792132,0.957214215687711,0.280380624431134,0.916311767552395,0.965068879204068,0.651054654270274,0.831966532740709,31.74435,41.822164516129,27.8774525,48.96949,37.5517,3.98905654086767,4.41841882812928,4.50751964057041,9.41720309892073,4.62540297447152,12.098125,13.4547,6.48925,31.10335,16.9875,40.196625,58.980825,37.64175,54.6751,49.8379,46,62,40,10,33
"ZNF285",0.792863795619504,0.999789957628913,0.898907825290299,0.000231376053158261,0.0018583792157093,0.000446222438720612,0.99391616249238,0.594545454591672,0.980549635820164,0.000143781233649443,29.102852173913,40.5258451612903,31.0721675,107.94553,24.2020727272727,4.6532342746347,6.51902066951993,4.33280173305672,53.0845144355867,4.06584092392931,9.3251,7.079875,6.83085,35.23645,10.1368,40.850025,60.18265,44.28875,85.30515,29.1734,46,62,40,10,33
"ZNF275",0.998564698551221,0.926802046608792,0.78624591978132,0.674463465212477,0.549927645835811,0.926154273304324,0.959680166461828,0.863593243101539,0.999989472614307,0.914206970014527,882.388623913043,924.507670967742,748.697755,529.49769,763.463260606061,90.7981859451418,141.126081167124,76.2413812676548,104.515441077667,72.3731037019349,473.835475,473.773575,410.36975,291.3291,467.8464,979.84775,1028.6298,817.982375,800.80885,946.4446,46,62,40,10,33
"ZNF37A",0.286727190199685,0.971809509442843,0.736212613465167,0.407700495045309,0.0325084542899535,0.223026980203785,0.994698871224307,0.657238994972679,0.999741123780517,0.299926478495755,266.370686956522,321.275166129032,285.5941075,178.88145,279.381139393939,16.9682633540055,22.1336991364654,22.2948431566379,21.6146118083385,23.1101872709203,176.914675,202.09185,161.390625,130.9418,167.8998,348.075075,413.340875,381.329825,208.0033,376.872,46,62,40,10,33
"ZNF510",0.86429774648341,0.98755837683221,0.583510319757307,0.711437875385882,0.344373267008337,0.878078094496739,0.999984121091468,0.933927686901363,0.982364749340726,0.702080384486623,158.030543478261,175.986996774194,147.904895,116.36073,159.993978787879,13.305838719535,13.2559612145997,15.0257265767967,17.241917684205,15.1164715524233,98.5761,95.07555,82.931125,85.32585,83.3061,199.2992,226.753875,185.8036,155.270075,230.6407,46,62,40,10,33
"ZNF506",0.538339776431477,0.914562189352644,0.124627317529974,0.999825579761955,0.954395738353692,0.95971979096177,0.269955053552063,0.0050813092157902,0.774453789314983,0.612223156790782,157.85975,197.752585483871,133.3963425,165.60495,97.0886363636364,15.9205015030205,24.0684706432768,13.3282936417612,36.7680460161213,13.2263878281338,78.167875,63.267125,73.18195,77.0782,37.1564,191.802475,289.4356,169.431725,256.445,149.6735,46,62,40,10,33
"ZNF324",0.972245953849064,0.975948080070276,0.999999385913864,0.946725258664727,0.994263675910927,0.996070410765052,0.997855553320495,0.999437493554318,0.999259371387669,0.985613685115059,130.557547826087,135.9249,136.29185,142.10478,133.767542424242,7.00200735468275,5.34029332713389,6.29295344031617,22.4235753570448,7.23893185833007,96.17975,105.318325,109.001025,89.5675,110.2784,163.43695,160.6415,169.612175,154.193575,145.9854,46,62,40,10,33
"ZNF671",0.813904657393353,0.889915413595147,0.260767286090174,0.99999686982132,0.980887841518867,0.971578488077645,0.909156838732551,0.322898755869944,0.999999999946578,0.974055647391102,92.0856260869565,105.672741935484,79.3266625,93.45099,79.3857878787879,7.97113596070975,9.37485630058191,10.1722978914523,16.9630022518188,10.5920011775233,52.960425,50.91895,39.524775,64.49945,37.564,125.91595,137.872075,104.02295,128.1441,102.0672,46,62,40,10,33
"ZNF416",0.129715040821307,0.999957812577899,0.20578474090696,0.588338659576925,0.999895263122963,0.646604604760129,0.976604288522648,0.555863940709244,0.990414286566176,0.835887543095163,74.9413891304348,94.6900709677419,76.02402,96.83418,80.7063909090909,6.50173313974261,6.00012247954286,5.91342631513801,12.9853658946506,6.82220265414831,45.61445,56.2507,52.26135,78.92635,48.7152,96.753775,120.445125,90.46215,101.4882,100.8477,46,62,40,10,33
"ZNF586",0.33533346900554,0.869194828162683,0.940088503942611,0.000204260283596103,0.00734252398007795,0.00247513606093186,0.745986245272874,0.027367395288457,0.240670734539662,1.41074822279652e-05,68.4650260869565,81.9171790322581,76.18727,124.64131,58.285,4.43970928270006,5.26369471344629,5.69743590162659,20.9714543376067,4.06477277940144,49.517125,57.203875,54.51795,75.829575,44.4701,81.1092,101.984,95.650625,150.04385,64.0312,46,62,40,10,33
"ZNF446",0.984167161784546,0.960727317471129,0.732320417696267,0.70458896212843,0.852091407459478,0.450507821732769,0.539943723563514,0.222022281923892,0.90880339990579,0.181574303014183,215.208184782609,225.805732258065,200.1213225,261.05016,179.187218181818,17.0633594001219,14.2831650311977,12.9941397188435,40.759423379397,12.9218909309831,146.519925,149.84535,150.373725,154.30775,117.6783,247.653025,246.58575,244.027075,358.852425,234.4653,46,62,40,10,33
"ZNF8",0.366803565444698,0.999522202835832,0.554359125309526,0.299586703900392,0.877024724141317,0.386051423336483,0.772019600380029,0.0362453119571202,0.675147963968881,0.0723982807247879,52.4455065217391,64.0396306451613,53.9688175,74.64803,43.7417515151515,4.98339757990615,5.01835626769476,4.09533123373416,12.4409192920696,3.53663915671276,31.8595,37.51675,36.273175,44.718875,32.7333,60.79465,78.6931,72.04435,110.454075,50.5688,46,62,40,10,33
"ZNF264",0.0811726185209567,0.999981894417287,0.130904758549526,0.99677425440819,0.363644686571275,0.994424619182891,0.952959080248836,0.0203534297215365,0.936134556390597,0.999961911960674,327.921039130435,416.130919354839,331.527345,306.36976,299.114521212121,27.8625496472148,26.5216799136049,24.7576619154786,35.3375818617932,21.1509777713057,227.09385,295.9998,215.201925,226.55095,195.9757,375.1515,561.0684,452.591675,409.12985,378.8301,46,62,40,10,33
"ZNF213",0.949756095552217,0.999518221498825,0.990011969742752,0.998411786301679,0.999956958355765,0.999865950046012,0.132158676581773,0.0160206930538567,0.098712734224123,0.393644590345576,219.5238,241.243041935484,226.6611025,235.11615,137.113975757576,23.4399419225386,22.5816082958277,26.3077023444679,31.3688877897308,11.3939682147499,121.5481,115.88375,131.3564,145.978675,93.8894,231.98795,293.595275,250.144725,316.178225,159.8591,46,62,40,10,33
"ZNF343",0.985677169027064,0.857004596950711,0.527105869713081,0.0195915677394859,0.00608651502320756,0.11028831584386,0.411742327831601,0.146680191019933,0.938054574374673,0.330291840902749,205.897080434783,197.327720967742,224.2677725,297.77531,239.782290909091,12.40755718707,10.5614157486158,12.9290765607335,49.2170982095618,11.3129425464479,152.89785,135.02875,175.571075,188.2494,197.3684,246.023375,233.7916,250.202725,398.4857,280.1797,46,62,40,10,33
"ZNF302",0.93139176367811,0.990865995833316,0.720461001753495,0.999769956867139,0.998793381375547,0.990988569206611,0.983740777533344,0.701162844119074,0.999980075017494,0.986286614418467,505.0052,540.165459677419,482.53506,519.15166,477.376396969697,34.047138989033,32.8274025959579,28.6858191164925,101.564527456833,28.9756184304193,311.773575,350.381075,366.639775,293.6354,374.5383,630.6998,685.99075,582.2219,648.6148,576.0344,46,62,40,10,33
"ZNF268",0.862267094801214,0.999999994815868,0.884522768371135,0.860549944192128,0.516410340343347,0.862964663482217,0.948563474166464,0.999963363412662,0.956332657905862,0.616860182424987,254.304158695652,283.440566129032,254.7077,201.85664,279.747263636364,20.1110498478126,20.8580700237196,25.3697604527135,41.1697465025748,25.1460661169953,149.312325,162.78465,122.573525,121.4136,155.9476,343.957775,385.344425,367.2383,279.9331,374.7368,46,62,40,10,33
"ZNF184",0.999998202721821,0.994998171943306,0.990084285105305,0.994230574506625,0.991738518286731,0.999845950702301,0.986183588382095,0.987911183954775,0.912502608656052,0.952696134761821,128.714676086957,129.473824193548,122.47882,118.27049,137.305718181818,8.34039062892644,8.62673939876765,12.0139935805721,17.0294538949463,17.7584238817383,90.49225,81.07465,80.175775,87.9419,81.3093,149.5404,165.709325,136.85005,141.596275,145.3488,46,62,40,10,33
"ZNF500",0.195299959488062,0.284219430023346,0.999999976050199,0.384115203636961,0.976432316057771,0.980773395199774,0.54808145722731,0.996862497754961,0.99731258815202,0.940489506694822,186.914076086957,161.483982258065,161.26446,149.38137,165.985103030303,8.91500175286989,7.59099516634554,7.87988945169739,21.9415247566549,11.9654932003793,151.520925,118.280125,126.2054,105.21775,101.8401,228.130725,198.135625,195.40185,215.241,214.4651,46,62,40,10,33
"ZNF419",0.9999989388339,0.66059538374974,0.632228880716193,0.986126946331047,0.981779609412381,0.672774573333844,0.820763048143134,0.810070736475431,0.999634267700667,0.767362787871287,149.117726086957,148.2573,121.3207225,166.12697,125.821312121212,20.2276967206368,11.3631076256451,11.2834545849451,11.7243178991933,11.5996497827445,77.96075,75.7902,68.7338,131.61655,79.7645,163.9082,205.461775,148.6071,199.69975,167.7008,46,62,40,10,33
"ZNF175",0.802926266945186,0.99808427646181,0.947852134431219,0.150304050851314,0.423968068964381,0.232992753807432,0.964593995052189,0.998205448058996,0.99642262410164,0.374543221090437,83.7809260869565,72.8093096774193,80.4124025,42.93775,76.1111515151515,8.50857361461475,5.78927522233257,9.42862369434058,15.4531029071061,6.60466576151066,44.53725,34.20545,42.304375,7.71655,49.4104,106.669825,107.26565,117.085475,54.4152,101.5478,46,62,40,10,33
"ZNF14",0.919942973209123,0.00165110944075486,0.0107918768411158,0.811992058069465,0.50503697788401,0.00695120085888534,0.000247156889879196,0.00170341936197171,0.96255251237919,0.00194689964752959,86.8223239130435,77.1269806451613,37.3737775,109.54075,27.9507090909091,9.54030184524212,9.86572022022996,5.61301181629938,18.449153315425,5.19512678274686,32.767125,19.5268,12.876575,84.27885,10.8632,131.02355,97.3387,46.150825,137.547,34.1537,46,62,40,10,33
"ZNF85",0.0306657477021246,0.00220964576937355,0.763262421362735,0.353990409898177,0.00427647649680862,0.000571524116245392,3.01757218076348e-05,0.107820165090748,0.737129127140415,2.92118647226003e-05,59.6480586956522,37.1706080645161,27.750495,84.93286,16.4078666666667,8.38984119503804,4.04269339170892,3.57409388954838,22.8521960220321,3.66011813088582,14.37045,12.052375,7.76795,52.1133,5.725,75.771925,62.813125,40.740325,91.329075,16.6612,46,62,40,10,33
"ZKSCAN1",0.999900512732969,0.974895768865693,0.987180219456294,0.393747358833858,0.323245530506712,0.218227746928062,0.156590478033077,0.155592202768603,0.462384463885796,0.0160587894841003,906.05067826087,930.164080645161,1017.1607475,377.06854,1351.03383939394,94.7213015497485,92.7059937899891,189.230324103381,69.2529778273448,165.632662989017,486.57515,422.06225,371.27255,249.114625,404.1223,1190.450175,1250.140725,1339.7267,474.2152,1936.0465,46,62,40,10,33
"ZNF862",0.994173579019425,0.993350895350254,0.999997309346202,0.220487924582252,0.121996603124527,0.137234995515398,0.397439971986381,0.56359273383984,0.676507456068179,0.0159369480693745,293.07372826087,308.729446774194,311.0756875,147.70777,372.585357575758,31.8308666146057,26.3720716744996,24.3087791957783,25.9473225291339,38.2703765671692,156.629325,189.7398,200.133925,80.801575,251.1263,384.869775,380.829175,399.998775,210.42895,497.7398,46,62,40,10,33
"ZNF684",0.268008082531687,0.00282356206755474,0.271676699685612,0.00863530592928352,0.154877300288523,0.828820594965288,0.802957577650043,0.968550320786286,0.147253687461424,0.0869616540838085,206.461854347826,166.943843548387,125.9156225,88.09988,180.885551515152,19.9926892720973,11.3003062747634,12.6850750724684,18.091546497226,17.371326922898,101.00195,104.881225,75.81345,42.892425,103.8168,257.159275,204.873675,166.9952,134.94775,213.8954,46,62,40,10,33
"ZNF430",0.0889935578704678,0.999999999597087,0.111420850704907,0.999993177380152,0.551533569060728,0.99999482175041,0.397516393881841,0.000480370804602948,0.432977200773428,0.83467728232871,24.5652369565217,39.2822387096774,24.5233375,23.79336,12.5202878787879,3.17009891029548,5.46710893602483,3.7441896983735,7.04015220345571,2.45779325242423,8.371925,7.74055,8.77125,3.9524,3.0415,35.7953,52.980575,33.92825,35.841125,21.9486,46,62,40,10,33
