"gene","pos-neg","mean-neg","mean-pos","SEM-neg","SEM-pos","Q1-neg","Q1-pos","Q3-neg","Q3-pos"
"ZNF268",0.555899653630074,269.050645578231,253.622627272727,12.4987417490637,23.2609696187768,151.1475,144.3234,374.52095,337.138875
"ZNF184",0.899489478315337,128.959532653061,127.366984090909,6.31960009470104,9.12771301089371,82.4402,89.57265,150.1369,143.72295
"ZNF500",0.352252369580747,169.945360544218,160.226975,4.92414005230658,9.60997999238992,127.43625,108.953725,202.0635,197.89485
"ZNF419",0.363684917712195,143.317570068027,128.406525,8.45037783065696,9.85422103196383,76.4211,81.64215,177.80975,183.42925
"ZNF175",0.43200047107454,77.6479829931973,70.7133613636364,3.86179082966323,9.65252243310407,45.2472,28.618025,108.8005,90.529525
"ZNF14",0.49700553632675,62.5962074829932,70.1543,5.27294180638446,10.0931953386059,16.0447,16.6736,91.44095,102.6723
"ZNF85",0.153304029356742,37.0906306122449,47.6562204545455,3.28580542807658,7.82560887041396,9.46745,10.726325,52.974,63.545825
"ZKSCAN1",0.291551327957225,1022.89592517007,864.182618181818,72.4181671787475,129.158776767909,452.1724,277.27165,1412.62245,1200.0794
"ZNF862",0.0131105880557441,327.691203401361,242.441643181818,17.4128746784868,21.9119528452536,178.2111,141.641275,397.7039,289.456375
"ZNF684",0.0902150270823615,173.230810884354,142.492756818182,8.87780858980816,14.4229857411858,94.09835,75.83625,216.9127,182.141825
"ZNF430",0.867958238882187,27.4175326530612,26.5263409090909,2.65636394760174,4.11056194123126,6.0259,5.37955,35.4993,43.407325
"ZFP30",0.721684530646444,98.3750258503401,94.0788295454545,5.92773242937456,9.59306061888963,49.6323,42.71335,138.1404,133.350325
"ZNF549",0.948975965007852,59.8674020408163,59.1551113636364,5.3980938553946,9.35175377189376,17.3391,13.05375,76.6282,106.42395
"ZNF211",0.988309495728317,116.2857,116.496386363636,7.33474102425192,9.34333773629519,66.2708,72.77475,140.70635,153.121875
"ZNF205",0.281287298406037,350.82732244898,384.104629545455,15.1637025391555,24.499569196372,244.81995,280.03245,423.21755,458.394825
"ZNF45",0.228415225347739,171.156291156463,196.964302272727,7.85394971291537,29.0405781012051,108.84105,102.39465,204.2157,231.381225
"ZNF133",0.645455938126746,230.984694557823,239.051054545455,8.09673023314701,17.1126113393862,164.3698,160.817775,268.32445,288.56005
"ZNF436",0.867779019575822,216.456923129252,219.923338636364,10.6727813425103,13.0574968229409,140.9731,130.4092,262.56135,285.86455
"ZNF484",0.391469952227184,40.479912244898,43.5998863636364,1.57571858745142,4.05826685228577,25.52375,24.687825,48.85985,56.55205
"ZNF780B",0.573873685624006,172.812972108844,160.757256818182,9.87331567580663,21.0588873101087,106.2811,75.718,207.35425,180.3418
"ZNF557",0.0842224288906751,133.132593877551,118.937229545455,3.89266682922354,7.37184135554168,99.40645,76.93675,157.9869,151.2174
"ZNF337",0.159063895871272,300.589287755102,265.706625,12.1937835037688,19.3037079346325,213.29695,178.054525,354.29725,306.2509
"ZNF317",0.0371747926186649,537.800536054422,473.764172727273,14.1316120089929,29.735154334133,440.68575,334.302825,613.72295,562.001125
"ZNF426",0.926560358398706,38.8368,39.4815818181818,3.25588351101501,6.69660794385664,11.9949,10.230275,50.794,50.03005
"ZNF331",0.25013730649383,606.481311564626,394.342118181818,98.9607522511434,57.5616044424074,124.2028,120.742175,605.10315,500.739575
"ZNF227",0.170391945066153,203.38323877551,246.332088636364,8.72277680141136,49.3120194552918,133.19155,132.4126,247.4896,247.0938
"ZNF141",0.100029694815084,40.5255904761905,49.582675,2.48084734255085,5.63603961082795,17.08365,26.066825,56.6025,64.7174
"ZNF304",0.97667602518197,162.836554421769,162.365061363636,7.70580788281218,14.2789981407519,98.1723,74.671525,203.9749,232.669425
"ZNF132",0.592972945722623,39.7540299319728,36.8046136363636,2.87768017206181,2.95042360046013,15.74335,24.094525,53.1531,47.880325
"ZNF20",0.103503741590626,66.601037414966,59.4794113636364,2.0901557180546,3.81372011157775,49.4447,42.535175,76.83405,77.50465
"ZNF670",0.900041844470547,63.5389904761905,62.6574522727273,3.2835557601615,6.62325630530688,39.1959,30.2999,84.5648,76.032325
"ZFP37",0.0445139197517042,23.0631292517007,31.5526204545455,1.84776647865484,4.56742360292285,7.2275,11.2422,30.86655,44.695775
"ZNF189",0.03501001177895,559.752282312925,703.764868181818,28.4291321085235,79.9387005450441,336.0794,359.552975,655.497,780.280225
"ZNF434",0.11095246727027,271.450356462585,246.216436363636,8.06098818114056,10.1395682009582,217.965,194.074575,317.67105,294.305
"ZNF287",0.486159769520534,24.3353843537415,27.7766363636364,2.37405367321842,4.28223371758725,6.6389,6.134275,32.8383,51.79965
"ZIM3",0.402739332500135,0.0777258503401361,0.01745,0.0389065549103552,0.01745,0,0,0,0
"ZFP14",0.625459844153716,127.974857142857,121.304484090909,6.60544647603664,11.6057517649901,77.21765,77.0788,147.6815,138.288025
"ZNF473",0.00250264620578866,221.182538095238,275.126190909091,7.87443116345334,18.5770640927756,158.4606,199.152,252.40765,336.441375
"ZNF614",0.174534311698967,98.6425816326531,117.929836363636,6.39909505926087,14.5933389552115,47.691,42.108975,134.64315,163.420575
"POGK",1.9647430796077e-05,1110.38518571429,1575.21423636364,44.77747289173,123.924044332775,765.39175,1056.112675,1345.8377,1891.513825
"ZNF514",0.308974241796182,121.670510204082,102.739713636364,9.56008712325874,11.3230234505343,61.666,44.658975,149.08475,135.58895
"ZNF300",0.357408882829721,57.0410829931973,70.3966431818182,6.79118224928254,13.6296272985075,13.6515,17.70905,60.22585,80.3593
"RBAK",0.182111834456143,335.01621292517,302.002409090909,11.9906469827403,20.6116192848177,240.24065,195.382225,409.2484,367.7365
"ZNF92",0.787127817267441,129.318296598639,132.884818181818,6.33194945517626,11.5582904011739,81.399,73.18345,162.4171,180.05045
"ZNF157",0.328752397633647,0.283663265306122,0.430640909090909,0.0606072475837593,0.185884358596428,0,0,0,0
"ZNF182",0.322382751363581,135.096653741497,126.208445454545,4.43091895172696,6.98344229366263,99.13995,94.5187,160.4938,155.60175
"ZNF673",0.825353987905332,227.554891836735,225.068754545455,5.45597439145228,9.51532393067304,179.7219,182.793125,273.5719,266.634275
"ZNF41",0.798849464780641,127.616128571429,124.892570454545,4.9917908789127,10.1314401890751,84.8123,79.350575,169.90175,163.3083
"ZNF7",0.0447548206424254,441.45037755102,529.716152272727,19.5661577363968,45.9753935390136,278.62245,348.369175,555.63755,618.763925
"ZNF214",0.541600473015036,25.2459850340136,27.118325,1.48572059662979,2.58348021705706,13.52075,15.068275,35.4548,40.779125
"ZNF215",0.630497617314857,18.8833551020408,21.6383113636364,2.80411014629315,4.62653061834529,1.7061,1.82165,19.7821,20.759125
"ZNF547",0.381310976557412,33.5796646258503,29.9602045454545,2.02856314569407,3.29688510029627,16.7236,14.21175,42.75765,38.8645
"ZNF773",0.942950954616333,69.8627795918367,70.5175363636364,4.45188156092405,7.59067721317193,27.496,29.986125,99.9747,116.789125
"ZNF776",0.398150402236247,236.380170748299,220.556784090909,8.98784151491781,16.269377392815,156.7788,135.3842,298.3493,289.503025
"ZNF256",0.58134920136149,62.4662537414966,67.4856159090909,4.42723912985538,7.54928204784654,25.35135,28.66935,87.31435,95.3752
"ZNF599",0.242046827635842,58.3718850340136,65.6751318181818,2.59883063879816,7.3752359609601,32.9191,33.2548,75.4538,82.0058
"ZNF18",0.000682560970327151,181.987507482993,139.813479545455,6.13554331044356,8.79830610998839,127.86955,102.327475,227.86085,157.4877
"ZKSCAN2",0.421508631607472,146.406731972789,138.168745454545,4.74776710718047,9.90320303675231,105.8089,92.392025,177.0372,171.0662
"ZNF689",0.521289651329396,133.282585034014,125.324170454545,5.836599442363,11.5107863300761,86.7541,74.9434,174.2636,155.104575
