"gene","p-adj-Stage II-Stage I","p-adj-Stage III-Stage I","p-adj-Stage III-Stage II","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage III","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage III","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage I","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage III","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage III","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","p-adj-Stage IVA-Stage I","p-adj-Stage IVA-Stage II","p-adj-Stage IVA-Stage III","p-adj-Stage IVA-Stage IIIA","p-adj-Stage IVA-Stage IIIB","p-adj-Stage IVA-Stage IIIC","p-adj-Stage IVA-Stage IV","p-adj-Stage IVB-Stage I","p-adj-Stage IVB-Stage II","p-adj-Stage IVB-Stage III","p-adj-Stage IVB-Stage IIIA","p-adj-Stage IVB-Stage IIIB","p-adj-Stage IVB-Stage IIIC","p-adj-Stage IVB-Stage IV","p-adj-Stage IVB-Stage IVA","mean-Stage I","mean-Stage II","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage IVA","mean-Stage IVB","SEM-Stage I","SEM-Stage II","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage IVA","SEM-Stage IVB","Q1-Stage I","Q1-Stage II","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage IVA","Q1-Stage IVB","Q3-Stage I","Q3-Stage II","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage IVA","Q3-Stage IVB","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF620",0.999913287659352,1,0.999999999983868,0.999960718323191,1,0.999999999985004,0.999927863670182,0.99999835782786,0.99999983168408,0.999998514288003,0.999999873443262,0.999984550915548,0.999999993931127,0.999986422376136,0.999890270314557,0.75738484678326,0.826638057720838,0.962193832736327,0.830962875452025,0.957996068867684,0.816280672301362,0.98786009709024,0.982029225591708,0.994426728958644,0.982262134350593,0.976049300083341,0.994799352441949,0.749127839739848,0.993955034508547,0.988788934676436,0.998628667075119,0.989078832446505,0.984890149177248,0.998687415703485,0.710245106914883,0.999998565589151,41.4277744186046,43.0422816091954,42.0284666666667,43.0387153846154,45.76035,39.6095,65.964,16.9205,25.77725,1.87506001393585,2.8391688901798,14.3861406041061,2.82012142896402,11.222622269375,7.52180336276186,28.4061919843779,NA,1.00095,23.80755,23.99835,28.29525,26.1959,26.91365,22.9769,40.1368,16.9205,25.276775,49.548375,53.8658,52.60585,53.5746,45.7336,53.2985,89.1197,16.9205,26.277725,29.356108,42.0609520215633,28.6496,36.6133,24.84195,34.295775,24.34285,51.47315,1.13091015786307,1.28363744286763,1.4327836653811,1.27796897687926,0.518820794915561,0.353852814809409,"LIHC"
"ZNF619",0.980919059971968,0.777299070802705,0.897368820161299,0.999655040327002,0.999996990645673,0.864142176493621,0.999999914342871,0.999726291721779,0.842873865724157,0.999971434519068,0.945041792584075,0.996050521617999,0.99683467122426,0.98914144140691,0.982906437224511,0.999957394734401,0.999999891497684,0.994882601204405,0.999998294556733,0.999910494143771,0.99999953508929,0.999999982355267,1,0.998921024466591,0.999999999947876,0.999999795595471,0.999999576452715,0.999999999939699,0.992010460427825,0.973548500003169,0.705410154616483,0.983145662623318,0.998317467915733,0.905206452234209,0.985914313422358,0.99913025553848,36.5963784883721,39.9229011494253,59.7842666666667,38.6663876923077,34.830825,46.9058444444444,42.8761666666667,40.6091,20.8658,1.66230016256208,2.91169779249098,19.9362371536802,3.07956913257054,8.2382494823092,9.22485818388601,19.3065985362806,NA,12.607,20.277325,18.18915,48.22715,20.3406,24.59,31.4418,29.17515,40.6091,14.5623,47.32855,55.87135,79.63105,47.3765,38.9345,51.36,61.50675,40.6091,27.1693,41.25533,38.4413711590297,41.20335,33.6794,29.292825,51.84635,20.126,50.9067,2.05375043419623,1.24308291089039,0.931791629324736,0.817394702129803,-0.101920724717807,-0.290895202196555,"LIHC"
"ZNF354C",0.959167403437623,0.344360330298714,0.532940816288006,0.957864286502807,0.999999999451389,0.561637624400854,0.999999867354077,0.999420970729047,0.479512970708762,0.999111176758583,0.657476500670862,0.915752935549074,0.978346025102833,0.937125023683739,0.876655326488869,1,0.999997920941234,0.76570778247637,0.999995836194133,0.999999999935492,0.987910314324858,0.99959842710066,0.999959157869216,0.999367410272508,0.999970443453221,0.99935321078874,1,0.999817383501629,0.999808329646855,0.997804523582335,0.619900653840048,0.997324117447028,0.999984431142177,0.931386065942946,0.999981687678199,0.996602389214435,8.72831744186047,11.4333873563218,31.9704333333333,11.7380523076923,7.3889125,19.6225,8.35123333333333,19.1765,2.01775,1.00590398970025,2.13098186216714,30.4915870908864,2.35273155147241,2.80807545987827,11.5773139000374,4.83740607706697,NA,1.32955,1.06675,0.91125,1.491,1.2225,0.42285,2.1494,4.14835,19.1765,1.352975,11.33005,11.41555,47.95565,11.2236,14.19635,16.2615,12.52685,19.1765,2.682525,11.501226,10.0142318059299,9.94625,3.4341,6.000425,16.64065,1.0882,11.63105,1.11354547456169,0.869912693537174,0.87070994048199,0.34526580369486,-0.199735900888095,-1.53422064306764,"LIHC"
"ZNF114",0.999997134305521,0.999999999997524,0.999999998136391,0.478146885730524,0.800074817965591,0.999725935948377,0.999999999999626,0.999999989013626,1,0.99487108087144,0.99999999815667,0.999999662583632,1,0.987671213913874,0.999999999997609,0.999999999991301,0.999999996753943,1,0.999692178345817,1,1,1,1,1,0.999998262164368,1,0.999999999999331,1,1,1,0.999999999994129,0.999984317840124,0.999999999998752,0.999999999915561,0.999999999987779,1,2.6395273255814,3.70413218390805,1.82166666666667,10.4706030769231,2.224375,1.54485555555556,1.68596666666667,2.8201,3.2456,0.246011659725956,0.879866602736641,1.32263334467434,7.22154186628217,1.38167360844298,0.50587249714152,0.607867727753698,NA,1.572,0.8325,0.62285,0.5002,0.6112,0.42285,0.3252,1.2968,2.8201,2.4596,3.2327,3.55985,2.5305,3.5412,1.492225,1.8865,2.28495,2.8201,4.0316,1.344814,4.17269595687332,0.87325,1.8273,0,2.22815,0.70355,3.25625,0.187228405288889,1.2886018622914,3.10280526293846,2.09252791296879,1.63357315384082,1.0652468675226,"LIHC"
"ZNF454",0.725208538480129,0.999999999831561,0.999998215400971,0.956421128811506,0.999996208463013,0.999999906075019,1,0.999503452883181,0.999999999947356,0.999940199246939,0.997940382855034,0.999999999927336,0.999997782789451,0.999999739567416,0.999842668833713,0.99999430435431,0.998340016205988,0.999997397127595,0.999394672262458,0.999998267214796,0.99893067840006,0.933905875801115,0.979422795394454,0.97762548454198,0.97243901094013,0.951801985924268,0.987230892039836,0.932746408457062,0.999999996292746,0.999951196981236,0.999999982851071,0.999988194767326,0.999999998440898,0.999952351260265,0.999999999130055,0.968483677687191,4.88706744186046,7.30761609195402,5.45816666666667,6.73916153846154,4.8841375,7.6167,2.7599,18.6125,3.85955,0.55189801112561,1.61901094012255,2.19424711486904,1.45011632208435,2.65660124326026,2.96800978739214,0.889711651791373,NA,3.02275,0.95705,0.7784,3.94485,1.139,0.42285,1.612,1.922,18.6125,2.348175,5.864225,5.21525,7.59085,5.8786,4.65805,7.3155,3.43795,18.6125,5.370925,2.171586,5.80404447439353,1.9206,2.4643,0.90955,3.353725,0.9914,5.75925,0.251402873573271,0.535763715739418,2.67272144616586,1.28308861814016,1.41830948622447,0.359620815428548,"LIHC"
"ZNF543",0.999989932031916,0.877711093683954,0.913832974419683,0.995663154721653,0.999957707600571,0.951099877249966,0.999999999952752,0.99999988784848,0.934199837284631,0.999981248623638,0.673707945298714,0.787048983053632,0.999995278303774,0.897246207125061,0.920367686606081,0.999450944823633,0.998712246178889,0.86402780996571,0.996090006658585,0.99990330794162,0.865506261671568,0.999999656307435,0.999998568694202,0.990478774970362,0.999991818961575,0.999999918428305,0.996317592141388,0.999999999461852,0.999909319177101,0.999767732951132,0.928457364540989,0.999215861296847,0.999978981571249,0.946710540723912,1,0.999999999875913,67.8453040697674,69.5849494252874,97.9784,72.1953984615385,66.82725,89.9791111111111,54.8147333333333,59.2217,55.33205,2.76223135550489,3.86074058077453,30.1929406951912,4.16998719808292,10.1148148000664,12.0531993875122,27.3082558012733,NA,13.49105,42.192475,44.742,68.38175,50.7099,52.187775,54.2719,27.5613,59.2217,48.586525,84.944725,89.84595,117.9477,94.5997,82.63315,118.0812,69.93925,59.2217,62.077575,42.725628,69.4643673854447,41.94445,63.9731,33.69405,53.04245,45.60945,88.07485,2.12975091046748,1.84600645970703,1.6258243737329,1.5251862880548,0.701171421724586,0.608985465914228,"LIHC"
"ZNF354B",0.99958123498302,1,0.999999992628846,0.993197428221435,0.999997547012914,0.999999731651327,0.999992675039276,0.999751683546792,0.999999967882261,0.998884922985835,0.902725017710699,0.969956705368052,0.998459285753845,0.98858424232039,0.947085343664041,0.999999999895574,0.999999999999023,0.999999999978373,0.99999999662619,0.999999272806203,0.999396961207853,0.997282343412746,0.994798780447336,0.99907556324403,0.992449019422581,0.999501034903628,0.957441943755602,0.998440912275873,0.78085490181998,0.718754167611801,0.939112398455594,0.676948565305776,0.926591192072069,0.4750758583988,0.920235867242569,0.99999730345412,64.3701755813953,67.290875862069,64.0879333333333,69.1531215384615,59.6448375,81.7833444444445,66.2331333333333,35.533,21.4524,2.48345180267649,4.38336894685623,23.5416987346802,4.79333069952282,7.06722335902908,20.5938470217719,22.6557757124854,NA,6.9995,44.017425,37.7066,45.82885,43.67,51.03005,39.1958,44.44485,35.533,17.95265,80.8081,82.74625,86.08655,84.687,77.362075,111.372,82.50465,35.533,24.95215,42.804838,65.9153288409703,44.91525,61.278,33.210075,53.172475,41.10635,82.1823,2.44808506261258,1.88309733937677,1.53990370997247,1.36430277021724,0.622840142161502,0.448163847161794,"LIHC"
"ZNF223",0.999999997848241,0.947533803241663,0.956337500955949,0.999087833069604,0.999906942950057,0.979917474312438,0.999995051890393,0.999988614061533,0.945679224936119,0.999660090050093,0.738683393892233,0.790880527456503,0.999999910960206,0.90788312256498,0.874514852570934,0.998901180419298,0.998610650161653,0.906788590672545,0.995353175263956,0.999976923384318,0.8641487664216,0.999999999998198,0.99999999998355,0.999104123828977,0.999999992232163,0.999999999989194,0.9995737787845,0.999997961545566,0.999999952487203,0.999999883953333,0.990753915397671,0.999996612950557,1,0.991766231370861,0.999998366968327,0.99999999998876,50.8388924418605,51.4949356321839,79.1073666666667,54.6735984615385,46.0442125,73.7991888888889,35.1019666666667,48.7704,45.60695,2.52430575323163,3.68600908926588,13.9186053642039,7.1627307240985,8.82451017040925,12.6064498936771,23.5333837998515,NA,28.03375,30.1218,25.61465,71.2954,30.3301,32.4444,53.3377,11.6964,48.7704,31.590075,61.7028,71.4697,92.9896,57.3601,50.625075,86.1997,48.926,48.7704,59.623825,39.72585,52.5766970350404,42.2358,45.6456,29.84935,47.397275,29.68465,65.08865,1.96614185324447,2.01003095003056,1.32348828370042,1.08073245919339,0.404345423301679,0.112009420790764,"LIHC"
"ZNF713",0.763435137503352,0.999070984484488,0.999998376199372,0.132529289633513,0.973007484846581,1,0.998503711056646,0.999999999376033,0.999999935565748,0.999988468752471,0.0809804098901765,0.374574564426113,0.991468815855886,0.741904601613914,0.835758297392612,0.993994593322041,0.999905019909445,0.999999993655699,0.999999956068395,0.999989875598026,0.998055217418383,0.999999849771882,0.999965064506176,0.999847004926057,0.999526562423848,0.999954365699805,0.963523438730038,0.999422433427182,0.999436233246331,0.990944934095528,0.991775219417278,0.959854402121392,0.99314728359504,0.640232202649584,0.980551814186364,0.999999952512901,17.8785912790698,21.1282310344828,23.6726666666667,23.8089707692308,21.7226375,32.7803444444444,25.4298,14.6644,11.2697,0.962702897681824,1.58923466536969,9.38244190271263,2.02385659835152,4.9751427061348,11.0722832871107,8.28279584761893,NA,7.1403,9.1976,9.9637,14.2969,12.5838,14.927975,7.1551,20.0871,14.6644,7.69955,24.625625,28.2564,28.667,31.8919,32.1701,51.4369,33.5825,14.6644,14.83985,13.301498,20.3971212938005,12.8075,16.7464,9.460475,16.766325,10.1523,27.8413,0.844459196368025,0.773597712125455,1.53344542801123,1.30754635955495,0.616776825138692,0.386862098682031,"LIHC"
"ZNF552",0.999999991455795,1,1,0.988072664828802,0.998121497194183,0.999999850000833,0.999301356623464,0.999690089663145,0.999996284842997,0.999999579115907,0.923747826689955,0.948010284892715,0.99920937198898,0.994137523864952,0.999955011548352,0.999125711350072,0.999439831560011,0.999946653195592,0.999973962135884,0.999999773412911,0.999999999778246,0.999438548081983,0.999309139902383,0.99976914683191,0.997655903260329,0.996381448112941,0.983032028579965,0.993751838428532,0.99999899411656,0.999999585657632,0.999999920712362,0.999999999964495,0.999999999999205,0.999996094295402,0.999999879191621,0.999055003024496,151.792737209302,153.521362068966,152.972433333333,164.101413846154,172.1462875,191.129066666667,185.5874,97.0107,168.847,6.06633274144862,9.53090764333561,34.8451997138933,12.1327238575692,39.9553769716535,29.4689786576448,69.1309412175426,NA,80.9809,100.3383,92.5247,118.52975,96.5026,71.9467,132.3941,117.57095,97.0107,128.35655,178.214825,185.89215,174.7673,211.3238,298.95635,193.4444,230.3025,97.0107,209.33745,90.56269,155.473679245283,85.99405,131.6956,59.677925,112.723725,96.83615,189.97375,4.83186908517262,4.4252827509669,1.71675200068906,1.5314501410272,0.779681644921004,0.614898398302385,"LIHC"
"ZNF154",0.999989638207006,0.999799496436697,0.9999467878097,0.999999999997107,0.999999556071589,0.99985132912243,0.998872302886093,0.999806566916051,0.999999999649072,0.999314063762563,0.999788082829206,0.999982129267217,0.999999934629531,0.999886996217634,0.999999997898911,0.999999999889409,0.999999978056279,0.999952372773159,0.99999999967838,0.99995845438015,0.999992028784987,0.169865992764133,0.154486649433261,0.19957987212704,0.171598461545636,0.137127327915507,0.151286074930831,0.370712174629045,0.999991280694054,0.999998380842278,0.999999999988699,0.999993678683249,1,0.999999999868688,0.999994925019173,0.297285834969649,18.1666715116279,17.1210896551724,11.3518666666667,17.9930430769231,12.8183875,14.1356444444444,19.2583333333333,75.0141,12.6384,1.52239267280973,2.35012739373231,4.42705692393691,3.2960018008121,3.3671392393691,2.03942950956274,3.87627462147757,NA,5.9438,7.13155,6.71115,6.9268,5.9583,4.696225,8.7853,16.4424,75.0141,9.6665,21.21045,20.0837,13.67935,18.0072,16.918025,18.2697,22.97325,75.0141,15.6103,17.441086,17.6828714285714,16.4205,12.3533,11.1825,21.38085,6.95115,20.3623,1.33001583772682,1.08971785374659,1.01386298012471,0.75230961298377,0.0198626905545682,-0.410601569701609,"LIHC"
"ZNF571",0.99933629023238,0.981525657257595,0.993462659661469,0.999997572968528,0.999999643925079,0.989732836798911,0.999955609104726,0.99912050446628,0.968429106228879,0.999782903034262,0.999964228205295,0.999999958417646,0.998938559464185,0.999998381709128,0.999351094184751,0.999933929320182,0.999996388718964,0.999979636806187,0.999984937424427,0.999310760306444,0.999999949327407,0.99949869368959,0.998752494566951,0.978992985866439,0.999191391503983,0.999966719842784,0.998329823717763,0.997435006327913,0.999999880402,0.999996105800361,0.995950514283574,0.999999117535023,1,0.99998703618878,0.999940995003466,0.999986533457889,49.3823151162791,51.5771908045977,65.1156,50.5482630769231,45.1713375,53.2531,56.5243666666667,33.2769,45.49355,1.65904422107899,3.15540353849893,17.0561657532792,3.76807028164181,7.33388044951885,8.47712211317418,28.0565168157853,NA,13.69435,35.1995,33.25595,49.39055,35.2719,31.144625,34.9275,28.90565,33.2769,38.646375,59.840075,63.80105,78.69885,57.0571,61.53915,61.7243,74.60935,33.2769,52.340725,42.394698,50.2109571428571,40.546,46.5808,35.4328,49.55315,34.6061,60.7063,1.77032545194377,1.32556734652427,1.18436878929665,1.14883835643467,0.244118377964962,0.200175822548588,"LIHC"
"ZNF443",0.999998596071043,0.998972411040695,0.998138761455503,0.998203279219151,0.993574204009034,0.999911211271669,0.999998116423206,0.999999947334297,0.998040928988004,0.999708909219661,0.0642809893787526,0.0579094635573362,0.989091731212196,0.18438090549722,0.311242327379039,0.668866819238088,0.635283966773767,0.996502271624039,0.797306212906365,0.730603784174911,1,1,0.999999999985345,0.99999694599316,0.999999999963801,0.999999997312217,0.989425019050211,0.993322378116154,0.999986134887861,0.999995823623735,0.998232964204819,0.999838064717588,0.999999881732804,0.759615029477586,0.872308553822102,0.999999551140148,65.6162610465116,64.4561563218391,77.796,68.9074430769231,62.3053875,97.3921777777778,98.0836666666667,66.5539,57.209,2.12153355089618,3.49471891710155,27.9844199822568,2.94185241803934,12.1567655034206,18.8529514714892,60.0435936226709,NA,1.9789,47.640425,42.02375,49.8253,52.2908,37.980425,58.0333,38.2919,66.5539,56.21955,81.049225,81.82735,92.54015,79.7487,77.177825,108.9519,132.737,66.5539,58.19845,57.30992,67.1235450134771,56.82385,62.1642,45.789775,66.306125,47.79515,81.44285,2.4413355302375,1.59226542342344,1.17123780688364,1.09398078447694,0.228034028853457,0.129587397743549,"LIHC"
"ZNF792",0.477883499201018,0.31002882086221,0.634696241291789,0.738796641216845,0.999999985685212,0.611005403109477,0.42138588713423,0.902055368186221,0.994549298801612,0.882053541306418,0.393387330600748,0.903686780968566,0.991683585759,0.88318799368137,0.999999999995815,0.79198903245586,0.967749919414111,0.999852069690212,0.960690691748143,0.999999751018781,0.999998954411125,0.999977941332033,0.998972218633142,0.832883055690758,0.999238445632029,0.969220470252243,0.972365326583767,0.961418611633319,0.99999931267416,0.999305786764117,0.740127508576426,0.999562284053356,0.948537360908712,0.953677294276887,0.947046962669641,0.999999961195411,92.487223255814,110.643928735632,182.965766666667,108.902346153846,144.398375,142.532222222222,154.704966666667,65.4258,80.1746,3.29237089456853,9.46125419431319,76.2780375262616,8.57966191108286,34.4476231746201,26.4468652946588,71.7796160832199,NA,24.4279,63.707075,68.2288,113.0345,55.4926,78.100925,93.6158,85.8886,65.4258,67.96065,109.69545,123.548,244.3126,133.3794,202.1145,148.1481,206.78985,65.4258,92.38855,51.999358,103.218715633423,49.8648,88.662,36.612,64.6145,64.565,119.62365,3.04941240156745,3.40761096571894,1.98499980775576,1.77804784136305,0.989138867645403,0.830294142822717,"LIHC"
"ZFP82",0.554680017687514,0.954681527168484,0.997944692523826,0.899990056073251,0.999992586691793,0.995296742416262,0.999999830486318,0.999911210854775,0.991719325910345,0.999996023903631,0.999910752508546,0.950318324856153,0.929033780749849,0.98133038091753,0.999882339852346,0.324394104108862,0.634585169039344,0.996700345622405,0.573214654523152,0.620745007438862,0.350125689347354,0.999999999184938,0.999989576187702,0.998685519070659,0.999997268407533,0.999999963360968,0.999999999998255,0.937925584586175,0.999992510187403,1,0.999910179568576,0.999999999980289,0.999999832090453,0.999820158435313,0.953628160407329,0.99999809737915,34.9864273255814,45.4636965517241,63.1778,43.1222215384615,38.1815625,28.2419333333333,89.5230666666667,30.4569,45.15715,2.76797890811984,5.0437546731254,46.7745283510516,4.89474652694556,9.47448008060784,8.33472866983216,41.1644392321954,NA,1.64255,10.21035,10.69805,17.19095,12.5285,12.8413,10.2874,48.63305,30.4569,44.335875,45.1344,62.3626,93.5739,64.8838,59.38415,44.2312,114.0776,30.4569,45.978425,21.011336,39.5249380053908,18.213,27.5089,14.052825,25.000025,11.2892,55.4012,1.65530997476892,2.0687040832495,1.88112445612173,1.51039916543129,0.911595301434132,0.594929872653706,"LIHC"
"ZNF707",0.999924971038254,0.917021124030191,0.881023047433845,0.999999999995577,0.999995546915957,0.918370025623678,0.99101029574216,0.976309536777201,0.999207491826511,0.991603008339649,0.944429967754193,0.896732641374467,0.999835138316198,0.950299606804487,0.99999995504349,0.999964255324752,0.999817879787635,0.999298629374883,0.999958579508426,0.999999998395011,0.999999365384675,0.993436634490724,0.989824409754303,0.999999999805454,0.993220153821844,0.99985767905561,0.999961616265075,0.999785531547736,0.780092742483337,0.732289747906103,0.999972080345259,0.782063023218746,0.980291547443053,0.989923598922513,0.985551826837291,0.999999790641248,230.109496511628,237.26795862069,141.459966666667,231.077504615385,191.952825,181.704688888889,201.347333333333,129.1596,97.7988,9.00466666866341,10.7888377769541,11.5144386191618,15.9086257178861,20.7972805292264,17.3593483254496,49.9147018347078,NA,7.6405,141.3427,157.0899,129.96775,152.951,144.4056,146.5378,152.87205,129.1596,93.97855,288.794775,275.94585,147.8253,261.5908,234.048475,216.3292,235.8912,129.1596,101.61905,103.68541,226.499322641509,99.1449,200.1358,91.078325,114.957375,145.40875,277.16555,2.72292543822347,5.82660697056105,2.18448596231147,2.01861921288942,1.12729383493356,1.01336879007121,"LIHC"
"ZNF746",0.980175538164466,0.998819059250315,0.991370515877058,0.797104402822925,0.999658283956886,0.976210869453043,0.999970827054662,0.997067416188692,0.99998963277054,0.981994377548061,0.398971760065271,0.704317075510871,0.719018249738735,0.869546289398509,0.632019929036804,0.997424868491622,0.999833155745643,0.980502894683479,0.999990429908606,0.993145310105141,0.99994868489784,0.999983278195594,0.999838035149898,1,0.999451263223594,0.999999769606391,0.974796749578992,0.998254492418309,0.991797921900969,0.972840759256315,0.999999099722655,0.947558396948396,0.999412150647228,0.679174778679767,0.953671511423195,0.999999883717551,461.503209883721,495.839837931034,361.0365,519.723792307692,423.4127625,649.1422,573.5751,363.2262,299.47705,15.2022971079967,29.6881465004204,73.4608366200658,38.8131862380799,36.415877370175,117.714018372831,175.288020136983,NA,31.06685,328.645925,309.79565,291.2517,338.6728,360.5526,420.1176,409.15515,363.2262,283.943625,534.4606,600.5897,415.8018,571.5944,493.644875,783.4498,708.40615,363.2262,315.010475,306.053602,488.420256334232,305.41565,427.6394,275.498175,340.81765,328.47815,574.09455,6.69090565094875,12.8093549228909,1.59586508096131,1.40018823527871,0.674338687114261,0.485620789918961,"LIHC"
"ZNF678",0.542285952808328,0.873453331286513,0.985893966338174,1,0.818330278122379,0.885738911269412,0.999767199360672,0.999999981385184,0.98929461940789,0.99985473662154,0.180508275942781,0.675606365459562,0.999999999978709,0.232003784741542,0.88518923592399,0.999999999750387,0.999993143466889,0.988178715847719,0.99999999990071,0.999999861136572,0.941682891457051,1,0.999998962743633,0.998004177725516,1,0.999999905484851,0.994531730147069,0.999999999993083,0.999999774834258,0.999623470444335,0.972698443805773,0.99999972841901,0.999945637003077,0.913377069605172,0.999999667827238,0.999999998621801,21.2616947674419,28.1374218390805,43.4319333333333,21.4040861538462,26.5301875,44.673,22.7367666666667,20.8686,17.0258,1.53041546867576,3.76457161779678,34.7497426000219,2.29629727480007,5.09301792886376,19.1306053244025,4.07474059556079,NA,8.0788,8.61975,9.3463,8.78425,9.0909,19.940525,8.0515,20.0588,20.8686,12.9864,28.110075,29.92525,63.06055,29.0927,31.216875,52.1404,26.73545,20.8686,21.0652,18.293716,24.1710916442049,18.76795,17.0288,11.6703,25.93155,9.1858,29.1588,1.33324955933089,1.36136020924193,1.32127839112649,0.907334045540403,0.401934472022202,-0.140294301442947,"LIHC"
"HKR1",0.966717630747545,0.999923774203549,0.999999825609087,0.97579830159608,0.99999999999944,0.999999896552331,0.999999999998954,0.999991989444138,0.999985555561341,0.999988934709054,0.799743293718115,0.967580732765359,0.999980111354276,0.973773476703099,0.97466909478415,0.99999984306559,0.999933679195661,0.999900079956435,0.999921941717834,0.99999986515425,0.984245433750488,0.999999999408668,1,0.999999992406327,0.999999999998935,0.999999999909948,0.999973852725332,0.999999907835937,0.999695412462561,0.997187360692441,0.997823312511586,0.996991138906786,0.999810465295221,0.949383960161879,0.999997375066853,0.99997096226051,393.26974244186,428.321643678161,458.5105,430.088135384615,397.419425,521.206411111111,363.726633333333,418.4997,297.5307,14.0895290640037,25.2376911742258,177.614595829772,38.4034380364828,53.621555716364,122.337676483767,169.778503211923,NA,233.0956,258.984675,275.7983,281.0991,266.1405,308.4148,264.3408,194.44305,418.4997,180.9829,501.7963,516.78895,554.5718,485.0439,490.51575,482.2989,459.587,418.4997,414.0785,277.893986,409.766038544474,264.6071,373.0353,228.13175,328.842875,260.30415,502.9869,9.14201937140269,11.9305014992788,1.47454086517898,1.40977056171206,0.560265805562823,0.495460385025195,"LIHC"
"ZNF101",0.770978873576038,0.998469902861772,0.975789787321674,0.999993055075168,0.779240016996194,0.999464495312895,0.999995152422119,0.999999357631297,0.996801494825813,0.999943895298664,0.999999895797256,0.999972800570778,0.998227680495683,0.999994374411249,0.999999999525214,0.999997127058221,0.998954098766575,0.999998524258912,0.999999806417077,0.999953546152888,0.999987260538824,0.999997760783844,0.999860321332687,0.999999999718211,0.999999491736894,0.999980291818812,0.999992288308624,0.999999999485472,0.999941853839587,0.997627797240328,0.999999999727561,0.999985278375699,0.999719307236124,0.999875995444232,0.99999998593104,1,76.476275,85.5532793103448,59.0004,74.3383030769231,81.5481125,79.4217111111111,68.8380333333333,63.7338,62.7267,2.54893249379701,6.56052477184866,17.4178766094875,3.86944757154586,8.51753884133954,9.04401491711269,14.2381955167937,NA,26.7434,53.501375,59.116,41.6319,49.4363,60.70125,60.8211,59.88595,63.7338,49.355,92.66915,97.81085,68.81965,88.968,100.1432,101.4493,82.9026,63.7338,76.0984,46.463534,77.9089644204852,42.4862,69.0148,33.519825,53.325975,53.8297,93.23975,2.79386608726113,2.10906134145167,1.67677655385587,1.62440510095043,0.745690449115655,0.699911462727209,"LIHC"
"ZNF716",0.141488566161047,0.999999997921179,0.998218484442875,0.15223564519495,0.999999899430791,0.997086523915772,0.999999999997425,0.983206811658731,0.999999999949214,0.973738706265286,0.999999999642429,0.991359981044193,0.999999984687766,0.985075463818195,0.999999999196828,0.917360054552318,0.998478212744335,0.980687057067856,0.999199499140199,0.959239110711397,0.970693395568136,0.999999912702951,0.999764960335603,0.999999999215316,0.999641801562222,0.999999975308385,0.999999794525287,0.995028545616186,0.999999645339064,0.998122663906835,0.999999999433044,0.997173267941036,0.999999942057307,0.999999281803603,0.981046903740416,1,5.4512988372093,15.0877816091954,3.47246666666667,15.9949692307692,4.9176375,6.38316666666667,26.4498,0,0.8368,0.942128796279682,3.97907810793561,3.47246666666667,4.77723546245475,2.43279412411631,4.52514169069139,26.4498,NA,0.8368,0,0,0,0,0.404025,0,0,0,0.4184,2.1767,12.2824,5.2087,9.2379,6.123775,3.2206,39.6747,0,1.2552,0.044938,9.48095498652291,0,0,0,0,0,3.86895,0.0259598172834047,1.34512811116213,210.978570174972,NA,7.72095265661051,NA,"LIHC"
