"gene","p-adj-Stage II-Stage I","p-adj-Stage III-Stage I","p-adj-Stage III-Stage II","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage III","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage III","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage I","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage III","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage III","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","p-adj-Stage IVA-Stage I","p-adj-Stage IVA-Stage II","p-adj-Stage IVA-Stage III","p-adj-Stage IVA-Stage IIIA","p-adj-Stage IVA-Stage IIIB","p-adj-Stage IVA-Stage IIIC","p-adj-Stage IVA-Stage IV","p-adj-Stage IVB-Stage I","p-adj-Stage IVB-Stage II","p-adj-Stage IVB-Stage III","p-adj-Stage IVB-Stage IIIA","p-adj-Stage IVB-Stage IIIB","p-adj-Stage IVB-Stage IIIC","p-adj-Stage IVB-Stage IV","p-adj-Stage IVB-Stage IVA","mean-Stage I","mean-Stage II","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage IVA","mean-Stage IVB","SEM-Stage I","SEM-Stage II","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage IVA","SEM-Stage IVB","Q1-Stage I","Q1-Stage II","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage IVA","Q1-Stage IVB","Q3-Stage I","Q3-Stage II","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage IVA","Q3-Stage IVB","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF331",0.930194041159178,0.999964688255305,0.999999995328204,0.999561923784881,0.999889968123575,0.999998880473999,0.62211088083586,0.337364106585461,0.903454222245279,0.503129178899842,0.999805048272706,0.999999999999792,0.999999999662306,0.999999008636333,0.689217681802171,0.999997578061007,0.999612270863883,0.999840831239516,0.999951339921892,0.998104099282233,0.999794138173475,0.99999946255241,0.999999999923364,1,0.99999998218441,0.993641587096217,0.999999999989141,0.999988442435772,0.999816927011721,0.999998152809141,0.999999994397662,0.999976822381963,0.915077877773063,0.999999485619396,0.999503703537767,0.999999999521987,656.635220348837,482.22328045977,398.453933333333,566.569621538462,1351.8847625,466.868111111111,839.538033333333,396.5031,265.2259,90.0099725732981,59.9682070948006,136.212826930473,82.2463217246303,997.892375119915,157.189460710944,614.858579236593,NA,47.7448,107.574425,160.2823,298.2922,124.4579,279.45075,84.0881,231.4886,396.5031,241.3535,714.253975,536.7676,528.4796,619.906,622.6324,595.8132,1222.58945,396.5031,289.0983,490.453498,590.850126684636,411.61925,337.963,290.61945,545.67975,124.2028,621.01535,46.7660728292294,51.4691393117924,1.20470162633978,0.821057324214064,0.268675872179103,-0.284445143929004,"LIHC"
"ZNF227",0.999999996722067,0.987655783700603,0.990492232055019,0.987339071886575,0.997695794533316,0.998457514610156,0.999994083319573,0.999998476455546,0.999228188882816,0.999999999999276,0.994516632429685,0.996954213338465,0.99997779082824,0.999967676625765,0.999993236831952,0.999311747677349,0.999095091782738,0.964396452287491,0.993910428153417,0.99815541947415,0.984922828622325,0.999999369466149,0.99999896717425,0.998507081119199,0.999981456297562,0.999991225289887,0.999846281851212,0.999999999682391,0.999999944711852,0.99999986086003,0.99750737658711,0.999985386296198,0.999995876888393,0.999784096291958,0.999999304937342,0.999999999632217,198.603576744186,201.201970114943,282.506066666667,219.661952307692,217.0344375,242.224144444444,143.159833333333,160.1805,178.5684,7.20224014482173,10.7281010487736,61.5888222567032,33.873869039145,47.9579456766102,25.6374531865064,55.5682556886973,NA,109.1123,137.347325,136.4809,223.24195,124.4647,145.411825,175.5395,91.2649,160.1805,124.01225,231.737925,251.4316,326.654,232.8851,248.50855,301.4842,186.3137,160.1805,233.12455,174.214322,205.005966576819,174.32935,185.2632,143.1526,213.82685,136.71875,244.7365,6.45117684632862,7.45135488711618,1.17674577051604,1.06271950190831,0.234802667672163,0.087760856881601,"LIHC"
"ZNF141",0.829091880953215,0.99984793211545,0.994283419348243,0.672645302103333,0.999991035371102,0.988480357932032,0.999865233874755,0.999999999999615,0.998317620941109,0.999999908009502,0.640213268517022,0.948222106770923,0.89118637891488,0.980796147469795,0.991500446988362,0.999991757285824,0.99869209787941,0.999999998745401,0.996731728183948,0.999657898301376,0.939210175033567,0.999966333378246,0.999999773314514,0.999343731107577,0.999999979596705,0.999999741739264,0.999999942263485,0.999768125225734,0.983353784049364,0.929638111376922,0.999944976009377,0.903775771768966,0.964281083020864,0.717123294042586,0.999735838870289,0.989838579361984,42.1981773255814,49.1495379310345,31.7475333333333,51.1841846153846,48.5856625,63.8592777777778,35.0484,56.9656,17.41685,2.43814921713661,4.10812041300193,21.235189591598,3.86065100350281,14.7755872599745,14.6713355660392,12.7961017002575,NA,4.34045,16.923475,16.08075,11.4597,31.4228,20.15295,29.7348,22.55795,56.9656,15.246625,57.568925,64.4026,47.3231,66.8653,54.839825,96.1646,43.70125,56.9656,19.587075,40.8872,45.0570479784367,38.5067,38.3569,30.474375,53.59965,17.785,60.2922,2.4249681628981,1.76839074761908,1.10198419012397,0.99610976791052,0.14010352609295,-0.00562336374422822,"LIHC"
"ZNF304",0.999462988473748,0.765582064618334,0.848362397241517,0.996565927935918,0.999999848533559,0.879199583488259,0.999998942638816,0.999907100900307,0.81348188258113,0.999680662852007,0.0390533627083731,0.0933896486511108,0.999999953756455,0.134475772539362,0.254317789500944,0.999798449206545,0.998968591422969,0.815008071184958,0.998174887884867,0.999996555159073,0.459674489751253,0.994156258608719,0.997095521838991,0.999999999934193,0.997925899751158,0.991679548870522,0.99999989120388,0.982184611055961,0.996652559331433,0.991954629307768,0.751109456616779,0.988865142140471,0.999610992917399,0.450931575100277,0.99999891482172,0.959515922362026,155.304877325581,162.584444827586,241.340733333333,165.737144615385,146.4099375,252.379677777778,127.0572,232.9385,104.53255,6.39766014841259,9.84467334978496,75.5656409619551,11.0124900527474,20.5624918800847,46.3809057897386,68.9357554294093,NA,0.766850000000005,88.091375,85.3718,170.9,107.1341,120.227125,140.2472,58.32615,232.9385,104.149125,205.1465,208.29675,300.2508,211.7624,172.152675,350.6653,166.0201,232.9385,104.915975,130.61738,161.881470350404,123.7994,149.094,111.743225,145.585425,91.6501,210.1813,5.5266106624489,4.66630261226454,1.23935628130349,1.20431924548907,0.309590982782256,0.268217877839464,"LIHC"
"ZNF132",0.999993158416983,0.974712722353332,0.985085861100765,0.920176226795117,0.869438855767894,0.893950951387516,0.999918262090696,0.999993460541955,0.998978635649973,0.986808371642604,0.00108295096788047,0.00094290893166582,0.0509186862325552,0.0152577240543503,0.0270987426734045,0.999999999406187,0.999999955100202,0.994842922693012,0.999999816634923,0.999993102712673,0.499450479328604,0.950586868308643,0.939967095340891,0.795505717461102,0.983149134894993,0.923650676874173,0.999999920916491,0.984850890330383,0.999993794581178,0.999998830860547,0.999969489075687,0.999518926863504,0.999999999854915,0.435825720484482,0.999994806288488,0.955034812678914,35.9365947674419,34.5470747126437,16.8253333333333,41.7620892307692,30.6675375,79.0776888888889,37.8253666666667,72.758,28.5184,2.13045756788072,3.10994749425669,2.7500556414573,3.87832033295413,6.2605791558865,21.9047771370542,9.00068765082856,NA,17.5067,17.413125,14.7983,15.339,22.6098,17.398275,36.0021,31.8214,72.758,19.76505,44.8033,45.0814,19.5723,56.1373,39.4829,114.2085,46.63455,72.758,37.27175,35.293038,37.6330401617251,31.04405,28.9617,25.008825,43.164825,16.9443,48.31935,2.27042379271754,1.60454720115361,1.06630208942979,0.932922733986062,0.0926162196926638,-0.100170494958364,"LIHC"
"ZNF20",0.999999999593181,0.998329105868335,0.998030013321969,0.960473584001647,0.969363342519843,0.999968191228409,0.989239232873936,0.992838207902825,0.967667769464926,0.903861508157987,0.993236001157678,0.992274285723204,0.999999965768636,0.999988665130281,0.918125483671796,0.999999994082483,0.999999998639532,0.999467853895505,0.99996621880045,0.99998571461601,0.999673312001214,0.99999991016162,0.999999853534866,0.999999943225166,1,0.999866084012479,0.999999999765644,0.99999954713065,0.999999322300342,0.999999642767185,0.999099438143686,0.999900051364283,0.999999914514738,0.999432763710361,0.999999999198447,0.999996868531693,63.5843540697674,63.2509770114942,74.0294333333333,67.7991215384615,55.080275,71.0827888888889,61.5199,68.59,59.0015,1.76603605349693,2.7505903574468,13.3854219323777,3.35951491544015,5.39475733976151,9.1340917688053,15.1907258553808,NA,9.8216,48.51425,42.1518,66.80175,47.9553,44.181275,43.4874,47.6044,68.59,54.0907,76.257475,75.6843,87.4002,80.9414,64.713025,85.1783,73.7538,68.59,63.9123,54.65362,64.3779218328841,52.26605,61.3643,43.8097,65.08895,47.554,78.01645,2.02292766548578,1.2804647957951,1.17792603368055,1.17407571454127,0.236248949870773,0.23152544888323,"LIHC"
"ZNF670",0.990330458042497,0.999734240872723,0.997465740968442,0.995556479831388,1,0.997627362288323,0.999428637270726,0.999998829949643,0.996052741042304,0.999998810009533,1,0.999994816665375,0.999892811170637,0.999995899014188,0.999947287244435,0.999999999997459,0.999999988667994,0.999958757822441,0.999999990655844,0.999998537333016,1,0.999660878429383,0.999944294713302,0.996918098675206,0.999943555111853,0.99999478617139,0.999780276303045,0.999922992771009,0.999999986777259,1,0.999917116094638,1,0.999999994024015,0.999999995609116,0.999999999870533,0.999985527868609,62.0644430232558,67.1649540229885,48.4471666666667,67.0951215384615,71.4409625,62.2651444444444,63.3798,86.2944,66.73855,2.69428465325465,5.03681285009903,25.9351592019619,6.049163276694,12.0954856626928,5.38972830780693,34.3503100803083,NA,14.43295,38.3428,36.25165,23.598,30.639,55.53735,47.2864,29.0298,86.2944,59.522075,80.643175,89.82535,67.3032,80.9816,92.77195,71.4618,80.6812,86.2944,73.955025,50.346448,64.5549013477089,45.77415,57.9387,38.876,57.697175,37.3884,84.50985,3.43713230589075,2.1343008389119,1.28221362006926,1.26575152132809,0.358636638665412,0.33999421824825,"LIHC"
"ZFP37",0.999997905305362,0.990743665492242,0.986086968667818,0.984409687183404,0.967058370091942,0.99907356541559,0.999996889773236,0.999973443519112,0.999395020511118,0.999999999900967,0.999960856960749,0.999805947022074,0.999643024259038,1,0.999999999972933,0.237731929482869,0.215438244814574,0.972126408042882,0.400728334898533,0.560814511469907,0.576864511790823,0.999999999999844,0.999999999935418,0.999964928527365,0.999999999559529,0.999999999984657,0.999999999605608,0.951325706086171,0.999312013329706,0.999662085473261,0.973901761650855,0.995330476598278,0.998384051295992,0.997316449939411,0.478095872828179,0.999977841920418,25.5144808139535,24.5840977011494,38.2403666666667,28.9608892307692,28.204525,29.0386111111111,59.4456666666667,26.5087,14.7852,1.60135473206125,2.40176006750864,24.7721465404416,3.25160901528746,10.958402718507,4.94144871178833,42.995931771015,NA,4.4617,9.902025,9.6273,14.7343,8.2904,11.010875,15.9363,16.4501,26.5087,12.55435,34.94295,34.7064,56.76415,40.9177,31.04475,38.1515,81.0969,26.5087,17.01605,17.384346,25.8898404312668,17.76905,19.8777,9.1851,22.8998,9.10695,34.9551,1.48061624403478,1.21048657214395,1.48926168584466,1.11866982196572,0.57459727957434,0.16178428430081,"LIHC"
"ZNF189",0.999999983828744,0.199241990034425,0.192665565079791,0.638800025436065,0.690756668066257,0.486032183580649,0.997154996466419,0.995923168298128,0.683554500718788,1,0.983227787441695,0.978953260317707,0.72943519330107,0.999999814224945,0.999999996425022,0.998334518441288,0.997768709455338,0.925242580831615,0.999999362967205,0.999999894836925,0.999999999230306,0.999999999185768,0.999999999853216,0.897893343640625,0.999987336193889,0.99998890421394,0.999961966938471,0.999940722255439,0.914753760206818,0.926819961130748,0.152276666211809,0.735823203445378,0.817304536727495,0.759602254025149,0.846272719297292,0.99886053783993,587.136579069767,578.524682758621,1187.37706666667,695.606046153846,700.954725,727.2704,757.0509,542.0192,203.06275,30.039894971902,36.2765955529539,457.641093132644,57.1529239215155,103.209573505167,152.057543450901,398.902865054719,NA,39.88285,336.33815,355.32475,823.8939,388.7733,625.702,392.2975,361.54025,542.0192,183.121325,649.8936,700.4581,1609.92255,957.6738,882.248475,786.8464,999.76305,542.0192,223.004175,395.63943,606.488535040431,398.4725,493.3307,343.197625,445.4799,347.32825,732.21605,12.1228231675943,20.5039711865105,1.53293248612867,1.2380545708926,0.616294158789107,0.308074906976241,"LIHC"
"ZNF434",0.986468974988401,0.999999990913675,0.99999999997928,1,0.997627029111989,0.99999999470939,0.999743096116049,0.992496578434105,0.999966090093917,0.999766504448559,0.99820293899858,0.999993795460652,0.999999600850952,0.998814551477521,0.990453001012983,0.999546558401966,0.995974498014872,0.999807894266286,0.999549509698035,0.99999981267891,0.992220182336875,0.999776970267845,0.999971397470657,0.999979737230676,0.99979792422632,0.99852610645556,0.999998561538187,0.997089100829443,0.924053592954314,0.856123912765487,0.969707922493609,0.925861604927025,0.991057241188852,0.842624020181209,0.999351474989413,0.951122253644701,260.094418023256,270.386302298851,267.092933333333,260.462295384615,243.957025,279.997233333333,232.048033333333,304.0045,185.89585,5.49587340520703,10.0462437877717,16.6993817424811,9.91842597906514,24.2882977037205,18.2592107410434,34.8277682918067,NA,35.86145,206.23125,193.312,251.95255,216.7764,221.329925,245.5911,197.25885,304.0045,167.965125,305.779275,329.09635,280.76465,293.2821,283.714825,304.1054,250.862,304.0045,203.826575,195.761272,265.491127493261,196.2196,256.1224,172.913125,216.337,206.27255,313.36205,4.8858672843847,4.50409783057209,1.35619841851692,1.30528448738047,0.439568267315651,0.384364277142436,"LIHC"
"ZNF287",0.985873260822827,0.930210142879644,0.978338095236126,0.22731459552237,0.883837273244058,0.999162827628885,1,0.999994388405558,0.971912022016058,0.988575508757417,0.982157582126086,0.999386605676504,0.999568186685164,1,0.998498742425107,0.958153777814148,0.989290213075561,0.999999999947504,0.999782251394664,0.984052629805785,0.999884416436723,0.997141957173675,0.999238673396128,1,0.999973038961676,0.998150821389897,0.999976202932566,0.999999999921203,0.999991329853135,0.999999969276966,0.999797902999394,0.999999991694759,0.999996683607617,0.999999998405116,0.999929834092176,0.99996545238302,20.0415087209302,23.6476275862069,40.8638333333333,30.1032476923077,20.1632375,29.7625666666667,39.0735,41.7372,27.13415,1.66998426413772,3.32247164159897,23.4134039242719,4.34239224833551,6.64730075317734,8.72290857151125,20.729733321327,NA,7.17545,5.108275,4.23485,19.27555,6.3387,5.14035,14.2201,18.3467,41.7372,23.546425,25.0206,31.56145,59.50655,42.8301,32.200225,44.9686,49.7389,41.7372,30.721875,13.816728,23.4152592991914,12.89135,12.5213,8.51905,18.163225,5.2036,31.29465,1.03572292444098,1.43187687870432,1.69470364468283,0.97129470536445,0.761033009215652,-0.0420189975335006,"LIHC"
"ZIM3",0.987823035204071,0.999999999931854,0.99999803425576,0.999999997630622,0.99911570130323,0.999999999154394,0.0813523264922641,0.217605206393236,0.778686484082398,0.120509938259403,0.999999995225671,0.999892511944205,1,0.999999952065295,0.349297289946896,0.999999999931854,0.99999803425576,1,0.999999999154394,0.778686484082397,1,0.999999999999219,0.999999972104209,1,0.999999999988175,0.980474411258141,1,1,0.653745947807947,0.774666463757321,0.860617754457127,0.682814401488851,0.999997555899698,0.722760777905335,0.860617754457127,0.972628490785869,0.0148017441860465,0.0543459770114943,0,0.0205738461538462,0.343175,0,0,0,0.4184,0.00907291771700384,0.0543459770114943,0,0.0145966085821533,0.343175,0,0,NA,0.4184,0,0,0,0,0,0,0,0,0.2092,0,0,0,0,0,0,0,0,0.6276,0.024752,0.032866576819407,0,0,0,0,0,0,0.024752,0.0156369091153391,1.32783519793984,NA,0.409076100096853,NA,"LIHC"
"ZFP14",0.999999502005899,0.898477382846485,0.880655401845527,0.999999314078772,0.999964450715234,0.927060736039823,0.999978033133033,0.999997420354836,0.889390678945004,0.99990248636375,0.999760852172773,0.99934401138453,0.99093710217955,0.999967385774801,0.998780323270119,0.653063509341314,0.624786109947734,0.999996906511413,0.712867305035945,0.679227868538623,0.923993870346556,0.998931800335183,0.999269685265023,0.93069641152358,0.998475680601633,0.999883319584598,0.995730478312238,0.842766062754084,0.999994128137586,0.999984936281449,0.999479915256991,0.999998551158256,0.999901360599505,0.999999999983147,0.992507450214566,0.997727966912211,129.018461627907,126.522497701149,190.177433333333,131.895127692308,117.883775,143.420455555556,209.716966666667,77.2702,147.4923,5.82071645403196,7.58032381296656,76.023798830242,8.70494477028151,18.261681236743,29.9073534546091,101.650102673654,NA,52.0948,77.208875,78.0427,115.16515,81.6155,74.954825,80.5153,108.3773,77.2702,121.4449,159.46295,153.8431,238.38785,162.5917,150.62415,185.1728,267.2615,77.2702,173.5397,80.387894,129.270812668464,79.12785,111.4551,49.280425,116.60245,77.6214,160.0949,4.99922729729257,3.82188449034517,1.60808806197191,1.40854452635829,0.68534641341451,0.494205170344689,"LIHC"
"ZNF473",0.931000225199945,0.997970213395194,0.999952033970792,0.428939791685593,0.993758417775795,0.999999901141301,0.999353820823638,0.999999983384797,0.999997873934112,0.999999805439542,0.0172100842429339,0.0935377494064848,0.970756973138402,0.264169878173231,0.571641891690037,0.999359014171515,0.99999439669244,0.999999999952038,0.999999999761158,0.999999891240387,0.952205180960135,0.99999868441795,0.999950873283711,0.999451318798366,0.999614145642955,0.999915196042174,0.899070965676353,0.99972547788635,0.999999998306404,0.999999998939031,0.999986985758594,0.999996972369975,0.999999962496997,0.896176806875931,0.999997350152499,0.999997763805841,215.002197093023,232.584454022988,259.954566666667,247.461987692308,238.8285125,336.811388888889,253.324033333333,185.5612,224.02645,7.23046521979311,9.58893009742084,71.2337252314364,16.0305939301014,41.0090663747161,44.9966441954146,72.6870912142895,NA,65.03065,154.214125,167.4551,191.14395,166.6667,174.6342,243.3595,182.5727,185.5612,191.511125,249.976925,270.8888,310.31315,266.8611,254.959225,388.6832,303.13045,185.5612,256.541775,132.200466,228.302034231806,130.4454,205.4236,114.245575,144.817525,161.05065,259.7795,3.75721858836398,5.30045115739404,1.72693819575345,1.57478607907983,0.78821645213406,0.655155864414733,"LIHC"
"ZNF614",0.996340417733944,0.917339945225576,0.965981340672346,0.989142456650513,0.999999931579499,0.975592643101612,0.999954422320963,0.99999999194095,0.992026172524992,0.999999999993049,0.00114971313017742,0.00552444791855078,0.987662743759348,0.00944072506867621,0.183474702531306,0.948477532745646,0.981578433813128,0.999999999955414,0.987445432112817,0.996200583220925,0.977605466031144,1,0.999999999988606,0.999343183737738,0.999999999734938,0.999999999045605,0.924336325956099,0.999662487519406,0.999283251125617,0.996922912201446,0.91064410811327,0.995610086191089,0.99707623113049,0.273215790984142,0.932829133053139,0.999977482807271,96.8944569767442,106.052714942529,163.612,108.798343076923,110.780475,219.193455555556,158.163833333333,100.3948,57.4906,5.01556465722988,11.332750870007,68.5597848436677,10.389711310048,18.313345109673,52.5419688761706,117.142412214853,NA,22.3442,48.1573,42.66985,95.11495,50.7785,80.33875,97.3137,41.54055,100.3948,46.3185,133.134,145.1424,200.39995,141.6838,155.53305,272.1417,226.0157,100.3948,68.6627,82.807384,104.27960916442,78.2553,86.0522,68.7027,100.512,48.12005,140.32975,3.38327172924207,4.42528937110751,1.25930326653503,1.09963414618563,0.332625756003562,0.137023611679584,"LIHC"
"POGK",0.983855737016047,0.919754150033695,0.974441657097108,0.674195181310649,0.99706045798735,0.994290936613511,0.999999986881754,0.999999896976056,0.978809049465045,0.999791544492078,0.0397020783361161,0.137321584626921,0.999932520510266,0.32434402025532,0.452524886015526,0.974806290839765,0.994896613845123,0.999999975487608,0.999412909720725,0.994927760887014,0.998943350257627,0.974292570767182,0.94985403708914,0.789149970239679,0.913713380370984,0.975058787913601,0.487004757138014,0.852577267767327,0.999999999436678,0.999998324027045,0.990729101179401,0.999932512267502,0.999999978578209,0.856277378833278,0.997295708748142,0.995669270487613,1122.06307209302,1206.66531494253,1612.94846666667,1288.48896461538,1158.4664625,1812.27887777778,1524.04806666667,427.524,1073.8357,43.2381692566232,60.8338088335751,928.344546411847,78.2511772451561,218.177476792744,516.995528417602,272.847435825862,NA,71.771,760.9714,763.6113,713.3621,846.8565,711.6114,999.4932,1260.44985,427.524,1037.9502,1358.9861,1404.07915,2261.3014,1584.8649,1345.89775,1597.2269,1716.84945,427.524,1109.7212,711.16666,1217.05130592992,709.62145,1053.681,607.18345,798.541475,783.22485,1446.72765,25.3320660140848,34.4464596920612,1.71134471620185,1.48484942218136,0.775130391191405,0.57031663547935,"LIHC"
"ZNF514",0.999999330221373,0.997769219813422,0.998821979865725,0.0153994414384322,0.0932635898870141,0.999999999210215,0.932630119413451,0.961526962080561,1,0.999999999323843,0.983300956489802,0.992749182699014,0.999999995648754,0.999957220587036,0.999999641875216,0.999991666132687,0.999998071672883,0.999998708485243,0.999889117654867,0.999987580050748,0.999999884008729,0.999999998716482,0.999999990543507,0.99991678530246,0.999467574665521,0.99978031015863,0.999957753347598,0.999998673302353,0.996304895826346,0.99471406950231,0.970581809456586,0.845940101572136,0.922535025406684,0.957811876604659,0.994444338591768,0.99998839186349,110.161659883721,113.62923908046,154.7245,161.385733846154,157.24075,145.409855555556,131.3328,98.1387,51.6758,5.56694692861748,8.34321784112171,63.9605012070992,20.6004913936526,40.0674983343064,41.1596635725578,51.0612419870819,NA,0.629799999999999,61.31885,59.73665,100.97565,77.4775,86.042075,61.4969,91.82595,98.1387,51.3609,144.6078,142.2265,211.624,184.669,212.892975,188.3037,179.1013,98.1387,51.9907,62.075414,123.35011509434,55.87835,97.9228,43.55615,78.582725,61.19795,156.1872,3.61832519132648,5.35808516950653,1.98710096551816,1.75242826604579,0.99066517845155,0.809355390120005,"LIHC"
"ZNF300",0.667713978713159,1,0.999986008392945,0.715519713169355,0.999999999845928,0.999978024178178,0.945124212604549,0.999718368261023,0.999300516199651,0.999854001541179,0.911224307098902,0.999318333982984,0.999009762388431,0.999633811095754,1,0.992293081558743,0.999906200415918,0.999402878612169,0.999939956488882,0.99999999890952,0.999999999752094,0.999999855566442,0.999951855786187,0.99999992551777,0.999939247045766,0.999432115802009,0.999304887180048,0.999307874840213,0.997808928421629,0.975443653060353,0.999575291012277,0.973025354100247,0.943656917163002,0.934933000476795,0.961812076684969,0.999999291318047,56.8865215116279,77.4080298850575,57.9817666666667,78.6909030769231,95.52455,96.7571111111111,102.293866666667,38.3531,10.67535,4.8401517206594,10.8678466622458,34.9907038543255,13.217247501332,46.311472202773,29.1960015975763,44.2246491157866,NA,1.04015,14.2995,16.48005,25.15445,17.4098,10.38675,18.9221,66.32515,38.3531,10.155275,77.188925,94.98615,84.8853,86.5056,141.6449,175.1634,142.5617,38.3531,11.195425,14.987578,67.1213417789757,14.12035,34.8123,8.966775,18.825825,15.28145,81.3847,1.13989083229998,4.41126427812572,4.47846488465153,2.46539922877266,2.16300429415076,1.30182128503489,"LIHC"
"RBAK",0.999982408791183,0.999999999741929,1,0.97070772907547,0.926343343003718,0.999989429081645,0.999725477614112,0.998763787644158,0.999985318426206,0.99999999902673,0.34709186235351,0.291543558014435,0.941166065237566,0.715618101162014,0.957978486020115,0.999999986316246,0.999999999981878,0.999999999999615,0.999965221251323,0.999959861849935,0.92550165280008,0.999996262099927,0.999999070487021,0.999999725092497,0.999917506940309,0.999893957762348,0.979899291152709,0.999999913289512,0.856726236558264,0.89159514415156,0.973434696659421,0.740112952188931,0.800369549401237,0.306226959237249,0.978888102261779,0.999591969895165,317.002938953488,310.228050574713,309.656466666667,338.133341538462,343.7151625,418.623477777778,304.914533333333,274.6757,179.27315,8.52344606197778,14.1167453792726,91.4975722794934,16.0437343138686,42.6483405346015,106.117416553784,89.1231227337091,NA,23.23735,234.38675,218.52035,221.31095,249.7034,234.443125,227.0098,223.1112,274.6757,167.654475,394.2499,365.52645,374.44855,427.5676,445.017325,459.4697,376.44885,274.6757,190.891825,323.596172,323.944917789757,333.53305,311.4575,283.2518,380.87835,233.09495,399.7433,10.9481593972693,6.73950670972852,1.00107771914483,0.933813005937493,0.00155398283751577,-0.0987944126353238,"LIHC"
"ZNF92",0.723692395162118,0.999801232095478,0.991059572622731,0.26337188899093,0.99738976836703,0.967336903133102,0.989737324910396,0.999997326619615,0.987636031257325,1,0.0303786306312809,0.208546267338724,0.431914367617306,0.434478464025368,0.801239757834374,0.924164743460304,0.991597697058125,0.920779909842212,0.998752377530366,0.999431526504153,0.999840123200395,0.999989918693279,0.999618807750489,0.999999999999484,0.99846466191509,0.999060143842812,0.890068545493413,0.986750442864128,0.999432583388202,0.990116557082351,0.999999994914965,0.971043493776658,0.985621741795649,0.536971876169678,0.920485288146237,0.999999999992893,115.034401744186,130.279151724138,93.7871333333333,138.791095384615,137.9842125,190.0617,166.4323,90.2425,85.15665,4.29910596262653,7.56694915522212,31.7603445788053,8.73931861146284,35.5560945568279,41.7216568990222,64.985614742213,NA,29.08975,75.509275,86.64405,64.5191,89.7886,79.741975,93.3977,110.06815,90.2425,70.611775,146.955025,159.24075,119.1018,179.7883,170.978625,268.5826,222.62615,90.2425,99.701525,77.06063,125.748790026954,79.1936,110.8595,63.351225,90.76255,81.2573,157.9523,3.59385260483674,3.49108299121835,1.63181627280953,1.39985428115403,0.706478632537489,0.485276656600262,"LIHC"
"ZNF157",0.91114116917074,0.999999973525836,0.99999999705003,0.164058765583392,0.938030832227662,0.999918992428125,0.91612937323811,0.995761324918416,0.999728589450702,0.999999279039153,0.998907903051235,0.959445108817768,0.999890066864328,0.71268681099,0.860925339892774,0.999980125845405,0.998690325568536,0.999976712005216,0.979808390091641,0.978391751324185,1,0.999999719004653,0.999976884922305,0.999998438408911,0.999499079592704,0.998987154333619,1,1,0.999979916258204,0.999999991072901,0.99999990684079,0.999999995452336,0.999999504872966,0.999109092383805,0.999716122891612,0.999969522294073,0.188222674418605,0.331475862068966,0.269366666666667,0.498569230769231,0.5778,0,0,0,0.4184,0.0354431561923428,0.0841083266828545,0.269366666666667,0.165601142417021,0.485537651916483,0,0,NA,0.4184,0,0,0,0,0,0,0,0,0.2092,0,0.42065,0.40405,0.3548,0.1751,0,0,0,0.6276,0.157148,0.286227493261456,0,0,0,0,0,0,0.0463469740323916,0.0413105049336611,1.8213880753268,NA,0.865038343896418,NA,"LIHC"
