"gene","p-adj-Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF195",0.166821762860243,223.416264137931,241.311770454545,8.69055739620715,9.28112131075243,152.2025,167.74665,259.2593,278.77475,155.411626,232.730927762803,161.79025,203.7801,137.280725,175.7242,160.4443,273.6484,5.56112624920367,5.91052152263053,1.49751298376354,1.25953263561927,0.582568511548329,0.332888504077777,"LIHC"
"ZNF263",0.0494051803102777,629.469119310345,674.152643181818,16.5590977967096,15.382445695937,498.6095,538.340275,725.046,780.619975,502.780342,654.156063881402,508.73765,621.6938,432.869725,555.48215,513.36165,748.34015,11.8161092243691,10.980394618885,1.30107724832528,1.22203222033989,0.379706621138964,0.289282324036979,"LIHC"
"ZNF200",0.123025690590329,206.496117931034,220.782802272727,6.12501135031685,6.69758271673081,156.4297,162.35105,245.8284,256.13345,129.855414,213.631044743935,126.38715,198.0431,111.775675,141.265425,158.57255,252.1229,4.57307231498494,4.34021180946834,1.64514545957965,1.56695597614156,0.718215149028336,0.647964647650669,"LIHC"
"ZNF582",0.364973370271215,39.967624137931,36.8003607954545,2.62502069933095,2.31613806014241,13.245,12.441575,59.0682,51.605475,33.16821,37.6293967654987,31.3957,31.113,24.342075,41.41785,12.0804,54.44455,1.6879733061417,1.61690982978096,1.13450188495245,0.990995582197562,0.182059006021524,-0.0130494689144235,"LIHC"
"ZNF285",0.450201699629915,33.6142117241379,37.6859630681818,3.03760793234482,4.19877498150373,7.4832,7.724625,44.3864,44.882075,15.258206,35.308641509434,13.69745,21.0095,10.8139,21.12825,7.4583,47.1832,1.06940738887235,2.4094562005612,2.3140755544547,1.53382563907881,1.21043596913755,0.617134490706876,"LIHC"
"ZNF275",0.24859062729343,860.271188965517,778.753172159091,65.9244117589389,33.8978088899648,503.9791,471.160875,995.7958,960.70015,1013.920702,798.915116981132,999.26345,680.2107,850.757925,1152.650025,472.9091,963.5377,34.3109393223976,31.5071813567684,0.787946350641859,0.680712078481405,-0.343830691472024,-0.554883385904266,"LIHC"
"ZNF37A",0.0744040719585275,261.894017241379,290.036513068182,9.89668678404315,11.7105458651228,170.1286,167.7928,323.1602,369.512925,250.47434,278.234684097035,245.5773,250.6739,196.982375,310.401125,169.56665,361.0096,11.8111333366478,7.31543913828686,1.11083108991139,1.02075354684655,0.151639460945392,0.0296345805525741,"LIHC"
"ZNF510",0.471491355728705,152.246660689655,158.750552272727,6.04127725630612,6.50205596187882,102.593,96.9503,190.1011,201.46445,150.757486,155.128835040431,156.4083,138.9578,124.44425,178.314275,97.0648,193.70375,5.87307424805366,4.37136250907722,1.02899590034575,0.888429833966612,0.0412372343575925,-0.170670254689325,"LIHC"
"ZNF506",0.467899909075436,158.491402068966,174.664090909091,11.1628301000949,17.9796465948894,71.9794,71.485375,214.907,229.663875,109.0811,166.07645902965,99.74775,129.2786,82.405625,139.54825,66.69805,230.35985,5.72924535676099,9.94215041930248,1.52250443962932,1.29605529949297,0.606446435042518,0.37412727578599,"LIHC"
"ZNF324",0.658233072262524,136.371247586207,139.022320454545,3.68624494385712,4.50636747317891,102.0883,106.60795,156.5974,159.351125,102.209918,136.509341239892,95.51905,129.6121,85.24865,116.306325,104.26975,155.48485,3.41015375430575,2.663750295266,1.33557822871839,1.35692409001136,0.417464481310904,0.440340014767539,"LIHC"
"ZNF671",0.916017547579035,91.2907682758621,90.4749556818182,5.32658817455544,5.47447438828788,40.9253,33.7773,122.7154,128.50015,66.44554,90.8349603773585,64.15175,77.4095,39.42225,88.9797,38.60015,128.11835,4.64768445795696,3.48885220948613,1.36705880300406,1.20666232799573,0.451075300718494,0.271022009247298,"LIHC"
"ZNF416",0.205045309835691,77.6729131034483,83.2915681818182,2.9761037308139,3.18034550979309,50.1441,54.44235,100.8477,105.474925,57.352698,80.9792075471698,54.17935,73.0124,45.22315,63.760325,53.2405,102.23865,2.1255143209624,2.05099782311878,1.41195114390555,1.34760568371529,0.497690169583169,0.430398418353082,"LIHC"
"ZNF586",0.685431204795607,76.1476517241379,77.90205625,2.99877837013264,3.0531952314028,48.9914,50.8587,93.2785,99.89735,82.775812,77.3349482479784,75.75135,69.4859,66.523975,90.70725,49.4285,96.8424,3.92647620455594,2.02596194742321,0.934269883670588,0.917289262831619,-0.0980887316865419,-0.124551342259905,"LIHC"
"ZNF446",0.557680449790374,205.690455862069,212.184793181818,8.08352054099189,7.51810505551685,144.644,138.8715,240.2085,265.536225,129.239702,210.339570350404,110.0894,188.8029,87.7532,143.4819,142.9465,249.6175,9.53771948502152,5.14259057642958,1.62751512960316,1.71499617583528,0.702670954943599,0.77820535942454,"LIHC"
"ZNF8",0.16175602061103,50.8454275862069,55.5282647727273,2.50250716931743,2.2214740419496,32.2296,36.1213,59.4563,67.7435,30.802178,53.993,28.2609,46.1155,22.103375,36.79745,34.6686,66.19935,1.69605935383312,1.57162600563385,1.75289552576444,1.63177747347041,0.80974001266727,0.706444329484789,"LIHC"
"ZNF264",0.588583995420035,371.209873793103,360.797428977273,12.9816680958962,13.7942035147734,271.1461,234.300425,436.0788,452.794,362.186442,361.437431536388,350.42245,338.2732,303.342625,402.26855,244.1142,447.6098,11.9868507102565,9.03659796249173,0.997931975422725,0.9653297041899,-0.00298661806736875,-0.0509063220815393,"LIHC"
"ZNF213",0.242727736385676,189.612067586207,207.848907386364,11.3606551308821,10.6033800309253,104.7602,116.0941,217.0543,234.872075,93.996004,205.906013746631,88.2817,162.531,68.87125,107.711125,111.97235,232.90115,5.09140464570213,7.78467800254841,2.19058263100877,1.84104973057836,1.13131463561414,0.880528597404698,"LIHC"
"ZNF343",0.0301634757984416,207.559343448276,227.770603409091,6.45805606770404,6.53106204945906,162.9051,175.63835,249.3473,264.91595,157.260386,220.049345822102,162.27715,206.7535,137.561775,178.147925,169.45845,258.13665,4.54474117432805,4.48610121111696,1.39926749144634,1.27407647965225,0.484671782155693,0.349451881599975,"LIHC"
"ZNF302",0.996272627930507,529.741704137931,529.611397159091,18.5223834140821,20.1759348365678,386.0424,357.991825,643.1165,629.350175,390.91045,521.859861994609,381.374,478.4148,299.485025,474.7799,362.1997,628.4777,18.9697055191489,12.8421865804854,1.33498570323359,1.2544504869236,0.416824291737216,0.327055528794531,"LIHC"
"ZNF268",0.717028685340892,253.926451034483,248.244806818182,11.5421765251192,10.5678776636714,148.3437,149.9925,339.9847,313.489125,331.56112,252.396960107817,323.0252,231.9295,264.784275,392.32575,147.268,340.14445,15.2352248335247,7.40598474518154,0.761238109304905,0.717991970905056,-0.393580306884255,-0.477960383986982,"LIHC"
