"gene","p-adj-pos-neg","mean-neg","mean-pos","SEM-neg","SEM-pos","Q1-neg","Q1-pos","Q3-neg","Q3-pos","count-neg","count-pos"
"ZNF337",0.765130991639571,294.033138461538,285.958491428571,10.6803262634863,31.4537915454301,213.430575,158.97245,339.778225,342.1681,156,35
"ZNF317",0.252729626288519,530.086859615385,491.678637142857,14.6996986488223,26.4214915443982,431.986825,394.98495,616.4395,575.8075,156,35
"ZNF426",0.0249484549600498,42.0928974358974,25.1344914285714,3.38789372238861,4.72957774700315,12.5846,7.09205,56.9472,33.88655,156,35
"ZNF331",0.13494203064923,502.679462820513,802.451708571429,63.3406097434369,315.423287542242,137.2505,74.98965,593.79315,579.7943,156,35
"ZNF227",0.733607182386444,215.408648076923,203.777111428571,15.3966013498854,21.6989562875631,133.433875,126.16045,248.159875,236.41015,156,35
"ZNF141",0.0549659820415636,44.7171179487179,33.2294028571429,2.60013344709621,4.8265021104463,21.751325,12.65625,60.069275,42.49695,156,35
"ZNF304",0.383826978737594,159.929668589744,175.200225714286,7.11540032908523,18.99349545001,93.299825,83.00905,208.8625,241.0388,156,35
"ZNF132",0.609179348220868,38.5119461538462,41.5823371428571,2.56816483291332,5.40340846636061,17.25025,14.7758,49.691925,56.84835,156,35
"ZNF20",0.606714577788668,64.509941025641,66.9684514285714,2.01772442842289,4.52658429595756,47.62485,47.24925,77.633375,74.37015,156,35
"ZNF670",0.670779862174875,63.9307794871795,60.6845114285714,3.33105807037653,6.20518024085592,38.005075,34.1383,81.914025,87.2325,156,35
"ZFP37",0.557271907326637,25.5158326923077,22.8035828571429,2.06132420795879,3.20638127792899,8.05705,7.577,32.0967,34.31615,156,35
"ZNF189",0.822277843872024,589.849936538462,606.647131428571,32.3567409951878,63.6096960036272,335.04005,370.07465,664.80715,712.0188,156,35
"ZNF434",0.958416945158133,265.802492948718,264.901048571429,7.81214474750222,10.6492021628587,205.877375,220.73195,310.7691,302.7396,156,35
"ZNF287",0.177386208000039,26.455091025641,19.2136942857143,2.38844977128087,3.73713972162854,6.162325,6.9573,39.742525,17.64025,156,35
"ZIM3",0.468236283578024,0.0742641025641026,0.01738,0.0367938923747762,0.01738,0,0,0,0,156,35
"ZFP14",0.467451607862369,128.417875,117.614651428571,6.10196376318549,15.5871531892043,77.274175,72.5334,148.120975,124.75675,156,35
"ZNF473",0.246977131967491,237.772286538462,215.054537142857,8.41427937318029,17.2858203913176,165.5735,150.3785,274.223975,240.2189,156,35
"ZNF614",0.636960072534472,101.745741666667,109.058188571429,6.55902056903914,14.5692412427244,42.482975,49.47335,141.53545,165.05825,156,35
"POGK",0.424352079615443,1235.22210064103,1138.32574285714,54.3577106061832,80.3870467017825,793.67525,800.72445,1499.7735,1320.7566,156,35
"ZNF514",0.29196817708262,121.219976282051,99.8798885714286,9.34028126034733,8.87513936696044,55.437075,62.46605,151.88525,129.68485,156,35
"ZNF300",0.246479928055203,63.4699230769231,45.1766714285714,7.06508440778914,10.4849137329212,14.022625,13.0742,64.201225,51.51365,156,35
"RBAK",0.089774493488176,335.77113974359,290.148328571429,12.0869063440038,16.7627784229104,233.85375,227.6299,431.632625,341.88255,156,35
"ZNF92",0.0486764323153466,135.306696153846,107.110771428571,6.34606754384917,9.9224705518982,83.551675,66.04545,178.020075,131.01135,156,35
