"gene","p-adj-pos-neg","mean-neg","mean-pos","SEM-neg","SEM-pos","Q1-neg","Q1-pos","Q3-neg","Q3-pos","count-neg","count-pos"
"ZNF157",0.632160259451941,0.331903846153846,0.25342,0.0729049877451328,0.116837707724084,0,0,0.085325,0,156,35
"ZNF182",0.142400298734729,135.67283525641,121.354782857143,4.30502381085225,7.23644230825577,99.163575,88.0191,163.958225,147.5034,156,35
"ZNF673",0.303234484101322,229.292477564103,216.684794285714,5.2509536652412,10.8131476563782,185.136075,168.4071,272.910475,264.18435,156,35
"ZNF41",0.189615676057548,129.778591025641,114.553822857143,5.10738555262345,8.78675379643861,84.97465,80.1556,173.409325,130.64575,156,35
"ZNF7",0.248017603766025,451.614906410256,507.108308571429,20.2555006044207,45.5653746609852,286.59685,314.68355,563.25295,611.8023,156,35
"ZNF214",0.56049864741985,26.0334448717949,24.0899628571429,1.46041961026585,2.66338577686778,13.543325,15.12365,36.146075,30.877,156,35
"ZNF215",0.457525383924885,20.3662685897436,15.7371714285714,2.81653606270659,3.78872850244909,1.6558,1.8202,20.203675,19.7075,156,35
"ZNF547",0.737636208849088,32.469408974359,33.9780542857143,1.89321748324918,4.35730466104318,16.057775,17.0006,42.746525,40.5957,156,35
"ZNF773",0.879122986124192,69.7360967948718,71.2505457142857,3.98616472411976,11.2315330365628,30.72355,25.6475,103.218775,91.05335,156,35
"ZNF776",0.92477182339999,232.381976923077,234.308434285714,8.44423698274637,20.878623235098,153.779125,155.94225,296.331375,284.92755,156,35
"ZNF256",0.577177932127931,64.634692948718,59.1112657142857,4.2018141623919,9.23867857774802,26.512925,22.27765,88.953575,86.05745,156,35
"ZNF599",0.70972786614044,60.518508974359,57.9853,2.98013341158229,5.4032174551602,34.217375,32.73915,79.493175,77.04565,156,35
"ZNF18",0.359589873066389,169.970935897436,182.528305714286,5.80791915822509,12.7839519192586,112.785425,138.12045,210.311625,208.5283,156,35
"ZKSCAN2",0.858803912507284,144.145048076923,146.131054285714,4.70195736743002,10.7273452764876,105.01385,104.2394,177.572625,175.1039,156,35
"ZNF689",0.0623509660130769,136.043166025641,110.973417142857,6.05972979112801,8.10072217830975,85.7281,71.2954,183.260825,151.34145,156,35
"ZNF19",0.607606414377129,42.1237294871795,43.9772314285714,1.49326261128329,3.69441379210427,28.6976,32.6413,51.514075,46.1744,156,35
"ZNF230",0.80238551717066,73.5386487179487,76.0067342857143,4.03147690812517,10.4925172900629,42.990825,44.81015,86.705925,87.1449,156,35
"ZNF222",0.574181105783308,54.6648641025641,60.2297371428571,4.05890883857484,10.4404642327314,29.3831,30.59685,69.9051,67.80385,156,35
"ZNF221",0.640429806411748,13.4382628205128,12.1680771428571,1.18288723186582,2.24362902184129,5.289175,4.14055,14.777675,16.87145,156,35
"ZNF233",0.574414072632362,27.7135685897436,24.3719457142857,2.60617443266094,4.71113927659236,6.777375,7.6875,36.086625,32.41645,156,35
"ZNF235",0.629716666934921,60.5094358974359,64.1470457142857,3.24976380115403,6.55912706716879,40.38945,40.3142,71.174175,75.3342,156,35
"ZNF208",0.593945515733031,61.534532051282,42.4227428571429,16.6323193440234,13.9225246502552,3.87225,3.67855,26.129,27.37405,156,35
"ZNF714",0.0912008134585623,42.9802897435897,27.7415657142857,4.05163937514252,5.67676142151986,8.79365,3.5737,59.927825,40.2356,156,35
"ZNF394",0.484266746218132,416.071665384615,439.534342857143,15.396079733272,16.4950560092703,324.383725,377.54815,459.412825,506.60875,156,35
"ZNF333",0.791960345842533,108.608400641026,105.678522857143,4.88061394954552,8.63674511472975,67.92775,76.62265,131.65325,122.7302,156,35
"ZNF382",0.516085599221806,26.2101532051282,23.2545628571429,2.00888184783216,3.4196423978433,8.5803,6.8548,35.3682,35.8414,156,35
"ZNF577",0.356552610459862,89.9421006410256,72.6851428571429,8.47202993181897,11.1572394511165,23.98925,29.99085,107.9389,100.01365,156,35
"ZNF75A",0.182208697521365,275.447267948718,242.608362857143,10.9602821076228,17.0370520490292,182.23195,194.58635,335.555625,275.90445,156,35
"ZNF496",0.228376639589801,174.796091025641,136.935768571429,13.4622135101295,27.8168077755928,64.59225,20.1494,217.70205,174.98605,156,35
"ZNF2",0.229733787031496,87.5055570512821,80.4906771428571,2.56533247821942,4.49009611013545,64.43735,63.2628,105.0464,96.09535,156,35
"ZNF589",0.622888299716589,126.337123717949,120.300008571429,5.35282263797356,9.99083099643033,78.54635,79.27945,152.8421,151.2253,156,35
"PRDM9",0.176473615917279,1.98212435897436,3.39089714285714,0.348470732597064,1.55804576145288,0,0,1.930475,0.96565,156,35
"ZNF12",0.135271589065998,450.030461538462,395.339434285714,16.3935083674421,23.9693660717206,316.064775,297.31175,530.2571,489.4656,156,35
"ZNF202",0.238996567403757,163.801776923077,147.760042857143,5.90788303478234,11.3202355220201,120.3511,111.02875,184.903575,158.98745,156,35
"ZNF3",0.756631277576687,702.005258333333,688.31156,19.827142558341,29.1706400225114,535.298025,598.12275,818.695825,766.23375,156,35
"ZNF606",0.539025681085195,185.978645512821,172.507394285714,9.45729555440971,18.9249601107606,111.38775,88.95765,234.896125,216.63645,156,35
"ZNF91",0.118077769865208,279.803363461538,234.200651428571,13.1119493193958,18.3557258429654,156.052025,158.2844,339.243375,290.74005,156,35
"ZNF226",0.586920581499517,235.870155128205,254.050471428571,14.4158892471325,29.0467890714164,141.7679,182.6744,285.134125,266.51975,156,35
"ZNF229",0.610496177909773,74.7746647435897,61.65648,11.4183883689593,18.7647002733909,8.5014,10.8224,94.883875,70.53815,156,35
"ZNF180",0.283288374500965,135.090373076923,120.431437142857,6.04671895658902,9.98476425612315,91.1901,84.25405,166.301225,142.8388,156,35
"ZNF641",0.0474619006886161,78.7589923076923,60.5822085714286,4.07241010721491,6.31264358302649,37.62105,34.5456,114.255475,77.18305,156,35
"ZNF610",0.62699759541049,21.4830974358974,17.4738085714286,3.67830249269596,5.75418956778212,3.4624,2.9458,22.197675,13.0281,156,35
"ZNF528",0.31444614640295,96.3022583333333,74.3925828571429,9.63143469358352,16.0448271227767,23.075675,22.22735,124.5139,92.72865,156,35
"ZNF701",0.472015274289349,44.3181493589744,38.20918,3.56665633410922,8.23256508542107,14.298175,9.91995,53.4278,43.4608,156,35
"ZNF283",0.198597301226092,29.550258974359,23.7181228571429,2.01723147119213,3.17872785802692,14.510575,13.1129,36.9511,29.6593,156,35
"ZNF558",0.44519668486913,259.901055128205,238.854885714286,11.7539784053034,25.0733669180882,154.8351,131.73445,359.97655,312.6523,156,35
"ZNF597",0.321684192426302,26.1685993589744,23.3083771428571,1.28682059698605,1.99379762449202,15.27955,13.8977,34.9113,29.70315,156,35
