"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF546",0.134588250077051,0.634555552256796,0.799200904342626,0.999996131095501,0.085188059071111,0.526679475848097,0.156581020182291,0.999841597406992,0.860809592012294,0.0978636732378222,73.5001567567568,56.7733103448276,64.4958285714286,73.9014,57.9544147058823,5.54129592961002,3.98429079847424,4.2809213628092,4.05976891417019,5.11203544369345,50.4202,41.4108,44.760075,55.1814,40.79815,88.6386,75.718,72.438875,87.8955,66.80445,62.223978,68.0409018867925,58.7666,62.5122,43.318875,77.01875,48.2658,81.05855,3.81897985762871,1.65187113244485,1.09348363884406,1.06373688455687,0.128931634345648,0.0891413441778383,"LIHC"
"ZNF286A",0.999291169030759,0.114982494378923,0.0945060723735528,0.0449140195009552,0.0386916458779692,0.998183010706314,0.33062241773283,0.269184988843429,0.993118415934621,0.95076357275921,113.842167567568,117.21075862069,82.654769047619,79.026006122449,88.2677029411765,12.710316604638,16.7489564151116,4.84253797322192,5.04372147404068,7.63149575337078,59.5299,50.7099,58.4941,58.0535,61.980675,176.1905,159.226,110.01085,93.674,99.713425,62.895012,93.7474150943396,64.9402,77.04,51.142025,73.950675,57.2589,117.1139,2.92668936029612,2.97870665169703,1.49053815419162,1.18632218564156,0.575833305324735,0.246495875401168,"LIHC"
"ZKSCAN4",0.777536202290135,0.850530938526947,0.999237328060186,0.37852003638728,0.991535345136395,0.936668329020037,0.999999988950765,0.796871681406279,0.867537578883658,0.41361997206859,118.829083783784,104.013817241379,107.037919047619,98.5664163265306,118.646770588235,9.9230766565385,9.26899935109065,9.09337813396631,6.0456995842862,7.86318312662069,87.35,76.7519,64.100425,65.1751,81.589975,136.5737,123.8694,130.30335,123.1131,147.4126,57.104024,105.242946091644,51.9028,99.08,40.2167,70.44075,72.26225,131.5823,3.25705491685866,2.54775318977187,1.84300402527927,1.90895288886149,0.882059221942095,0.932781498842125,"LIHC"
"ZNF643",0.943373098756345,0.456463694905185,0.13968162490836,0.0791544364100891,0.0141907724537227,0.904236191034914,0.995278250483852,0.995688972836499,0.25717093210996,0.0314511576195124,27.2699918918919,30.1991724137931,21.3749952380952,18.4764183673469,28.7064058823529,3.01090913004279,4.0861141540314,2.1863061530663,1.37211020333928,2.57205000934803,14.8617,11.5968,12.345425,12.9571,19.347425,31.9192,40.7311,25.902525,23.8264,36.0007,11.423196,23.6600897574124,11.1873,19.6809,7.264125,13.7441,12.99195,28.4325,0.785438122438213,0.854748564908131,2.07123205777196,1.75921804188678,1.05048920002945,0.814934305125845,"LIHC"
"ZNF642",0.997551223419351,0.737045852309148,0.577962138747991,0.355513597421112,0.245461820746735,0.976495706717675,0.90041986051634,0.985608546827806,0.218868014657083,0.0520542356289053,76.6038108108108,79.5761034482759,66.4420952380952,61.8791673469388,84.3827764705882,6.27004644446614,4.97391861237933,5.29777065950023,4.68331751561536,8.42009473181121,52.1042,64.5727,42.028775,43.8322,51.64835,87.6768,91.2176,93.291275,87.8527,108.8188,53.657684,75.7972805929919,54.12785,69.2913,47.4999,63.334575,50.4324,97.5856,1.9229763940465,1.9628307492342,1.41260812883746,1.28014136899951,0.498361303610657,0.356303139203903,"LIHC"
"ZNF490",0.728177577655932,0.0245642478240069,0.539831133159899,0.565312933804021,0.999990651798232,0.451565771813276,0.527555617809189,0.99918369602064,0.667312031659475,0.999676477124078,183.32802972973,161.466544827586,135.079471428571,160.133869387755,157.042870588235,14.9814934718791,12.7449630262318,8.16430098620004,11.9987297515869,7.07900385354551,115.1036,118.5345,93.226375,111.5065,125.72625,214.4858,178.5901,186.000275,176.6825,186.92975,107.01855,157.068279514825,102.8953,148.1823,77.13295,132.666875,110.81645,187.0143,5.63003730399665,3.38754735908173,1.46767340348776,1.44012700288546,0.553530965735849,0.526196046635326,"LIHC"
"ZNF626",0.996651507746884,0.529433744098084,0.812653581955322,0.0317536995865909,0.136747347219059,0.654443969333019,0.840159293361507,0.971106157256547,0.9911049471027,0.405667319217242,113.861245945946,105.36284137931,79.8615738095238,52.1096816326531,90.0519852941176,29.0848800820327,20.3966626062021,6.55995330090445,6.07185568453601,10.6849234044686,10.095,21.0349,50.57735,24.4275,41.8848,95.3506,140.9028,100.953925,61.6845,107.496025,69.76895,85.3603363881402,68.2084,56.2531,55.27695,84.684075,20.94245,101.6283,3.16578844558347,6.95207892346128,1.2234717075166,0.824723934295483,0.290980739833779,-0.278016818286178,"LIHC"
"ZNF793",0.961155204700541,0.950645588778591,0.999999969513632,0.0515534712421754,0.357625938670045,0.240000160483922,0.994470157348944,0.998511518196078,0.998354142014913,0.166549293200665,43.6035216216216,36.7198103448276,36.9088595238095,19.1136183673469,39.6906735294118,8.42955102172974,6.37898229819409,4.38247362390031,3.71846078376711,10.308736862796,4.8123,6.3387,13.069175,4.6838,8.5987,71.1316,58.2133,56.623725,21.7265,45.891975,13.579244,33.5200215633423,11.91645,17.9426,7.90205,19.494425,6.6995,45.5236,1.17788840676574,2.21485977825834,2.46847479604478,1.50570010363825,1.30361991475418,0.59043445123279,"LIHC"
"ZNF383",0.641382006996223,0.00997556861947291,0.456578232612484,0.00814969348290451,0.456093061190127,0.999997777990026,0.00867443906946652,0.381561963310325,0.999495763321689,0.998686000840837,78.9982108108108,69.8040275862069,58.9868333333333,59.3022755102041,57.6365441176471,4.87140299693274,6.90010447598476,2.97968099422735,2.85215253041264,5.13435077583236,52.381,48.0532,49.4732,45.4976,43.106225,98.1713,87.0674,69.5215,72.4518,64.783525,52.272172,64.6441040431267,49.8538,59.8602,43.0318,59.8645,47.25695,76.26845,2.11494004427016,1.35358975773279,1.2366829532763,1.20071489033935,0.306475685954757,0.263893623879217,"LIHC"
"ZNF669",0.958573263862079,0.114317016286961,0.529805826516429,0.000727841193504331,0.0231804141732115,0.5040841922735,0.0394013865081956,0.272318835840863,0.980373324074868,0.888942786318824,97.2839,88.7013586206897,69.8872333333333,53.0789448979592,63.3850558823529,12.4931894650309,8.8422603625265,7.81144749644355,5.01576980079497,5.42162187361722,43.7988,57.2134,42.8776,21.5311,44.796,123.3632,119.0769,93.259775,75.7403,74.524075,35.447628,70.6957398921833,33.3729,60.0522,23.830025,43.081525,39.97185,92.81235,2.30225338060485,2.49739997021048,1.99437152444116,1.7994300764992,0.995934189345582,0.84754004210825,"LIHC"
