"gene","N1-N0","NX-N0","NX-N1","mean-N0","mean-N1","mean-NX","SEM-N0","SEM-N1","SEM-NX","Q1-N0","Q1-N1","Q1-NX","Q3-N0","Q3-N1","Q3-NX"
"RBAK",0.000178752305671326,0.982719002864347,0.000244356568358195,320.363554940711,580.74415,322.917935087719,7.82254610623626,207.949170187118,10.9592286781931,230.5427,317.95745,252.545075,401.9788,695.99405,388.154975
"ZNF92",0.00547907646764789,0.87621408603605,0.00422440522683309,125.853613043478,230.6506,122.174249122807,4.15108296962227,70.733271306048,6.06217294736434,81.1374,136.71625,80.3663,158.1081,304.3294,155.237725
"ZNF157",0.73898110478989,0.899823346199196,0.799560627488648,0.293507114624506,0,0.254721052631579,0.0534553655687339,0,0.0590382634217457,0,0,0,0,0,0
"ZNF182",0.910038247383417,0.763145208349717,0.9649679079783,136.646696047431,148.1789,141.020421052632,3.47190974854581,11.7769963336016,5.2585366449583,102.6646,129.019775,103.0777,164.9651,164.739025,168.53995
"ZNF673",0.300277707057558,0.913795925124195,0.264966917793962,236.325137549407,288.938775,233.112845614035,4.51853061200238,25.1616420850394,6.32118209572377,188.8152,263.48555,180.381475,271.4333,313.209825,283.018425
"ZNF41",0.0898749355428671,0.979627612603435,0.0852847099041869,123.957352173913,182.957075,122.745950877193,3.5284371900029,74.7405441361355,4.62769037236987,82.1147,106.6367,86.351975,160.3348,195.164825,159.19785
"ZNF7",0.349244878123414,0.973927427258047,0.382418474294803,475.142006719368,314.9277,469.477656140351,13.2026571144735,54.951605887514,25.2479679655156,319.5981,256.9117,288.307175,584.3256,346.8365,578.8619
"ZNF214",0.582532891386143,0.676449479515193,0.472218488679032,24.0757750988142,14.3967,25.9176192982456,1.17352855886224,6.92459911065856,1.96310439772885,11.1524,2.96155,11.888825,32.7094,25.34435,35.113625
"ZNF215",0.984573752205195,0.999099886210475,0.983197894853527,16.7923758893281,19.271625,16.6588166666667,1.93332828079635,8.21679688680196,2.44052812045375,1.4883,7.649,1.6407,15.3846,32.158825,19.21715
"ZNF547",0.160485387097691,0.682715349730865,0.113628976033898,34.8174197628459,58.4729,32.4100666666667,1.61559722509536,28.8219415961174,2.24832869478003,16.3563,29.2192,17.071675,44.6541,65.1247,40.978625
"ZNF773",0.0472823877703215,0.45713100070612,0.0249047845868844,68.8403118577075,127.419425,62.2461903508772,3.12357479671989,38.7153610904934,4.32679388988387,29.5918,63.2333,24.310925,103.1856,194.111125,94.836775
"ZNF776",0.0154959085166335,0.957768917150901,0.0139411787464683,228.291094466403,380.2018,224.875105263158,6.63585811418754,127.755722014613,10.074586968232,155.2186,229.2863,144.453175,286.8222,475.45025,277.364725
"ZNF256",0.321190624210793,0.462977905714462,0.210442106508792,65.7776553359684,102.85975,58.9506649122807,3.20760676037581,35.1986812341149,4.73953139488941,26.2618,51.2763,20.173975,91.7281,151.4949,86.97965
"ZNF599",0.362683412771549,0.995325080004911,0.358553053106161,63.816333201581,92.89085,63.3754114035088,2.72403699730668,40.2706479346207,3.62155124883836,34.6939,50.605325,34.904725,82.1653,101.990925,80.050575
"ZNF18",0.151520053782867,0.886855664827073,0.127020827471601,180.942839920949,106.022,185.149311403509,5.08447130017522,23.8845952949106,7.33336249556619,122.8298,77.700875,125.342525,229.0471,118.956175,235.625125
"ZKSCAN2",0.988406403658974,0.8283440509444,0.959533088473647,140.59987312253,136.120875,144.631296491228,3.84628825166136,21.0785110389062,5.74912860975899,95.7283,127.9483,101.19055,176.1208,156.709125,180.907675
"ZNF689",0.488903879665601,0.670482089622043,0.613942428598376,119.946073913043,161.13525,126.830204385965,4.53293620449208,39.5041297739131,6.57299135453391,66.8404,107.416275,81.884725,161.809,220.279625,172.00645
"ZNF19",0.719277275868173,0.0189548990825669,0.985186216986268,42.4867241106719,50.3101,48.6311122807018,1.19119068691185,8.2259581521952,2.09983236211005,29.2177,36.9845,31.57895,51.2506,64.47175,56.519775
"ZNF230",0.541272187525362,0.924758923987551,0.600212158005032,72.5086446640316,96.536,74.4252456140351,2.70788945601334,22.3980493883582,4.6192470429448,42.1588,66.03075,47.066475,89.9873,112.24485,86.468875
"ZNF222",0.770563994271497,0.928982794622165,0.726067662830516,56.3431719367589,71.62385,54.5258271929825,2.83216302124056,18.9504104574941,3.92865499988545,30.2863,49.7452,32.98695,72.6511,83.6143,66.132825
"ZNF221",0.031364681585669,0.938558719846336,0.0406809692666033,12.1517976284585,28.90815,12.6540166666667,0.795083331638256,11.5302733446567,1.29182080063856,4.4671,13.3355,5.402725,14.518,39.11315,14.446725
"ZNF233",0.813501005788571,0.102814414198473,0.539397269280599,30.7891581027668,41.05675,23.1086938596491,2.28316961750036,10.5899728407348,2.39358076445911,7.0671,31.055275,7.2381,41.8741,44.972175,32.26945
"ZNF235",0.907813652647321,0.841613077653003,0.852072662751922,61.3377233201581,68.4653,59.2068543859649,2.23968246123075,11.7814463917495,2.75690593464591,41.384,51.449925,40.067925,73.5713,83.724875,68.868
"ZNF208",0,0.487189312174463,0,39.5702936758893,627.96855,58.4960578947368,6.45880572208692,554.708337695283,10.9793325943074,3.0799,25.95295,3.630775,20.7672,703.15815,33.75665
"ZNF714",2.18599363055461e-08,0.86864446773903,1.59352985251715e-08,40.6912308300395,201.632325,37.6154,3.38953154356449,102.476158160971,4.05400947741512,7.2588,31.201875,7.23495,55.0725,342.4639,55.64185
"ZNF394",0.684003436644858,0.999830871969092,0.691262385080277,440.913486956522,369.52595,440.576680701754,9.27140765418648,31.2815415371829,20.0942721181876,340.9799,320.71745,338.73545,502.8665,420.8358,481.840875
"ZNF333",0.655989234704237,0.463646852988398,0.817470010996767,105.341998418972,129.52105,112.658020175439,3.28632495710492,18.7970978537247,5.65516682234158,68.3911,109.77455,72.629175,130.1399,136.2479,135.67595
"ZNF382",1.3857983285126e-05,0.752830752012878,8.12220159707167e-06,23.7712818181818,75.2787,21.9900078947368,1.37318517513679,35.429887667547,1.81803251726815,6.4782,28.70985,6.695275,34.477,97.1257,31.971175
"ZNF577",0.0020242278005842,0.157620961247183,0.000507115218090437,109.787952173913,310.64725,85.5627692982456,7.05414099672012,221.230880966848,9.83101951947671,32.204,72.394525,21.53805,147.1622,351.736025,97.796075
"ZNF75A",0.968168532954223,0.854246377210148,0.991908950391057,270.71672055336,286.94305,278.735363157895,7.68496164912951,67.9582116515301,14.4247863283579,192.4928,223.529225,183.0766,326.051,328.198975,319.2331
"ZNF496",0.324161207781452,0.973178848464168,0.306343259752204,166.701539920949,275.847,162.919573684211,9.8975649341273,33.5709278738564,12.8522352302082,62.4671,224.73655,58.7607,221.9274,328.9821,220.8983
"ZNF2",0.977165305573472,0.399542097145741,0.996106757160025,89.0256339920949,86.111575,84.9028385964912,1.8398891447145,9.59287969193601,2.44045578997676,68.1576,71.97075,67.0982,104.9553,102.181425,98.5349
"ZNF589",0.993164598522789,0.999658384112443,0.993943018298678,134.57194229249,130.3557,134.361302631579,4.73631855155924,29.5604140005684,6.99235735898975,82.6463,109.2896,86.408175,161.4334,162.45845,157.257175
"PRDM9",0.931615073262334,0.919837042272297,0.960951787694632,3.1818209486166,0.45585,2.5190649122807,1.11354252973638,0.307428876598583,0.6049374734479,0,0,0,1.7104,0.7171,1.534475
"ZNF12",0.0631785626769196,0.939725481011367,0.0554895174990712,440.248081422925,639.381025,433.61748245614,10.905960916592,208.248491368455,15.6819348312216,330.5439,443.805125,310.727025,518.1347,689.8615,559.49175
"ZNF202",0.0211543590250221,0.990873871165404,0.0245703066804185,164.166716600791,261.574525,165.217187719298,4.31542048181009,126.940626108366,6.46461248717775,121.9102,124.73465,123.4362,189.3491,288.329225,183.900525
"ZNF3",0.813578238465831,0.958151194311325,0.782120715991461,702.236754545455,770.109375,695.324671929825,13.3013543136461,72.6408150048279,22.4133478870666,562.9183,727.7103,553.282225,824.5432,845.418025,783.047925
"ZNF606",0.00182150455499253,0.529086067781586,0.000860884540163531,185.71185770751,374.140175,172.538700877193,6.48751936130401,139.385066729172,10.4690406905798,114.0418,141.75355,98.96315,236.1824,570.444475,220.72605
"ZNF91",0.0169216343989941,0.802634686162659,0.0269807220345121,262.653549802372,477.58105,273.689361403509,9.02716949919993,116.933245023086,16.3895846165829,160.2374,291.387,157.279975,321.5644,615.83195,327.481225
"ZNF226",0.677403375239467,0.881614994352176,0.747246001309792,231.032072332016,293.906525,239.030087719298,9.79487753293678,76.9607040251861,12.1460102634601,142.7891,191.0897,153.95345,282.3477,343.920075,290.417825
"ZNF229",0.075354234279433,0.98006499338723,0.071577430495537,64.4629719367589,184.120275,62.1184657894737,6.94909386538512,69.6400353177846,9.71156233141058,9.3113,101.6848,7.519925,88.9601,283.305675,70.652475
"ZNF180",0.0195924356976479,0.386459189709063,0.00887022145290195,130.852179841897,214.772225,121.700533333333,4.11441457436452,62.7200645980797,4.57371984653541,91.8228,110.93055,92.381375,156.7398,315.335225,140.075275
"ZNF641",0.42012078299157,0.867080612983644,0.494291375234505,70.3815707509881,100.30505,73.0915543859649,3.05170448265255,11.556581887284,4.17841933096418,31.7191,87.13295,38.669575,103.0497,118.73215,108.390525
"ZNF610",1.51546955540205e-07,0.37856844436239,4.09797186184946e-08,21.9031818181818,130.557625,16.0836236842105,2.65743297146669,44.6409345324329,2.46501564746841,3.4079,83.017025,3.431775,22.003,190.98615,15.77655
"ZNF528",4.87214538713587e-08,0.998890293062748,6.18959903331273e-08,84.2832343873518,373.807,83.7797412280702,5.91307731828517,171.563371763094,9.06267225932193,22.5806,116.230825,21.999475,108.1483,556.426925,111.949975
"ZNF701",0.025910440288913,0.955775247835623,0.023251060775754,40.300128458498,92.3913,39.0172447368421,2.50495388301201,35.2293606070278,3.57924087098584,12.3533,46.48945,12.832375,54.5957,124.56285,51.8732
"ZNF283",0.061022967724609,0.97758461705897,0.0576038275026077,27.4416292490119,51.420275,26.9625938596491,1.3176433811682,18.5780128656778,1.90070086017093,14.3122,23.11505,13.06445,35.3387,75.215175,34.77835
"ZNF558",0.0900372086949519,0.904749442989904,0.0758562326794162,261.804009881423,423.00415,254.500342105263,9.54788391428801,110.518393960165,14.0223944708955,163.3844,268.816625,147.8964,342.6867,555.251875,357.879775
"ZNF597",0.298046712474379,0.963467272216568,0.333647934142021,25.4959466403162,36.6909,25.9336728070175,0.907896042789236,11.5996851835154,1.47171473988484,15.3873,32.9327,15.62395,33.3165,47.3064,35.5731
"ZNF30",0.618862738058261,0.730955799159813,0.518990722833335,93.3679913043478,112.05005,89.9902850877193,2.55164888942756,50.2265616995214,3.22367445388201,66.0475,56.82055,67.66935,114.1234,119.9727,109.81925
"ZNF354A",0.519255906194851,0.96519611117274,0.490938417376528,142.314375494071,195.24905,139.565114912281,6.0842223106307,62.5637742891404,8.78540207094892,78.392,117.957,79.4996,198.5781,220.66245,187.8115
"ZNF764",0.177495132522777,0.913369929238341,0.153767461391022,230.218162450593,325.6085,225.355371052632,6.80396161055353,108.015551468735,9.10083012540193,164.5347,216.410575,165.399575,255.9982,350.549425,260.36815
"ZNF747",0.991178161141085,0.994853328270261,0.994038813180449,323.250627667984,332.034625,324.751049122807,8.67825531224876,69.628505789049,12.7575231412013,223.4334,228.37675,219.8813,386.3366,394.034875,380.7724
"ZNF778",0.909931025979739,0.00247327302156719,0.939986784683594,42.1428482213439,46.18085,49.4811692982456,1.19962982273335,12.884883309425,1.85204536070214,28.3033,27.858125,37.130225,51.3308,66.268325,62.0262
"ZNF212",0.912860272143174,0.301971207677561,0.996911680270573,360.586356126482,335.771425,340.38390877193,7.96593071438842,50.6075065107173,10.1084433862207,266.41,280.37165,261.346725,421.4401,376.460925,417.424275
"ZNF282",0.981308209425428,0.175406076691974,0.97531248466998,843.777435177866,814.659675,780.82786754386,21.1738103817264,75.5880399485083,23.7104319304216,645.2465,762.653925,591.88875,972.8213,889.1111,907.41345
"ZNF160",4.65754733443013e-05,0.804433888595739,3.02476012038477e-05,207.811512252964,554.737025,196.657177192982,9.93351205243409,175.280484681735,13.7723184632533,86.5727,272.78305,78.29805,281.5582,838.484775,266.296575
"ZNF415",8.18702328042598e-07,0.678689140470473,2.6186660947447e-06,29.6255600790514,173.158925,34.7749649122807,3.19180065856206,82.5067673085707,5.26328220161255,6.9071,39.1105,7.828425,27.249,311.486875,30.874975
"ZNF439",8.31102160681052e-06,0.981705580725865,8.46530058984385e-06,28.5994383399209,119.17165,27.8199456140351,2.42908237386298,55.8249414660463,2.93623371550525,8.1585,33.3839,9.79145,30.5677,194.9588,32.872675
"ZNF440",0.177388164650567,0.195499921356205,0.0818194253525445,109.02116916996,152.186,99.637397368421,3.2108391736373,34.4117717329162,3.73492560252922,73.0375,117.84385,71.720875,134.7029,156.5772,124.210525
"ZNF562",0.0001625857041756,0.84842107326882,0.000115435817295673,267.4054256917,513.564375,260.02856754386,7.42195407715119,213.41514689054,9.70895751152624,181.288,280.5864,196.552725,324.2302,553.115825,308.849225
"ZNF561",0.0636131322069997,0.828715286941071,0.0487364738512909,449.414096047431,642.691575,438.207452631579,10.8997864342883,127.610888890097,14.9399754965131,335.709,475.060275,342.8071,520.058,799.38785,506.719225
"ZNF584",0.426071464897479,0.940382728427561,0.476898634697644,181.981082608696,138.20075,179.357354385965,4.31365906938338,10.6941609492049,6.80898901224192,137.9064,127.919775,128.211,218.9824,144.663575,229.47925
"ZNF274",0.31936867988648,0.894928020087663,0.277951175155201,495.501892094862,642.04485,485.306018421053,12.1445381973663,255.12498367256,19.1740144004066,361.0844,264.760625,343.644375,602.7044,882.424575,602.6832
"ZIK1",0.001447943575691,0.47424672736069,0.00062884783560091,25.6916264822134,93.889825,20.6231368421053,2.49180741203571,43.2388082051178,3.1533735863224,4.6009,24.939125,5.516425,25.9135,148.44105,19.081925
"ZNF540",0.000380771209265607,0.937542710183109,0.000586812419774985,32.2146584980237,79.777225,33.1562447368421,1.51627748316305,30.3785607147095,2.18398040695923,18.5812,38.8645,17.173275,40.9415,103.131025,42.97915
"ZNF570",0.242348712488837,0.682653497191923,0.177579349724213,32.3058830039526,61.01245,28.9820763157895,2.55466223918655,26.4081115233401,1.66711857494325,15.691,33.80545,16.16635,40.0829,66.4597,39.035775
"ZNF57",0.830631704298296,0.823197536119356,0.897401750750092,106.88202687747,136.70895,113.718601754386,6.35203102600239,22.3641167819307,9.83903723928268,49.6084,115.45165,47.1663,130.6391,145.8212,149.62865
"ZNF556",0.549762703474705,0.988512902898041,0.535772607753833,1.63699802371542,5.295875,1.5234,0.430475772448187,4.36844727208173,0.668925314993595,0,0.2439,0,0.385,6.499375,0.3609
"ZNF554",0.38363128525201,0.690986644519318,0.497307092343924,130.195518972332,88.59095,124.421935964912,4.22662066589505,8.52395525939494,4.7823326339572,85.2804,76.57205,83.400825,157.6422,96.05085,153.6691
"ZNF738",2.87231349815897e-11,0.898836250197202,2.22321050458163e-11,65.5518806324111,278.366425,62.5597798245614,3.57249559864627,134.872136010602,4.8697874137651,30.5861,155.46945,31.371525,81.7175,316.526075,69.254425
"ZNF596",0.706399803640882,0.784397308506827,0.798025274727564,38.7937529644269,50.1274,40.9135850877193,1.69278353925837,13.6473022305387,2.91758992521311,19.1269,30.667375,21.183625,54.6956,60.571125,54.005925
"ZNF621",0.489282801409303,0.994430693060304,0.509535082506505,372.297281422925,483.96735,374.501664912281,11.8741921382124,93.3647631572399,19.2604869028075,260.5634,373.573175,248.653425,433.458,511.537425,438.5203
"ZNF680",0.99291542975638,0.00480891709125064,0.826197932034185,251.514131620553,262.98315,323.013204385965,11.3383432063167,107.119678922086,22.3697152296497,123.4214,146.755175,157.2241,324.5428,309.352325,441.40905
"ZNF483",0.388820588548991,0.0279850478822977,0.148346198078341,6.84490750988142,13.45305,3.94328421052632,0.707088411420134,9.51830382723204,0.53897661813343,1.6736,1.570625,1.165375,7.0346,17.934275,5.247475
"ZNF417",0.300469506640178,0.851258963163454,0.369164701335927,84.7784628458498,121.695175,87.7924684210526,2.86556337456491,31.9607719717045,5.30625008520432,50.5753,86.6605,49.2157,104.9161,140.392525,108.1114
"ZNF791",0.248167556000243,0.988046575403291,0.269190322651818,106.897727667984,157.230425,107.939634210526,3.90838898616484,34.8634789352309,5.91543751961907,60.4,122.028775,58.577675,144.5967,185.72595,145.238325
"ZNF519",0.0179028609933877,0.977042278029107,0.0219075184721229,18.4857395256917,43.815775,18.9112149122807,1.11939302078305,18.9970051529785,1.763066313686,6.9553,22.69165,7.5064,25.2132,48.742125,22.94625
"ZNF25",0.819403841458076,0.789157637192755,0.894264630480593,126.0465256917,147.95845,131.395099122807,4.59040296791455,38.0151737686085,6.6083052515059,81.3623,114.08215,90.1335,152.7778,181.15365,160.6329
"ZNF77",0.734737726665312,0.737535131553244,0.832739898082388,64.8343996047431,78.581825,67.892602631579,2.09931212566777,13.3733165767618,3.99628988537918,43.3437,64.504775,42.9226,79.646,89.18575,86.408625
"ZNF169",0.529918430073205,0.473355257549942,0.382555563853801,32.9108711462451,43.670375,30.2961745614035,1.33955184975245,10.8681604112943,1.5061202968341,19.0989,30.177825,18.0295,39.8467,56.75175,40.86275
