"gene","N1-N0","NX-N0","NX-N1","mean-N0","mean-N1","mean-NX","SEM-N0","SEM-N1","SEM-NX","Q1-N0","Q1-N1","Q1-NX","Q3-N0","Q3-N1","Q3-NX"
"ZNF549",0.0122816932007452,0.553046422461767,0.0065467191973686,61.1227296442688,146.882425,54.1613157894737,3.79414143025609,39.1757541901105,5.31057850012332,17.2786,86.445575,18.220225,85.4409,188.92665,73.664725
"ZNF211",0.717397555136191,0.804630236042241,0.63491521258492,120.028918577075,148.202,114.928955263158,4.2232361090734,28.9199336329633,7.67072461508619,72.028,104.422775,64.6523,152.7553,180.234225,139.9695
"ZNF205",0.959694581526627,0.715917617378433,0.897308226346219,347.211918972332,325.199575,361.268846491228,10.0104862170651,35.6866416405909,15.2676802819451,237.9826,295.62795,250.924075,429.4346,365.640375,434.882725
"ZNF45",0.243692167680346,0.972972215184369,0.27204865849153,171.990405928854,257.27535,174.638012280702,6.77840400701259,82.7824748154916,9.10050847992846,107.2678,159.14985,117.429925,215.0619,343.66575,206.229975
"ZNF133",0.801307312731278,0.952217599935458,0.766866337615724,237.783414624506,271.785575,234.207098245614,6.877958379301,101.602927725709,8.91531036127788,164.3365,153.033425,165.887525,275.3623,327.31025,275.894
"ZNF436",0.958817288572337,0.440382095753918,0.849189422676524,216.236261264822,231.47065,201.139024561404,7.6193201074321,56.9227926463044,7.19899206310039,139.4201,154.691075,140.8089,264.0443,306.023875,252.452475
"ZNF484",0.976280120427484,0.992084566178473,0.970429850239313,40.3216454545455,38.18365,40.5969859649123,1.31507805859335,5.9680412483913,1.79299550699713,26.9966,32.20745,27.467075,46.8079,42.6784,49.2414
"ZNF780B",0.00013203417780272,0.544857313335339,5.81200143392469e-05,179.059869960474,424.4884,165.076529824561,7.53089174693071,155.711196952248,9.68056830145435,102.3751,166.22555,95.52385,222.9965,658.6167,191.133775
"ZNF557",0.999949495949775,0.705048608334186,0.981061876248685,128.421388537549,128.633375,124.469572807018,2.88147216564591,19.6395161839752,3.70544778346435,96.2478,111.34375,96.65245,153.9284,143.632175,145.329325
"ZNF337",0.545842225074149,0.881624052586646,0.486295767437234,310.381844664032,389.095575,302.356694736842,9.66747012258251,46.5833385393564,12.9465448123715,213.5642,309.681325,227.83365,374.8815,460.40625,338.9941
"ZNF317",0.571038339951508,0.998761419595094,0.57036613101035,511.731389328063,591.6673,510.891387719298,10.3226606131794,78.1772844171076,13.1003707738969,413.2841,466.18175,435.404625,589.2193,681.89355,595.136725
"ZNF426",0.00390927114263107,0.996690486198596,0.00457331011452111,36.0512723320158,95.83635,36.3730035087719,2.26505896118225,47.1053321578619,3.34500639093485,11.4884,46.85895,10.7379,47.0788,106.0226,50.988675
"ZNF331",0.901648269605872,0.939293517333249,0.869340397532302,599.284585770751,816.4183,561.487351754386,59.178120476809,244.284618973337,104.09402655316,124.4579,430.929825,106.051025,653.5128,1110.471975,584.027425
"ZNF227",0.878302284615783,0.947799544827139,0.846556154061444,206.170297628458,241.364425,201.107857017544,10.0279353938987,44.0342201654459,9.59052161762596,133.8137,171.69975,137.56225,237.7813,301.000725,244.82725
"ZNF141",0.016009975237262,0.273252772477078,0.00609479111419498,46.5164541501976,93.541325,40.6710824561404,2.14765211812402,20.681926801976,3.01657453545065,22.323,59.8549,13.81965,60.7626,121.835475,57.438525
"ZNF304",0.0235526411846786,0.759129205707421,0.0161714926852706,162.890413043478,281.0946,155.79360877193,5.6134847223042,91.1985430937268,7.88008257206697,92.5083,193.323275,90.358,213.5053,355.634875,197.703975
"ZNF132",0.000119633429261801,0.197049029542468,2.72788480916164e-05,38.659252173913,101.447175,32.822951754386,1.9248861125021,43.1760479935418,2.36888671273074,17.2761,57.9021,15.9852,49.4081,130.348625,40.930075
"ZNF20",0.770616183834534,0.877284794446162,0.709586378007318,64.6971636363636,73.265375,63.3382210526316,1.55931062184274,6.91934259249328,2.31637243736378,47.2162,65.387525,48.733975,79.2841,83.9294,74.518925
"ZNF670",0.780689645485647,0.985108804454444,0.804937681180515,64.1914146245059,78.121325,64.9584184210526,2.64185588475802,4.60189044585212,3.73722156035709,37.112,70.832175,35.701775,81.0811,85.91295,85.997775
"ZFP37",0.927493600626983,0.00693830364171732,0.948417742796915,28.3643296442688,24.059825,20.4153131578947,1.53759251843608,6.6610829644254,1.87539080755153,10.596,14.950125,5.714,38.1515,30.3322,29.211325
"ZNF189",0.666264990530339,0.166127658493096,0.422410783396024,629.442013833992,800.115175,548.760845614035,25.5125694137714,291.562813646326,33.7123019814526,364.8827,504.588775,313.287575,746.1743,867.21085,670.43565
"ZNF434",0.649057204985139,0.501395775380382,0.803889033071478,262.405993280632,301.530325,273.483257017544,4.74294771929212,22.3576424597338,10.354302379951,205.7637,287.5137,214.524275,307.745,316.762825,322.3622
"ZNF287",0.388603907363983,0.736578968304487,0.308352650322003,23.7166466403162,41.88835,21.4080122807018,1.83749405003409,8.73531166144059,2.18000345647808,5.0163,36.10005,5.3118,31.2223,49.1412,27.182325
"ZIM3",0.975097093986879,0.997759063313112,0.972230153765769,0.0325498023715415,0,0.0347228070175439,0.0199681947654517,0,0.025134627264228,0,0,0,0,0,0
"ZFP14",0.289409818296261,0.727928024346022,0.222089811479955,130.98361027668,186.9435,124.663253508772,4.68658572228631,57.7866646557548,6.60039208004589,80.502,109.5688,73.940025,158.831,243.3255,159.900275
"ZNF473",0.447903020511745,0.0664494780947675,0.208518717529584,235.253796442688,297.18295,209.630809649123,6.85436965963233,84.3269328778031,7.44629230601158,159.7938,199.32955,162.5732,274.6283,326.15325,229.633675
"ZNF614",0.000111451682525465,0.669475586216566,5.89583455501419e-05,105.024846640316,279.971025,97.0068201754386,4.96494106037252,104.710345520388,8.09778878418178,51.2282,99.607025,43.670525,145.3165,454.97615,128.027425
"POGK",0.0542708662785462,0.257279930993255,0.0229240932296962,1238.22237312253,2003.407825,1121.87325877193,38.6676393280049,1276.38493887468,57.5905053896498,846.8565,762.54405,750.63705,1517.0316,2124.446475,1355.517625
"ZNF514",0.233304176734512,0.982459759339116,0.223367547327809,123.080485770751,207.9008,120.996613157895,6.86716285903255,70.4120144000298,8.1050911078981,59.7701,130.64085,63.94505,153.7786,237.35075,160.1783
"ZNF300",0.0781330589149436,0.91979925317628,0.0668989991697276,67.4846339920949,159.9703,63.765,5.30522297690722,42.2621886020865,7.98578297564706,15.3061,140.960825,15.017825,80.0184,203.509625,80.0669
