"gene","p-adj-T1-T0","p-adj-T2-T0","p-adj-T2-T1","p-adj-T2a-T0","p-adj-T2a-T1","p-adj-T2a-T2","p-adj-T2b-T0","p-adj-T2b-T1","p-adj-T2b-T2","p-adj-T2b-T2a","p-adj-T3-T0","p-adj-T3-T1","p-adj-T3-T2","p-adj-T3-T2a","p-adj-T3-T2b","p-adj-T3a-T0","p-adj-T3a-T1","p-adj-T3a-T2","p-adj-T3a-T2a","p-adj-T3a-T2b","p-adj-T3a-T3","p-adj-T3b-T0","p-adj-T3b-T1","p-adj-T3b-T2","p-adj-T3b-T2a","p-adj-T3b-T2b","p-adj-T3b-T3","p-adj-T3b-T3a","p-adj-T4-T0","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T2a","p-adj-T4-T2b","p-adj-T4-T3","p-adj-T4-T3a","p-adj-T4-T3b","p-adj-TX-T0","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T2a","p-adj-TX-T2b","p-adj-TX-T3","p-adj-TX-T3a","p-adj-TX-T3b","p-adj-TX-T4","mean-T0","mean-T1","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T3a","mean-T3b","mean-T4","mean-TX","SEM-T0","SEM-T1","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T3a","SEM-T3b","SEM-T4","SEM-TX","Q1-T0","Q1-T1","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T3a","Q1-T3b","Q1-T4","Q1-TX","Q3-T0","Q3-T1","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T3a","Q3-T3b","Q3-T4","Q3-TX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF189",0.999999996839489,0.999999996319878,1,0.997944847075794,0.991935185273635,0.992289931917731,0.999999999983142,1,1,0.999237993379798,0.999954212146191,0.508499818402492,0.649458926027143,0.999747125195894,0.999996686193887,0.999981624172633,0.884695709405004,0.924295952921798,0.999553299011801,0.999999072166349,0.999999982581103,0.999999996801809,1,1,0.995806240873317,1,0.998779634813934,0.999745802064491,0.999999987110052,0.999999999792025,0.999999999935523,0.995270220563838,0.999999999999041,0.991773726983372,0.998606440425038,1,1,0.99999993499014,0.999999928059534,0.99676947750439,0.999999999306777,0.99986712270959,0.999939898982451,0.999999945507136,0.999999833607019,508.4242,578.711475824176,580.109067391304,977.3756,563.7267,719.08982,698.882596551724,584.235833333333,593.5626,480.0523,NA,28.7077464078386,35.7332499688857,NA,NA,75.9208980913821,83.4184528828848,130.149491837319,89.0652143387865,NA,508.4242,328.131425,366.32655,977.3756,563.7267,342.2861,368.1682,330.859975,367.1498,480.0523,508.4242,648.793975,688.63315,977.3756,563.7267,1061.2028,957.6738,857.10795,786.8464,480.0523,395.63943,606.488535040431,398.4725,493.3307,343.197625,445.4799,347.32825,732.21605,12.1228231675943,20.5039711865105,1.53293248612867,1.2380545708926,0.616294158789107,0.308074906976241,"LIHC"
"ZNF434",0.99999090789475,0.999904611283748,0.985104927855943,0.999969419167238,0.999999855164021,0.999999999771997,0.999676490065705,0.934776734537687,0.888316636948002,0.976906691690329,0.999889587863574,0.995726857151843,0.999999999998859,0.999999999916776,0.886339549407947,0.999991004300866,1,0.999790840915412,0.999999894164216,0.938599249575992,0.999817444158441,0.999999993910153,0.99992538743735,0.996957186975899,0.99998362853469,0.988025601547462,0.996849921331447,0.999952538213836,0.999999890968112,0.999909506236798,0.990630707648626,0.999993330208629,0.976550320268035,0.991747368127316,0.999966264584905,0.999999999684124,0.986743965443826,0.986236223308965,0.995043235607064,0.99990397903924,0.771623347325576,0.995730298665839,0.988003440342114,0.969153632113762,0.97161618566328,223.9841,262.395054945055,274.697836956522,286.3607,141.3627,275.877906666667,262.896855172414,242.067716666667,248.004823076923,357.7502,NA,5.31724089197955,9.86620875270649,NA,NA,19.2050052643539,17.1399218426883,32.7399350200782,16.6500063327552,NA,223.9841,207.197525,199.285875,286.3607,141.3627,230.5374,194.4201,205.535,195.7647,357.7502,223.9841,309.07515,331.050325,286.3607,141.3627,293.2821,302.9212,286.582875,298.7641,357.7502,195.761272,265.491127493261,196.2196,256.1224,172.913125,216.337,206.27255,313.36205,4.8858672843847,4.50409783057209,1.35619841851692,1.30528448738047,0.439568267315651,0.384364277142436,"LIHC"
"ZNF287",0.999999216761723,0.999999993695501,0.986647488584062,1,0.999997984424637,0.999999969080425,0.00799129634100837,1.82318373898038e-06,4.03837783291561e-06,0.00878944878783083,1,0.833164853645866,0.999276681282855,0.999999999987831,9.25822293862399e-06,0.999999993218773,0.207252557350786,0.720262465085488,0.999999998985435,3.7163381626848e-05,0.98725005014145,0.999989027693541,0.99999810654317,0.9995837340026,0.999979050938859,7.09935661080685e-06,0.993650050947565,0.887897572624009,0.999999816646641,0.999999999606312,0.999999216254433,0.999999462197166,5.96968105570639e-06,0.999277573944605,0.908462094565737,0.999996720153567,0.999740731002478,0.965130828125483,0.984413590659646,0.999816690084024,0.0645126945425543,0.994049983942653,0.999465274374124,0.954978453463103,0.977626824469617,28.7413,19.9999703296703,23.649575,29.735,168.9456,27.18498,33.9343586206897,16.0003833333333,21.0664307692308,52.9758,NA,1.60651027409654,3.0376540664738,NA,NA,4.23128287118766,7.71369861190521,8.49780979521259,5.74913226280084,NA,28.7413,5.177775,4.2985,29.735,168.9456,6.5189,8.8968,2.785425,4.8361,52.9758,28.7413,24.225925,31.783175,29.735,168.9456,35.2762,47.9589,23.74705,23.8958,52.9758,13.816728,23.4152592991914,12.89135,12.5213,8.51905,18.163225,5.2036,31.29465,1.03572292444098,1.43187687870432,1.69470364468283,0.97129470536445,0.761033009215652,-0.0420189975335006,"LIHC"
"ZIM3",1,0.999999997703086,0.993389617783032,1,1,0.999999997703086,1,1,0.999999997703086,1,1,1,0.999790474489203,1,1,0.99999999999982,0.99999999998874,0.999971233358772,0.99999999999982,0.99999999999982,1,0.922030622515584,0.014567817437516,0.0448723733051448,0.922030622515584,0.922030622515584,0.0268843133337355,0.0395794510302884,0.9999999870593,0.999885669974519,0.999999999424239,0.9999999870593,0.9999999870593,0.999969312505599,0.999988503634759,0.193773876874009,1,1,0.999999997703086,1,1,1,0.99999999999982,0.922030622515584,0.9999999870593,0,0.0139884615384615,0.0513923913043478,0,0,0.0170622222222222,0.0196379310344828,0.457566666666667,0.0643692307692308,0,NA,0.00857669355440582,0.0513923913043478,NA,NA,0.0170622222222222,0.0196379310344828,0.457566666666667,0.0643692307692308,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024752,0.032866576819407,0,0,0,0,0,0,0.024752,0.0156369091153391,1.32783519793984,NA,0.409076100096853,NA,"LIHC"
"ZFP14",0.999999378906203,0.9999996269181,0.999999999725383,0.999999998785156,0.999999999986594,0.999999999997823,0.740485919833477,0.125097253513317,0.132987721617093,0.634508790719863,0.999999249440996,1,0.999999999358858,0.99999999997055,0.129453918439995,1,0.937008556916819,0.971971410503809,0.999999997358997,0.251833501737869,0.97403512405627,0.999978369324565,0.999979194110962,0.999962882912357,0.999999846724654,0.131357146015414,0.999990932665045,0.988672871153234,0.999950096298719,0.99854043293798,0.997993958085223,0.999999472067203,0.0904686251826332,0.99950654412222,0.888951833663651,1,0.999999825075691,0.999430865474546,0.999543264786115,0.999990721923982,0.886219175045573,0.999406174645899,0.999991245920988,0.997782094012659,0.996108243920085,151.6353,128.004857692308,129.271825,135.1002,337.8912,127.291384444444,148.070151724138,113.3731,111.091538461538,180.5101,NA,5.57526672604743,7.61458499189124,NA,NA,10.9521051267209,14.0448836879009,27.7982709684733,11.713104245342,NA,151.6353,77.215225,81.032175,135.1002,337.8912,73.6127,93.6399,62.0775,82.2026,180.5101,151.6353,157.547375,159.829,135.1002,337.8912,156.2029,175.7106,173.61885,124.3127,180.5101,80.387894,129.270812668464,79.12785,111.4551,49.280425,116.60245,77.6214,160.0949,4.99922729729257,3.82188449034517,1.60808806197191,1.40854452635829,0.68534641341451,0.494205170344689,"LIHC"
"ZNF473",0.999902609317703,0.998961175390436,0.881677682407887,0.999999585039852,0.99999999952176,0.999999036755291,0.999999586969565,0.991754424041682,0.972359132976577,0.999835741814533,0.991038518721473,0.169440376604672,0.921212301159209,0.999879201598266,0.911579063432027,0.998328383026273,0.961101655018839,0.999999864828464,0.999996566522364,0.965242772168018,0.997854613736147,0.999236167965836,0.999948912360628,1,0.999999015756265,0.980280695963932,0.99994844150767,0.999999999999361,0.99273650491336,0.862908341797926,0.997455005212821,0.999906830476267,0.924782170987427,1,0.999876171072267,0.99998439472422,0.99999965537642,0.999999999175268,0.999998786808522,1,0.999849456945385,0.999863064510575,0.99999582286566,0.999998780400723,0.999894260662371,155.5996,214.389977472527,234.27102173913,199.7414,111.4811,260.560497777778,240.126755172414,236.9277,260.264307692308,198.8228,NA,6.90497883825447,9.14494023576514,NA,NA,19.0718023141036,24.4080890458433,61.660096799178,32.3100133565858,NA,155.5996,154.106575,171.467275,199.7414,111.4811,182.189,166.0207,178.4918,194.8235,198.8228,155.5996,246.614975,270.2149,199.7414,111.4811,282.3276,266.8611,289.256525,289.0571,198.8228,132.200466,228.302034231806,130.4454,205.4236,114.245575,144.817525,161.05065,259.7795,3.75721858836398,5.30045115739404,1.72693819575345,1.57478607907983,0.78821645213406,0.655155864414733,"LIHC"
"ZNF614",0.999991369506089,0.999999960658332,0.870850276772028,0.999999999972754,0.999999771450427,0.999999999993903,0.999238734210457,0.999844525562119,0.998504560390579,0.999779916508968,0.999999999976906,0.608384714569477,0.999311231739919,1,0.995390781566612,0.999992430574814,1,0.995443780391362,0.999999800964378,0.99986114518964,0.93042111862447,0.999998765108683,0.99999999948579,0.999999233610551,0.999999985286131,0.999817252700308,0.999808943939508,0.999999999759079,0.999999999899085,0.986630390677045,0.999997560820361,1,0.996827508136431,0.99999999999947,0.995581222536367,0.999967592468062,1,0.999992670135682,0.999999971181685,0.99999999998362,0.999284995188742,0.999999999988934,0.999993573484322,0.999998981266164,0.999999999944739,132.8048,95.7334302197802,112.657343478261,120.2327,43.673,123.980693333333,95.767924137931,100.850483333333,122.131084615385,132.1125,NA,4.77936220399018,11.7866417385581,NA,NA,14.6932557396701,15.2693088493057,27.1758885888382,22.115394244713,NA,132.8048,48.1355,43.5492,120.2327,43.673,70.6852,25.9888,49.42405,60.7059,132.1125,132.8048,130.149325,147.11365,120.2327,43.673,151.6503,114.8413,155.913325,174.7731,132.1125,82.807384,104.27960916442,78.2553,86.0522,68.7027,100.512,48.12005,140.32975,3.38327172924207,4.42528937110751,1.25930326653503,1.09963414618563,0.332625756003562,0.137023611679584,"LIHC"
"POGK",0.999996068452101,0.999903165836015,0.921676829595996,0.999996792264499,0.99999999930252,1,0.993131617304061,0.992748827875174,0.998466604010382,0.999869857194674,0.996157059766114,0.0579198029693625,0.688313830206692,0.999997925158303,0.999984027182636,0.999940108437156,0.998846004975043,0.99999999989941,1,0.998212071402314,0.876212130970144,0.999837545620983,0.999775955242734,0.999999992164689,0.999999999969701,0.99963592004307,0.999873284647726,0.999999949894585,0.991995081392064,0.429688336604136,0.86569180849016,0.999980518417357,0.999999073801123,0.999996681133306,0.905727981705138,0.998933276878072,0.999999999970165,0.999939126061542,0.999358989526368,0.999974255819383,0.985744059549008,0.988423020261428,0.99956392750813,0.999144439699056,0.979477328581782,857.2844,1118.50141868132,1237.79765108696,1217.1946,1771.6304,1461.99021333333,1220.90738965517,1292.14483333333,1542.43728461538,759.3198,NA,41.3400742604134,63.0676920465221,NA,NA,151.342099591914,86.336060434061,269.18210448682,292.699523224385,NA,857.2844,769.486825,763.6113,1217.1946,1771.6304,789.123,898.8486,800.956775,1048.9412,759.3198,857.2844,1356.114325,1422.035825,1217.1946,1771.6304,1709.7181,1547.2653,1770.59225,1454.4585,759.3198,711.16666,1217.05130592992,709.62145,1053.681,607.18345,798.541475,783.22485,1446.72765,25.3320660140848,34.4464596920612,1.71134471620185,1.48484942218136,0.775130391191405,0.57031663547935,"LIHC"
"ZNF514",0.999999470673762,0.999999994500481,0.992834206703776,0.999998372108698,0.998264545290831,0.999552812176473,0.982274861019287,0.671354939307277,0.756113237754319,0.998998475327873,0.999999999301237,0.1391071166609,0.688412900027494,0.99999862725977,0.920621425061863,0.999999998094569,0.311682690717786,0.80205932409017,0.99999919560165,0.929061572119003,0.999999999997648,0.999999983601009,0.949902427751822,0.992446044181612,0.999999916476224,0.962425584980968,0.999999996125762,0.999999999751398,0.999991712071989,0.999985792403003,0.997210433034268,0.995820164064928,0.627949295759261,0.668659492445637,0.702798207534919,0.935015753542508,0.999958197096396,0.999993492436004,0.999939347618658,0.99702979226683,0.826477201538709,0.997046088771092,0.996683689483684,0.996588032050004,0.999999822586079,141.7245,109.555141758242,122.431297826087,193.2773,303.4125,157.130617777778,159.060089655172,165.149933333333,96.1298692307692,66.7103,NA,5.30003171420687,10.2187052200788,NA,NA,24.8034333475384,27.1019647158367,54.3038424962646,17.5327176582642,NA,141.7245,62.004375,59.933825,193.2773,303.4125,73.1415,81.4351,68.06335,52.3056,66.7103,141.7245,142.55845,147.030425,193.2773,303.4125,176.1131,206.2399,257.910725,137.7449,66.7103,62.075414,123.35011509434,55.87835,97.9228,43.55615,78.582725,61.19795,156.1872,3.61832519132648,5.35808516950653,1.98710096551816,1.75242826604579,0.99066517845155,0.809355390120005,"LIHC"
"ZNF300",0.999999999999843,0.999998874133252,0.464466087092954,0.970099172924274,0.824628901837063,0.937691724090677,0.725925937599228,0.274993961842816,0.45257364777428,0.999857617067497,0.999999956113379,0.988360683137272,0.999903433851495,0.907419058798005,0.391560689171996,0.999989229471077,0.643059537238961,0.999968718008001,0.965113465746885,0.544160106380904,0.996741674566096,0.999809749062038,0.904297165341155,0.998830945453453,0.993987048804662,0.764499203398109,0.992385493073407,0.999973624037588,1,0.999993355454188,0.940149319297305,0.791404772770735,0.257932573565338,0.994962610582157,0.882604421367759,0.90031169832045,0.999999999743314,0.999999923953059,0.999950402164794,0.942067615364333,0.636158626180849,0.999992721125926,0.999791046083819,0.998584361395216,0.999999999825921,50.5451,55.9568791208791,79.507047826087,194.5701,266.0606,70.72766,88.5051551724138,107.0809,45.8235538461538,34.6632,NA,4.6708974040108,10.4043307279356,NA,NA,14.0219494738916,21.6464461395936,61.0075810489101,16.1849524828149,NA,50.5451,14.2375,17.2461,194.5701,266.0606,18.3413,14.2251,7.97245,13.971,34.6632,50.5451,75.80045,104.756825,194.5701,266.0606,85.2588,108.8266,177.922425,48,34.6632,14.987578,67.1213417789757,14.12035,34.8123,8.966775,18.825825,15.28145,81.3847,1.13989083229998,4.41126427812572,4.47846488465153,2.46539922877266,2.16300429415076,1.30182128503489,"LIHC"
"RBAK",0.999481827766789,0.999704535014901,0.999998557227725,0.999999266111133,0.999999945930617,0.9999999914673,0.999957313652305,1,0.999999999998336,0.999999992456408,0.999912327019925,0.998686279634622,0.999980667488873,0.999999999951304,0.999999998587131,0.999986343784484,0.970922126165737,0.995711797399596,1,0.999999869454091,0.999985221440948,0.999950095229555,0.99999942025476,0.999999987678034,0.999999999973784,0.999999999204263,1,0.999999944508091,0.994549906066905,0.993177755865301,0.984245563440023,0.999966842590617,0.999999950927477,0.950407530608989,0.863177470843599,0.997928906878036,0.999472770962934,0.999999735371313,0.99999908105577,0.999997306455069,0.999999995566721,0.999993547897631,0.999955526072546,0.9999963450642,1,411.2983,319.159120879121,325.049236956522,351.0019,314.9974,336.340446666667,350.666589655172,336.382616666667,282.4004,281.0726,NA,8.38134489705194,16.7307768081381,NA,NA,20.5802333865467,21.7972531339615,60.8730165197543,31.7916021625208,NA,411.2983,235.958775,221.851175,351.0019,314.9974,242.114,269.8549,233.231575,202.5105,281.0726,411.2983,393.273325,380.09915,351.0019,314.9974,459.0648,427.5676,454.965775,376.3693,281.0726,323.596172,323.944917789757,333.53305,311.4575,283.2518,380.87835,233.09495,399.7433,10.9481593972693,6.73950670972852,1.00107771914483,0.933813005937493,0.00155398283751577,-0.0987944126353238,"LIHC"
"ZNF92",0.999999999443642,0.999999991185107,0.176623613138707,0.999999999937171,0.999999575956936,1,1,0.999999996802122,0.999999998104976,0.999999999991084,0.999999975622687,0.438992595777194,0.999999999626269,1,0.999999993664255,0.99999999373919,0.79355188412468,1,1,0.999999998715158,0.999999999818393,0.999999999233855,0.999177938283406,0.999999999994991,1,0.99999999988834,0.999999999555788,0.999999999999418,0.999999999999012,0.999999940681633,0.995462441952109,0.999999968957369,0.999999999974879,0.994433524476644,0.998433990078385,0.999977636677894,0.999999999975943,1,0.999998873760388,0.999999980462727,0.999999999859604,0.999998001550214,0.999999111312636,0.999999776304948,0.999999999999616,124.8761,115.047608791209,138.296585869565,135.7466,126.9965,140.002186666667,137.942134482759,135.84795,119.793969230769,115.1079,NA,4.11437270127764,8.28743517073925,NA,NA,10.844250261557,12.282499663178,50.5520784884443,20.9043430098787,NA,124.8761,76.0129,87.312625,135.7466,126.9965,90.1254,84.7581,43.319575,87.4082,115.1079,124.8761,146.889675,164.18265,135.7466,126.9965,171.3362,191.8605,239.364075,114.4546,115.1079,77.06063,125.748790026954,79.1936,110.8595,63.351225,90.76255,81.2573,157.9523,3.59385260483674,3.49108299121835,1.63181627280953,1.39985428115403,0.706478632537489,0.485276656600262,"LIHC"
"ZNF157",0.381930636276446,0.495640005740974,0.95934247580361,0.7329855240579,0.999999969424167,0.999996577903826,0.999999759818923,0.169320679534511,0.244990420019697,0.535142066548139,0.791854037071972,0.0139196754908738,0.337148980901908,0.998307230614986,0.522936991421578,0.399756572598443,1,0.998708477342025,0.99999997818796,0.182643781775412,0.256871925827239,0.856055952004486,0.901197691362461,0.987518878847799,0.998837293816024,0.628308180259274,1,0.933671870238862,0.525971451696596,0.999978936978014,0.999999999996301,0.999998535327522,0.274061782594626,0.907736769118665,0.999992021092353,0.994144629873565,0.732985524057898,0.999999969424167,0.999996577903826,1,0.535142066548137,0.998307230614986,0.99999997818796,0.998837293816024,0.999998535327522,1.9822,0.177863186813187,0.304297826086957,0,2.2986,0.64174,0.173696551724138,0.653666666666667,0.285046153846154,0,NA,0.0324387725701782,0.0779000144588903,NA,NA,0.231454700858494,0.0852772529113559,0.653666666666667,0.224664716746289,NA,1.9822,0,0,0,2.2986,0,0,0,0,0,1.9822,0,0.40675,0,2.2986,0.4651,0,0,0,0,0.157148,0.286227493261456,0,0,0,0,0,0,0.0463469740323916,0.0413105049336611,1.8213880753268,NA,0.865038343896418,NA,"LIHC"
"ZNF182",0.99999997681809,0.999998720507903,0.992096754477849,0.951713225422147,0.836860349517055,0.895522424493823,0.0563072756454808,0.00131218165245517,0.00229031966263682,0.71169272125217,0.999999973291864,1,0.999636410630633,0.846111327959995,0.00154387237576759,0.99999901435394,0.999843053984538,1,0.899692034696697,0.00268618759604056,0.999975657348959,0.999739447650281,0.978944038768269,0.998096286809077,0.987761592551423,0.0205962958628209,0.98586288735186,0.998657963669505,0.999999992435447,0.999999999999604,0.999971583436827,0.85444900966981,0.0021571830507402,0.999999999997873,0.999993008707482,0.991782095581631,0.999999996303889,1,0.999999999988441,0.98172439488871,0.0927857519123814,1,0.99999999999444,0.999994463581368,1,122.894,134.910537362637,141.846738043478,223.0123,363.6928,135.204195555556,141.505744827586,160.76805,133.8628,136.6906,NA,3.78702304418304,6.48112931911329,NA,NA,7.49032237134398,9.11645359109348,37.0442207449039,10.0261066612785,NA,122.894,104.0157,94.765475,223.0123,363.6928,103.7722,100.0596,111.867575,113.1905,136.6906,122.894,161.08345,171.212225,223.0123,363.6928,159.5289,167.4466,194.9452,148.7187,136.6906,98.42926,137.777403504043,100.2916,132.0302,84.492325,117.508925,103.15205,165.34405,3.8974524606429,2.80392622252612,1.39976063524244,1.31646319332826,0.485180141546341,0.396667185990807,"LIHC"
"ZNF673",1,0.999999999956683,0.999846373334687,0.999999910292839,0.999999180490635,0.99999992446619,0.99999583849054,0.999872222716506,0.999654895537021,0.99970990187229,1,0.999998409394232,0.99910355784314,0.999996770481626,0.999950824376294,1,0.99999994871994,0.999876131539494,0.999997612382971,0.999944435480796,1,0.999999994311669,0.999994226020448,0.999999975305116,0.99999999935237,0.999442536395144,0.999950089808029,0.999974853465167,0.999998807355492,0.980858168089829,0.997949392766175,1,0.996767485055752,0.968374651310788,0.98240096328652,0.999999507041111,0.999996102714596,0.999955023062239,0.999988819899884,0.999999999666487,0.998649694518695,0.999896477791702,0.999916088413838,0.999999229178895,0.999999993009479,239.8414,237.527812637363,232.007975,213.9625,279.8521,241.747131111111,240.963417241379,225.338566666667,214.389953846154,200.1308,NA,5.14436754734838,8.16146828005911,NA,NA,10.3335533590753,12.7724611723047,25.516909114829,13.7698419552203,NA,239.8414,189.221475,173.2362,213.9625,279.8521,201.2121,185.5973,172.0635,163.799,200.1308,239.8414,276.2684,267.117775,213.9625,279.8521,279.4536,290.9164,273.808125,259.1442,200.1308,193.665832,235.612896765499,192.66665,229.0909,160.423375,235.85055,185.71445,275.36545,8.0578460047996,3.65692865477518,1.2165950716877,1.18905321704613,0.282849065112369,0.249813285521269,"LIHC"
"ZNF41",0.990906365481564,0.997294092724734,0.974854216819025,1,0.993174270087899,0.998110371953795,0.999761747229716,0.999999999919922,1,0.999835484953585,0.998209722789053,0.978781605116186,0.999999974671291,0.998779452975958,0.999999999998953,0.998962314968431,0.969907185496835,0.999991896124625,0.999315588334208,0.999999999880274,0.999999982863895,0.955852166120157,0.99678200732494,0.966738380826266,0.963239956055107,0.999988009636998,0.955837255788571,0.937832525126292,0.996664827793301,0.99999890857431,0.999999996527919,0.997614157193254,1,0.999999679640851,0.999991372086657,0.994835895948943,1,0.995164151875709,0.998774948216269,1,0.999894356610099,0.999231915726372,0.999586742242699,0.970450851666646,0.998405675191396,177.4034,119.792401648352,128.299023913043,175.1778,126.4219,130.587264444444,133.454151724138,99.0637333333333,125.315815384615,172.6619,NA,3.59991721952165,6.71811616972156,NA,NA,8.8074102943104,12.5897689645484,29.0235386188942,14.3409405863291,NA,177.4034,82.685775,85.432175,175.1778,126.4219,85.3728,83.9161,44.721875,96.2343,172.6619,177.4034,152.874775,158.3767,175.1778,126.4219,171.9506,184.271,160.23935,159.9618,172.6619,139.873012,124.254559568733,144.43995,120.4478,116.8089,165.23195,84.3254,159.9447,5.58184376360564,2.91386874246314,0.888338341986467,0.833895331589356,-0.17081883347179,-0.262061783247919,"LIHC"
"ZNF7",0.995617221019488,0.98560773052474,0.950858058554279,0.309879411125301,0.268713492671026,0.370526588754093,0.999994586540825,0.999998800010871,0.999964067749126,0.584172293762765,0.990827262697908,0.999769564323098,0.99999901042897,0.340724519476503,0.999988522432409,0.992717957009158,0.999995731206946,0.999994373510616,0.333604095537594,0.999993511555931,0.999999999953535,0.993288400690505,0.999999477561338,0.999999999993834,0.454704524616356,0.999989822483265,1,0.999999999944529,0.999713771705337,0.997427765486601,0.926540777123704,0.194352805006807,0.999999999987632,0.982147298914739,0.993203818556154,0.998983550426234,0.999999999996984,0.989612568973468,0.971519281581574,0.264512732804244,0.999974052821023,0.980670894075382,0.984186243259954,0.985861697794998,0.998977617569692,246.2438,458.43886043956,496.821347826087,1033.8009,379.1335,482.746513333333,476.720948275862,488.29585,401.795469230769,219.7842,NA,15.5424190033479,27.14665985893,NA,NA,39.3589206609264,41.0602207750894,42.8567561820518,44.3075602039521,NA,246.2438,305.88915,324.490725,1033.8009,379.1335,303.989,330.6015,424.094075,342.1659,219.7842,246.2438,579.935825,584.241125,1033.8009,379.1335,607.5439,620.4457,567.91475,467.5031,219.7842,232.522226,472.026433962264,233.0988,418.2707,208.5133,260.8377,309.4963,584.4609,5.32680364315842,11.9521194487411,2.03002715947793,1.79439233492408,1.02149902917499,0.843495362813548,"LIHC"
"ZNF214",0.999998949965542,0.999992849163191,0.999678894875758,0.99978549632131,0.99993171491533,0.999983913500485,0.999999999626985,0.999999999511684,0.999999969973636,0.99997374002797,0.999979585363883,0.997533336514417,0.999999427961167,0.99999509895048,0.999999789320839,0.999998271224068,0.999999999853489,0.999999806509826,0.999959191968525,0.999999998186504,0.999973307247871,1,0.999574161300809,0.997024252210591,0.998868362760391,0.99999999979146,0.993001108700101,0.999550631356544,0.998960167144345,0.854032002005424,0.963415210127071,0.999999999989285,0.999898868211499,0.992515698590424,0.955581390005533,0.891424004110646,0.998982433853816,0.999228639062627,0.999719466993579,0.999999999748675,0.999801815390294,0.999875341121065,0.999479252207223,0.994595281052103,0.999999836176404,16.8484,23.4921230769231,25.1460217391304,34.2599,20.6872,26.2709222222222,23.9811551724138,17.9393666666667,32.3626153846154,37.9333,NA,1.4016721632875,2.33213805748311,NA,NA,2.3252414849608,3.37882736924692,7.25382867588635,5.72120356502163,NA,16.8484,11.40495,9.9037,34.2599,20.6872,15.0141,8.8968,5.695075,25.7926,37.9333,16.8484,30.1252,30.539375,34.2599,20.6872,36.5707,38.0152,25.415375,42.3529,37.9333,23.472938,24.3403223719677,21.85365,20.6872,14.470675,30.446475,11.10545,32.82315,1.75643350631943,1.0000267826721,1.03695252686168,0.946624476918043,0.0523498470643824,-0.0791358684885293,"LIHC"
"ZNF215",0.999999876131831,0.999948641022197,0.530947675698389,0.999812200186294,0.999839836679667,0.999998902257141,0.996858503041817,0.993206584778247,0.999438418373733,0.999999894270224,0.999973705089868,0.931377613008148,0.999999986985734,0.999997397200179,0.999187456549803,0.999998136762179,0.999965923065038,0.998789075967103,0.999969319211669,0.997312688984542,0.999941473770586,0.999903633104085,0.997690185183831,0.999999990458261,0.999999951771907,0.999889746044466,0.999999806240545,0.999922539440398,1,0.997713300882885,0.779130041740846,0.998173008129805,0.974709649942463,0.889309337668872,0.98997559424394,0.97078631376148,0.999999999958098,0.999999999943258,0.999997264601063,0.999963064074508,0.998875534212655,0.999998953778081,0.999999984596921,0.999991661074523,0.999999999853443,5.9465,13.7778318681319,21.6213032608696,31.6742,42.5237,20.5184377777778,16.7483034482759,24.0884833333333,6.65317692307692,10.4644,NA,1.6008251390748,4.16501813880767,NA,NA,4.80919205997222,5.13700569337389,18.8448976028069,2.71496798590829,NA,5.9465,1.677475,1.275775,31.6742,42.5237,1.6315,1.7648,1.338125,1.4811,10.4644,5.9465,15.7039,21.320725,31.6742,42.5237,20.2087,19.3622,13.0803,4.7305,10.4644,8.107752,16.8139221024259,5.543,4.6763,2.77895,10.85245,1.58435,18.08995,1.24440123866613,1.51632247266217,2.07380814095274,0.843640627818871,1.05228242891513,-0.245299521162305,"LIHC"
