"gene","N1-N0","N2-N0","N2-N1","N3-N0","N3-N1","N3-N2","NX-N0","NX-N1","NX-N2","NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF671",0.326893270398832,0.458331684538568,0.999999937656224,0.999900874593526,0.991528330928874,0.991978876412668,0.555331214162857,0.203847021473826,0.222668114688169,0.99005854374241,136.901809118541,120.677871875,120.941568493151,144.52525,171.286154545455,4.00487371607035,7.71273132182963,9.05395860293686,29.91015,27.0662750648591,79.8154,58.29355,69.7901,129.570175,93.522,186.7828,176.992875,141.5215,159.480325,210.94215,158.780028813559,131.950753592233,164.0867,127.2909,124.72505,195.23965,71.3677,179.4424,6.23565186473296,3.28609097101203,0.831028653780952,0.775753915460546,-0.267029873060217,-0.366329021404387,"LUAD"
"ZNF416",0.258978709564734,0.990830960796087,0.793553098122361,0.91247246074032,0.764076249938491,0.885008045111902,0.90975880416771,0.518988223279124,0.854040300746875,0.991825340152994,108.235006382979,98.0516958333333,105.649834246575,134.667,119.762663636364,2.52701545165767,3.69656881827651,4.98625346786542,23.6627,10.626611943241,77.8571,72.089625,73.5625,122.83565,94.0565,130.1915,120.404125,135.8974,146.49835,144.6838,105.657096610169,106.118844854369,101.7422,99.4451,90.5667,121.30985,75.8984,130.1515,3.78427573571193,1.92646817028405,1.00437025300726,0.977422347855659,0.00629120525288938,-0.0329460040413179,"LUAD"
"ZNF586",0.0430451232607705,0.89380174721662,0.673062410008212,0.980949809338161,0.85210985541389,0.952842776775173,0.999907090815595,0.777052918414255,0.987511665030357,0.990939700177571,163.425380851064,142.607189583333,155.874769863014,188.8518,166.232790909091,3.56091811140461,5.9048211462429,7.90766185219183,41.8311,25.5596921748481,121.5686,106.31685,109.5234,167.93625,115.2467,191.5493,173.69805,183.5373,209.76735,187.76655,158.014762711864,158.456845048544,152.0533,148.6762,136.3758,172.87635,114.9577,187.12285,4.88046592921812,2.84233567037529,1.00279772806725,0.9777900249452,0.00403063272663135,-0.0324034073113038,"LUAD"
"ZNF446",0.637705024815163,0.272078978888486,0.971233015499121,0.999385280194182,0.991325159281038,0.977083553070785,0.894899378878639,0.996129540610727,0.999996736684051,0.979004625905591,217.311125531915,203.633532291667,195.385012328767,231.1652,193.689445454545,4.86193309277675,8.25048339253306,9.46531242413859,43.7315,14.0702921460098,161.7878,147.114025,148.4528,209.29945,164.4684,263.3495,239.8243,237.5125,253.03095,225.3455,179.696759322034,211.208063495146,178.4175,194.599,142.8956,194.87095,156.2748,254.848,6.54440799478264,3.76071244185135,1.17535822177316,1.09069457872686,0.233100523609557,0.125247168165684,"LUAD"
"ZNF8",0.163704593868211,0.973177927466593,0.768603477609822,0.992416378312785,0.999994956570731,0.997673165730294,0.989804121358543,0.99621780210149,0.999623074219842,0.999525780677651,99.028356231003,88.073240625,95.7030328767123,86.01315,92.9491636363636,2.36022185161026,3.92492868277749,5.06308042872255,2.44275,12.1008721045166,69.8353,60.34185,66.7034,84.791775,68.6732,118.2511,109.918125,114.6116,87.234525,119.62245,63.2203813559322,96.4394976699029,62.6192,88.9043,51.47725,75.54205,67.0868,116.3221,2.41330305838734,1.85280822584215,1.52544947691705,1.41976103176023,0.609234398462443,0.505648121767309,"LUAD"
"ZNF264",0.0645137718856329,0.144340179895268,0.999998399102601,0.999998078858057,0.995770940901103,0.996285425298764,0.77419869876716,0.230523927580403,0.256905268171775,0.986140651448831,663.802307902736,588.743780208333,590.703491780822,654.43405,750.879536363636,14.003483751513,22.4501882419419,25.7379562650596,112.02435,99.5822263864722,489.1377,437.646275,422.9242,598.421875,521.91035,801.8776,752.37525,744.883,710.446225,980.6885,791.478655932203,641.79142776699,804.3076,613.1748,687.22095,907.73095,464.8232,783.21005,24.3376400091456,10.8721304823392,0.810876481578759,0.762363553446468,-0.302445925186354,-0.391448945365246,"LUAD"
"ZNF213",0.999045989861784,0.999985820644256,0.998903841446806,0.354136903300705,0.385963024254754,0.355892406767014,0.922129727006397,0.9557406007224,0.924564460950427,0.651148404108568,515.859551671733,521.680230208333,513.608187671233,770.60085,565.473881818182,10.7215515543286,17.0843457366981,27.2825607109166,342.80615,37.7770295262366,384.6537,410.892475,391.8506,599.197775,491.41035,615.251,626.530375,621.0526,942.003925,640.2243,359.1451,519.824054368932,363.2555,495.5586,294.1205,427.4063,393.78625,622.743,11.9227023275655,8.69835526263569,1.44739286257541,1.36421499468005,0.533456562479387,0.448071025092693,"LUAD"
"ZNF343",0.218441113501941,0.899066322502607,0.921475961911284,0.999786544179842,0.985696976001159,0.997275151941557,0.975317335443003,0.99969690499103,0.999572036924833,0.994563888773406,196.27127112462,178.695810416667,187.955147945205,205.22855,183.087245454545,4.07192906181926,7.1286418012159,7.89777893384975,11.01365,17.7537580192188,146.6329,127.585925,139.8496,199.721725,142.3866,233.0432,210.919575,227.5229,210.735375,217.73655,172.703788135593,191.878719223301,174.1238,185.6091,146.62855,206.3865,141.8991,228.91165,4.99293765734219,3.20265731353392,1.11102785465628,1.06596054071873,0.151894987087696,0.0921540340041667,"LUAD"
"ZNF302",0.843539091007769,0.596556271712967,0.992166624655103,6.28621533271811e-07,3.17749584644034e-07,2.08000849322154e-07,0.49497550335148,0.308501419213764,0.2215213582848,0.000114042507389778,477.889293009119,452.159242708333,437.358412328767,1320.3178,584.277718181818,12.6357408418608,19.2200181100655,20.3692379822011,449.5044,66.5903542415441,336.0068,329.345025,322.6954,1095.5656,422.2456,576.3483,558.1975,548.2257,1545.07,667.0114,493.125681355932,473.047431262136,501.3501,442.9161,425.2182,560.9751,335.6366,572.3871,16.011227409857,9.79625089225565,0.959283706258032,0.883446717174286,-0.0599705423337442,-0.1787849699424,"LUAD"
"ZNF268",0.999999999808299,0.169912014308639,0.343394099405968,0.99705212623317,0.997163095612686,0.999996132093051,0.625582009731262,0.660185633976455,0.992362242627136,0.999214874599603,334.887272036474,334.979196875,377.340906849315,370.56845,398.164254545455,6.97232078481428,15.5658287173909,25.1463788943108,100.50595,36.4001307816266,246.408,229.423325,233.6898,320.315475,309.10895,401.7962,405.425525,455.2239,420.821425,471.59015,325.140345762712,343.064280194175,327.7077,315.8476,285.0136,368.254,245.95885,415.23225,7.4276976086101,6.48354128296781,1.05512676192005,0.963808906534695,0.0774163333471942,-0.0531809618380285,"LUAD"
"ZNF184",0.46384825619161,0.712768816633967,0.999758262845475,0.999975209232135,0.999825658563341,0.999941036981602,0.839003303397857,0.498497755047374,0.571433758797244,0.986655686338138,237.545972644377,220.666191666667,223.143056164384,231.1611,265.4642,5.07278794344832,7.43361347030076,10.8265484180009,9.108,13.849096155214,174.3679,167.0407,160.4386,226.6071,235.34815,279.0179,264.82785,273.791,235.7151,305.01195,184.953981355932,232.323735728155,181.5755,217.2996,160.5033,212.6091,171.354,274.87,5.96263368523691,3.88387743068446,1.25611643515293,1.19674515559643,0.32897020040155,0.259115966065075,"LUAD"
"ZNF500",0.28926486540771,0.345276803554917,0.999990112333613,0.99698578029018,0.964884038908147,0.961823412936254,0.423576954457273,0.12603703076136,0.125583372515308,0.996096111306329,248.935438905775,229.994696875,228.941331506849,269.30275,292.898118181818,4.7449953998639,7.31512750887799,9.94016331385318,39.20275,27.9006043387327,189.5425,176.432125,182.7157,249.701375,209.5916,295.4428,269.904275,269.9387,288.904125,333.2875,172.977671186441,243.997687184466,172.3614,230.1,134.4673,211.44285,185.0694,292.1024,6.7676682450861,3.71267222751326,1.41057331568233,1.33498567544705,0.496281653107091,0.416824261708806,"LUAD"
"ZNF419",0.00538324393906553,0.142814723044591,0.965728997893111,0.99999990298173,0.983626863651184,0.995002517131293,0.975627488482212,0.959718262471569,0.996418103710583,0.999531774571154,172.64962887538,145.4392,152.342565753425,171.4188,160.240854545455,3.96818892369181,6.37894575682515,6.92053410278354,28.9656,9.13045127065931,123.3108,104.438625,108.1309,156.936,136.5638,208.0624,180.177275,189.8356,185.9016,182.46965,140.565433898305,164.098156116505,143.9722,154.0852,119.52575,158.0526,118.2133,199.16395,4.06551092557011,3.02654286903597,1.16741471616148,1.07024272741543,0.223317159729371,0.0979380320708386,"LUAD"
"ZNF175",0.143335766735766,0.603343124370765,0.984526701803075,0.991336113319796,0.923102286021811,0.954805914158254,0.578789312504439,0.158847883039123,0.280379863352795,0.999808375284068,117.851366261398,103.981439583333,108.2216,134.46185,141.263963636364,2.99623167928885,4.27452344477574,5.82999643770794,22.67415,19.2134247475479,77.2076,75.016425,72.7726,123.124775,108.11645,155.6859,130.06025,142.2831,145.798925,156.90045,167.174679661017,114.460675533981,170.0231,110.998,137.8911,189.8,76.7139,146.3377,5.38396643551679,2.2876124947901,0.684677104009259,0.652840702233991,-0.546504326191206,-0.615197088005993,"LUAD"
"ZNF14",0.0921917717628156,0.0480419529118088,0.993150899506801,0.978992466780635,0.999843011169104,0.99999458714992,0.579552864642191,0.136828874584385,0.0925837791094727,0.797924993575755,185.432389057751,161.424048958333,155.95444109589,151.80795,222.847381818182,4.73673799144772,7.41031483582531,9.21602516315688,11.09455,30.0059368494904,127.3486,116.00005,106.7524,146.260675,164.86475,230.9425,205.122025,182.9712,157.355225,274.197,184.13746440678,177.207194757282,184.7184,157.8659,160.43795,208.6316,120.95545,220.0808,5.84688094089843,3.68082750838299,0.962363608775516,0.854630074751622,-0.0553460060223118,-0.226628007997545,"LUAD"
"ZNF85",0.752280997885599,0.880882940765631,0.999964969350554,0.99639853358687,0.981654344036942,0.984670395421664,0.999769771725321,0.998924988564455,0.999593749113273,0.994402476237646,104.928629787234,94.02804375,95.3864246575342,124.95675,100.625863636364,4.9085237632156,5.22938380212918,6.66912736387178,1.42475,15.8160122030019,60.1193,52.151775,54.7765,124.244375,73.90015,126.3059,120.72115,127.0554,125.669125,129.05325,65.6739305084746,101.446828737864,66.5266,89.5884,54.861,76.69075,58.78335,125.8707,2.51867823333156,3.440294421338,1.54470469412172,1.34665532283327,0.62733106010578,0.429380639463009,"LUAD"
"ZKSCAN1",0.776285642904485,0.261795246167044,0.0836551040529157,0.99124954194458,0.968776348081479,0.99998772805541,0.989346290558343,0.903729001633044,0.996707105373576,0.99939957913993,656.239479331307,597.917404166667,769.421846575342,796.1579,719.921190909091,20.4762701910371,39.7270699579546,81.5303612137129,368.4789,87.6269786779935,383.5341,351.422575,416.7887,611.91845,511.52565,840.9091,707.817125,858.7719,980.39735,806.3834,536.586171186441,663.084755339806,540.3702,574.8383,368.6305,660.0509,386.3631,829.92935,29.030183575877,19.1518588181467,1.23574700755643,1.06378608590925,0.305383412899918,0.0892080720562956,"LUAD"
"ZNF862",0.676843004911433,0.0683563207925216,0.754960434136887,0.998314569644459,0.986454404598824,0.940163899328934,0.999907446328856,0.971990570384738,0.761331574438537,0.999509014936112,461.569110942249,421.566115625,373.250649315068,516.36115,472.9413,14.6406676576497,25.4731121152093,30.3509078227065,8.43225000000001,65.7665514416893,274.6291,237.2397,173.6287,512.145025,333.48315,584.2868,533.70065,464.2321,520.577275,636.4798,401.995774576271,442.717368349515,401.7857,391.1692,291.6558,491.07355,261.8915,565.5867,18.8117682598721,11.5182959851504,1.10129856169798,0.973576710171616,0.139205636104778,-0.0386334384645202,"LUAD"
"ZNF684",0.79515422601755,0.0984014258926664,0.738177220951281,0.995716717146212,0.999697408810768,0.999993300370782,0.245232496837091,0.122527954289578,0.0291231385672207,0.772066628019079,62.5792455927052,57.9867166666667,51.2842561643836,53.14935,84.7273090909091,2.06693042821906,2.97916660155588,2.48049859476479,14.70625,22.5230929568802,40.9159,41.273925,36.2538,45.796225,51.25755,72.7483,65.907075,62.5,60.502475,80.59965,59.6276271186441,60.3437108737864,58.5516,51.6291,48.2056,68.19505,39.28765,70.76275,2.46723199567178,1.56505499749138,1.0120092613063,0.881770950751132,0.017222492778796,-0.181524145601663,"LUAD"
"ZNF430",0.793450048764173,0.983682800871567,0.994883444489511,0.99966183374977,0.999999993063605,0.999978580654455,0.708863344197823,0.476148241307559,0.615647263124599,0.958831465957506,121.623703951368,112.544983333333,116.806716438356,111.888,148.743972727273,4.08660604281963,6.27714927580231,6.79208569274108,24.9106,20.2150882982403,77.9889,76.391475,76.864,99.4327,99.2341,149.236,148.074675,147.641,124.3433,172.2337,111.662430508475,119.865048932039,111.7792,107.496,98.1763,127.5154,78.18125,149.93835,3.27842120464363,3.06239688399863,1.07345907111472,0.961681600870287,0.10226718511797,-0.0563687776900423,"LUAD"
"ZFP30",0.557334621832372,0.998459278814907,0.902208189836832,0.0334867825096872,0.0170999074186385,0.0314024418538581,0.999999999363608,0.982788256225774,0.999968072762058,0.0613294791443261,197.066379331307,178.77564375,193.148698630137,410.641,196.833381818182,6.19059940564895,8.29223950108661,10.8121366948984,218.3835,22.3985299527115,130.597,124.02875,130.245,301.44925,155.1354,230.2158,225.0856,241.597,519.83275,263.62735,143.72376779661,193.461841747573,141.3141,169.6029,122.3488,164.777,129.8537,233.30655,5.72812455816051,4.63774904885773,1.34606714472828,1.20018384577335,0.428750376479017,0.263255416725513,"LUAD"
"ZNF549",0.315050549112491,0.891555398762225,0.964156778747205,0.999999799765598,0.99712098234713,0.999675142799588,0.869116387373691,0.480336435494933,0.701447658074303,0.996480660089416,163.311666869301,145.2088625,153.634564383562,165.09005,187.6159,4.61825484262875,8.14786842866528,9.03584822788834,5.02045,22.0850246213377,102.2129,92.7433,105.4068,162.579825,138.5346,207.064,194.5612,193.6972,167.600275,239.87915,157.862961016949,158.652593009709,159.3592,150.2621,140.27395,179.956,100.83675,203.4052,4.4644106525059,3.61205366745443,1.00500200925963,0.942914497562739,0.00719838572859015,-0.0848011400366731,"LUAD"
