"gene","p-adj-Distant Metastasis|New Primary Tumor-Distant Metastasis","p-adj-Locoregional Recurrence-Distant Metastasis","p-adj-Locoregional Recurrence-Distant Metastasis|New Primary Tumor","p-adj-Locoregional Recurrence|Distant Metastasis-Distant Metastasis","p-adj-Locoregional Recurrence|Distant Metastasis-Distant Metastasis|New Primary Tumor","p-adj-Locoregional Recurrence|Distant Metastasis-Locoregional Recurrence","p-adj-New Primary Tumor-Distant Metastasis","p-adj-New Primary Tumor-Distant Metastasis|New Primary Tumor","p-adj-New Primary Tumor-Locoregional Recurrence","p-adj-New Primary Tumor-Locoregional Recurrence|Distant Metastasis","mean-Distant Metastasis","mean-Distant Metastasis|New Primary Tumor","mean-Locoregional Recurrence","mean-Locoregional Recurrence|Distant Metastasis","mean-New Primary Tumor","SEM-Distant Metastasis","SEM-Distant Metastasis|New Primary Tumor","SEM-Locoregional Recurrence","SEM-Locoregional Recurrence|Distant Metastasis","SEM-New Primary Tumor","Q1-Distant Metastasis","Q1-Distant Metastasis|New Primary Tumor","Q1-Locoregional Recurrence","Q1-Locoregional Recurrence|Distant Metastasis","Q1-New Primary Tumor","Q3-Distant Metastasis","Q3-Distant Metastasis|New Primary Tumor","Q3-Locoregional Recurrence","Q3-Locoregional Recurrence|Distant Metastasis","Q3-New Primary Tumor","count-Distant Metastasis","count-Distant Metastasis|New Primary Tumor","count-Locoregional Recurrence","count-Locoregional Recurrence|Distant Metastasis","count-New Primary Tumor"
"ZNF570",0.840512477049347,0.979088033456044,0.913427140654671,0.996803174198152,0.966263071867481,0.999967220438172,0.909640308881333,0.996985552430704,0.972686141665923,0.995633273442317,60.9156516129032,24.6983,54.9803764705882,52.1659,39.1663,6.92587375521064,NA,6.877136607424,1.8208,6.2882,31.9961,24.6983,35.7143,51.2555,36.0222,67.17075,24.6983,77.2174,53.0763,42.3104,31,1,17,2,2
"ZNF57",0.998837908230104,0.922389910026919,0.999999937490945,0.99891317072622,0.999995743185762,0.999992313722479,0.736097700437831,0.986091572906614,0.908219262178189,0.954797610482928,107.278596774194,87.8473,89.5176823529412,93.5613,43.25255,15.1009867519664,NA,10.879337149045,22.9633,14.42095,64.38085,87.8473,59.0256,82.07965,36.042075,121.75,87.8473,107.445,105.04295,50.463025,31,1,17,2,2
"ZNF556",0.993630009094628,0.923442483550761,0.999811804841282,0.99984991227583,0.9920788790726,0.988281967053324,0.991244672407435,0.999992391443292,0.999967366712233,0.991645021563027,1.11347096774194,0,0.459241176470588,1.42105,0.2444,0.580293173831608,NA,0.263071930174053,1.42105,0.2444,0,0,0,0.710525,0.1222,0.5269,0,0.4695,2.131575,0.3666,31,1,17,2,2
"ZNF554",0.957217699401993,0.873606784011489,0.994239638642052,0.743629463710956,0.694219346509558,0.523529687520997,0.999092858857221,0.992981989651516,0.999908659845552,0.821643809907728,102.892625806452,76.6208,92.1265352941176,135.9624,96.05295,7.07187218696379,NA,6.84752339004951,49.5837,37.37815,75.0969,76.6208,69.8254,111.17055,77.363875,129.55665,76.6208,106.9866,160.75425,114.742025,31,1,17,2,2
"ZNF738",0.989313336434533,0.78998435680777,0.999917458632147,0.985067283150907,0.999987929828518,0.999998525440067,0.984117730397746,0.999990604662098,0.999997251148198,0.9999999996273,416.291522580645,103.8451,195.2702,171.03785,166.95185,146.475508945638,NA,27.2575489634105,52.26705,48.59065,126.36315,103.8451,111.1111,144.904325,142.656525,283.16015,103.8451,273.1453,197.171375,191.247175,31,1,17,2,2
"ZNF596",0.991358160892443,0.999997461992346,0.990514924285571,0.618549956059955,0.741282623224142,0.65440010337807,0.994400227981638,0.999925489373036,0.993641213772775,0.675646232406548,49.274735483871,34.2408,49.8450470588235,83.4286,39.63805,5.54675642359568,NA,8.94396901275033,29.4419,7.77155,28.94165,34.2408,26.6002,68.70765,35.752275,61.3055,34.2408,61.8232,98.14955,43.523825,31,1,17,2,2
"ZNF621",0.750445643357568,0.999916959745244,0.781258520683905,0.955490122633169,0.621994081768035,0.946284966810772,0.999173256734704,0.783062839612463,0.998296962971278,0.997291029036283,541.126551612903,325.5683,533.810652941176,631.3065,572.70485,29.6148640986205,NA,42.5272916096665,307.3862,0.120150000000024,438.78555,325.5683,400.9154,477.6134,572.644775,629.565,325.5683,618.0096,784.9996,572.764925,31,1,17,2,2
"ZNF680",0.993199124213848,0.999261298299696,0.996812035976972,0.592811172044856,0.984895541417045,0.674943554077864,0.993195520085242,0.999977899831196,0.997788998837507,0.94129994581186,314.944325806452,396.8566,328.703694117647,518.79325,373.77125,35.869250025306,NA,42.7336238680158,91.67185,154.80745,191.6523,396.8566,240.0225,472.957325,296.367525,376.22105,396.8566,353.2366,564.629175,451.174975,31,1,17,2,2
"ZNF483",0.923448638943871,0.999492266934488,0.944590482124844,0.852015973115859,0.999989796725706,0.89814604716007,0.997993551998232,0.909055198190357,0.995072264573882,0.872756685341571,17.8506387096774,6.4552,16.9553882352941,7.81615,20.9202,2.57482053201366,NA,3.21929271998938,1.32005,2.3474,10.1812,6.4552,7.5614,7.156125,19.7465,20.35825,6.4552,19.9177,8.476175,22.0939,31,1,17,2,2
"ZNF417",0.866885324943183,0.937228229951578,0.759680784225757,0.991066279558467,0.983140075699994,0.942412507033488,0.99999999999249,0.928132481687049,0.997809481139514,0.997399394091647,153.719174193548,74.0949,172.543464705882,127.0683,153.5792,11.1477244973095,NA,26.742999799509,19.0949,31.1715,112.7948,74.0949,102.1975,117.52085,137.99345,189.0307,74.0949,207.998,136.61575,169.16495,31,1,17,2,2
"ZNF791",0.947499975486247,0.733039260775646,0.812919318015059,0.999994386057831,0.96575425384493,0.992704023694886,0.963813309964926,0.99950448537149,0.783578450425268,0.98348997976176,170.020164516129,126.2981,191.821788235294,173.01005,141.76335,9.27477875081972,NA,15.6542332128304,67.85375,67.91405,140.4812,126.2981,165.4198,139.083175,107.806325,197.2525,126.2981,221.0623,206.936925,175.720375,31,1,17,2,2
"ZNF519",0.998853696541291,0.999061907927348,0.997116914651416,0.995040161127322,0.991099363492979,0.998673067349447,0.999926933804363,0.99990561958782,0.9993353070765,0.995420032576808,37.6089612903226,30.5922,39.5896647058824,44.94845,35.0942,4.5352670183739,NA,6.6758236917095,19.20095,11.8266,19.7047,30.5922,17.9832,35.347975,29.1809,51.7459,30.5922,52.1236,54.548925,41.0075,31,1,17,2,2
"ZNF25",0.999045840747007,0.999413054016814,0.997736314674472,0.945234453027543,0.965185842040198,0.968726802738414,0.999999500911771,0.999316167290689,0.999998068047551,0.985555223777453,212.94734516129,192.5344,218.307788235294,255.773,215.1465,15.7659171148111,NA,15.8170655358867,15.8217,6.7499,158.27785,192.5344,164.2784,247.86215,211.77155,245.04065,192.5344,282.9323,263.68385,218.52145,31,1,17,2,2
"ZNF77",0.999924456042781,0.91976836432564,0.999964059368339,0.874833015425594,0.960188195986188,0.713777707637184,0.865025052426031,0.98971450581335,0.971789500191989,0.62685864813407,84.6295903225806,78.8661,74.0216647058824,114.0204,54.5255,8.53926671105955,NA,8.09673783635014,11.0304,5.1609,52.50425,78.8661,48.9348,108.5052,51.94505,96.4274,78.8661,101.0998,119.5356,57.10595,31,1,17,2,2
"ZNF169",0.984167420938218,0.845859573477012,0.92357154671595,0.995024588514055,0.999586149466448,0.932304843250603,0.13602324605082,0.352472874133044,0.320828888620179,0.269491755111634,70.2908322580645,52.7645,80.3498352941177,61.01465,127.3509,4.57661593033704,NA,10.5705921113475,14.50305,24.1643,59.63105,52.7645,50.4408,53.763125,115.26875,77.79925,52.7645,91.1352,68.266175,139.43305,31,1,17,2,2
"ZNF613",0.997813602459884,0.979967287107003,0.989284987647857,0.999945388937638,0.997217003137393,0.999970349253515,0.967923597206985,0.99995167909431,0.913410590990369,0.980653654522461,120.482125806452,101.5998,130.505447058824,125.8162,92.91605,10.1070934348695,NA,16.1271038385833,33.6522,2.88065,72.459,101.5998,88.8031,108.9901,91.475725,160.05235,101.5998,163.9766,142.6423,94.356375,31,1,17,2,2
"ZNF404",0.919718317709231,0.905103525746815,0.9796062386194,0.999985713170018,0.945473016108071,0.992045589806583,0.95773112461984,0.998639039784242,0.99763440797494,0.979113683570996,52.6742225806452,20.769,42.7070352941176,55.10895,33.65055,7.22712551960776,NA,8.28705463244765,10.25845,23.53425,25.67885,20.769,26.7857,49.979725,21.883425,75.89515,20.769,39.7086,60.238175,45.417675,31,1,17,2,2
"ZNF135",0.999781357518777,0.991740622961589,0.998101964924295,0.899854979228455,0.995242559470234,0.832675015349076,0.999985774444534,0.999982610156538,0.998875914228016,0.976872378594044,103.235525806452,120.9655,89.9055235294118,167.80525,109.64695,18.2645082443937,NA,21.9319778817814,102.19065,85.36775,36.00775,120.9655,24.9123,116.709925,66.963075,137.1598,120.9655,116.3575,218.900575,152.330825,31,1,17,2,2
"ZNF620",0.969309976409269,0.883691749730323,0.996669069419344,0.608006113467615,0.997285675512539,0.842191152987443,0.861309388920269,0.999996374218827,0.976765422013436,0.997351497184675,67.194435483871,49.6772,59.5207294117647,38.5626,47.58055,5.37329437038666,NA,5.4357517641494,21.1207,6.03605,46.5493,49.6772,44.9691,28.00225,44.562525,80.71405,49.6772,70.4633,49.12295,50.598575,31,1,17,2,2
"ZNF619",0.999999984974278,0.999945478561096,0.999999957969254,0.768098517277816,0.959026868213673,0.809703138248774,0.931346569706904,0.990547156404611,0.949841757655979,0.998700861887392,51.6917451612903,51.3612,50.9282470588235,34.20775,39.83975,3.8992167218471,NA,4.57018187125329,6.79915,10.50235,34.1376,51.3612,42.8977,30.808175,34.588575,60.26725,51.3612,58.2228,37.607325,45.090925,31,1,17,2,2
"ZNF354C",0.986522837690432,0.940833801382517,0.950622399012796,0.875756066536975,0.860989123162145,0.971118579110721,0.996881971515658,0.970567424015636,0.999999828456135,0.99183770292592,37.9061419354839,51.3612,31.8905411764706,19.72025,31.31765,5.0389105190321,NA,5.75718557829014,1.04385,14.62565,13.0544,51.3612,8.4602,19.198325,24.004825,65.25095,51.3612,46.6644,20.242175,38.630475,31,1,17,2,2
"ZNF114",0.990793439798205,0.999999649818428,0.990445860659815,0.986983201276275,0.960629609484661,0.989364947974931,0.983620237643649,0.999996589274207,0.983470531845422,0.942664349182156,39.2134451612903,8.1392,39.9198235294118,63.6712,13.205,10.1179190122478,NA,20.8280370306708,33.7709,12.6992,3.40735,8.1392,5.4032,46.78575,6.8554,66.9418,8.1392,24.5347,80.55665,19.5546,31,1,17,2,2
"ZNF454",0.985591615674591,0.859404196970751,0.930223314952119,0.999455274852086,0.980466105980108,0.999736070242778,0.997810480560557,0.972287258995858,0.999983013172183,0.999994859125078,24.2054677419355,37.8894,16.3877647058824,19.98715,18.19495,4.98066366663278,NA,5.87270385879315,11.68155,11.61935,4.68545,37.8894,2.5234,14.146375,12.385275,40.57715,37.8894,14.3824,25.827925,24.004625,31,1,17,2,2
"ZNF543",0.968420201599843,0.768053495087514,0.866798800221001,0.999999999315669,0.983598361675406,0.990074572784541,0.996815773911615,0.997609388960316,0.92626221583418,0.998992392089106,94.8607741935484,68.7623,109.127935294118,95.07705,84.66385,7.34656700884727,NA,10.0080675328925,20.37145,5.75645,66.9195,68.7623,94.0546,84.891325,81.785625,119.46455,68.7623,120.5576,105.262775,87.542075,31,1,17,2,2
"ZNF354B",0.648944797645006,0.797052639998529,0.842126079700284,0.82142686424231,0.986939657974794,0.975588013741837,0.91479929553142,0.479424128795701,0.706821323278621,0.632639888384468,112.058429032258,46.59,96.2179294117647,75.40115,141.0647,8.4414011114361,NA,11.9002924590013,13.10875,21.6919,80.14875,46.59,62.6643,68.846775,130.21875,128.0171,46.59,121.141,81.955525,151.91065,31,1,17,2,2
"ZNF223",0.785090890398676,0.968852652718201,0.686127850889971,0.999999891902961,0.87134338250891,0.999353189446528,0.825672591701626,0.997835208092192,0.698228328047138,0.931556242905095,100.20545483871,46.5871,109.062882352941,101.0849,64.36655,8.27823129349233,NA,11.7528283563945,7.7191,28.45355,68.0055,46.5871,84.8738,97.22535,50.139775,121.4619,46.5871,130.3699,104.94445,78.593325,31,1,17,2,2
"ZNF713",0.996544920870178,0.973873440665955,0.999797059102055,0.994963701809254,0.999996723571003,0.999918737518593,0.997493855726979,0.999977134898098,0.999993000213121,0.999998862710309,120.130725806452,10.6652,64.5954588235294,33.47175,47.76225,68.8611927688579,NA,13.8949159808201,8.34715,12.35505,30.06135,10.6652,27.1238,29.298175,41.584725,85.0618,10.6652,89.4929,37.645325,53.939775,31,1,17,2,2
"ZNF552",0.993971089561718,0.995296235257947,0.985422205926039,0.976374189980825,0.999999996450593,0.94905842778234,0.999985877442986,0.998480444215046,0.999234086836257,0.996119842861382,317.12264516129,221.7233,343.688741176471,218.6036,302.34905,43.3644578107957,NA,52.8294559232814,33.0575,121.01965,141.49195,221.7233,193.3164,202.07485,241.839225,461.8769,221.7233,341.2092,235.13235,362.858875,31,1,17,2,2
"ZNF154",0.986265788827379,0.20053046572673,0.782711011717364,0.998329203385112,0.975127958675105,0.974658433278804,0.928852782888748,0.896150699770633,0.999974258156752,0.995832758999298,43.9972580645161,21.0497,73.4471,53.52405,70.04045,4.82656553850225,NA,15.7189874751375,31.19355,46.77285,21.70285,21.0497,22.5379,37.927275,46.654025,59.6479,21.0497,91.6988,69.120825,93.426875,31,1,17,2,2
"ZNF571",0.966284683430689,0.884229196656492,0.996003659791509,0.995368127168225,0.997920662655444,0.999999999979623,0.922583328296429,0.999998791599938,0.992835842075645,0.997605758984457,93.8587548387097,62.0264,80.2928117647059,80.4031,64.84615,10.3370470787907,NA,6.74831986740841,6.4828,16.28775,62.18955,62.0264,55.5556,77.1617,56.702275,99.12535,62.0264,99.4208,83.6445,72.990025,31,1,17,2,2
"ZNF443",0.91473137474399,0.97559247803602,0.849967154085651,0.997504405551685,0.986161065544835,0.98062652702025,0.884572564706844,0.999885287477612,0.781893725416297,0.991967419711262,81.5381483870968,44.906,89.1572411764706,71.4338,52.67835,8.24188951398063,NA,9.3961453318285,0.835799999999999,1.08505,48.19405,44.906,55.4207,71.0159,52.135825,111.44795,44.906,112.5501,71.8517,53.220875,31,1,17,2,2
"ZNF792",0.95344688079438,0.430431331284285,0.999665528972333,0.975535432396407,0.999298820106809,0.999956351225243,0.823125694159193,0.999998899824419,0.99686805276329,0.996855530571715,166.602580645161,117.5975,131.244758823529,137.1855,113.725,14.0118293184834,NA,10.703162643618,40.5554,50.4979,111.49765,117.5975,108.6821,116.9078,88.47605,195.63435,117.5975,166.674,157.4632,138.97395,31,1,17,2,2
"ZFP82",0.975355141392516,0.520866513836626,0.999943307504601,0.999818603545893,0.975610688610478,0.929758962441478,0.924615465327652,0.999999999447581,0.999846148474859,0.951627683084923,117.657241935484,71.0076,80.9308058823529,127.08165,71.6662,16.405333198064,NA,10.568978851373,54.81205,9.9565,69.2674,71.0076,46.5334,99.675625,66.68795,146.6073,71.0076,105.1767,154.487675,76.64445,31,1,17,2,2
"ZNF707",0.973490387957393,0.999219574238155,0.962086129694163,0.998823822072478,0.996923783194702,0.996318048963594,0.993477769033321,0.943136515670392,0.997945698525967,0.987018522658971,290.692122580645,209.0935,300.356,264.76405,330.98855,23.45363590423,NA,33.6523713387825,96.98995,49.75435,181.27215,209.0935,206.6277,216.269075,306.111375,379.38235,209.0935,385.6099,313.259025,355.865725,31,1,17,2,2
"ZNF746",0.999031736127545,0.999000191784971,0.999774556220147,0.411000334435761,0.718043226718038,0.375975600574073,0.374861790893757,0.90578262021853,0.460845742392621,0.0848678154759221,523.741841935484,560.7634,534.828864705882,340.86475,713.2482,25.3875881528266,NA,34.9776645525492,24.58375,150.6871,427.15385,560.7634,435.6652,328.572875,637.90465,595.05755,560.7634,579.1506,353.156625,788.59175,31,1,17,2,2
"ZNF678",0.997097087439643,0.811422881563828,0.965270236511757,0.996870987908716,0.999992518759462,0.936390515761255,0.991527844954834,0.981908379162453,0.999999999938437,0.97785142250027,53.8116838709677,41.8187,65.2923235294118,45.03195,65.18735,5.33046660530189,NA,10.8243377402178,11.80935,3.60375,32.8073,41.8187,41.5964,39.127275,63.385475,71.8914,41.8187,65.6651,50.936625,66.989225,31,1,17,2,2
"HKR1",0.960320512340126,0.878791602945559,0.994803684433453,0.991746515611146,0.998215789834908,0.999998269853926,0.999998875535657,0.975937778595487,0.992896655890596,0.996387078441884,675.277180645161,426.6068,572.553758823529,558.50085,687.59055,77.3934459163161,NA,49.06764774833,82.58725,104.01285,440.75215,426.6068,374.7563,517.207225,635.584125,765.20985,426.6068,706.1513,599.794475,739.596975,31,1,17,2,2
"ZNF101",0.994327353563722,0.999980299049556,0.995928335313906,0.882789990690402,0.899637557859112,0.876187605321215,0.941640948757664,0.999955595178331,0.955572895345259,0.732738628464479,137.908693548387,101.8804,135.359788235294,197.95685,89.19885,16.766250678001,NA,16.4426595960398,131.77735,45.69855,83.05535,101.8804,84.517,132.068175,66.349575,159.27985,101.8804,165.8862,263.845525,112.048125,31,1,17,2,2
"ZNF716",0.998027881470889,0.999939599061832,0.998878389914426,0.127551965921238,0.446513288898187,0.129437437731518,0.992900457510742,1,0.996097910066207,0.247082832939297,8.11466774193548,0,7.11607647058823,54.2022,0,4.43004285498431,NA,5.61925191744031,54.2022,0,0,0,0,27.1011,0,2.57,0,0,81.3033,0,31,1,17,2,2
"ZNF708",0.976252824193777,0.983672220834919,0.992985859941611,0.99558024992487,0.998903090415308,0.999872026049273,0.999447517366282,0.996448036604055,0.999999999998719,0.999961414210014,204.659703225806,82.5147,171.876429411765,148.4806,171.64105,44.7211719412361,NA,22.9827220970766,40.8882,7.41815,90.7609,82.5147,95.5943,128.0365,167.931975,191.092,82.5147,228.7645,168.9247,175.350125,31,1,17,2,2
"ZNF721",0.999916004359022,0.399381350398768,0.995195555180311,0.981186679864142,0.999511553193032,0.999765752571466,0.707255091202118,0.966653406060093,0.98404336992275,0.984050516210109,373.191258064516,387.8557,429.366147058824,415.4004,470.73985,17.3580650997561,NA,29.0096997736965,11.9037,95.16805,318.81635,387.8557,359.5007,409.44855,423.155825,421.28875,387.8557,448.9771,421.35225,518.323875,31,1,17,2,2
"ZNF662",0.847081559768631,0.99986052251569,0.831468657409906,0.999990297205572,0.930961197181786,0.999906726707971,0.918731912439309,0.996831748397675,0.903969341543042,0.981437552684992,137.145206451613,37.6088,141.699776470588,131.5036,78.4435,14.4830683610697,NA,29.6237286421732,80.8391,6.1117,75.55095,37.6088,38.4128,91.08405,75.38765,185.47185,37.6088,176.077,171.92315,81.49935,31,1,17,2,2
"ZNF320",0.975832017721081,0.56723301460558,0.843340353011029,0.998196015884634,0.997872373795879,0.896384804557184,0.999261021084612,0.969111091397459,0.995729188135571,0.994841815002185,498.824648387097,321.3584,632.718747058824,434.31895,550.2194,37.6825998921957,NA,102.382197308164,98.77075,51.1969,378.41875,321.3584,411.8304,384.933575,524.62095,573.3554,321.3584,753.861,483.704325,575.81785,31,1,17,2,2
"ZNF530",0.996406814915803,0.999992910042351,0.995688634673749,0.999978780008649,0.999263805522849,0.999942729029074,0.813621549471102,0.996674786905116,0.811683026192362,0.950862115708926,73.4547032258065,57.9203,74.4124705882353,70.40785,39.56505,8.05756799311069,NA,10.0092862022627,2.24335,14.78005,45.3778,57.9203,42.394,69.286175,32.175025,84.4971,57.9203,87.6378,71.529525,46.955075,31,1,17,2,2
"ZFP1",0.441742911624851,0.972719472758237,0.352034458248654,0.993160679579679,0.772842943356083,0.964230026154112,0.919860880298946,0.327370078316595,0.979633204646517,0.890278151944364,203.76405483871,343.2501,188.907358823529,228.5756,154.9294,17.3503008565609,NA,10.4209555980827,29.2401,18.5658,143.87215,343.2501,150.9565,213.95555,145.6465,212.3627,343.2501,224.6193,243.19565,164.2123,31,1,17,2,2
"KRBA2",0.93315469605062,0.999997804133272,0.940468271009943,0.999801759284427,0.942129761006374,0.999703831650065,0.990911168133277,0.886344308615976,0.99001908646742,0.999576022721073,54.4049741935484,27.2242,53.8381647058823,58.6425,65.67865,4.72860073225871,NA,10.8696065339522,24.5893,25.71915,35.77225,27.2242,28.6344,46.34785,52.819075,73.8258,27.2242,54.6735,70.93715,78.538225,31,1,17,2,2
"ZNF93",0.963209288965773,0.977615441577903,0.988349970146101,0.97411932122661,0.999686153716051,0.996524487958843,0.966992195286007,0.999819204475305,0.994704162603217,0.999999796015696,105.483387096774,27.5049,85.2866941176471,54.68545,51.15795,24.6969210275893,NA,16.534336124621,6.77635,17.26825,39.71455,27.5049,46.1347,51.297275,42.523825,101.0993,27.5049,136.1004,58.073625,59.792075,31,1,17,2,2
"ZFP90",0.922014944064296,0.999999894918943,0.92290943099817,0.239804688520023,0.979677621060652,0.257192838818689,0.741268180696879,0.62525757783936,0.76380401543676,0.128720501736457,460.148487096774,578.7258,459.043752941176,676.52065,334.28115,23.308785572675,NA,35.3350288321734,193.96255,147.63475,361.3481,578.7258,360.8056,579.539375,260.463775,514.6759,578.7258,609.0162,773.501925,408.098525,31,1,17,2,2
"ZNF479",0.999892042108842,0.919085167761041,0.994988986172009,0.999741183636032,0.999351315939185,0.999855282791826,0.999598056172614,1,0.983175321643961,0.99855980267806,0.214264516129032,0,0.575705882352941,0.406,0,0.0972249992795657,NA,0.575705882352941,0.406,0,0,0,0,0.203,0,0.1608,0,0,0.609,0,31,1,17,2,2
"ZNF445",0.964860338776761,0.999998882768022,0.96380880149601,0.997228870904006,0.996867013033081,0.996863791715965,0.997746168554447,0.947951617560639,0.998397390277004,0.989309363656183,489.23094516129,346.8987,492.242470588235,437.14465,538.62565,40.5066875264298,NA,45.1056767834795,230.33405,70.88375,383.07195,346.8987,385.4776,321.977625,503.183775,571.3745,346.8987,643.8261,552.311675,574.067525,31,1,17,2,2
"ZNF74",0.974341192407442,0.999964867048328,0.970264159474462,0.992861406528482,0.99918816735082,0.99041172153825,0.997433700021099,0.998096019025986,0.996119964031232,0.999993502987797,302.374403225806,204.0415,307.755576470588,252.20655,263.88885,31.0191271841391,NA,35.3108433110044,63.66835,48.91665,180.97065,204.0415,183.7232,220.372375,239.430525,336.427,204.0415,406.1674,284.040725,288.347175,31,1,17,2,2
"ZNF829",0.9034545930453,0.998536031066512,0.933986698076359,0.992919428538238,0.989262046490354,0.998147998471811,0.981642341990218,0.994311623400877,0.993240667617356,0.99998500381873,16.2450774193548,2.526,14.9298117647059,11.47025,10.09635,3.19335706885373,NA,2.56338008734507,2.33405,5.54395,5.395,2.526,8.2846,10.303225,7.324375,18.47975,2.526,23.3322,12.637275,12.868325,31,1,17,2,2
"ZNF267",0.103071346948137,0.996688998615616,0.136918093649102,0.897798632879999,0.531023827164258,0.948137271753956,0.964083141333186,0.111606527329252,0.933945085224825,0.788372253974147,394.95504516129,828.796,412.828617647059,505.4599,313.4752,31.0112297036138,NA,40.444385086908,110.8192,85.3518,273.07615,828.796,331.2552,450.0503,270.7993,502.3551,828.796,481.5763,560.8695,356.1511,31,1,17,2,2
"ZNF566",0.95613506573673,0.907569475646923,0.992372725341774,0.990719405893318,0.998024944391833,0.999979919148786,0.998563049993986,0.993855280919046,0.999992717305402,0.999937879766611,200.298341935484,108.055,166.229694117647,156.86865,173.49075,27.8294621312153,NA,18.2323017422083,38.31405,15.17005,103.9207,108.055,103.5133,137.711625,165.905725,208.27465,108.055,198.1027,176.025675,181.075775,31,1,17,2,2
"ZNF224",0.534808760300107,0.854393798639181,0.371347559381553,0.998415841605585,0.79782546147871,0.958628830905801,0.999110054077538,0.785326717948857,0.966351908417404,0.999999837267811,223.865574193548,88.911,249.678023529412,205.80235,208.2691,13.9754599442345,NA,24.6438229025589,27.39705,40.7729,173.0794,88.911,150.5595,192.103825,187.88265,281.7416,88.911,328.9682,219.500875,228.65555,31,1,17,2,2
"ZNF529",0.933706029586069,0.927376947411972,0.982803503727001,0.988619736714835,0.996126739958081,0.99989608812018,0.998375334792083,0.989019728246676,0.999999303988692,0.999911346287591,397.217674193548,136.1212,317.552217647059,282.01315,327.6944,69.4511428267407,NA,47.6627970185059,60.25235,125.8735,185.80935,136.1212,186.1598,251.886975,264.75765,393.39235,136.1212,331.3812,312.139325,390.63115,31,1,17,2,2
"ZNF284",0.949326576702364,0.874713474665044,0.855616908988065,0.9803359991954,0.998793288841313,0.884004067176074,0.867634261228772,0.99999990347067,0.673985895567478,0.998183805018428,45.5634548387097,29.2955,51.8990705882353,36.5813,29.9783,3.5792674179293,NA,6.03607089867293,24.9534,11.2631,32.50385,29.2955,28.7524,24.1046,24.34675,55.4538,29.2955,69.5946,49.058,35.60985,31,1,17,2,2
"ZNF749",0.986626378559124,0.851086031143156,0.931570487537594,0.983633052682368,0.999975455453687,0.885766809381741,0.999407886384211,0.981181037398166,0.999719199968849,0.981155548547912,59.5790516129032,44.064,68.7907176470588,47.81935,64.5621,5.05238598650389,NA,8.65272603487766,1.30775,3.8641,38.4324,44.064,48.6182,47.165475,62.63005,78.0841,44.064,86.4998,48.473225,66.49415,31,1,17,2,2
"ZNF17",0.999081431751942,0.837186750513725,0.999997783812201,0.999800727572633,0.997902774405037,0.976622917593837,0.994294414530404,0.991360119040091,0.925938794011108,0.999811339570786,99.7980612903226,109.739,111.953464705882,94.94725,88.3893,5.80289145726781,NA,12.2691273063793,8.87335,5.9411,71.35345,109.739,73.181,90.510575,85.41875,121.44875,109.739,146.8782,99.383925,91.35985,31,1,17,2,2
"ZNF555",0.975085919062605,0.97974091884257,0.942492145694979,0.988114609640499,0.999604064810569,0.954687802805392,0.988116345972406,0.933782933885858,0.999121405717383,0.952738316939245,67.2146612903226,88.128,61.3427,79.5179,54.9119,6.70739155964054,NA,7.52452424376452,6.0303,1.2953,44.2599,88.128,44.9339,76.50275,54.26425,76.3583,88.128,72.3938,82.53305,55.55955,31,1,17,2,2
"ZNF75D",0.720281936835726,0.999998055843941,0.73872005704748,0.881840265313273,0.988573466947959,0.898906544722351,0.999377048075585,0.893975583692988,0.999622325080481,0.98538645004985,412.749061290323,187.3618,409.886705882353,292.03695,383.2918,31.7569928830746,NA,45.4412026199828,42.21555,8.0718,249.86465,187.3618,292.1931,270.929175,379.2559,534.14505,187.3618,446.4626,313.144725,387.3277,31,1,17,2,2
"ZNF197",0.938879564375589,0.999991577187089,0.947358009446914,0.99981667319581,0.946985711026953,0.999667040161713,0.988398484122996,0.996772231755314,0.991831177261377,0.98918204060907,293.374109677419,216.3907,291.067123529412,305.45345,258.41345,18.6375791917444,NA,22.8945826075646,38.84215,8.65785000000001,229.01825,216.3907,265.4748,286.032375,254.084525,323.41745,216.3907,328.5447,324.874525,262.742375,31,1,17,2,2
"ZNF732",0.999998772593947,0.803898937792374,0.998673516788662,0.999999819813167,0.999997471207403,0.989325475716176,0.980670371739535,0.998366543922299,0.999979119287311,0.992828954486087,6.5442,6.1746,4.00823529411765,6.70845,3.45545,1.61496636988854,NA,1.02360984345273,5.87785,1.43215,1.5728,6.1746,0.5621,3.769525,2.739375,7.18645,6.1746,6.1412,9.647375,4.171525,31,1,17,2,2
"ZNF546",0.996881260810051,0.950506743554157,0.981247730007558,0.996558218835226,0.999992470534294,0.968435540003176,0.996092934078925,0.986709479809376,0.999995876865589,0.984524455616855,55.9926806451613,44.3447,63.2467294117647,47.41335,64.85765,5.72668955075995,NA,9.14919196139491,0.90175,1.12475,36.8634,44.3447,45.719,46.962475,64.295275,60.67325,44.3447,62.5986,47.864225,65.420025,31,1,17,2,2
"ZNF286A",0.977619616272498,0.846518621165491,0.998736501840712,0.999023151400368,0.99742600855288,0.999844282450739,0.907532688274203,0.999999580700724,0.992267908409926,0.99155478002749,227.261325806452,159.9775,192.1417,205.90205,154.85785,20.3215699004226,NA,29.6053926802867,37.29735,43.57815,151.66435,159.9775,90.9475,187.253375,133.068775,290.823,159.9775,255.611,224.550725,176.646925,31,1,17,2,2
