"gene","p-adj-Stage IA-Stage I","p-adj-Stage IB-Stage I","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage I","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage I","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage I","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IV","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IV","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IV","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IV","count-Stage I","count-Stage IA","count-Stage IB","count-Stage II","count-Stage IIA","count-Stage IIB","count-Stage IIIA","count-Stage IIIB","count-Stage IV"
"ZNF669",0.968890680574957,0.89594162524541,0.99158821503941,1,0.999928425498834,0.999650459582839,0.995986698822632,0.998849791157923,0.904342838558628,0.999991811571386,0.999540130357435,0.873624490572167,0.372447385962713,0.999999272946742,0.999838626754272,0.999953884450675,0.595025782796341,0.140828917226599,0.999999929979957,0.992671008024693,0.999976822949103,0.999952352903734,0.997489666167322,0.968671560126818,0.999999787659044,0.999986937161507,0.999999999829722,0.999999998774384,0.887948411479903,0.996806848502809,0.999998880328789,0.999364530693003,0.958632538065162,0.75456609611239,0.553895630175445,0.965301156794702,92.4789166666667,113.470033587786,118.449297142857,92.176,108.351088,104.016368493151,100.984802739726,102.687054545455,121.102184615385,12.1952005937422,3.64172366338184,3.96720746330829,NA,6.53817777058287,4.86097486256313,4.92743458919267,14.7991642325404,10.3991579921804,67.4645,79.28545,82.990925,92.176,77.511275,72.1753,73.6842,77.0464,95.733675,117.864575,139.75775,141.685825,92.176,132.97095,126.7837,121.3022,100.0576,129.104725,6,131,140,1,50,73,73,11,26
"ZNF559",0.999999969742998,0.985503665143146,0.108768622231277,0.999955998664101,0.999978432261704,0.999999999988421,0.978451218390436,0.326016947326868,0.99999934567092,1,0.686756611540623,0.000112765061297648,0.29858911714092,0.99999903280202,0.785078884014011,0.960143106255628,0.084502935239949,0.999700472077075,1,0.99999983447335,0.82101682821315,0.995832378622926,0.972574138679512,1,0.999999999995153,0.999999998949941,0.980886272612622,0.999999614927212,0.979881008927448,0.625609295025189,0.999998834228609,1,0.999999999981124,0.947302199374268,0.999999999627345,0.9999999896592,255.02965,248.905967938931,220.457734285714,214.9668,216.895542,192.090910958904,213.559897260274,220.0988,215.4892,60.4793769405999,8.24261831208764,6.49203247660703,NA,8.62068397818476,8.28590332770308,9.28068238973493,20.7686300092362,21.4307465249849,176.736825,186.34025,168.1233,214.9668,180.56855,140.9696,160.2476,163.9695,141.970975,277.887725,301.3758,267.107425,214.9668,258.45745,226.1721,257.618,271.44935,277.73765,6,131,140,1,50,73,73,11,26
"ZNF177",0.996696738241444,0.999999998257348,0.31972043441327,0.999981169775856,0.999999999742642,0.999987537927908,0.999989592654378,0.0713162834598478,0.933929023241732,0.999654967500731,0.999944507522289,0.00885850795015741,0.734629460383995,0.999457357932091,0.99999993920214,0.99999495346869,0.0295115068586184,0.913300199219423,0.999714649047235,0.999999999848191,0.999997096266364,0.999999651110424,0.999005000434584,0.999999790868014,0.99999816153777,0.99515240674579,0.987009005442901,0.996104472211531,0.999997831836544,0.401454851075626,0.993525907801326,0.999759288971022,0.999999999796354,0.999999447379187,1,0.998436853867358,47.4763,58.3835145038168,49.1534771428571,61.5611,42.257122,41.1032,42.8010534246575,51.4537545454545,43.0003961538462,11.6916563363794,3.49670502793341,2.75562277081689,NA,3.43939463135806,3.14664195964877,3.11188939717704,9.60694854131741,6.33089035853563,26.76485,31.61705,24.399475,61.5611,27.584875,19.7548,23.2655,29.54255,15.3763,70.082225,76.3393,64.142425,61.5611,47.28275,56.6221,53.6488,63.0792,64.2736,6,131,140,1,50,73,73,11,26
"ZNF548",0.999999537663932,0.999999997779863,0.999972889062498,0.989040276653525,0.991178811131446,0.987442228676977,0.999998399874381,0.999999996959416,0.999958700285002,0.992785713955211,0.98163241206119,0.336721228037698,0.152528297041377,0.99964289760347,0.734570137767918,0.993840338050862,0.649743604669613,0.391166961582126,0.999210404906629,0.915466288437167,0.99997835158466,0.994051943112198,0.976190426556783,0.944359731380081,0.999738360712081,0.989383163568229,1,0.999999841392913,0.999999780169252,1,0.999999731301546,0.991947275623761,0.999999999757808,0.862586471282538,0.958903379417986,0.989798399282344,257.342,247.846990839695,252.500448571429,163.0301,245.83883,217.171087671233,223.325447945205,216.900290909091,247.965961538462,29.8892087358632,6.75537763679729,9.43525686069131,NA,13.5577414965534,9.08050349719194,8.91173802409749,28.4024095488408,18.2339248403452,212.83245,196.5776,189.908875,163.0301,175.5353,170.0224,173.9558,143.8805,168.2631,315.28505,301.15465,288.95345,163.0301,283.912125,257.2293,270.2407,290.45025,306.63405,6,131,140,1,50,73,73,11,26
"ZNF563",0.999973667383085,0.999999799590765,0.999117454840556,0.966606683426012,0.979495599170015,0.967657901424475,0.999985289227736,0.497657430466807,0.809509338630904,0.900183874899693,0.996934605581674,0.0139614292858329,0.0705440054746608,0.822511709134837,0.991375394300918,0.999868101411173,0.147787269573609,0.423438369775347,0.877974967619696,0.999998792014644,0.998586049336911,0.999999995621386,0.997278045446157,0.999853687016465,0.943790967407791,0.999998403933068,0.996001403016037,0.999944876136571,0.999663530606022,0.505454361663985,0.755491026790715,0.866003824678359,0.999980341223809,0.999997028383642,0.999999919846989,0.999812699575486,48.8413666666667,52.8838748091603,51.0071757142857,77.4147,44.961354,41.0365452054794,43.7640191780822,47.2118545454545,42.7071192307692,8.3206427645011,1.90071462344366,2.14671054113526,NA,2.79335783451286,2.68962561916544,2.64375856554823,7.9556055626819,4.45615136996738,32.89365,37.6142,35.560375,77.4147,32.4287,25.9976,28.4741,28.2109,30.50675,65.365775,65.61475,63.0757,77.4147,57.4352,49.005,52.4157,74.75345,49.456325,6,131,140,1,50,73,73,11,26
"ZNF567",0.999998342570851,0.999974385965502,0.999971804337203,0.984076781271244,0.952381483094654,0.939659925315163,0.999999999992609,0.992813719825188,0.95131040872538,0.979181234796275,0.999998349133338,0.748171272619594,0.492589731575417,0.988508272893944,0.999836172351564,0.99999999999924,0.99874909768772,0.978543071175958,0.972257153924432,0.999999413342476,0.99402421523997,0.959649337998376,0.844609880047084,0.911390219440206,0.788923675503922,0.624076793429385,0.378625159595927,0.685532919777704,0.99930413548446,0.996999214598041,0.999771645268869,0.909606180225915,0.923412398967764,0.66066038392048,0.957190359137856,0.995016418529667,139.9364,149.160472519084,153.024418571429,57.405,137.90695,130.557953424658,141.46162739726,185.031336363636,161.959738461538,19.2141102109014,6.32097064852699,7.64717716193076,NA,7.58883746931529,6.18851718670944,7.65002091509418,45.9773634938726,13.3047066122494,106.3768,108.09095,103.367325,57.405,97.988875,95.2663,99.4424,100.58105,104.7826,163.94615,175.21585,171.941525,57.405,172.76835,161.1969,158.8972,187.1704,219.6316,6,131,140,1,50,73,73,11,26
"ZNF573",0.961025890279758,0.995903533291446,0.95771058086108,0.997682019460019,0.927133654888924,0.962528953999251,0.998495671432783,0.976469724914197,0.999999874433376,0.969931700909367,0.999995335532831,0.292934370687711,0.893540183824962,0.988887835787529,0.991868795323429,0.998824709368848,0.918877880999927,0.999993507186055,0.971832979603015,0.999999999913939,0.991517086414872,0.999015578634971,0.999940512488774,1,0.970760235505364,0.99999999967098,0.999465275990932,0.999999991223897,0.997486865336033,0.999247953368578,1,0.96501448677769,0.999999984469557,0.992303807881964,0.999999655997535,1,20.8015333333333,29.2625,26.7646278571429,6.5606,26.162322,23.2581438356164,25.8934178082192,26.7393545454545,26.8417384615385,3.56312179824253,1.65228505615878,1.32688660711257,NA,2.79101504131439,1.69480095279215,2.30288128090187,5.05064692314241,2.08013859652947,13.944025,17.4188,15.8812,6.5606,13.205225,13.5564,14.2506,16.5466,20.411725,28.2285,34.90865,34.2374,6.5606,30.0809,30.0546,32.4283,30.3866,30.7808,6,131,140,1,50,73,73,11,26
"ZNF527",0.99893431450003,0.999163025632185,0.999999999945518,0.994490669480863,0.95214982616285,0.954259258127285,0.999998500279222,0.243764197491502,0.262606596151794,0.996756124642121,0.99999925535119,0.137618750575047,0.149859242210378,0.996308717105868,0.999999999984124,0.999999964491537,0.882958737283527,0.902740462773548,0.98517437129852,0.973661302245222,0.966599291921534,0.925342369990201,0.952064325655659,0.943821068555086,0.837028844637338,0.292885506738294,0.275507562778594,0.6603909945088,0.999997426542241,0.999020685602826,0.999386395540301,0.979715518008285,0.973721659430826,0.972323479229293,0.99999885919516,0.869162419822389,99.5238,113.422328244275,112.948999285714,54.1247,93.437926,94.0505753424657,103.250652054795,131.971827272727,106.357753846154,12.5287039170592,4.39675301373499,4.50236684289617,NA,4.40740098961458,4.01934072135953,5.40471947485812,33.2716126016434,8.08997275717811,74.432225,80.30345,79.192425,54.1247,71.009075,73.3847,70.8439,73.5169,73.263975,111.5884,125.8523,132.7134,54.1247,113.4293,106.8469,130.5031,138.8847,123.9816,6,131,140,1,50,73,73,11,26
"ZNF33A",0.999766400153522,0.999999985149171,0.91067242664816,0.999971121691907,0.998902671143827,0.999855371186716,0.999999984195476,0.662363664621408,0.995592052927633,0.999986676364913,0.999602784102456,0.0247180946611791,0.384394801543367,0.999999913742615,0.985418431879868,0.99999176768833,0.169226550576573,0.840217403473127,0.999997901059048,0.999954315639742,0.999533700072452,0.999999609106544,0.967809364820328,0.999535565109418,0.999996789746075,0.999999985840705,0.999980458542757,0.99999999986662,0.99799584174586,0.999906875424235,0.938418755370197,0.997269436072992,0.747960404790776,0.187272486501801,0.433918539605939,0.933906418826555,931.818166666667,1022.21330610687,958.013408571429,754.1371,904.458142,833.078284931507,872.403716438356,883.657990909091,1063.36777692308,193.092638307357,30.2808070095157,34.9204918419676,NA,44.9173267498725,46.9466100532256,46.1746824308236,151.870546536771,83.313226251908,785.119775,780.69575,635.07105,754.1371,704.353425,563.4589,581.5932,554.92485,740.215825,1194.7165,1220.94945,1237.3238,754.1371,1045.841475,945.0801,1075.2051,1162.4247,1360.283025,6,131,140,1,50,73,73,11,26
"ZKSCAN3",0.90736872975028,0.967223809126524,0.996962848303363,0.999237289924028,0.937594141344813,0.960210181292248,0.982349324714808,0.997798057225049,0.999999966261014,0.967061016277666,0.999689594880315,0.383289595680613,0.808424169863786,0.989928610310361,0.975342933775598,0.998530119661376,0.657089331255851,0.958659405093218,0.985175516448406,0.997511943079805,0.999993203698955,0.992291409510635,0.999993142064193,0.99999999999961,0.970859752739352,0.999999999999406,0.999134608211559,0.999917651733155,0.7493030356011,0.992629951561219,0.91095706473417,0.878057042671214,0.923062957951692,0.355160786611345,0.525654646579483,0.995259101083314,59.48785,83.4683053435114,79.4231078571429,29.8506,78.183432,69.8051671232877,72.2455616438356,78.8346727272727,91.5980730769231,8.61788412518796,3.29931582054411,3.90136388859385,NA,5.88684450434026,4.16181940555203,5.05297183449392,14.7978280463421,9.59622164982345,41.564775,54.3009,47.22805,29.8506,53.996875,46.9072,48.2908,45.6932,58.310375,71.9087,105.5336,96.150575,29.8506,102.070575,85.422,87.7122,105.34275,107.4099,6,131,140,1,50,73,73,11,26
"ZNF676",0.904213129988143,0.718552869346271,0.948361661901122,0.993809318029517,0.99998911500826,0.999999801160323,0.578094504899368,0.804441079520264,0.998736242524139,0.99999999938427,0.7284791976595,0.977457839385925,0.999999999999181,0.999999848746369,0.999636507816497,0.817980603547891,0.999439459496774,0.999980576405591,0.999998813241644,0.98994639792659,0.999983861532427,0.80018131733142,0.997769968009856,0.99999875265618,0.999999997289932,0.999999999942014,0.99999949147354,0.999951069912059,0.828900871484558,0.99964861422582,0.999999999363793,0.9999996164925,0.999709355375052,0.999999997016534,0.999999990747121,0.999997379628904,39.9557666666667,17.7483969465649,11.970155,3.2803,7.51079,11.7024,14.2123191780822,8.54860909090909,12.8683576923077,30.4427562549524,4.66850377232472,2.3292656007025,NA,2.78399001797596,3.75941223720498,4.93449536274203,4.25976700505502,4.88846369759276,0.72645,0.81285,0.51385,3.2803,0.25395,0.4156,0.3464,0.4979,0.615375,36.0959,4.33875,3.821375,3.2803,2.480525,4.9036,5.3805,12.1468,11.785975,6,131,140,1,50,73,73,11,26
"ZNF699",0.980102350066046,0.911736138101976,0.981077646720245,0.99996571120074,0.99259664649735,0.982535000643925,0.998664883934848,0.996671472117845,0.812569099322342,0.997636661767135,0.997865163645507,0.996461177553785,0.744106543934018,0.9972299841553,0.99999999992969,0.991593032349427,0.999996028892073,0.953319709403381,0.994981076925455,0.999939109819553,0.999969821092445,0.999991253234947,0.996451594506806,0.951508227630705,0.999458221001932,0.999991181222588,0.99997237086666,0.999356050853414,0.978627656471567,0.999999923623349,0.999983561747625,0.990897570354698,0.998327366021968,0.998680131914516,0.999982584825079,0.99595534071364,16.5046333333333,23.6794694656489,25.7519442857143,8.8568,21.495218,21.7433904109589,22.8960849315068,19.5166636363636,24.3772615384615,3.54525158163862,1.25916983439189,1.70184140562738,NA,1.95082251948247,1.90008160602022,1.60738517298289,3.1052687079242,3.19686202073258,12.506775,14.97395,14.49085,8.8568,12.59645,12.1251,13.0972,12.29425,11.656825,19.3625,31.59945,32.630975,8.8568,28.96125,26.7343,29.2958,27.2761,28.7603,6,131,140,1,50,73,73,11,26
"ZNF250",0.999823493583259,0.992581319597739,0.942672970898884,0.998950359880563,0.99987698362872,0.999991769085785,0.999327468066691,0.999996557102511,0.999594278810933,0.999949207834545,0.999999999993232,0.912104080652058,0.267143436161067,0.998657129123925,0.906954242284023,0.999999829755824,0.993007829886991,0.566295640780892,0.999346754539798,0.985122662427774,0.999979168963933,0.998817810103342,0.999977978271386,0.999999999960569,0.999990035243022,0.999999798779105,0.984658268327694,0.996740211861801,0.999976664705521,0.999999971980499,0.993293335231085,0.999812880459834,0.999988248803962,0.998722130815132,0.999978350560042,0.999944200516047,203.586766666667,226.227353435115,241.621684285714,278.1221,231.634784,206.233694520548,213.019231506849,239.189209090909,222.428719230769,16.4277665242046,7.59512516825343,9.57517975982113,NA,13.7589250375202,11.2390410157051,12.2851983338339,41.7004868198168,17.5013118562924,174.22975,165.0631,167.387625,278.1221,172.1071,142.8751,135.9896,126.72105,169.6984,232.326375,275.628,282.31765,278.1221,287.559225,257.7704,264.2635,321.9614,267.59165,6,131,140,1,50,73,73,11,26
"ZNF79",0.95010964986139,0.776063549155711,0.880222910356212,0.984732059971232,0.99970207385571,0.999980803024156,0.659973497332712,0.758237581075533,0.999430582127941,0.999998196343198,0.33181335469328,0.0347014226489423,0.502728893509739,0.999999999485178,0.980226637979215,0.446665377990669,0.145177226122411,0.840592027402527,0.999999962764773,0.999378290470817,0.999946237483607,0.342537630058724,0.481753692422691,0.839002100349005,0.999999999975488,0.969394998510629,0.999743823332029,0.996793958756609,0.608677915312854,0.784100303820666,0.996139150693502,0.999999806384814,0.999998183764535,0.999840814985828,0.999999929187167,0.995335115385689,121.645866666667,105.66373740458,100.192211428571,87.5836,96.953768,90.9246479452055,93.3019904109589,85.2157090909091,94.7085076923077,29.7813276590849,3.02946640159863,2.58531627472874,NA,4.33920920578707,3.04614223122906,3.0658092743667,6.88648800325621,6.2532981301831,78.163975,86.2086,77.0121,87.5836,74.654525,75.6713,73.2776,67.40555,76.27665,121.332125,119.68365,113.6879,87.5836,123.086875,105.3131,112.1182,105.43575,112.76,6,131,140,1,50,73,73,11,26
"ZNF681",0.966248432236156,0.992413592288719,0.996015415121998,0.99613104241451,0.999978615806329,0.999885129145669,0.980482249172388,0.99999999053757,0.999950492147814,0.99996752256872,0.943587836983406,0.999991357872197,0.978882044389979,0.999992877385147,0.999969359531851,0.968235642799982,1,0.998502995731471,0.999980403022132,0.999999988405322,0.999998059312049,0.992840888158944,0.999999999980793,0.99999953569429,0.99997638191676,1,0.999999741077073,0.999999999952804,0.997650230603847,0.999521379218345,0.999999992815079,0.99983884961205,0.999961281294732,0.996519705218335,0.999634831837737,0.9999977536001,198.16445,139.440569465649,151.753147142857,89.2237,142.561256,132.939498630137,139.025967123288,142.151018181818,155.625873076923,34.9090201697474,11.5692933522389,11.2727028985811,NA,15.2053403622769,14.8022054836984,11.4556713562459,24.2889619859715,20.0394305815798,165.488025,79.2626,81.43175,89.2237,81.212675,61.3139,81.2013,90.7719,99.130975,226.1485,159.558,176.2597,89.2237,157.629325,163.3458,156.4132,171.6667,162.7305,6,131,140,1,50,73,73,11,26
"ZNF766",0.999744005848542,0.999998833074451,0.987668175348573,0.901856009564536,0.942488732145968,0.905869286131018,0.999856976944097,0.999999999994734,0.9991904161337,0.941910388795109,0.953589732395308,0.608609480121614,0.131996698045181,0.987697439571662,0.819515631161015,0.978946770833701,0.866439415907564,0.333713356136482,0.981659231112065,0.949961738883677,0.999987501840523,0.998029121497591,0.999949354351839,0.995643246387803,0.977880411857173,0.999946095050052,0.999974596692273,0.999999816492705,0.999850112532636,1,0.999736037048629,0.947789243371725,0.999999999998539,0.954291189243083,0.990988598407454,0.999984438434021,435.876916666667,404.876632061069,420.48067,239.1326,406.186022,368.32832739726,376.605924657534,386.055436363636,404.558580769231,65.1951403982199,11.2144481387064,12.5163816945116,NA,17.0467203317558,13.4232225256449,13.2325820278094,46.9469378234334,27.6311016561561,306.208375,329.04205,319.45675,239.1326,310.287225,290.0408,286.6413,309.1523,314.723375,543.934875,477.3651,483.8318,239.1326,488.474375,429.276,438.7558,438.8524,523.0538,6,131,140,1,50,73,73,11,26
"ZNF471",0.950292914850417,0.762335788796631,0.842932402369904,0.997687770954265,0.99999729801676,0.999999997680124,0.957389598714627,1,0.973858635281969,0.999997669953836,0.51030770731097,0.26044179579475,0.958074462689794,0.999999999999844,0.59593861718001,0.723527878455672,0.835056131834307,0.99999902858615,0.999999999880052,0.955237667783578,0.996861827738495,0.979887778955855,0.999999999965872,0.999871714384114,0.999998933813826,0.99999999999516,0.982650275905165,0.999479893903069,0.973547553066628,0.999999999996313,0.991404396740959,0.999996753065883,0.999999999986306,0.793775617464044,0.981745965219472,0.999999999674791,109.453766666667,79.6428267175573,68.8480164285714,61.3413,79.41029,58.8369068493151,66.5372273972603,78.2583545454546,80.3615153846154,37.0134784247096,5.07094930150862,5.12774544134876,NA,7.91112532554372,5.27634966585708,6.54200843582922,22.4335415092157,14.0903805865067,54.10725,33.371,23.5189,61.3413,40.674,19.5066,22.4787,15.1254,29.712625,126.983075,119.97565,84.68755,61.3413,103.693525,83.1488,95.1638,94.75805,86.41405,6,131,140,1,50,73,73,11,26
"ZNF836",0.99886590750872,0.992581808515875,0.998372244077588,0.749359030261079,0.838102252494133,0.878430813760766,0.761092697083261,0.182702200606801,0.473480682905835,0.974675442606262,0.770510298718522,0.104783907694502,0.364845057782703,0.971338967054088,0.999999999579758,0.906989984884998,0.532656969533443,0.887365665189771,0.947502049717514,0.997714644624857,0.998309596461793,0.607738364217282,0.430385747993326,0.622731712089949,0.996079819750987,0.998265093878051,0.996385363383715,0.958278298442948,0.995944603887908,0.999980993243972,1,0.886627843995396,0.881465052436657,0.880990591025452,0.992319102643062,0.776861836674093,113.748716666667,101.737454198473,98.0600307142857,37.7233,83.685756,84.4766493150685,89.5105712328767,73.5205363636364,98.1497346153846,19.0571631920811,4.07245373259142,3.45252466331621,NA,4.27301424512941,3.87644329548189,4.99951985274056,9.67427442771688,10.7183891989665,74.278925,71.46365,67.5804,37.7233,64.669075,61.3823,63.197,52.3702,56.273925,139.2862,125.28025,116.737675,37.7233,104.658475,102.5555,115.645,100.1527,135.85245,6,131,140,1,50,73,73,11,26
"ZNF493",0.999998835563582,0.993969816701605,0.510583686836871,0.999451110516283,0.999770294976636,0.99999750992121,0.977469073017195,0.482204442027113,0.999621731513513,0.999999881443709,0.998630052059627,0.941217144142087,0.999958236145113,0.999989463277995,0.993637070532041,0.963871112819381,0.19996108760608,0.993898950843549,0.999999961704942,0.999999988570434,0.964864943361739,0.962514581528641,0.847730147985809,0.998429052638076,0.999999999944332,0.999986088312689,0.99287651368878,0.999997581599023,0.980863792770412,0.768499689892964,0.999888928476864,0.999999924393306,1,0.997891505205014,0.999999999931057,0.999995912433034,259.270333333333,237.004975572519,189.841458571429,130.8833,171.219952,202.034105479452,165.758194520548,146.827663636364,169.339015384615,74.2837744994678,20.0469065421561,11.8438758491375,NA,20.9820175501834,32.5900030122472,15.7896616314895,25.2447371029192,19.1695914195202,130.24925,113.8138,93.327825,130.8833,103.6751,89.4855,72.8652,87.10785,83.457175,377.478275,290.0162,237.06235,130.8833,190.713025,225.7399,194.6355,213.53895,232.90425,6,131,140,1,50,73,73,11,26
"ZNF167",0.999999988065682,0.999656095624263,0.865568429385965,0.940233178570946,0.931700681415144,0.971171128415566,0.904068006338705,0.0391815152371058,0.450096492160794,0.997718810805036,0.925770950804219,0.0219736896274548,0.422747849549966,0.996741785813555,0.999999904594537,0.986703776669851,0.27120038791386,0.953779842875463,0.990397850480383,0.988851177949253,0.99552924956914,0.734541505372415,0.202231327238395,0.542478810116842,0.99993167057478,0.996058865914873,0.988596230426809,0.898550934950187,0.999287419373604,0.978915101076092,0.999999772597536,0.98010251962448,0.943975435803466,0.963948847595096,0.999788205130392,0.800692112456662,73.3344333333333,70.9879946564886,64.5939692857143,24.6021,52.06943,53.4096671232877,58.3667589041096,42.2762090909091,62.8541923076923,15.8898616394368,2.89650054054325,3.61177029617697,NA,3.93486643040505,3.14393018586668,4.05338064371293,8.58523494840737,8.54028923619357,51.264175,47.5666,32.186725,24.6021,34.04525,31.5988,31.8329,25.1965,34.64235,98.1464,87.16105,85.86205,24.6021,68.958125,66.9132,70.6313,57.41725,83.09635,6,131,140,1,50,73,73,11,26
"ZNF565",0.999999691679303,0.999982546963428,0.999798486819812,0.994295833427417,0.995607883652556,0.997523854494696,0.999999996896243,0.990278314863276,0.913139283518072,0.986761274087734,0.999999999977422,0.993480012240101,0.911655856459189,0.988703667901411,0.999999993139687,0.999999999690715,0.988346883446864,0.88042044600104,0.987773195652277,0.999999999930908,0.999999999978482,0.999944214013349,0.999967120881659,0.99999983176766,0.999045556617726,0.99399438846849,0.996227275864007,0.994903991829725,0.999999649679426,0.999999999999314,0.999999287603187,0.99636192969792,0.998888194049008,0.999536255784252,0.999158328698111,0.999993745449159,64.9800666666667,68.0554458015267,70.1197864285714,94.1441,63.196026,64.0333821917808,63.6666328767123,72.2564272727273,68.3706807692308,8.0820229136715,2.50077660028674,2.58098001173957,NA,3.30627346390725,4.70231644395848,2.88088237503352,19.0981042840244,5.06189146752634,50.3629,49.06495,51.3877,94.1441,46.18445,43.9536,46.4912,38.444,53.151225,79.547375,82.57935,79.482025,94.1441,74.24455,75.8821,77.9242,66.2564,79.617475,6,131,140,1,50,73,73,11,26
"ZNF34",0.952311671900698,0.857979356565515,0.990475333381453,0.94208066197175,0.995220535752687,0.998254635773592,0.984571382163462,0.999970246912858,0.970353632258089,0.992118109160483,0.999376181052037,0.790023143534471,0.265890437657176,0.97650337441346,0.992507546736841,0.999006469876259,0.853447601999487,0.335522949639667,0.978802170684548,0.996547608811134,0.999999999430468,0.998603022271774,0.999940174428196,0.995804123210603,0.989359443098114,0.99999978346502,0.99999885179201,0.999999795528205,0.991653280119978,0.999972008355982,0.989051165380816,0.991437621789833,0.999999999932681,0.999347898411891,0.999750705198571,0.999999989623749,96.2328166666667,126.704023664122,133.556243571429,177.7913,122.456406,112.474295890411,113.543173972603,117.918490909091,121.261323076923,13.4646696103399,4.61791421242647,6.3895317482256,NA,7.77879273766844,6.30130473255656,6.13689774251838,19.5382087818224,7.99549414414299,91.2942,91.62025,87.85665,177.7913,81.28795,71.3791,74.5981,67.4565,88.67375,105.659325,151.4284,152.551975,177.7913,152.04595,137.6267,138.0832,165.6557,149.863325,6,131,140,1,50,73,73,11,26
"ZNF140",0.999911595578365,0.998313808058429,0.996177020194706,0.992787771738057,0.99766256493094,0.999137966750128,0.993951727398373,0.980570992087559,0.999952633140246,0.9996555616361,0.994376780838554,0.970433878647966,0.999958958937892,0.999598886669741,0.999999999996629,0.999989475384248,0.999996720725008,0.984146921604374,0.996533971496787,0.954864071516802,0.938121782848902,0.999999953434706,0.999993430666952,0.99909997599247,0.995492794356302,0.994995629625972,0.99526691465516,0.999999934339763,0.999117553574687,0.999950388577523,1,0.999211226909865,0.999997005690591,0.999998514312948,0.999407243005695,0.999699162944573,518.245233333333,483.646275572519,466.795988571429,353.9425,454.213866,455.974806849315,491.551946575342,502.217727272727,467.150315384615,62.5354973669178,12.7841109754313,13.5432449992791,NA,26.0649452952741,19.2349228262502,25.8585126974117,44.4716483969304,26.2389556604712,422.15255,385.06265,356.791,353.9425,350.6396,336.5681,338.3357,422.95555,368.7207,593.71205,549.4094,531.622775,353.9425,514.7049,540.3402,556.5287,613.2566,509.297075,6,131,140,1,50,73,73,11,26
"ZNF658",0.999995069551484,0.999999999990278,0.990544258185944,0.999999744031379,0.999984895983405,0.999998975321857,0.99985981986561,0.402031653493196,0.838929683583458,1,0.999616292639498,0.148538674460918,0.582365052364397,1,0.999999990730652,0.998320079918035,0.0530190823706055,0.320158161650872,0.999999999995139,0.999943883841988,0.999994367956968,0.999656142658309,0.896814684581619,0.981681513856343,0.999999999999496,0.999999835938412,0.99999999559256,1,0.999999992563617,0.988222868869629,0.999960871277723,0.999999965986373,0.999246468320812,0.996368241285272,0.978719692093135,0.999337034802417,32.8818166666667,35.3268687022901,33.349225,28.5385,28.974054,28.4880479452055,27.5020136986301,27.7080727272727,31.7154615384615,5.37410806965005,1.48185932989593,1.70202040427109,NA,1.86697703870364,1.72621338426567,2.02940109204342,4.48374306840513,3.44105632244196,22.912625,23.42275,19.74405,28.5385,21.4561,17.5707,15.7044,16.6754,18.1513,42.31505,45.61735,42.587025,28.5385,36.11685,36.1531,35.7634,36.34055,44.057375,6,131,140,1,50,73,73,11,26
