"gene","p-adj-Stage IA-Stage I","p-adj-Stage IB-Stage I","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage I","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage I","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage I","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IV","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IV","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IV","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IV","count-Stage I","count-Stage IA","count-Stage IB","count-Stage II","count-Stage IIA","count-Stage IIB","count-Stage IIIA","count-Stage IIIB","count-Stage IV"
"ZNF75A",0.999998970393497,0.999626174595418,0.975393813890976,0.999997809626749,0.999999871347353,0.999999999942571,0.998043988647627,0.945452064157051,0.999952404227082,1,0.995504217623438,0.772748705288875,0.997863458494133,1,0.999999951412574,0.99989509916826,0.999109126568151,0.999999662865508,0.999999999037874,0.999623856488338,0.994373954518979,0.9998662857799,0.999936316623117,0.999999999999102,0.999999999992085,0.999999968252026,0.999998496414278,0.99999998996912,0.999999798037369,0.999999999991966,0.998960788468553,0.999999814034113,0.992173539513609,0.971302582561766,0.999916442873709,0.999955976820709,359.429066666667,341.607636641221,321.178727857143,308.6746,309.671648,304.344653424658,326.528098630137,318.831681818182,343.699392307692,96.4258635899196,15.1087685539211,10.9892994230158,NA,18.904973563539,15.8587836703752,22.0608377620981,32.7818978091203,28.3079688995834,244.79475,229.59395,225.82385,308.6746,205.433975,197.9576,209.6789,239.8636,230.00625,444.5105,404.9538,399.840875,308.6746,386.752525,371.6475,379.6222,399.3326,459.99725,6,131,140,1,50,73,73,11,26
"ZNF496",0.999985301397624,0.99975846141967,0.999654163485113,0.996275562656899,0.981366493641269,0.97182979544868,0.999999998376477,0.999218418317464,0.974239039261624,0.991256358404278,0.999995043412857,0.999999997705002,0.999458742709183,0.983703287222578,0.999908417201063,0.999999691929918,0.999972917289781,0.991645632648074,0.987612275266422,0.999999359772021,0.999999404302705,0.999999999964484,0.99998367413873,0.999469659732971,0.99371350104655,0.999999999999754,0.999996395858437,0.999999941704607,0.99007703199808,0.947164390570812,0.992301331864283,0.934243235634718,0.829063891877856,0.945249569736277,0.883701561652606,0.9762575113748,276.422166666667,298.99433740458,308.943974285714,153.5172,283.79712,296.39061369863,290.448142465753,281.790645454545,335.971426923077,27.2221528488064,9.31568148792326,13.054308659768,NA,13.3199215224593,17.153258880677,18.188573516222,41.3899879536681,38.3425431181046,247.732075,234.16035,218.2657,153.5172,207.420475,204.9808,203.3355,169.22265,238.829625,280.25195,354.9882,349.8929,153.5172,345.315525,344.8547,345.7268,342.4739,353.330825,6,131,140,1,50,73,73,11,26
"ZNF2",1,0.999999999999556,1,0.999999926533694,0.99999993086299,0.999999936755183,0.999941655951668,0.972634773654171,0.973188588348024,1,0.963396805324075,0.0310660931410252,0.0289305037751908,0.999998932788811,0.80543802153854,0.999919952560571,0.931984647483919,0.93210934462065,1,1,0.719420984785125,0.996155559332566,0.937466060447649,0.938555975195667,0.99999993674731,0.999285178645408,0.999999693357996,0.999252220365116,0.999989363869063,0.99864595654337,0.998735875296454,0.999999999999666,0.999999997038883,0.887806778411941,0.999999985384644,0.998885596404003,118.763166666667,118.20083740458,118.124775,111.5296,111.974188,102.071376712329,111.807395890411,104.665527272727,113.055638461538,11.2677288103879,2.98086657030535,3.02735592593369,NA,4.68276499637801,3.2804215325793,4.21484547841549,10.3722265657256,5.90495072755598,103.689,96.3782,96.82215,111.5296,83.506875,84.2491,86.3741,88.75045,87.121975,132.361,135.91415,130.6176,111.5296,124.9174,121.519,129.4381,125.9141,141.043925,6,131,140,1,50,73,73,11,26
"ZNF589",0.999999976467192,0.981278652167692,0.0711698565388252,0.997191996600654,0.997472654663216,0.999976769262047,0.95739836245631,0.159852949603347,0.999912715217545,0.999995908838585,0.938850701925176,0.0377970082658414,0.998385206025679,0.999997675636528,0.999999997168104,0.988496158669717,0.329513612853904,0.999999980983648,0.999964937720362,0.999722625853299,0.997341212464928,0.77647792880517,0.265320173427659,0.935847938623322,1,0.988824785997328,0.991927465254882,0.925936856897526,0.939904183068242,0.318994215416913,0.999273053320882,0.999999156546123,0.999999655363529,0.999999992299206,0.998573714653088,0.998342660650743,336.818433333333,325.852055725191,270.307693571429,206.9859,257.953572,254.257643835616,273.999517808219,208.910609090909,249.044296153846,77.9292943000669,15.713886793482,11.5038859492146,NA,16.6561296255694,16.6968694280111,19.7272504253465,39.8755163108721,24.3406330326084,195.223625,184.8468,180.218925,206.9859,175.012525,161.3275,150.0699,125.08525,146.33905,402.37225,409.162,331.6676,206.9859,343.644775,314.433,354.3233,243.20005,345.00815,6,131,140,1,50,73,73,11,26
"PRDM9",0.999999999942314,0.999951665507985,0.936769655375509,1,1,0.999999936254719,1,0.999999927257878,0.967018766532401,1,0.999999999995204,0.999999999995657,0.968257071398762,1,0.999999996993507,0.999999999280139,0.999999999846828,0.987099039990085,0.999999999998104,0.999999509475602,0.999999997051058,1,0.999999999499596,0.999588728389983,1,1,0.999999999963474,0.999999994191983,1,0.999999999868676,0.996289910675431,1,0.999999999996766,0.999999999999402,0.999999994635712,1,0.263116666666667,1.69283358778626,8.27818428571429,0,0.298608,1.33014246575342,2.25799315068493,0.283990909090909,0.877919230769231,0.187457611949416,0.759813919551896,6.72682702642977,NA,0.109726492841733,0.554828089933669,1.11117022352479,0.151860017153685,0.656941301417626,0,0,0,0,0,0,0,0,0,0.341325,0,0,0,0,0.246,0,0.3791,0,6,131,140,1,50,73,73,11,26
"ZNF12",0.892803591709687,0.954158374710281,0.9987612111624,0.99999961305529,0.999996476823682,0.999999677165847,0.991281710195704,0.968743442412415,0.999452542371183,0.999999996486357,0.93816926595307,0.999995945396084,0.999999435437776,0.999999022931643,0.997703003651126,0.872746160468194,0.999999878462501,0.996719923013334,0.999993011088687,0.957272497132348,0.999928992499071,0.999997228029985,0.908446166999892,0.973882494077585,0.99999999967722,0.998421121398442,0.960222037471589,0.887643163134996,0.998033135784681,0.96268086189561,0.99746631972822,0.999999999974466,0.999999421122915,0.993565749038771,0.948741334733553,0.999901737577862,891.735633333333,737.735846564885,760.001419285714,822.695,786.981572,750.321476712329,729.670902739726,850.076072727273,803.245357692308,125.595550549706,18.7964941501165,21.7365089807892,NA,39.9371032528061,37.7082291176032,27.4993108016053,119.47853324983,49.8978573152103,753.34615,582.09955,572.511875,822.695,600.675575,553.9035,585.6065,581.9914,640.227875,1008.6906,869.969,889.06455,822.695,943.535725,865.7921,881.6102,967.897,944.207575,6,131,140,1,50,73,73,11,26
"ZNF202",0.980424409381382,0.998027997804031,0.981175657893302,0.989787781641575,0.999669713650386,0.998613121855345,0.997760642642814,0.999194994013634,0.999999999561929,0.998888328295928,0.943544205817564,0.999349633497001,0.841187627595246,0.999912724818474,0.972729695536471,0.997281185067661,0.998368115996659,0.999999994654613,0.998902849351094,1,0.954245215717959,0.997831744740028,0.999999975952086,0.999999738654194,0.999527199886874,0.999999980985507,0.999949221275959,0.999999985502734,0.998946511519704,0.999613277419302,1,0.998740279344555,0.999999999961846,0.988123996468364,0.999999999767506,0.999999898652737,289.147716666667,250.09533129771,261.395702857143,197.8011,259.86738,241.756110958904,259.563049315068,254.9091,261.520061538462,46.0265970678289,7.02453938543336,7.72049424737691,NA,14.2191593179367,10.1174052456477,10.6454023400568,37.0910310186855,13.9318960887654,231.105975,191.2973,206.55895,197.8011,194.37315,187.1847,203.6017,166.4198,226.6224,375.5192,294.08025,304.4511,197.8011,281.448,283.6002,314.135,302.78815,297.836425,6,131,140,1,50,73,73,11,26
"ZNF3",0.970494662580123,0.999570410479734,0.6966982279181,0.997594327019251,0.999991838463823,0.999707129157111,0.998865309058606,0.983768713030462,0.999998833383655,0.999850898448555,0.963782016229812,0.999999980041682,0.766032057026185,0.999995393308456,0.979591350122343,0.999766054239622,0.812378895796256,0.999999999459058,0.999652040543173,0.999995231469928,0.832108344337464,1,0.83178075845756,0.99471377382481,0.996493758841636,0.989860139159962,0.81596213900648,0.997192423829439,0.998259472804031,0.999409089081861,0.999988997499872,0.999915187065457,0.999999995567138,0.998735944613981,0.999974345093775,0.988108055612885,849.28505,698.812186259542,768.136443571429,582.6078,753.259358,690.922156164384,773.095475342466,854.721118181818,742.447130769231,126.033802924207,21.1506848016731,26.0756703249433,NA,38.1982257264501,34.6730834884451,56.3978041200988,145.608231390674,45.853650805864,707.1383,541.75015,574.839975,582.6078,544.004425,499.1629,556.0825,527.6429,610.37135,1030.57515,826.6284,857.063875,582.6078,887.32285,803.1467,834.8171,980.1839,861.313025,6,131,140,1,50,73,73,11,26
"ZNF606",0.538794731442426,0.48020968363641,0.99999892151432,0.974969116321685,0.999994605884674,0.999997602074156,0.476131105053949,0.999978155041339,0.999999894174129,0.999999091699194,0.0497885044277125,0.0263681689430098,0.0480759174478178,0.999999995145757,0.359969435181104,0.0605784621251202,0.0483409201484608,0.0844060166813366,0.999999999207645,0.462973854633386,0.999999973645748,0.715064672471001,0.999999987261416,0.999999999998525,0.999998847866582,0.999999999997631,0.91656366196737,0.942836727135932,0.792104766376702,0.999925582919552,0.999349850266495,0.99996323018837,0.998667309518423,0.19851577199614,0.258643000277602,0.999970593194804,356.111816666667,269.444920610687,265.940997857143,233.917,262.400824,219.234569863014,222.22002739726,264.277481818182,280.117615384615,48.0541051095285,8.61532000562669,8.86923764961342,NA,13.7620564277723,10.3361502110147,12.0125607970585,34.7081448825641,30.0536228951518,277.83255,204.9503,197.2768,233.917,193.675925,164.8107,161.013,185.47995,195.681575,406.006,328.04875,314.57555,233.917,328.67655,271.5114,295.565,317.39385,328.2716,6,131,140,1,50,73,73,11,26
"ZNF91",0.997478078568565,0.992705451963692,0.999962802496891,0.999999994167962,0.999929197713906,0.999841996732653,0.886732570372303,0.705350824738236,0.874716455753102,0.997694323230108,0.968793499030327,0.976530037246891,0.998418915094724,0.999412170318525,0.998238170650426,0.882861045044923,0.569020114745068,0.794872059487694,0.997779256164258,1,0.997407302513961,0.85964392815299,0.905208707244677,0.953611684676093,0.994214414067655,0.999973866911965,0.995202174218185,0.999953651994314,0.99349802960539,0.999990516606543,0.99999999865949,0.999799462228631,0.99360360535234,0.999994063439054,0.99235879654178,0.987194650676488,425.814133333333,364.604135114504,354.506209285714,455.3033,309.099912,334.686595890411,310.323436986301,282.674863636364,349.657938461538,67.8181177944196,19.7901440195708,14.2694284908752,NA,18.0138721907892,24.083037850678,21.3600304851569,44.9786563266689,33.571175027957,322.44105,243.55065,254.731625,455.3033,230.69265,221.1562,191.4498,185.6965,214.4065,489.8701,439.84655,428.74225,455.3033,372.8988,398.8571,365.1696,343.34835,433.737375,6,131,140,1,50,73,73,11,26
"ZNF226",1,0.999999980078591,0.999929902323007,0.972261725493723,0.959478094007989,0.969914772760855,0.997475712748393,0.585510372443134,0.801124631051151,0.994877669457709,0.999042558851796,0.624699449589486,0.853006839502175,0.992496318461004,0.999999411927919,0.999768786200374,0.835970607582786,0.964886033780521,0.989287622349335,0.999839168226039,0.999997872047198,0.999999999971297,0.999999999942075,0.999999999572604,0.971964534079875,0.993313205700173,0.997534528705929,0.999514899746779,1,0.999999999991422,0.999995373362235,0.960335529832034,0.901007369372361,0.940834805606596,0.981217639314387,0.999999999389763,324.126616666667,322.611220610687,315.423501428571,175.1671,282.61324,288.487075342466,294.723512328767,319.460136363636,324.308419230769,37.9193277849913,10.0385965896782,11.5099502516368,NA,12.2734680598189,14.7686741508597,14.1581643706093,37.6433514887418,31.6809778663125,271.4177,238.28605,232.344125,175.1671,207.38035,206.25,205.2956,237.38055,241.723725,339.116675,393.23305,360.880075,175.1671,340.47405,345.7875,372.4948,404.95815,369.47765,6,131,140,1,50,73,73,11,26
"ZNF229",0.328854735464226,0.523653631745846,0.983186200575881,0.888914070937652,0.999752667724935,0.998922515408952,0.739735322347159,0.900189964286221,0.999302961469085,0.997128406634922,0.440162760615739,0.999983917043824,0.999941167213984,0.999502994872403,0.989976375262939,0.849544381408703,0.375705472037785,0.893595700921558,0.993533958024874,0.999849155567597,0.784013608167386,0.90670127195599,0.994428014449377,0.999934919107125,0.996772464471256,0.999999998313062,0.999155195871663,0.999999976090409,0.997356619834287,0.0970915122359499,0.339942761249041,0.964087792416753,0.80700276165426,0.258647477064528,0.94082133193056,0.989253491726483,252.000283333333,110.188207633588,128.422950714286,27.5544,144.020976,118.592102739726,158.170626027397,150.0298,200.3832,76.7551143363421,10.9885964918219,11.3583114248128,NA,23.6829802270765,15.3856175996556,19.5276951072721,70.5478519778597,35.0500743514673,104.842475,21.98535,26.2147,27.5544,24.2637,13.3211,18.4211,14.12085,74.4917,330.7601,151.7044,167.3133,27.5544,191.1315,179.4425,270.0491,200.93195,238.53555,6,131,140,1,50,73,73,11,26
"ZNF180",0.915112751325214,0.996499634849107,0.644994705005666,0.888144647639255,0.988307377699461,0.957249766998758,0.77075838956242,0.991790170007554,0.345675975058975,0.996461411554167,0.700541786226736,0.933701212394976,0.098982286318022,0.997348039945802,0.999999938491154,0.875440490719936,0.999990313182599,0.589392482641451,0.992134207493333,0.999821163390595,0.996449265500676,0.819587165235462,0.998094846798089,0.870335278566125,0.998660792142698,0.999999636992959,0.999999995452899,0.99977533401806,0.944264360174823,1,0.978237372334788,0.989615444686071,0.999493582589032,0.996474524031587,0.999999813778983,0.999349911571593,192.307616666667,156.798054961832,170.994109285714,95.4562,147.168792,144.926189041096,153.405563013699,142.078345454545,156.614019230769,17.6009339260434,4.65286430525839,7.01636493000976,NA,6.60327385613632,6.06256157692608,6.34088027595157,16.4745311977575,13.1325735557307,160.4529,121.1073,126.231375,95.4562,110.123825,111.4583,119.8268,102.0663,115.3516,204.895925,178.6411,194.798625,95.4562,169.40205,174.5887,181.9836,179.27745,181.65685,6,131,140,1,50,73,73,11,26
"ZNF641",0.999998908895794,0.999919771337887,0.998698350792785,0.980068774300703,0.984004978196712,0.99095968128457,0.999977714278038,0.999990769668932,0.999999991578211,0.989688285083686,0.9989597098743,0.957810335260665,0.999541472092425,0.995476372448276,0.99951382760657,0.999992786964598,0.999999719386601,0.999992520424523,0.987415353564457,0.999999993922353,0.995381980260751,0.999999986659148,0.999999999204127,0.999986006495129,0.984587176947307,0.999998567459469,0.999305051746623,0.999999860146923,0.999970922933618,0.999992946024705,0.99999999999951,0.991249890796712,0.999999999992744,0.999968377411774,0.999999961893512,0.999997542167776,192.942083333333,183.539961068702,176.614017857143,101.0327,178.622554,169.483623287671,180.770724657534,186.386636363636,177.404496153846,17.3410562957281,6.70088134096544,6.88113313338376,NA,10.8825557099961,7.84571741725906,11.4215138902597,33.0897378761734,15.2851283172717,176.459975,125.4671,121.1451,101.0327,118.663075,131.0916,116.2907,118.50245,146.601575,218.00905,239.41555,216.6526,101.0327,235.8719,202.5021,235.5694,289.787,188.5805,6,131,140,1,50,73,73,11,26
"ZNF610",0.999989561191524,0.999999999731939,0.990331153134979,0.999513555577783,0.999884834968217,0.999475475559435,0.999970891587849,0.999999978716221,0.994499386218036,0.999928619382723,0.997148303972667,0.950024137111261,0.518318392882482,0.99999599754006,0.996144873083858,0.99998404812657,0.999999999951414,0.99418665917727,0.999905383944556,0.999999999856048,0.984498621098663,0.999999793991529,0.999999997457426,0.999999712501739,0.999847493447899,0.99999989607706,0.999001346456913,0.999999985373005,0.999984880753028,0.999999999690262,0.999384235538861,0.99992585572699,1,0.998881544231864,0.999999999999791,0.999999975190271,75.4254833333333,68.3892671755725,73.5755685714286,45.2679,67.112326,60.2736,67.8658671232877,70.2359090909091,67.4191961538462,13.1878024168147,3.56963230787452,4.18190886586692,NA,6.56765879724977,5.10481112981551,5.59842089250826,15.3910182411836,6.94777434133236,57.52725,36.51595,38.784925,45.2679,29.56095,26.8559,32.9118,25.55345,48.459275,91.11175,95.46445,99.027275,45.2679,77.452125,82.4248,85.9606,114.29145,78.988175,6,131,140,1,50,73,73,11,26
"ZNF528",0.679120693131404,0.465192302095935,0.980600921838308,0.691898392676868,0.962281819013919,0.981362769267633,0.228621054423986,0.546732396271865,0.947411665460589,0.995759644106468,0.22233046885006,0.417636340867963,0.923491506662686,0.99519386433758,0.999999999982148,0.537214450599773,0.998953826273338,0.999999945582481,0.978492546273567,0.941558142013071,0.924342565840783,0.800297244221001,0.999999923469287,0.99999989440951,0.978819373458063,0.996610270546829,0.99704367078568,0.999999998989077,0.412038854561153,0.971709829424834,0.999856474781208,0.991922444443427,0.999987467120909,0.999993911730064,0.999548791241099,0.999911109104616,401.841116666667,282.651344274809,262.454702857143,96.7683,230.157792,232.187378082192,266.818790410959,272.7453,244.746573076923,122.054474398927,13.8716811540224,13.471916590302,NA,20.4750937919293,18.8937158959312,18.7843377378747,51.9984271423403,19.6516224708422,230.8017,171.44345,150.37515,96.7683,111.12355,120.3704,156.5106,174.7945,174.083225,389.94645,358.3388,335.7192,96.7683,277.8213,286.6795,336.8421,367.2116,295.27725,6,131,140,1,50,73,73,11,26
"ZNF701",0.99999870454162,0.999091608506436,0.923607454831454,0.998588990458652,0.993575767816324,0.98087504895273,0.999990068082422,0.759429155661109,0.160810925434777,0.999577519282402,0.999999951731485,0.999999202801862,0.902481922392026,0.99536928805865,0.929196352002849,1,0.996635850403852,0.591339290508228,0.997646333323191,0.994031449517103,0.99993118462547,0.998038593631094,0.81081325210265,0.469628594804705,0.999988967139693,0.999207507523007,0.889580318423863,0.960982748262959,0.999826087685457,0.999695340290761,0.999999976832855,0.986177819166063,0.765422484306738,0.998559749023915,0.979304169751877,0.726194843736366,128.618733333333,136.322330534351,146.738166428571,78.7268,118.276022,133.788467123288,128.695130136986,104.070463636364,144.368003846154,22.2975591898854,5.39040931511254,6.35253314045137,NA,7.62187476638788,6.49348724236802,7.96054754110758,19.9406319531812,9.89422108713734,98.771925,100.2348,97.53445,78.7268,75.520575,92.1053,87.2354,54.86255,109.112375,156.667525,162.0419,174.153425,78.7268,146.751575,157.497,159.877,143.4977,171.412225,6,131,140,1,50,73,73,11,26
"ZNF283",0.585015080913288,0.868079585695795,0.793647454015904,0.863636055785524,0.997186114403094,0.987264766747914,0.427506597658321,0.997768730324695,0.569532639688541,0.999230012442042,0.878286651437276,0.919300714024324,1,0.987647497867079,0.712000490804236,0.830599425467774,0.981720457133129,0.999997429895815,0.990822228170321,0.847089234019392,0.999999319235496,0.996772221314269,0.935601919656588,0.999213919013929,0.967377014987671,0.809597687228877,0.999347700357665,0.997435008994032,0.659303822435466,0.999999999815663,0.984276613947114,0.997890362580174,0.999961850478379,0.990274314890288,0.997935003536066,0.961057066067028,74.48605,51.5505450381679,57.1219478571429,29.1945,47.968202,57.0816876712329,55.8502589041096,62.9591909090909,50.9820115384615,14.8114653670223,1.96967765368438,2.76489287600582,NA,3.07349978730289,4.18403358323736,2.98113037438397,7.98913617076288,4.21748285057961,55.5774,34.6357,37.32165,29.1945,34.7414,37.4564,40.7862,47.0434,36.0314,93.6223,63.1006,67.1336,29.1945,58.41345,65.2671,65.6447,80.25855,57.032425,6,131,140,1,50,73,73,11,26
"ZNF558",0.99714916259611,0.99585804004617,0.999999993853188,0.998651452658604,0.975295998787373,0.972698954087837,0.734835677740217,0.241008590252591,0.285229750546511,0.858017109139856,0.680641545286348,0.0720631782099002,0.0912435699119098,0.845068293255483,0.999999998167117,0.971764060557403,0.98671247009608,0.993956473279877,0.949130734962557,0.871634578083392,0.707230386875438,0.968507790615518,0.99717334188938,0.998297527406594,0.935192448051893,0.999901625112261,0.99967579266385,0.999997009395132,0.710675921045362,0.425495640634143,0.473582120836147,0.839530542704346,0.999999837166247,0.999999997138594,0.894213789481093,0.999557983912939,402.023533333333,353.080812977099,350.455789285714,515.9885,291.636762,288.23097260274,331.586168493151,316.325172727273,283.750296153846,121.500877006691,14.0607187736954,13.1720696324863,NA,15.7299828499318,16.5096616427184,16.8585906967866,34.8165274196246,19.2572689189842,243.4705,239.4038,244.910125,515.9885,220.457025,192.8658,232.4091,243.2208,216.598825,416.4285,453.28955,431.175325,515.9885,352.623725,342.5589,409.5912,383.42505,328.738525,6,131,140,1,50,73,73,11,26
"ZNF597",0.865937771868091,0.792621903680414,0.999914435406161,0.974771593530776,0.999749554892412,0.999891284188312,0.694750185469577,0.991797926187411,0.999740764411487,0.999978233532529,0.430034573152768,0.491628621672816,0.754321309207721,0.99999934321148,0.996323926175794,0.824884746514184,0.999996780122735,0.99999999988626,0.99987202583445,0.999700203257984,0.831895361480677,0.597620620530779,0.966815052848559,0.989234882269804,0.999999927503555,0.99949219717876,0.999999972939649,0.988569529863671,0.577638639850374,0.945684219835785,0.988029433201004,0.999998384162812,0.999933093129766,0.999999989437787,0.988626394718064,0.999999447138052,85.2794333333333,63.5741305343511,61.47897,43.6278,58.190136,52.9049821917808,61.9267,50.9124272727273,54.1550576923077,25.2282881940712,3.23280723921486,3.16078844698742,NA,3.89575113010893,3.56543951274274,4.46740905665706,7.02198718812548,5.00145460286589,54.2933,43.91045,38.533025,43.6278,41.8301,36.4964,41.2776,38.98505,38.494675,102.390575,72.26155,75.804075,43.6278,72.78415,69.8647,72.904,67.6228,69.170175,6,131,140,1,50,73,73,11,26
"ZNF30",0.999999998209661,0.999972483493284,0.983819626999894,0.999999967220941,0.999999614544171,0.999990438481733,0.999999999743243,0.999999999995473,0.996484350891093,0.999999733813198,0.999999152729223,0.967506840044903,0.533802186085208,0.999999999955747,0.995004289266787,0.999999855431304,0.999999090256312,0.99967926167447,0.999998768165482,0.99999915027166,0.945191696552412,0.998608269804926,0.986966040739595,0.99963696961715,0.999839968789334,0.989142342503817,0.867380807301846,0.995762451527656,0.999999999998507,0.99999350457134,0.990970562838424,0.99999998121416,0.999999143773945,0.999981639720346,0.999893436580192,0.978109670395785,88.9921666666667,92.0982282442748,99.5165328571429,77.4147,91.512168,82.1277575342466,94.4803630136986,110.623454545455,87.5988846153846,14.8519786525941,4.5735106502818,5.94235856307169,NA,6.97045306454729,6.06836133074044,7.5694067867842,25.5795550117183,9.50009174549171,68.38235,59.1613,58.8891,77.4147,60.491525,50.2934,60.2499,55.3506,59.488975,102.94265,111.1833,107.905625,77.4147,106.994525,96.9341,112.2807,145.16285,106.405725,6,131,140,1,50,73,73,11,26
"ZNF354A",0.105219429811973,0.120246371682501,0.999999937019932,0.999742161927383,0.686963949775067,0.702179323050654,0.0185824041044809,0.698368875146772,0.589522366687429,0.492207482116586,0.0898877725056979,0.999997127501717,0.999922408773431,0.659855022221571,0.913244774797925,0.0467035939486327,0.986319386928495,0.96239660264043,0.591895687956257,0.996360802027656,0.999610808299925,0.618401891838954,0.998479864279399,0.999304226341621,0.852483182399761,0.822520811409772,0.995465455333362,0.966155662575697,0.0156793696302655,0.672004407246905,0.589046377386318,0.441379813996322,0.999984750909495,0.853246317213378,0.978125641232059,0.738109811564264,395.177983333333,261.324135114504,263.990746428571,464.16,228.05829,256.126087671233,244.954501369863,286.857472727273,217.398342307692,91.0394221756173,8.29722118706812,11.010947196196,NA,11.3091066099433,14.6703356627958,12.4619390591522,37.1560434342201,16.7879813684389,230.45005,197.7329,187.612775,464.16,174.8173,167.713,181.9213,192.86185,162.577175,483.911675,303.1341,306.194675,464.16,278.070025,317.488,283.3333,343.8104,255.474925,6,131,140,1,50,73,73,11,26
"ZNF764",0.928025895889197,0.953831507508596,0.999994131341454,0.999999998872397,0.999974196113883,0.999988569590222,0.661204451707961,0.869747955363988,0.72344932672484,0.999222594026795,0.801670591982374,0.991676759793045,0.950971202709387,0.999790355798576,0.999624628164011,0.526294572824659,0.445144720588706,0.254623171354164,0.998376853318045,0.999988914755249,0.977250249629096,0.999641618836844,0.997226678464677,0.999262200666875,0.999999981930016,0.867520525208983,0.960687315333006,0.727652293655473,0.868425761546755,0.999778886834547,0.99790150878485,0.999845276673094,0.99987164762979,0.999999999986008,0.995258202575856,0.984200071136726,258.964333333333,217.280586259542,220.484641428571,249.3015,198.686556,207.020846575342,193.436149315068,236.065809090909,208.200346153846,30.121029415672,5.76097587577465,7.71245466220165,NA,7.07216707537092,9.72772800055794,7.69873989052569,32.1922637709504,13.4744158378316,205.38985,168.09715,171.104725,249.3015,164.597075,167.4662,149.9654,133.38215,164.127675,295.388,244.79175,251.510875,249.3015,233.7455,223.302,218.0305,306.4066,224.851325,6,131,140,1,50,73,73,11,26
"ZNF747",0.9770559437704,0.997173932691206,0.985464285204609,0.99999999999921,0.999898991147938,0.999988081031439,0.886793933229856,0.985684349465197,0.714252257991087,0.999184099544082,0.991143526614912,0.999988457216624,0.999943747569822,0.99995936353791,0.954801413037274,0.896192128832722,0.985971839359596,0.644936315237455,0.999336611215832,0.999999999194673,0.953303669667574,0.999432506532664,0.999975530743171,1,0.999992675794334,0.993344816670162,0.999999736294074,0.99502858573016,0.910223974006412,0.997298110544573,0.912713607088765,0.999222822720316,1,0.987802988919533,0.999999999749494,0.995925974411419,294.115866666667,246.468263358779,259.377512857143,299.6112,228.856314,252.299608219178,231.042649315069,260.278709090909,228.692792307692,40.4324274718504,6.69898891294776,11.6227733243815,NA,9.44154735414159,15.3217628732656,8.93721869165429,40.7409904847606,13.671079811609,231.701225,197.1747,188.979425,299.6112,189.946,182.1977,189.7814,165.1089,187.4811,359.414025,274.93925,288.776175,299.6112,269.01745,282.3501,268.3708,339.56185,275.175375,6,131,140,1,50,73,73,11,26
