"gene","p-adj-gender-FEMALE","p-adj-MALE-FEMALE","p-adj-MALE-gender","mean-FEMALE","mean-gender","mean-MALE","SEM-FEMALE","SEM-gender","SEM-MALE","Q1-FEMALE","Q1-gender","Q1-MALE","Q3-FEMALE","Q3-gender","Q3-MALE","count-FEMALE","count-gender","count-MALE"
"ZNF429",0.99277329747483,0.354137817758215,0.234229678576895,133.952028571429,132.50383625,109.533663265306,7.88129987250617,5.01641736192309,8.18397157670386,86.1131,77.688375,72.4062,178.78775,158.10165,130.6144,63,400,49
"ZNF470",0.45701820495977,0.858559904985404,0.912547792619388,148.299588888889,137.4598435,141.589526530612,8.80870754405537,3.35214097065816,8.87296729113716,108.5288,88.4067,101.3005,170.1178,174.95365,166.6667,63,400,49
"ZNF100",0.652344674475579,0.622377110617794,0.123822156680323,200.372988888889,217.98759375,174.289816326531,10.9574076508732,7.96535273230398,14.1564724232387,136.7789,132.869875,101.4169,253.1291,260.854875,216.8094,63,400,49
"ZNF398",0.442783129967076,0.997998988967859,0.567502343518446,424.059557142857,446.04202375,425.587691836735,14.3676764192194,6.85438060250311,17.4070004646534,350.1779,353.882925,351.1491,476.61505,522.946375,495.137,63,400,49
"ZNF498",0.302273010923827,0.659070809930075,0.971729301483453,405.067661904762,378.4451075,383.032179591837,13.4665250270156,6.91968944103921,16.4456565886493,335.089,297.144,299.9493,442.56925,439.150725,434.1291,63,400,49
"ZNF441",0.141454996991148,0.339211988704263,0.997173355821792,132.459676190476,117.3490385,116.710673469388,7.6927622872669,2.96954634602729,7.29003137680158,94.4559,74.244325,83.4951,161.26405,147.031125,144.4279,63,400,49
"ZNF420",0.576829064052316,0.99778064122212,0.693162106721471,129.151477777778,139.64598575,130.087134693878,9.92081033755097,3.80408517462455,12.2618248106409,88.951,88.433175,83.0546,133.15345,170.547175,142.4936,63,400,49
"ZNF763",0.000376033768127559,0.732764232564793,0.033021922508516,62.2087952380952,47.75281025,58.2529346938775,3.51231408118378,1.3873708320803,3.75699859869889,46.77155,26.8543,36.7678,76.84255,61.1872,76.1129,63,400,49
"ZNF679",0.998126015942354,0.691245541241733,0.590617499027901,1.07805555555556,1.02741925,0.0786224489795918,0.981403964533221,0.327453117917812,0.0356032717799878,0,0,0,0,0,0,63,400,49
"ZNF682",0.612363007727608,0.497339507134991,0.834312287405098,119.216698412698,103.31859875,92.5392959183673,12.3109786297495,6.58475939684115,11.9736382064707,49.4299,30.199925,27.8782,158.94465,124.10245,133.4244,63,400,49
"ZNF772",0.362054761435518,0.9875335355099,0.558624249267356,155.108557142857,171.11190575,157.600312244898,8.67129885847907,4.56940617818014,9.26389229181553,104.97515,108.414325,108.0759,182.8984,214.880225,193.0469,63,400,49
"ZNF257",0.998667287043123,0.98483334079574,0.98501521973544,35.357746031746,35.76115775,37.2768816326531,5.29746037401887,3.1653170670289,8.12283197594038,6.7405,5.470175,5.4152,52.4629,42.987075,40.2685,63,400,49
"ZNF785",0.0660074274758792,0.982371678231284,0.17815082016138,225.178420634921,195.413929,221.820471428571,11.5444754427386,4.88471504458442,15.6293975564487,167.0296,134.92485,163.3697,250.59555,238.94595,249.5616,63,400,49
"ZNF98",0.900949962579117,0.703228433184551,0.810857868331089,6.86437301587302,8.13748075,10.1535673469388,2.2979276205506,1.09955647814697,3.16835630439135,0.55015,0.3185,0.4199,3.3688,3.81535,3.8933,63,400,49
"ZNF786",0.500818346258583,0.61159724804507,0.0729590881650682,194.510174603175,183.378344,207.693065306122,9.22960805561849,3.62640676627459,11.1908262426797,141.5212,133.8555,148.5033,244.58895,219.457925,270.5674,63,400,49
"ZNF517",0.229682376384447,0.495002164800036,0.0110771182928875,273.620706349206,242.15118975,304.129220408163,15.12388854631,7.12210021835994,22.6588068153291,183.84205,150.65475,201.3415,338.0211,285.306475,350.3334,63,400,49
"ZNF675",0.516201651182361,0.983793223458808,0.454108278824131,162.003049206349,181.7154055,157.656781632653,9.71393662751085,7.12780187507119,14.0474842469459,108.21225,114.600625,108.3679,187.3659,198.299475,182.6241,63,400,49
"ZNF860",0.288262303694634,0.428962077999728,0.975275588272845,69.4052904761905,60.95163875,59.6171306122449,4.22856209030751,2.1537349058366,5.09848445809458,46.7477,31.883575,38.2436,88.4214,75.64185,68.5684,63,400,49
"ZNF695",0.212327139833302,0.647416500828589,0.91995213361059,24.3464158730159,35.93888025,32.9478142857143,3.63509682546179,2.66676169946121,7.32776563913007,3.3282,4.452025,2.238,34.96435,51.723725,44.592,63,400,49
"ZNF665",0.354135015249221,0.525079000733539,0.990675793668369,28.6148682539683,25.52591725,25.1992224489796,1.87077708283761,0.845805127614106,2.23150374801012,17.93,13.62995,12.8274,37.02825,34.294525,34.9538,63,400,49
"ZNF624",0.85074301647367,0.645203145378563,0.799093900284028,77.872273015873,80.258258,83.3970469387755,3.49517523408844,1.60967095757366,5.69090636985085,60.65025,58.7636,57.3387,86.5818,96.2816,101.9856,63,400,49
"ZNF841",0.00291227139077754,0.134017769915037,0.849715267986617,317.990906349206,255.326757,266.83717755102,17.1966331022677,7.17958363899649,15.6317438356151,213.42965,163.801325,190.0973,390.26155,319.663325,314.8528,63,400,49
"ZNF615",0.868684643979235,0.943743820268198,0.665383925002853,197.679214285714,210.38659075,186.22987755102,15.6246165288722,10.0287682209978,14.5826704268992,129.7885,126.6587,130.315,199.64715,230.0838,199.2768,63,400,49
"ZNF433",0.0346544752605146,0.315647099523698,0.913050726406963,89.8972555555556,75.63381,78.2298163265306,5.35575883256279,2.14841737820886,4.9824080096675,66.5863,48.18225,55.9304,101.26965,98.35525,92.3172,63,400,49
"ZNF595",0.610526768065392,0.704783545691125,0.986828253928081,184.482722222222,167.361478,164.231916326531,20.9894935943852,6.57440249349739,13.5026511467635,112.23915,101.434375,99.7195,182.40575,187.250875,194.146,63,400,49
"ZNF460",0.229623351631869,0.677335211008737,0.0315181938179718,42.2955095238095,49.06960775,37.4121367346939,3.20561372309954,1.61724318703033,2.51044451739545,25.5253,30.70805,24.8984,49.4306,59.7799,49.683,63,400,49
"ZNF81",0.846896736724253,0.838453805318911,0.973697348099976,109.886622222222,106.555478,105.066373469388,4.80661499309979,2.29133764955232,6.21184243181334,85.4207,77.9238,77.998,127.4657,131.680525,136.1103,63,400,49
"ZNF780A",0.988195888480569,0.999843403250676,0.987236891334921,281.393963492064,283.4140895,281.067963265306,12.39212901535,5.17236569476123,12.6975568046747,215.87,216.468925,218.552,311.1935,332.451625,337.7193,63,400,49
"ZNF461",0.785263608173171,0.835049301700378,0.991208441212624,105.270371428571,111.87198075,113.279914285714,5.49371823117229,3.92617009818174,8.54389371583838,78.7244,68.6421,73.5867,124.7472,134.159225,135.4914,63,400,49
"ZNF181",0.979906931958195,0.988249802813021,0.999914868323868,171.999922222222,174.03191725,174.178855102041,6.98403207031058,4.11499553993436,9.53011387658693,133.5075,123.932575,132.2002,198.7951,204.911,204.6924,63,400,49
"ZNF44",0.057528613468817,0.774839784707358,0.455025603980365,242.031403174603,211.431943,229.271920408163,12.3656500039941,4.97060576748939,12.8530779107104,188.04015,144.915525,179.8303,266.92415,253.589525,251.0448,63,400,49
"ZNF790",0.757604874977866,0.120100401641471,0.00544971531286143,93.5179412698413,89.14645025,110.580206122449,4.62607052774362,2.19292846548199,9.19107922276789,70.50915,60.9995,70.1754,105.18905,105.089075,138.0484,63,400,49
"ZNF677",0.0351547625916683,0.899290995761122,0.215756262970713,32.8099777777778,23.56390575,30.5171571428571,4.09410393391298,1.28073643780704,4.86067450845661,11.6735,6.554675,9.4057,46.80265,32.3487,43.9266,63,400,49
"ZNF823",0.763848545247312,0.790842019931695,0.979237048726977,112.964841269841,108.37819625,106.949897959184,6.63075201509773,2.43787541916768,5.48087458988109,82.84165,74.257675,84.0585,125.2896,132.596875,121.3739,63,400,49
"ZNF311",0.748061136228271,0.9979373380072,0.834396305380946,49.1421444444444,44.88267725,48.6377387755102,6.90105528455617,2.00028590461364,7.39056921362001,17.23815,14.337425,16.8742,58.30885,61.051725,61.4035,63,400,49
"ZNF347",0.430430639718238,0.0237540486103508,0.0718375881467543,119.44556984127,110.51094475,92.7900795918367,5.61246834906585,2.7555785878961,6.66536067930149,86.23155,70.459525,61.8508,154.0466,145.642475,115.7923,63,400,49
"ZNF273",0.402019803014965,0.611807904446671,0.999311264068546,168.029844444444,151.40797375,150.898959183673,14.5123256334295,4.52125247470183,14.8921463855605,95.4773,90.144825,87.6524,203.5844,184.906225,173.8583,63,400,49
"ZNF84",0.0440164966733626,0.995934165583844,0.0627535778304362,674.277103174603,591.8593955,678.423932653061,32.0800039335656,12.786826616139,32.8076177335926,493.45565,404.84765,517.2884,829.99085,724.81785,801.4728,63,400,49
"ZNF667",0.316147627263336,0.965417756045765,0.589492870378622,60.0746841269841,48.16745475,57.158806122449,6.45227908233319,3.09168293212212,8.74941722097656,14.71585,10.541025,13.6307,99.70265,64.58885,77.5922,63,400,49
"ZNF649",0.979388860664071,0.450096135439013,0.371625529837376,189.69009047619,184.8910155,147.844242857143,30.2488779342375,8.98712609816947,13.4265965105153,93.7416,92.259,94.0673,180.7006,204.06505,169.7473,63,400,49
"ZNF248",0.0107277688020052,0.929218580084037,0.0827186292991051,325.906723809524,278.4721655,317.528253061225,16.5235301856509,6.0306284988404,14.9016450850693,238.22555,195.733325,241.8177,374.087,339.060925,382.4544,63,400,49
"ZNF544",0.83886001609869,0.975426515932349,0.969137759210001,516.040384126984,532.61796425,524.802536734694,24.2864154759308,11.2120992346072,25.2274332724485,389.11005,389.82265,396.4137,616.35055,655.09995,620.4566,63,400,49
"ZNF251",0.959823795700066,0.0980753087593238,0.0128533226357466,361.830974603175,353.995456,445.222046938776,23.6128263461103,10.3373539467328,39.2877229763193,224.2779,219.84855,310.9114,455.53905,435.482025,483.0028,63,400,49
"ZNF607",0.889701419693229,0.833950448658378,0.492903607724312,188.358433333333,181.4058175,200.53893877551,14.7202383227861,5.36916806992934,19.1871347727131,125.90965,117.408675,119.1732,228.70165,216.493925,226.862,63,400,49
"ZNF334",0.786261880277222,0.812354861066741,0.360159355099658,81.3806523809524,73.192208,92.0767714285714,12.5426984575358,4.50794874141973,12.9618939456577,24.23905,15.45895,26.0486,107.993,94.32625,124.7682,63,400,49
"ZNF485",0.899053745975353,0.291921000918983,0.294753064083842,62.4546476190476,64.364705,71.6141775510204,3.63955243494823,1.58585929159009,5.46359512078085,41.00505,43.461,43.4145,78.3959,77.505325,90.1575,63,400,49
"ZNF192",0.399398875068034,0.994054097203265,0.401779722900133,367.630779365079,333.26164525,371.513757142857,25.1608502831491,9.49216140861559,33.8924077803983,256.7184,195.698675,225.5118,498.03915,441.1528,449.0066,63,400,49
"ZNF442",0.0271540462504681,0.0688022583982761,0.880631883159635,27.2064317460317,22.511782,21.536993877551,1.76377010476043,0.680139655046931,1.53244590947369,17.60795,12.495125,14.0528,33.82365,28.7097,25.4282,63,400,49
"ZNF813",0.362814879825588,0.955536281657803,0.255436613362845,79.7261222222222,89.52153475,76.8187530612245,5.57073066871172,2.71561992314504,7.68489358433104,51.9,54.925225,44.0949,105.62385,111.093625,96.9812,63,400,49
"ZNF26",0.340520339582048,0.901899411901463,0.757131017313588,295.33353968254,271.48262525,284.986169387755,18.2862842703976,6.10872281043242,17.9043682012698,189.99405,190.91395,202.2417,378.05,314.6154,344.0784,63,400,49
"ZNF69",0.00196415547268725,0.999982684277135,0.00669944589547344,92.0977873015873,68.68166225,92.0438408163265,8.34066655934835,2.44101394503781,5.7308195031754,49.1489,35.920325,61.7577,108.7156,88.04235,105.121,63,400,49
"ZNF583",0.945744174190659,0.390801271238703,0.361544952348816,62.0935507936508,60.973892,55.6199285714286,2.94830023877165,1.30114763052281,4.07153610257957,44.70585,41.81945,32.0397,76.77935,77.812925,74.6934,63,400,49
"ZNF568",0.806832861863542,0.982841855279534,0.939624464294341,84.252873015873,80.008516,82.560206122449,6.38329409722241,2.41913904567107,8.92052444373721,60.8898,49.4037,43.3125,93.86345,101.14125,107.0082,63,400,49
"ZNF480",0.24821624706391,0.996136737134969,0.38246312128798,338.196782539683,364.65961075,340.148940816327,13.6252345132146,6.30148783222652,15.3252599767813,251.56695,272.96585,258.7482,387.83475,435.44535,413.5558,63,400,49
"ZNF587",0.0726639388750046,0.610412050744787,0.718613736661954,701.449601587302,613.42030875,648.092755102041,35.942703548154,15.2053448315509,32.8437719831496,513.2518,412.2171,482.2908,839.6934,750.8783,729.2584,63,400,49
"ZNF808",0.321978565195221,0.431533659638814,0.96079219382189,220.00906031746,205.448838,202.404020408163,8.04607302471875,3.85478507261061,9.54644645263676,176.15475,154.4609,161.656,250.0303,245.45465,244.114,63,400,49
"ZNF43",0.846892262748321,0.653347435686753,0.811865735573502,289.139606349206,272.51495525,251.723312244898,20.9538688331167,11.816632336162,24.1984538753014,184.9591,147.10685,155.8499,339.3584,339.830325,329.4975,63,400,49
"ZNF28",0.535459928947626,0.970321729081329,0.424824170879308,398.584768253968,425.0273315,390.438085714286,19.1464783021355,9.5244887387067,21.8790338452518,302.94105,309.99615,267.4697,471.37335,515.569375,478.055,63,400,49
"ZNF627",0.253573362793985,0.703898379615046,0.0415108605830709,356.765584126984,405.12430325,322.488767346939,20.091048069979,12.165302222684,16.3982357665223,267.30795,269.520375,257.7491,393.1363,450.898325,360.0102,63,400,49
"ZNF789",2.77184132333463e-05,0.97760788425735,0.000565922374894168,122.993803174603,86.8698465,120.696010204082,9.34684472018725,2.64755012030401,12.0777421801474,62.73365,53.120425,71.6158,148.5366,107.852075,140.411,63,400,49
"ZNF534",0.977938215760138,0.918433702331521,0.946993233370237,6.20183174603175,5.922778,5.4358693877551,1.7413943556526,0.502038031148002,0.725273063672911,3.20675,2.78485,3.324,6.04265,6.268325,5.2705,63,400,49
"ZNF525",0.991173353631766,0.899276012242183,0.899323470057419,207.885431746032,206.185494,199.616724489796,9.23293079172488,5.12210989498198,13.9538374574798,155.3986,136.858125,134.7518,243.4801,254.14145,232.318,63,400,49
"ZNF814",0.000868957053626773,0.955681591085752,0.000934592766055897,260.753533333333,206.91074975,266.711091836735,14.9901690242812,5.23547552078613,18.4674695744042,172.9109,130.6021,165.8685,328.2806,259.844,320.8773,63,400,49
"ZNF551",0.99577834031577,0.261775062464185,0.142227468380523,123.623688888889,122.9075625,105.64356122449,7.63340994608489,3.08963032648484,6.5320062891539,89.61585,77.835475,75.6049,139.88075,158.992125,136.0328,63,400,49
"ZNF805",0.538454652987776,0.883301386512562,0.933483525267362,285.87336031746,272.0369445,277.180595918367,10.5025258159562,4.98603980026783,11.4456118627116,238.0275,208.465725,235.6612,326.00785,326.490975,316.1295,63,400,49
"ZNF468",0.206335053500088,0.971397934093047,0.1670384718102,438.809380952381,489.88419175,429.120008163265,21.3425981966497,11.7250269328692,23.5032938168632,322.9332,351.306175,306.0429,526.22045,579.117025,537.5794,63,400,49
"ZNF616",0.867920193361837,0.591747370111295,0.212426684368195,173.090685714286,177.50353425,161.143171428571,7.81835231434593,3.27865120040986,7.81273162992026,124.54125,132.2204,116.9978,202.67635,213.312275,201.1304,63,400,49
"ZFP57",0.996791163612762,0.926265824378521,0.852854504319698,25.0389380952381,25.6478975,20.8605755102041,5.51249758499026,3.14042343446546,5.43807568039015,0.84595,1.657525,1.0714,26.28855,22.377275,23.5171,63,400,49
"ZNF155",0.916125691569074,0.99809005450466,0.902632377389359,152.405738095238,148.99807975,153.112967346939,6.16210421011156,3.29229207810781,7.86142796386676,118.79045,104.9122,111.6998,172.9566,186.216625,185.8873,63,400,49
"ZNF425",0.66437871128195,0.989132434407171,0.822867510253938,61.5285476190476,57.72443425,60.6556857142857,3.55627277090203,1.65000158667255,4.85156098037276,41.0034,33.041675,42.4147,71.8069,75.247375,71.1501,63,400,49
"ZNF611",0.923253382868521,0.447009106785804,0.463577000668841,176.862514285714,173.21981075,160.573928571429,7.12988627318847,3.7081444521514,7.81994070122151,149.19215,123.330325,119.3459,195.91305,210.786825,181.2865,63,400,49
"ZNF254",0.418033837742407,0.852810861899094,0.893258982386308,471.579357142857,528.895723,505.921710204082,29.2257607826847,17.6897755974986,41.0452482655811,306.1781,307.07155,294.0739,625.4808,632.2634,627.7127,63,400,49
"ZNF625",0.746629358151178,0.173588081812662,0.245922691779413,23.9458111111111,22.414838,18.657312244898,1.60661814491638,0.821228103155982,1.39825445818235,17.66205,11.705525,13.1938,31.01185,30.189275,24.4725,63,400,49
"ZNF845",0.0567097621381449,0.95317984516769,0.0407460461627323,173.417211111111,195.700781,169.401273469388,7.16854023396971,3.72987586160539,8.73999811716809,135.22955,145.69535,121.9512,197.5295,235.22035,203.0267,63,400,49
"ZNF90",0.803303936778553,0.456208344368091,0.615172728029852,313.295046031746,292.1825335,257.043748979592,36.4398858822987,12.0480993096084,33.8258057106063,132.18295,128.81755,98.2677,360.36695,377.782425,369.0907,63,400,49
"ZNF788",0.993214177923989,0.466367553771977,0.350042874800189,70.2035666666667,69.434119,58.7343326530612,4.79831425921749,2.72994695156883,4.54874603391036,41.80065,29.789075,36.0772,94.0364,89.1728,73.5786,63,400,49
"ZNF880",0.0433708627264993,0.376750301982489,0.882632794209937,159.894147619048,125.37941375,133.002575510204,16.756732853004,5.02494894353236,15.5849701320962,62.19825,52.822925,60.6669,219.7893,177.033775,178.4387,63,400,49
"ZNF630",0.75208467562153,0.777573324181809,0.97678630015997,64.6833841269841,61.61566075,60.6328755102041,3.54511786356034,1.62896573365411,3.63600491930502,44.82465,40.703075,43.0403,77.8556,75.66375,74.0551,63,400,49
"ZNF844",0.955741246588946,0.679959128194108,0.704941436756676,111.760182539683,109.2619135,101.50227755102,6.93133338913511,3.33140637502161,7.88926716683794,71.3645,64.500125,62.7921,142.90995,135.5362,114.4746,63,400,49
"ZNF717",0.884730442998821,0.798127636801549,0.437402263759897,43.3780666666667,41.9304285,46.1391632653061,3.10931060043615,1.12864325679957,2.923514289815,29.0288,27.0963,31.1372,50.37835,52.536875,61.9087,63,400,49
"ZNF492",0.976975016543197,0.853794429253921,0.876076145790919,9.34115238095238,10.02914425,11.8605530612245,2.20075681969312,1.29150522771991,3.27263540188421,1.13345,0.761275,0.7209,5.70735,6.105325,8.9875,63,400,49
"ZNF688",0.350610196537871,0.735654957971233,0.075872060739131,246.078893650794,224.8210955,262.211971428571,14.3228633378531,5.51689916861898,19.4213245378939,173.96865,149.991925,177.841,285.6041,270.603375,321.2559,63,400,49
"ZNF879",0.0640040390482187,0.850391143031086,0.377764339279963,71.7988380952381,58.10739,67.1609,6.01208815297838,2.10817883552909,8.63018812707655,41.85855,29.7229,35.7616,82.0607,74.719075,76.6037,63,400,49
"ZNF737",0.922924291965738,0.175558877520903,0.138283523379202,315.622233333333,301.03354275,219.693136734694,28.1020386888727,15.0735027532424,22.2306833412055,165.85595,129.927725,119.6542,417.0547,380.125925,309.3315,63,400,49
"ZNF709",0.418427710399844,0.235425294310767,0.62905956967583,77.4695571428571,71.479395,66.6063040816327,4.9369630083613,1.75748112039063,4.00554103211928,55.36605,46.489125,50.8003,87.60495,87.50335,77.8355,63,400,49
"ZNF585B",0.975784518136008,0.979879332833927,0.998464228832447,73.8847412698413,75.0799115,75.4140551020408,6.04320909994357,2.04312482973815,5.86926025830585,48.0429,46.680475,48.6295,83.8324,91.362575,90.8272,63,400,49
"ZNF324B",0.599265401032016,0.941202137564728,0.895730380907373,116.497993650794,110.9633205,113.825928571429,5.7005906486828,2.1268624915575,5.1402264739209,87.88285,78.780525,90.0498,136.24845,136.595875,132.9628,63,400,49
"ZNF564",0.795487531694094,0.573847154146303,0.770709275034591,230.787292063492,224.03807125,215.996751020408,9.1543030856524,3.91500467003793,10.5803168437485,185.6611,168.89115,163.7427,260.12315,265.415,253.811,63,400,49
"ZNF674",0.00368736420592486,0.0387833241019693,0.981314193641116,91.3147761904762,67.64563975,66.1349244897959,17.0431465302641,1.38362377089636,4.22122522839312,56.0177,51.4526,48.4115,86.3874,79.798575,71.1502,63,400,49
"ZNF432",0.80127858762642,0.946468355736474,0.984110148221169,122.781144444444,116.05196425,118.071132653061,9.49702778137043,4.02312023600854,8.80409182452135,83.50195,73.274225,74.8227,139.06445,135.1041,127.4049,63,400,49
"ZNF10",0.00258574457297811,0.999470334529325,0.00924355668000565,215.415365079365,172.632514,214.857359183673,12.5254070568728,4.71674735207911,12.748082591817,145.3046,112.948575,162.6888,253.42855,213.006725,253.692,63,400,49
"ZNF486",0.724535133567412,0.503112261807072,0.0923102307951622,138.099282539683,164.63287,83.601187755102,25.3731769319344,13.7740871014121,14.7949082006103,28.0666,24.48515,16.8299,147.45195,173.9658,87.0079,63,400,49
"ZNF225",0.995052813585281,0.988325236756053,0.961008701348497,72.6181158730159,72.97501975,71.8463408163265,3.08743876059693,1.43080518855234,3.46997076140899,56.4192,53.1865,56.3215,85.8646,88.787275,86.1913,63,400,49
"ZNF350",0.76109684465108,0.989783008782717,0.890443727565505,198.790152380952,210.81668775,202.065512244898,9.03116716620486,6.80726399202065,12.4626616612682,155.20135,144.3178,155.2347,227.05865,238.67105,220.5052,63,400,49
"ZNF253",0.464527465685876,0.893019875515567,0.234446175618651,180.137328571429,196.30923725,171.423804081633,9.81679953840518,5.30461255854168,11.655483094331,122.8636,124.7214,116.3575,229.8475,232.288975,210.4853,63,400,49
"ZNF878",0.907807212563739,0.633797785085634,0.281756235011645,5.58089523809524,5.2632645,6.55107551020408,0.61053670980675,0.278031472221831,0.95151621562717,2.2506,1.83405,3.0753,7.01855,6.714275,7.8014,63,400,49
"ZNF727",0.5108108457746,0.999196532008167,0.613685860213608,11.4677825396825,9.14931675,11.3553020408163,1.91362111703236,0.699786931914319,3.52870499763522,1.658,0.8556,1.462,16.20105,12.066775,10.5909,63,400,49
"ZNF578",0.0883395272746755,0.997644267972298,0.119702682317793,68.8250603174603,44.42898275,69.886587755102,14.6801730677418,3.47850248439244,19.8046071522632,10.89725,9.52485,12.3012,70.74125,49.236925,49.2855,63,400,49
"TRIM28",0.273609428046743,0.51469995596238,0.999981904785071,5180.95936190476,5646.6966995,5648.63271836735,291.63766191435,114.287942203598,226.381526512462,3857.10965,4138.35845,4461.4408,5521.51875,6428.551125,6260.9929,63,400,49
