"gene","p-adj-WITH TUMOR-TUMOR FREE","mean-TUMOR FREE","mean-WITH TUMOR","SEM-TUMOR FREE","SEM-WITH TUMOR","Q1-TUMOR FREE","Q1-WITH TUMOR","Q3-TUMOR FREE","Q3-WITH TUMOR","count-TUMOR FREE","count-WITH TUMOR"
"ZNF613",0.0425864144423762,137.545535738832,119.079390441176,5.66340555413708,5.42538183750576,89.07155,81.393675,151.5193,135.91145,291,136
"ZNF404",0.44565860876915,50.2294639175258,46.4230477941177,2.96357459846973,3.60175549785851,20.8963,20.471075,58.2971,57.67035,291,136
"ZNF135",0.206046203077471,83.0781604810997,94.2266242647059,4.35849067536664,8.88481046062206,27.36995,25.43825,116.3468,131.696025,291,136
"ZNF620",0.553529555167294,57.3649783505155,59.1938698529412,1.6758480454383,2.73896023954584,40.5178,40.7297,69.80945,70.51625,291,136
"ZNF619",0.49164790243391,53.5445206185567,51.9869867647059,1.29370045530738,1.8148309666392,39.36385,36.38205,66.9794,60.5501,291,136
"ZNF354C",0.0476280085550657,38.6744017182131,32.9208794117647,1.65613336299102,2.32204351347041,18.5662,12.52645,48.3964,46.758775,291,136
"ZNF114",0.827060300870758,64.5631749140893,67.9070308823529,9.18262555527591,10.6959980145803,4.3997,6.4541,60.86745,72.51675,291,136
"ZNF454",0.261133576344337,21.5547034364261,18.5119257352941,1.58094581880061,2.04954394516336,4.5255,3.349175,29.4045,24.49375,291,136
"ZNF543",0.546377812265168,100.854426116838,98.3799595588235,2.1738079289119,3.7850894108706,75.72355,68.7231,121.621,121.12805,291,136
"ZNF354B",0.0132201599289292,105.773034707904,92.1814264705882,3.24665497047279,3.94527925703318,66.0794,59.545175,134.67845,109.00275,291,136
"ZNF223",0.703175675011723,97.7817350515464,99.4069198529412,2.23934520254116,3.99090663334801,73.6065,70.75185,116.64255,118.369075,291,136
"ZNF713",0.315869523387259,57.2638422680412,71.921775,5.98683888234042,17.0996912695172,29.0464,23.837425,61.3553,64.42955,291,136
"ZNF552",0.0917855852588052,286.531404467354,257.537461029412,9.59512555529878,14.4361699100473,171.8085,142.356625,350.95775,306.26325,291,136
