"gene","p-adj-BRCA CIMP c7-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA non-CIMP c9","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-BRCA non-CIMP c9","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-BRCA non-CIMP c9","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 5","p-adj-KIRC-like c17-BRCA basal-like c8","p-adj-KIRC-like c17-BRCA CIMP c7","p-adj-KIRC-like c17-BRCA non-CIMP c9","p-adj-KIRC-like c17-Cluster 13 (HNSC-LUSC)","p-adj-KIRC-like c17-Cluster 5","p-adj-KIRC-like c17-Cluster 6","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-BRCA non-CIMP c9","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-Low purity c2-KIRC-like c17","p-adj-OV-like c1-BRCA basal-like c8","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-BRCA non-CIMP c9","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-KIRC-like c17","p-adj-OV-like c1-Low purity c2","p-adj-UCEC Serous c4-BRCA basal-like c8","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-BRCA non-CIMP c9","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-Cluster 6","p-adj-UCEC Serous c4-KIRC-like c17","p-adj-UCEC Serous c4-Low purity c2","p-adj-UCEC Serous c4-OV-like c1","mean-BRCA basal-like c8","mean-BRCA CIMP c7","mean-BRCA non-CIMP c9","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 5","mean-Cluster 6","mean-KIRC-like c17","mean-Low purity c2","mean-OV-like c1","mean-UCEC Serous c4","SEM-BRCA basal-like c8","SEM-BRCA CIMP c7","SEM-BRCA non-CIMP c9","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-KIRC-like c17","SEM-Low purity c2","SEM-OV-like c1","SEM-UCEC Serous c4","Q1-BRCA basal-like c8","Q1-BRCA CIMP c7","Q1-BRCA non-CIMP c9","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-KIRC-like c17","Q1-Low purity c2","Q1-OV-like c1","Q1-UCEC Serous c4","Q3-BRCA basal-like c8","Q3-BRCA CIMP c7","Q3-BRCA non-CIMP c9","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-KIRC-like c17","Q3-Low purity c2","Q3-OV-like c1","Q3-UCEC Serous c4","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF436",0.999998848894943,0.999841799361342,0.989026217940311,0.941133254633383,0.969731350480648,0.628396207248089,0.999999997286591,0.999998757307773,0.990039775957857,0.778119346236324,1,0.999938918770482,0.996620276619781,0.690043037520222,0.954880133345277,0.999989955575135,0.997628817482399,0.9999999979364,0.741054532471117,0.99862122618054,0.999711976332009,0.999999968772208,0.999999929320295,0.987343930026606,0.831882888273044,0.999999932476315,0.998113615125962,0.997961473986248,0.99999878495253,0.997795518815335,0.999998364963694,0.666203066562799,0.997867378262006,0.999752861322441,0.999999998483873,0.996829796066351,0.718645253745034,0.757268163675381,0.308369561407188,0.999980532048984,0.328687574480334,0.251040866391354,0.413830639536814,0.399713502405477,0.297548721881125,423.9734,501.32325,265.6399,774.6141,456.02047740113,430.199922222222,309.4718,467.082936842105,346.14595,898.2539,NA,39.43145,NA,NA,14.5679054356821,13.9101903739043,NA,33.570587731464,36.87035,NA,423.9734,481.607525,265.6399,774.6141,329.0645,305.1506,309.4718,419.58945,327.710775,898.2539,423.9734,521.038975,265.6399,774.6141,509.5104,503.514125,309.4718,544.2467,364.581125,898.2539,359.164269491525,427.586301747573,357.8824,397.6896,296.43485,424.5196,306.31555,496.68195,12.2095723395836,7.70035126013398,1.19050344944644,1.11122983415781,0.25157180077798,0.152157238245597,"LUAD"
"ZNF484",0.999999996499902,0.999984196216476,0.999998382307306,1,0.999999999943226,0.999994924743952,1,0.999999851871302,0.99979236594373,1,0.999999999990395,0.999990317375985,0.999158003767393,0.999999997377916,0.985533211474301,0.999888394194035,0.999972259127286,0.999999999902456,0.999953165674862,0.998572801037147,0.995874102339016,1,0.999998527540645,0.999595805257385,0.999999999892927,0.999999772743388,0.999999988886616,0.997722835765745,0.999999992979195,0.999986478627759,0.999306087517734,0.999999904228662,0.999997860113224,0.999999989543091,0.997270018812096,0.999999902202133,0.999868040630572,0.999965024098734,0.999999999773446,0.999943480140821,0.998321734673478,0.995276386284603,1,0.997362968903302,0.996923744580774,108.0699,93.05415,63.0713,102.5352,106.328944067797,114.442457407407,51.4435,111.058868421053,124.30205,50.2991,NA,13.49415,NA,NA,4.95689892121979,5.50424753162948,NA,18.0417015341263,63.32005,NA,108.0699,86.307075,63.0713,102.5352,69.0195,71.64985,51.4435,67.9641,92.642025,50.2991,108.0699,99.801225,63.0713,102.5352,123.3237,134.818775,51.4435,117.0577,155.962075,50.2991,75.4193237288136,116.539323883495,76.0496,91.7375,67.20315,83.89005,67.9547,135.2131,1.98675004816772,3.59900054421332,1.54521836210753,1.20628510866592,0.627810726588824,0.270570932317396,"LUAD"
"ZNF780B",0.993342523289667,0.997037687592683,1,0.999999999972686,0.997525974995045,0.998894736029206,0.978151944965589,1,0.999999999997153,0.991574321030101,0.921430830772317,0.99999947020126,0.999999996408029,0.959619685272009,0.326146063066156,0.926085617124436,0.999758028017674,0.999955318358089,0.953688875756561,0.998236188995148,0.999922227485434,0.99933700154916,0.99984245036019,0.999977439185814,0.999892161208231,0.783416187438802,0.143551243622084,0.970946766790765,0.999999922390695,0.996787848259542,0.999038524754873,0.999999999753327,0.972858056957471,0.865583356555485,0.936769150091599,0.999888998892396,0.632090268166462,0.957928988126023,0.986723307105393,0.702921038497753,0.84826694413408,0.944254168474541,0.999931518448367,0.622586654650281,0.597779397233381,377.1129,242.59155,237.66,360.5634,246.807157627119,217.432211728395,154.3306,293.464347368421,342.25005,66.6962,NA,31.54825,NA,NA,8.72369047342598,8.10889531114992,NA,34.7180107609206,55.60505,NA,377.1129,226.817425,237.66,360.5634,170.4941,140.382075,154.3306,174.626,314.447525,66.6962,377.1129,258.365675,237.66,360.5634,282.6199,279.366125,154.3306,375.7802,370.052575,66.6962,241.313991525424,248.244625436893,231.6448,231.0335,183.65455,290.94555,164.06065,300.9847,9.79245230762224,5.27051401068698,1.02872039813215,0.997361045877136,0.0408509170795772,-0.00381223840263248,"LUAD"
"ZNF557",0.999946729904786,0.999999920699362,0.999999948080948,1,0.999981248183364,0.999999990294917,0.997556515612413,0.999999780033934,0.999971360007412,0.99881060466533,0.99982099033108,1,0.99999990085788,0.999939730367088,0.466644074216328,0.991649421724954,0.999794216824861,0.999094204326703,0.994397810287909,0.999914646515198,0.998511505386721,0.999682019543202,1,0.999999496174652,0.999880143031576,0.999242751358553,0.999999938529889,0.999327539369148,0.999999989070421,0.996266659960764,0.999971960487449,0.999999884676708,0.867489049218516,0.968498404934076,0.936202456755782,0.96351745317636,0.986194431930953,0.999418688307209,0.998111149548791,0.990361752351333,0.999654001639609,0.996197054341456,0.999999999998885,0.99810471262766,0.909355726573265,193.2244,154.1942,171.8464,188.7324,142.134201129944,156.297074074074,108.3432,152.734963157895,208.0441,102.1493,NA,3.2508,NA,NA,4.66181420135108,4.41907954710746,NA,15.1064593497976,10.65,NA,193.2244,152.5688,171.8464,188.7324,100.0152,116.4782,108.3432,102.2486,202.7191,102.1493,193.2244,155.8196,171.8464,188.7324,174.0589,191.5585,108.3432,204.76425,213.3691,102.1493,155.103920338983,148.362080776699,152.1226,138.3583,127.68975,185.6982,107.079,178.74755,6.35274933402379,2.49765635331346,0.956533403233461,0.90951837531044,-0.0641127448859517,-0.136825309455405,"LUAD"
"ZNF337",0.591146085306592,0.5746475796357,0.999999004207877,0.816113959926076,0.999999999989935,0.999997614278691,0.599923541727589,0.999745283792784,0.997215095403841,0.999998847449523,0.624397073804334,0.999541193445397,0.996267859349442,0.999997353837638,0.999999444967716,0.585058154170457,0.999999366902314,1,0.999998320811745,0.997686706254981,0.996870607126076,0.805887432737725,0.992402398553037,0.981917021670836,0.99984059741667,0.977177278750202,0.991121496626308,0.984048202105689,0.978424318427872,0.988814277347417,0.972703761355269,0.998995145896173,0.998047583256475,0.998785609443373,0.97517838905117,0.999993727652267,0.999999999995569,0.659876754601376,0.634673202645351,0.858781634660369,0.68310506276728,0.706228124817363,0.644868398847144,0.864938105661783,0.988375751060744,780.1881,295.65695,214.223,318.107,385.903714689266,392.668932098765,218.3077,441.162184210526,502.1753,756.4791,NA,158.70485,NA,NA,15.340738276943,15.0572040380822,NA,38.4437060132938,36.5988,NA,780.1881,216.304525,214.223,318.107,245.2341,258.72255,218.3077,307.4685,483.8759,756.4791,780.1881,375.009375,214.223,318.107,477.3411,488.79435,218.3077,598.5576,520.4747,756.4791,421.55696779661,452.779364660194,406.8809,405.2741,318.0228,503.1222,284.90305,570.5762,18.8441587955707,10.73588276044,1.07406447822883,0.996050932840544,0.103080603778412,-0.00570857882118193,"LUAD"
"ZNF317",0.999999975948243,0.999999312362432,0.999999999176003,0.900986808653223,0.651214493222943,0.734984679688119,0.98548142928427,0.978427842575003,0.999784229729966,0.0519334782515929,0.998958780909903,0.999504221835642,0.999999528207438,0.124647931740014,0.0914064832396919,0.993494861243604,0.996314538741702,0.999728837190383,0.299527176699288,0.999999782865872,0.999848501990476,0.998297967433464,0.999021913606851,0.999997797860586,0.12375230204057,0.988479476186744,0.999999804596191,0.999953989366023,1,0.999999990100716,0.999999444929067,0.758575252386964,0.914747354788562,0.993084787515332,0.987456027505017,0.990119881833203,0.72893220678588,0.384102426094777,0.504935286213833,0.999999112745911,0.0114357905128114,0.0332224116397544,0.145897142505626,0.0340176119426461,0.495340596695594,735.2712,692.76185,663.6197,1061.4085,564.481723163842,614.92437962963,519.8915,604.2695,724.1818,1135.1651,NA,244.37115,NA,NA,11.6271047262318,11.7494020713193,NA,47.7775833852456,55.1264,NA,735.2712,570.576275,663.6197,1061.4085,447.936,510.432925,519.8915,422.38155,696.6186,1135.1651,735.2712,814.947425,663.6197,1061.4085,667.5544,718.147025,519.8915,736.99785,751.745,1135.1651,660.500147457627,591.034181747573,669.4678,587.4646,620.1649,717.03835,487.2922,683.84005,12.1018339377301,6.6976265803664,0.894828235879371,0.877509866792697,-0.16031731421626,-0.188512747597953,"LUAD"
"ZNF426",0.800267568028827,0.999872084675511,0.991875187112021,0.999890599965299,0.350893558753572,0.975391807911859,0.985488865674995,0.934139464449287,0.999999926218744,0.660868741148055,0.974015825202499,0.965901620080577,0.999998677391008,0.593270632438593,0.996459599101453,0.999963073859335,0.984660651218593,0.999999999997132,0.984901622657749,0.999997981281153,0.999984391996569,0.96035737464433,0.989746870546047,0.999988539936211,0.549878697335107,0.997572388468005,0.999988292813452,0.999922749583121,0.996666463338138,0.993278792211987,0.999999988041454,0.864165482735739,1,0.999999999638586,0.999999661496988,0.999999816079115,0.859860914519103,0.999999999838334,0.993223387549764,0.488419350463979,0.981337000379947,0.990105573491261,0.987957613939176,0.99631075052309,0.995543888944301,55.4495,150.8252,94.1499,17.4648,105.786842937853,110.286642592593,88.857,115.297331578947,105.73525,157.988,NA,85.3424,NA,NA,3.39367021532477,3.53234588032286,NA,13.0668318852159,11.52855,NA,55.4495,108.154,94.1499,17.4648,75.8541,78.0859,88.857,70.3588,99.970975,157.988,55.4495,193.4964,94.1499,17.4648,129.8979,138.359475,88.857,153.6055,111.499525,157.988,134.84866779661,99.9755281553398,138.2979,94.1476,104.51945,158.88235,71.01715,125.23825,4.90183999243732,1.95958425212842,0.741390551266929,0.680759433078883,-0.431694366198069,-0.554783026488162,"LUAD"
"ZNF331",0.999942427939263,0.999999999998208,0.999987693655715,0.999999995952568,0.999132317792865,0.999999905247564,0.99281883975014,0.999984815802551,0.997007064183227,0.964584691612649,0.998516793437143,0.999999989796472,0.999538334909023,0.988111654811273,0.793020231695517,0.964029135466565,0.996415828737606,0.976372285726998,0.917411076382842,0.998920632097408,0.994370754684436,0.998476076503985,0.999999976403659,0.999509426633494,0.98834478046319,0.999612172945403,0.999999999994355,0.995979618447385,0.999999284099089,0.999999892250181,0.999999957880358,0.99994646690939,0.998038673656639,0.999907915601409,0.983030882853422,0.999902334200886,0.999998827358803,0.999999999542968,0.99999987527957,0.999953894162713,0.999969256841402,0.99999943342188,0.996327159867123,0.999999179686789,0.999999999999115,156.4467,427.03055,201.0969,51.2676,561.445201129943,485.714650617284,877.6579,494.392936842105,319.53955,355.6393,NA,12.48115,NA,NA,37.4149973262176,23.5037002530294,NA,69.620685556247,33.55495,NA,156.4467,420.789975,201.0969,51.2676,308.4124,277.174175,877.6579,259.57715,302.762075,355.6393,156.4467,433.271125,201.0969,51.2676,666.1972,632.829825,877.6579,645.1512,336.317025,355.6393,1227.3163220339,540.613317281553,1074.9314,440.9066,753.0249,1460.45025,308.18995,659.6026,83.2828369886562,17.901476991334,0.440484093282206,0.410171849105906,-1.18283817326093,-1.28569961464677,"LUAD"
"ZNF227",0.778129504546881,0.658071344965929,0.999977764506364,0.949289130719137,0.999999986350102,0.999862869605797,0.203889276777285,0.9992052540205,1,0.998808887079487,0.137680033040479,0.993116216507339,0.99999999996677,0.994569932881196,0.860823880054929,0.34459578550641,0.991421577831192,0.999985992619296,0.988288841191596,0.99944518763088,0.999943390926973,0.265338595592049,0.999821028570504,0.999999999816362,0.999521964878103,0.999999801680981,0.992952430635155,0.999038406473522,0.931603796259121,0.999992942974353,0.998097994653936,0.999999999679529,0.944334295267022,0.858610517900179,0.938978333659414,0.973896559717135,0.978737918560233,0.0714065068847124,0.0697005589375435,0.28896757106763,0.00106501711566831,0.000521566148805497,0.0169853654587717,0.00205885212628176,0.172035389741718,450.8494,277.08415,228.5192,298.0282,233.781525988701,219.757824691358,175.3757,239.359894736842,311.798,584.507,NA,19.38155,NA,NA,6.06030423042561,6.13713529180396,NA,25.7933742516946,155.4462,NA,450.8494,267.393375,228.5192,298.0282,179.1198,162.303325,175.3757,173.4556,234.0749,584.507,450.8494,286.774925,228.5192,298.0282,274.0207,259.418025,175.3757,248.1182,389.5211,584.507,215.560188135593,226.471613592233,217.6338,213.4191,191.2349,245.4423,172.5428,263.76945,4.69869539427394,3.65924381586767,1.05061892713592,0.980633982405306,0.0712394803145348,-0.0282133379566689,"LUAD"
"ZNF141",0.999999999731941,0.999999999931575,1,0.999999999887592,1,1,0.999938103632349,0.99214617515404,0.999458724098721,0.999398743679597,0.999922869450267,0.990936165531349,0.999363364878629,0.999294617837728,0.99999999973855,0.997588723248025,0.982340757365891,0.993721339869327,0.993401842673769,0.999693656246596,0.999745506360597,0.999924866796343,0.992648951877235,0.999400609237429,0.999336785545031,0.999999999968018,1,0.999816892780586,0.999999999328332,0.999998756722251,0.999999799055868,0.999999745978313,0.999963433550455,0.999949182330711,0.99792929273563,0.99995534432319,0.999999996021715,0.99999999999859,0.999999999999693,1,0.998543126742457,0.998325834950992,0.989851819542713,0.998442080632323,0.999998337911253,55.4495,49.3096,49.3601,49.0141,75.8461028248588,76.3896814814815,100.5487,76.8011684210526,62.252,45.8675,NA,16.0133,NA,NA,2.7547288616841,3.08146925560891,NA,6.01662584623394,11.3636,NA,55.4495,41.30295,49.3601,49.0141,52.8846,52.619725,100.5487,57.68725,56.5702,45.8675,55.4495,57.31625,49.3601,49.0141,90.5459,95.716425,100.5487,93.8598,67.9338,45.8675,61.1653542372881,77.1606867961165,56.614,71.1538,47.3634,73.19295,54.1266,91.17355,2.58669544622393,1.68924931177763,1.26150968564288,1.2568234005723,0.335151283107953,0.32978194727826,"LUAD"
"ZNF304",0.997237467854976,0.999953342001588,0.999999898817541,0.591219754026167,0.909122693717561,0.897583642098115,0.991071951541976,1,0.999999842542773,0.722550496952818,0.996467199935778,0.999999966083408,0.999999999033236,0.642822575504206,0.984434616468374,0.999998679753601,0.999983583337761,0.999999996673149,0.815577250431148,0.999954663894635,0.999995079495659,0.978723596679829,0.999999998911347,0.99999259929297,0.837178215478213,0.999661190456774,0.977866015320038,0.999650545669839,0.776548086500464,0.988372738768533,0.982096232157275,0.999877324107787,0.87174177930514,0.786358583848095,0.946457189750178,0.960939403416346,0.999964462740607,0.907020470419297,0.98973751613572,0.26009069746219,0.773114766726833,0.838741707173138,0.99747282157824,0.698804906340363,0.377666460699182,165.7826,267.18005,236.7459,436.6197,262.939500564972,251.546318518519,212.7892,278.295168421053,367.7024,97.053,NA,91.31055,NA,NA,7.07055430299893,7.54381489542586,NA,18.4365489709424,173.5656,NA,165.7826,221.524775,236.7459,436.6197,206.9773,194.59265,212.7892,219.0297,280.9196,97.053,165.7826,312.835325,236.7459,436.6197,316.4341,306.733275,212.7892,318.14955,454.4852,97.053,329.861774576271,255.996228737864,317.3432,247.3321,285.77315,385.0344,196.3964,311.9123,8.34487380362982,4.3283286774023,0.776071216698897,0.779383645214392,-0.365739046516199,-0.359594436944244,"LUAD"
"ZNF132",0.999999998144405,0.99999350047262,0.99972775318678,0.999999992182519,1,0.999829485856971,0.998040895980048,0.906622029187019,0.999999950473166,0.983703917558028,0.999068068075234,0.939831586961396,0.999999998190491,0.990050556530716,0.999570186292694,0.999853340988723,0.997373475630235,0.999999995340938,0.99856190758139,1,0.999999999988857,0.963556111930462,0.599875070202688,0.999644486706932,0.883650404503746,0.69872692430991,0.489205668969239,0.999993724346045,0.999999999997379,0.999999624525922,0.999995327458373,0.999999580315813,0.989949717282713,0.995443372555097,0.999824935751171,0.851255963046331,0.999997057420176,0.999999838746137,0.998532636411139,0.999999994858148,0.935129558807379,0.953992203086206,0.992883392533942,0.749155527372232,0.999956858786701,40.7384,31.47055,67.6417,28.169,78.6060293785311,75.2108851851852,79.5036,98.9426578947368,45.21085,16.1755,NA,7.05325,NA,NA,3.16704463286987,3.72596504962766,NA,13.2400365040515,21.23865,NA,40.7384,27.943925,67.6417,28.169,44.2974,37.699325,79.5036,63.0377,34.591525,16.1755,40.7384,34.997175,67.6417,28.169,103.9887,103.27755,79.5036,118.8737,55.830175,16.1755,105.105379661017,78.5157467961165,107.9248,67.6912,79.7919,123.1784,42.9771,106.08545,4.56995364255812,2.04962772581147,0.747019296722426,0.627207092345781,-0.420782584234055,-0.672986221604146,"LUAD"
"ZNF20",1,0.999995852857091,0.999988849914363,0.994330220491824,0.985364109996691,0.999923771867858,0.999998144645848,0.999975569500591,0.999999991255056,0.992910339888953,0.999344088682805,0.992228071198266,0.999999998433903,0.999807486136263,0.0313034742978859,0.999999999944213,0.999999999924097,0.999999778170013,0.997812405629686,0.999999988757764,0.999915192671697,0.999647090572739,0.99627337078487,0.999999999879131,0.99973995639006,0.942058604054619,0.999999998940826,0.999961044934078,0.999829736869748,0.999253637789687,0.999999999020146,0.999975079747344,0.999936149404922,1,0.999977255656131,0.999999999995144,1,1,0.99999890821785,0.996403800390084,0.999999789102439,0.999745572912912,1,0.999872385697333,0.999933333786123,86.2862,86.9743,109.6892,142.5352,101.42154519774,116.511721604938,92.9179,114.932868421053,117.5943,89.5967,NA,21.7937,NA,NA,2.79441108979476,3.39058089401873,NA,14.5199261903583,22.4708,NA,86.2862,76.07745,109.6892,142.5352,76.9499,85.307825,92.9179,73.8588,106.3589,89.5967,86.2862,97.87115,109.6892,142.5352,122.6653,137.727775,92.9179,130.38285,128.8297,89.5967,146.548906779661,108.399842524272,134.507,99.421,107.35455,169.23005,82.13395,128.33235,7.89566078603895,1.79189851418628,0.739683733617017,0.739151122246426,-0.435019545055671,-0.436058735893309,"LUAD"
"ZNF670",0.999995019824566,1,0.999994909171052,0.999999998937525,0.999883761880862,0.999999998990405,0.999990626616039,0.999999999996329,0.999990391121869,0.999701020037361,0.999998742573333,0.999999985324639,0.999998702098212,0.999912134321687,0.998097606147791,0.999998889994175,0.998532463585087,0.999998915106099,0.999999995131026,0.995764865096959,0.998077462769123,0.999893877319758,0.999999999767687,0.999891981383645,0.998600955497169,0.999719316567839,0.990815447959512,0.988613984558364,0.766511637800986,0.825429397324378,0.765893783102035,0.648733947472636,0.331600941507286,0.260845395666172,0.497568667581065,0.543342073001327,0.999405608449182,0.999993348402242,0.999399603135096,0.997167220444494,0.999906316079172,0.999685648633591,0.988193459892488,0.9999950847489,0.995689807611208,65.8774,91.13715,65.8135,54.6366,88.1239937853107,83.5513919753086,41.3107,96.1240052631579,174.55905,117.2524,NA,3.20245,NA,NA,4.43159218963144,3.14354512634594,NA,11.832224477954,29.30175,NA,65.8774,89.535925,65.8135,54.6366,53.1947,55.789575,41.3107,63.33475,159.908175,117.2524,65.8774,92.738375,65.8135,54.6366,104.1874,103.882225,41.3107,125.4002,189.209925,117.2524,62.296286440678,82.3345108737864,59.9334,73.5908,50.9426,69.53635,51.96525,98.3383,2.16680636899868,2.09562992531065,1.3216600150346,1.22787627599969,0.402351104450918,0.296165198334933,"LUAD"
"ZFP37",0.811317900088295,0.99999999999604,0.755004137735079,0.853034753494457,0.999999998409881,0.810069214942528,0.999077675991636,0.727992338038999,0.997109073667894,0.897769226930568,0.996086324081156,0.851340470935886,0.990329214996776,0.946300880834887,0.918831799064402,0.999999999999178,0.853351827446073,0.999999998992984,0.884720467379276,0.999711316035984,0.998416155158262,0.99882960077904,0.80782462537664,0.996555945698901,0.923416352062476,0.999999997769231,0.999982668301148,0.999606337822965,0.999999130291364,0.828468765140824,0.99999184762374,0.891066229396023,0.999973700963547,0.999441936452338,0.999999930078947,0.999953656058696,0.999971118909856,0.984974892866788,0.99989156617257,0.985430213329741,1,0.999999986663527,0.999992393002,0.999999999990829,0.99999994762069,17.2572,93.8916,12.7971,101.4085,45.6591491525424,51.4622061728395,21.0451,47.1979684210526,32.53205,43.6517,NA,12.6567,NA,NA,2.68202293979536,3.13396873892584,NA,7.34545860851974,30.00865,NA,17.2572,87.56325,12.7971,101.4085,20.6422,18.77335,21.0451,21.9267,17.527725,43.6517,17.2572,100.21995,12.7971,101.4085,57.5006,71.925175,21.0451,62.02475,47.536375,43.6517,46.1068186440678,46.7992332038835,44.5479,40.672,33.9641,55.1732,19.8227,60.28425,2.18271938077755,1.56810658542034,1.01501761735419,0.912994776409213,0.0215047680498123,-0.131321488861963,"LUAD"
"ZNF189",0.998938397684748,0.999971274466408,0.942431560160497,0.999999977785478,0.990683614387028,0.999999824102845,0.999999909045725,0.994098098156078,0.994170326975338,0.999911775890432,0.999999991088705,0.989229924534362,0.996389062520752,0.999965332802233,0.999937355141889,0.999998702325697,0.999997947240027,0.997758593056845,0.999911441790119,0.999999962410083,0.999999721727204,1,0.959930323658024,0.999579894711463,0.999999621216298,0.986966164989685,0.998186999518155,0.999978741988064,0.999999996947234,0.977909495270049,0.999995783733245,0.999999999998037,0.999664834123874,0.999889878261511,0.999897411796857,0.999999744545962,0.998541288407113,0.999999999006153,0.953432119496592,0.990847184775735,0.997184387283288,0.995375386720455,0.999987342156217,0.984040008494661,0.984376333742919,541.1981,305.1635,717.5503,619.1549,476.426540112994,491.286714814815,417.7839,541.304694736842,595.2538,257.4784,NA,93.2827,NA,NA,13.4109200369789,24.6470527714341,NA,49.1453860722921,218.427,NA,541.1981,258.52215,717.5503,619.1549,355.6299,334.618,417.7839,396.87055,486.0403,257.4784,541.1981,351.80485,717.5503,619.1549,585.2966,562.315075,417.7839,618.9235,704.4673,257.4784,577.250016949152,467.301950097087,540.109,426.7877,480.27155,590.97095,335.10295,544.8924,24.3668146578874,10.1373040330087,0.809531288655207,0.790188091662979,-0.304841252635798,-0.339731990191899,"LUAD"
"ZNF434",0.510897694820193,0.923492034770077,0.999971969236169,0.811557459046254,0.999999991857772,0.999999903437641,0.89665653056681,0.864889088757424,0.999969268423921,0.997276262333421,0.818056582490397,0.948404772874006,0.999999185469767,0.99952389248266,0.85702763411886,0.809426115930628,0.999999993385047,0.999999889717553,1,0.997140397929844,0.999492332938473,0.949856763452211,0.802375219291643,0.99979290159803,0.992837217504425,0.999878864109101,0.954099007471605,0.992545756696456,0.605933010582258,0.999999998367505,0.999998172560462,1,0.945659872185941,0.98548510271413,1,0.904660692956623,0.999999998644739,0.642073622347465,0.963622240301932,0.887976838960323,0.961587344967349,0.916778360271553,0.886387477053864,0.985200479455447,0.731672004560882,491.6897,248.4742,305.3016,270.9859,352.335285875706,336.280333950617,270.4683,365.650284210526,263.831,470.4188,NA,19.0064,NA,NA,7.66473936023068,6.51133588649468,NA,22.9686337024335,3.92140000000001,NA,491.6897,238.971,305.3016,270.9859,283.838,282.883925,270.4683,295.7198,261.8703,470.4188,491.6897,257.9774,305.3016,270.9859,404.9893,368.490875,270.4683,418.82765,265.7917,470.4188,304.376586440678,344.404789708738,310.2837,335.46,277.5746,331.1066,281.58095,390.0312,5.6697966144327,4.08420240743347,1.13150881194951,1.08113961513286,0.1782478200501,0.112552840421065,"LUAD"
"ZNF287",0.981746765532774,1,0.985706610756015,0.999981189920095,0.99989670144319,0.999990062860193,0.998193737083096,0.998830547004843,0.998870929733166,0.999999999040115,0.999955072579517,0.972168213713209,0.999980092489429,0.999999999517027,0.157513029669625,1,0.977556664848255,1,0.999968134727699,0.997333804207827,0.999913282060269,0.981065633952941,0.999999719814981,0.985846592194488,0.999979355395751,0.928896901588831,0.211881645959065,0.975845064853074,0.794896171309884,0.999489075201639,0.816404552567926,0.978617719334521,0.755342292949514,0.467748648631793,0.774799782676446,0.965707025047541,0.999809347863451,0.999994985157647,0.999880275888632,0.999999999310728,1,0.99999851521845,0.999718456370409,0.99999984751022,0.993195712267347,54.3178,122.24975,56.6728,87.3239,94.9717553672316,80.2386209876543,52.223,111.529936842105,156.8506,97.7177,NA,23.47065,NA,NA,3.68379346871094,3.79487781885715,NA,13.5428208541441,41.195,NA,54.3178,110.514425,56.6728,87.3239,59.4017,43.1347,52.223,76.7142,136.2531,97.7177,54.3178,133.985075,56.6728,87.3239,117.0686,110.0807,52.223,152.14885,177.4481,97.7177,97.5800440677966,86.6149646601942,100.0754,80.3786,78.06745,111.2539,51.05035,112.52125,3.68372396251328,2.14546363404712,0.887629898998774,0.803180401976909,-0.171969830675144,-0.316204027684921,"LUAD"
