"gene","p-adj-Magnoid-Bronchioid","p-adj-Squamoid-Bronchioid","p-adj-Squamoid-Magnoid","mean-Bronchioid","mean-Magnoid","mean-Squamoid","SEM-Bronchioid","SEM-Magnoid","SEM-Squamoid","Q1-Bronchioid","Q1-Magnoid","Q1-Squamoid","Q3-Bronchioid","Q3-Magnoid","Q3-Squamoid","count-Bronchioid","count-Magnoid","count-Squamoid"
"ZNF446",0.78181526677465,1.98688172720063e-05,0.000916456385666176,213.609151282051,205.524883333333,160.442654166667,7.21963152808446,11.8421037783428,6.50011446206759,168.91985,149.4841,123.8989,255.335925,239.236725,186.459375,78,60,72
"ZNF8",0.000339098098559809,0.831919404635955,0.00303717776882062,80.106758974359,105.21935,83.6226736111111,3.65048830442231,5.8475456686615,4.08943662529981,58.582725,67.042625,60.551275,96.6117,131.7575,98.21525,78,60,72
"ZNF264",5.66713502681004e-07,0.00132292797806577,0.123156189099532,735.351747435897,515.090768333333,596.867120833333,28.9196394171322,31.4942257861936,24.9449065073369,593.608475,346.829275,449.2648,874.247175,664.11925,720.714125,78,60,72
"ZNF213",0.000394174594391949,0.00215842784294284,0.807346064801056,594.577532051282,462.39734,483.961384722222,25.4285688216588,22.0892530027024,22.0696424611087,421.937975,362.260425,372.8144,696.70125,568.866325,550.281275,78,60,72
"ZNF343",0.684566870479318,0.164275507080503,0.0331913428566769,176.866914102564,185.815388333333,158.160669444444,6.648526803021,8.85395314802067,7.29594741609517,136.7115,135.139275,108.80505,212.694175,229.796925,193.613325,78,60,72
"ZNF302",0.321032448342341,0.92434773438961,0.537583604020005,474.103871794872,415.181518333333,459.415056944444,27.5740158441747,21.1858596597779,32.9668137736393,344.221525,281.27755,281.7316,536.51965,501.204625,558.812525,78,60,72
"ZNF268",0.224959840051002,0.91425520024732,0.113904695588019,351.130892307692,391.321403333333,341.810504166667,12.80791207512,22.1849005625666,16.606619998841,288.4545,278.67895,229.6944,416.430625,496.910475,402.414725,78,60,72
"ZNF184",0.301129198019696,0.974389714464877,0.422874692089576,249.317747435897,226.3816,246.124508333333,7.99291664943286,10.2841471204655,13.4216152706233,206.02405,160.1373,174.899575,279.8951,273.629225,279.202675,78,60,72
"ZNF500",0.0037867163124643,0.0076290305423099,0.931256769655487,244.794284615385,207.4186,211.622302777778,7.59595122142132,8.31263453435262,8.09521181061186,196.16555,162.66425,167.891125,295.2629,243.563475,241.413025,78,60,72
"ZNF419",0.215180277823587,0.77430823312171,0.569404866213342,160.422264102564,141.687706666667,153.186509722222,7.38830101896526,8.30474531002133,7.66907079100091,122.378175,95.429225,107.504525,182.811725,199.1202,186.993425,78,60,72
"ZNF175",0.000778200451496014,0.355840712163706,0.0503329915519839,123.658605128205,92.3369133333333,112.606908333333,5.47487977793031,6.78758536318702,5.55040569386012,92.108575,55.2102,83.1576,158.38305,124.00995,140.927875,78,60,72
"ZNF14",0.000297248463822175,0.0508054408979316,0.21005371373988,207.443270512821,150.360148333333,175.182823611111,10.004959726778,10.7410208478091,9.33713358049282,145.542875,99.585725,120.476925,257.4864,180.683575,219.5444,78,60,72
"ZNF85",0.00791198490331901,0.740943372400983,0.000931485034317503,104.886993589744,68.1280733333333,113.4333875,9.99670634735541,8.36468289288747,6.10128651945154,65.317525,23.970625,78.23085,121.003575,86.104575,140.9877,78,60,72
"ZKSCAN1",0.282565674129638,0.646721393575013,0.785409184743485,572.930280769231,693.727776666667,640.204859722222,40.9098113027661,78.321111922637,49.3229643937774,317.383825,441.6405,365.491375,689.8292,788.128175,776.201425,78,60,72
"ZNF862",0.000577190444362219,0.865252289641891,0.00391631857962904,386.071915384615,273.695223333333,371.603698611111,18.6959169534817,21.8393079932903,21.5966335368394,270.632025,149.578275,238.7905,470.89995,414.4055,463.5961,78,60,72
"ZNF684",0.215804911234038,0.708440501403116,0.635401049487181,65.4217666666667,55.522325,60.9774027777778,3.89821246489603,4.34708224920832,4.10066177637909,44.039275,36.22415,38.996875,77.236425,64.300875,72.375,78,60,72
"ZNF430",1.38056545055942e-05,0.395913589123774,6.02142364858338e-08,127.876235897436,85.4421566666667,139.048423611111,5.77190054474245,6.00672948601297,6.89745497962776,89.067975,58.3107,94.995125,159.780425,98.7067,173.559025,78,60,72
"ZFP30",0.0607095804998188,0.0439485408137206,0.999885067665768,172.337329487179,209.96469,210.207133333333,7.38662739753403,14.7315093129788,12.6195642959519,130.917125,135.529475,137.2393,210.8235,289.00485,262.615575,78,60,72
"ZNF549",0.0727028634013566,0.15783362724253,0.898175120861984,162.989762820513,131.86952,138.213556944444,9.4049464943604,11.9647922507513,8.39699793247005,104.2272,55.654075,84.169325,214.5638,192.4492,173.97165,78,60,72
"ZNF211",1.48996750770625e-06,0.000288046736986236,0.350650733111832,261.725784615385,163.033731666667,189.838002777778,14.2399383899932,14.7582957101275,10.3606715524734,170.98715,98.0453,120.337075,321.3008,200.69785,229.501375,78,60,72
"ZNF205",0.978727889922885,0.802495363781895,0.712527859178062,273.812847435897,277.53768,262.4627125,11.267301379256,13.5877119681109,14.5410670620746,209.731825,210.5015,186.2113,306.05645,349.36925,320.2154,78,60,72
"ZNF45",0.715024364722658,0.77851561247549,0.989759767093237,238.118251282051,226.796366666667,228.812409722222,7.23952664828978,13.8118220560254,9.73659990070502,198.299425,160.766325,186.8681,275.036775,271.2589,267.37405,78,60,72
"ZNF133",0.808831938656989,0.89475215524257,0.558755113487127,251.869170512821,263.338298333333,243.969868055556,10.1316306341277,16.4687504319918,12.6538866074159,194.13925,180.91915,169.664325,292.717125,313.5161,287.450375,78,60,72
"ZNF436",0.116974794966718,0.953049173481924,0.0682303426269353,454.288553846154,394.230226666667,462.769358333333,16.8976626513002,23.7599002714928,22.8738527602124,356.761525,268.1488,339.2232,532.061525,472.09155,530.20995,78,60,72
"ZNF484",0.736736457103409,0.936046682970022,0.542466454582602,106.047430769231,98.2605566666667,109.490708333333,5.56102246148199,8.83185188433345,7.71436574090973,72.951225,57.820825,69.895875,128.065225,106.768475,127.5896,78,60,72
"ZNF780B",0.152645965166554,0.407295253765803,0.80352848095761,234.693706410256,201.336576666667,212.838558333333,10.9469253775937,11.3736041391439,14.5147316820596,161.00515,130.15995,133.71625,287.716125,247.32735,243.6213,78,60,72
"ZNF557",0.00106695252056976,0.0458348754675548,0.386496819849513,164.619166666667,129.29595,142.384943055556,6.97389853766351,6.58679088669755,6.58895067076656,118.062875,90.1097,96.531825,200.3854,158.6293,169.88125,78,60,72
"ZNF337",0.510762989216011,0.237916422911176,0.902930877772922,405.06528974359,366.428125,351.132695833333,20.6155041392891,30.1566507001773,23.3117198594342,272.750675,212.461425,226.54775,501.696,462.2825,434.4993,78,60,72
"ZNF317",0.223054492799097,0.922447462957719,0.411969418777694,593.867534615385,550.068173333333,584.256933333333,16.7232544073328,19.3674648300649,19.1665894614844,471.664175,456.126075,481.905175,692.928075,634.24815,691.178275,78,60,72
"ZNF426",0.0095675333299674,0.999941063942153,0.0108752739085677,111.892396153846,88.26372,111.970933333333,5.36103276953941,5.59649324613231,5.65849511652733,78.16725,59.396075,79.8551,139.38025,108.703175,138.9782,78,60,72
"ZNF331",0.00158452979766599,0.00929937750108334,0.780008858023337,615.252067948718,408.372468333333,448.685072222222,51.579815479835,36.8780687195868,26.4809320873565,345.1957,213.344,288.7588,700.355225,508.607925,560.619225,78,60,72
"ZNF227",0.783388796818413,0.984804896414595,0.872075275475482,219.495105128205,229.458438333333,221.8675375,7.07884816570487,14.94683188317,9.67608425650887,175.539275,146.39525,164.3248,255.0382,264.663625,265.675675,78,60,72
