"gene","T1a-T1","T1b-T1","T1b-T1a","T2-T1","T2-T1a","T2-T1b","T2a-T1","T2a-T1a","T2a-T1b","T2a-T2","T2b-T1","T2b-T1a","T2b-T1b","T2b-T2","T2b-T2a","T3-T1","T3-T1a","T3-T1b","T3-T2","T3-T2a","T3-T2b","T4-T1","T4-T1a","T4-T1b","T4-T2","T4-T2a","T4-T2b","T4-T3","TX-T1","TX-T1a","TX-T1b","TX-T2","TX-T2a","TX-T2b","TX-T3","TX-T4","mean-T1","mean-T1a","mean-T1b","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T4","mean-TX","SEM-T1","SEM-T1a","SEM-T1b","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T4","SEM-TX","Q1-T1","Q1-T1a","Q1-T1b","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T4","Q1-TX","Q3-T1","Q3-T1a","Q3-T1b","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T4","Q3-TX"
"ZNF416",0.983047097788749,0.938559900735109,0.99999995248673,0.992776600892962,0.999983720568837,0.999240957957256,0.999993427756818,0.997946399901165,0.98590887461351,0.999822443115497,0.897379029236413,0.999879095305065,0.999990903657061,0.992335179713049,0.960843475392,0.151776043756934,0.834505787395194,0.89464071376255,0.329819812215796,0.239829168318112,0.996685348162789,0.932280857794299,0.999866017736404,0.999985424047836,0.995110127016693,0.974762937309364,0.999999999995856,0.999275972600116,0.999998722908901,0.999999999999336,0.999999999302097,0.999999999991719,0.999999954272192,0.999999549653419,0.999686183447649,0.999999096487355,113.743424242424,105.209236170213,103.579557407407,108.040158928571,111.21194691358,99.8279666666667,91.3661021276596,99.0682210526316,106.431933333333,4.86334904281046,6.48732064921063,5.49245179103518,3.83846879007109,4.39701799007117,9.6371506696948,4.58206200279531,8.03327099455531,13.5792181023471,80.70215,71.3928,72.886675,78.16525,83.3695,63.98245,67.9386,68.57065,94.0565,142.270825,130.86785,130.8136,132.72655,132.4057,125.9714,110.7206,119.23505,117.4604
"ZNF586",0.999999999908019,0.281541396922329,0.451740358940021,0.99999982066951,0.999999999768382,0.18134477391436,0.999941662889978,0.999995768678782,0.491020744016423,0.999995719970303,0.999999999990151,0.999999997587184,0.587685869616117,0.999999786134761,0.999976290002269,0.998725692957911,0.998335092893854,0.0937732109951549,0.984873849241328,0.965342766157624,0.999906715102878,0.889681553898497,0.889644544114196,0.0615301966604602,0.769773906009079,0.712530906106139,0.959330749729744,0.994549819142443,0.999891071128782,0.999847221697718,0.945243533515299,0.999738868728502,0.999373098081516,0.999941401717426,0.999999021333949,0.999999999042721,155.936454545455,156.986542553191,184.27772037037,158.005701785714,160.888322222222,154.985937037037,147.316744680851,132.217984210526,136.801633333333,6.97915769727661,8.59709874603638,8.27792024550316,5.34808406313578,7.68973558607411,10.0935907585952,9.23483666177909,13.2787234825043,18.2670225145692,119.272225,126.7545,141.384875,111.61595,118.9408,113.65065,101.7925,100.68535,125.31225,180.6139,166.6332,226.266,185.0433,189.3248,172.5655,182.2311,147.6918,154.84505
"ZNF446",0.233194582089003,0.794710053534984,0.992605202759088,0.998098008691578,0.0124612404715215,0.193557015023151,0.999397026947803,0.522968643130435,0.975511489876778,0.816136168114768,0.999331104855681,0.194389712994222,0.624977088359152,0.99999995156571,0.968374366586451,1,0.325231986754975,0.8531130900105,0.999396094163434,0.999639620741561,0.999624470248936,0.512067869364387,0.00691646574093174,0.0508198586319155,0.712735671382119,0.233026865498535,0.93491264140403,0.581302127661223,0.99735148005223,0.817753698521073,0.937626524693025,0.999579414020579,0.988923433823911,0.999874338901467,0.997632627883253,0.999999998993816,208.951031818182,248.995368085106,233.843214814815,199.88053452381,217.785417283951,196.606977777778,208.673576595745,164.296521052632,170.3265,9.11620555497159,14.4694777002627,10.8145302376425,6.39508795384391,11.0212631102849,14.8833282675342,10.796745532277,11.7313080101687,21.4266859357671,164.44315,175.48465,173.2236,140.123025,161.3239,156.84295,162.9163,118.9762,150.58315,238.8978,305.45655,279.7112,234.34075,258.1518,248.82755,254.32765,191.01655,187.4077
"ZNF8",0.416371931667224,0.396775464670339,0.999999999998052,0.992137342600978,0.731767777436523,0.714773114773079,0.743831924508487,0.998281017256077,0.998703077655885,0.973039805447466,0.974394768343403,0.998911769480218,0.999196110573771,0.999733109402496,0.99999999461439,0.99999992496244,0.402809626182519,0.38856701387208,0.982316869726087,0.716049578367546,0.957169572685358,0.99999916792307,0.686881214050955,0.690419632252188,0.995619146283023,0.903546258282244,0.977913127919155,0.999999998779138,0.993366219223598,0.99999996130239,0.99999991656812,0.99905786382076,0.999976185846387,0.999953134340066,0.99002998713028,0.989123454638796,88.7677090909091,106.217661702128,105.773974074074,94.3225113095238,100.587056790123,99.2591518518519,87.1792957446809,85.8307315789474,110.776966666667,4.64366261124962,6.8060058270916,5.10668705820462,3.44420100228546,4.47232047181931,8.06159291730493,6.37376622853567,6.87033361867344,9.18394563034381,60.580725,75.87155,77.8803,65.230925,72.684,75.06575,58.1214,58.96285,104.2149,108.8255,118.9551,133.7859,115.50325,117.8637,114.3153,100.84535,111.6387,119.62245
"ZNF264",0.959019185123798,0.579057292157816,0.999221390906164,0.764463487632072,0.105544462847856,0.00438836591138791,0.927336869742441,0.999999999999148,0.996912066136982,0.0204414239128994,0.999556742639303,0.848383412920219,0.468339100623584,0.999901531098178,0.801264511169531,0.789236751919862,0.187276670720223,0.0242110796210434,0.99997712674546,0.0956432198674005,0.998649307160518,0.999854285014096,0.919957221965489,0.645665059723528,0.999963824255682,0.901202777698758,1,0.999366358788974,0.948955900370813,0.995519140127768,0.999474807751194,0.767023456490445,0.994485213774449,0.888065819415751,0.718955068728238,0.900828178408256,647.497062121212,702.376512765958,734.169487037037,588.726120833333,700.227514814815,613.77347037037,572.249814893617,614.375252631579,823.767366666667,29.3169667349927,38.20979211334,36.3139132823002,17.0095708567708,28.9393290198487,54.3589135889374,31.5875553352525,47.7332236580275,236.602360083498,466.655,543.22225,553.4494,447.9748,521.0952,408.23055,386.2483,493.4689,621.0274,805.530025,833.6406,914.563775,715.758225,839.4604,811.5762,736.26785,816.09695,1030.76825
"ZNF213",0.999999667228497,1,0.999999875739189,1,0.999999061262931,1,0.999999821854373,0.999999999998968,0.999999949407234,0.999999225185623,0.999777219245098,0.998570693253941,0.999783481202733,0.99952386041972,0.998235905371378,0.999980379616384,0.999623838021357,0.999980288271669,0.999935987329708,0.999488754334926,0.999999900075191,0.999623120891426,0.998188385611715,0.999627926203518,0.999334445041823,0.997934967238928,0.999999999801403,0.99999863209537,0.996378689435683,0.998317006357639,0.996672814890635,0.996063246342277,0.997867277571765,0.985798647102266,0.990636596742111,0.983346968944735,519.498015151515,528.52060212766,520.193725925926,519.624419047619,526.741679012346,494.508388888889,504.314840425532,488.940026315789,614.329033333333,23.0115932536857,29.4358721316353,33.4944259219644,15.3951850444606,18.779745657704,35.4491789976036,28.7324834739107,35.15422384507,134.588271822156,398.538375,410.1421,373.06235,397.9475,413.5365,342.78615,377.9671,418.1221,501.37435,624.065375,650.96505,625.23645,611.648925,633.3034,616.8087,602.46105,526.98065,734.1817
"ZNF343",0.557542180860402,0.889047564358816,0.99966450606267,0.999884492380633,0.653523948896681,0.957363885415951,0.993614170115108,0.942158613886078,0.999298431385912,0.999821328437631,0.253759900161205,0.997747805122198,0.937346067454868,0.311600709824544,0.6358085446317,0.993238876647015,0.98530131216694,0.999952893474071,0.999670579468042,0.999999997632853,0.792653095059929,0.999999999636553,0.933181092774161,0.993975636849854,0.999999933166155,0.999934689469761,0.689581787299178,0.9998439560368,0.966717706963854,0.999897266027831,0.998767962827876,0.982348339615718,0.992872489488932,0.999999951916609,0.995207628266919,0.981031186870651,180.006043939394,207.102510638298,198.709414814815,185.309486309524,190.541392592593,220.302407407407,192.235082978723,181.907473684211,228.5088,7.63077510149218,9.14150101011632,7.36933594120545,6.33733400344439,7.9160049856114,13.7537660064993,10.5898466182469,15.0739716669094,45.0185923512719,136.526675,155.29715,171.70325,132.2627,137.5516,164.86925,150.62815,139.9895,201.68795,217.6132,241.92095,229.853875,217.39315,232.4649,272.5751,230.1418,210.12865,273.23195
"ZNF302",0.703175555057902,0.714491058939213,0.999999999939695,0.999991626492645,0.306263414494672,0.291684435093689,0.836767057686679,0.035228386681362,0.030264743780394,0.856677941703594,0.986340570736099,0.321257579495312,0.328058233879947,0.995515636759983,0.999999998015921,0.508341219682961,0.0131816621376277,0.0115174682507038,0.506608565428426,0.998120385943477,0.999004928148368,0.999586434217674,0.669114677655701,0.686436544489208,0.999967117160785,0.999986732832596,0.999999733269094,0.994731611082399,0.168637268772427,0.501382540649587,0.476863505381714,0.124879324312685,0.0529791409918321,0.0808968723453447,0.0298617505362312,0.126422698025128,481.107766666667,554.604344680851,551.068877777778,469.651061904762,425.544797530864,431.645011111111,395.856423404255,446.874105263158,821.886366666667,19.2175040355132,36.4947451220558,26.8887422791712,19.542405119355,20.262335793883,39.3773250236769,29.595735438934,50.0337376082247,134.193868894352,370.2169,401.03115,439.8224,322.247075,331.6129,330.8078,278.23445,281.54045,717.1203,554.1967,622.4933,641.407475,571.98825,518.137,526.96795,453.44595,545.9575,946.89205
"ZNF268",0.499217611199943,0.999998137036649,0.375150547315753,0.999916720095321,0.573545879301039,0.996747645025535,0.613346205249549,0.999968682718273,0.470003055198196,0.677956675811713,0.999213765049396,0.985057420254368,0.994322207057408,0.999986762912562,0.998160506808601,0.999999526592319,0.760138475757115,0.999874207841484,0.999999995657876,0.874292916306709,0.999971150276805,0.958261119557756,0.193523496945109,0.989370531130543,0.818770761036258,0.257933175807442,0.837076028030331,0.92616563469393,0.84914271253231,0.432543121968929,0.892433594793699,0.773309783325912,0.505204943414994,0.737035727075939,0.815132293703493,0.99061558818456,357.218201515152,299.589861702128,365.238931481481,346.850714285714,311.106748148148,335.200940740741,350.207419148936,402.569,487.8893,25.6867823966049,14.7070291284971,16.9730062428181,11.4941510716332,12.9143380680455,20.3584871426583,20.7694487764621,41.0714065422087,92.9446684120361,247.501925,241.18795,278.983825,252.785925,224.5882,277.02735,240.1417,255.5599,426.4576,404.30335,358.79025,447.885375,418.35485,367.9632,372.40805,433.32035,499.7296,579.00915
"ZNF184",0.999925044898234,0.861506756939436,0.663536812443948,0.993358375166231,0.918306026330366,0.992041443547606,0.999999999135305,0.999982522349161,0.77053049103252,0.974581404392336,0.998709560047453,0.999998641697915,0.654562661495523,0.896903221006284,0.999361181226681,0.757101714590109,0.972404474865661,0.0739734398898861,0.139632733345453,0.777228534126516,0.999181953400578,0.999932557218787,0.99999999893011,0.861860764823938,0.981141590301959,0.999977729332833,0.999999998075356,0.998402139896994,0.989919079615368,0.974822776920204,0.999920866464847,0.998190864215217,0.987144991099717,0.959363970356075,0.8644870965659,0.974014171072301,231.12818030303,223.090378723404,255.003894444444,242.464175595238,229.479711111111,217.023725925926,203.022959574468,220.314668421053,280.162733333333,7.8982986061976,9.59359115678977,12.2404390180957,7.91187145974052,10.2901126443507,17.7465175693387,9.65193584155373,16.0245129024912,27.791281513713,174.261625,168.864,209.127675,175.149175,166.5848,139.04425,151.10885,175.6536,259.27125,255.839525,262.80685,287.69825,285.111525,265.3176,246.2816,231.2857,253.83235,306.48065
"ZNF500",0.0693966324830559,0.00234899693420865,0.996590906868671,0.999997647857985,0.0389110028022133,0.000434838758655465,0.727876383504926,0.82654579205184,0.212899374217438,0.688975491005216,0.999999859077339,0.428586498912691,0.0897871973654836,1,0.978290534151399,0.999999950805536,0.079551001219239,0.00404300269060176,0.999914932685489,0.708078260231061,0.999993145368683,0.998584707326848,0.120616922441416,0.0175394882438151,0.989614528360603,0.645050249730904,0.997223747758508,0.99978861573587,0.218294697663798,0.830925019207115,0.93567684883679,0.238647498786476,0.504689155228744,0.298916569503289,0.200951936394707,0.147837920217269,227.986093939394,274.580357446809,287.711977777778,231.62467202381,251.324195061728,231.990755555556,225.056019148936,212.849436842105,349.691933333333,9.29912095758513,13.6520864872408,14.6462748088553,5.63087520313689,8.99825238832895,17.6140372427387,9.72285401483386,15.6504275946802,60.2543387187549,180.89995,205.4066,202.441425,184.773525,193.5484,176.8429,179.69385,161.1441,289.43805,277.737075,321.0342,348.31465,267.385275,297.4711,254.7679,271.20725,247.1912,380.02175
"ZNF419",0.780730137908492,0.9999910503509,0.948291122723411,0.997492874087858,0.19695593277994,0.966514238320508,0.976331647145588,0.998362460160641,0.99935069961746,0.433248176094705,0.999902759782775,0.996023269728217,0.999999927108319,0.975374765501791,0.999998217284998,0.287386405581065,0.00637599063111705,0.176811698054287,0.480204372985889,0.0160303281499592,0.305069207695232,0.525936695700211,0.0533170577513961,0.388647751230734,0.737549533163641,0.125607576035826,0.446317889655337,0.999999435671501,0.999999999987607,0.999639808455955,0.999999966993561,0.999999998090419,0.999989499695463,0.999999518122242,0.998750417951949,0.997226285482335,166.182875757576,187.340870212766,170.706003703704,158.591169047619,178.316413580247,173.859822222222,135.297804255319,130.586752631579,163.5227,6.78912671087781,10.6130068788047,8.0558091486237,5.68974379894815,8.04557307852723,13.2024475842947,8.71399292663573,11.9105780805013,14.405542508817,133.176375,137.65235,129.3696,112.798075,133.8583,132.0242,94.89655,102.10595,153.026,190.935125,220.69835,210.90175,197.4795,208.7854,199.21685,169.97055,163.174,177.3153
"ZNF175",0.961465428726943,0.997212146148948,0.999981545446345,0.848072838278135,0.152853556893556,0.326354534866041,0.998649974017497,0.999689738573171,0.999999991628997,0.235456539370815,0.308723513922649,0.0436914572313895,0.0913262995874551,0.836995348338214,0.0784977201133699,0.845873397390459,0.237582108189067,0.422079854567702,0.999971587774326,0.391481373426473,0.982756415039607,0.999996814030325,0.969283887520618,0.995082318617625,0.999746457568992,0.997148903458077,0.844916693272955,0.997787758167269,0.962041968502078,0.997236110587748,0.991618348461064,0.823037645438061,0.987857584028562,0.528292298119145,0.77707121204112,0.945353529873036,118.078215151515,129.567072340426,125.468912962963,106.797891666667,124.109580246914,90.4571703703704,103.213140425532,113.809689473684,153.522566666667,5.89714790802034,6.81448159209678,6.38216516552019,4.05456260972958,6.18235263175555,9.7808904580784,7.37379508426329,9.21399097552257,72.6483114970181,80.86975,99.18515,95.03195,72.232625,88.7604,59.05165,61.61095,91.1302,84.0473,150.9722,161.59045,152.170425,130.764175,159.5555,128.89105,141.43275,138.2902,206.65105
"ZNF14",0.638809446298107,0.998765798086158,0.968037167210934,0.370069234864354,0.999999979992528,0.938386118255897,0.482139779604556,0.999999999998516,0.947388543698486,0.999999996399871,0.230499296012581,0.992965283189728,0.624446666133032,0.960169352044195,0.983934281182928,0.0540399931902397,0.969009908020603,0.337854190626195,0.812936252845067,0.923309162460397,0.999999999984751,0.522323633362227,0.999391112522642,0.855352463169973,0.995944725402194,0.998570052636877,0.999999993056462,0.999999812596784,0.995412962779692,0.999999672522839,0.999475218945419,0.999998414467977,0.999999399754068,0.999999998441069,0.999999990819088,0.999999999999096,203.742292424242,174.176780851064,193.052294444444,176.487025595238,174.960198765432,156.132607407407,154.757559574468,159.803010526316,162.317233333333,12.7291643681107,9.32818819195901,10.1574144463371,7.14970183916713,7.638589079689,15.0502384348434,10.2373188276317,16.2767528907681,31.8454982360319,144.726025,130.73265,135.28305,116.98565,132.8029,105.28935,109.04615,104.8888,139.81995,241.7649,201.6464,252.18045,209.8366,220.9643,173.22565,178.75485,212.65575,193.08525
