"gene","T1a-T1","T1b-T1","T1b-T1a","T2-T1","T2-T1a","T2-T1b","T2a-T1","T2a-T1a","T2a-T1b","T2a-T2","T2b-T1","T2b-T1a","T2b-T1b","T2b-T2","T2b-T2a","T3-T1","T3-T1a","T3-T1b","T3-T2","T3-T2a","T3-T2b","T4-T1","T4-T1a","T4-T1b","T4-T2","T4-T2a","T4-T2b","T4-T3","TX-T1","TX-T1a","TX-T1b","TX-T2","TX-T2a","TX-T2b","TX-T3","TX-T4","mean-T1","mean-T1a","mean-T1b","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T4","mean-TX","SEM-T1","SEM-T1a","SEM-T1b","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T4","SEM-TX","Q1-T1","Q1-T1a","Q1-T1b","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T4","Q1-TX","Q3-T1","Q3-T1a","Q3-T1b","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T4","Q3-TX"
"ZNF41",0.999926839236679,0.999842787655972,1,0.99947917851261,1,0.999999999999719,0.999956428097023,0.992676514863311,0.987788410098612,0.952287243944871,0.944921542939604,0.825418392276043,0.791392469262517,0.67360033216732,0.989865726253884,0.999472550295216,0.999999996857484,0.999999999378207,0.999999974926803,0.980063423659439,0.761592943089882,0.999999770869643,0.99999999887811,0.999999995050453,0.999999997833415,0.999853587025993,0.965670217999242,0.999999841432399,0.999999999842596,0.999999614125808,0.999999458243131,0.999999566219735,1,0.999987834429955,0.999998489354926,0.999999961084661,242.419245454545,235.264368085106,234.810707407407,235.346906547619,248.228272839506,264.724714814815,233.111491489362,237.757831578947,246.652666666667,9.11079381632398,11.4929950706457,8.76326681937826,5.38875411407456,8.26797975362083,24.9625516392504,13.2625486134364,18.6280571031964,52.8350068176499,195.106025,190.30895,203.625,191.299275,199.9169,199.20215,179.3017,183.05835,214.7694,287.868675,283.51075,272.5906,275.192925,287.2287,283.14975,264.3379,282.91965,299.08055
"ZNF7",0.351593621630592,0.999999286166983,0.582418054439056,0.848164047027579,0.927632262868004,0.974561867280663,0.557060172671062,0.999655195786713,0.807950794613956,0.996801432272084,0.993307246276496,0.988859890120333,0.999210828179888,0.999999999956175,0.999760979445241,0.999385981501772,0.842425885518547,0.999990878731842,0.999618590320374,0.969670165358256,0.999994764888994,0.99808393027606,0.993334361215702,0.999805785966827,0.9999999994388,0.999849284270177,1,0.999999238472993,0.999685533483225,0.999999988990565,0.999903664269131,0.999999876657689,1,0.999999768283111,0.999989522055819,0.999999662867004,475.37336969697,568.699729787234,485.748909259259,522.426902380952,545.60702962963,518.961081481482,501.361334042553,516.860131578947,548.804666666667,21.6690734605735,26.1812511622893,23.0369076536965,17.9917182673856,23.4058895583859,48.0598747695623,36.3220148621038,49.961714865486,34.8330932874823,352.60475,407.49535,367.36615,375.11505,407.1715,345.28025,328.6046,365.25525,514.7109,516.92695,688.0431,585.750425,622.7994,670.5533,659.6812,593.409,547.7353,572.03375
"ZNF214",0.944062323720642,0.980524367422852,0.999999747988453,0.111547838640743,0.982287686035711,0.902211590554056,0.115824590656983,0.948551178977339,0.830156648068996,0.999977881484638,0.24380382613402,0.913198817479572,0.812099506490139,0.997878537404748,0.99995050708891,0.0412048030151475,0.693093273440953,0.490817192093644,0.95751496705246,0.997543573523279,0.999999981471866,0.999996641695688,0.99972714999615,0.99997866799783,0.916443948119424,0.856801322727959,0.797769710816642,0.59708615759104,0.999973210135669,0.996299843035145,0.998113462009673,0.969451746254478,0.953256258721202,0.918997245510117,0.883239546259006,0.9998329977569,49.8330257575758,43.0191042553191,44.3372648148148,38.1504095238095,36.568112345679,33.6818444444444,32.5334829787234,47.4428105263158,56.9118333333333,4.34663418861136,4.16771005976163,4.21477306620449,2.15007775549118,2.91210758164252,3.75848653431318,3.09889109002681,7.72104436065702,23.622594173258,28.501975,20.504,24.302525,17.035375,17.3077,25.38525,17.85885,21.1138,33.9699,64.11645,56.4151,59.05625,54.498825,51.6786,48.29835,41.9318,76.3283,73.25835
"ZNF215",0.99999965692011,0.999999972261801,0.999984461110776,0.975361452370262,0.998990884063855,0.952088980647132,0.998773296069578,0.993711277260596,0.999928936633189,0.522577920444902,0.999989223506943,0.999999984370763,0.999900813511403,0.99999322448348,0.992531522126828,0.999999987076168,0.999989973726217,1,0.966924613175676,0.999939870379912,0.99992651935111,0.999363490569867,0.999959646647965,0.998082360907211,1,0.972710673882635,0.999999132000639,0.998429521822579,0.99549521806086,0.992253307696129,0.997265897971657,0.97017362372039,0.999302964151356,0.98932067109286,0.997267732650717,0.978377384914179,41.6440924242424,43.4229255319149,40.398787037037,47.7725452380952,37.1535358024691,44.9477185185185,40.4673808510638,48.0869052631579,22.4225666666667,3.97994933548202,4.81980666567176,4.45364963239213,3.4190983106692,4.38888072233463,5.79268392752842,5.74502651901514,9.1351436004086,9.18952315127274,19.387825,19.22595,17.31145,15.596625,10.2354,28.38535,9.5577,24.0733,13.63385,56.2903,55.74105,47.540125,63.554275,55.5757,56.28235,55.0983,57.1948,29.14165
"ZNF547",0.702457958889545,0.994171183063354,0.99352011414376,0.999999999954869,0.46373639309705,0.974291418163288,0.901890333805599,0.999669337616618,0.999982826629002,0.691140132366354,0.999966666359558,0.676946068438621,0.974053847124385,0.999972621347182,0.863989900104695,0.906322976362272,0.0885850735133749,0.459771191231929,0.844461511193464,0.154480672635943,0.99902736118136,0.981578517190983,0.381469160075842,0.794463628083997,0.977756586547675,0.566979152330811,0.999710615372371,1,0.840688797336701,0.989830928030783,0.944039596881583,0.820266723641839,0.966910095872298,0.777995716104915,0.573119636973996,0.620273125750977,39.0161151515152,45.8166893617021,42.2479185185185,38.7864964285714,43.6532975308642,37.0246592592593,33.7256106382979,33.5543052631579,57.2131,2.26377471403478,3.74848538502067,2.51595298354784,1.66288031759699,2.24948296959201,2.71556288264671,2.46669985525091,3.61488262398296,7.42713134819449,25.721575,26.03705,28.71125,23.901325,28.2327,28.4302,20.3927,21.95855,49.95945,47.66695,54.77555,54.2558,48.652025,55.36,48.1753,41.46115,43.19905,62.222
"ZNF773",0.998786343851065,0.980541184201527,0.999998208552761,0.999562218058401,0.917255846978857,0.683829345915571,0.703798529600015,0.994369763466004,0.99972858603013,0.11210915980824,1,0.9996589061877,0.995030123570719,0.999986530296985,0.913018990114771,0.731792604267294,0.380161593180085,0.182642167949983,0.874244760725529,0.0211847023127566,0.923039218062891,0.970380330902634,0.8218080508279,0.668584889274187,0.995417449708741,0.345120881148372,0.98992077395299,0.9999999969282,0.999999994880685,0.999999999926284,0.999999960100024,0.99999828791598,0.999992686574806,0.999999991278601,0.99886322990441,0.999574356551259,114.582678787879,121.275721276596,124.249474074074,110.151283333333,129.274924691358,114.153081481481,98.090314893617,99.9051842105263,118.7844,4.94926369015652,6.86887635499116,6.8522146513588,4.08619512762892,5.4720820612376,12.442040603997,6.91329442351592,11.7318173341984,14.280785354221,91.47735,88.42445,90.74845,77.31705,100.2346,72.1589,69.588,56.0513,111.2949,141.4746,153.5871,165.99375,141.3538,151.9435,125.95175,128.66105,130.8969,133.0594
"ZNF776",0.99999998621529,0.945150094092462,0.930540282125038,0.996649881457329,0.999855804107995,0.398189928435553,0.99845544919056,0.996209816059441,0.99948972413057,0.712811433836632,0.966590503817585,0.98927150729186,0.485700907956057,0.998799273485763,0.734680368896297,0.692814283941537,0.854501258896323,0.102416972369919,0.914465211945498,0.229009017003436,0.999996410099498,0.999678032642896,0.999957928275882,0.886458746067955,0.999999994399897,0.978604563779247,0.999990602748037,0.998859949676995,0.999999729629789,0.999998770604475,0.999999990527274,0.999963284305466,1,0.999225587575267,0.996744462705244,0.999940419922155,357.299631818182,353.421078723404,386.253175925926,342.4816125,372.459548148148,324.178325925926,314.261725531915,338.089173684211,374.754133333333,13.8777464793211,18.4260249664464,16.6245033859911,9.9238221739707,15.2863678532555,23.5039713935119,17.2130527468597,30.6544354723157,97.6418186374795,267.767325,275.8059,297.56065,256.4666,289.855,224.72765,222.31525,261.9279,286.31615,430.628175,445.6257,448.0568,423.793825,430.4897,375.7519,386.0895,460.24555,454.81285
"ZNF256",0.999943570443529,0.966347690892655,0.999538428804168,0.999999996185494,0.999232424997752,0.867125086975631,0.983164062374312,0.999957880193979,0.999999762955926,0.895353190553447,0.999999976769236,0.999846548402292,0.979386302329352,0.999999999820289,0.990344261337257,0.964545784687643,0.854998560316315,0.430481864418761,0.952043311877204,0.450732107280501,0.997937765876675,0.999998743731743,0.999616512068512,0.978521053952137,0.99999981093071,0.989246111842058,0.999999998968089,0.999817527328858,0.999999999931261,0.999999999987871,0.999999086407844,0.999999998831124,0.999999898849108,0.999999994046227,0.999952494946047,0.999999928703983,81.7371348484848,86.1528744680851,92.2533111111111,80.74525,90.2362691358025,79.7799666666667,70.7031468085106,78.0445947368421,84.1740333333333,4.70251837798277,6.77208520516314,7.34898095906638,4.0972062186589,6.05172239421352,9.63773556849943,6.6359400231797,9.99526134739154,13.4504887456842,58.502575,54.8241,55.2278,41.347525,55.9785,42.35145,48.36345,48.85755,71.6374,105.80965,107.70525,120.13665,105.213425,110.7711,101.91585,90.94335,102.8877,94.6627
"ZNF599",0.999999999999421,0.985363464705723,0.993933727013305,0.97878456102572,0.986553015408414,0.428271527302113,0.894037285908932,0.924184173692354,0.297270701712078,0.999678570785529,0.890303139786592,0.905327005914246,0.435278097989885,0.996350509821764,0.999979274782343,0.790132291486628,0.832223157378977,0.244123636757879,0.990341061157785,0.999974532639,0.999999999996524,0.999895261823111,0.999875792443077,0.96003597011795,0.999999999721539,0.999980689392075,0.99932435055613,0.999203026459798,0.888155051437373,0.898750883298867,0.973133714640439,0.740727898742958,0.66370115784573,0.604106656105021,0.590902900059851,0.823773216164919,97.1446606060606,97.5622106382979,105.799090740741,89.8808970238095,86.1754160493827,81.9303925925926,82.5779638297872,91.0004684210526,136.609,4.91265089251601,6.06691666423709,5.87845110997063,3.83437697458693,6.03603451779227,7.63684490345883,6.61222257202399,10.9997668614317,9.50791753908289,65.7062,68.20035,85.7661,57.873125,57.2461,49.0396,55.59755,71.20455,127.20935,113.253125,116.93965,122.56665,107.176125,105.7357,95.2223,88.85145,103.2702,142.5479
"ZNF18",0.817962221134049,0.999559340647014,0.990064234135784,0.897016066328788,0.0593419390650299,0.532833527516205,1,0.775579790708055,0.999301299897863,0.8602919849849,0.977112216107066,0.365435357461929,0.846255498847494,0.9999999009338,0.974276669025344,0.804174047837505,0.082162322089207,0.48004455574699,0.999510446175625,0.773709337177981,0.999999608354027,0.980897848275422,0.46804763572704,0.881144725283231,0.999998690404567,0.979240622774992,0.999999999884667,0.999999998609731,0.999999984678972,0.999994468499395,1,0.999874992288363,0.9999999811303,0.999754925680578,0.999066040892066,0.99963418733077,167.148456060606,182.841940425532,172.981194444444,156.519957738095,167.036032098765,154.289659259259,151.199521276596,152.910221052632,172.168766666667,7.18168418657635,8.28033450973089,6.61357169768728,3.84139840925776,5.95742829141599,10.4081379584617,5.88366778060697,14.9032189838785,28.5385038805665,126.391825,141.60365,145.701925,120.62565,129.6116,113.78885,120.55325,114.68915,145.13485,193.67965,209.57195,202.055475,179.766025,190.7871,181.49115,173.36345,174.24095,193.6047
"ZKSCAN2",0.999138159978283,0.999999455909045,0.999980700055922,0.999615441700612,0.93171956052445,0.995004871806729,0.976732674108465,0.763255003333566,0.934759209762704,0.998974954826996,0.999944622720626,0.988763038420115,0.999309949686925,0.999999999857103,0.9999958116263,0.529774627596516,0.240903156510727,0.428272557268086,0.675245770372457,0.970265967159428,0.964393131592946,0.999961739788967,0.999999999999445,0.99999947643316,0.995829373301491,0.965454232588935,0.998250943020647,0.655016653049922,0.99735445282508,0.999765156046484,0.998811322317716,0.990547904875965,0.975761934969564,0.991159343230746,0.889483956430653,0.99977419325178,194.368804545455,204.590210638298,198.133031481481,187.397183333333,179.977995061728,185.888507407407,163.417723404255,203.578384210526,231.339433333333,12.9409346826999,10.8159369326583,12.4662819581335,5.55090364269505,7.40759886364777,18.8099295637972,10.352244804646,18.9199143828275,17.2931840577276,130.035175,151.2702,143.5883,141.43355,135.8447,123.41405,121.54435,154.51765,216.64105,212.005125,241.724,222.1515,221.471525,211.1645,199.31925,206.28715,228.21205,246.57905
"ZNF689",0.972827826343369,0.999619895365867,0.999880433057318,0.99895238932835,0.999020941820175,0.999999999991445,0.648090440115091,0.999865820789491,0.970574202716359,0.839772432344265,0.961006592892816,0.999999697015318,0.999049977220721,0.996356702374643,0.999999977704453,0.842392467234853,0.999985910943915,0.992261305500378,0.963699445545568,0.999999999922888,0.999999999817864,0.927606355239459,0.999928686978075,0.994380731144721,0.985830924244086,0.999999996338065,0.999999639210373,0.999999959289158,0.999972278531713,0.997492773368096,0.999578811278924,0.999608862786603,0.990112589888176,0.995131278821103,0.992465268850065,0.98975506155035,157.796868181818,144.272553191489,150.796183333333,151.433494642857,138.184133333333,140.609840740741,139.167582978723,135.966494736842,173.742266666667,7.62180828694799,9.31769883105595,8.87078584209396,4.97328091544457,5.65961255119755,10.0310499562747,11.713909143773,18.9960782768759,5.29964022374265,112.854575,99.33405,114.90265,110.153,98.12,107.9172,95.4555,87.2593,169.79295,193.931925,185.76935,166.75635,182.3136,174.1317,168.7023,162.12165,150.36215,178.77745
"ZNF19",0.769121304673782,0.375046046300199,0.999927586131417,0.998261460097299,0.201885936309315,0.0265702337182315,0.947235663175493,0.10334473746179,0.0138010279531838,0.998346212031499,0.999995758219452,0.789111139876688,0.492895578822673,0.999999992254907,0.999676947358159,0.997956425390776,0.385081690134058,0.121060557461839,0.9999998167893,0.999995075928545,0.999998864596821,0.997973954239016,0.999956927072679,0.996430759234089,0.944857532357913,0.818620170902968,0.992575608234636,0.945328750748205,0.999778976641972,1,0.999999994413658,0.998074213706941,0.992541454912333,0.999176436139388,0.997076862319946,0.999999873101737,82.6764803030303,94.5152127659574,98.0806092592593,78.690468452381,75.0047555555556,79.8473777777778,77.319285106383,89.9753052631579,94.9038666666667,4.74357125957322,5.55609473511934,5.9067026018265,2.79081662810782,3.72804903680684,6.58436069417792,5.13014415679704,10.7803600087427,15.583072106331,58.017475,64.42435,62.9351,53.73055,48.8133,54.4173,49.7152,50.8297,80.5765,98.528775,119.3623,128.16825,96.435625,96.3674,93.4416,93.1843,128.3869,107.375
"ZNF230",0.999997065450613,0.977692760014675,0.998957925907853,0.999999498988493,0.999999994399036,0.983398767782303,0.998704691827405,0.988531207359593,0.690282876340401,0.968347763541182,0.999383589738962,0.995077640203513,0.876007246151052,0.993948266550026,0.999999997684355,0.548759990363674,0.449015592962088,0.0923328950603824,0.220927937733768,0.883232129665447,0.988167476071754,0.992254455752864,0.97470539179383,0.788422800402582,0.968987137892853,0.999934713869067,0.999997703970055,0.999853076935386,0.999718092979035,0.99994033941995,0.999999684854837,0.999868570106286,0.997480607455543,0.996969415435669,0.954750725050211,0.991363553740883,98.2806924242424,100.388827659574,105.154638888889,99.5623678571429,94.198062962963,93.2018296296296,85.0098553191489,89.9962368421053,110.0897,3.83646902786998,4.8632490883707,3.82947402214798,3.29511878373617,3.3622756271014,5.31100607167922,4.34199995209518,6.58026407492016,20.531040988789,73.313025,77.02025,87.226325,72.242625,74.0582,73.9914,63.64095,72.54685,90.72595,121.73665,114.26875,122.385925,119.157,113.5877,107.78315,97.9467,108.25885,125.68145
"ZNF222",0.999303137177122,0.993733657150625,0.999999941036004,0.746185738825074,0.998048757849138,0.999814791472151,0.999968419892332,0.999998685369498,0.999869655539238,0.931398343372779,0.997521083249948,0.999999838873631,0.999999999993916,0.99999492544672,0.999933183723795,0.787515103567508,0.468635486278569,0.300992397029545,0.021820437766681,0.483980803847051,0.529860054917082,0.993557359370055,0.999983551643416,0.999999409447541,0.999999999988926,0.999453904491709,0.999999963167249,0.547641754935899,0.999978368474333,0.999999927867987,0.99999999679713,1,0.999998540167056,0.99999999947138,0.991289608659188,1,63.8950257575758,67.5119829787234,68.6379907407407,71.1182142857143,65.9792851851852,69.0592518518519,54.7939553191489,70.6522526315789,70.9597,2.54105860403015,3.30224776396049,3.61869606509283,2.88079918602679,3.0041220455607,4.38434941333554,3.18930967327165,6.48407592366724,4.7121152161211,46.859925,51.57865,51.46545,46.938625,49.0707,51.9268,39.8378,49.4208,67.68685,77.3447,81.36925,83.0562,88.1949,80.8918,88.79835,67.0314,89.0019,75.532
"ZNF221",1,0.995444115892794,0.998004364458133,0.998303756555671,0.999534925417489,0.999997575073972,0.91270647197306,0.956397555872505,0.999981584880419,0.994016899498377,0.999953680627845,0.999979765727512,0.999999840394594,1,0.999796580485359,0.999993003581926,0.999997974187313,0.99996386997084,0.999999711451677,0.994805327684494,0.999999992968495,0.999859819473468,0.999925065015132,0.999999999981255,0.999999998447426,0.999993602284225,0.999999999348233,0.999999513396716,0.0717810063049241,0.0789403434443517,0.145830756034265,0.104964326054673,0.181964612156046,0.140325304037252,0.10410622843125,0.180665962812547,12.574203030303,12.6266489361702,14.1243962962963,13.6403,14.8295703703704,13.6078185185185,13.2505553191489,13.9365684210526,30.2389,1.08716857955126,1.32173698167306,1.09470598251853,0.900056807049832,1.13463463171452,1.65182404411233,1.22193401937423,2.08204461437799,8.79804991650612,7.10245,7.47465,7.623825,6.621825,7.5387,8.04015,6.8806,7.2662,21.4874,16.4103,15.45375,19.571575,16.811125,19.2379,15.58455,17.38935,18.05795,35.3974
"ZNF233",0.25409154698521,0.134306359772917,0.999999975490461,0.932605484951815,0.742918796261496,0.530251890602075,0.949029770102342,0.879112862910317,0.742780583868965,0.999999998654687,0.999265206052338,0.922941178136394,0.852622561261645,0.99999995196896,0.999999562824742,0.985975264490553,0.0388306027725486,0.0157222040303768,0.347175815621607,0.43792327125974,0.895136347106322,0.962597255719572,0.999565131251248,0.998021888993087,0.999926336582443,0.999984458736026,0.999868213565785,0.66866043759981,0.999999999789925,0.998849885076994,0.997900803262523,0.999999790077696,0.999999511938669,0.999999990823761,0.999976240769539,0.999982065798215,24.1572560606061,35.2439744680851,36.0580037037037,28.5988976190476,28.9823148148148,27.6780740740741,19.6589425531915,31.3422894736842,25.4831666666667,2.27340440457109,3.47808320101023,4.61731972330696,1.77816395156688,2.77263677640951,4.20895186662576,1.73484584870985,6.055078214671,12.9560456308157,10.9177,19.23375,12.688675,10.60175,10.8434,14.3691,10.54825,14.609,12.63335,31.043175,52.33305,52.572875,40.330775,40.9669,37.66825,26.97845,41.65755,33.34195
"ZNF235",0.345526311023722,0.157224919529151,0.999999210461463,0.999220601297747,0.489580207821594,0.21837577938452,0.838091928994406,0.985596473664447,0.915328242001666,0.961208821881971,0.932875066782297,0.999644418255007,0.995829521796256,0.988770252420917,0.999999959305257,0.866155348525383,0.0152126351439156,0.0037694401563817,0.351928617764883,0.0850683534709634,0.291005633481034,0.999372633822304,0.985713540376864,0.951763913415087,0.999998436826167,0.999994042136197,0.999967292100364,0.777385505380909,0.997100846260541,0.99999999999933,0.999999999999847,0.999385897281715,0.999991916404574,0.999998851105444,0.943011932940204,0.999922370069761,68.8623575757576,82.937929787234,84.6536148148148,71.9310577380952,77.0379098765432,78.3520333333333,59.8173063829787,74.2014421052632,83.8414333333333,3.00926321893186,4.23532730664597,4.94602561117197,2.65541026805997,3.79819134087651,5.77188834874678,3.29923380636197,9.42706528376077,18.1905370949965,49.354725,64.1984,63.621375,46.2963,55.7293,55.52735,41.99295,48.9656,72.8975,83.775225,96.803,91.592975,88.146425,89.8109,90.1307,76.1518,90.70285,101.8969
"ZNF208",0.996219193093895,0.99999999933986,0.998960290174452,0.999995057696089,0.94530299354567,0.999960102608028,1,0.993804426729506,0.9999999943814,0.999996323578929,0.999999890046737,0.999953934016125,0.99999999891273,0.999940146281211,0.999999694814971,0.999999999778408,0.999100271954714,1,0.999978580306941,0.999999997837,0.999999998486927,0.97927828433251,0.808515551645131,0.972411165436118,0.990639188818566,0.978942415249013,0.976616637629325,0.976404014436658,0.947821044392793,0.988859820510234,0.956842884715318,0.919250968583472,0.9444486739888,0.970771665920664,0.957164195729989,0.793197133883163,55.6434166666667,76.1406106382979,58.2785259259259,49.2131523809524,54.9783555555556,61.8818259259259,58.0340085106383,19.5056947368421,151.1838,12.58030466625,25.5098777350482,13.400608596767,9.46180742903488,12.5403152493477,19.379570305268,31.1132185449012,7.15514393281278,127.828804373753,8.988525,10.2716,11.45545,5.84115,5.4209,5.8253,5.2076,4.1159,23.5499,34.906125,37.78345,43.0706,27.355575,42.0842,46.30265,20.73675,19.1291,221.11165
"ZNF714",0.999920785955043,0.999993538429359,0.997216257488994,0.902269390558956,0.999194940940755,0.746745405546103,0.994167855921071,0.999998662419592,0.958133807547685,0.99997454132396,0.999979184105961,1,0.999136395042304,0.999857815352472,0.999999728726029,0.721181415364911,0.503043431773109,0.917860388439572,0.0349495020938164,0.188073440379106,0.70803505414373,0.999999994985302,0.999999906185833,0.999988027237727,0.999005007456975,0.999971394024652,0.99999995306431,0.912985551643629,0.999926365810375,0.999996769575542,0.999668306557236,0.99999999530051,0.999999716691677,0.99999733372312,0.98246375283883,0.999982966181264,245.568639393939,222.674159574468,261.475909259259,195.679756547619,209.673286419753,222.544255555556,327.773393617021,236.444689473684,175.4325,27.7001558718042,22.9939082841909,51.3339278498967,11.1466533693469,15.8602138411021,30.2873117918297,76.1856516852997,39.0630023871947,8.90440944270496,104.571275,133.12815,119.228225,93.9826,91.7274,105.58025,123.1331,120.69605,166.56505,313.6186,279.32275,294.3522,254.0632,284.7202,291.8129,331.58815,312.9464,180.5681
"ZNF394",0.982736794316564,0.992625944022031,0.669193321101946,0.999972689220586,0.823843645302754,0.999106934428858,0.999092994826472,0.758056950202992,0.999997411520252,0.999989964108561,0.999990823192271,0.963968101770876,0.999993604022218,0.999999999414113,0.999999998180015,0.841211284767518,0.999945765305459,0.346160751268133,0.446730901074854,0.407309241086223,0.828173678749789,0.999999998915095,0.999542903899045,0.998233786008237,0.999988100296759,0.999774991446883,0.999987535364765,0.98898244259129,0.976493858263158,0.896088955229967,0.996911370424388,0.986503371940926,0.993036331151459,0.992211389121313,0.823927239596444,0.977154540488515,447.148948484848,475.07400212766,423.571701851852,438.45400952381,431.33960617284,435.271411111111,488.574093617021,451.466094736842,356.4344,14.3974635563844,19.8522214106439,12.8392064614872,11.0623690985113,11.8516839755228,19.3329073927353,33.0575332907242,52.4418750344727,27.3687887127533,381.115875,376.8047,374.263625,345.164875,358.8391,370.03535,361.67485,352.7347,330.74535,493.849325,529.21685,453.7334,492.610225,482.5658,518.8021,538.52495,449.18905,377.45465
"ZNF333",0.00647055769465976,0.0137740525261111,0.999995535357864,0.999999548859943,0.000242461535477911,0.000528048226575484,0.817653997300094,0.253398298867091,0.413724088781669,0.407309412675231,0.999605073040299,0.295131391336481,0.434057802963009,0.995720919398785,0.999767003801938,0.932300544036588,0.000143736203364941,0.00031695157188083,0.937009059558665,0.125676984200966,0.808989239493926,0.999999993282722,0.129418896109159,0.2039968257272,1,0.961398331824607,0.999670950056134,0.997606313218076,0.760086178938434,0.999941151550917,0.999691857136988,0.706963855800418,0.947242847273515,0.896885499051566,0.489310150212551,0.773138552828192,150.180522727273,193.749968085106,189.675764814815,147.964002380952,166.155066666667,158.560425925926,135.057946808511,147.842563157895,210.7204,6.44206352654569,9.81766844948513,8.83748408017851,4.82049426954195,6.78697401099737,10.5107902290885,7.92509805521438,16.1715310642662,52.5310289679348,109.43635,133.33255,137.3195,106.943075,129.6329,122.18455,98.1432,95.3718,173.93005,188.97935,233.5755,236.842,174.557325,201.5794,200.0511,175.38365,197.1189,261.5884
"ZNF382",1,0.976759985792757,0.984981804351796,0.906594365678591,0.957710021271033,0.21292023632359,0.999997274271145,0.999999213618266,0.887840968701777,0.975131692482154,0.984180058585821,0.989840757307434,0.663866637093488,0.99999998869492,0.99651583278262,0.858413536590244,0.909421315836147,0.273524799984364,0.999872002915581,0.939327926292688,0.999999844398052,0.998534867567898,0.999042804336253,0.879939483194224,0.999999999997999,0.999845577868148,0.999999991314366,0.999991847704697,0.905549680333947,0.908073273083636,0.982038925286191,0.721206807141579,0.867808926990341,0.734607663536307,0.651709807443962,0.798690510076529,41.0312090909091,40.9268319148936,48.1459462962963,33.8630380952381,39.1655580246914,32.6967962962963,30.8072106382979,34.3262736842105,70.2214333333333,4.27977926282336,3.69105481133741,9.08717628504151,2.28075665776863,3.34417921008384,5.22072480207922,4.63150758841714,6.07518159155277,32.0895533424994,20.3914,22.48915,21.9711,13.415175,18.7592,11.0086,16.38405,13.7913,39.9558,50.783925,49.54245,57.95775,41.841125,48.6022,54.21785,36.35875,45.8527,94.58995
"ZNF577",0.887724894908807,0.395687809718079,0.999051414752227,0.999792812409758,0.451703313248309,0.0504231205904854,0.999791441793965,0.987092593747709,0.684680715858971,0.940537108063631,0.853626701261994,0.999998272303806,0.999999186270795,0.514304802290557,0.968682060298061,0.997304834192144,0.514153510237064,0.121337162197661,0.999973417162699,0.927457324039301,0.515389630709727,0.969322338219485,0.999999999933556,0.999972770548546,0.832622662445853,0.996934683382615,0.999999983939898,0.786593009815249,0.975899413417804,0.999490499563742,0.999983194768377,0.947399660477889,0.990777103052605,0.999913575478878,0.922437751056924,0.999766364237801,105.641206060606,141.048193617021,158.600090740741,95.2358869047619,117.528955555556,150.349677777778,86.2089255319149,143.962573684211,189.179766666667,10.8737839943289,17.4260068316502,18.1328677150672,6.24891441005743,9.01271856714611,70.2271427682642,8.40421187888898,58.5403806980535,30.3267376635609,59.670925,68.3567,75.31945,50.21915,53.3898,55.05765,46.679,38.27615,166.9153,120.23565,154.1009,208.29585,107.28195,160.9304,115.1103,111.95875,141.801,218.14465
"ZNF75A",0.269385963676451,0.717349516236575,0.998511297416634,1,0.114405028278277,0.510172086760163,0.976734448174422,0.829696873014735,0.996752441638121,0.923466058254518,0.999979601230141,0.340569624442084,0.712938295952833,0.999956955928502,0.950935120796292,0.999999999997832,0.407582326288293,0.828632079622712,0.999999999992844,0.991700782240789,0.999970078677718,0.999999999996186,0.775601649352186,0.966967158608748,0.999999999993034,0.99933208348185,0.999991986198226,1,0.972929330986598,0.999996869773783,0.999755946558351,0.970622326017765,0.996633200323996,0.950255435261835,0.976740769643394,0.982999603297028,309.087722727273,379.798353191489,357.921377777778,309.087661904762,336.410854320988,294.946844444444,310.655374468085,311.379884210526,408.772033333333,17.9721810601561,25.7112656577786,26.0371782546361,11.9013696393721,15.0180315663415,18.2554307061485,21.8189745594529,23.3422461884644,83.3566968087614,225.88925,240.6711,228.2357,202.878925,238.4615,211.67535,204.59955,256.4911,364.72055,377.53,516.9287,433.914175,371.983225,429.5543,381.9669,384.55485,380.51025,492.0828
"ZNF496",1,0.934118836331703,0.955033531382516,0.963073265087987,0.980549874673129,0.999968523700607,0.999800246857816,0.999871145594538,0.995924050644069,0.999688248042516,0.999999999997257,0.999999999984255,0.98983490647808,0.997881424222186,0.99999334153889,0.990864894781398,0.995353233293366,0.48754999174141,0.468651767721802,0.86959875203117,0.997073533658587,0.999627098764147,0.999777141484517,0.869685099748959,0.918618541237974,0.988796417272766,0.999763934240366,0.999999999904021,1,1,0.999980686369952,0.999998301816956,0.999999987479764,1,0.999998299226769,0.999999605482732,289.49935,288.955010638298,322.239572222222,312.941148214286,302.063686419753,291.253448148148,264.809912765957,268.053673684211,289.143633333333,13.5601682059254,14.6378962033048,15.8184405205566,13.3246617862082,13.9578769661428,22.5241521829728,17.9949065384426,32.130292017569,29.3273772338711,205.723725,234.16035,249.41335,209.22635,210.8108,223.165,199.0204,163.57465,263.4022,347.577225,338.9878,384.119825,355.60605,348.8137,338.48395,320.55815,299.7534,314.1842
