"gene","p-adj-M1-M0","p-adj-M1a-M0","p-adj-M1a-M1","p-adj-M1b-M0","p-adj-M1b-M1","p-adj-M1b-M1a","p-adj-MX-M0","p-adj-MX-M1","p-adj-MX-M1a","p-adj-MX-M1b","mean-M0","mean-M1","mean-M1a","mean-M1b","mean-MX","SEM-M0","SEM-M1","SEM-M1a","SEM-M1b","SEM-MX","Q1-M0","Q1-M1","Q1-M1a","Q1-M1b","Q1-MX","Q3-M0","Q3-M1","Q3-M1a","Q3-M1b","Q3-MX","count-M0","count-M1","count-M1a","count-M1b","count-MX"
"ZIK1",0.9111034962377,0.381852931928346,0.621536146015191,0.999843989330909,0.998717215337719,0.60990588110146,0.710478484168073,0.997213603293911,0.497008292223889,0.999954955773933,78.3303860465116,94.9732588235294,177.02105,84.02266,88.23254,4.16369252762203,29.2240091324162,120.56835,25.3331458897548,6.11786498149548,22.69105,25.1819,116.736875,36.3582,31.439225,102.8397,93.29,237.305225,108.2384,123.485125,344,17,2,5,140
"ZNF540",0.585022736496893,0.999969940258655,0.99531650850539,0.99998320600647,0.93108560133566,0.999911032089533,0.218289932639593,0.166413309924006,0.994405461564378,0.995898782537411,56.4441787790698,36.3716176470588,52.24875,58.74734,68.0875664285714,2.81146494452847,6.07087049062277,17.99235,13.087475382846,5.46186972887857,21.358775,22.6805,43.252575,39.5223,29.979,70.917475,38.9884,61.244925,69.4816,79.174425,344,17,2,5,140
"ZNF570",0.870045729035157,0.762143008229917,0.600809579949043,0.992639007920519,0.999986292961327,0.73105553978034,0.991829755071117,0.941516350493293,0.728448043809882,0.997407605320362,52.3696651162791,59.1916705882353,28.57295,57.91722,53.63845,1.49718886726322,5.70863406490918,3.01475,16.2893775508274,2.55669448037479,33.940025,45.5904,27.065575,31.5513,34.562325,64.374125,66.3995,30.080325,77.9878,66.1957,344,17,2,5,140
"ZNF57",0.959866903299735,0.998531532967342,0.999999138519819,0.998464421681947,0.976491221962727,0.99467794717083,0.306596499848387,0.620064342570789,0.981217065679689,0.999920607980249,97.2351049418605,81.6029882352941,78.56935,109.22728,114.961212142857,3.31524034358092,7.77346420824738,6.25015,22.3039217971504,12.2731387837961,63.128425,62.0473,75.444275,87.442,68.706725,113.86495,89.5461,81.694425,105.6091,117.736725,344,17,2,5,140
"ZNF556",0.991437404553626,0.997183945398873,0.999809118857046,0.954737660599957,0.915754106294753,0.963249249748894,0.999999999997868,0.992410732851177,0.99722161178498,0.956453906805355,2.35167906976744,1.25235882352941,0,5.47834,2.35340928571429,0.530143559532115,0.945686567124446,0,1.45247825064612,0.876579635435904,0,0,0,5.3447,0,0.608225,0.5974,0,7.1439,0.537425,344,17,2,5,140
"ZNF554",0.123803158911712,0.879186238685033,0.443690399355139,0.504352045297404,0.0779318746517476,0.999997872276443,0.0279143802984969,0.00553633045988711,0.984639118948133,0.886995372075075,97.6371656976744,71.2252,127.6242,129.69576,110.844297857143,2.48978178440752,6.47043185761539,51.5113,21.0031138607731,3.58825247664078,68.522125,53.7408,101.86855,104.9024,81.535775,120.666225,82.0472,153.37985,167.3323,127.39535,344,17,2,5,140
"ZNF738",0.99991136550137,0.9864902164355,0.992488898426355,0.999852469296667,0.999993574340851,0.996950126578965,0.590703458187148,0.992698532075313,0.998199303333898,0.999842972188606,195.591205523256,204.467452941176,287.12095,213.88244,232.655915714286,9.18811165635899,34.7017465849027,164.66625,59.2186979505848,33.5911641200128,104.05405,125.1127,204.787825,130.532,128.14285,227.0148,253.1095,369.454075,252.3895,221.234075,344,17,2,5,140
"ZNF596",0.999911819240515,0.83868492807222,0.882859805230428,0.935633767291395,0.971183066433339,0.991028761320156,0.387783573623962,0.98094477993243,0.93601063143154,0.995434959453257,47.1963773255814,48.3499176470588,71.4431,58.83192,53.07922,1.76491113308018,6.62884620904566,35.2835,9.69418921010932,2.9054304093111,25.5631,24.0536,53.80135,39.3384,29.163075,57.981425,68.75,89.08485,73.2229,68.71065,344,17,2,5,140
"ZNF621",0.725268797092138,0.99518323053855,0.935800481515602,0.999990746293676,0.983464949896293,0.995912179101981,0.00448117140985749,0.0770365034999285,0.999970294747364,0.914158576546021,529.934350872093,468.992829411765,584.2053,522.83802,599.231137857143,10.7520195630749,29.8281218976306,31.7548,69.9506661303193,16.90334091711,393.675525,360.6973,568.3279,414.2453,476.806775,629.076525,555.7334,600.0827,663.3671,691.024825,344,17,2,5,140
"ZNF680",0.256787572718503,0.398763732968927,0.856790501446062,0.999365336752774,0.935542830512727,0.649381588726488,0.617313153986344,0.0901983309495727,0.291739849112458,0.983007189947835,332.551934302326,426.015452941176,564.6264,351.9316,306.13717,10.1408123900391,69.4675821269661,208.0179,44.7508901494261,14.0340963857725,203.1214,251.8187,460.61745,279.8035,202.719225,413.062875,460.8804,668.63535,385.0395,357.32335,344,17,2,5,140
"ZNF483",0.99999999960906,0.967733660596247,0.973025566907647,0.861504795168719,0.905525626928055,0.999999989155893,0.968356075201199,0.999049783124372,0.981791214998813,0.919641977569156,18.2414703488372,18.2149764705882,25.80345,25.5987,19.3047242857143,0.898562226021828,2.636469820062,10.35615,4.39471719624824,1.43728155194629,7.851225,11.3281,20.625375,24.2453,9.615,22.0553,23.1823,30.981525,29.7984,22.37655,344,17,2,5,140
"ZNF417",0.935558785129877,0.0172408001159022,0.0578853301256411,0.693188976884402,0.940174151080793,0.301965700665918,1.81511235752829e-06,0.68661369446876,0.132625116732083,0.999955485492062,150.299894476744,163.141258823529,295.5777,188.87714,185.316867142857,3.21646142063949,28.8805647015391,2.9759,26.4919887697885,6.13046042233606,107.571025,115.625,294.08975,162.48,133.983,184.193675,182.4287,297.06565,221.2971,231.5667,344,17,2,5,140
"ZNF791",0.969472467338328,0.859558724891308,0.949719876461757,0.99549507693187,0.967062889863407,0.834185700079636,0.0793607890648834,0.489752546015228,0.661901198905656,0.999729944076012,190.289118313953,179.030494117647,140.08845,202.57216,208.634087857143,3.72170190450586,11.298101996179,44.03455,27.4537484156463,6.72715197941991,145.05515,141.1692,118.071175,161.5259,148.602875,224.2667,183.3931,162.105725,241.2605,260.020775,344,17,2,5,140
"ZNF519",0.788378085138332,0.964266533320153,0.999118204549595,0.999823652524097,0.955977530067276,0.966323820163624,0.879687557549554,0.949766544499302,0.984612864116654,0.995851535855008,37.4892424418605,44.86,49.77565,35.51658,39.9636807142857,1.27536897649305,10.5733092322373,23.37485,5.77102617108951,2.48419310327387,21.594625,20.0211,38.088225,23.6635,21.803875,46.146575,51.1692,61.463075,40.5305,47.666425,344,17,2,5,140
"ZNF25",0.996357001224151,0.998836167862053,0.995746947919527,0.729100751496055,0.708250976575794,0.992353739948438,0.186086289874806,0.986924545160856,0.978462429925661,0.430471662793136,217.621415697674,225.171182352941,201.5294,170.71026,236.068769285714,4.44989062305906,21.4781066939605,85.2536,48.0666150716024,7.29970519168104,154.76905,175.8746,158.9026,82.8491,176.98875,275.898,273.6094,244.1562,268.3057,281.91545,344,17,2,5,140
"ZNF77",0.446306487603098,0.958141315717163,0.999979292200263,0.958699373323398,0.999561622294583,0.999520501873913,0.945402813850134,0.309045385237454,0.932204368010007,0.915718407168677,80.011639244186,61.9225470588235,58.75745,66.56186,83.2508735714286,2.51152055260423,4.97558909769012,15.22425,12.0690571089709,3.1127709391377,53.612625,44.795,51.145325,54.8353,56.6398,93.004225,70.4506,66.369575,81.0826,101.73125,344,17,2,5,140
"ZNF169",0.999958291776222,0.78098156397504,0.831805340292583,0.999998753611668,0.999977566887257,0.855875307256161,0.593531124167748,0.991192087160234,0.881858599291699,0.996086178275554,75.4534683139535,76.4812882352941,104.33995,74.67972,80.6237728571429,1.95750296954034,6.48100555736146,11.65495,6.95299333995079,2.9458665844554,48.6582,56.0339,98.512475,68.3611,58.8502,95.4527,85.5469,110.167425,79.6366,97.25655,344,17,2,5,140
"ZNF613",0.606666501247352,0.999936816586845,0.996648933344661,0.999980269329011,0.972818513744223,0.999997495740857,0.967899757354729,0.787806133016024,0.999999510773275,0.999998982541938,137.078327325581,102.000176470588,128.0398,132.79028,130.727412857143,5.94206487978896,8.52990925438132,51.9269,21.9539287944641,5.92206729294227,85.42195,81.0552,102.07635,106.6905,88.985775,147.197225,121.1356,154.00325,137.5205,150.29115,344,17,2,5,140
"ZNF404",0.992086209009015,0.988883564273877,0.974254764036056,0.996005778133715,0.999964756920993,0.973708230148112,0.117426122022538,0.651367397076817,0.999904422123631,0.898960202365782,46.3138302325581,40.8602470588235,63.33505,38.03636,58.2576035714286,2.4697105981679,6.49827886851767,18.95925,12.3939154111846,5.10126489968255,20.363275,18.3171,53.855425,21.4573,22.9617,56.385125,58.1151,72.814675,40.5413,71.421325,344,17,2,5,140
"ZNF135",0.224922149875309,0.999993993764146,0.970634587629707,0.883302698327225,0.999681902988197,0.992044516052503,0.00468841325364422,0.964666192925298,0.993455417278228,0.99986858496981,75.482760755814,118.752958823529,79.71655,110.52792,104.638103571429,3.81046016138446,43.0671474622504,31.50375,31.2677554103968,8.00010701551415,23.3034,35.4971,63.964675,107.9637,32.7004,108.097725,113.806,95.468425,126.2093,149.993825,344,17,2,5,140
"ZNF620",0.999768718534569,0.304023621124966,0.392948979224306,0.985985804149126,0.982827161676775,0.313065900454846,0.307800441877141,0.978518232181412,0.466701368505674,0.884613874525918,57.3497700581395,58.7525647058823,100.40625,50.06014,63.413655,1.59639533539778,6.37344194555065,23.45075,10.7682569598148,3.07413912190263,39.908,34.7003,88.680875,37.4131,41.23355,68.512625,72.7838,112.131625,71.4392,76.1501,344,17,2,5,140
"ZNF619",0.423751467013332,0.988980778737339,0.999962185513545,0.991595534041605,0.730013264535079,0.96656496210844,0.575239420197919,0.814891601541431,0.998805977091942,0.93898434963311,52.2527252906977,61.6804117647059,59.80275,47.787,55.5322592857143,1.19296972283708,3.06548403680688,5.03515,5.31915877324601,1.95373504447353,36.47255,50.4684,57.285175,43.8268,40.02955,65.03425,68.1388,62.320325,56.0424,71.280725,344,17,2,5,140
"ZNF354C",0.99691858403283,0.92749420659038,0.965948425636113,0.858374748012483,0.832571889592868,0.738909487593263,0.388960239304621,0.99646613907339,0.981076046523101,0.644554958925701,34.5474970930233,36.9193705882353,50.39965,22.20218,39.4592921428571,1.44835653859235,10.1125584153434,13.60705,9.9832467363779,2.325846564509,14.700675,16.8228,43.596125,5.9533,18.742625,45.700525,33.2013,57.203175,32.6029,55.3009,344,17,2,5,140
"ZNF114",0.978029223841094,0.934161671044115,0.981355245703318,0.996191531721726,0.974034073258124,0.909772260837993,0.980388921098266,0.997076414964348,0.955278410430421,0.988682440501789,65.5120197674419,87.1408411764706,149.39645,40.79478,73.9751257142857,7.28386551034967,22.0050089035095,28.90775,15.1144797461375,15.9432235795035,4.232325,8.8328,134.942575,7.7392,5.786925,61.521725,163.2396,163.850325,69.1587,66.433575,344,17,2,5,140
"ZNF454",0.987195403163305,0.80116645274955,0.739796239186778,0.99992992436121,0.996306454747326,0.907943170825971,0.684955508623241,0.856854486717421,0.888718552723217,0.999862652868109,18.8013604651163,15.6738,38.56045,20.30218,22.0979042857143,1.39855979561087,5.03146436070934,9.46655,7.90896391099365,1.99827440592348,3.6407,3.0067,33.827175,2.9766,4.96945,22.976975,14.548,43.293725,33.1374,34.601175,344,17,2,5,140
"ZNF543",0.998610767332946,0.575320006024093,0.684383109318027,0.976645885505378,0.995383567689739,0.881959669244626,0.00916875841724618,0.848696222914466,0.850538289403647,0.999905130100506,96.0896799418605,98.8525470588235,137.47985,106.55146,109.120829285714,2.14184671078581,8.99036574919769,89.45285,14.7662495650588,3.1860247038572,68.78225,66.5265,92.753425,94.6018,80.0877,117.6363,124.2306,182.206275,134.3428,130.61105,344,17,2,5,140
"ZNF354B",0.908840649112393,0.319262433112284,0.226196379402282,0.999882134184214,0.998464527356675,0.44049690365883,0.411089485331349,0.551620653779468,0.468626629460585,0.983947518211803,98.0203953488372,86.7248411764706,168.6297,94.44704,107.160691428571,2.79646896991898,7.83652501031913,10.5058,28.8505612057305,4.68310045728414,61.197475,63.7224,163.3768,41.7225,68.8657,124.69575,110.6965,173.8826,147.5147,131.24555,344,17,2,5,140
"ZNF223",0.998924141393186,0.999999999982309,0.999984667818934,0.969953832084928,0.959017053209166,0.997205458159188,0.93547288452612,0.980481782298672,0.99997004014176,0.991341611443136,96.7267779069767,93.9492529411765,96.81585,108.75088,100.045800714286,2.28608167840672,10.8956317347424,23.17165,17.2981892137703,3.53494665245946,70.73405,57.8381,85.230025,81.2293,74.003575,116.580925,127.0553,108.401675,131.8708,117.83075,344,17,2,5,140
"ZNF713",0.669044127716578,0.998253345109066,0.999852216846037,0.999599384973776,0.919786738205864,0.996230905809067,0.160015952251168,0.99404867412975,0.99999996239193,0.956125627209147,50.7770261627907,94.2610176470588,78.57495,38.62486,80.4567278571429,2.59142411937564,50.7888840374967,22.82155,12.9268508784081,19.1525127626254,25.63155,25.5846,67.164175,22.5855,33.350725,59.07175,49.3314,89.985725,48.883,69.358575,344,17,2,5,140
"ZNF552",0.719154822688603,0.986555980002321,0.897223537280652,0.998683889178071,0.996155756423425,0.977908266337965,0.989768801549812,0.629168919314128,0.992248659507061,0.995586189571244,273.856325581395,221.640405882353,334.21875,252.85482,281.794292142857,8.98214665637255,31.2116416464456,161.20935,73.2832467286173,14.6411504786212,161.062125,139.0933,253.614075,150.6177,183.0981,332.899125,263.7224,414.823425,392.3036,321.202725,344,17,2,5,140
"ZNF154",0.987043359216216,0.997724756860302,0.989917399921865,0.967027533116582,0.997502985756726,0.971870371996107,0.0215058762245522,0.453725542199836,0.999969311569399,0.68596752018039,57.9673354651163,51.3181176470588,70.04005,42.4483,74.1279107142857,2.55758207369842,9.81080807983499,48.41385,18.0667599699835,5.61619458810841,21.8767,24.4178,45.833125,21.4318,32.155675,81.110425,70.6006,94.246975,39.3489,86.427275,344,17,2,5,140
"ZNF571",0.999999999968809,0.999999914748368,0.999999916569294,0.953198307141024,0.969468057026872,0.996262487685791,0.0376720683862979,0.800354280921502,0.995782712542057,0.999990015081681,78.3628029069767,78.3316647058824,79.00545,90.14672,88.7889328571429,1.86478384634435,6.52186308772802,32.38275,17.6866885331709,3.54387862853943,56.3565,58.841,62.814075,68.4126,63.4344,91.02005,89.5522,95.196825,108.3495,103.873375,344,17,2,5,140
"ZNF443",0.595911301378225,0.928454378427934,0.723545692810718,0.96781425003195,0.705178169615557,0.997199792599975,0.526106925176641,0.262768008140594,0.977350443975917,0.998369079637453,77.3204726744186,64.6340705882353,97.4804,87.5308,82.817705,1.81981856475559,7.0903166250329,12.6609,17.3967002092926,3.31176656498539,55.43255,47.5605,91.14995,59.3266,58.730925,92.91865,74.8156,103.81085,98.346,100.38365,344,17,2,5,140
"ZNF792",0.908655047818718,0.998488698756994,0.999999988972036,0.963895728986776,0.999835764917171,0.999962805876543,0.997190394149403,0.868119123642249,0.997292887131952,0.949026371822324,137.712425290698,125.536041176471,126.1627,120.8099,139.625817142857,3.02844041697731,9.7753029183283,71.676,38.6277397669861,4.84589241044213,99.8436,92.6339,90.3247,75.1006,101.392475,166.754875,162.5644,162.0007,108.9448,169.416175,344,17,2,5,140
"ZFP82",0.222204245626508,0.760387971599573,0.362485394249429,0.999959873669923,0.792154011616781,0.880449927090891,0.998865242496154,0.305056120425823,0.741421494139376,0.999797823973477,86.4845337209302,117.655323529412,36.2745,83.37628,88.0907135714286,3.27643456920461,21.5697543605684,11.7525,22.4754418740189,4.49954060574138,50.2708,60.0632,30.39825,61.9878,55.320475,109.90405,177.4264,42.15075,98.2289,110.5735,344,17,2,5,140
"ZNF707",0.591928640310233,0.996007034281259,0.919764097929116,0.933632192585452,0.621582695644247,0.999964989693379,0.285117576288544,0.190989878332568,0.999983907349174,0.996823175865194,257.651136627907,211.009123529412,291.48035,303.51704,283.048434285714,6.93973407657736,22.5283641525955,46.00925,28.1267953782794,11.3941349323751,171.395025,137.5187,268.475725,250.9313,188.82155,314.1213,291.4062,314.484975,331.0016,352.406275,344,17,2,5,140
"ZNF746",0.99462780809965,0.999978522565973,0.999999467384086,4.30212492075199e-07,2.86720854123512e-05,0.0306856887067648,0.979309213958677,0.999838482305506,0.999999976180544,1.13688326330852e-06,535.250850581395,553.985264705882,548.46355,1008.32042,546.044919285714,8.62627447529314,31.6506615277209,45.55415,468.452105552329,15.1768295619473,428.462425,445.0392,525.686475,516.8359,436.126325,621.445525,648.4398,571.240625,721.7353,611.00325,344,17,2,5,140
"ZNF678",0.558296644498806,0.981583284460041,0.999999931661837,0.977268729002514,0.71947249789385,0.935359732785991,0.912527532775962,0.379235312282064,0.962565948423281,0.995079765113766,59.7043290697674,70.9870764705882,71.51445,51.7639,57.1176392857143,1.65559968194165,5.8483293395078,4.59845,4.57035603350549,2.51902627655754,38.33215,51.3226,69.215225,44.6495,34.4458,75.138125,86.6966,73.813675,56.1197,75.09575,344,17,2,5,140
"HKR1",0.990982780638235,0.997109144088966,0.989590929620188,0.957628791180324,0.918573079443483,0.999987895511943,0.808323588714627,0.907676165052111,0.999740290438702,0.991803578602503,592.528030232558,556.622217647059,668.81405,691.41952,627.272829285714,17.1938772055592,72.0428077664578,318.30145,97.5013713675577,26.4002821399591,381.848475,346.3722,509.663325,581.0388,437.337225,719.455275,671.9368,827.964775,793.6932,756.525825,344,17,2,5,140
"ZNF101",0.999924782296976,0.967702390955349,0.979877107178392,0.98147492493517,0.993231561879613,0.999166013051841,0.948761279978645,0.993670933196745,0.945854676850333,0.954347173837468,115.853751744186,113.893817647059,89.1934,101.29794,120.142507857143,3.26256136040634,11.25148788807,52.12,27.8502715874837,4.54824846093875,77.35915,83.0346,63.1334,49.471,87.508,139.69065,134.5658,115.2534,166.6915,138.63405,344,17,2,5,140
"ZNF716",0.37849980606857,0.998632898059377,0.910350318011979,0.999911035848878,0.855031305130491,0.999844085158538,0.999999999998817,0.413070729936736,0.998659255224679,0.999915433129729,4.31238110465116,13.9543647058824,0,2.93844,4.30908642857143,1.16093642275787,10.2720661412751,0,1.92685204247757,1.56592344880888,0,0,0,0,0,0,0,0,5.167,0,344,17,2,5,140
"ZNF708",0.989409654374224,0.999425285306987,0.995895941316571,0.999993836837455,0.998304699710769,0.999878934861683,0.0240242163914383,0.478780668262217,0.999664335784575,0.97683340384891,147.917568895349,136.168852941176,163.77355,151.1413,177.673447857143,4.51630313714719,19.0997757034723,68.56225,39.9551078944482,11.0960731202222,94.273325,85.2669,129.492425,63.1025,121.91205,178.5662,140.4589,198.054675,208.271,196.834075,344,17,2,5,140
"ZNF721",0.999460752405312,0.544960337564785,0.643769142220525,0.984034181480811,0.996302447414471,0.851503070651789,0.472669281551579,0.993160195634403,0.697300420856695,0.999832308052543,422.318220348837,431.087852941176,594.6049,460.42618,448.460682142857,8.27848345046199,30.9593898333485,40.9266,54.5035829523656,14.8866268174402,337.808925,347.6215,574.1416,385.5697,340.438725,481.36265,531.6952,615.0682,505.7409,520.142875,344,17,2,5,140
"ZNF662",0.999972019481606,0.0482651531773637,0.0766877239627937,0.969140000273404,0.986202655724778,0.272780970856476,0.0379254291050249,0.852829218413626,0.13417020862934,0.99999999990865,98.7031901162791,101.345852941176,295.456,127.59992,127.394407142857,5.13575693243933,18.3043213414554,66.5556,50.9330099819498,9.75888527289078,35.0191,47.1355,262.1782,11.3935,38.167475,140.09845,173.5075,328.7338,214.8584,180.91565,344,17,2,5,140
"ZNF320",0.886379662236873,0.817116932179053,0.952831281380508,0.85344917644519,0.665139194896987,0.591915898213356,0.121401305772287,0.358965699016863,0.621173320076315,0.990087179804724,489.131621511628,439.098223529412,322.8458,587.38776,541.043187857143,10.8688835031387,50.6407432424349,178.2074,58.2944136358073,21.4667462957066,356.4756,348.3619,233.7421,495.3062,388.6701,593.108275,469.9922,411.9495,614.0815,629.590075,344,17,2,5,140
"ZNF530",0.999999163242066,0.496716350891647,0.559520676050207,0.999999997035996,0.999999793984159,0.651249314996572,0.186751254684204,0.927301503065605,0.698957567292275,0.988092816440804,69.2393011627907,69.6472117647059,111.82085,69.05892,77.451655,1.96716673575094,8.24505386849614,78.76935,14.3368352858432,3.32360786953749,43.3217,43.5331,72.436175,44.7027,50.02155,86.005875,80.1868,151.205525,79.767,89.042075,344,17,2,5,140
"ZFP1",0.848545748731424,0.999989477885862,0.993741123305775,0.867546588373674,0.655770214403096,0.991253676829381,0.999270525538559,0.901240210707348,0.999959191018553,0.848372244281854,198.19051744186,217.083529411765,193.80465,165.36866,199.990196428571,4.06034186601875,17.2220775379623,113.75975,16.2625395548666,6.27853113433946,148.9271,181.379,136.924775,161.9455,152.468175,234.817,241.1863,250.684525,176.812,233.187825,344,17,2,5,140
"KRBA2",0.99463400912513,0.985737886618612,0.996521020966421,0.821758947385479,0.943767553366764,0.999916548527638,0.0431648482759518,0.955722982800858,0.999951459653455,0.991907304028734,54.8655880813954,57.8415470588235,65.8463,69.32776,63.2598085714286,1.56398371596775,5.56875137404827,8.551,14.9553751875237,2.78545646817079,34.3655,40.1414,61.5708,48.2033,41.2429,67.590475,72.7612,70.1218,83.0699,77.159225,344,17,2,5,140
"ZNF93",0.99326274731757,0.902039621022694,0.863671960107516,0.999949621823351,0.997859694099885,0.959641426232297,0.999999999486189,0.994216916418329,0.903037081599769,0.999949189012482,76.5089276162791,82.8377588235294,38.72975,73.19898,76.5504835714286,3.06354748163845,17.2767824297972,24.18275,23.940206516014,5.63228128247328,39.399175,36.3281,26.638375,46.0123,42.34105,94.481025,92.7292,50.821125,72.7359,90.5419,344,17,2,5,140
"ZFP90",0.878164098089127,0.863694326397467,0.724474940156887,0.99999661530714,0.985583287910435,0.931060783738508,0.0770876966901594,0.307758048604115,0.97268832787515,0.986854320724032,479.096416860465,440.176,594.16715,483.7249,521.739176428571,8.62100728598821,38.7640991564198,394.19525,99.2852715600355,14.4594232006992,364.725425,351.3682,397.069525,455.3718,404.672225,573.36135,501.0174,791.264775,597.708,611.174925,344,17,2,5,140
"ZNF479",0.997945151627597,0.99989039332996,0.999999561065346,0.99999983343515,0.999774071718612,0.999909262031812,0.954069064387191,0.978123651048483,0.999164752447948,0.999940250855784,0.466038372093023,0.123282352941176,0,0.52434,0.781167142857143,0.217325425218532,0.0838771849173181,0,0.329025782576381,0.468314346065957,0,0,0,0,0,0,0,0,0.4382,0,344,17,2,5,140
"ZNF445",0.999532839933533,0.429036882565652,0.439330540947189,0.999549002844751,0.999989083260129,0.521874210617928,0.0542641259515979,0.713583358225503,0.678171911687237,0.928659424704051,503.571023255814,492.292894117647,760.66965,483.30486,561.132917857143,11.963551411505,51.2760846031691,59.36365,61.8819662285031,15.9306183472388,357.1742,387.7459,730.987825,350.4694,451.1287,600.018575,533.1928,790.351475,570.3605,666.3602,344,17,2,5,140
"ZNF74",0.466156891197078,0.22454343454599,0.0848021460236483,0.998740716014842,0.980390378482213,0.306695061898106,0.107763801018638,0.0822294560425845,0.409307829208286,0.927918312639723,296.438689825581,232.835076470588,526.7511,277.20502,334.312145,7.60218788843213,22.2444033586153,196.7428,60.8029734253219,16.0340022974949,206.71005,177.4039,428.3797,193.4794,217.746275,354.542925,271.8651,625.1225,271.4678,392.537575,344,17,2,5,140
"ZNF829",0.983074426485737,0.965441919030128,0.929919535727726,0.9028866552973,0.985489938023918,0.840485260211024,0.945843933237043,0.999356695750449,0.942280567932485,0.95405769334292,13.3099488372093,15.0204823529412,7.3805,18.38182,14.2610107142857,0.703220709769644,2.60085594491386,1.7633,5.27099504556777,1.03662987357642,5.660175,7.6534,6.49885,9.0861,7.006675,15.4813,22.1342,8.26215,27.9804,17.14805,344,17,2,5,140
"ZNF267",0.914337119666327,0.757430006597133,0.916152762530376,0.369842534343031,0.759751591106138,0.999999670867273,0.998308838436871,0.954774281128989,0.783636133044367,0.419847621699234,422.478426162791,388.597258823529,287.3049,291.95532,417.712525,9.04002634504504,26.3330290336949,85.9287,24.8466779417974,12.5333955543406,304.58545,332.455,244.34055,284.5662,302.59685,508.82015,455.7446,330.26925,300.4023,517.53875,344,17,2,5,140
"ZNF566",0.999999930201163,0.992206750719758,0.994077701268079,0.994418380060608,0.996929177937854,0.999867414700036,0.229267940754701,0.933468054154218,0.999900225942523,0.999997163883912,161.018504360465,161.485988235294,185.96545,175.54376,177.706592142857,4.08762341670743,14.5931135980294,76.71115,34.6305892434651,7.68418098074417,108.040025,128.3804,147.609875,137.5986,129.889225,192.597825,182.2139,224.321025,176.812,204.7583,344,17,2,5,140
"ZNF224",0.793602612102745,0.989681463792548,0.923452048129872,0.902683055270959,0.671312181113995,0.99999300465414,0.00152962396159217,0.0774770539819352,0.999996433940179,0.999999501573985,219.618897965116,190.649758823529,254.45595,260.92088,259.10478,5.53285751317237,16.9854822453208,109.96215,28.8891907913912,9.28359403461265,147.7261,158.5352,199.474875,227.603,181.6234,274.243125,203.6354,309.437025,304.0876,312.991625,344,17,2,5,140
"ZNF529",0.999494640081105,0.599935700972822,0.600940755151444,0.99226978782188,0.987776594127383,0.861213911272963,0.02234133962691,0.634858559362563,0.849699399348835,0.999377047359784,274.60802877907,265.694870588235,442.7831,307.11108,324.325840714286,7.53181996926383,24.4337869902981,160.2385,42.35579876734,18.468742152874,184.0509,207.5869,362.66385,272.512,215.209325,327.6842,321.9148,522.90235,337.4233,343.873475,344,17,2,5,140
"ZNF284",0.999860555299632,0.994470184580492,0.997457886671545,0.999941713229617,0.99971274610138,0.994095158625461,0.101114409525913,0.928066599148078,0.999998044256492,0.963209160287726,44.864560755814,45.8872470588235,52.3078,43.37526,51.3016464285714,1.36036554180603,6.17812709739985,18.7479,4.5789400469541,2.4025555679678,28.59035,30.2318,42.93385,38.4026,31.49615,54.875175,47.53,61.68175,42.4906,63.26705,344,17,2,5,140
"ZNF749",0.999792898361216,0.999826657595433,0.999977185819797,0.9250011564073,0.968555484639845,0.998251575340928,0.0506571325588047,0.897575980750725,0.999491045001267,0.999584158178459,57.884923255814,59.1119235294118,61.2337,68.32566,65.6460728571429,1.46860051643557,5.4036146835021,30.62,13.002872132479,2.64342960287686,38.8065,48.9637,45.9237,47.6957,45.2384,70.66295,70.9788,76.5437,86.3278,79.661275,344,17,2,5,140
"ZNF17",0.996720913567696,0.874527954336429,0.84435923616639,0.998497087971573,0.993081161753893,0.965607049730469,0.000154065047512142,0.247828293614443,0.997171399786028,0.961720040508938,99.8127671511628,96.6734823529412,124.17975,104.47358,115.517257142857,1.8056447533667,7.26162749007247,76.15275,16.6827623402541,3.46426430523337,75.96565,73.8281,86.103375,91.1481,92.47035,119.622825,115.6018,162.256125,122.4188,131.318125,344,17,2,5,140
"ZNF555",0.758624042003184,0.568813366423471,0.846235803552857,0.899421967393808,0.999559731482361,0.935505156025628,0.999641059213671,0.821612480653363,0.591258252090523,0.91807353912509,67.6658058139535,59.5019588235294,38.40755,56.53374,67.1103135714286,1.55169281016323,4.42188239470227,13.13025,8.51584902969751,2.19701336587975,48.5804,46.9376,31.842425,40.62,48.800675,81.454925,74.986,44.972675,74.3257,79.950025,344,17,2,5,140
"ZNF75D",0.579493480257744,0.9983032281847,0.99957944883397,0.980202742826098,0.999468094349043,0.999998372500692,0.945239630583276,0.423726619581492,0.994552735217152,0.951324022316394,405.922221511628,329.513888235294,362.0067,352.97964,421.538061428571,11.8476725025858,49.7025852682498,37.5636,58.1787607027822,15.3280210966631,273.2282,201.6236,343.2249,281.6749,300.96945,465.154125,321.678,380.7885,404.0353,490.65145,344,17,2,5,140
