"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor"
"ZNF195",1101.65089229647,625.779201492822,1137.21425708963,1.81727717120792,0.861778476276059,2.66749745350881e-10,7.53568030616238e-09,407,1115,269.75,553.25,736.75,1645.5,43.855261466542,34.871390458187
"ZNF263",1403.87856132242,1228.69688285684,1416.97043053159,1.15323026395005,0.205680602748217,0.110261556569149,0.20537729492825,883.5,1465,595.5,1151,1121.75,1925.25,77.314238819586,27.4267603714141
"ZNF200",535.194637736795,357.222686374208,548.495032678483,1.5354428864686,0.618654849701639,3.87902636097488e-05,0.000273956236743851,268.5,572.5,161.5,347.75,409.5,758.5,21.8439404558466,12.659726163722
"ZNF582",36.8666954147715,87.5371001591552,33.0799391883229,0.377896219182252,-1.40393801025165,3.53191730815396e-07,5.20573898897475e-06,52.5,24.5,25,136.75,11,48,10.8607921205786,1.93156533463872
"ZNF285",45.3710137678458,88.7355598111054,42.1302469816947,0.474784258659987,-1.07465599126736,6.74792613425031e-05,0.000439912876829011,57,21.5,28,108,9,63.75,10.4806795365795,3.19535100133105
"ZNF275",1939.05445660379,1929.71863179976,1939.7521516959,1.00519947298575,0.00748181994337765,0.529723936709757,0.667570314292222,1318.5,1993.5,806,2048.5,1382.5,2759.25,146.256420574108,50.2568596847146
"ZNF37A",1323.05155762832,1308.92960505647,1324.10693486678,1.01159522234938,0.0166321284432292,0.736654915083221,0.847726430781397,891.5,1462.5,440.5,1712.25,940.75,2033.75,125.073268499807,35.7134176751545
"ZNF510",741.42398087963,739.398583544798,741.575345093265,1.00294396229166,0.00424100018496837,0.749091034954601,0.857911692059492,485.5,806,324.25,855.5,526.5,1125.75,70.2439487511485,22.6356991661093
"ZNF506",1113.89335039028,1200.09574835989,1107.45117830003,0.922802351240324,-0.115906414968728,0.930870013481689,0.968791941441356,943.5,1143,528.5,1156,681.25,1649.5,69.8448675845421,40.3740720725544
"ZNF324",457.700902275672,510.040962583821,453.789367519547,0.889711613005927,-0.168590311513841,0.494745996041709,0.635298835826286,374.5,453.5,225.75,526.25,331.25,609,34.3159308792087,13.8427812412495
"ZNF671",166.400505305908,257.156942921695,159.617995733198,0.620702649205945,-0.688025791423379,1.29867148194554e-05,0.000110062408094885,137.5,146,92.5,279.25,86,239,35.0179797300581,6.08093883720976
"ZNF416",237.057570596695,291.691594191952,232.974600861818,0.798701798408717,-0.324271132733881,0.260847340084789,0.396989695193531,170,233.5,106.75,304,159.25,329,21.360411989849,7.17136892963496
"ZNF586",510.501466028328,510.506148467763,510.501116095132,0.999990142385852,-1.4221601141417e-05,0.402823749712956,0.548422695392338,353,535,272.25,483.75,370.25,740,27.1504220054974,13.3851012754168
