"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor"
"ZNF195",836.382864168085,699.996356954894,850.652679812121,1.21522443847081,0.281222788206517,0.000923516919149192,0.00292590874384651,728.5,860,594.75,984,649,1097,42.9838916604661,15.2327245258895
"ZNF263",1900.34462632493,1604.24627553081,1931.32473546234,1.203882947974,0.267695127490727,0.00491053122140528,0.0120628266960608,1811.5,1877,1523,2064.5,1505,2245,67.5145917201507,28.6641660072295
"ZNF200",409.500503400234,379.228299775097,412.66781645558,1.08817779870414,0.121914299558766,0.132719307975468,0.205442216455177,424,415,346.75,526.75,306,527,17.5011966507809,8.07123008643532
"ZNF582",192.914628557496,167.371014100392,195.587199889024,1.16858466168884,0.224762258360444,0.0912817396905055,0.15021606677224,198.5,191,144.25,242.5,145,248,10.2255296095281,3.7224633765424
"ZNF285",266.608911654404,187.362108232875,274.900327706556,1.46721410374438,0.553079412164664,1.10429292528338e-08,1.55981375696278e-07,208.5,259,169,246.5,201,341,14.7427281045356,5.25702351574063
"ZNF275",2217.95797244863,2591.14341640991,2178.91241291948,0.840907685433489,-0.249980664296794,0.125733081082788,0.196421725746844,2193.5,2206,1923,2907.25,1601,2994,223.337576224085,46.7459327885895
"ZNF37A",1115.8163382309,1091.20034198876,1118.39185494034,1.02491890068695,0.0355097573349527,0.137061212091026,0.210243216736913,1174.5,1128,988,1465.5,797,1552,53.1981038313138,26.4825538601919
"ZNF510",694.448423502215,760.207554888195,687.56819245177,0.904447986646084,-0.144890556734502,0.112754411578899,0.178615633295546,841.5,685,634.25,1135,488,971,40.170117984296,16.7562123424472
"ZNF506",1093.87630844539,1016.88859401141,1101.93136106222,1.08363036772331,0.11587272939262,0.150791916033076,0.220826372132588,1192.5,1093,900.75,1407.25,862,1369,43.7552644637304,18.9511177810316
"ZNF324",449.696253903132,440.749287125663,450.632355054899,1.02242333276065,0.0319926655700513,0.7315199961771,0.777383318821433,477,450,415.5,567.5,341,574,20.9538542587188,8.2564023024813
"ZNF671",346.981760594938,443.561654808706,336.876821964926,0.759481389594442,-0.396913481665943,7.55471829735718e-05,0.000320131187850511,479.5,329,413.5,596.5,207,473,21.8766702078968,8.80878844455919
"ZNF416",280.420979684983,293.835658333082,279.017431818381,0.949569679191543,-0.0746542260178855,0.248126359123131,0.333789030725165,343,275,263,400.75,211,353,12.5461888832297,5.02528503368355
