"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","IQRhealthy","IQRtumor","SEhealthy","SEtumor"
"ZNF195",398.328724806977,200.747626858663,404.202757448683,2.01348710205807,1.00969623073588,9.46982856377729e-06,0.000214018125541367,232,425.5,145,276.25,42.6896739793455,11.9400000555738
"ZNF263",577.422283000388,591.212587347391,577.012300979261,0.975981082487023,-0.0350749106920902,0.696151167594053,0.81222523647851,772,593,309,266.25,59.9689864750354,11.4250728230856
"ZNF200",232.549056928753,137.557228262516,235.373138321533,1.71109247616086,0.774917732529486,0.00219612287900398,0.0145977579604382,155,249,52,144.75,13.7264298356513,5.77089710859697
"ZNF582",29.9356870927664,58.8153815853002,29.0771015808262,0.494379204845513,-1.0163100346896,0.00582680890761565,0.031353781264789,70,26,16,28.75,6.427729185283,1.3707483891175
"ZNF285",48.4326039549351,95.5961068121836,47.0304457618817,0.491970304337621,-1.02335685874928,0.013684138338421,0.0626881472530367,99,27,80,72,20.6669776924965,3.91942267628551
"ZNF275",777.226918222441,1152.63681041034,766.066083589828,0.66462052631922,-0.589397244587404,0.000721704165836411,0.00611644280546358,968,734,250,422.5,606.317923859577,20.1759737494728
"ZNF37A",341.049650225131,444.624409969743,337.970400611102,0.760125609464629,-0.395690253728437,0.0635673596698376,0.181086848135084,597,332,162.5,228.25,41.6793941993696,9.21699080851542
"ZNF510",197.369604208149,287.472511131428,194.690869137457,0.677250386032381,-0.562238784124388,0.0195452691195752,0.0838714712852656,403,196.5,120.5,140,34.1889982787707,5.77506111162801
"ZNF506",243.344408354398,376.338642495401,239.390525717774,0.636104026231372,-0.652665376774229,0.0743082285772693,0.202758047695972,454,142,218,292,44.2488455282001,14.2163879660356
"ZNF324",274.549057990716,202.333328951706,276.696012097282,1.3675256248234,0.451567866626083,0.501506552088664,0.696765250647775,274,243.5,143.5,143,29.3685050846837,7.76333056556426
"ZNF671",95.3196138163749,136.346133235049,94.0999064823062,0.690154566540485,-0.535008591824135,0.0553524168481962,0.163169298361205,120,80.5,141.5,116,28.4780036908291,4.27715934722269
"ZNF416",102.056520235802,109.030594044142,101.849182906365,0.934133981377101,-0.0982986066165519,0.588536291316607,0.756160861599316,126,102,73,62,16.2311810928663,2.87517462671018
"ZNF586",178.73134706251,128.89943961357,180.212836202884,1.398088593272,0.483455783477649,0.0517039804434363,0.158374945687772,170,178,44,146.5,10.0025616553672,6.31093561605656
"ZNF446",410.388381520262,312.933601550365,413.285685789637,1.32068171568057,0.401282818941405,0.332069354311725,0.521932465539252,385,397.5,205,216.25,41.3781592886356,8.71325690591825
"ZNF8",115.209618379033,82.6876739443594,116.176486997361,1.40500368985511,0.490573919292235,0.0851277756394104,0.221987045705847,96,112.5,48.5,70.75,9.06368651394897,3.25390188066139
"ZNF264",781.275329541943,1049.49479821089,773.301237230163,0.736831891447616,-0.440592589595984,0.0103113652345278,0.049936468778642,1380,787.5,723,477.75,150.467541322823,18.5804591195853
"ZNF213",1318.67084485778,579.343107486262,1340.65085867153,2.314087871846,1.21044364831294,0.145589106320963,0.316942590130704,785,1043.5,311.5,521,72.5000655457099,42.1699746758323
"ZNF343",264.316749426123,232.291211432147,265.268860015133,1.14196683714235,0.191520755267335,0.564681066537224,0.740149077936727,303,254.5,66.5,131.75,19.4566269064942,7.38826692729181
"ZNF302",317.692681027582,549.207511373635,310.809807692969,0.565924174845308,-0.821319327877528,0.00128552753702179,0.00927220925639118,629,287.5,200,257.5,52.4767087256593,14.4182064262052
"ZNF268",280.239826689664,321.860242718945,279.002462969874,0.866843511373057,-0.206156523289374,0.269625588273377,0.463974997079568,409,282.5,120.5,227.75,41.7177648110064,8.26483650612844
"ZNF184",206.909974845273,150.611801176097,208.583704332735,1.38490943408118,0.469791634560331,0.0398407522478298,0.133327174261294,205,206.5,61.5,173.5,15.6210813267898,7.08685580863229
"ZNF500",282.954590059556,326.196078190066,281.669032304325,0.863496072261799,-0.211738479427675,0.151791640033055,0.327753923383475,420,288,136,157.75,39.7638067918366,6.12084424833921
"ZNF419",168.39385916451,133.267961435618,169.438142610504,1.27140942793186,0.346428691656276,0.155909160643245,0.334513958595316,157,171,52.5,117.75,13.5903465982718,4.75477440540463
"ZNF175",93.3785619583513,166.421741756564,91.2070079643504,0.54804743059212,-0.867627338710833,0.000551793973190609,0.00505562586247612,222,93.5,95,87,25.7390271894871,3.31645272553339
