"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor"
"ZNF195",454.653168832539,490.97558753656,451.579733403737,0.919760055015181,-0.120670551749733,0.203382279098076,0.303729482882149,479.5,453.5,387.5,583,322.75,625,31.630268118274,12.2326550502516
"ZNF263",1387.40754571351,1259.82740705454,1398.20278821542,1.10983677636002,0.150347515087759,0.264052246240416,0.377694985128696,1206,1395.5,941.75,1481,1061.75,1739.25,61.0795782240927,24.1320837711208
"ZNF200",555.397289047985,346.179408677046,573.100340463988,1.65550095152724,0.727267839948587,1.11987197002223e-08,1.65059390364147e-07,336.5,585,259.25,425.75,440.75,739.25,18.8636974960165,11.312148072915
"ZNF582",21.1102326399348,49.9722917230084,18.6680584098286,0.373568186812481,-1.4205564949846,3.44167080444405e-07,3.88908800902177e-06,47.5,14,28.5,60.25,7,26,4.30340048308952,1.04355196107611
"ZNF285",27.8355281679815,46.2513924755012,26.277262726576,0.568139926608583,-0.815681801490334,0.00527173153864085,0.0154061809620625,43.5,17,27.25,65.5,7,39,3.85346254084804,1.61794592645502
"ZNF275",851.547091071416,551.539663406729,876.932334950735,1.58997148008202,0.669000887576765,2.17920648761706e-06,2.05208610917273e-05,467.5,840,357.75,735,506.25,1336.25,51.6831118597627,31.2492192991147
"ZNF37A",673.824500488907,673.099267222532,673.885866380677,1.0011686228116,0.00168498197242484,0.770462093471768,0.856349671104687,686,682,501.75,902,425.5,998,41.3102244423208,25.4807592096817
"ZNF510",381.417010433269,347.066847805242,384.323562655641,1.10734737439199,0.147107865930069,0.306877065525706,0.421179454304512,330.5,393.5,259.5,451.25,269.75,572.75,23.1786516408805,10.4762513245786
"ZNF506",335.054559782614,506.849689719953,320.518048787916,0.632372980172899,-0.661152368878845,5.31049889398629e-08,6.92407355792828e-07,515.5,313.5,386.75,660,147.5,517.5,30.557886891572,12.1079550728103
"ZNF324",517.52137246583,511.212520316289,518.055198416945,1.0133851927109,0.0191826538876077,0.788044438197952,0.870185878010116,560.5,511,367,610.5,401,670.5,29.5774521805674,10.6032700401877
"ZNF671",82.9812965365606,141.93042987212,77.9932929466287,0.549517767380125,-0.863761966766904,7.35255265613311e-08,9.23153833492269e-07,117,63,54.75,185.25,35,111,17.954023261601,3.36266113517932
"ZNF416",319.06956649169,344.818616457259,316.890800725372,0.919007227571344,-0.121851887192059,0.192087741900484,0.290704216536893,323.5,305.5,253,413.25,222,406,20.2909537516463,6.90630718832767
"ZNF586",291.348728699733,379.272940495349,283.908987701643,0.748561147892184,-0.417807924017719,0.000632212921776778,0.00282000237476747,363.5,283.5,305,454.5,192.75,382,17.7715228067665,7.32691895532729
"ZNF446",416.281574898281,375.490044772132,419.733165908955,1.11782768079423,0.160697806048312,0.434163426571399,0.551937861747478,349,388,232.25,445.5,281.75,523.25,24.7489069778469,9.82045583728066
"ZNF8",189.166604605554,134.908866361378,193.757643995446,1.43621134193234,0.522268060806574,0.000684384727234844,0.00297444131452067,138,192,91.75,167,134,273.5,7.88911096293545,5.04869343881856
"ZNF264",1367.82932554646,1407.1064489274,1364.50587664499,0.969724698287836,-0.0443528659258488,0.473831859286009,0.592726938368846,1585,1432.5,987.5,1824.25,1003.75,1864.75,83.4747453179729,33.5099260525221
"ZNF213",1070.52895830607,1075.66234783382,1070.0945945768,0.994823883844,-0.0074869505315096,0.450609560402618,0.567868553815939,1106.5,1076.5,828,1383.25,776.5,1412.25,63.4367815597605,22.2784729968156
"ZNF343",538.29057529676,453.12601171053,545.496807600211,1.20385233577959,0.267658442344005,0.0243475594806099,0.0557690720535592,456,537.5,322.25,535.25,396.5,689.75,21.8225492787803,14.0133456292074
"ZNF302",466.812507763885,564.654813382936,458.533543442273,0.812059921521126,-0.300341907757949,0.092604354590468,0.16436060840926,471.5,473,345,733.5,302,667.5,43.3770720550522,13.9346885801813
"ZNF268",556.299252791683,607.030097755553,552.006642833201,0.909356298599037,-0.137082421472806,0.147071072860574,0.234499394422922,651.5,532.5,438.25,832.75,327.75,866.5,41.7126011137867,19.3611227769572
"ZNF184",403.531875423824,331.85732325033,409.59664522312,1.23425525527472,0.30364078787231,0.0167066482428392,0.0396052710092482,346,404.5,236.5,429.5,300.75,574,20.7748572309317,11.7257480695124
"ZNF500",418.390460994405,373.577434503855,422.182332466682,1.1301066217433,0.176458892466803,0.304599482425031,0.421179454304512,380.5,428,260,501.25,319,569.75,25.4450778508245,9.34180313281698
"ZNF419",257.263123389325,211.26867532285,261.154961302642,1.23612722474621,0.305827236013012,0.0441776567673268,0.0907650039037805,201,245.5,146.5,263.5,172,346,10.3697238111748,6.69240980374884
"ZNF175",210.04889582039,224.359984707188,208.837957529969,0.930816418990772,-0.103431435725918,0.423012455776941,0.541136688710879,227.5,222.5,177.5,304.5,133.5,317.5,15.6025419037216,6.53917841419661
"ZNF14",180.375419256887,210.114036934215,177.85907468419,0.846488303586667,-0.240437961171753,0.154291153260872,0.242151393312202,201,177,143.25,291,82,283.25,15.9142588253797,7.70475155289826
"ZNF85",87.3047710387249,119.953662363027,84.5421725420532,0.704790257142757,-0.504734113973221,0.00832025803768427,0.0225645397981997,119.5,64,82.5,154.25,30.75,128.25,8.13543937490745,4.35849317848263
"ZKSCAN1",1513.00009333027,1906.54586532204,1479.70006646943,0.776115641057235,-0.365656465219796,0.000562370478967978,0.00255107198230473,1886,1463,1152.25,2797,833,2222.25,189.720645807483,53.8074622083096
