"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor"
"ZNF862",1626.07052377713,2255.29547008708,1551.97018079851,0.688144946585907,-0.539215617611258,5.25726780511852e-13,1.62019435085016e-11,2816,1463,2015,3635.5,1077,1986,161.154589791341,36.8699692260592
"ZNF684",156.334490867721,187.97265165366,152.608639597521,0.811866185080492,-0.300686138449645,2.09912410329129e-05,9.24159832487983e-05,241,149,193.5,302.5,109,187,11.5600127310781,3.36141707979885
"ZNF430",818.380281054486,580.558085864902,846.387286076813,1.45788562192857,0.543877537806631,1.26732999384286e-06,7.53727838443385e-06,677,743,519.5,894.5,389,1314,53.7387149860834,33.219539531757
"ZFP30",533.801308649549,548.032661514489,532.125360906972,0.970973809182181,-0.0424957136327886,0.434118404841831,0.510993539032572,743,544,553.5,901.5,407,696,38.0536861818415,10.4099386332159
"ZNF549",598.505407336314,578.689959082793,600.838963118665,1.03827438801768,0.0541877596114357,0.30616724487794,0.38158344122655,767,617,626.5,886.5,467,785,34.6393159263795,11.041906839246
"ZNF211",887.221464345748,893.512780506269,886.480570825847,0.992129704427465,-0.0113993536077885,0.926107472442752,0.954256635738885,1107,892,952,1390.5,685,1115,46.6775567277608,15.24764052774
"ZNF205",1042.62724036811,666.394412475052,1086.93410033955,1.63106724785188,0.705816264663156,9.57472998161121e-07,5.90151538866582e-06,766,968,623,940.5,780,1194,34.756314914888,16.5946764161712
"ZNF45",682.50268187827,772.600227414774,671.89239208455,0.869650782181095,-0.201491907671022,0.00357199883553328,0.00846788535136911,1026,703,799,1185,525,873,43.4937834603394,12.1421190148631
"ZNF133",975.582525730291,831.200460448159,992.585603278486,1.19415911144144,0.255995076128759,0.00287555278111067,0.00702109233101337,1003,938,818,1300,765,1132,40.0458676682228,15.6017472233162
"ZNF436",1997.51603727582,1765.01846291706,2024.89599114242,1.14723785256946,0.198164530977178,0.0109066593988231,0.0220080805726252,2327,1964,1786.5,2806.5,1470,2619,129.286881785664,45.5487806800201
"ZNF484",208.932948328988,226.439155382329,206.871339115122,0.913584661477083,-0.130389665943076,0.078477957804329,0.118240123091856,317,216,251.5,373,155,277,14.0916804851333,4.551738494402
"ZNF780B",1139.74144591783,1223.54968449017,1129.87181303206,0.92343762362446,-0.114913581570193,0.0696205391141961,0.106793496650283,1690,1164,1220.5,2012,848,1457,77.2045074695153,23.6614277558554
"ZNF557",433.403716831146,422.886117855533,434.642316311308,1.02779991576785,0.0395594390213052,0.784763448912715,0.829077510074632,546,429,403.5,640.5,327,549,29.6367135967566,7.71198252871524
"ZNF337",1266.37336449911,1155.61556874163,1279.41669773203,1.10713002865236,0.146824671690822,0.0272495547219138,0.0471306074016775,1420,1236,1141.5,1739.5,987,1543,59.1842424089809,21.0939539545973
"ZNF317",1689.93030915546,1566.24516558,1704.49602466635,1.08826897737632,0.122035178249396,0.0415417409553664,0.0677050489609097,1957,1728,1661.5,2241,1382,2041,71.8760514175451,23.1624971589926
"ZNF426",315.383824822784,371.405411696097,308.786472276825,0.831400034982499,-0.266385286221352,0.00264698968997967,0.00659801106546403,495,317,426.5,612.5,196,454,27.6642044008731,8.38531482955873
"ZNF331",1967.32265674658,2729.73086465482,1877.53805741207,0.687810685559836,-0.539916565698385,0.0024046830168004,0.00614629766264503,2753,1714,2097.5,3422.5,1294,2165,364.343731704881,58.4062239693901
"ZNF227",691.250497022194,725.369460670274,687.232495315135,0.947424081901795,-0.0779177516584303,0.245999284906912,0.317086530735526,929,712,779.5,1087,558,848,38.5435484529062,10.5474388068668
"ZNF141",228.925156408766,238.200765319928,227.832819231603,0.956473917812986,-0.0642024667811143,0.257510889932171,0.330667392753811,303,226,246,372,166,293,13.9453086803958,4.51631035237475
"ZNF304",930.49490750575,980.124448303363,924.650310884874,0.943400924735101,-0.0840570798688129,0.131457007320505,0.184148452403518,1321,956,1007,1539.5,724,1189,64.940163811985,16.9690901912929
"ZNF132",467.682356730869,621.041976502863,449.622042226782,0.723980116060173,-0.465978020307213,2.79119159769811e-14,1.18276743952458e-12,810,446,651.5,1008,327,587,42.4957341200195,9.91540333852557
"ZNF20",375.00447160259,378.922665020268,374.543047627254,0.988441922858378,-0.0167718937944694,0.577376301601577,0.651414758098078,493,378,382,594.5,292,455,23.8381795435497,6.15950544287183
"ZNF670",130.990479229811,142.396023500531,129.647311341642,0.910470026862504,-0.135316571159816,0.101108331625039,0.145854146471865,179,133,142.5,227.5,97,171,8.52298447733164,2.50884887627242
"ZFP37",305.405709784563,233.584713712306,313.863671397863,1.34368241144595,0.426192187539959,2.82671824220706e-08,2.17785791842771e-07,324,313,221.5,405,214,440,19.63813790034,7.70599389869763
"ZNF189",1352.47220222323,1440.61746042972,1342.09182251429,0.931608743735449,-0.102203914672446,0.241815930164619,0.314082759868988,1906,1418,1578,2142,1073,1682,72.9076109723075,22.6495352436029
"ZNF434",829.384489021596,828.399680440317,829.500464483263,1.00132880790389,0.00191579199516922,0.785055695380404,0.829077510074632,1030,839,866,1295.5,656,1025,40.5461163142401,13.513596903479
"ZNF287",486.444940559063,421.986161621099,494.035894565729,1.1707395632782,0.22742017698731,0.000876141168142913,0.00251704962712244,544,486,437.5,653.5,380,609,25.5216076139445,9.17905568599518
"ZIM3",0.00711091445341228,0,0.00794832753275624,Inf,Inf,1,1,0,0,0,0,0,0,0,0.00488104561302894
"ZFP14",815.901716195225,766.175475436997,821.757700635815,1.07254503306454,0.101038223589569,0.104954539304843,0.150124847360091,1022,841,781,1241.5,651,1073,48.4642263537725,15.0255686342321
"ZNF473",573.574538892626,595.84604094144,570.951747234183,0.958220258260131,-0.0615707802873594,0.332271874853488,0.411095494800483,780,574,592,916,455,686,35.036980052133,10.127079457361
"ZNF614",862.636695790483,973.563257340921,849.573487943226,0.872643335229858,-0.196535975552006,0.00305243588558509,0.00733883521427904,1373,856,1007,1509.5,615,1166,62.6615646446965,18.2806752114605
"POGK",3046.94315096112,2384.79864971021,3124.92024791482,1.31034972210109,0.389951907186949,1.16928653015988e-09,1.46810419897852e-08,3123,3142,2497.5,3568,2432,3848,109.676173844161,50.4291675152696
"ZNF514",760.971949985114,707.06680906629,767.320060392721,1.08521578237564,0.117981934108661,0.196923953479846,0.261793020508502,907,736,650.5,1159.5,511,1017,53.3739887252073,19.2494545400549
"ZNF300",648.11153969946,408.314649215051,676.351093668681,1.65644581934277,0.728091015103897,2.32720929087217e-13,7.88923949605665e-12,536,679,406.5,629.5,448,905,28.755199260516,16.592718357065
"RBAK",928.438777496334,1054.21579566563,913.626713480389,0.866641077886269,-0.206493474411565,0.000667163889576891,0.00198393472426812,1414,944,1121,1711,716,1184,61.7766266745347,16.4342835805541
"ZNF92",474.088895742615,517.765054690177,468.945395986315,0.905710788587163,-0.142877652210885,0.0569946666976482,0.0894499630115867,638,468,505,817.5,355,606,35.2346765519843,9.46288382251233
"ZNF157",11.2938896666434,19.3768002783381,10.342009973849,0.533731566888813,-0.905813754636315,2.65190444920578e-09,2.89998583316374e-08,27,9,17.5,38,5,16,1.75073483495716,0.389752644475955
"ZNF182",686.492602509225,678.563224396115,687.426401528534,1.01306168211563,0.0187220179427648,0.758115296365317,0.815543132019898,888,713,689.5,1069,550,877,37.2545069122215,11.3886747579068
"ZNF673",620.063741511926,700.617886734599,610.577325208258,0.871484066805665,-0.198453806842292,0.0154458621057781,0.0297169977781129,866,606,713.5,1031.5,479,737,30.0792685228989,9.80883423648135
"ZNF41",568.468875414991,622.693773686736,562.083108951851,0.902663769422276,-0.147739392362334,0.0336281282935645,0.0558820367231293,858,606,680,992.5,419,758,37.3218236855421,11.7847630836468
"ZNF7",1076.80809827625,902.955334805861,1097.28177700829,1.2152115777069,0.281207520032261,2.15807340998772e-05,9.37931905110049e-05,1153,1109,920,1382,878,1330,43.629386237609,15.8792183719878
"ZNF214",244.110949724674,263.234148333482,241.858916355573,0.918797647975259,-0.122180931313421,0.033537287746487,0.0558820367231293,370,249,235,469.5,176,331,20.6668033795575,5.17048269576506
"ZNF215",146.51584260214,106.210510558025,151.262378711127,1.42417523384835,0.510126669794663,1.02812333772158e-07,6.83399630367875e-07,112,145,84,155,93,204,6.6781344637257,3.75678531442266
"ZNF547",148.433727631891,161.687356752909,146.872921008857,0.908376041011717,-0.138638440328053,0.0589323748791125,0.092064862138337,209,137,150,249.5,103,191,10.8749701325387,3.2099012064418
"ZNF773",432.146460651773,412.947254878158,434.407444964435,1.05196835632824,0.0730913083802773,0.264224418645167,0.338007841210232,528,446,413.5,663.5,337,546,24.7789274409482,7.3092365805657
"ZNF776",925.95705537525,970.133087656115,920.754688300258,0.949101417131172,-0.0753658388584023,0.339696542964684,0.417235971250101,1340,969,1075,1526.5,715,1226,55.0944186085342,16.9265674339741
"ZNF256",301.078236280424,290.898383192687,302.277061294748,1.03911564573573,0.0553562242565519,0.422589202748141,0.501902841528723,358,302,285,438,243,368,14.9729120407038,4.3340225549674
"ZNF599",364.764263973977,369.777691871322,364.17386028946,0.984845403860079,-0.0220308196472404,0.789268803446131,0.830938274435523,465,367,363.5,586,284,455,21.0610820827438,6.30770038122187
"ZNF18",490.813967870995,443.884807525168,496.340555616312,1.11817423620242,0.161145009397277,0.00769317553561572,0.0167178622216265,525,481,459.5,622,401,561,16.9799979407436,6.57245827707966
"ZKSCAN2",636.642564167404,615.0338445034,639.187303608874,1.03927175605267,0.0555729495699483,0.832565057614953,0.865034807032872,800,610,623,971.5,489,770,34.919209004718,10.9740825071873
"ZNF689",395.640345608671,459.418344171365,388.129563342804,0.844828179516555,-0.243270137829774,0.000224405571409255,0.000776260088854465,652,420,507,782.5,288,541,32.89801707225,8.93040566837874
"ZNF19",412.088659817823,366.00381210212,417.515817532846,1.14074171833039,0.189972180001365,0.00928239197157023,0.0193557192396216,435,424,351,566.5,313,524,23.4202125245258,7.19565754023251
"ZNF230",353.887663388846,372.894700217694,351.649309750319,0.943025764498738,-0.0846309074368427,0.184176020446716,0.246781308029394,488,360,385,600.5,270,443,23.1135839631853,5.7782817278957
"ZNF222",188.73871542112,199.503674492648,187.470985710101,0.939686881391298,-0.0897479869462489,0.440250871816177,0.51641884271863,258,191,206.5,298.5,148,232,9.52778568901044,3.17453837175259
"ZNF221",47.0733105979087,56.8368260720272,45.9235153624337,0.807988737869291,-0.307592910738707,0.00140101741077052,0.00379955921800964,79,43,46.5,108.5,26,68,5.33507691569126,1.51102898476318
"ZNF233",167.586566938079,94.8163174144034,176.156316881985,1.85786921160498,0.893648943910947,5.90885612820451e-23,1.00155111373066e-20,83,168,56,185,115,243,11.7503935721758,4.69843637832606
"ZNF235",212.541549821896,271.673653843963,205.577888869197,0.756708962979795,-0.402189561386744,9.63660824674869e-09,8.59686893591528e-08,350,208,301.5,418,159,267,15.2967486730196,3.97759236610694
"ZNF208",668.778786009398,581.526919870238,679.053955874089,1.16770854911689,0.223680233795876,0.0254764211849921,0.0447487398016183,654,655,496,1015.5,396,943,51.8156476928359,19.6089548533773
"ZNF714",1251.44998750046,796.250696041279,1305.05629128507,1.63900175883478,0.712817402613608,2.44504896081155e-06,1.34989188430876e-05,1027,1031,683,1372,549,1829,70.4492919413987,55.9369077937214
"ZNF394",1260.96239791974,1119.23480572844,1277.65287284846,1.14154140517183,0.190983188912345,0.0132027017520025,0.0260216040344701,1232,1216,1093,1443,1040,1417,34.1859261985108,13.9321359287156
"ZNF333",521.828506482917,578.902211096274,515.107251847811,0.889800111269823,-0.16844681596412,0.0095486912868995,0.0197378435747496,737,535,555,920,393,663,40.0583089950826,9.96392635775851
"ZNF382",155.256794745334,161.581552541066,154.51196298895,0.956247545335854,-0.0645439555529702,0.449499231464762,0.52364343459297,206,153,166,260.5,109,201,9.25336003103794,3.34251399982774
"ZNF577",718.960585002446,710.897152647679,719.910170848616,1.01267837150194,0.0181760443099638,0.945905228625248,0.968766986416795,824,678,668.5,1144.5,475,925,47.0577015498924,16.0929545204871
"ZNF75A",896.172410727961,977.042935779496,886.648736121093,0.907481855353383,-0.140059297457642,0.0896704127530545,0.131594242092145,1227,848,1003.5,1452.5,655,1099,41.2088301062875,16.1859426057583
"ZNF496",996.836538166323,959.138718516375,1001.27600195743,1.04393241835367,0.062028318361915,0.352087613784891,0.427805380190244,1271,979,1026.5,1488,695,1349,60.1862249844343,21.5696663661122
"ZNF2",323.264410773806,334.145308339778,321.983027627315,0.963601821097258,-0.0534909747797406,0.231295489990407,0.303911515917628,409,327,332,525.5,254,394,20.5593940665863,5.01238642179192
"ZNF589",1391.61474307872,1723.14514031841,1352.57224120818,0.784943885201823,-0.34933857392097,2.30273243708091e-06,1.30104382695071e-05,2207,1246,1739,2691,930,1688,95.0717601624277,29.0031413725008
"PRDM9",0.075019681343559,0.0294709591406028,0.0803837025211526,2.72755637635173,1.4476090161795,1,1,0,0,0,0,0,0,0.0288462014710767,0.0144976697973182
"ZNF12",1851.22366102412,1813.93373365356,1855.6150895967,1.02297843364939,0.0327757306208313,0.63148612430724,0.697308782215486,2348,1918,1854,2783.5,1495,2339,110.546738318959,31.8425126012149
"ZNF202",670.020582375156,581.556725274124,680.438481714399,1.1700294264393,0.226544814290889,0.000270755471915182,0.000908773316626204,710,687,625,851,544,839,25.7066999309804,10.0249290364793
"ZNF3",1740.70278691669,1683.48790788852,1747.44066688208,1.03798824968917,0.0537901120858517,0.423434255684999,0.501902841528723,2066,1730,1720,2403,1422,2062,77.5983833507746,24.7864538723986
"ZNF606",1046.2707235402,887.069608356459,1065.01895866164,1.20060359258038,0.263759890077406,0.000121936121225019,0.0004542455504976,1144,1090,886,1404,838,1337,56.1668248267294,17.8921013996915
"ZNF91",1256.68223146483,1575.00428059024,1219.19520372351,0.774090088991129,-0.36942661717736,1.30171466440187e-08,1.07629578349325e-07,2191,1247,1708.5,2566,893,1615,98.5687064133482,28.3630815053041
"ZNF226",1215.33617779869,1193.87060299947,1217.86405986088,1.02009720048481,0.0287066266832674,0.645760967733332,0.710756389810388,1515,1200,1233,1758,951,1430,52.5239438089987,18.010428621809
"ZNF229",708.727916062144,785.682940522953,699.66534831127,0.8905186968239,-0.167282193238227,0.0051934186972271,0.0118158989151677,1119,735,729.5,1355,510,967,59.2904818821299,14.9016982817006
"ZNF180",478.394637207601,575.607249973032,466.946445285125,0.811224051307558,-0.301827668646012,4.61686901985669e-06,2.33599790706182e-05,780,477,611,885,354,613,34.8651808807701,8.87919493853822
"ZNF641",428.16350860592,486.02192044925,421.349843338941,0.866935884187015,-0.206002794618843,0.0454030544167777,0.0729461395606049,708,452,500.5,828.5,274,604,33.3525362307428,11.8301863292354
"ZNF610",346.157295662373,290.179334771645,352.749510617569,1.215625884921,0.281699300316356,0.000321279106834378,0.0010415085249222,382,362,289,502,266,460,22.0438627830533,6.55975302033621
"ZNF528",1088.13261554357,923.065287235369,1107.57168215072,1.19988444746738,0.262895476589859,0.000137990682841502,0.000501898435731068,1235,1088,920,1545,822,1436,60.0589934582852,21.3927020650179
"ZNF701",336.901994158478,316.092408642976,339.352623989645,1.07358675726041,0.102438781054079,0.0766130271951786,0.116990163149394,396,352,334,489,261,441,17.7010876081434,6.37843330736695
"ZNF283",116.411540825208,129.26848365782,114.897449753104,0.88882801516604,-0.170023804820857,0.0198540046385892,0.0361855245832352,174,115,133.5,200.5,87,148,8.24128453971199,2.18317211166721
"ZNF558",975.744502631927,940.613897531182,979.881639759559,1.04174692967161,0.0590048480087228,0.385770361232583,0.465395560348205,1242,1021,958.5,1533,771,1263,53.522595217286,17.6371765185314
"ZNF597",164.263713915919,143.838711906705,166.66905347389,1.15872181601566,0.212534248116016,0.000959065660375497,0.00273212822577558,196,169,151.5,222.5,123,217,8.23184947918166,3.51396259000177
"ZNF30",197.017026817798,168.031250292865,200.430521458459,1.19281693797508,0.254372649118253,0.000115923071387393,0.000436643568892513,213,195,159,264.5,141,252,10.0880751248793,4.09713152864305
"ZNF354A",646.612785397151,630.041921453518,648.564244424445,1.02939855641383,0.0418016644823479,0.616412706332751,0.687381274496061,833,661,650,943.5,504,797,31.7010375169506,9.95219029765559
"ZNF764",411.495831403931,398.523023135698,413.023567307775,1.03638571256933,0.0515610320283197,0.430598673648834,0.508616551801236,476,404,443,583.5,335,477,17.331662410372,5.61971561954936
"ZNF747",805.040292543914,701.435775243295,817.241223723028,1.16509772179722,0.220450965042346,0.00252017877084904,0.00632844891346537,899,821,705.5,1092.5,672,960,36.8836198144011,10.9540920731423
"ZNF778",273.88406356389,238.845934168459,278.010310339,1.16397338437806,0.219058069702559,0.00858163574092253,0.0182966950702688,318,265,235.5,390,184,382,19.7028897707451,7.29956890947119
"ZNF212",960.537645215985,858.369899832661,972.569375710229,1.13304226522835,0.180201678191133,0.00504387215150157,0.0115531936443178,1054,980,873.5,1243.5,786,1149,40.4260323770502,13.3214909341516
"ZNF282",1777.76153106259,1389.40525057386,1823.49610301635,1.31242925867971,0.392239662091192,1.18940484915953e-08,1.03386729196174e-07,1635,1796,1453.5,2032.5,1486,2068,65.1249518900864,23.0887387181327
"ZNF160",1842.54104071119,1704.65067679477,1858.77962648179,1.0904167356897,0.124879609874293,0.0389359218245655,0.0637646255967523,2169,1937,1739.5,2697.5,1454,2367,91.5406332471548,30.6981484718593
"ZNF415",769.822713346934,671.636873444286,781.385516848444,1.16340473214543,0.218353077448398,0.00201023547989305,0.00524207559756727,851,793,697.5,1084.5,603,981,40.7640227932645,13.6051662227996
"ZNF439",445.933560691719,405.509233765057,450.694110170108,1.11142749077628,0.15241383040743,0.00615289198829212,0.0138134462518611,523,466,405.5,597.5,346,580,22.4611201147556,7.85904159263975
"ZNF440",384.577523507715,389.133986584718,384.040934043557,0.986911828016203,-0.0190068966960066,0.828450211865694,0.864137297915293,534,393,409.5,612,294,498,25.0749269961637,7.4862663346113
"ZNF562",844.020406786227,783.459454195345,851.152335334854,1.08640253273736,0.11955874806363,0.0306514965451109,0.051954286643963,1040,863,850,1164,630,1095,43.5650481651145,15.5845407073845
"ZNF561",1703.97829312035,1631.76246069981,1712.48275242737,1.04946816321105,0.0696584015283843,0.310289255308846,0.385304240108787,2139,1747,1774.5,2499.5,1353,2139,93.108559623829,27.388748831437
"ZNF584",556.914686485649,431.30906125389,571.706566502962,1.3255148520203,0.406552835287017,1.22756510872625e-08,1.0403614296455e-07,525,558,450.5,605,452,671,23.7243209824082,8.00034967124387
"ZNF274",2288.51736769023,2153.83453392302,2304.37822036941,1.06989566007756,0.0974701068800923,0.0642169656332325,0.0992048029902656,2707,2385,2026,3303.5,1774,2918,117.181087150643,37.3191051324922
"ZIK1",345.612494748287,389.97733372075,340.387892953126,0.872840197417388,-0.196210550421857,0.00424343775032668,0.00985291368055305,533,352,395,681,234,481,28.6526944496733,8.01222613674029
"ZNF540",719.282038472471,637.553774677319,728.906724228787,1.14328665781597,0.193187177794727,0.0468646925527593,0.0745874684290394,878,702,639.5,1011.5,479,971,37.2053364491947,16.9362284300527
"ZNF570",149.897799067334,180.97692803635,146.237781883358,0.808046547535527,-0.307489693043421,7.61926116771503e-05,0.000290216801781505,244,152,180.5,299,102,205,12.6080612762316,3.50457654684302
"ZNF57",216.475244734942,196.694993559938,218.804655551959,1.11240581975099,0.153683197535396,0.0429933009244127,0.0694034714922663,263,217,181,297.5,173,269,11.9289295027806,3.61700914793897
"ZNF556",0.636103809317787,0.480713216924732,0.654403300238326,1.36131746995587,0.445003553925505,0.655688199203089,0.719347247669409,0,0,0,1,0,1,0.127381376647232,0.0600910460965758
"ZNF554",441.398081626592,412.565306486205,444.79355814013,1.0781167275756,0.108513386975083,0.245501532280983,0.317086530735526,525,437,421.5,620.5,343,539,22.9092465902338,6.68737255887752
"ZNF738",368.430327474417,397.369570542135,365.022312821732,0.918596540554749,-0.12249674452457,0.0969868142255381,0.141109570911834,512,357,421,592.5,263,466,21.5958486142995,7.71870115450519
"ZNF596",284.170421694712,305.339973871468,281.677400580084,0.922504174637335,-0.116372655026032,0.0310652818439191,0.0521343096291513,393,276,282.5,511.5,195,368,21.6622738536433,6.19005669547699
"ZNF621",1413.01600210882,1271.31938932254,1429.70282876429,1.1245819428005,0.169388787095992,0.0104866839035009,0.0214155773691976,1742,1466,1342.5,1981.5,1141,1800,70.6522221915859,24.1458559639049
"ZNF680",1896.9331113791,2171.40526522624,1864.61004336117,0.858711210303203,-0.219755068895069,0.000768449654466303,0.0022457278695179,2810,1876,2047,3601.5,1407,2430,132.240870543035,40.6370331121445
"ZNF483",205.07575499284,242.89604651216,200.621868366812,0.825957734790749,-0.275860135721894,0.0218544918974289,0.0391993267366582,316,181,202.5,400,119,276,17.4576075422768,6.34405587491504
"ZNF417",380.909211995219,457.277682789495,371.915719426632,0.813325761182709,-0.29809478451702,2.51140249644871e-05,0.000106420680787014,611,377,530.5,741.5,263,515,30.5501883798558,8.49714614160675
"ZNF791",692.436707631946,930.452158793645,664.406943922285,0.714068893970546,-0.48586482148069,8.41160854320477e-11,1.5841862756369e-09,1275,709,959,1583.5,422,945,69.433452734518,17.3511451972605
"ZNF519",88.2610071473127,111.220155143401,85.5572352276137,0.769260167973162,-0.378456486861518,2.46882881495998e-06,1.34989188430876e-05,153,85,101.5,184.5,60,112,7.78797135304931,2.0777335903821
"ZNF25",734.453676231533,805.918255948256,726.037687801819,0.900882542916901,-0.150589075194366,0.0288799050025561,0.0494458979589218,1067,734,819.5,1235,582,930,40.2443739492609,12.0256045165054
"ZNF77",206.294503319506,200.881942790297,206.931910647297,1.03011703178974,0.0428082515747822,0.670453579296815,0.733173430263291,238,197,187,288.5,157,246,14.4672944342655,3.86268568896179
"ZNF169",141.449754047728,159.464874714924,139.328212891312,0.873723527769919,-0.194751254766804,0.0144568612330715,0.0283287627630707,210,140,146,261,95,190,12.6993801934677,3.17441310515143
"ZNF613",423.073587270735,366.300167763067,429.759478989203,1.17324401354679,0.230503099063475,0.000606634176280787,0.00181990252884236,445,423,361,534.5,335,512,22.6734247749905,7.70090312499786
"ZNF404",275.602092072003,177.286058751019,287.180227732558,1.61986920886924,0.695877332040028,9.204745315135e-08,6.36818094251177e-07,194,264,136.5,280.5,183,348,13.053646462205,7.63069731934871
"ZNF135",606.031885721929,579.918146854623,609.107156366981,1.05033298176764,0.0708467707379142,0.28101987671975,0.355469172417892,752,621,597.5,884.5,484,753,30.4439619231984,9.96627407658677
