"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","IQRhealthy","IQRtumor","SEhealthy","SEtumor"
"ZNF195",1237.36629906302,764.703396194416,1265.62332043016,1.65505126134996,0.726875901836166,0.0110772699865148,0.0962870391135516,484,1128,399,1090.25,125.313233984166,66.3135594324082
"ZNF263",1622.6507849047,1371.84686189121,1637.64449769355,1.19375168117229,0.255502764911496,0.360960394870289,0.634804687426538,1119,1621.5,804,701.25,154.174131455045,43.8069706571162
"ZNF200",661.698199320244,378.030450470125,678.656597349327,1.79524320462899,0.844179301621925,0.00841275792918263,0.0838801452350856,279,665,260,336,57.9417205060966,23.4336813226427
"ZNF582",30.3786764599449,88.8100096000906,26.8854989352623,0.302730503648486,-1.72389404395322,0.006932961660642,0.0745769990185893,53,19,115,27.25,25.7030081527274,3.09935084790536
"ZNF285",40.2976425053121,105.111614473545,36.4228941811242,0.346516361332183,-1.52900462172968,0.0193171249610801,0.116937595746539,74,21,65.5,42.5,17.9049833775982,4.62216931828846
"ZNF275",2187.57340042533,1980.93944209064,2199.92651749969,1.11054708223586,0.151270558007182,0.745911997592275,0.908649940333119,1637,2195.5,1518,1589.25,364.704084733757,96.2816297543029
"ZNF37A",1467.48657205412,1634.11704446867,1457.52496772499,0.891934254439466,-0.164990723631738,0.388914963426672,0.653211530874205,1298,1507,1203,1169.75,286.885377519857,63.1798404206764
"ZNF510",920.883443361252,866.733333390964,924.120678196433,1.0662110739193,0.0924930714486389,0.898825154471965,0.961204187274435,768,932.5,555,610.5,162.658116335821,48.6714798189444
"ZNF506",1115.26987274759,1286.46822942484,1105.03518838101,0.858968113713202,-0.219323517704837,0.741516937721281,0.908649940333119,1077,1080,624.5,906.25,169.267288263365,86.3431037606883
"ZNF324",609.07637807918,570.323960215594,611.393098712329,1.07201019308607,0.100318623561363,0.713242322798979,0.892210876121232,407,568.5,378.5,296.5,75.6372049778382,29.7289641590676
"ZNF671",168.174858385202,246.501297988729,163.492299495861,0.663251272223873,-0.592372557106874,0.0363297329372529,0.171052492579566,152,146,242,149.25,73.0559957320184,10.6847802219579
"ZNF416",299.684355409401,280.265088255203,300.845289858837,1.07343119948245,0.102229726039404,0.556520291608214,0.78613235632649,181,292,176.5,218,38.7402667061394,12.3831917470983
"ZNF586",590.621721952049,552.753539560398,592.885580681984,1.07260386094226,0.101117351605075,0.560240113070044,0.788055594733382,450,585,225,399.75,61.9782686521975,24.2075077861466
"ZNF446",555.10855056,404.836985276351,564.092176745435,1.39338103301104,0.478589830276797,0.189034701661785,0.459688004454553,316,500.5,185,314.5,47.011674301828,27.9714845407961
"ZNF8",620.883699677666,480.712495442471,629.263499930857,1.30902255692699,0.388489957853296,0.234933093223959,0.520538030084458,375,606.5,231,483.5,82.8908672156866,29.0490014241599
"ZNF264",3170.35705052888,2963.0326399263,3182.751444641,1.07415335280281,0.103199976130102,0.723785233242314,0.898766278641555,2329,3270,1601,2402.25,491.914651940139,143.243023029435
"ZNF213",2153.76606860504,1568.8329744531,2188.73489488587,1.39513570311643,0.480405458033854,0.171696175616897,0.434365698015882,1114,2094,420,1080,154.786795516012,63.6901364654431
"ZNF343",862.312994109305,634.790892949558,875.914858852551,1.37984786577925,0.464509212376721,0.25515344859511,0.537248565675419,433,833.5,430,551.75,126.715357467758,28.3699814793379
"ZNF302",1064.65867177381,1088.66185843598,1063.22369865813,0.976633552851397,-0.0341107513776923,0.936061964997649,0.975904110846705,998,1076.5,775,755,171.775136503107,56.5084888097848
"ZNF268",1042.89691984852,1071.52334116345,1041.18555770469,0.971687239751759,-0.0414360714563162,0.866254667654971,0.950357062572929,837,1030.5,678,819,158.089393060847,55.2700118791835
"ZNF184",626.917876867279,395.779647214129,640.735923205239,1.61892085082026,0.695032453879891,0.0162340001254043,0.106763739005385,281,633.5,61.5,368.25,63.883196616304,29.1464778338109
"ZNF500",707.880898510999,587.744618549081,715.062958726114,1.21662187310423,0.28288084712901,0.535538473312289,0.782532510572699,459,687,358.5,373.5,92.715400309471,21.0006091437896
"ZNF419",216.157222436758,158.950601658926,219.57718346152,1.38141775601885,0.466149672526276,0.276542005763644,0.568168120932577,112,200.5,42,170.75,27.2487773628212,10.6348626977929
"ZNF175",390.577023289882,546.254284126413,381.270230522481,0.697972064662558,-0.518758799110458,0.0634612828264726,0.23903749864638,398,370,358.5,343.5,102.518855351,23.4237216094674
"ZNF14",419.168429170769,499.946989640598,414.339276099203,0.828766418609826,-0.270962548289779,0.545250080733333,0.78613235632649,426,422,272.5,313.25,65.7211489665816,28.2731964059532
"ZNF85",153.093971643551,388.491336846222,139.021303071652,0.35784917161919,-1.48257645490652,0.0235159588725275,0.128579194480432,229,84.5,282,202.5,53.3455753856226,18.2794611810326
"ZKSCAN1",5529.95841973295,5000.20068826762,5561.62871889664,1.11228109942594,0.153521436891156,0.705740316005104,0.891760311902445,3658,5110.5,1933.5,4538,978.100820404539,353.261738624038
"ZNF862",1107.33016087109,1632.39833755885,1075.94021552562,0.659116216164875,-0.60139522949855,0.0148878357435948,0.106532611380877,1175,990,1052,1052.25,278.679267051386,62.1958082725659
"ZNF684",160.646154066144,180.303216249866,159.471003609509,0.884460116277193,-0.177131007196544,0.752821630866895,0.908649940333119,135,159.5,106,117,24.373403740909,6.89859922201573
"ZNF430",487.314375268787,479.127198967507,487.803826025928,1.01810923503637,0.02589235943987,0.502485450817545,0.750407787784793,353,483,230.5,385.75,53.7210579392821,23.7521076950061
"ZFP30",331.847264988374,424.836031934588,326.288153920938,0.768033145482295,-0.380759521192132,0.239427268082756,0.527050934286068,358,276,276.5,400.75,83.0849609965706,26.1517082133069
"ZNF549",315.116906783878,390.538832389632,310.607987318317,0.795331889066617,-0.33037107751826,0.300090185415279,0.581405657635399,337,288.5,286,379.25,76.6508020476332,25.6012946724326
"ZNF211",541.058226742713,583.934521974825,538.494969962532,0.922183823181717,-0.116873736468047,0.5442556335377,0.78613235632649,478,513.5,362,411.5,110.234400894167,24.9415599736968
"ZNF205",788.368490772949,522.889361488924,804.239525675798,1.53806825096944,0.621119523553605,0.0406835648241431,0.183551841268192,356,753.5,196.5,387.5,46.4533001078405,22.1994856097269
"ZNF45",622.056060127778,528.139379523646,627.670644294329,1.18845643523203,0.249089019959661,0.47943397505226,0.738623170851273,391,597,306,405.25,91.4691656486644,30.4549793722683
"ZNF133",931.051068397925,673.450194496041,946.451120642059,1.40537656440995,0.490956745974485,0.0848431854599872,0.281978822264075,462,931.5,396.5,544.25,79.4916597319628,34.3987102241931
"ZNF436",2076.1966981917,1796.67981735116,2092.90694650282,1.1648747463465,0.220174836819919,0.581953358962451,0.798713314527412,1144,1843,1249,1435.25,361.042643025231,105.183040499593
"ZNF484",475.873635615836,300.578650611668,486.35322711065,1.61805645916946,0.694261948894401,0.113998952613371,0.330304657572076,233,444.5,252,323.25,71.0887351446262,22.9028129313086
"ZNF780B",940.594025322326,1007.4563769793,936.596819516747,0.929664887650014,-0.10521732710892,0.417572225603011,0.68385016656725,884,904,956.5,749.25,246.820649577484,49.2311774426869
"ZNF557",537.009427782858,479.889705607461,540.424193782474,1.12614250205344,0.171389397576023,0.649421274591327,0.843501195733563,363,551,254,277.75,73.9589566768439,20.8781274160364
"ZNF337",1193.07801717388,963.948766107034,1206.77596153113,1.25190881918421,0.324129489665801,0.481466635060113,0.738623170851273,868,1248.5,654,681.5,189.422589348187,48.1056099513933
"ZNF317",2664.97002619391,2222.411081215,2691.42735442635,1.21103938743634,0.276245787521927,0.230547323376062,0.520538030084458,1616,2720,982,1156.5,267.117286277207,79.7431425620423
"ZNF426",655.252258189166,1153.59990691625,625.459735710917,0.542180813262085,-0.883154035015716,0.202024718714423,0.475599858640204,488,491.5,727,430.25,318.61636300865,42.574653202548
"ZNF331",740.696914074208,1666.60146813385,685.343924429338,0.411222441317503,-1.28200909715022,0.00067885032976331,0.024476968457341,897,545,2023,868.5,493.757895637257,65.6533486705326
"ZNF227",691.593212008459,564.919009144256,699.166126310123,1.23763958194507,0.307591242625753,0.314299361701577,0.588534488078951,432,700.5,341,395,90.1826246298253,29.9357018281539
"ZNF141",191.739150501915,245.034908019615,188.552991085096,0.769494406364346,-0.378017255585014,0.27129866148064,0.564234639521086,210,175.5,188,195.5,46.1553610685899,13.1133415485665
"ZNF304",818.866619566706,758.223084850795,822.492048272548,1.08476260444431,0.117379349707229,0.894965232040666,0.960105106524639,571,858.5,335.5,566.75,162.162198160967,35.0668891608169
"ZNF132",157.028503225386,290.219348822292,149.066007021223,0.513632215171498,-0.961192403309904,0.00682385837335881,0.0745769990185893,235,128.5,170,112,51.0974276009861,9.76682866431619
"ZNF20",269.370815203782,227.671577125169,271.863704436742,1.19410471816285,0.255929360681152,0.456477500252232,0.716416076784753,161,282.5,68,157,29.1075804502783,9.36066318827385
"ZNF670",249.655251012086,175.48108552312,254.089576122839,1.44795990613679,0.53402165489456,0.18929066179367,0.459688004454553,148,248.5,106,171,29.3201761125803,13.3305757013934
"ZFP37",166.978698181437,108.722646900609,170.461396899313,1.56785547223794,0.648792575335973,0.351517424885103,0.630499508127249,78,149,99,186.25,35.3726326486433,13.7503516030142
"ZNF189",1370.10778206766,1353.93277210203,1371.07476635908,1.01266089026743,0.0181511397511902,1,1,1191,1320,915.5,988.25,204.366972635336,60.7314964152584
"ZNF434",1005.51282389772,820.614377900782,1016.56653534319,1.2387871364668,0.308928307295447,0.302448630675092,0.581405657635399,629,1006.5,376.5,423.5,99.6636575091401,23.7548047884998
"ZNF287",166.9388305536,269.679087753827,160.796749960108,0.596252202198524,-0.74600540530796,0.0309679477558032,0.155498292461517,212,150.5,150.5,195,49.4488633099349,10.7371051106525
"ZIM3",1.02630114305491,0.160815492013718,1.07804213306281,6.70359627398862,2.74493526493026,1,1,0,0,0,0,0.0909090909090909,0.498083856931902
"ZFP14",391.486146783679,373.428450573455,392.56568297016,1.05124738719644,0.0721022147649196,0.920295120864388,0.970515428120141,267,362.5,310.5,383.75,76.134667552343,25.2062988154583
"ZNF473",909.318216158707,582.713667682247,928.843488078495,1.59399639924868,0.672648370362302,0.0163767387264897,0.106763739005385,459,859,287,630.5,86.0358084205554,40.1622018611841
"ZNF614",663.574860419358,613.469754331274,666.570274370276,1.08655768220698,0.119764765062247,1,1,392,582,523,735.75,194.302214123317,56.3108734296721
"POGK",5660.24131353885,3152.17371158768,5810.18013756854,1.84322967868483,0.882235851573155,0.000379011663279037,0.0160606192314492,2393,5554.5,1424,3002.25,445.413762511567,224.912201051406
"ZNF514",721.424086684239,646.212129621764,725.92045368254,1.1233469945967,0.167803635716004,0.700317555248467,0.891760311902445,409,699.5,413.5,484.75,130.690739616423,36.48463236981
"ZNF300",299.345305564113,214.060784017246,304.443836743545,1.4222307843132,0.508155588986032,0.338015749986155,0.616060963684443,173,253.5,127.5,358.75,46.0554642265602,22.9503307705243
"RBAK",2324.00521104407,1481.2581655929,2374.38682789169,1.6029527350766,0.680731886580487,0.00642113230386011,0.0745769990185893,1142,2349,594,1308.25,212.33174962974,88.9590282452382
"ZNF92",893.347992491231,554.42676035115,913.60958789091,1.64784540218129,0.720580897880026,0.00306444754358146,0.0507377114193257,444,886,191,612,53.4920709347896,81.6689470521905
"ZNF157",4.98279413418043,3.57051550561084,5.06722383480144,1.41918550047986,0.505063175114738,1,1,2,2,6.5,5,1.86972398192756,0.729698597312925
"ZNF182",494.667428611569,397.184465511941,500.495214449047,1.26010772804003,0.333547076634296,0.282163475470866,0.569365584432283,294,476.5,212,343.25,72.0141170733297,24.6334707615125
"ZNF673",477.78231309639,360.47076442446,484.795503506125,1.34489548488118,0.427494061776444,0.402552844794552,0.668948109732124,293,486.5,338,291.75,76.7414894196556,19.1919928802428
"ZNF41",813.791946530194,750.44253198,817.579139791347,1.08946269027984,0.123616790790755,0.592807558995653,0.803704526542904,657,776,411,512.75,104.616015713664,43.4765964559507
"ZNF7",1442.66685074128,830.594548159779,1479.25812969995,1.78096296559774,0.832657516493432,0.00280303845751003,0.0507377114193257,702,1439.5,268,731.25,101.404859126895,46.4829895985851
"ZNF214",77.1335899969975,63.3843267340052,77.9555568225024,1.22988695848496,0.298525720501382,0.815264940650251,0.923662751336189,46,65,44,98.75,15.9313091605884,6.2167818889153
"ZNF215",183.173543509572,61.4434258969864,190.450887497281,3.09961374576644,1.6320884471814,0.00507092968059574,0.0698101865921534,29,135.5,57.5,287,12.5924679048185,16.4039127094367
"ZNF547",116.008304364068,89.6962161558434,117.581309637386,1.31088372148379,0.390539720739992,0.462825682398879,0.723031826420369,66,112,44.5,91,13.7479675432497,6.78936245006357
"ZNF773",186.943103887765,177.955677122408,187.48039570526,1.05352298244635,0.0752217866751288,0.841019562183916,0.935480324372854,140,177.5,86,177.5,28.1163462352389,10.6035240635625
"ZNF776",1076.10439174374,1016.90872143502,1079.64326333828,1.06169141888638,0.0863645070712697,0.639182985021265,0.843501195733563,761,1094.5,478,696.75,135.795969949573,44.6867056871374
