"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","IQRhealthy","IQRtumor","SEhealthy","SEtumor"
"ZNF195",829.134270401712,628.660075940144,858.224451600298,1.36516455306446,0.449074859996214,1.71336866689272e-10,9.36825771091343e-10,772,854,295,451,20.7011566457086,13.0521363560182
"ZNF263",1646.098357878,1267.6529383124,1701.01338501406,1.34186048373666,0.424234679075634,1.11515201012965e-06,3.74293595479161e-06,1597,1617,570,798,38.674841091898,21.3260874884611
"ZNF200",431.683886271003,355.215082159273,442.780034449196,1.24651248409171,0.317897331804148,7.3340286467854e-05,0.000200502879940343,441,445,195,247,12.9227899295906,6.20294385274015
"ZNF582",91.3943601530105,167.356267052438,80.3717662384703,0.480243540645462,-1.05816188535144,2.8910914924931e-29,1.08897779550573e-27,211,75,80,74,5.4157058230322,2.18572745378416
"ZNF285",121.044281344275,154.045499289068,116.255578177933,0.754683380653522,-0.406056590803661,7.62621449850375e-07,2.66524403607502e-06,192,101,87,117,6.71828139720981,3.09654918631972
"ZNF275",1445.07094881502,1570.26749858227,1426.90407038985,0.908701270119992,-0.138121999531839,0.156667135737184,0.214153866995587,2003,1297,787,1088,53.2378441640569,37.8530599385531
"ZNF37A",1021.07785999823,1092.09111577965,1010.77334931679,0.925539393840037,-0.111633697889142,0.372415431052213,0.444538137770071,1294,1035,647,924,44.3442518846278,22.8858854844339
"ZNF510",580.026955586216,685.70849973894,564.691838380703,0.823515879700615,-0.280131625452494,0.000215093603490987,0.000556616271629348,813,576,394,495,28.872273481075,12.2279207358041
"ZNF506",912.920516820142,932.56791422449,910.069544643358,0.975874819154762,-0.0352319976804307,0.502991007110211,0.574121048519736,1138,932,436,564,31.9342947332859,14.5680866494311
"ZNF324",371.14151057852,397.194170414036,367.361090872354,0.924890439578748,-0.112645617515598,0.0188814267010453,0.0336884402718651,497,362,206,213,13.5027364372038,5.60343682658437
"ZNF671",450.15406955924,366.450098789348,462.300090064657,1.26156355692623,0.335212890382795,5.75129380417867e-10,2.90998298450234e-09,437,452,279,491,15.5610474468903,11.592713974796
"ZNF416",247.916856863366,238.781475279577,249.242463414894,1.04380988149549,0.0618589647804634,0.344239865592871,0.418681675085512,287,251,141,192,8.36406234942309,4.80458273680989
"ZNF586",324.923352924948,313.472260374852,326.584985027267,1.04183057421647,0.0591206810601955,0.450020976870014,0.526059003996327,371,318,149,218,10.7601626710561,5.56404585885132
"ZNF446",612.857539971732,498.912922847423,629.391685763674,1.26152612398086,0.335170082293129,0.0950696514308591,0.136561914555344,601,549,300,297,16.6514634270765,8.57393054663395
"ZNF8",201.802878803772,180.523887101789,204.890606508559,1.13497781262061,0.182664094930211,0.558794441669881,0.623129328046348,228,199,107,138,6.70471259699869,3.76671864535495
