"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor"
"ZNF195",663.539551440888,488.094990249823,682.898951296454,1.39911075700024,0.484510174261205,0.000463997263413896,0.00196618840371638,662,669.5,564.5,801.75,492.25,894.5,40.7485060426473,21.388997385848
"ZNF263",1599.47738413594,1076.96909752342,1657.13347093456,1.53870104048972,0.621712952718566,2.69676177552521e-05,0.000172490989038311,1487,1549,1291.5,1663.5,1192,2012.75,59.9210078873839,40.1409254866618
"ZNF200",363.463497672532,260.806945816297,374.791117187702,1.43704423214131,0.523104468551565,0.000283744000237949,0.00129985427136033,359,368,301.5,444,263.5,510.25,17.8497020607985,11.327790995289
"ZNF582",67.1203418022658,134.733764145428,59.6595503712961,0.442795840743389,-1.17528642418404,1.40306449491196e-11,9.51277727550312e-10,200.5,55,156,233.25,30,91,11.5170313487769,2.92638140029846
"ZNF285",105.702565078551,121.18674271787,103.993966166626,0.858129889741569,-0.22073205893039,0.184575703711458,0.298876280177626,168,96,128.5,219.5,53,155.75,9.98846203075926,5.23940093927911
"ZNF275",936.30210200547,1308.88538718853,895.189463640443,0.683932659347124,-0.548073811894079,0.000296852958862081,0.00132412043492428,1931,773.5,1637.5,2236.25,527.25,1170,103.590582530761,46.0849409012527
"ZNF37A",671.932801602891,863.528827132828,650.791171199587,0.753641512305278,-0.408049660791893,0.00319858546980359,0.010426158406379,1255,661,1065.75,1429.5,390.75,1028.75,65.9841430349478,28.763338806314
"ZNF510",390.899053396195,485.10098064055,380.504357976128,0.784381753823074,-0.350372118734064,0.0210157775504566,0.0539723378000362,717,378,567.75,794.75,243.75,572.25,38.9418892020792,17.0593481841015
"ZNF506",710.723773858395,738.940984842321,707.61015057741,0.95760035658112,-0.0625044053902862,0.395151699871958,0.527831242677045,1021.5,715.5,859,1202,539.5,960.75,52.3938006978163,21.7013569728165
"ZNF324",327.362974607218,374.835238209269,322.124655864922,0.859376662140504,-0.218637496122418,0.0180856127659116,0.0475273079662327,558.5,318.5,439,673,226.25,422.75,30.0877329386429,9.81772667355569
"ZNF671",282.823077686392,326.97154555053,277.951522611728,0.850078627312154,-0.234331806593362,0.147925476152074,0.258778271783243,441.5,231,292.75,640.25,114.5,442,36.2613163649105,14.9824245883692
"ZNF416",172.926555208694,189.351911809479,171.114102066538,0.903682991269233,-0.14611132571177,0.139137401004607,0.247913089769924,257.5,166.5,199.25,340.25,110,238,17.0515767277167,6.06561123964527
"ZNF586",259.241367112349,244.21775943946,260.899144510736,1.06830537267054,0.0953240970862579,0.648096701755542,0.754999250498725,329.5,258,282.25,374.5,189.5,349.25,17.3874694174263,8.21845505362391
"ZNF446",693.690258688285,510.073864448553,713.951378052669,1.39970194086405,0.485119645585896,0.0420568321886897,0.0950484407464387,697.5,643,611.25,805.75,464.25,873.5,25.1106999708131,17.2939331501598
"ZNF8",166.364635003269,157.084000269696,167.388705042835,1.06559996406666,0.0916659388723616,0.484147609116459,0.62419081164002,227,163.5,184.5,286,106,246.75,13.5769721730251,6.29346214569758
"ZNF264",1362.33601407376,1223.81225459533,1377.62139443001,1.1256803396576,0.170797202316631,0.0864990645800338,0.16566769995837,1669.5,1393,1474.25,2062.25,938.5,1963.5,91.701769839703,48.2618975677839
"ZNF213",1186.05331378303,791.290411760045,1229.61335814419,1.55393435819498,0.635925562235488,0.0010955093591019,0.00399330830898435,1069.5,1107,887.5,1303.75,823.5,1425.5,63.9961566386305,35.1151424345222
"ZNF343",539.415369047242,392.737004033377,555.600567945324,1.41468861410906,0.500484537638513,0.000115543780073362,0.000576019727130438,562,520,460.5,616.25,388.25,736,25.9002082043802,18.9908955832786
"ZNF302",1090.64029223838,938.55626430789,1107.42197807899,1.17992071460481,0.238689920189289,0.0389847345788338,0.0895263539395095,1316,1125,1080.75,1541.5,777.75,1512.25,64.3254563405293,37.8581877093992
"ZNF268",872.002734783935,878.91846633391,871.23961957842,0.991263300238167,-0.0126597766342596,0.81838767840606,0.889209689037353,1341.5,866.5,1043.5,1596.75,501.75,1293.25,76.8595445304841,40.4879384622927
"ZNF184",358.844067135653,463.825432182856,347.259916509755,0.748686666178437,-0.417566034054227,0.00136149198495615,0.00476195929853177,665.5,333.5,521.75,773.75,219,498.25,36.8522444652563,18.6614757020504
"ZNF500",557.366778240009,435.955794150241,570.763852346466,1.30922414612929,0.38871211548473,0.00130712299292552,0.00466436520633424,595,550.5,500.5,706.25,386.75,785,26.9735510201586,19.3010059331155
"ZNF419",297.685961254389,245.017102619331,303.497697379637,1.23867964372742,0.308803115512156,0.0568012507714575,0.119600149139901,344.5,298.5,276.5,415,209.25,402,17.8376264138093,9.96486616766055
"ZNF175",306.330891757824,330.385110422088,303.676633146594,0.919159561272687,-0.121612767350134,0.58931735356999,0.708434690993711,475,304.5,388,561.25,206.25,471,26.1817084018349,11.721251397576
"ZNF14",293.717997562721,412.892736522637,280.567681539558,0.679517116000844,-0.557418204147025,2.20788853581093e-06,1.87118553409976e-05,595,280,409,684.25,182.25,392,46.8882064729501,10.1259842112192
"ZNF85",138.433402401347,128.917799731472,139.483399937334,1.08195610092531,0.113641964726499,0.716147394671979,0.809377250677259,182.5,135.5,138.5,220,92,187,11.6822091590886,5.02502196566171
"ZKSCAN1",1320.05826107308,1595.90668451092,1289.6198143489,0.808079712219589,-0.307430481673087,0.320085496224921,0.443740346436484,2506,1156,1883,3025.75,604,2158,165.667088288184,89.8186951013305
"ZNF862",1915.75751628781,1004.04303926593,2016.36049306264,2.00824109545824,1.00593247961851,1.72098544905173e-06,1.5353001769172e-05,1333,1867,1049.25,1706.5,1077.25,2857,88.6277069104671,92.2249198608948
"ZNF684",224.948199678327,267.245179724442,220.280946707721,0.824265369107326,-0.278819212502523,0.0214628036325229,0.054705943093423,368.5,212.5,303.25,451,134.5,303.75,22.539150945695,10.0310265501308
"ZNF430",115.764964518647,159.531951639634,110.935503870814,0.695381099087948,-0.524124240681568,0.0115343632261102,0.0337081821866495,215.5,109,174,285.75,54.25,187.25,17.1236460496081,6.66646217150057
"ZFP30",299.215599774213,317.333322118053,297.216402825928,0.936606344528037,-0.0944852840678372,0.857200346455891,0.913807916504865,441,305,351.75,559.5,194,459,25.4636337132995,12.4302042815758
"ZNF549",270.270971699636,333.081286952713,263.3401782924,0.790618352359693,-0.338946650543121,0.0153728155898314,0.041791836418092,502.5,260,354,632.25,148,402.75,29.1155732875536,12.1082144558398
"ZNF211",406.584180902526,406.91177550414,406.548032532693,0.999106088854281,-0.00129021793297295,0.882813344191642,0.932316896202389,575.5,405.5,441.5,739.5,236,569,31.7774712680467,16.1039857845815
"ZNF205",1116.72811497135,529.636180628616,1181.51067324365,2.23079675531481,1.1575590776984,7.70226477872586e-05,0.000407979337498136,713,1002,598.5,870.25,731,1312.75,31.9760056644986,29.9663573017218
"ZNF45",376.172338458233,495.867280168991,362.964620752219,0.731979372844525,-0.450125100905649,0.000453279929098502,0.00194508729068851,713,364.5,611,858.25,222.25,551,34.5146868574954,14.1530616067946
"ZNF133",716.776949852119,459.542031915201,745.16149252102,1.62153065610879,0.69735629915483,0.000108417327202798,0.000556870816996189,600,683,498.5,707.75,478.25,921.75,30.2108721008639,25.1397842738915
"ZNF436",746.236678646675,738.685499932995,747.069912159909,1.01135044917989,0.0162830008868661,0.972700153861894,0.990226282760307,1064.5,708.5,864.75,1165,457.5,1008.75,58.262759217558,32.5056139702065
"ZNF484",115.976620526652,141.814774114004,113.125513923909,0.797699073532128,-0.326083492552149,0.0378408598080952,0.0878633662667416,202.5,111,169.5,242.25,72,164,14.5536410475845,4.50636207894836
"ZNF780B",589.49249093499,668.413432384488,580.783973257804,0.868899314584275,-0.202739083285753,0.177613566029933,0.295151955314448,951,601.5,731,1120,371,872.75,55.1926199995919,23.9488128415114
"ZNF557",312.376539341812,311.130732803915,312.514007649442,1.00444596016941,0.00639994824961373,0.776782604580128,0.860553277623083,405,308,338.75,583.5,215,438.5,32.360767204012,10.7656426826335
"ZNF337",1493.66284033399,542.610408528457,1598.60655694702,2.94614060442075,1.55882628456927,5.53845442661789e-11,2.08615116735941e-09,705,1373.5,577.25,922.75,809.25,2091.25,44.1707928417883,78.2190753240766
"ZNF317",1361.45817106972,1186.28431086852,1380.78770047123,1.16396018038906,0.21904170383222,0.184297362975895,0.298876280177626,1718.5,1339.5,1415.75,2013.25,949,1823.75,83.4919696178944,38.8726037686924
"ZNF426",150.216428117038,253.364754619611,138.834543813306,0.547963129369531,-0.867849272623614,3.39232830898271e-06,2.61363476532986e-05,355.5,120.5,295,455.5,54,240.75,30.5814103051184,9.91948683319969
"ZNF331",894.925437529027,2260.61512580846,744.228644339573,0.329215104262128,-1.60289756731682,2.47410567168545e-20,4.19360911350684e-18,2723.5,660.5,1797.75,4830.25,392,975,313.161224192028,37.6498828699654
"ZNF227",395.867016048741,420.099677261907,393.193067225219,0.935951843114811,-0.0954937931628272,0.485331896570114,0.62419081164002,604.5,399.5,535.25,654.25,264.5,551.75,24.8044138526308,13.2767434102196
"ZNF141",162.133951267782,167.288368616735,161.565187974105,0.965788532161838,-0.0502207619332981,0.841987119274136,0.900421556573918,195.5,154.5,155,278,95.25,223.25,20.0436951803268,6.42542218866697
"ZNF304",435.265968405541,596.411334364021,417.484410782536,0.69999409254641,-0.514585348101132,3.19045372903418e-05,0.00020028959521159,883,427,628.75,1118.25,253.25,635.5,49.8287386385049,17.8961347287432
"ZNF132",257.953191144492,318.266256540996,251.297956342119,0.789584039078769,-0.340835267928211,0.0143875129296995,0.0403088172162654,444.5,242,351.25,520,153,374.75,27.1305919750627,10.3677146118321
"ZNF20",253.510351302636,252.562716663335,253.614917883524,1.00416609875792,0.00599792470174968,0.579382482979395,0.703980866415824,332.5,249.5,264.75,427,185.5,334.25,27.4001066697579,7.3752907145762
"ZNF670",86.5723472082371,110.085077676924,83.9778390185889,0.762844890431433,-0.390538351790909,0.0278394076559152,0.0659969174500367,152,83,117.25,162,55,124,11.0823302763832,3.28391476915161
"ZFP37",109.59532377161,153.924081740509,104.703874616421,0.680230626893942,-0.555904131074351,0.00136256652494862,0.00476195929853177,217,103,182.5,257,56.25,160.5,16.632061583888,5.25501230746339
