"id","baseMean","baseMeanHealthy","baseMeanTumor","foldChange","log2FoldChange","pval","padj","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor"
"ZNF195",579.952822305733,425.151683297429,618.653107057809,1.45513502912562,0.541153034103407,0.0632472301983942,0.1979404056209,158,718,140,208,599.5,970.5,15.6941248738359,56.945704786672
"ZNF263",1304.22147147441,1241.25431630404,1319.96326026701,1.06341081189335,0.0886990397538425,1,1,498,1632,441,544,1363,2027.25,20.9415706840736,80.7071649400667
"ZNF200",280.865148774698,276.979395716235,281.836587039314,1.01753629114007,0.025080250131931,1,1,122,353.5,90,125,294.25,448.25,7.42451727657249,18.771218446742
"ZNF582",44.6396695458072,94.4499360647317,32.1871029160761,0.340784803644721,-1.55306709088232,0.00065698849851792,0.00634463178568735,36,30,35,41,12,78.5,3.51232398179417,7.36523843561116
"ZNF285",68.7688588855564,34.5349307053094,77.3273409306181,2.23910514228221,1.16292227481295,0.0149650041897256,0.0665548870543058,12,93,6,19,44.25,150,3.09569593683445,16.4531635775847
"ZNF275",1170.60072609609,2671.3491389717,795.413622877183,0.297757268517647,-1.74779136890923,2.19903854752284e-17,2.47758343020907e-15,1131,1125,845,1192,814.25,1277,95.7882180440235,72.3623419448682
"ZNF37A",617.498006358857,641.493508883783,611.499130727626,0.953242896863683,-0.069084219208954,0.776544445664214,0.889735669947472,270,811.5,240,286,499.25,1048.75,18.2922097700525,79.9639513137025
"ZNF510",312.296744196005,423.117340921168,284.591595014715,0.672606786559802,-0.572164759247999,0.0274832939185976,0.105560833460068,166,353.5,154,185,235.75,467,13.8130149755964,45.6537083824004
"ZNF506",475.975515864983,321.472977749169,514.601150393936,1.6007602069604,0.678757209078902,0.00767927581135854,0.0425507413809703,132,610,115,144,476.5,903.25,11.4588636240927,53.9592071082038
"ZNF324",206.534526807676,246.381487983991,196.572786513597,0.797839107645821,-0.325830253207227,0.266433081777286,0.514596466518416,86,243,82,121,181.5,304.25,9.85794158765809,16.5147274073897
"ZNF671",202.585177235617,226.703681516962,196.55555116528,0.867015259082036,-0.205870710427265,0.548918408515728,0.751151506389943,93,211.5,83,115,136.5,343,9.85700227387417,37.8140847358385
"ZNF416",149.910059805697,140.161766658902,152.347133092396,1.08693787702568,0.120269486760682,0.670444241262221,0.821051280966053,53,205.5,48,63,149,230.5,3.08670986290869,13.3868568569301
"ZNF586",195.737927448694,204.105705604298,193.645982909793,0.948753403715314,-0.0758949385865086,0.810032153328717,0.912636226083688,76,252,64,85,174.25,310.75,8.61057345991787,18.5941405687938
"ZNF446",500.826707772227,260.951294951097,560.79556097751,2.14904302767535,1.10369436838338,0.00685219310553621,0.0392549367740888,102,700,89,122,549.75,804.25,9.77525219907679,41.0314393160376
"ZNF8",117.32026296611,75.8400711521224,127.690310919607,1.68367868041002,0.751616835310157,0.0375387838104187,0.129470499264505,32,190,23,33,127.75,224.5,3.18416219575713,13.2558429431718
"ZNF264",1004.01098764867,995.239340259638,1006.20389949593,1.01101700746017,0.0158072666494995,0.897770867072298,0.969477805336859,409,1405,339,436,1024.75,1691.75,17.058722109232,105.896088443431
"ZNF213",687.236917717943,284.283829202169,787.975189846887,2.77179040418271,1.47081816863002,4.07072983326305e-09,2.29317780607152e-07,109,943,94,137,775,1087.5,8.83018811929974,76.117414291195
"ZNF343",403.65519964625,360.832081728648,414.360979125651,1.14834849811735,0.199560534180173,0.456988345135613,0.704678400716003,143,537,128,157,358.5,764.5,7.87596750866399,41.7753511094456
"ZNF302",932.961454913992,1187.42064923391,869.346656334013,0.732130316998352,-0.44982762813505,0.0281796985411574,0.107019529291137,490,1107,407,535,826,1458.75,33.6342436466024,75.9968292467229
"ZNF268",450.694709752635,818.781625285681,358.672980869373,0.438056949243614,-1.19080965645243,1.53660928968029e-07,4.7215812719267e-06,326,440.5,292,358,334.5,646,28.0692485836259,44.0510936710489
"ZNF184",260.165657502935,211.804769877291,272.255879409346,1.28540957584231,0.362228125090056,0.168408050681809,0.368935188634993,85,378,79,87,257.75,505.25,4.08399465544202,28.2817874570132
"ZNF500",438.277587229444,328.667273000995,465.680165786557,1.41687415827723,0.502711628904127,0.0757856706722053,0.220823764544874,122,575,96,168,515.25,731,16.0177370822026,34.9345987593416
"ZNF419",284.584107565178,263.343717574918,289.894205062743,1.10082066028506,0.13857945201592,0.602195639890844,0.77345751585067,104,370,82,116,295.5,493,8.93184067131618,28.9471725856856
"ZNF175",181.682222499922,225.394337899443,170.754193650041,0.75757978324292,-0.400530263294829,0.144405726545288,0.341322626379773,83,220,72,117,122.5,365.5,10.7407726691735,24.6655132541715
"ZNF14",157.987865857836,74.1156207010467,178.955927147033,2.41455074455722,1.27175478372252,8.62880369137014e-05,0.00116661425907324,29,230,24,34,157,307.25,4.0034707164881,20.0706352972338
"ZNF85",84.1879908067634,37.8306134815869,95.7773351380575,2.53174152686354,1.34013012319175,0.0105359184931481,0.0530937863264478,12,94.5,11,23,57.25,184.25,2.65622957508487,18.7448876040236
"ZKSCAN1",1599.8617869963,2621.76524051915,1344.38592361559,0.512778910498251,-0.963591166677299,0.000380872996846135,0.00397945076976427,1019,1493.5,779,1244,799,3286.5,155.736848720471,274.832258445378
"ZNF862",753.738268931331,593.497704785936,793.798409967679,1.33749196259148,0.419530221933031,0.106010892532641,0.275853806775547,216,1015,167,276,677.5,1418.25,34.2920463729484,93.5458686498031
"ZNF684",249.451774135006,658.009955966993,147.312228677009,0.223875379606564,-2.15923221641798,1.96574499740944e-13,1.66105452281098e-11,286,165,195,325,98.25,242.75,32.3294671228037,15.6772760429541
"ZNF430",93.7292206755211,49.4896884156767,104.789103740482,2.11739267502215,1.08228884505339,0.00677273721720579,0.0392549367740888,18,148,15,26,83.5,183.25,2.23468726234653,16.7335397813947
"ZFP30",236.400864443517,216.387393535578,241.404232170502,1.11561134974719,0.15783451690867,0.573245645028532,0.759831482429976,95,346,66,110,215.25,425,9.70967444241967,35.8985698771411
"ZNF549",180.393936065712,130.371027037165,192.899663322849,1.47962064660163,0.565227337057352,0.108697349953499,0.280455757895287,57,224,36,69,119,422.5,7.1840873540841,30.5438891869825
"ZNF211",273.53661713688,298.514251241207,267.292208610798,0.895408535771445,-0.159382023623303,0.593496960484557,0.771546048629924,118,360.5,101,132,226.5,471,8.38649708360608,39.2456928179629
"ZNF205",724.221895790214,571.568565668393,762.385228320669,1.33384737040102,0.415593591137584,0.316042524246161,0.569203646558452,222,879.5,206,265,675.25,1198.25,16.8350750840743,68.4549612810196
"ZNF45",372.940043408232,399.128066296001,366.39303768629,0.917983646418305,-0.123459642164797,0.604120663267979,0.77345751585067,158,464,150,170,379.25,646.75,11.8064378755255,33.9078775190711
"ZNF133",536.126287546959,419.182951150461,565.362121646083,1.34872403587605,0.431595186832169,0.152960445179898,0.356556072212453,167,682.5,153,201,475.25,983,16.8621864932557,62.649625483256
"ZNF436",335.004093374917,352.342430064706,330.66950920247,0.938489040737284,-0.0915881968917219,0.822682141203553,0.917711431441587,128,459.5,122,150,316.25,526,9.95654136984238,38.1626597905959
"ZNF484",82.8823593452523,120.04261096043,73.5922964414579,0.61305144775397,-0.705919943801669,0.0538224638214628,0.174923007419754,45,91.5,42,57,64.25,124.25,3.25510046117561,10.4328149963371
"ZNF780B",429.588820798406,480.650407427187,416.823424141211,0.867207054649912,-0.205551601955903,0.299246450925435,0.549702719634767,187,544.5,133,221,390.25,697,22.9500934665517,44.8486785563852
"ZNF557",250.586063847348,238.952820256912,253.494374744957,1.06085533735241,0.0852279377668074,0.735681507389602,0.865694061460457,97,331.5,88,105,224.5,444.25,5.96853891585901,25.5357601040523
"ZNF337",909.24759904768,529.048080867137,1004.29747859282,1.89831040866214,0.924715918819352,8.98537828432854e-05,0.00116809917696271,197,1429,189,224,877,1693.75,19.0676994022307,102.947801344115
"ZNF317",1072.8449924104,1020.35374706229,1085.96780374742,1.06430520481161,0.0899119237041811,0.707006490175531,0.83600567716739,383,1435.5,369,440,1218.5,1625.75,24.2114527536958,76.9702787413675
"ZNF426",92.333096478649,71.27191832596,97.5983910168213,1.36938072257938,0.453523608184652,0.1962889489248,0.417632514168606,31,136,24,32,47,214.75,2.5300661192746,16.6289626432037
"ZNF331",541.229151781404,1025.81880280863,420.081739024599,0.409508714282134,-1.28803394236698,0.0024492733821026,0.0177221521200452,341,513,264,386,302,683.5,82.7166254356208,67.132674187482
"ZNF227",435.92957862323,436.149283588455,435.874652381923,0.999370327507425,-0.000908711507776631,0.950065713753118,1,183,613.5,153,192,428,718.25,14.1960479633516,43.121064092046
"ZNF141",115.019639171733,120.958722281333,113.534868394333,0.938624898254688,-0.0913793646382324,0.75339320773054,0.877770334899189,50,143.5,42,61,105.5,175.5,4.19655943733806,14.5458770681778
"ZNF304",350.465742777583,336.171321565726,354.039348080547,1.05315154913156,0.0747130559729755,0.789392035348057,0.89447642690928,132,455.5,123,142,399.75,618.25,9.30352382463524,36.0195701754769
"ZNF132",100.673830725049,91.7930203661355,102.894033314777,1.12093526179183,0.164702959509213,0.760285397995744,0.880056385351238,32,129,28,49,88,186.5,5.20149551144241,14.7218920298402
"ZNF20",163.892444634227,136.848790120862,170.653358262569,1.24702131536458,0.318486125398496,0.283485517652532,0.535296675790814,55,216,46,61,181.25,272.75,2.71313676601662,17.0859554059479
"ZNF670",87.9686906879217,104.938915340068,83.7261345248851,0.797855916973791,-0.325799858007982,0.338965379588685,0.584542338270283,39,95,26,54,81.75,137.75,5.15440600210809,10.244483825631
"ZFP37",49.457911356145,40.8670831640304,51.6056184041737,1.2627673523222,0.336588866704516,0.377735964993575,0.632053248355585,17,52.5,13,18,15.75,124.25,2.02606472542339,14.5027721913629
"ZNF189",847.124693604201,1232.00699279543,750.904118806395,0.609496636948944,-0.714309834452813,0.000938540528531389,0.00834807101693709,508,839,375,536,684.75,1133.5,43.4527201552318,84.5306817386612
"ZNF434",512.698499170065,478.538983274616,521.238378143927,1.08922866550416,0.123306855761431,0.667890597555532,0.821051280966053,177,649.5,163,204,548.5,782.5,11.5947518992404,37.2737537155756
"ZNF287",88.4125947932936,36.2994037575115,101.440892552239,2.7945608481585,1.48262158826991,0.00110772865773105,0.0096003150336691,15,104.5,10,20,45,241.75,2.03518434266824,20.4553127383569
"ZIM3",0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ZFP14",275.647120430976,266.928741943624,277.826715052813,1.04082727483686,0.0577306734292018,0.972579972458435,1,134,350.5,74,141,274.25,460.5,14.7770467655452,33.6111134067951
"ZNF473",370.248858012507,339.652894625992,377.897848859135,1.11260011275704,0.153935156914859,0.66111042025729,0.819876020114197,113,472.5,111,150,357,610.25,22.3519822635736,36.7619924883127
"ZNF614",195.062772739515,193.146033529431,195.541957542035,1.01240472801239,0.0177861500800968,0.930681007605912,0.99547525497088,77,258.5,74,90,129.75,397.75,4.56164904122496,31.4829630448141
"POGK",3214.27439471786,1768.52614218731,3575.7114578505,2.02185954312672,1.01568277791706,3.4273750799952e-05,0.000551644179542085,700,4080,613,761,3017.5,6322.5,58.6979346388286,539.484242785909
"ZNF514",465.586195526876,278.870406342379,512.265142823,1.8369290221282,0.87729588262675,0.00295433190811242,0.0195796899008235,111,573,83,133,409.75,975.25,17.7277072668259,74.3313739450396
"ZNF300",165.067213544022,48.6315780462911,194.176122418455,3.99279912804029,1.99740049389191,0.0029298997869324,0.0195796899008235,15,164.5,13,26,45,428.25,3.52766841475279,58.740530964183
"RBAK",710.175257703308,878.813637341119,668.015662793856,0.76013347359397,-0.395675327929898,0.0659344109221665,0.200313700748122,336,940,292,424,670.25,1114.25,31.9561331272174,52.1577049962533
"ZNF92",242.618222394406,193.140942454259,254.987542379442,1.32021486039828,0.400772742315389,0.210451597530142,0.439090370155482,76,338.5,65,78,244.5,399.75,8.02503797921862,19.2144447060422
"ZNF157",1.12001474334628,0.335303682051523,1.31619250866997,3.92537445642403,1.97283028474517,0.937892794296894,0.996879762491668,0,1,0,0,0,2,0.111111111111111,0.595988944418845
"ZNF182",344.322876073087,293.41815980205,357.049055140846,1.21686079478422,0.28316413751652,0.287824910526371,0.536118406792276,117,467.5,105,129,339,653.5,7.51130834718025,33.6926650624783
"ZNF673",388.956492712011,551.274261639206,348.377050480213,0.631948695453908,-0.662120656451213,0.00400659101221587,0.0241826386094458,213,457,198,234,388.75,539.75,15.3532479372354,21.2354582467357
"ZNF41",290.466887290938,353.999533148723,274.583725826491,0.775661265381196,-0.366501336090779,0.162771374424111,0.36677816370233,136,369.5,112,172,301.25,491.75,11.9723188962325,26.420425600071
"ZNF7",779.758715321263,669.385108496861,807.352117027364,1.2061100654604,0.270361568637923,0.219814206119958,0.455811053181263,254,955,247,293,761.5,1273,13.2313227318575,111.70325705495
"ZNF214",55.2164634633212,66.5857356205432,52.3741454240157,0.786567046769355,-0.346358349056951,0.416511499843409,0.67683118724554,28,67,23,35,28.5,123.75,3.47211110933328,10.0828927709955
"ZNF215",37.5273997392189,22.4860911192322,41.2877268942155,1.83614513857868,0.876680101470576,0.259526500040843,0.507051774646272,8,22,7,12,9.75,91.75,2.16666666666667,10.5594312016125
"ZNF547",90.3876845277352,48.9646139849175,100.74345216344,2.05747465290897,1.04087465745235,0.00895046653267362,0.0465424259699028,20,125,15,23,93.25,172.25,1.5723301886761,9.97256377360882
