"gene","HER2-enriched-Basal-like","Luminal A-Basal-like","Luminal A-HER2-enriched","Luminal B-Basal-like","Luminal B-HER2-enriched","Luminal B-Luminal A","Normal-like-Basal-like","Normal-like-HER2-enriched","Normal-like-Luminal A","Normal-like-Luminal B","mean-Basal-like","mean-HER2-enriched","mean-Luminal A","mean-Luminal B","mean-Normal-like","SEM-Basal-like","SEM-HER2-enriched","SEM-Luminal A","SEM-Luminal B","SEM-Normal-like","Q1-Basal-like","Q1-HER2-enriched","Q1-Luminal A","Q1-Luminal B","Q1-Normal-like","Q3-Basal-like","Q3-HER2-enriched","Q3-Luminal A","Q3-Luminal B","Q3-Normal-like"
"ZKSCAN1",0.157489892140359,9.32457525193442e-07,0.327249986876374,2.63513078853084e-05,0.467453224332022,0.999899871132571,0.984907374598273,0.558666625958769,0.131336010098741,0.154843414103008,1197.37112244898,1602.18175862069,1900.21377596567,1883.03378449612,989.6473375,71.9616341846034,144.23447201508,73.6784968720529,107.111879722075,286.953734638172,691.5006,909.87175,1127.4131,1089.5329,435.304825,1517.710975,1988.856675,2405.8308,2272.9403,1157.2081
"ZNF862",0.00122226868464304,0.0429231231829785,1.01590102996596e-09,0.993348856368672,0.00236257458665368,0.00344449032550176,0.931918732597856,0.0993299375201633,0.999950242721111,0.873715861565335,502.879968367347,323.561184482759,597.282776824034,486.995957364341,584.9844125,29.7608209208482,19.2874068167287,20.3594949137068,22.7336264733753,91.8547423427462,300.882625,199.462375,366.3336,301.3896,448.016075,679.572825,444.431975,722.9178,614.5399,667.97945
"ZNF684",0.662284881467095,0.0234782630384748,0.880108771034582,0.000320560819168314,0.205846632253883,0.363809849024744,0.456981979932741,0.84076430152131,0.957075419888151,0.99991294212207,60.5456010204082,55.6709172413793,52.6479184549356,48.2857403100775,47.169325,2.32931286271059,5.1636366804384,1.08178483499992,1.64668618704331,4.44548651120879,43.117375,37.9186,40.6365,34.5517,37.772325,72.243775,58.59285,62.751,58.062,53.271225
"ZNF430",0.491240835412584,0.155003013556232,0.999998843865465,0.140124909668705,0.998675630529001,0.997183780340368,0.811333770087814,0.391773239251305,0.33114709133339,0.290270365883634,147.205068367347,165.511312068966,165.989495708154,168.535043410853,119.6880375,7.8117946802682,8.45020094163442,4.01769081717724,6.55705050481926,31.0059375352409,97.14365,123.663275,124.2236,117.6184,46.4245,180.812575,202.245375,207.6242,202.6917,176.162075
"ZFP30",0.945060939249847,0.812481183429906,0.412024768163971,0.00913361215326325,0.00344364092809568,0.0382614212900061,0.495418024655641,0.73059430759653,0.26506554522284,0.0384632475578479,307.134242857143,290.451644827586,324.786197854077,366.676434108527,227.6920125,15.9840929884616,17.2545820628787,8.1241895015575,12.1374249640555,26.1932232734813,208.012975,202.9897,232.2807,276.1275,184.62385,353.134175,353.19785,391.4936,424.901,245.891625
"ZNF549",0.996949885531361,0.218135722462068,0.66628908617342,0.979319532612039,0.999950379547618,0.487528921761195,0.995782826321263,0.98561918090839,0.811992310988445,0.976797529798937,220.468246938776,229.703755172414,261.469868240343,232.813162790698,198.18435,12.3991294792617,17.1293862782728,12.5540834196912,12.5505961657025,28.4549185853443,143.132025,142.55335,157.6306,137.7859,164.853275,269.99635,302.259225,333.6434,305.2216,229.475725
"ZNF211",0.964186969989933,0.00216638624476484,0.149001057735861,0.99584734692812,0.995665877111661,0.00309420637499513,0.987511906203003,0.999679128251189,0.949169613799826,0.996189651110152,208.980448979592,225.629036206897,276.631678969957,216.572448062015,236.7619125,11.3615170359048,12.8635333380612,12.9481088122779,8.17399667296011,26.3842315650401,130.811575,163.47725,180.4745,148.5944,191.931275,287.537475,254.40715,317.7756,253.1504,278.343275
"ZNF205",0.965447511661574,0.00347046228105818,0.18334745551071,0.0724988867453507,0.554482425373769,0.943191519365359,0.321554449495138,0.524678044158882,0.947159350020575,0.874110892559659,273.273526530612,288.6574,334.228332618026,322.505502325581,371.850625,16.0132032399983,13.6409411239767,8.55626396442531,12.5888169022448,120.016830185734,173.115675,222.747,240.2266,231.4236,188.085075,317.77785,322.2269,411.4877,387.482,317.484575
"ZNF45",0.999160535506811,0.00473597837483364,0.0748640046912498,0.260817151981486,0.597735590075556,0.646752631351116,0.980336237464966,0.965194637773495,0.407856483317322,0.686182406381094,291.184155102041,295.81675,338.518323175966,321.575379844961,267.88585,13.678895535912,16.9266434669022,6.82212939659496,8.95457824694473,27.9097731588967,190.68155,214.792925,261.9388,248.9209,205.6249,355.125875,353.4043,412.6362,384.7595,325.56065
"ZNF133",0.00102843473802106,4.67939353931968e-10,0.74513695379936,1.66381441957242e-09,0.58778540894595,0.988551190803909,0.999205371077317,0.579705699400251,0.248179533766137,0.196575118701516,395.181902040816,307.693713793103,283.633019313305,276.396355813954,382.9903375,18.7881266173723,19.6130269834931,6.8567133330761,10.9679370593015,84.4463391044382,258.033775,219.97675,212.0386,205.4893,261.270925,472.618075,347.259475,319.6009,321.4914,416.3981
"ZNF436",0.0518376467361553,0.00515279341884334,0.999367305753386,0.355114008001395,0.000122805036151696,2.91399158136585e-08,0.562322828955327,0.998885871746198,0.995826447626679,0.185361526737066,945.547373469388,1126.55535862069,1112.95300472103,846.979754263566,1166.9115625,53.6500446328913,59.3914983495348,23.0045271164246,30.3373548018746,133.113387993058,602.07265,718.378625,877.831,657.5193,863.368625,1136.784575,1500.8321,1281.3257,980.9266,1418.6935
"ZNF484",0.0201257829248827,2.4761759309655e-10,9.89587665145564e-08,2.48011944314896e-10,0.00636681868887601,0.0330380040740552,0.773284817047796,0.999581190238934,0.0724737064581986,0.439012316502409,62.2935602040816,80.9963810344828,112.624779828326,100.911703875969,78.0917125,3.43693346739669,4.57456260155484,2.49667920836208,3.37820163175213,10.3428364068435,39.7458,55.9865,82.9302,73.7093,57.178325,80.333275,101.470025,130.5106,128.4321,90.781575
"ZNF780B",0.336137512796375,0.18790865512779,0.00102977634612877,0.816021810404306,0.0341391571074211,0.819980471198898,0.998140525556888,0.984902124661168,0.835850154690965,0.955430260447997,282.622331632653,232.515774137931,325.174778111588,306.092086821705,264.522725,15.3632104050703,14.8081456049235,8.74260486055238,19.8136394529975,37.6525481258182,175.77865,150.998075,233.7905,207.8711,201.697825,372.246225,276.8092,400.1236,357.9941,324.111175
"ZNF557",0.990869939594678,0.968970030468385,0.99999999988558,0.560230681867056,0.932262722767158,0.786396319180251,0.99997037946697,0.998096484895384,0.997651705967914,0.964499012505702,206.284256122449,213.054674137931,213.116589699571,224.24019379845,202.780125,9.15502721026935,8.98375615627953,5.52799124222641,9.2299687613463,15.1180662301971,145.986925,165.641725,157.8105,161.0385,178.357775,253.179,261.096575,255.5057,269.7023,211.038075
"ZNF337",0.39117432681693,0.698145750286949,0.0197612279549866,0.65920983295873,0.0234291714362377,0.999316592893515,0.997538331451952,0.808228748583393,0.999979436702851,0.999824060722046,488.892528571429,426.108277586207,522.086222317597,527.617799224806,514.5784125,27.1153898098225,22.1510355187482,12.0974160334701,20.305829195941,94.8126847935188,318.2383,312.64805,397.8294,355.2746,341.4229,589.326925,528.207775,614.6531,646.4616,587.6587
"ZNF317",0.997078253689938,0.984155222109378,0.999998548792755,0.929811468897034,0.997655586956461,0.994730452284502,0.869136643858526,0.932159256765657,0.926653981947235,0.960205170895154,813.559968367347,799.718784482759,797.912763948498,787.23581627907,726.3597375,29.8884254403318,39.9056786723082,9.41506388934479,27.6268016926071,35.9046498951635,609.270025,647.976725,701.4768,632.6298,672.18395,943.727275,912.671825,882.9071,893.0835,787.4539
"ZNF426",0.93326984601301,0.990962569552807,0.985616520188479,0.62025134752958,0.996080659628656,0.738547372010655,0.687878454582774,0.886983237623306,0.761798046397808,0.931049730049332,159.123160204082,148.223896551724,154.540160944206,143.382045736434,119.18175,10.140267772942,9.96218736599135,4.86461147623503,7.64937973287732,31.5087136218414,91.10615,97.1948,98.2783,84.8412,46.25185,212.272175,192.086775,201.9752,190.0924,171.433925
"ZNF331",0.910502267041735,0.802880740458244,0.328484504546114,0.927424522812324,0.504195406544141,0.999431080059681,0.975386025609208,0.872176053648074,0.999257105047325,0.998108521608673,455.385457142857,418.528213793103,489.774144206009,483.403719379845,512.1054375,18.57365480613,33.8589220614269,15.2549833689829,30.0944640589937,38.3183026322415,325.0808,295.398,357.377,318.6628,425.2957,575.7912,444.8719,544.4559,558.771,618.85175
