"gene","HER2-enriched-Basal-like","Luminal A-Basal-like","Luminal A-HER2-enriched","Luminal B-Basal-like","Luminal B-HER2-enriched","Luminal B-Luminal A","Normal-like-Basal-like","Normal-like-HER2-enriched","Normal-like-Luminal A","Normal-like-Luminal B","mean-Basal-like","mean-HER2-enriched","mean-Luminal A","mean-Luminal B","mean-Normal-like","SEM-Basal-like","SEM-HER2-enriched","SEM-Luminal A","SEM-Luminal B","SEM-Normal-like","Q1-Basal-like","Q1-HER2-enriched","Q1-Luminal A","Q1-Luminal B","Q1-Normal-like","Q3-Basal-like","Q3-HER2-enriched","Q3-Luminal A","Q3-Luminal B","Q3-Normal-like"
"ZNF671",0.0725375516734128,2.49254838990964e-10,0.00951553450512888,0.00186806199279577,0.991233348062023,0.00189726843757521,0.798764350737037,0.999998139043885,0.62960272750143,0.999105340170095,74.1448132653061,125.230203448276,182.518229184549,133.753252713178,122.8334,8.23344570861769,14.0687891743336,9.12962937098539,9.57750962652359,23.882147851967,26.5186,56.426575,100.5438,52.8597,91.394925,92.248375,154.4863,229.5572,180.9346,153.896575
"ZNF416",0.999996301561444,0.781963967622892,0.849907278605045,0.906482446118299,0.961960547265089,0.138936215709726,0.914666504784858,0.930293106332334,0.72011708376527,0.983512484046139,147.375442857143,146.564075862069,158.010430901288,138.350469767442,123.280275,7.7194909879592,7.76647830269466,6.05763914745727,4.5333374661011,11.3589048465408,99.1829,107.627025,116.497,102.7831,98.036625,178.531525,173.295825,181.4098,158.3847,156.4298
"ZNF586",0.725503309807163,3.29319353786772e-07,0.0127246472186099,0.000590474855981071,0.213309370283754,0.738124886499518,0.979533728916783,0.999999999077672,0.693409425914831,0.892523284215166,182.476607142857,210.241520689655,273.460921459227,255.382420930233,210.647,9.77371901579465,15.5293459975906,10.2307194988584,11.1891204892446,21.4800226074718,127.129975,148.6706,189.3819,173.0785,162.714675,223.6621,243.34465,297.9385,306.0761,264.604925
"ZNF446",0.00661185220620297,2.47649678541961e-10,0.00237207883674018,4.96733787436199e-09,0.36071080013841,0.148186488382721,0.277761681728235,0.992333550568533,0.835326274436356,0.997189805319944,175.882856122449,260.062106896552,340.92286223176,303.227897674419,284.7999625,12.2758503151,18.9124513475209,11.5473878053042,10.1023805861517,54.3303109979264,110.36405,184.956875,256.7172,219.9063,168.050775,208.42805,294.0677,376.8901,372.3673,389.380075
"ZNF8",0.96165858481422,0.000661816639428103,0.0860869445673107,0.0605796654336467,0.529373501066548,0.782461403071693,0.0811259227475475,0.184644577417985,0.71186944830196,0.501350982004869,132.296978571429,126.662553448276,107.985100858369,114.311943410853,85.053275,5.95204008511965,7.24047085477456,3.13161388472323,4.10088265390981,7.3437900169548,89.28165,87.5902,78.0057,79.979,72.46575,161.136975,148.9951,124.5731,137.8984,106.55725
"ZNF264",0.121126997394575,2.69765987326309e-10,0.012240043979476,0.000126053042144081,0.7319398579065,0.0887444605398386,0.994756082367991,0.964627000961001,0.266077192657992,0.74046888710355,720.604307142857,870.745779310345,1049.76152103004,944.842754263566,776.0727125,27.734107150712,54.4860999486087,28.7398144789825,28.2492080909742,73.7203780578352,543.02035,656.389175,818.3417,699.8264,690.02935,880.351425,1002.413425,1154.1271,1144.5054,746.843275
"ZNF213",0.987555298107365,2.93490455383072e-07,0.00054619402578826,0.0297016091042609,0.289723905716681,0.0701594221489494,0.179249748403547,0.301889028086993,0.996001336146174,0.779118350116346,658.427313265306,685.876844827586,884.054045064378,788.752958914729,928.3371375,29.8621111717869,39.8226175064959,23.2692538059705,27.9396288871374,181.182017162058,466.451525,518.3739,628.4675,571.3332,500.293025,789.7236,837.26745,1043.5648,922.8466,1353.85825
"ZNF343",0.894256654157826,0.999400082796915,0.919096970063547,0.987975638062706,0.984011788972382,0.996698524039748,0.912059681296374,0.992353105018934,0.930319472441599,0.959853312184524,328.754486734694,313.284901724138,325.927679399142,321.94786744186,296.2788,11.3851082530762,13.7824554444706,5.91073011645291,9.89265639521198,53.3670495535467,241.28825,233.68525,264.0105,252.9132,238.58885,410.71455,375.5033,374.3961,366.4485,286.14415
"ZNF302",0.999914097754471,2.03472916737724e-07,7.59692513243593e-05,0.000672924871037317,0.0107663286679777,0.654422117716709,0.234708290788399,0.288849683088634,0.999573162754684,0.972581202541841,609.628670408163,616.54404137931,814.546313733906,770.001328682171,837.019525,30.3164369810789,45.8110576995197,17.1342542879767,29.3326046859592,115.381642205038,419.240875,388.441725,613.7102,539.1304,659.588575,698.972525,712.70405,988.0823,910.0512,891.817025
"ZNF268",0.000593928296199975,8.73392391742556e-09,0.97920147061943,0.00297425079290614,0.772962891589995,0.107008845958171,0.999594542971283,0.516118931600718,0.328375980298863,0.794402381763412,361.332114285714,487.667674137931,503.499436480687,452.963075968992,375.6762,14.8898828392946,32.2424237322993,11.2392396660343,19.014682530963,66.5440471153425,258.455075,358.1227,388.7278,301.0555,231.943475,448.86675,557.5374,614.4701,573.181,516.040125
"ZNF184",0.0073459301687967,9.22392340285683e-09,0.676691383174711,8.29013942493795e-07,0.814953000114838,0.999578517139587,0.00403154294161401,0.282331084734306,0.546039498092948,0.518228954852833,409.007123469388,335.227113793103,309.514242060086,312.544358139535,236.87165,22.8993797916364,13.6096831814041,6.13370794852071,9.31054806231736,35.4555745913863,269.5041,271.15355,250.2393,245.2107,163.918225,491.86985,401.3663,355.5901,361.1753,307.425275
"ZNF500",0.990741823484641,2.48184583995226e-10,9.90206794337922e-08,3.01633980015481e-08,4.45172576282182e-05,0.798220147017543,0.997903632036001,0.986585528479542,0.0307135673257305,0.0842889096264302,219.512945918367,227.529501724138,317.393164806867,304.523764341085,207.4001625,11.9225792133237,9.23976043015333,7.19100936908384,8.88961447237634,19.4521540537558,154.9157,183.489325,230.9059,230.4744,177.181175,243.397925,272.961875,391.1943,353.2532,252.58155
"ZNF419",0.87882600668198,0.998215015392885,0.924172721529614,0.997030602868464,0.956327569888716,0.999986141690867,0.919911638422743,0.994705924989643,0.943844399372387,0.95284962153736,204.783098979592,186.986001724138,200.668944206009,199.566509302326,169.9393125,12.2500488456956,10.5444820364264,8.3049801456931,8.4801000389773,15.2000959239153,129.656825,144.47955,132.6316,136.4599,138.403225,242.43165,232.32335,240.7623,243.5121,190.2337
"ZNF175",0.00353429219478929,3.83703857576023e-09,0.743842965254888,4.60092527432288e-06,0.977502024104437,0.935916853699457,0.761790158159039,0.993661928932031,0.884250487852497,0.959735378360592,106.228396938776,168.801431034483,187.620445922747,178.552820155039,152.1755375,7.42589109421617,14.8899957445852,5.85881782084823,12.7225367922479,26.1298349856739,50.568275,109.222025,137.2197,93.9759,84.3092,148.538525,196.004175,212.2957,211.7794,181.50855
"ZNF14",0.184296982175262,1.64085115499368e-05,0.561999359077575,0.12062293575901,0.998757213978709,0.116154322745696,0.992318089398513,0.983643200112982,0.766097513130651,0.992531854021222,233.220689795918,270.206375862069,292.646076824034,265.789779069767,249.63985,9.74511880575674,16.9187994887813,6.00642180799502,9.78449845570609,20.8829099882621,173.982825,214.282275,235.7825,193.7603,216.84865,292.61535,298.179475,348.3407,333.1228,294.426425
"ZNF85",0.64686322038303,0.887485045545258,0.144666691733127,0.997280276537994,0.422367066890433,0.974305928314632,0.851369784436756,0.507395165418827,0.951392561620394,0.898815934477794,184.460792857143,203.733037931034,175.015327896996,180.649810077519,152.9786875,13.2393278982551,12.4253306400113,3.90357928214165,6.70708845837034,13.6883233701919,121.043,141.030225,136.7801,132.1474,115.921125,232.4163,252.25855,204.3846,219.7479,177.3562
