"gene","p-adj-Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF195",0.652241143817463,379.381341764706,387.553710294118,4.56906500490345,29.2164578060961,296.116775,281.050175,447.046925,422.92655,410.605851785714,379.667754162855,406.7781,357.656,322.535575,475.4012,292.1387,444.9982,11.7031700196336,4.39964211855023,0.924652565256168,0.879241040754161,-0.113016714707215,-0.185669365662764,"BRCA"
"ZNF263",0.0590840022914141,955.271000705882,878.725435294118,11.124189113449,34.1288554261255,725.556225,683.728975,1114.097825,1057.475475,768.411111607143,956.124069075938,768.44015,892.6666,634.423525,882.3541,721.905,1114.6674,17.7275907816392,10.0404763134825,1.24428714607756,1.16166054051184,0.315319456865807,0.216188547168963,"BRCA"
"ZNF200",0.715665661527723,266.076799176471,262.243102941176,2.8542590468248,10.5325199557687,212.750175,205.5719,304.959375,310.946225,196.711365178571,263.566365324794,197.12665,248.7562,173.956825,219.444775,209.4515,302.7073,3.10937872793558,2.50700427859361,1.33986343435486,1.26191055344369,0.422085961414822,0.335609653049027,"BRCA"
"ZNF582",0.0886526543324512,53.7510710588235,46.9069338235294,1.09933429748148,3.56443366754181,29.596275,25.64475,74.56945,64.692725,72.58380625,53.0843853613907,72.7232,52.1016,61.1693,83.291025,28.0356,73.6946,1.60834796216562,0.967015180557569,0.731353012523929,0.716437120478747,-0.45136015453059,-0.481088005828137,"BRCA"
"ZNF285",0.0902046424773326,90.4215894117647,103.709239705882,2.13892309025485,7.23027385497091,46.748325,63.43985,121.33795,138.902075,93.0487232142857,90.8784251601098,86.26335,80.3622,69.16545,120.955075,46.7892,122.1405,3.24120522715397,1.9013096412446,0.976675681522487,0.931591458017802,-0.0340485197312121,-0.10223068368965,"BRCA"
"ZNF275",0.380653878653001,601.240583647059,573.201195588235,8.68176125322954,31.58900223736,423.674425,387.395275,740.82605,714.355575,656.349058928571,594.889995608417,626.10495,562.2525,538.075925,715.718275,418.0438,736.6342,17.687530342946,7.61744771262097,0.906362228323325,0.898016378883445,-0.141840355249321,-0.155186336426031,"BRCA"
"ZNF37A",0.251972087133648,698.875011411765,745.563357352941,10.698616328116,53.5727545838324,487.4635,485.5832,848.49645,884.8221,669.435889285714,688.512387465691,651.14225,644.152,533.3617,810.137,479.9065,836.4108,18.1172955951775,9.78557014424001,1.02849637804799,0.989264634571017,0.0405367132781044,-0.0155715921906612,"BRCA"
"ZNF510",0.234277308015011,329.555621058824,310.796204411765,4.32741533962775,13.3655201298677,236.949575,228.761225,410.420475,381.4116,460.352,324.312833943275,458.89855,312.7749,399.7589,556.730025,232.7698,402.5728,10.8274790385685,3.80143673931698,0.704488812785163,0.681577442334477,-0.505351298029547,-0.553050506346378,"BRCA"
"ZNF506",0.995414185334925,427.120506117647,427.2471,5.94315884249091,23.308808838548,317.033925,312.49515,531.990775,507.89685,572.61475625,428.098543549863,564.2745,421.0178,475.6036,669.069175,316.3197,531.5059,12.8729441992737,5.33823686804286,0.747620523008243,0.746122321671456,-0.419621921690031,-0.422515924993645,"BRCA"
"ZNF324",0.265121156129989,216.312076,200.844460294118,3.83585906554266,10.2600922514422,166.0205,146.199625,248.864075,234.71855,206.368623214286,215.240875937786,216.455,203.8143,160.300025,247.14605,165.6302,248.4195,5.67106916322471,3.21199716249441,1.04299225621275,0.941601256612229,0.0607284464818947,-0.0868118491637014,"BRCA"
"ZNF671",0.0606364360045543,148.18379,118.773891176471,4.33869005824561,11.0150868999073,60.986875,45.38275,204.8996,183.623775,179.323829464286,147.809875114364,167.05425,125.5957,130.359775,213.713675,60.3902,206.246,6.23252152742655,3.73477587023711,0.824262316703437,0.75182582903458,-0.278824555073341,-0.411529614755171,"BRCA"
"ZNF416",0.44400376360721,142.981069176471,136.396964705882,2.32711843515954,8.83219135628487,107.118475,97.46785,165.51225,156.570075,159.232163392857,141.624057456542,155.0606,131.7957,130.96465,180.0373,105.9345,164.8501,3.8380170144014,2.04034229277468,0.889418660394177,0.849962530778289,-0.169065421504746,-0.234528851109765,"BRCA"
"ZNF586",0.108654058402871,246.446882941176,220.075364705882,4.46229433482333,16.1250304723328,171.5768,148.684475,291.809125,249.5464,209.079422321429,244.27888115279,200.62025,220.2905,150.42965,245.272125,168.0101,288.7606,7.4657385689289,3.97436770761658,1.16835448673303,1.09804718117937,0.224478064166868,0.134940045773979,"BRCA"
