"gene","p-adj-Stage IA-Stage I","p-adj-Stage IB-Stage I","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage I","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage I","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage I","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage III-Stage I","p-adj-Stage III-Stage IA","p-adj-Stage III-Stage IB","p-adj-Stage III-Stage II","p-adj-Stage III-Stage IIA","p-adj-Stage III-Stage IIB","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIA-Stage III","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage III","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage I","p-adj-Stage IIIC-Stage IA","p-adj-Stage IIIC-Stage IB","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage IIA","p-adj-Stage IIIC-Stage IIB","p-adj-Stage IIIC-Stage III","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage III","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","p-adj-Stage Tis-Stage I","p-adj-Stage Tis-Stage IA","p-adj-Stage Tis-Stage IB","p-adj-Stage Tis-Stage II","p-adj-Stage Tis-Stage IIA","p-adj-Stage Tis-Stage IIB","p-adj-Stage Tis-Stage III","p-adj-Stage Tis-Stage IIIA","p-adj-Stage Tis-Stage IIIB","p-adj-Stage Tis-Stage IIIC","p-adj-Stage Tis-Stage IV","p-adj-Stage X-Stage I","p-adj-Stage X-Stage IA","p-adj-Stage X-Stage IB","p-adj-Stage X-Stage II","p-adj-Stage X-Stage IIA","p-adj-Stage X-Stage IIB","p-adj-Stage X-Stage III","p-adj-Stage X-Stage IIIA","p-adj-Stage X-Stage IIIB","p-adj-Stage X-Stage IIIC","p-adj-Stage X-Stage IV","p-adj-Stage X-Stage Tis","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage Tis","mean-Stage X","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage Tis","SEM-Stage X","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage Tis","Q1-Stage X","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage Tis","Q3-Stage X","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF708",0.999761598644609,0.971009082695872,0.998754251828884,0.99999999016978,1,0.99993894663047,0.999546577013699,0.999999999995347,0.99613827127993,1,0.998702671201195,1,0.997832925222069,1,0.999999999971564,0.981402206244611,0.995037689682343,0.999984441814835,0.997452174902742,0.993073397322516,0.994362245887693,0.998188235613388,1,0.998834643937314,1,0.999999993609601,1,0.995378989634665,0.963162686878589,0.999740327821004,0.999999981033904,0.999998576064879,0.997601275519524,0.999143002764489,0.999696244641881,0.999738628223596,0.982104307998039,0.999997603714129,0.999976669714393,0.999999997459956,0.99979512660865,0.999975024173987,0.998538353176106,0.999998036730225,0.999999941447903,0.906990207042204,0.993779371729836,1,0.999823904434443,0.980516870801968,0.988438111095453,0.999985037494205,0.993595577389804,0.999999818178522,0.99983968757395,0.99999942384664,0.999999985788495,1,0.999999987261294,0.999999969135612,0.99999998260604,0.999999967654241,0.999999989765624,0.999999999998613,0.999999999661608,1,0.999718236846513,0.97897626819539,0.86101783090984,0.999746992432728,0.977232167001249,0.968702645825188,0.930975207572944,0.96342946090684,0.850701933440171,0.904832495604437,0.749005879617233,0.999967461928419,217.083755,204.283073076923,173.776054545455,205.564466666667,206.440566076696,204.731080786026,125.82545,203.251412318841,186.172307407407,195.090740350877,172.6161,170.2557,238.916623529412,8.76822845354701,8.33754271668675,34.1834237267112,16.428918567152,5.56266781383368,6.57774352830503,13.83805,7.85578900353493,17.3179289103399,10.6417223784342,22.5246505738322,NA,26.1665850736953,161.027625,156.03095,121.99065,163.1769,137.81845,132.4267,118.906425,134.90515,128.90225,145.6429,105.61435,170.2557,134.658,258.73085,242.170225,164.12825,251.4254,254.70205,248.8733,132.744475,251.543075,221.65165,246.6765,208.93215,170.2557,294.3838,243.786999107143,200.367881061299,231.95875,184.851,166.372775,306.698175,134.6324,246.2761,8.87409083682734,2.85542951570628,0.821897319361312,0.796913244272958,-0.282969927381018,-0.327505420696446,"BRCA"
"ZNF721",0.994266807923432,0.821359692329793,0.988503272268665,0.999996544441959,1,0.999667741629514,0.17397620489559,0.980937425729732,0.999898315478202,0.999999751158303,0.197126392830817,0.979424370386826,0.999937918070018,0.999999551843213,1,0.999121435430437,0.999967746703753,1,0.999991236776081,0.999999638602017,0.999999741105013,0.857564013435897,0.999999789457047,0.99679480115922,1,0.998048096499346,0.997691046077794,0.999992273558534,0.882389158552353,0.9996265608751,0.999995328628356,0.999999610022214,1,1,0.999999911606245,0.99998900509275,0.263835803797681,0.931440687043649,0.999999947857124,0.999950271700983,0.999928116094614,0.999980667037719,0.999999996824649,0.979608095298609,0.999999991285954,0.945126943713063,0.999654801724481,0.999999935684482,0.999997817023429,0.99999999828923,0.999999999645209,0.999999991984001,0.999978475768825,0.999999999999366,1,0.99999962254915,0.999999998878079,1,0.999999999658356,1,1,0.999999999996927,0.999999999939202,1,1,1,0.996010045943109,0.999999880922031,0.999924328093593,0.999999999860965,0.999999999951645,0.999999999738273,0.999998877612273,0.999999999986685,0.999999999485366,0.999995313716751,0.999999973233445,0.999999999997941,599.01638,560.727453846154,476.889409090909,557.599266666667,526.01834660767,524.154083842795,457.51595,547.671776086956,520.173596296296,503.795942105263,509.912646666667,501.4536,537.245717647059,23.765599054381,22.1868353209467,41.8742440958389,45.143220452845,11.6190702918737,12.7740383776267,88.75675,17.5990120066876,41.1432693936859,26.2541977603606,70.296261193025,NA,37.4385785299699,448.036975,418.3283,419.34945,529.4497,373.7744,385.989,413.137575,403.140575,345.36755,374.7969,270.21145,501.4536,454.3676,711.3183,669.5934,563.76685,623.8298,683.00725,640.4891,501.894325,687.489625,688.75835,582.1403,610.314,501.4536,620.4605,599.663076785714,524.951377767612,575.30325,498.7875,457.838325,733.309175,378.5662,651.1926,18.1531100651893,6.21716492580995,0.875410539834187,0.86699927386122,-0.191968340936704,-0.205897309741584,"BRCA"
"ZNF662",0.574763566638941,1,0.994014971419501,0.972050895755033,0.999999931541889,0.99465949851065,0.999992711634865,0.585728997382569,0.999999993000853,0.990278522240616,0.999999999167173,0.430618333406064,0.999999999981163,0.98008341906274,0.999999671771063,0.999999998757308,0.999999999981069,0.999999997787149,0.999999977828687,0.999999999994071,0.999999999860618,0.999948136991473,0.0665751682981228,0.999999999829978,0.87508815478532,0.859480463097828,0.9863538366326,0.999999851326136,0.983004549672215,0.156609924948805,0.999931946885159,0.690924435255356,0.816265149419662,0.918790318876861,0.999974949436111,0.999476084424206,0.999999729016596,0.938134103352781,0.999999995659543,0.994705769414737,1,0.999999998624525,0.999999999996313,0.994789871939743,0.927133669867222,0.999994319173203,0.821226354544187,0.999999984555991,0.935621968454223,0.999388500083501,0.999913247552986,0.999999284460971,0.999999999852887,0.99999995414365,0.999735200225862,0.945840755340053,0.993477914239857,0.95338029713833,0.99873355777311,0.961481859288414,0.953144009103272,0.996917868430669,0.913384625011435,0.841675192125848,0.96417560254034,0.907192406009657,0.999296492335731,0.999999970717468,0.999958705630407,0.999994922367582,0.999966213634865,0.999734588773144,1,0.976762741300859,0.86380433560347,0.999991458371889,0.99360613268449,0.989012133815319,148.5195525,198.603235897436,144.767118181818,218.960655555556,159.341191740413,153.676383842795,177.925,133.889197826087,106.572874074074,159.808975438596,124.564166666667,368.4388,184.213917647059,13.2651762457994,17.4110287231953,36.1544920082008,48.1242432096112,7.93765962436624,10.3016864776131,42.8041,10.8917942678255,24.0444526658429,15.4250296568457,29.5404682271814,NA,30.6137776485958,55.48725,60.983175,50.3809,72.2708,44.63165,46.7096,156.52295,38.2255,22.3694,63.6604,37.0388,368.4388,99.047,198.749825,309.300625,244.4993,326.5193,224.32615,195.5489,199.32705,176.562875,141.7994,230.2515,192.02435,368.4388,210.5827,367.872775892857,157.680578682525,357.41285,123.7336,252.0163,465.074325,47.5475,224.2449,13.1073163939066,4.22466603021949,0.428628017661328,0.346192365495533,-1.22220193871343,-1.53035418526999,"BRCA"
"ZNF320",0.763583200240941,0.99983555985591,1,1,0.999753149536546,0.999997323020996,0.18806010391434,0.999999993972128,0.999999998762269,0.998605271201134,0.944771791626637,0.999795315836271,0.999999999982569,0.999997456021644,0.864508770847882,0.99970043284087,0.999999861868192,0.999999688473153,0.999900880788007,0.999999970961356,0.999995228522047,0.998826261856921,0.992666513159253,0.999999953026831,0.999999974975199,0.659625415960114,0.999996921065343,0.999979064960555,0.873749613125233,0.999999987814263,0.99999998799106,0.998939925539296,0.999999999994099,0.999422198552009,0.999999996506634,0.993730220485855,0.993837836727223,0.999993916116334,0.99999999999656,0.999998223699372,0.998375158636239,1,0.999996319045674,0.999999913121713,0.999891397970429,0.9972341776081,1,1,0.999969960580103,0.999999999996438,0.999999957040202,0.99999990633084,0.999993291011505,0.9999999996571,0.999999990247016,0.95156028268426,0.992462694930871,0.99240601833568,0.967749322972844,0.994236498355957,0.983551411869604,0.999943133644456,0.976443079800966,0.996313536659718,0.984842791303935,0.993794424360919,0.999948810134586,0.999999881960554,0.999999999997147,0.999999791502815,0.999990685991759,1,0.999996946736481,0.999999999953733,0.999991401549416,1,0.999999997389303,0.986421657725208,622.80920875,549.68337051282,560.788745454546,620.272622222222,539.879178171091,575.502385152838,476.55425,589.942455797102,531.172848148148,574.494842105263,550.890986666667,262.786,576.648235294118,31.8032401375975,21.2774401900546,49.8000630562039,28.362694255707,13.6293372445317,13.9661627733517,51.73825,22.019578822325,39.8899824630724,24.7972122190311,66.5244855055969,NA,52.8352640691718,464.561225,431.97385,499.44725,548.1172,388.6688,433.9879,450.685125,449.35825,367.87305,481.4199,412.161,262.786,451.6902,719.1324,631.741275,610.75645,653.3128,658.9212,678.6102,502.423375,682.66185,644.81265,659.7578,675.96105,262.786,652.4357,504.361425892857,559.919502836231,489.94135,537.5079,362.69115,611.80825,422.5794,663.224,15.9123396672182,6.97383223115935,1.11015528565655,1.09708621246196,0.150761491149741,0.13367690167929,"BRCA"
"ZNF530",0.999999773798719,0.999999999992747,1,0.998694668504006,0.999874686269159,0.999986235554166,0.996849295472122,0.999998986826552,0.9999999997942,0.999988522450638,1,0.999999316585864,0.999999999997092,0.998489952021384,0.951156912361464,0.983671770249287,0.991752808078178,0.995098151004475,0.999924708436896,0.995500589840342,0.983545516384039,0.999999999969281,0.999999998290146,1,0.999325869084228,0.997804468405322,0.999999999964716,0.986982451248351,0.966987090602903,0.996369837296052,0.999951955294101,1,0.999431286435361,0.944681742577924,0.999743659167374,0.976193320870967,0.999999997198394,1,1,0.999801041962356,0.999996222403178,0.999999996227184,0.990509855327701,0.999999999999553,0.995421915102658,0.971970715294603,0.99501385485816,0.999756579126428,1,0.998861498033753,0.962531199812591,0.999951545162421,0.980275469359269,0.999999999881715,0.993721337586741,0.999813799152536,0.999928585120454,0.999943687738083,0.999999751647202,0.999971182909336,0.999821465865042,1,0.999869511807451,0.999999236262846,0.999910384673364,0.999999899079434,0.997854924520228,0.999894341413042,0.999996665581051,0.999999999997602,0.999995780154334,0.996964245971161,0.999609129254846,0.998950382181273,1,0.99981907304306,0.999999994890295,0.999998428152856,84.2855075,80.9978615384615,81.5238818181818,68.1704555555555,78.0406253687316,83.980368558952,41.0181,82.9241942028985,69.6084074074074,81.827598245614,66.11404,46.2147,71.4006588235294,6.34743091507261,6.52429651646362,11.108517478214,7.50366154979819,1.76707029148863,3.44321536487104,8.4036,4.72214553609691,5.6332066320929,5.27398580380032,6.4368099595093,NA,7.48643596264103,56.026275,50.8367,54.4579,51.4342,56.69165,52.5833,36.8163,54.226225,47.55845,58.5646,52.3625,46.2147,53.7781,91.694325,87.78965,84.8644,81.6636,94.0119,97.3763,45.2199,98.92925,83.65805,92.2411,84.4315,46.2147,94.3802,71.7534723214286,80.2642636779506,69.9072,72.7054,58.749825,84.33435,54.6497,94.1725,1.84192082799524,1.35092403261415,1.11861156096247,1.04002735054472,0.161709145910862,0.0566214687282843,"BRCA"
"ZFP1",0.999999998264531,1,0.999999999999717,0.977965592111719,0.990922515992611,0.997458047974345,0.999939601527948,0.999999984255239,0.999999997725023,0.995072807461943,0.999999997576577,0.999982259798109,1,0.947103814227152,0.944218725576991,0.999996363254346,0.999999088795628,0.999998333292555,1,0.999999775236413,0.999988898645496,0.999999982406094,0.999971519066397,0.999999999999045,0.943573441477336,0.970639557011465,1,0.999985911347282,0.999999937051866,0.999999999991097,0.999999999733754,0.998480927479372,1,0.99998873828564,0.999999831888182,0.999980672354058,0.952231086889697,0.990933490626196,0.999870289734636,0.999992926875361,0.993582619680296,0.701969376514747,0.999999999973949,0.736468224179812,0.999944849884466,1,0.99999999933829,1,0.992155512147248,0.999999691248183,1,0.999995453316881,1,0.999999975770968,0.998625632074804,0.998808774157082,0.998132275391439,0.99918381053666,0.973086692161901,0.997073188911463,0.999171072865976,0.99507636932067,0.999273272635475,0.997554351480714,0.989805434407769,0.999321116248037,1,0.999999998639769,1,0.990314986372846,0.999999345689588,1,0.999994996057278,1,0.999999958972443,0.997743489168946,1,0.999300588775145,250.17459125,245.46046025641,250.259,202.228711111111,240.971995280236,254.132668558952,209.1082,255.245007246377,241.21577037037,224.064387719298,253.158113333333,349.5962,253.228064705882,10.7725376932482,10.6091519009887,36.9831339479031,15.4628900778197,5.26617096950206,7.1853280640175,35.6066,8.43884240047318,21.4882540205313,11.4337537623176,19.8946183326568,NA,22.3243158296373,184.9298,176.1361,182.64185,176.7153,172.7947,175.6045,191.3049,187.6317,165.62195,165.233,202.38125,349.5962,184.4314,297.9878,292.73595,253.1497,215.2691,286.60445,304.8637,226.9115,302.41345,300.23055,266.3833,326.37915,349.5962,287.1626,288.986939285714,240.722346386093,289.92605,218.656,240.9923,327.27655,173.0082,287.1626,6.40925606667636,2.97598363777304,0.832986940451648,0.754178522419769,-0.263634217655887,-0.407022029053359,"BRCA"
"KRBA2",0.999999999911395,0.999999999902147,0.99999998929109,0.99974990266195,0.999193731188759,0.999999297521212,0.999999999992838,1,0.999999995756105,0.999190500930026,0.999999991051686,1,0.99999996206443,0.998574347416175,0.999999999808603,0.958921731687798,0.947188608372862,0.987203564042799,0.998995962369218,0.948210794471677,0.94103767405814,0.99999999999734,1,0.99999999634582,0.999307140181351,1,0.999999999992982,0.949477219496959,0.998668570473353,0.99453294636656,0.999999915355798,0.999999999987414,0.990905284045093,0.984142314921928,0.99539697575275,0.994026424071503,0.999871814689027,0.999995892028707,0.999986551786328,0.99179492868149,0.999862301669943,0.999989361994485,0.905325079749484,0.999954428907208,0.943448134845261,0.99999999999962,1,0.999999998358022,0.999849799977792,1,1,0.96220814006168,1,0.999816404708144,0.999999994102137,0.994909341839408,0.996220795319321,0.993601810297611,0.97553754467933,0.995583809547115,0.996310338329827,0.838612390097129,0.995703314424359,0.978962609643891,0.998495772024524,0.997172713960516,0.940845978316611,0.895936123749872,0.99963913665171,0.99999999900356,0.862890402225825,0.83062207048407,0.999707905249429,0.887324603179464,0.999991391464891,0.725108669866997,0.986214016906484,0.946850223072985,69.59209375,67.9751628205128,72.8871727272727,82.7221444444444,68.5689519174041,67.6414834061135,116.1993,68.5270326086956,79.4005,63.5190105263158,67.72542,18.5061,87.8604117647059,4.3285875138785,4.2976725357875,12.1626864480381,9.24989798388356,2.60771659002185,2.65786854607977,64.1488,3.89777634265294,9.66460342346045,4.31048036355835,12.783015393535,NA,12.6401325760711,45.2524,43.155625,43.03925,62.9106,37.05635,38.1282,84.1249,40.667475,43.4492,40.9502,32.2686,18.5061,59.3889,90.072875,86.952575,86.0354,106.2439,87.57185,88.454,148.2737,85.7206,101.72925,86.6749,86.98875,18.5061,124.3612,113.387092857143,67.7856630375114,109.81905,59.5918,89.09665,138.869075,37.8191,87.1413,3.91077523890435,1.30089973623628,0.597825213870815,0.542636273032775,-0.742204349495174,-0.881942605735315,"BRCA"
"ZNF93",0.934357354814187,0.997698415405034,0.999999999172992,0.999999996654836,0.999999943759763,0.999999004385816,0.999999999998615,0.826080760863323,0.997973076515283,0.999999999518177,0.999999997139424,0.925017530138612,0.998989953763241,0.999999999976741,0.99999999990716,0.999999988732825,1,1,0.999999999996144,0.999999995382042,0.999999998438436,0.99999971708892,0.983844199149942,0.999628900662669,1,0.999999839848729,0.999999999932541,0.999999999650301,0.708764488296884,0.999566779991977,0.999999997349093,0.999615978068506,0.618205302728271,0.713983359814011,0.999999999291091,0.82629990463375,0.99999131792746,0.999820108131442,0.999963713380966,1,0.999992947751363,0.999999740609131,0.999999999986982,0.999999999323158,0.96110267332134,0.999999644023565,0.999999891987624,0.999998656775963,1,0.999999892523551,0.999999990265167,0.99999999999929,0.999999999797673,0.998802849179606,1,0.99999998543082,0.999993536439163,0.999980359594099,0.999999806974229,0.999999970577589,0.999999947094868,0.999999320633894,0.99999989645382,0.999874986887232,0.999999699855217,0.999999590852323,1,0.999000857927683,0.999516342111796,0.9999999986618,1,0.999999999986507,0.999999989546514,0.999999998810697,0.957428965324641,0.999999888872141,0.999999945158766,0.99999999178124,167.19634125,140.991635897436,131.616190909091,155.6744,165.066733923304,162.996430131004,141.1796,160.457355797101,120.123281481481,155.951049122807,153.430646666667,204.576,168.173476470588,10.7220318525949,7.92489365240178,21.8225895005922,15.7810726408956,5.96671877164244,7.65516784488826,31.2705,8.63834545291879,10.9325474502096,13.2206834408005,22.3763399320542,NA,27.8181013708773,108.197875,95.4267,94.9881,111.2502,94.44875,88.1654,125.54435,100.914575,88.75925,93.1388,97.48685,204.576,107.9137,192.2476,170.318425,141.5144,196.3022,212.3199,206.1618,156.81485,195.527025,163.2243,199.2797,162.52495,204.576,239.1598,88.8130901785714,155.96094053065,87.3128,134.0723,56.888125,115.74625,93.6507,194.2191,4.21736783123394,3.06745421588823,1.75605803397976,1.53554003536709,0.812340523661039,0.618746127470154,"BRCA"
"ZFP90",0.998873669173106,0.999999999988173,0.999999998593881,0.999999806411107,1,0.99999999997432,0.999969569627178,0.999997386342564,1,0.999999999976722,1,0.996758288999243,0.999999999998806,0.999999891525463,0.999696888620717,1,0.999999997473019,0.999999999998708,0.999999999120945,0.999999999970285,1,0.999999999894149,0.981421629606089,0.999999997579543,0.999997791967404,0.993589014628613,0.999999891810003,1,0.999539685072285,0.999999999987512,0.999999963488449,1,0.999996732445133,0.999408573294563,0.999999983708136,0.996467816553777,0.973650098246345,0.999999394162828,0.99999800961486,0.999999999862835,0.997067370104582,0.941773595823426,0.999999887758103,0.870528610971762,0.999999999995819,1,0.999996910558588,0.999999999998412,0.999999970539897,0.999999991527434,1,1,1,0.999989539242884,0.999760259147217,0.999993228342891,0.999918185653714,0.999986765345937,0.99995051612417,0.999969281991949,0.999991111241897,0.999999788049982,0.999996248720296,0.999870005379552,0.9997570991546,0.999995216419383,0.999999266023391,1,0.999999999994706,1,0.999999999992355,0.99999952929125,0.999999999597196,0.999986476453109,0.999999999958174,0.999999952064752,0.999999963416259,0.999953750429677,631.71409375,596.666671794872,617.6791,596.755922222222,612.349530678466,628.893479475983,645.76875,639.082692753623,586.877074074074,577.532189473684,632.402,768.5061,601.891858823529,22.087274384819,20.9975996517221,75.3154937983305,33.2968025734695,12.4219047227526,15.3833322893067,239.88025,19.3176380981194,34.8367020242044,29.4912886466509,47.8623503539135,NA,69.1084729203312,489.135075,476.892725,452.4202,509.6469,468.8056,474.8557,525.828625,476.291825,502.3747,409.7235,513.18275,768.5061,385.5393,724.8231,724.8738,718.8965,636.8772,706.947,737.884,765.708875,737.67715,675.3402,659.3628,778.74735,768.5061,667.6965,889.2199875,606.319778865508,906.7928,567.9012,771.805675,1027.880775,460.9686,702.351,17.6616614620389,6.59343935943869,0.68185576953814,0.626274491813345,-0.552461491382461,-0.675132975778342,"BRCA"
"ZNF479",1,1,1,1,1,1,0.998800863964827,0.998064469430984,0.99999989610539,0.999999983018366,0.999999999999761,0.999999999979148,1,1,0.991917152070655,1,1,1,1,0.999999999988074,1,1,1,1,1,0.996881736976483,1,1,1,1,1,1,0.999998406280107,1,1,1,0.999999743658698,0.999999312481703,0.999999999676725,0.999999999959571,0.999999997231832,0.999999937499847,1,0.999999896731523,0.999999999479956,1,1,1,1,0.999999956119895,1,1,1,1,0.999999999980738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999998837951908,1,1,1,1,0.999999997385149,1,1,0.0373675,0.0189397435897436,0.0230181818181818,0.0408,0.33815191740413,0.0844227074235808,0,0.068286231884058,0.0771888888888889,0.230157894736842,0.08616,0,0.0226941176470588,0.0204474286377424,0.00985159972366738,0.0230181818181818,0.0408,0.222163883458795,0.0334689431611264,0,0.0342442191812142,0.0475185602764882,0.180945773128176,0.0381950430590897,NA,0.0226941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1589,0,0,0.00825982142857143,0.195760475754803,0,0,0,0,0,0,0.00583943628989596,0.0829808729810741,23.700327839734,NA,4.56683511052935,NA,"BRCA"
"ZNF445",0.999410438973784,0.995597444185686,0.99997730375044,0.999849040340817,0.991301830693784,0.965695217954319,0.869719131842224,0.999997172705074,0.999999504760104,0.957615043880095,0.679458372910503,0.999371944009575,0.999999996763195,0.918627279583174,0.999994356935294,1,0.999999999996349,0.999999783819312,0.999999958016722,0.999999999199517,0.999999988119032,0.925732541662642,0.999997499655632,0.999999801032247,0.958352129374252,1,0.999999945068238,0.999999998769927,1,0.999988124613097,0.998560867571465,0.999932837155643,0.997549004664536,0.98546958642968,1,0.997843818850342,0.582161308243954,0.980396782184202,1,0.814916386539124,0.995184600635279,0.99991784144998,0.999999211640612,0.998802212619955,0.922376834126162,0.905340559393974,0.995442653104761,0.999999999645968,0.852779232368911,0.999206221027552,0.999933089611979,0.999994640693299,0.999580538035265,0.966398818527608,0.999999998151812,0.790799841696205,0.868440164293201,0.959002387117892,0.66965100469995,0.895192898100807,0.914846226446298,0.943917103496621,0.899848855888364,0.806364727854381,0.950898636804219,0.973840736263187,1,0.999993781690253,0.998908356926151,0.999984635524463,0.999337398325432,0.995916407667567,1,0.999330645623087,1,0.967743389932544,0.978453023433607,0.807047492725107,687.49118625,653.419984615385,602.753090909091,753.4638,637.03899941003,625.172690393013,682.79625,635.142061594203,686.539259259259,598.94599122807,578.847593333333,244.2799,690.876147058824,24.8997000562221,25.2971083846497,54.2613968986113,50.0050501025869,13.5708337826803,15.124809906637,374.69955,17.9152023788789,51.6082218094139,23.6941058381429,59.0254095407881,NA,51.4166696312774,554.541125,494.2218,532.18155,701.0786,441.63775,465.3038,495.446475,485.95785,465.51215,480.6675,411.9568,244.2799,592.0713,837.04165,768.770425,701.61525,846.0576,787.62825,762.7769,870.146025,755.083025,874.32065,692.9203,705.114,244.2799,849.1122,731.688110714286,628.439313540714,707.1539,601.6311,601.727875,885.311325,456.3414,766.5827,18.2194291102194,7.00544985473299,0.858889606566411,0.850778168656073,-0.21945538179357,-0.233145081306356,"BRCA"
"ZNF74",0.999976540729724,0.999725664226211,0.999998856053351,0.999999788039953,0.999927421817518,0.999095009519998,0.920753413398831,0.9999391532562,0.99999999985104,0.997634597346228,0.996781231651664,0.999999999597622,0.999999867615305,0.999622926511419,0.999973373720408,0.999999967362467,0.999998476675276,0.999960543212288,0.99999999999979,0.999980416474268,0.999995566508346,1,0.999605988496641,0.999329990392,0.999999929883663,0.607271703196344,0.957745843514639,0.999999983964946,0.998754032903834,0.959623417819544,0.974916918365851,0.99999999999839,0.646103427316267,0.850750929006031,1,0.99903560422385,0.999999999976853,0.999810979893435,0.999253036199358,0.999999991618886,0.907986503918998,0.992468831220179,0.999999994043707,1,0.999874578649769,0.99999999999425,0.999996880832653,0.999816521003299,0.999999999761738,0.999129230645624,0.999950097322817,0.999999998458008,1,0.999998637291913,1,0.741268234366169,0.807587374181843,0.913657430324486,0.701102027007548,0.852391896371957,0.822409543827336,0.820006423604276,0.726355354122217,0.604640797473888,0.720965108412234,0.741810515228477,0.887091537276088,0.9852779538517,0.999999645284722,0.956717026353739,0.998302976438049,0.989653212941423,0.99896729296608,0.821689462517815,0.59077599862205,0.854245877297084,0.967522809870246,0.956712732935504,342.53567875,360.450464102564,388.123745454545,316.4597,375.887134218289,366.14479650655,297.34875,339.649726811594,305.881837037037,336.615598245614,333.98094,671.9381,418.135817647059,16.5842949345619,18.680191290215,48.3946854763908,25.2692906186761,10.1114124914642,10.6704052868096,59.70415,10.7253026388681,21.40578636984,16.1595412103556,31.2045999423464,NA,74.9168826363685,242.122175,257.432025,288.652,262.2455,255.8603,265.9042,267.496675,247.916225,237.3885,247.3707,245.9925,671.9381,251.7789,400.048875,416.760025,431.2275,332.852,449.50185,420.7432,327.200825,395.0898,352.75015,422.7943,379.66415,671.9381,410.5733,255.330461607143,364.45997904849,245.12895,328.5124,202.133775,323.523,257.7481,427.4448,8.67380198276714,4.90791096564894,1.42740500586748,1.34016157618266,0.513394737094898,0.422406949268686,"BRCA"
