"gene","p-adj-Stage IA-Stage I","p-adj-Stage IB-Stage I","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage I","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage I","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage I","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage III-Stage I","p-adj-Stage III-Stage IA","p-adj-Stage III-Stage IB","p-adj-Stage III-Stage II","p-adj-Stage III-Stage IIA","p-adj-Stage III-Stage IIB","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIA-Stage III","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage III","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage I","p-adj-Stage IIIC-Stage IA","p-adj-Stage IIIC-Stage IB","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage IIA","p-adj-Stage IIIC-Stage IIB","p-adj-Stage IIIC-Stage III","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage III","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","p-adj-Stage Tis-Stage I","p-adj-Stage Tis-Stage IA","p-adj-Stage Tis-Stage IB","p-adj-Stage Tis-Stage II","p-adj-Stage Tis-Stage IIA","p-adj-Stage Tis-Stage IIB","p-adj-Stage Tis-Stage III","p-adj-Stage Tis-Stage IIIA","p-adj-Stage Tis-Stage IIIB","p-adj-Stage Tis-Stage IIIC","p-adj-Stage Tis-Stage IV","p-adj-Stage X-Stage I","p-adj-Stage X-Stage IA","p-adj-Stage X-Stage IB","p-adj-Stage X-Stage II","p-adj-Stage X-Stage IIA","p-adj-Stage X-Stage IIB","p-adj-Stage X-Stage III","p-adj-Stage X-Stage IIIA","p-adj-Stage X-Stage IIIB","p-adj-Stage X-Stage IIIC","p-adj-Stage X-Stage IV","p-adj-Stage X-Stage Tis","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage Tis","mean-Stage X","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage Tis","SEM-Stage X","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage Tis","Q1-Stage X","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage Tis","Q3-Stage X","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF589",0.988859536145418,0.9764756976903,0.999929128680949,0.737455106391856,0.334595435150207,0.342983632521175,0.953711962935544,1,0.999785532397823,0.293067767022256,0.869398021090624,0.999999999979421,0.999968304668294,0.236003704358166,0.999999607732912,1,0.999999999347486,0.99999668691966,0.999552605948355,0.999999999688727,0.999999996730742,0.980716344512056,1,0.999844298362537,0.318415472267119,1,0.999999985483475,0.999999999661136,0.854967119252211,0.999650156288294,1,0.179072410287327,0.99794787926697,0.999800587643993,0.999998412195087,0.998867302758917,0.987877810650093,1,0.999978148018908,0.329116397090234,0.99999999988889,1,0.999999998044186,0.999999999983383,0.999930149497525,0.585286026808902,0.958441086534799,0.999999821382458,0.0863638166797673,0.915855055521916,0.961489064735357,0.999836254137578,0.933845416651522,0.999972756086961,0.977453808584725,0.999837068588286,0.9999922341718,0.99999998298768,0.966788308565849,0.999989554477068,0.99999503269537,0.999981536771749,0.999990166849442,0.999999910592569,0.999994759666699,0.999999999988251,0.994585769681519,0.999999924084689,0.99999999043726,0.405311565269789,0.999999311783064,0.999999993985733,0.999999926950916,0.999999615078672,0.999999999206045,0.999999995055987,0.999678437127569,0.99999933205293,316.33211375,294.263351282051,267.5645,393.080111111111,295.764937463127,291.315192139738,315.80605,295.534682608696,272.715322222222,292.056078947368,248.2781,226.1104,282.185170588235,12.293599525896,11.1072646067052,20.6040525200262,46.6797907399011,6.18578620229218,6.84386111050966,51.87335,10.1879860119874,22.0491258078884,13.332541163065,23.2245340487064,NA,23.9961085201173,242.821975,213.965825,213.74395,283.5131,217.532,213.3608,289.869375,211.3993,197.71865,214.0286,166.25505,226.1104,216.5125,387.990775,372.691625,299.7509,410.3329,364.24975,360.621,341.742725,348.16705,327.57415,358.8341,311.40505,226.1104,345.8135,351.541538392857,297.137208600183,340.34225,288.6964,285.61515,400.1507,216.8675,362.7704,9.0512003302619,3.31856880722719,0.845240678978096,0.848253192191096,-0.242565893222981,-0.237433140714921,"BRCA"
"PRDM9",1,1,1,1,1,0.999999999999644,0.999835155773854,0.999839506546346,0.999999891334572,0.999999999994419,0.999999999938505,0.999999999924527,0.999999999993518,1,0.999760961888859,1,1,1,1,0.999999999994609,1,0.999999983234042,0.9999999817284,0.999999999756565,1,0.999999205326067,0.999999999984341,1,1,1,1,0.999999999996588,0.999986242679207,0.999999999078293,1,0.999999973614438,1,1,1,1,0.999960448851092,0.999999999982388,1,0.999999994724877,1,1,1,1,1,0.999999869649328,0.999999999999424,1,0.999999999914829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999997961389,0.999999999999429,1,0.99999999989501,1,1,1,1,0.0482675,0.0469217948717949,0,0.115922222222222,0.221905014749263,0.0980868995633188,0,0.134955797101449,0,0.0469473684210526,0.0277666666666667,0,0.0318117647058824,0.0210752789352684,0.0181083934933466,0,0.115922222222222,0.155835318452272,0.0303596304649528,0,0.045077012477143,0,0.019078251521318,0.0277666666666667,NA,0.0217800686043067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116044642857143,0.125178408051235,0,0,0,0,0,0,0.00666309992124368,0.0492538374882233,10.7870906376382,NA,3.43123390608716,NA,"BRCA"
"ZNF12",0.997155509021389,0.461497193321205,0.831765017800025,0.999999969653098,0.999683454433596,0.734062550663662,0.923216728316703,0.999999999939553,0.830728058417432,0.99883251474448,0.999999984016829,0.999122673960987,0.499558973450469,0.999998576622157,0.84528604942066,0.96524668463881,0.992397630786946,0.999999983949365,0.955353971260208,0.993831526739729,0.974219589311762,0.999999851908132,0.999887433321604,0.559161940124096,0.999997031979022,0.975955207157347,1,0.977618611824147,0.967140275356199,0.999983057543427,0.990850914304696,0.993894831140172,0.999994476414358,0.980902243577646,0.998950195661896,0.990971756918119,0.999866741562052,0.999999999988479,0.796557235956753,0.999924495400985,0.99999985646518,0.999991362596786,0.989752593390961,0.999999375291609,0.999902240306009,0.999947801309264,1,0.973722108956143,0.999857250558761,1,0.999994344097124,0.996642527891845,0.999998449397724,0.999999986427475,0.999999999904548,0.999999955722017,0.999999999950286,0.999999987566401,0.999999252540697,0.999999999989608,0.999999989334123,0.999998708677384,0.999999993629423,1,0.999999999737332,0.999999999994873,0.922172005390138,0.540848822734291,0.0963569497952024,0.999953578818296,0.338667680291851,0.788198863627418,0.750143793975131,0.779554404768773,0.416863889251101,0.682670286520781,0.845148074961694,0.999861231154516,880.97837125,832.317443589744,666.3898,918.5681,824.393558702065,867.834555895197,588.56435,863.757549275362,790.722148148148,841.889868421053,822.86136,769.852,1002.79550588235,31.4225501679678,28.625423288358,65.097209270905,90.0488612874098,14.4826481417211,21.2822174661779,12.90775,23.2545580803764,50.2826417894018,34.0503272041838,69.0325576888918,NA,73.1199562664589,706.35165,652.031,516.80755,758.0894,635.04425,629.7149,582.110475,689.253325,615.4612,665.9263,652.1987,769.852,794.5302,1034.869825,975.89255,823.12655,1056.8638,985.6685,1030.1783,595.018225,1032.9561,964.4029,1003.5669,1021.35155,769.852,1128.5811,916.407572321429,828.462888929552,873.8749,796.8127,707.5608,1125.37535,629.7149,994,25.2750874887228,8.47019762891696,0.904033220536255,0.911815524167132,-0.145552306514256,-0.133186122789009,"BRCA"
"ZNF202",0.969316003635434,0.99123477078241,0.999998828028918,0.99999616565747,1,0.999999884058769,0.773656491627457,1,0.999999161365046,1,0.605340990695315,0.999999896907197,0.999999981050977,0.999999999907113,0.999999322733651,0.998825513724992,0.999979427201156,0.999999928069154,0.999986722552096,0.999982970003961,0.999994145331854,0.618854502201465,0.999998401920778,0.999999998515516,0.999999998753065,0.999991031057357,0.999999999991076,0.99999674112491,0.999999950865081,0.971887506140721,0.980340816869831,0.99992622107101,0.915174589368533,0.836311555694622,0.997101918186738,0.815993884188522,0.999999999702213,0.940641582021106,0.982203344203669,0.999972600947767,0.737951080580708,0.580601131485778,0.997978012583516,0.581727243946903,0.999999999993119,0.630675647209563,0.982654067108009,0.999998808827012,0.999261788309326,0.977521979237914,0.992890830900032,1,0.996778827114225,0.62831984488786,0.565761156375547,0.475771977778041,0.322039261132528,0.281971345987996,0.414072132507019,0.306438274717043,0.282452323745872,0.364052730266145,0.272892557782172,0.560288915712363,0.512386828627561,0.168288541714411,0.537340360982356,0.971718042421874,0.99999811517053,0.999001148809123,0.961508084907191,0.987096873457704,1,0.994057879696729,0.557408141359015,0.474989137219508,1,0.162776895951197,263.230855,241.747837179487,225.872390909091,243.984844444444,240.536412684366,236.51809650655,196.14475,234.571973913043,271.560474074074,267.432494736842,206.277633333333,486.8775,205.983129411765,9.61853377698853,8.67832359101035,30.434147345463,18.4886426343318,4.7138317345281,5.98671259636271,17.31475,7.77774524968642,46.8425484446483,11.7323254948628,12.0686453522288,NA,15.866824665018,196.7523,187.954325,170.4632,190.5668,179.77005,176.5419,187.487375,169.717125,145.0354,206.4315,177.556,486.8775,160.3289,318.81975,294.531925,276.1637,279.409,283.03285,284.5217,204.802125,272.347075,287.20645,299.5271,220.6227,486.8775,242.083,309.096313392857,243.256916193962,302.83285,226.4717,222.755675,371.6686,178.4286,288.46,9.83653049850818,2.93858382545846,0.786993909839311,0.747843901346898,-0.345575623422225,-0.419190929392832,"BRCA"
"ZNF3",1,0.999998026123433,0.999994913760467,0.973930608419371,0.980163317504199,0.958568343411391,0.999350985497176,0.999869843076023,0.999213935366454,0.996441713717715,0.999999533366947,0.999994676147322,0.99999998009566,0.918574497955983,0.669339267241172,0.981541327684243,0.983950840040673,0.960195428336475,0.999994427200302,0.99342450633576,0.967341075208162,0.998155909197062,0.999448114511364,0.998355289040671,0.998647216175986,0.999999998426916,0.77232352350537,0.995438016471171,0.908841268015018,0.933821869119423,0.949960866692585,0.999999996120776,0.988655085108578,0.644970269510943,0.999857982302708,0.99772482687668,0.999999999389977,0.9999999832057,0.999999959095625,0.95463717668982,0.995516162045423,1,0.973793436625563,0.991382938763772,0.856127451125896,1,0.999999999999109,0.99999997848175,0.990798737850097,0.999997832785966,1,0.984417335432822,0.999987493029072,0.990712452266123,1,0.714319825170897,0.703890098607802,0.857003987707141,0.442248731986211,0.625469284170541,0.750157099388568,0.408394709625522,0.607049327854599,0.468377826008071,0.748655050421985,0.766717268421545,0.981831270263763,0.987792955066088,0.97700581314742,0.999999994900493,0.999043090198262,0.904579203593656,0.999858132979708,0.999823506760183,1,0.962769691691201,0.997035549359316,0.494579971811364,899.41600125,895.265175641026,945.833481818182,769.365155555556,868.722129498525,915.93341441048,645.61825,860.841421014493,801.796774074074,911.901298245614,907.123513333333,1437.5774,804.917158823529,33.6752443828899,32.0749836226626,125.172521050173,51.4668213497112,14.3194577732014,16.9495459621106,41.63725,20.824436820097,40.1613110584496,34.610671292353,66.969506915956,NA,61.0380626170858,739.288375,715.08525,645.1397,610.8079,690.6885,724.0064,624.799625,702.843275,666.72085,776.8742,736.1044,1437.5774,651.9765,997.183975,1007.71205,1130.7247,897.5706,1002.8964,1048.2491,666.436875,990.2792,898.1895,1021.8491,971.66405,1437.5774,956.7352,729.784359821429,885.021584812443,715.45845,857.0605,600.76385,854.657725,709.8307,1022.9597,16.4354008800295,7.92067925864411,1.21271656880808,1.19791792241744,0.278242409028021,0.260529062569203,"BRCA"
"ZNF606",0.993713976826693,0.999306423184523,0.999999986780495,0.966009140441765,0.999500967519208,0.999999725887169,0.76053689409718,0.999999863544744,0.999999999988801,0.999888480416692,0.99987663643554,0.999986335587666,0.999987289191028,0.993258844184692,0.919192813532252,0.991274975453208,0.999101413952945,0.999933463005701,0.999999605618298,0.999565704667676,0.996997948799634,0.994117631165572,0.999999999998679,0.999999841875792,0.998735521553489,0.999915166955644,0.999996531102513,0.998685200136502,0.847636280366276,0.999228642630742,0.999999999330278,0.999999999116161,0.999885964160589,0.963423070737218,0.999985312220111,0.996260072985692,0.941836916283655,0.999999680076907,1,0.999981536508842,0.999999999992928,0.996128997093159,0.999759448581756,0.999982794075822,0.999997318408766,0.999231052312094,0.999999999164926,1,0.999996610888525,1,0.999992452834202,0.999844427380319,0.999999973375397,0.999999917617859,1,0.999999999944331,1,1,0.999999999448465,1,1,0.999998428983876,1,0.999999999997214,1,1,0.998648830243094,0.999999998135011,1,0.99999588672839,1,0.999984273353474,0.999836254032988,0.999999940824723,0.99999988382263,1,1,1,476.86499375,426.519812820513,396.069690909091,340.904811111111,412.010904719764,449.259596069869,241.8746,432.730960869565,369.820737037037,404.843726315789,405.440706666667,416.9987,405.098129411765,33.220114735139,24.8736183816598,71.4513756714853,23.0856542297583,13.4640887885142,18.1289473638427,69.3352,31.2362483587341,33.2078814037428,19.513492468949,46.0792323956728,NA,30.0143571765416,322.537075,278.827575,240.90465,280.8927,268.0402,305.9724,207.207,276.7444,269.6989,309.2998,329.48325,416.9987,305.6869,540.775975,502.5396,439.92485,390.8385,495.0885,510.2596,276.5422,506.766525,481.1246,496.0953,485.44265,416.9987,467.9432,328.376132142857,420.532700548948,317.6763,381.9334,236.6265,418.07685,280.5798,500.6723,10.900187358322,7.87156061834455,1.28064332143969,1.20227225008602,0.356868719206153,0.265763625977991,"BRCA"
"ZNF91",1,0.999999999960348,0.99999999985588,0.999999981497304,0.999999991528564,0.999999834498894,0.99999999984803,0.999999997744232,1,0.999999657874999,0.999998520984952,0.999999680639875,0.999999786878741,0.999999999997225,0.994770137785409,0.999999922194792,0.999999893829218,0.999999998555699,0.999998222158943,0.999999975235462,0.999999037186432,0.991568083684983,0.994917237057264,0.999911525897789,1,0.729031324072112,0.999196602837038,0.999984787033002,0.999999988287537,0.999999996895113,0.999999921045,1,0.999998244625928,1,0.999999115688862,0.999999800874967,0.999967964001314,0.999939206824213,0.999999999999182,0.999970653190537,0.999988497298457,0.986798149381484,0.999999999858446,0.813248277783526,0.999740023434361,0.99990041401653,0.999856864298636,0.999999972014273,0.999821548581373,0.999959331960446,0.997258560146251,1,0.967427014069117,0.999423663244345,0.999999992582885,0.999981924332951,0.999979408678585,0.999996474107216,0.999927163558253,0.999988532627216,0.999945007384937,0.999999997574798,0.999784418630382,0.999947413814378,0.999998121755792,0.999999848438245,0.995176684568428,0.996309917268779,0.999018541580667,0.999999855631291,0.979661596867848,0.999256486549694,0.999859504502528,0.999998709813554,0.999942746138038,0.942782736459792,0.958344629669483,0.999234432945904,810.59478,814.735523076923,775.050554545455,875.989933333333,795.210455752212,845.905423144105,659.96765,898.428828985507,850.406718518519,748.477287719298,698.55324,468.3715,967.479358823529,49.0197175757866,63.2222017232115,152.377245255406,79.4497028599908,29.147502525359,34.2443474370013,190.46185,42.0926392706507,77.8461940983079,58.1996529432977,138.896875467272,NA,115.771691865248,527.0964,434.55715,455.07065,667.87,395.4075,461.4882,564.736725,524.56075,689.3063,452.099,339.04935,468.3715,620.3227,1051.803875,1080.0478,1011.3139,1057.1108,1087.4778,1125.3649,755.198575,1156.791775,1109.37745,868.5808,830.13885,468.3715,1111.4613,640.715994642857,796.673755626715,626.0312,703.6656,438.72765,846.998275,433.3004,1053.9715,25.0822405191427,15.2742742502514,1.24341168675021,1.12401043270687,0.314304043853961,0.168655426256892,"BRCA"
"ZNF226",0.999999981209824,0.999210551635205,0.999911618147553,0.999999999472407,0.999999858977189,0.999593551222884,0.999144156162678,0.971904386519209,0.975363084970533,1,0.99999975358513,1,0.999867544654618,0.999999769912177,0.670386723269167,0.945970245348159,0.922489657693624,0.83104361218492,0.986799056808681,0.97591001524149,0.917438603524055,0.997846599384703,0.964310133242755,0.965319609139705,0.999999999999326,0.999999998894461,0.778049469060123,0.98177209698143,0.998109064348796,0.985992417320303,0.95442787378406,0.999999985722328,0.999997271748238,0.969165491645959,0.993547827689627,0.999999950135394,0.999999959272109,0.99995724074934,0.995721543770865,1,0.999999982724792,0.999735660486855,0.9676781831056,0.99999902981155,0.999967381729016,0.999980216228554,0.999663412155161,0.990017737697184,0.999999999941594,0.999999999588939,0.999375850387646,0.992202728296294,0.999999999999725,1,0.999999907262714,0.999720954628037,0.999865145201109,0.999998424413618,0.999497726990503,0.998917350563273,0.999861032410785,0.926841959115379,0.998591054011322,0.997377797212076,0.999413180219998,0.998437534371866,0.999775454347687,0.999991248409784,0.999999999971758,0.999906252658568,0.975956926094877,0.999983693457558,0.859878347901429,0.965142567807989,0.960698130476565,0.997787200449179,0.994438639895374,0.99999142474901,330.90058125,338.741505128205,372.294536363636,318.112333333333,314.770642477876,338.887976855895,181.9821,310.860632608696,299.586277777778,321.774207017544,305.37384,447.8466,361.296441176471,10.8032623960642,13.4309298520531,33.5771879882087,19.9678694474746,6.53248400279395,12.560454973557,39.8896,9.55812688185485,16.6925682433944,12.5868943155645,30.2209048145844,NA,31.6739121588535,265.303975,255.92655,266.7227,266.5634,228.24805,244.0903,162.0373,224.215325,235.18285,271.2974,231.9029,447.8466,266.5971,393.669875,420.1602,433.60005,356.9594,381.53555,411.0106,201.9269,373.354875,367.6681,379.9448,346.3708,447.8466,485.7535,367.102795535714,323.913564409881,360.43375,310.8356,306.3524,425.037025,240.152,392.9766,8.60177059888488,4.02199396507185,0.882351124396078,0.862393158243367,-0.180575216179617,-0.213582362306591,"BRCA"
"ZNF229",0.999999905819978,0.999999999984801,0.999999933557921,0.99999992236116,0.999999999946174,0.999999683655661,0.999999834685771,1,0.999999961136648,0.999999999521454,0.999999999180626,0.999999999911454,0.999999995004142,0.999999996033544,0.999999999963939,0.997259950469045,0.998854250668491,0.997031768390411,0.999858407377501,0.998514414163877,0.998129436048192,0.999971781965174,0.999999999957806,0.999998959032626,1,0.999999891466025,0.999996942051524,0.999222290996224,0.902455675840055,0.977701079232068,0.991637367210874,0.999994997072101,0.931159989746136,0.910296998134588,0.999997933421807,0.984846444977668,1,0.999999787423312,0.999999999999063,0.999999848983084,0.999999698510763,0.999999995319617,0.996987672546143,0.999972009074943,0.913297676486798,0.999999999802185,1,0.999999992416608,0.999999999996143,1,1,0.999332644384378,1,0.999293669876597,0.9999999991439,0.0402091222989802,0.0325235294548244,0.07083248602931,0.0423344570229756,0.0319996480381954,0.0342453543392449,0.0366273654004364,0.0284780510718839,0.0132580790218473,0.0428354075446699,0.0427759818741091,0.999832099166804,0.997623696466952,0.999999945793243,0.999638370852948,0.996808100685132,0.998527979090994,0.982860665964969,0.991167483567252,0.785956244824765,0.999934684715906,0.999842147453332,0.0947244497298649,169.81469875,158.917796153846,180.320190909091,146.135633333333,160.87871120944,163.881602620087,43.10545,153.878633333333,108.806918518519,171.721145614035,158.41478,726.4468,205.587835294118,16.8027094693513,17.2352092304672,67.1881143469431,32.1061794807263,10.3684875233802,8.99852603150166,15.77995,12.0002636360097,20.3130129001758,17.824951513299,27.7952621199287,NA,73.7384893649859,42.695825,28.92415,29.3743,53.6326,38.80045,49.263,35.215475,51.770375,21.9712,54.9451,90.2365,726.4468,18.8421,251.676175,256.500325,252.50375,237.6056,209.09805,251.7928,50.995425,212.483875,194.9266,232.6567,232.38675,726.4468,253.8825,209.135274107143,159.02777904849,199.0563,111.2372,140.363275,283.9191,41.2157,229.2818,8.49592321060585,4.89801857968157,0.760406295530128,0.558822805407314,-0.395157618539381,-0.839537196944776,"BRCA"
"ZNF180",0.999971332226888,0.999999914766952,1,1,0.999999999928476,0.999999999921154,0.999993693624694,0.999999999132392,0.999999999991579,1,0.999999968439899,0.999999681730397,0.999999999398673,1,0.999999998017852,0.997249884918304,0.999391906292826,0.999795501063304,0.999209940813923,0.998877765364872,0.99842329481422,0.989326646283149,0.999999669016096,1,0.999999888344795,0.998669071864584,0.993912836838126,0.999780647735978,0.999246775487824,0.999999783114624,0.99999999995975,0.999999650828988,0.999977643210139,0.99987952510912,0.999912966236541,0.999999999998757,0.942245673153523,0.999495674796149,0.999999921456424,0.999981931068871,0.979867469292531,0.958669428250312,0.999967183420477,0.999995431996579,0.999999999786172,0.941985202334699,0.99480757693593,0.99991800481758,0.999100129288733,0.977687749064712,0.964515135700085,0.999999790811535,0.999155156643992,0.999967293671291,0.999996154828528,0.999999990494842,0.999999999898828,0.999999999980897,0.999999998136478,0.999999999440427,0.999999998377466,0.999999988260686,0.999999999998032,1,1,1,0.453044607415843,0.205179608918367,0.736697651857931,0.923205973791379,0.172890267688172,0.235684145687258,0.799715096508004,0.0782406400988422,0.231374937065596,0.0558308351080579,0.11281944590041,0.999191001395562,239.157355,228.439412820513,226.208954545455,236.203733333333,231.858388495575,234.356036681223,163.9804,222.024519565217,218.692418518519,213.041612280702,196.73772,205.5855,300.877994117647,7.83969712709765,7.97230194388777,28.324619174583,11.1250542990185,5.17863593478652,8.09579215174547,10.0469,6.40163329679238,15.8294240781513,8.26530537150578,22.9145448342256,NA,48.0465235612987,191.742325,173.709325,175.3765,215.7581,175.4738,171.4411,158.95695,169.1568,176.902,157.1504,132.2227,205.5855,198.013,271.392775,276.32875,239.45325,248.5876,272.58225,267.507,169.00385,267.953325,257.2899,254.991,229.8602,205.5855,323.378,272.987528571429,225.30375315645,268.88225,212.4524,206.37355,332.306,169.2003,267.8225,7.6050459549142,2.87992047187039,0.825326176384275,0.790131739822915,-0.27696369667748,-0.339834878883947,"BRCA"
"ZNF641",0.999950005162004,0.743646772294938,0.924135494917783,0.999797671645241,0.994650448399297,0.683250250084251,0.885476474957016,0.999907192440264,0.97665825403892,0.955260527346151,0.998048836380508,0.999999999999821,0.921681032343731,0.98897154539744,0.999496163343986,0.999999999968541,1,0.99999014794085,0.999996834170486,1,1,0.996442397159327,0.99999999905512,0.947770865850077,0.985142002442986,0.999997010153215,0.99999999999035,1,0.999999847522844,1,0.95365912108865,0.998534468923075,0.999995935527306,0.999999999992085,1,0.999999999107787,0.999927943389812,1,0.947213137779505,0.993774838682765,0.999996379584989,1,1,0.999999999998996,1,0.99875441809126,0.999995887207001,0.999573492303214,0.979177555161352,0.999999999732809,0.999998108906806,0.999999999997685,0.999999741298227,0.999996812452913,0.99999897702083,0.858572114474817,0.907841916448947,0.996716579175538,0.746184738915199,0.93688832966156,0.912307883194237,0.982056725393633,0.920267412865968,0.908101415160271,0.914500599023355,0.963577269599042,0.997871690133925,0.958346863560502,0.460840816180448,1,0.735229893083817,0.908736288291062,0.999996117946933,0.891644887556113,0.991612674867084,0.956901265010979,0.932835696979605,0.721870431706753,178.630865,169.333979487179,127.7682,202.061088888889,161.56111120944,167.78918558952,166.48805,166.132778985507,170.865218518519,168.153642105263,156.202253333333,35.6662,201.127958823529,9.40364626589828,9.22336298906387,15.3637003437856,17.6896811664114,4.41517405660187,5.46870974786177,71.85085,6.27623495188438,16.0953102150296,9.08418931696251,20.2925824033336,NA,18.6383189432181,128.17115,102.733625,77.2107,151.9751,102.03885,104.0847,130.562625,116.197575,139.92575,122.7639,85.16135,35.6662,145.3719,228.9586,227.818375,154.12765,242.5254,209.919,218.6028,202.413475,212.782425,198.07805,203.0403,212.4771,35.6662,257.0262,220.991166071429,162.822508874657,229.6082,159.5598,193.77125,256.1642,105.1345,211.7971,5.97796885756699,2.4208112917824,0.736782884896085,0.694922045467017,-0.44068854616486,-0.525076945721586,"BRCA"
"ZNF610",0.999998164716226,0.999734305376404,0.999995575297848,1,0.999999993961152,0.999977395909408,1,0.999993353400572,0.999700150211631,1,0.999999997751163,0.9999999853117,0.99992004106328,0.999999999979087,0.999999989866336,0.999656333560344,0.999927511754652,0.999999726844544,0.999775319695964,0.999678695620048,0.999809706821562,0.999999858225399,0.999999999995878,0.999975729275976,0.999999999562422,0.999999181398546,0.999999999985532,0.999874985705634,0.999613649136548,0.999999304988317,0.99999999995854,0.999995124691378,0.999321361787486,0.999904321953765,0.999995481154379,0.999986344197802,0.999999999949432,0.999999999298369,0.999957853940411,0.999999999991174,0.999999999986321,1,0.999830054397169,1,0.999976583844318,0.999996845856982,0.9999999996194,0.999999998727601,0.999999775652233,0.999996837544915,0.999999768782492,0.999991514765425,0.999999981087476,1,0.999999902690469,0.999999902635685,0.999999993249929,1,0.999999873616493,0.999999921939656,0.999999967420234,0.999999999998176,0.999999983649338,0.999999999949153,0.999999968646507,0.999999999733101,0.999230868493928,0.999990956627526,1,0.999973832448029,0.998943285133776,0.999746411554399,0.999999258199309,0.999934196765773,0.999999999995189,0.999900402775844,0.999999999577375,0.999999999998678,125.76102625,119.10983974359,104.554236363636,128.086566666667,124.995600589971,122.716079475983,77.3587,121.064274637681,110.540248148148,122.811480701754,113.422466666667,93.2032,106.212882352941,7.92402719441699,7.64454157008065,14.7031470191513,18.1817860951405,4.39670738446153,5.16033019104941,29.5143,6.92639524961161,12.743002556101,9.65149224612451,17.554594139152,NA,15.3457482295855,81.790375,73.651925,73.4989,95.9445,67.0567,72.3121,62.60155,63.85225,49.9531,75.542,74.14945,93.2032,52.56,154.9646,155.423625,113.4349,168.544,163.6819,158.961,92.11585,157.83125,169.5398,149.3027,146.37855,93.2032,151.7445,99.1681821428571,120.189043275389,100.69825,106.8113,73.2777,125.4518,66.6709,156.4434,3.27062117307342,2.27944779437221,1.21197183086658,1.06070661605341,0.277356167506103,0.0850256721854922,"BRCA"
