"gene","p-adj-TUMOR FREE-[Unknown]","p-adj-WITH TUMOR-[Unknown]","p-adj-WITH TUMOR-TUMOR FREE","mean-[Unknown]","mean-TUMOR FREE","mean-WITH TUMOR","SEM-[Unknown]","SEM-TUMOR FREE","SEM-WITH TUMOR","Q1-[Unknown]","Q1-TUMOR FREE","Q1-WITH TUMOR","Q3-[Unknown]","Q3-TUMOR FREE","Q3-WITH TUMOR","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF20",0.0451833366763492,0.238287022003634,0.29628265271877,145.6247,193.855449677419,180.7499575,12.1726559074062,2.63538138320534,10.267447394365,108.3248,141.7639,132.680075,173.28585,235.4945,198.15915,168.080623214286,190.481996706313,170.38915,184.095,129.23685,205.040425,138.8416,230.6174,4.63817493609191,2.19492974046142,1.13327754897403,1.0804385138373,0.180501232289531,0.111616972885965,"BRCA"
"ZNF670",0.0258361755648604,0.067324535982819,0.884690361568111,73.1731214285714,114.354596387097,111.098865,5.91646209589966,2.11120466803195,7.04353404798925,63.373475,75.8898,68.2836,83.293575,143.0245,139.2396,103.911023214286,112.837149588289,101.4146,101.0036,78.35355,123.911725,73.2865,139.0927,2.98874318924198,1.85553415776664,1.08590163100979,0.995947329082795,0.118893419088795,-0.00585864785539104,"BRCA"
"ZFP37",0.627261064955351,0.79360988537981,0.863485684271217,52.3431928571429,62.4900162580645,60.01313875,7.79049288187715,1.47926172019117,4.4009376119526,34.746675,30.7574,30.224325,74.5007,83.45185,86.0656,119.5607625,63.4551358645929,114.7576,57.7423,83.658925,152.96035,32.1285,86.2839,3.95711135858236,1.24942061565573,0.530735456497217,0.503167546201733,-0.913935161732342,-0.990889222041656,"BRCA"
"ZNF189",0.0359767486976896,0.100858040238498,0.807159914807916,407.794828571429,525.456733677419,512.54573375,25.6183201738466,6.4160726975729,18.2186091573176,380.340275,398.07965,405.426225,448.428325,626.98195,619.559775,728.861550892857,521.403412259835,748.27025,505.1181,625.96575,829.779375,396.0594,621.9856,14.9265540016188,5.40471152305644,0.715366878141829,0.675047684977453,-0.483244772537925,-0.566938677982229,"BRCA"
"ZNF434",0.0755475508246666,0.300773299162977,0.368535960615364,355.577792857143,442.622023870968,419.1458725,29.6245188459716,5.3504900297138,16.3503309816809,317.10995,340.4459,321.1897,417.870175,518.18535,494.417225,334.873480357143,435.144919121683,341.89235,414.8068,287.672125,378.78475,333.5762,511.9976,5.83407586100814,4.45091143805085,1.2994308138632,1.21326727550353,0.377879821841164,0.278897402534285,"BRCA"
"ZNF287",0.103699292212503,0.241514872308081,0.759342895603923,115.930221428571,154.085696645161,148.3221375,8.56253454804727,2.49632817867146,8.15664844705916,88.95265,106.6287,90.63475,132.311625,197.00245,193.85445,176.345755357143,153.380703293687,173.6447,142.5189,145.4702,208.58745,103.8621,192.816,3.9988938511866,2.43574380512319,0.869772583882465,0.820750071842101,-0.201289860585472,-0.284985123806758,"BRCA"
"ZIM3",0.953406582897656,0.999670071185486,0.811807184135155,0,0.0444692903225806,0.0039725,0,0.0212924704830918,0.0039725,0,0,0,0,0,0,0.0136258928571429,0.033111802378774,0,0,0,0,0,0,0.00678845613201317,0.0151206783872646,2.43006478371187,NA,1.28099477551583,NA,"BRCA"
"ZFP14",0.00978267956572876,0.00941872083852402,0.85671257759292,184.747892857143,281.154859354839,288.75111,18.9507023468947,4.35102938552068,15.3371333353686,143.903725,194.69235,197.7041,207.04755,350.93195,362.45225,318.438332142857,277.677711436414,301.77475,262.6812,235.2863,403.64,192.1865,346.4101,10.5120040245294,3.63056979789551,0.871998385269278,0.87045453604054,-0.197602631405988,-0.200159147202515,"BRCA"
"ZNF473",0.0749164804268556,0.0165269886058582,0.175143224085297,238.436314285714,327.560680258065,359.32036,16.5106144961483,5.40861687227407,18.9903269315826,200.736275,232.8781,246.229425,267.144175,381.44605,419.254925,290.709404464286,323.989568252516,283.40515,286.4352,244.347725,325.841125,230.1828,376.0657,5.78727754330749,4.50175096387044,1.11447914404269,1.01069158411553,0.156369618780057,0.0153428212279286,"BRCA"
"ZNF614",0.0309024608444548,0.0152003242473422,0.545167953221513,159.498292857143,279.298238451613,300.944075,15.0719646904387,6.1156215835687,25.7274841357464,136.9235,190.05845,206.22465,192.110725,330.5839,327.7367,335.596666071429,277.799577584629,333.52965,245.5036,267.143825,404.211475,186.1768,327.0576,8.38879260907657,5.51804986005982,0.827778120791887,0.736077287281655,-0.272683978044444,-0.442070839306199,"BRCA"
"POGK",0.0858289094990398,0.0609978501124201,0.75229845709384,1802.07305,2392.22233019355,2479.2663375,161.296458253458,37.6885022851673,100.287286886592,1404.65915,1702.4355,1838.577225,2167.4824,2806.0328,2868.762475,1330.59778571429,2377.44577822507,1335.36465,2169.423,1155.4858,1539.5191,1699.1179,2805.0326,26.8750588804727,30.8904893891915,1.78675013873469,1.62459220408448,0.837337900293377,0.70007762646241,"BRCA"
"ZNF514",0.556297252960128,0.531320843590997,0.959325218432748,240.098192857143,274.075235870968,278.00713375,22.0571694994015,4.432341506868,12.6677272468083,202.92885,183.7952,187.714675,274.044275,340.6483,360.46285,336.453949107143,276.927287831656,328.5854,258.6683,241.789975,411.382,188.2267,347.921,11.5360164173085,3.71467765557752,0.823076348387485,0.787217873953012,-0.280901833947362,-0.345165117133706,"BRCA"
"ZNF300",0.996803833684168,0.956148289250471,0.857297792517938,87.7784571428571,89.6140656774194,95.15984625,15.7583944037013,3.23395779688082,9.67670124495828,32.226575,28.04015,25.518,129.35835,124.03605,133.574925,139.801591071429,92.5921252516011,129.9278,61.9865,99.185075,182.90025,28.3753,125.3865,5.21835240379863,2.91186946911133,0.662310954703607,0.477084195991928,-0.594419374107753,-1.06768419884331,"BRCA"
"RBAK",1.38369684612449e-05,5.67950061780564e-06,0.425622366542704,352.131878571429,629.01921316129,661.6477575,27.1646767358597,7.88767986910518,29.5401010805373,282.7062,481.014,484.17005,426.9064,742.8054,757.0081,595.144149107143,623.176059743824,572.5901,591.3524,454.942875,718.274125,470.4433,737.0738,16.7980569939902,6.86899068612555,1.04710104380382,1.0327674194856,0.0664006670642251,0.0465153940536748,"BRCA"
"ZNF92",0.234500132816126,0.0816982280830171,0.267119257203212,411.527871428571,850.489838193548,1032.80507,92.8253522203056,32.6407092930423,188.891654493366,219.932675,354.8321,301.569275,464.27175,972.3522,1014.1221,491.879308928571,818.183812351327,411.00875,519.1902,233.28195,665.672975,333.7832,925.5091,31.5621187639828,27.7947817788258,1.66338326800841,1.26320960320188,0.734120625117994,0.337094044042789,"BRCA"
