"gene","p-adj-NO-[Unknown]","p-adj-YES-[Unknown]","p-adj-YES-NO","mean-[Unknown]","mean-NO","mean-YES","SEM-[Unknown]","SEM-NO","SEM-YES","Q1-[Unknown]","Q1-NO","Q1-YES","Q3-[Unknown]","Q3-NO","Q3-YES","count-[Unknown]","count-NO","count-YES"
"ZNF673",0.9244081543395,0.920966798169211,0.586864792916348,234.23175,256.942323529412,203.64108,44.6520723694041,11.9088339650904,29.4693537988942,169.9131,195.580475,166.6667,294.04795,289.2918,231.9393,4,102,5
"ZNF41",0.976358078339381,0.933737839678983,0.735160104978993,177.650375,186.402561764706,158.1462,26.4840652819884,8.28104450619392,30.5330929768997,156.77635,120.7544,111.7735,212.977175,246.3156,189.2019,4,102,5
"ZNF7",0.0381234191014854,0.797874246836633,0.165445437627921,747.3972,532.544169607843,674.49504,177.37726097095,14.6696919632022,159.781515711219,549.369,443.2762,337.531,902.9789,599.787675,850.4399,4,102,5
"ZNF214",0.570265675089375,0.486873124788652,0.844678049370134,51.425125,35.6162725490196,27.8481,20.1714269107887,3.04284282729958,6.94788389741798,26.53975,8.9079,23.012,79.285075,54.707725,36.5048,4,102,5
"ZNF215",0.965117125290692,0.491042225503293,0.35036886660414,18.13105,21.0844911764706,35.60484,9.15241421142531,2.26498611652844,11.0055522887586,3.539425,6.666125,14.691,30.896875,28.34745,38.7123,4,102,5
"ZNF547",0.182810874757823,0.182641975256197,0.806682783887827,87.694825,61.9199696078431,53.76354,9.91910221679824,2.8587538619932,10.6492758609964,72.453275,43.93705,39.8044,104.4912,76.19655,72.0274,4,102,5
"ZNF773",0.75211533622924,0.65415290575768,0.877554840059808,148.584825,128.638769607843,116.51384,15.1652608777635,5.40004210001273,28.032734637823,145.302575,92.529825,94.132,163.4615,165.407075,142.0463,4,102,5
"ZNF776",0.490007908256595,0.232021535690613,0.494678184799647,518.598075,396.373317647059,287.2772,122.3515527482,20.7796032090153,79.7200505634373,467.745225,250.355475,145.2757,668.8086,545.400875,474.7926,4,102,5
"ZNF256",0.150053880597936,0.191080230861505,0.883062349184391,164.08905,122.856257843137,113.47708,17.7915156189919,4.27244327173833,20.7129305065556,145.756625,92.8347,88.922,177.457225,150.765525,123.0644,4,102,5
"ZNF599",0.920242437690081,0.507525684967813,0.456199598216944,124.870475,115.489873529412,89.4675,21.5034695075149,4.73239638864623,17.4676425065605,104.454175,82.18085,63.5867,149.6528,150.5484,122.4248,4,102,5
"ZNF18",0.979021480811654,0.71317012247297,0.361499990576754,220.37085,229.13266372549,174.23096,60.3836772177783,8.69810763259256,17.9690281291338,145.694425,166.21725,155.2567,252.150925,270.900325,203.7549,4,102,5
"ZKSCAN2",0.00192630617926837,0.00972601486123781,0.883339038664862,339.8326,193.925074509804,176.15492,63.1296343345844,7.98111283692946,29.3680962345774,244.787175,145.1593,160.2904,433.510725,224.63005,187.8566,4,102,5
"ZNF689",0.998432378610855,0.0321871760858056,0.00106362798907333,220.5706,235.362438235294,1151.96816,86.2606940517039,33.5878517169371,1006.26012356217,145.045325,96.7762,78.6471,293.834025,232.801575,340.5634,4,102,5
"ZNF19",0.0595395987218137,0.0671738012799133,0.743385429401314,105.373925,68.2445774509804,57.60134,10.4446129352548,3.12710506136745,17.2366895320882,93.537725,42.828225,24.8385,111.97415,84.05005,89.0205,4,102,5
"ZNF230",0.285536286800523,0.116368459644876,0.431350961986381,132.66685,104.742868627451,84.24486,4.14720491104149,3.60134438939286,17.9539769265364,127.031275,80.282425,59.4947,137.906875,126.820025,127.3218,4,102,5
"ZNF222",0.296712055846997,0.197974427224084,0.659285969557617,83.5262,63.772937254902,53.43252,13.2475529296923,2.59050685809896,7.76076300207654,79.1092,45.601175,39.7417,95.82845,78.2852,67.7048,4,102,5
"ZNF221",0.995273200299149,0.995318178136682,0.999437051397486,10.348225,9.9677637254902,9.8499,3.49369251971201,0.807523374511253,2.61811948753299,7.8922,3.7072,6.458,12.828925,13.454625,12.8075,4,102,5
"ZNF233",0.0503073898132705,0.26900842179488,0.930302136321417,79.2841,45.0262931372549,49.72288,18.0919459362907,2.76367574168254,14.0623205791007,53.9693,22.3906,31.7407,102.34725,63.34085,74.9796,4,102,5
"ZNF235",0.999584777557248,0.993803855146189,0.991428371526162,76.471725,76.1177137254902,74.66926,12.4801291608818,2.43519312911924,17.6033189456591,64.149975,56.109525,34.9147,86.1187,93.198225,101.5013,4,102,5
"ZNF208",0.00532484587604409,0.0231532616816675,0.925069022008448,273.373325,62.1274117647059,39.71792,224.741670616512,10.8496552951833,21.4364517147172,31.859475,11.110175,6.1125,309.57495,68.48655,45.6993,4,102,5
"ZNF714",0.968642532727554,0.763689395130699,0.729225975479536,169.5715,157.156201960784,121.9664,89.3694786537608,9.85419757458266,24.63489534788,68.81595,89.050575,98.6756,195.8442,214.77225,151.5892,4,102,5
"ZNF394",0.925551529839941,0.999990931942603,0.91112558467815,457.2256,495.323482352941,457.76816,39.5598991932066,20.3199920458089,33.8228521898523,439.19765,409.80785,399.5358,489.36945,532.546275,472.2901,4,102,5
"ZNF333",0.887401662553029,0.82349310433276,0.934056856574756,179.2694,207.150616666667,226.07806,42.6760719907733,11.3203927456349,85.7333811200258,139.561575,137.7314,85.6998,190.451825,245.6588,238.3932,4,102,5
"ZNF382",0.069304852091053,0.744355720594921,0.335608365278717,73.64695,42.5180921568627,60.22882,17.6610102518939,2.39915607386981,29.4448603564765,50.513525,25.337275,20.8644,91.596125,53.03215,56.0928,4,102,5
"ZNF577",0.00455708547843259,0.0215526581849628,0.931400337959081,508.29005,222.652292156863,194.15772,154.89063451069,16.7850465701196,49.565403558111,294.864975,107.9036,124.5822,632.803475,278.501625,275.4686,4,102,5
"ZNF75A",0.0800673154025773,0.496788614482587,0.72625738937809,665.232125,429.432915686274,503.78636,85.5422568776915,20.5935712867333,146.289218074561,579.528625,290.548825,282.0953,713.73585,527.309575,637.4618,4,102,5
"ZNF496",0.442159197081158,0.256646372719809,0.603908544643409,265.2146,364.005128431373,433.65286,47.9072528671286,15.7983975538416,75.1359750197507,224.9679,241.011625,395.5682,300.67395,460.537375,452.3039,4,102,5
"ZNF2",0.420066465388175,0.375922950361233,0.841668001416355,147.29875,125.363092156863,116.61532,8.51029220693979,3.39271909220399,17.691204298419,138.041075,102.761125,96.8091,159.364925,141.663875,145.2481,4,102,5
"ZNF589",0.141645271135036,0.114091174173274,0.688208885290351,407.32075,304.949235294118,265.13414,62.9294731441013,10.4402152675506,37.2258734293179,301.852725,231.6829,223.7718,497.429275,375.99185,275.4686,4,102,5
"PRDM9",0.851375230892509,1,0.819428478176401,0,0.116137254901961,0,0,0.0431384583280187,0,0,0,0,0,0,0,4,102,5
"ZNF12",0.421080647056522,0.328797431553068,0.767693234689457,738.114825,610.547839215686,547.41864,227.223865033104,17.9841706682564,124.895356388605,547.4202,495.04605,435.2078,822.430825,721.41015,614.7577,4,102,5
"ZNF202",0.905704725493375,0.910211768186593,0.530163977885895,257.1014,239.167375490196,280.10424,68.7497731168256,8.01242875620849,35.4931335650376,184.569375,187.573925,227.5211,350.262075,289.53475,303.0127,4,102,5
"ZNF3",0.297709386703479,0.212683797188275,0.693905644218687,1074.437575,877.006190196078,780.10768,108.80494509568,25.9714357607074,91.2302343319494,939.971825,711.3147,695.4065,1115.5379,975.615325,910.7379,4,102,5
"ZNF606",0.0162948287558966,0.0176541638809001,0.61337192146099,514.51405,326.403646078431,269.48796,33.8340607754351,13.187073296031,56.4110150233055,482.333,226.335175,159.9651,556.99845,404.762875,373.573,4,102,5
"ZNF91",0.0304139477731784,0.0952238598631949,0.976759872914973,1017.315775,498.653269607843,461.2532,357.084753011019,37.4424791821159,212.622358490202,614.3049,289.08825,138.1023,1163.582025,604.526975,405.7634,4,102,5
"ZNF226",0.152106630835815,0.021028137072284,0.146124948912478,437.692125,334.171048039216,240.13336,35.8531397651441,10.8318214901254,49.2813336967416,397.264175,264.47675,181.7154,477.5077,393.759025,335.6134,4,102,5
"ZNF229",0.596514580226731,0.727392273250846,0.999355027138783,161.053575,114.289929411765,112.80992,69.5191272975691,9.34843576069565,16.1376702182626,88.527825,43.2983,87.2555,210.6088,161.33695,121.0886,4,102,5
"ZNF180",0.805844234523545,0.272394575878647,0.262507688052366,189.436675,172.158791176471,133.22758,15.7196060948515,5.45752798036216,17.6687246700321,185.395225,142.8372,95.38,206.1723,203.626825,161.6007,4,102,5
"ZNF641",0.6827204754745,0.763154512246384,0.994604169984054,80.36935,109.393746078431,112.4915,33.1516347792106,6.77260648460781,29.6695087578477,35.8893,51.548375,70.5415,125.6951,159.6279,161.2575,4,102,5
"ZNF610",0.146463965713062,0.185162194818595,0.877866949786005,140.716575,87.5726480392157,75.28024,22.8355827392024,5.52530623641911,19.8577780422332,108.476525,45.7544,48.1868,166.7506,113.897925,81.2109,4,102,5
"ZNF528",0.0310255603856311,0.0420495026450779,0.747709764674676,485.1654,260.998721568627,203.8901,38.3562586007595,17.3729158338173,47.1596827111464,480.97135,114.0921,186.7859,525.6107,361.70605,211.614,4,102,5
"ZNF701",0.999520780091627,0.417405032955419,0.147347915876122,126.91405,127.713406862745,81.74236,6.27226655371352,5.38148130717648,18.2902499774224,117.909225,79.2302,53.6513,132.914825,162.919325,98.6756,4,102,5
"ZNF283",0.982117722822811,0.865836070957841,0.84772010585563,49.863875,51.3883539215686,55.5376,3.07336376504501,1.64211482410396,8.99590950654796,48.69675,42.1038,36.0937,53.134625,59.463175,68.2425,4,102,5
"ZNF558",0.748885024624876,0.750542273304098,0.965841398829361,384.14335,335.332154901961,320.15068,24.8670378581266,13.1696634998334,65.938087227227,365.36685,244.7526,230.9985,418.61835,413.26875,440.0978,4,102,5
"ZNF597",0.99974846159537,0.820316670711757,0.63976610297668,44.028,43.7583676470588,53.99798,3.75048847018625,2.30389217842547,23.8555239057833,39.38735,27.606525,23.3482,49.0037,57.48045,43.0796,4,102,5
"ZNF30",0.777786233012382,0.327158240269725,0.372174115508365,148.551475,131.225219607843,100.19798,11.7632893496657,5.05519416960106,19.9349694802977,137.1164,92.819125,63.0846,150.309225,158.3155,132.4407,4,102,5
"ZNF354A",0.977047972504422,0.69472346232775,0.333404606092332,320.1664,307.929735294118,384.09374,47.8028372851271,11.2422220183898,86.0344993739058,276.147275,235.089475,284.0791,364.662975,362.68675,342.5993,4,102,5
"ZNF764",0.198691502775798,0.264466257552271,0.927662533452434,388.384875,272.370334313725,250.12158,79.1360469130574,12.9633907338603,56.0013912728104,305.3094,210.005725,170.8892,395.218725,294.041125,250.6185,4,102,5
"ZNF747",0.299363838604102,0.239215504183046,0.750930325881563,445.7486,329.037970588235,278.23132,16.319202747275,15.3914105122376,72.1989148778733,438.7354,245.621975,150.8761,466.343,380.633175,374.9847,4,102,5
"ZNF778",0.964757267900509,0.728520667673804,0.686256283315801,63.785875,59.8280235294118,48.28072,23.0550574410972,3.01245643579907,2.71197370348608,41.817775,40.094525,43.2467,70.26315,71.346275,52.9763,4,102,5
"ZNF212",0.707919242409835,0.88441906622291,0.980090840641942,398.4255,458.049199019608,445.14876,62.7266434996724,14.773489017124,51.1542602467048,305.127475,372.385575,350.2235,488.115175,506.29075,484.0635,4,102,5
"ZNF282",0.626127182578396,0.661162767556142,0.967843455893607,913.502775,1080.94741568627,1120.5909,67.449295122106,35.8597107203784,130.0711355468,853.821325,861.67345,929.1224,995.53925,1220.665325,1307.3192,4,102,5
"ZNF160",0.869742895297585,0.326907264435574,0.276209024215741,590.946475,538.941521568627,395.97988,77.2431402630613,20.1810581381076,91.0929276139119,494.684825,401.634025,220.5663,693.20805,630.35175,596.1287,4,102,5
"ZNF415",0.514889772130299,0.153793077798804,0.292416375475763,242.101625,193.432581372549,133.68902,21.1946194578709,8.82881690607267,10.7762106946459,217.152475,138.661675,119.8211,251.93425,247.6397,145.5742,4,102,5
"ZNF439",0.375366183800286,0.246602675380546,0.665265888338035,215.83365,146.776084313725,106.90162,54.6903820327136,10.1279414251279,20.771959897068,162.39375,76.678375,94.8235,287.79965,188.609825,145.0693,4,102,5
"ZNF440",0.991866052832949,0.873930548907079,0.826179569879086,253.29145,245.641426470588,212.3614,37.6271493863252,12.38532023477,47.3297551473383,205.188525,160.50405,103.554,286.028025,305.445225,264.2822,4,102,5
"ZNF562",0.619135710514138,0.877868829346914,0.942283908877735,378.817225,446.825770588235,425.3643,51.55264535271,14.2917965114438,55.2313363727151,339.42815,342.680425,355.688,437.651475,550.278925,407.498,4,102,5
