"gene","T1a-T1","T1b-T1","T1b-T1a","T1c-T1","T1c-T1a","T1c-T1b","T2-T1","T2-T1a","T2-T1b","T2-T1c","T2a-T1","T2a-T1a","T2a-T1b","T2a-T1c","T2a-T2","T2b-T1","T2b-T1a","T2b-T1b","T2b-T1c","T2b-T2","T2b-T2a","T3-T1","T3-T1a","T3-T1b","T3-T1c","T3-T2","T3-T2a","T3-T2b","T3a-T1","T3a-T1a","T3a-T1b","T3a-T1c","T3a-T2","T3a-T2a","T3a-T2b","T3a-T3","T4-T1","T4-T1a","T4-T1b","T4-T1c","T4-T2","T4-T2a","T4-T2b","T4-T3","T4-T3a","T4b-T1","T4b-T1a","T4b-T1b","T4b-T1c","T4b-T2","T4b-T2a","T4b-T2b","T4b-T3","T4b-T3a","T4b-T4","T4d-T1","T4d-T1a","T4d-T1b","T4d-T1c","T4d-T2","T4d-T2a","T4d-T2b","T4d-T3","T4d-T3a","T4d-T4","T4d-T4b","TX-T1","TX-T1a","TX-T1b","TX-T1c","TX-T2","TX-T2a","TX-T2b","TX-T3","TX-T3a","TX-T4","TX-T4b","TX-T4d","mean-T1","mean-T1a","mean-T1b","mean-T1c","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T3a","mean-T4","mean-T4b","mean-T4d","mean-TX","SEM-T1","SEM-T1a","SEM-T1b","SEM-T1c","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T3a","SEM-T4","SEM-T4b","SEM-T4d","SEM-TX","Q1-T1","Q1-T1a","Q1-T1b","Q1-T1c","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T3a","Q1-T4","Q1-T4b","Q1-T4d","Q1-TX","Q3-T1","Q3-T1a","Q3-T1b","Q3-T1c","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T3a","Q3-T4","Q3-T4b","Q3-T4d","Q3-TX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZKSCAN2",0.997008539719815,1,0.998876279149007,0.987013156724152,0.970175526632391,0.999148731284908,0.999998505874185,0.990636638492147,0.99999949275589,0.913165581478774,0.999841709004577,1,0.999931269979228,0.998092648076366,0.999503593414015,0.999999999926938,0.999999737146808,0.999999999995817,0.999999785375055,0.999999996445843,0.999999902823854,0.997809277154567,0.999781704536567,0.999998868902638,0.0237773849075179,0.231330441777433,0.999990255909169,1,0.999987045260075,1,0.999995436154318,0.999678417794202,0.999943569626706,1,0.999999998151101,0.999999722699081,0.999999999722379,0.999732133034913,1,0.999770293589866,0.999999265027146,0.99997946513796,1,0.999999999934837,0.999999004194909,0.998810233249695,0.971464007482288,0.999630818584192,1,0.999845263884843,0.997926124211339,0.999999659818149,0.69561141167831,0.999630885646061,0.999816849048697,0.995288259072178,1,0.998138922892162,0.959867829990456,0.986293116454049,1,0.999999424375058,0.999577287382031,1,0.999523564791887,0.961816398532247,0.999947552591326,0.980775363206707,0.999923001244834,0.999999972696151,0.99999314211291,0.996960858728581,0.999996100627199,0.997327455298112,0.999258487923335,0.9998891348732,0.999999996316287,0.975124820964719,265.158417073171,161.9165,259.286864285714,293.896901970443,276.39049334471,157.57,235.0669,240.091067241379,179.8277,251.551542857143,297.268748148148,156.7479,322.472633333333,17.7897515044635,27.1361,34.5732065831849,10.2108779878234,5.31073152162967,NA,NA,10.3309136120839,NA,44.7310176501659,26.2077099838369,45.0437,144.242582175645,176.3113,148.34845,172.690025,189.46205,188.00965,157.57,235.0669,161.917575,179.8277,185.1054,198.3647,134.22605,188.9208,352.2963,175.48455,332.88085,364.56665,342.5314,157.57,235.0669,280.1161,179.8277,286.3043,354.0573,179.26975,436.4436,228.910342857143,270.260834309241,231.00395,237.8798,191.626625,259.391325,179.2115,333.0898,5.30093304107873,3.94121387976175,1.18064055531953,1.02976507544568,0.239569804710631,0.0423152469748216,"BRCA"
"ZNF689",1,0.999999999003217,0.999999999752356,0.999931806524076,0.999999994909663,0.999999999999791,0.999715294253658,0.999999991164757,0.999999999991846,1,0.999999999998599,1,0.999999999818276,0.99999999845276,0.999999997632133,0.999999999996776,0.99999999992209,1,1,1,0.999999999839387,0.999999244176693,0.99999999939736,1,0.999999995373646,0.999999619603265,0.999999999697858,1,0.999999999996847,0.999999999923179,1,1,1,0.999999999841218,1,1,0.999934853611436,0.999999079479728,0.999999625405772,0.999999707581231,0.999999834100184,0.99999982150253,1,0.99999772121768,1,0.999999999998739,0.999999999988073,1,0.999999868043089,0.999999251574937,0.999999999981015,1,0.999999999882663,1,0.99999071240169,0.99999999996306,1,0.999999995566315,0.999999943844799,0.99999991168796,1,0.999999999397826,0.999999989739176,0.999999999404891,0.999996362862156,0.999999999501958,0.999999102641426,0.999999802043835,0.999999991511911,0.999999997915722,0.999999998923501,0.999999929912762,1,0.999999980913932,1,1,0.999999857265972,0.999999198385399,238.449997560976,162.709,303.133592857143,333.23074679803,340.86001894198,115.8045,369.0936,305.526084482759,368.849,463.870857142857,268.255396296296,123.8485,462.6036,19.6075030300839,0.540999999999997,51.0415879127662,32.9067872173467,37.0820289226872,NA,NA,30.2316524846442,NA,287.787102148486,37.5755535748477,19.9516,243.292007597585,158.1397,162.4385,206.68595,146.1886,134.828275,115.8045,369.0936,174.169925,368.849,136.11715,181.9527,113.8727,240.8435,268.4009,162.9795,371.932825,326.3205,304.318725,115.8045,369.0936,289.3601,368.849,245.46955,295.56645,133.8243,660.14445,325.38599375,336.934399725526,230.84015,212.4695,181.95665,329.222175,139.2778,304.7349,31.1570810337434,23.9788089731353,1.03549140466199,0.920418306780688,0.0503155781813283,-0.11963841636767,"BRCA"
"ZNF19",0.999999999992207,1,0.999999999924765,0.977888396684643,0.999998793205574,0.999957731368377,0.999999617032945,0.999999998025163,0.999999999999712,0.765865887826883,0.999270094790752,0.999590354100598,0.999605249912433,0.999957546723902,0.999648801450348,0.999995041638836,0.999999971369481,0.999992621210506,0.999801149064881,0.99997880171241,0.996795201758336,0.999999999999455,0.999999999913982,1,0.859011449210607,0.999999578020765,0.999414371173244,0.999991018591941,0.998954042563856,0.999434576886299,0.999421793771213,0.99992911883661,0.999475901072163,1,0.996051928657723,0.999149301568174,0.99999999999979,0.999999999816882,1,0.999999766101503,1,0.999786558575466,0.999992121158146,1,0.999681764075532,0.99732793954751,0.999997779275965,0.999967006504384,0.999999999999028,0.99904290459438,0.999978450884771,0.999747758429077,0.996179779287946,0.999962901919266,0.999999450888458,0.998023862303536,0.999991699983527,0.99796037222401,0.974381745554516,0.99403971894926,0.973905105456555,1,0.996777239561805,0.969352585572463,0.998446932377572,0.974029522094193,0.00869683158553891,0.275687759419875,0.0241326699220836,0.0249453649169679,0.00885058508106895,0.995104326116927,0.371829771250648,0.00749371216546468,0.996176937274934,0.0651216936276248,0.0493034284964943,0.0467957154960648,74.5150536585366,69.23755,75.8979714285714,83.5710645320197,77.4622931740614,111.4191,51.3759,75.5925439655172,112.7766,76.8518,84.8368740740741,45.2952,162.7366,5.1083327507924,35.10915,8.32087265611473,2.2800757523427,1.63355666056455,NA,NA,3.39122765800156,NA,18.2026672188969,8.25257686956329,10.5569,105.729700579402,50.2469,51.682975,49.386925,63.0312,50.034825,111.4191,51.3759,51.067375,112.7766,52.25485,54.6138,40.01675,57.6143,85.906,86.792125,96.918025,101.35905,96.052425,111.4191,51.3759,91.185175,112.7766,92.21825,103.2057,50.57365,225.09845,100.033400892857,78.5968581884721,90.65355,71.1902,74.462575,124.20315,52.2367,96.9079,3.89804310084928,1.17039815373421,0.785706149015716,0.785299638017485,-0.347938243756344,-0.348684862793835,"BRCA"
"ZNF230",0.99999999999818,0.999999984446956,1,1,0.999999999999365,0.999999983201466,0.999865235903489,1,1,0.964974122940213,1,0.99999999999954,0.999999999997794,1,0.999999999988888,0.999999984273004,0.999999999986738,0.999999999836139,0.999999987828184,0.999999999901153,0.999999997853703,0.991832720290929,1,0.99999995822426,0.844273424619975,0.999530135297953,0.999999998941022,1,0.999999999918836,0.999999998766576,0.999999993728436,0.999999999840574,0.999999982786073,1,0.999999898409058,0.99999977099271,0.999788620147424,0.999999999306022,0.999999277541017,0.999716040291063,0.999997383904506,0.999999968334373,1,0.999999997134311,0.999998333527423,0.999917034021836,1,0.999999999867712,0.999677300166733,0.999999997544324,0.999999999774381,0.999999999997772,0.999999999999793,0.999999915301702,0.999999984051067,0.994959050984204,0.999960498899238,0.999145359042635,0.994706359955548,0.99874049769111,0.999945811536528,0.999999962905594,0.999711553008861,0.999673409791209,0.999992268566627,0.999634809369023,0.999644439385148,0.999999816133544,0.99998537334821,0.999620491568775,0.999974974520948,0.999999038577286,1,0.999998822998647,0.999984262050205,0.999999999522635,0.999997711839767,0.999999991758458,134.412692682927,126.62995,127.303014285714,133.691563054187,126.116887542662,138.5857,111.1441,120.230711206897,149.3048,112.490985714286,122.2536,80.8403,100.700933333333,6.738787510884,10.58915,11.5857429748422,3.40919708484719,3.04219385792886,NA,NA,4.17954805972379,NA,11.6444555022557,8.47746328030991,30.8639,22.87990833973,110.8321,121.335375,98.44425,101.92385,88.693325,138.5857,111.1441,92.159375,149.3048,94.0308,91.1248,65.40835,79.55075,154.3704,131.924525,160.14035,159.51245,150.29965,138.5857,111.1441,140.240575,149.3048,127.24455,154.8033,96.27225,118.8338,147.333019642857,125.28891399817,141.30445,118.7813,118.1501,182.800075,90.4792,149.3048,3.85361456639897,1.8840892631433,0.850379054891273,0.840605515254474,-0.233822031622085,-0.250499172772712,"BRCA"
"ZNF222",1,1,1,0.996613769281126,0.99999994152348,0.999981900138376,0.993323593543526,0.99999993138431,0.999972591763935,1,0.99999983259513,0.999999823459895,0.999999888232486,0.999999999718136,0.999999999750569,0.999999997235486,0.99999999319209,0.999999998279272,1,1,1,0.984727713944616,0.999999654440003,0.999825046062745,0.99999990781185,0.999999789662444,0.99999999997752,1,0.999999999921482,0.999999999502017,0.999999999954842,1,1,0.999999999999645,1,1,0.999980906305938,0.999999713272493,0.999996158429763,0.999999999954676,0.999999999966615,0.99999999999899,1,1,1,0.921627288334312,0.99997730562271,0.992689296769925,0.998167302599281,0.997658201902577,1,1,0.999916059907016,0.999999999998296,0.999999997875197,0.99953700860875,0.999933833652274,0.999727037755967,0.99998516565528,0.999985703445225,0.999999999997759,0.999999999217729,0.999995837691331,0.999999990240426,0.999999600034233,0.99999999047786,0.999928789861511,0.999994279482936,0.999968000497105,0.999999777880324,0.999999794742251,1,1,0.999999980750838,0.99999999999143,0.999999999677179,1,0.999999999947057,83.4167804878049,88.4166,83.1292357142857,73.5518172413793,73.3939824232082,60.2326,67.1025,71.0196603448276,71.3427,69.1730571428571,62.4874333333333,49.3641,59.8988666666667,7.18035963050294,1.1943,14.0936593099486,2.56670061425792,2.43156762889113,NA,NA,4.14269034735416,NA,10.839279542256,5.0991506334703,22.0185,15.6671930122931,56.5812,87.81945,47.5185,52.1764,47.346325,60.2326,67.1025,44.748175,71.3427,50.6797,44.39435,38.35485,44.9358,89.1696,89.01375,88.45895,88.9041,85.01615,60.2326,67.1025,82.00585,71.3427,79.5701,72.89865,60.37335,71.4023,77.2202723214286,73.1150600182983,75.9369,66.3952,66.443725,88.689,49.0315,85.5573,1.60733536493088,1.5122954995255,0.9468376349925,0.874346990725194,-0.07881104329524,-0.193722157894138,"BRCA"
"ZNF221",0.997343654102628,0.930459319094823,0.999999969156738,0.138369425162267,0.999999961388992,1,0.112244208538528,0.999999923835318,1,0.999999999990475,0.994163529284643,0.999999993588426,0.999980185263286,0.999976738477,0.999969685616069,1,0.999995173052391,0.999999898034738,0.9999997979474,0.999999863431434,0.999868957981504,0.101547272498516,0.999999996836164,0.99999999993067,0.999999792779666,0.99998144883535,0.999990507383915,0.999999299708787,0.994650545049084,0.999999995399738,0.999983465495162,0.999980642075884,0.99997464703652,1,0.99988221229635,0.9999922421545,0.542837939715222,0.999999999995996,0.999374701009216,0.997084328676371,0.995453448801505,0.999999999808116,0.999848288420481,0.999293417296979,0.999999999886034,0.98856481729015,0.999988823511871,0.999998059236526,0.999344125807406,0.999585782415609,0.99972500279965,0.999999999755226,0.995527455831812,0.999759857491176,0.967468511703085,0.89604715785981,0.999999812367444,0.999069011465244,0.998545081734542,0.998151263001592,1,0.999197643159418,0.999334165242375,1,0.999999973341949,0.990260589767623,0.716514002826607,0.999999663159765,0.996127760823994,0.992489889404213,0.990484900743579,1,0.998762535243721,0.996465339379192,1,0.999999924077251,0.961867562417047,1,33.8139463414634,18.4527,24.1075642857143,23.8717532019704,24.179397440273,10.4414,32.6895,22.845724137931,10.6646,15.6362428571429,27.6383259259259,9.71285,10.0586,3.47555568506519,8.0018,5.04606394409236,1.08305980024774,0.869380614286686,NA,NA,1.75240565000526,NA,5.0394213208915,3.28579114880262,1.69775,1.67020485070944,15.8891,14.4518,9.98235,11.99295,10.446875,10.4414,32.6895,9.9334,10.6646,7.41715,17.0515,8.863975,9.1074,45.0426,22.4536,30.8243,31.2938,31.39725,10.4414,32.6895,30.37735,10.6646,21.3535,33.1258,10.561725,11.72315,35.6055660714286,23.4092801463861,35.6226,18.3044,23.8779,44.531675,10.1297,30.9193,1.55485869646802,0.585357812262651,0.657461254777542,0.513842336045095,-0.605022218257831,-0.96060233449274,"BRCA"
"ZNF233",0.999999997944402,0.999999958133438,1,0.999999999999625,0.999999999418281,0.999999990517245,1,0.999999998704767,0.999999946331278,0.99999999999919,1,1,1,1,1,0.999660244444536,0.999998033718704,0.999942703931023,0.999723552430316,0.999672474064776,0.999995068652515,0.9999999884624,0.99999999995777,0.999999999981902,0.999999995322513,0.999999316515535,1,0.999829881483169,0.999992149517425,0.99999999379659,0.99999946357859,0.999994546160081,0.999992962655966,0.999999932594304,0.999999999993753,0.999997425165563,1,0.999999999825167,0.999999999966394,1,1,1,0.9998522047758,1,0.999997158266881,0.999855165489654,0.999996692630721,0.999005433242785,0.996714534221537,0.997243413597105,0.999999999824642,0.997590238206401,0.990908904197705,0.999850173533558,0.999998760546128,0.998978642344996,0.999999435459282,0.999904557548993,0.999148367414168,0.998941832040103,0.999998348816735,1,0.999537209488344,1,0.999736440384782,0.990589694083762,1,0.999999999717839,0.999999999967901,1,1,1,0.999898793667896,1,0.999997689816964,1,0.999999997660652,0.999883583396205,60.6182951219512,50.73055,55.1524785714286,59.4494551724138,60.0306795221843,58.3768,20.5052,57.7452525862069,32.3616,59.6190285714286,69.668962962963,28.614,61.2675333333333,5.87048518439339,7.12515,9.8758366668915,2.73032757824956,2.00532922887207,NA,NA,3.78592905624079,NA,12.8168203999706,8.33131472059959,19.005,41.4887979989914,33.067,47.167975,28.5805,32.8976,28.20975,58.3768,20.5052,28.47905,32.3616,40.4112,42.6933,19.1115,20.40065,80.9717,54.293125,69.784125,76.7353,74.9361,58.3768,20.5052,77.9662,32.3616,80.04985,103.8708,38.1165,87.89885,39.6907446428571,58.9946638609332,33.97465,51.4238,23.5136,53.726425,29.1188,75.0332,2.17636547840323,1.34392806752431,1.48635820244179,1.51359322318258,0.57178183768775,0.59797753441972,"BRCA"
"ZNF235",0.999999999788152,0.644224571152071,0.999990088597009,0.966335748638236,1,0.95913818862565,0.897645356510248,1,0.97049935510429,0.999999997148558,0.9999999998991,1,0.999999934336814,1,1,0.999914245366128,0.999999451593964,1,0.999998614098261,0.999999190503823,0.999999967023689,0.449287968537281,0.99999998609153,0.99988689956454,0.928332181713892,0.933226899398582,0.999999999987807,0.999999990919624,0.999999924304874,0.999999999990382,0.999999999904464,0.999999999998161,1,1,0.999999999707792,1,0.540065815345597,0.999380432425202,0.999996044148249,0.864653711590425,0.88561747647586,0.999987369904459,1,0.988786904112683,0.999999576009752,0.999341533854152,1,0.986559920791502,1,0.999999999975353,1,0.99999838783885,0.999266286642205,0.999999999995389,0.916866587669112,0.999789575527861,0.999999886267636,1,0.999999193693326,0.999999637984572,0.999999997990668,1,0.999999999854355,0.999999999999363,0.999999946344025,0.999999076848559,0.999989683298432,0.999999999959096,0.999999841909984,0.999999999936019,0.999999999994773,1,0.999999989829394,1,1,0.999880132061673,0.999999999857532,0.999999999787131,104.01947804878,96.86255,77.9575214285714,94.2039586206897,93.2010284982935,94.6227,73.162,86.8109267241379,87.5235,67.2951857142857,94.8242925925926,79.98165,89.0074333333333,8.33409856274614,13.90415,5.22086627476998,2.54519889709002,1.73278189707377,NA,NA,2.82426697404339,NA,8.56849420475212,6.12001131089612,8.31265,15.891364529762,70.9445,89.910475,71.51535,68.9854,68.469875,94.6227,73.162,66.1454,87.5235,50.572,79.14745,75.825325,73.6188,117.346,103.814625,85.740575,109.42185,108.467075,94.6227,73.162,106.03145,87.5235,84.0043,110.7306,84.137975,100.136,113.766258928571,91.9322298261665,109.53775,86.7128,92.91245,134.2224,68.252,107.4231,2.97197149407702,1.20057536947402,0.808079923625567,0.791624805147084,-0.307430104242109,-0.337111275703038,"BRCA"
"ZNF208",1,0.999999999880285,1,1,1,0.999999999990359,0.999999999998481,1,0.999999999997327,1,1,1,0.999999999987298,0.999999999999685,0.99999999999926,0.999999882573632,0.999999988520225,0.999999989719996,0.999999925047115,0.999999936368127,0.999999948549872,1,1,0.999999992274583,0.999999980961414,0.999999532333412,1,0.999999771366084,1,1,1,1,1,0.999999999991762,0.999999999975655,0.999999999999066,0.998989075823663,0.99999937831685,0.999966821062696,0.998889622431902,0.998954073104514,0.999999348393954,1,0.997247019986303,0.999999999832758,1,1,0.999999999689528,0.999999999999427,0.999999999989786,1,0.999999852740387,1,1,0.999072415329716,0.999989049833049,0.999999741901122,0.999999043545774,0.999991823586281,0.999992803744624,0.999999517474226,1,0.999978285292106,0.99999999959212,1,0.999987467089969,0.999999620879739,0.999999997657343,0.999999994445306,0.999999778904131,0.999999824427436,0.999999985096779,1,0.999998839386522,1,0.999999999997974,0.999999513942219,0.999999999988494,93.4111414634146,92.73985,80.4985142857143,89.832181773399,88.7057361774744,116.2791,17.5334,97.2949646551724,69.1362,23.2667714285714,95.3866666666667,12.4799,43.7756,21.1473822151339,36.52135,38.6429903559464,8.61696883361877,7.63663862763826,NA,NA,15.9108415265376,NA,4.78432122083684,65.4046002609947,4.9363,37.5047483534196,21.0088,74.479175,15.587475,18.54455,12.717075,116.2791,17.5334,18.291675,69.1362,18.81525,5.67295,10.01175,6.2758,85.0662,111.000525,63.8752,106.26825,64.732975,116.2791,17.5334,116.875475,69.1362,22.1683,43.57785,14.94805,63.0531,133.456889285714,87.5461013723696,111.1747,29.2388,79.35365,180.437675,14.1483,75.4569,7.2697473845597,5.17542996382282,0.655987876241777,0.262998685852087,-0.608258943226161,-1.92687250418885,"BRCA"
"ZNF714",0.992455306178777,0.627837712786724,0.999999999189011,0.0957783576000577,0.999999467820072,0.99999945230243,0.640106339209205,0.99993411653168,0.993707779611445,0.530576964073345,0.983998634500374,0.999999974025311,0.999986736184045,0.999863847872941,0.99884759543186,0.326917252216899,0.183808061176748,0.0803703728361773,0.0879527546977232,0.142437894285064,0.209110020337798,0.307846269356411,0.999997117135421,0.999978110172238,0.999999440222321,0.988736913957413,0.999727219163155,0.104504154070786,0.999697523466882,1,0.999999999978089,0.999999989442747,0.999998500268983,0.99999999544316,0.39945170805136,0.999999939467213,0.980115640568969,0.999999942701721,0.9999999998701,1,0.999997806079895,0.999950473913496,0.13943598879637,0.999999999975069,0.999999997868826,0.944109265825414,0.999980287948564,0.999744674817395,0.999961971788494,0.999999999984278,0.999353120813163,0.146755169672149,0.999999910137823,0.999999487305147,0.999999942881516,0.999999980800147,0.999993074853314,0.999998633590131,0.999999975803218,1,0.999672702026262,0.484804747817832,0.999999998647114,0.999999269946607,0.999999983659063,0.999999999998874,0.999994604703962,0.999996952969169,0.999999517009556,0.999999998373503,1,0.999764078494866,0.331925317862927,0.99999999998701,0.999999781030568,0.999999998984781,1,1,274.791975609756,143.74335,175.3401,195.528290147783,223.298454948805,74.9881,664.1902,204.048012068966,143.4208,191.916971428571,217.393674074074,235.1777,221.3142,31.6446228117705,35.63075,28.0016721218475,9.16004556128941,6.54835904339665,NA,NA,11.6746837621636,NA,31.832421515513,20.5963695190917,36.3923,73.4087584573757,147.1136,125.927975,95.994325,118.7677,124.50125,74.9881,664.1902,110.38215,143.4208,124.8581,131.2189,216.98155,162.9735,391.9008,161.558725,241.5512,250.5686,280.078275,74.9881,664.1902,264.263,143.4208,243.1457,288.6424,253.37385,289.0709,157.930809821429,212.105320036597,129.82635,177.5297,91.27805,203.911825,117.0266,266.2671,7.93233751810974,4.49385417077634,1.3430268626902,1.36743966074684,0.425488161267487,0.451477174471668,"BRCA"
"ZNF394",0.590927815424454,0.999999541619366,0.788860217638099,0.630551464548013,0.88410967736249,0.999886927597474,0.973356196353841,0.777927498094215,0.999999998810971,0.884922528467816,0.999485800443276,0.999998113976261,0.999935127258303,0.999997585692098,0.999970342083641,0.999999999999457,0.969846399842478,0.999999998508032,0.999998841981564,0.999999967780334,0.999920510939907,0.872015759598223,0.855597693796634,0.999994551996201,0.999999901323543,0.999572070103782,0.999993913230906,0.999999631801384,0.998531238988856,0.999999721452659,0.99975836867343,0.999984054554881,0.999870286318485,1,0.999792352740001,0.999965811777836,0.999998917217057,0.885221482247115,1,0.999999939730785,1,0.999981839820047,0.999999990627083,0.999999999395057,0.999921704053979,0.999999993596996,0.526781326139889,0.999967873711532,0.593211317124244,0.937610836528552,0.998862550598291,1,0.808493577905221,0.997094461639211,0.999971680542031,0.999403225531941,0.999448718649187,0.99997298413617,0.999999878746597,0.999990681372911,0.99999999997714,0.999979096294366,0.999999352580208,0.999999998699584,0.999996631186655,0.998328738285773,0.997944941659144,0.997877973874219,0.99993072021699,0.999999786683225,0.999971757565073,0.999999999706024,0.999977725352494,0.999998570642075,0.999999990125523,0.999993943044546,0.994465594411099,1,367.897395121951,574.4064,387.20975,415.525798522167,397.336454778157,487.8975,347.6969,409.169797413793,501.2375,395.405671428571,357.190114814815,455.0265,449.4765,13.1026151373862,130.4877,25.2971394509508,12.3371915051662,4.89986974991826,NA,NA,9.69756737024474,NA,30.5669357141536,24.1322866259924,20.221,74.7603789226174,315.696,509.16255,344.67325,328.5176,314.8934,487.8975,347.6969,333.191275,501.2375,345.2962,283.21415,444.916,376.6037,419.3202,639.65025,432.117975,460.1307,462.39795,487.8975,347.6969,469.9914,501.2375,458.3517,395.40765,465.137,500.3698,441.542201785714,407.242512534309,435.01095,391.255,377.37985,485.5008,326.2136,468.4741,8.44881257285326,4.00019525655541,0.922318434992877,0.899414141184262,-0.116663160642629,-0.152942527696062,"BRCA"
"ZNF333",0.999671568267222,0.99999999990834,0.999941401230501,0.999999981522615,0.999864403500534,1,0.996357876229292,0.999988561358376,0.999999943652725,0.965966711130288,0.997603857163148,0.974044527129902,0.996440153776842,0.995564338515816,0.989169671398696,0.999184055636089,0.999999999371122,0.999703697505933,0.999541073300106,0.999890834190178,0.965926846402956,0.997879651881654,0.999991972128218,0.999999895516087,0.996553719539382,1,0.988651256884356,0.999909629386546,0.986402793293279,0.933317173436154,0.982353029547856,0.978305946404092,0.958033943976392,0.999999999998904,0.92587237825081,0.956733555546079,0.519806369782466,0.999999969815798,0.810620293053048,0.531601982078757,0.735948462349431,0.800444232143927,1,0.783210816163924,0.660073699648563,0.941001570355298,0.999999992692483,0.999195586663181,0.934594171442776,0.998016189459079,0.967335641736049,0.999996755052594,0.999493910181594,0.906904850628901,0.98586045364381,1,0.9999878710183,1,1,0.999999999501971,0.999669854707975,0.999873279118928,0.999999999094899,0.997735897112911,0.993875325077556,0.999998262083423,0.999999446896188,0.999999975385823,0.99999998980815,0.999999952285295,0.999999999989819,0.993509083729173,0.999995728195369,0.999999999997474,0.975798785151188,0.999345857000809,0.999999999999392,0.99999999409792,226.182909756098,168.2361,219.599635714286,220.473091625616,209.676305631399,325.1068,137.5929,208.650552586207,346.0488,140.350814285714,190.813774074074,227.05235,199.434766666667,18.0385859648857,24.5647,15.1713289090817,6.13589396502058,3.80145723938219,NA,NA,8.95074970900422,NA,23.0811268154043,11.5809139419398,67.22205,31.3439806619673,155.5808,155.95375,191.480275,161.74405,150.120375,325.1068,137.5929,145.264425,346.0488,111.13195,138.8205,193.441325,168.2899,248.228,180.51845,265.1677,260.5967,251.57,325.1068,137.5929,258.792,346.0488,154.29085,215.64075,260.663375,218.062,327.210830357143,212.015113632205,317.8174,197.007,277.418,363.665475,151.117,253.8113,7.93757726276889,2.87871585552795,0.647946504095832,0.61987480861652,-0.626053388971242,-0.689951220073969,"BRCA"
"ZNF382",0.999999988899726,0.997159561976667,1,0.999999925598558,0.999999759617706,0.961407689956456,0.999999999533546,0.999999998400965,0.997208274282254,0.975127013400217,0.999999998461516,0.999999785680136,0.999992756845519,0.999999999928413,0.999999991430955,0.969809803999637,0.999035798377312,0.997567047845469,0.953265789779183,0.974045914550793,0.991113549853105,0.956644999168443,1,0.999999999921601,0.144463233395265,0.552149657860009,0.999996962727525,0.994522571961835,0.999981518853181,0.999999990084965,0.999999994668745,0.999939830886564,0.999989889901925,0.999973968290739,0.99999816010761,0.999999941257668,0.739585970837876,0.999969830563251,0.998337287600008,0.517482491915921,0.714987169511058,0.998155572593482,0.999995272114593,0.975490659900592,1,0.999999999814478,0.999999879372051,0.99255766379768,1,0.999998624541343,0.99999999990507,0.960333317117007,0.941496110275721,0.999955569701583,0.690212551343655,0.999932495261414,0.999874498926487,0.994573354482459,0.999981517424561,0.999808937192683,0.999999999983682,0.92163671962573,0.995407843397214,0.998773390847759,0.896468914596318,0.999983738647158,0.995575211322711,0.999999643526239,0.999998166993648,0.986458240721928,0.996727903662309,0.999757595952493,0.999983793228913,0.9999682350617,1,0.999999999992139,0.991787816926713,0.981345291672016,61.8692853658537,53.1757,50.2870285714286,64.2889261083744,60.387357337884,72.1405,12.1842,52.5200448275862,38.6133,33.9087857142857,63.9726518518519,80.6164,38.4013666666667,3.98582998530887,33.7154,6.29119846827216,2.39047581950341,1.50748812153546,NA,NA,2.47549289235154,NA,6.12017813534045,6.78534215853457,43.3817,16.7247932326365,40.9979,36.318,38.158025,43.0943,35.855625,72.1405,12.1842,35.789825,38.6133,23.4868,44.9298,58.92555,26.34905,79.444,70.0334,57.6752,78.83605,77.5999,72.1405,12.1842,69.29245,38.6133,43.6915,80.58035,102.30725,54.4697,48.8082160714286,59.1475944190302,46.7082,52.7877,39.447125,57.4162,36.5223,76.3044,1.57576736550607,1.04755223390212,1.21183684182332,1.13015915834907,0.277195471634619,0.17652595918195,"BRCA"
