"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF562",0.962728848789886,647.318117605634,643.06878,9.08713214026151,73.3832578547977,454.506525,543.918925,779.569525,784.0607,680.08335,630.106980969808,667.67495,585.3175,485.0634,856.85565,434.546,761.0837,25.3507081201001,8.57326157549174,0.926514347057324,0.876650382045934,-0.110114778356143,-0.189926500397246,"BRCA"
"ZNF561",0.617747782015032,837.12191861167,792.11212,9.01179577512109,73.5017764705812,640.335925,639.443325,974.558775,1001.9876,1283.25085625,822.54782936871,1202.99335,790.0091,888.52265,1573.513775,631.0176,962.534,52.2835283415766,8.57132580937576,0.64098755544369,0.656702798897434,-0.641631747207083,-0.606687490801843,"BRCA"
"ZNF584",0.718935631762697,187.750385915493,197.90888,2.82733343563166,10.2991221908018,144.385825,186.040975,214.003925,209.7046,180.791322321429,187.81150137237,181.17395,179.3008,163.060075,195.372825,145.8757,215.0101,2.23992384110322,2.60229790263579,1.03883028765319,0.98966104122585,0.0549599822884291,-0.0149936079543197,"BRCA"
"ZNF274",0.114402749094887,465.094504024145,320.33639,9.1783620925959,35.0989790567806,309.503275,239.37485,559.2367,387.101625,535.873860714286,464.865482250686,531.54515,420.2074,448.156775,631.9312,309.4418,558.0605,11.3033143934368,8.58597741556863,0.867490497915032,0.790539430187633,-0.205080139716279,-0.339090672382812,"BRCA"
"ZIK1",0.165605508728684,86.5097007042254,29.50362,4.11791443754287,9.7569399980595,20.7374,14.250325,106.567625,28.803375,119.821733928571,84.6215286367795,119.26515,42.7998,81.487525,158.21755,20.6642,105.3952,4.39087076166058,3.7973654269159,0.706228543539725,0.358862584753384,-0.501792963408902,-1.47849658021646,"BRCA"
"ZNF540",0.0643351943723869,75.3262942655936,42.38884,1.78255110880341,4.47112308621049,39.3443,33.391725,95.1622,44.504,135.758645535714,76.0014079597438,129.7592,61.6584,92.062125,177.616225,39.6499,95.9217,5.30235012167966,1.73457328176847,0.55982738822884,0.475175555952873,-0.836946025812594,-1.07346747215907,"BRCA"
"ZNF570",0.865239866396241,78.3762069416499,75.7404,1.55279488334958,11.4737644433725,50.679875,57.962175,95.072875,100.730375,92.7203633928571,76.4960649588289,94.4429,71.4354,73.671325,111.7362,48.9287,93.5286,2.75443540501683,1.47647672454915,0.825019037454742,0.75638719268468,-0.277500684711136,-0.402803159424551,"BRCA"
"ZNF57",0.478615826894379,113.486945171026,102.91146,1.49338059362547,8.89173930868421,86.687475,79.0746,131.3972,120.677025,114.694301785714,113.326893504117,116.20755,106.3973,84.730475,146.953575,85.8619,131.0374,3.91874550022628,1.44179041897642,0.988077801073745,0.915579925744928,-0.0173034510489212,-0.127242262996086,"BRCA"
"ZNF556",0.284263906910242,6.08306338028169,1.11827,0.464560056729976,0.401155926196064,0.311975,0.0723,3.1986,1.910925,4.42336785714286,6.20880832570906,2.4448,1.003,0.8655,5.6787,0.3043,3.3143,0.56839367697553,0.445632267588334,1.40363825171878,0.410258507853403,0.489171169476422,-1.28539484253621,"BRCA"
"ZNF554",0.0921959480437344,144.792726559356,172.05268,1.60245408575033,25.8520718644745,110.0782,122.504125,172.062,196.243775,170.938555357143,146.191964501372,165.44905,143.0256,133.081925,205.811775,110.5955,173.2846,4.47713185965884,1.55229900995045,0.855231075259369,0.864469152285855,-0.225613819812967,-0.210113611225992,"BRCA"
"ZNF738",0.566448831998008,250.189854426559,277.09883,4.68222097522132,47.4010949322318,159.3005,189.36635,307.403975,334.718,189.519441964286,248.568098719122,184.3819,216.7563,135.58075,238.776375,156.7959,306.995,6.50769967879138,4.42742901766182,1.3115704443978,1.17558339511633,0.391295296778691,0.233376886462799,"BRCA"
"ZNF596",0.0899773273028166,74.2511330985916,48.411,1.52489083659517,7.07726976913492,41.44435,30.475275,95.459,55.902275,112.089263392857,73.4233094236048,108.4652,64.5517,89.561825,137.38485,40.7288,94.382,3.12017831460054,1.41890017321246,0.655043196833816,0.595137426566309,-0.610338046553242,-0.748705247084038,"BRCA"
"ZNF621",0.435903521384687,714.734164084507,784.07197,8.88293690130776,83.0090256398544,516.441625,587.870775,871.638075,1002.877325,788.227525892857,706.79617200366,797.02545,684.1916,653.059,946.964825,511.6081,862.2834,19.2948768460874,8.44091968547449,0.896690547825063,0.858431308561101,-0.157317904775693,-0.220225400104514,"BRCA"
"ZNF680",0.14191003467538,444.871364889336,568.87091,8.42412326503839,78.3937919034345,265.76805,417.420225,556.69715,764.8086,428.69751875,435.231112625801,419.44705,374.5436,297.00675,529.260825,256.2391,551.0912,15.4932961493754,7.89079219034088,1.01524056844288,0.892946082228973,0.0218216247270066,-0.163355029562465,"BRCA"
"ZNF483",0.731909826789822,22.179115694165,19.83429,0.685225472755905,3.37066288272632,7.777075,12.9529,28.618325,26.460325,62.7543625,21.7488288197621,54.04665,15.544,32.758925,86.300625,7.7488,27.9079,3.72662355793117,0.651131733082075,0.346570787325935,0.287603394474958,-1.52877804095526,-1.79784739142139,"BRCA"
"ZNF417",0.72834135048304,220.003425855131,206.02617,4.02340604254027,29.3804613725405,139.25725,128.840525,272.71675,267.4254,242.730772321429,215.640488563586,238.04665,197.6158,167.7883,312.5772,134.2103,269.2139,8.9492279879882,3.79342021869569,0.888393698504907,0.830155769887961,-0.170728935194683,-0.26854602666923,"BRCA"
"ZNF791",0.750390609881125,299.729400301811,285.41886,4.49086730121926,41.7180036923367,206.478025,192.9055,380.428925,382.832425,416.989625,288.912490393413,408.89265,279.1606,353.46565,504.95775,192.9524,372.9479,12.3646804824286,4.24823412898875,0.692852946625261,0.682723448318281,-0.529378912347284,-0.550626792413694,"BRCA"
