"gene","p-adj-N1-N0","mean-N0","mean-N1","SEM-N0","SEM-N1","Q1-N0","Q1-N1","Q3-N0","Q3-N1","count-N0","count-N1"
"ZNF514",0.0227391465472154,247.018027777778,281.0623,6.09112214087487,16.3097990824491,174.411875,192.6947,306.2442,349.2227,324,75
"ZNF300",0.835107656461531,122.777134567901,120.991213333333,3.53656182950624,9.1883237930008,79.7995,67.629,148.296775,152.65155,324,75
"RBAK",0.00115475561031453,440.787860493827,497.318358666667,7.04695002799145,19.0442355618197,362.358075,411.2007,526.812775,564.84975,324,75
"ZNF92",0.00022937493119346,207.91837962963,246.351332,4.38785538964853,10.1178029391638,153.127025,182.81585,250.64795,289.14135,324,75
"ZNF157",0.660748481375869,1.17416049382716,1.246964,0.0706887318064372,0.159614188746343,0.308975,0.33045,1.654125,1.66595,324,75
"ZNF182",0.00146199012907289,148.385082098765,167.355029333333,2.40965728910514,6.57057915763647,117.667125,126.82135,169.908675,202.4679,324,75
"ZNF673",0.238701518290223,221.337513888889,230.198672,3.25539969543291,6.76985350261248,177.50055,194.10365,252.29055,257.3643,324,75
"ZNF41",0.284685158204689,226.178279320988,238.619477333333,4.91919720062567,11.4560631572591,176.55925,182.47265,276.38575,272.98455,324,75
"ZNF7",0.00151095700392045,456.251422530864,524.117026666667,8.96935991703792,21.1854201705394,358.02515,393.6724,515.6538,604.55655,324,75
"ZNF214",0.85177083608135,55.739087345679,55.1731973333333,1.27228210971928,3.06264352137197,40.765825,36.7125,72.9956,72.00945,324,75
"ZNF215",0.0819681233801454,26.2596848765432,21.4831906666667,1.19539169431855,2.39599491000089,8.92695,6.16935,36.3154,29.56295,324,75
"ZNF547",0.0418652395572551,64.6776351851852,72.7797546666667,1.6533207450137,4.13232068742972,44.81475,52.05655,76.3123,81.133,324,75
"ZNF773",0.000529333863514614,148.999745987654,165.720633333333,1.81033254777557,6.16198624722985,128.99475,141.29145,170.482175,179.06295,324,75
"ZNF776",0.0400867982986254,506.23070154321,548.891604,8.86068521195478,19.7130859816839,423.45665,438.54985,612.32065,617.44065,324,75
"ZNF256",4.8980283606781e-08,105.167477777778,128.613464,1.45081287112506,6.14103971362265,88.38305,102.8609,118.081725,144.69495,324,75
"ZNF599",0.975343110191559,152.746708641975,152.947792,2.64145521933942,7.25239080051593,122.72285,117.51205,173.096675,175.62955,324,75
"ZNF18",0.000248120342523084,280.05915,222.520037333333,7.24482440714634,8.06922597636648,191.607525,177.4465,329.430775,266.518,324,75
"ZKSCAN2",0.344039955848359,194.800117592593,187.737705333333,3.1534408979562,7.38954244510197,157.721225,150.24885,224.673575,211.44555,324,75
"ZNF689",0.736865976015043,136.895458641975,139.273956,3.08461567839479,6.21076753723761,105.149025,108.7595,178.584275,166.79975,324,75
"ZNF19",0.00578548508294974,64.2557293209877,57.3211933333333,1.07367256298488,2.33933044141039,52.010575,39.19315,74.694725,74.60205,324,75
"ZNF230",0.00313488202039303,90.5211200617284,98.5331053333333,1.13331803479788,2.72630768755628,75.779625,80.27775,103.19755,113.14805,324,75
"ZNF222",0.256179452509413,60.7113327160494,62.8310973333333,0.794815547018056,1.7964277162431,51.86775,51.17465,69.068475,74.17115,324,75
"ZNF221",0.89771911457224,15.8071916666667,15.6343453333333,0.5875316874936,1.16521988934895,8.040175,9.45285,20.89485,19.7785,324,75
"ZNF233",0.234841693943778,127.942327777778,135.678256,2.81407580488962,5.90313074320607,96.0321,92.8161,154.647675,163.1468,324,75
"ZNF235",0.0119424633731571,103.701343518519,114.500816,1.75536852928579,4.64323084637614,82.375625,88.091,122.322775,131.33255,324,75
"ZNF208",0.000278420494287612,23.0440197530864,56.163344,1.8567850992417,17.037596425748,7.295325,7.4921,24.92585,30.7487,324,75
"ZNF714",0.384219238677363,163.911257098765,174.804366666667,5.37904623609904,11.6460224953808,96.34895,96.5049,214.016675,227.60495,324,75
"ZNF394",0.962658078064939,472.786675925926,473.568434666667,6.89228203588193,17.8147674873466,387.3133,387.12995,523.70535,526.02005,324,75
"ZNF333",0.00164050253748638,183.361514506173,204.572042666667,2.79674711322923,6.89199748511067,144.740525,163.78325,217.6843,239.82475,324,75
"ZNF382",0.00941417872210193,39.3650407407407,46.259428,0.929582932883302,3.75748233707192,29.774425,33.18235,47.47785,51.4718,324,75
"ZNF577",0.0992164876267874,442.202336111111,486.271565333333,11.3147495866249,26.1553567635869,297.237125,333.43795,536.2823,596.04475,324,75
"ZNF75A",1.97917245703394e-07,451.117647222222,533.935113333333,6.64000510381179,15.3142710086712,371.53205,449.31275,511.112525,614.40755,324,75
"ZNF496",0.786321057394526,294.898814506173,291.206837333333,5.9959723740249,11.3582250465192,220.356475,224.67275,352.30605,363.3682,324,75
"ZNF2",0.0756639152541815,112.763296604938,118.491838666667,1.30471225890117,3.6010977237513,96.842725,98.78895,126.72385,131.81805,324,75
"ZNF589",0.0239014539569118,989.222380555556,816.610069333333,35.2416395829979,42.7564213857275,559.6861,566.35785,1221.169225,944.5464,324,75
"PRDM9",0.043044845148681,0.269293209876543,10.2909053333333,0.229109534798463,10.2569833098187,0,0,0,0,324,75
"ZNF12",7.41633659445684e-05,647.184977469136,734.712852,8.61803022966785,26.0905183076102,551.948075,589.26445,747.69555,831.7434,324,75
"ZNF202",0.0077215122252845,223.681978703704,244.654308,3.12812467898802,9.09595212495359,186.490075,197.4349,256.996875,273.99015,324,75
"ZNF3",0.0389240815364861,862.651712962963,927.266993333333,12.5001069335427,35.9290570107138,695.95645,734.2627,986.9865,1088.7256,324,75
"ZNF606",6.88500105137102e-05,371.517624382716,439.654806666667,5.96033673665311,24.0811566772791,290.581925,326.6728,436.960975,505.5912,324,75
"ZNF91",0.00810213290273631,543.982088580247,608.324410666667,9.84912306112565,26.7860252213639,431.011375,468.03605,646.746325,694.6606,324,75
"ZNF226",0.0413561173071415,420.827604012346,450.65264,6.29790410872068,13.3147367440753,338.86515,387.2246,493.724725,522.2968,324,75
"ZNF229",0.000207674061769358,227.274171604938,270.728841333333,4.56206804998767,13.9402426385177,167.700975,193.87085,277.80555,322.08745,324,75
"ZNF180",0.179960881811745,218.72347654321,237.138209333333,5.810656021081,13.4943393024874,163.9917,168.3173,252.920775,255.82405,324,75
"ZNF641",0.952516319453465,127.033662345679,127.537941333333,3.72973577039083,7.05170287273155,78.844525,85.6357,173.291075,166.86715,324,75
"ZNF610",0.359775499476057,191.719389506173,201.333228,4.52264148523462,9.65901214530343,136.541025,149.29005,237.677475,230.56455,324,75
"ZNF528",0.000674009616003057,367.075989197531,421.201893333333,6.65047404065531,15.8967376246704,288.32235,337.5574,428.132925,502.26755,324,75
"ZNF701",0.287086032596971,130.925614506173,137.057304,2.52114776312465,4.92874483957395,101.394275,111.07535,154.57525,160.94615,324,75
"ZNF283",0.0734906362567604,50.3596385802469,54.0172826666667,0.848502850435892,2.12663558848401,39.389175,41.8316,60.18285,64.34585,324,75
"ZNF558",0.0289203188893492,325.345519444444,352.421624,5.07815919632333,13.3457447070992,267.3005,277.77975,381.35285,406.89215,324,75
"ZNF597",0.00512519612814222,41.4830141975309,47.6890693333333,0.913950970135797,2.329753259886,30.00775,33.4761,50.38925,59.22675,324,75
"ZNF30",0.613805794882059,233.582064506173,245.998249333333,10.7719154477141,21.0947148554661,125.8571,130.4693,261.543725,308.8067,324,75
"ZNF354A",2.76286132661063e-06,193.947984259259,229.565133333333,3.00864409091335,8.57894757743237,158.711875,180.8701,219.05615,251.5477,324,75
"ZNF764",0.0024439504412912,217.39828117284,239.664978666667,3.03378991005543,7.66020969061759,181.298225,188.6668,241.5815,274.1181,324,75
"ZNF747",0.076402538327165,317.659072222222,303.391314666667,3.46098443401764,7.42359191758341,280.621675,259.74185,354.0658,350.61455,324,75
"ZNF778",0.762671293625996,81.133987037037,79.2975106666667,2.57509729947574,5.98871970357532,49.276475,49.46405,98.044425,94.108,324,75
"ZNF212",0.158537268677619,409.390750925926,425.863168,5.00573194145634,10.9474489915393,353.4103,358.05535,455.39435,484.5995,324,75
"ZNF282",0.595549964842772,1088.50746234568,1104.506948,12.9202719675983,28.3508469819674,940.64445,952.50365,1205.671175,1219.05955,324,75
"ZNF160",0.00012835102801978,516.649060185185,573.688928,6.24808760798107,14.5388806099703,450.81595,500.31605,577.45635,646.62615,324,75
"ZNF415",0.32182492146169,200.789766358025,207.614618666667,2.87388490492762,7.10526634811381,167.407875,168.6321,231.1613,240.0248,324,75
"ZNF439",9.47462234642815e-05,100.315538580247,131.862064,3.32960841195008,8.34723505413039,53.85355,72.0342,140.52535,180.46545,324,75
"ZNF440",0.0139214074498759,343.720100925926,382.665850666667,6.66891507396074,15.6280585354784,267.372575,300.03405,404.97345,450.12285,324,75
"ZNF562",0.283807980579744,568.772280864198,595.674494666667,10.6963129768456,24.0789858270883,433.977775,452.1115,677.877125,692.4426,324,75
"ZNF561",0.270082936632689,903.551367592593,872.872737333333,12.4315404893109,21.1530569459499,747.005,754.6628,1043.180025,1009.84385,324,75
"ZNF584",0.0907616621446935,174.622091975309,182.990561333333,2.06740201624892,5.05282786939909,148.857025,158.3644,196.06955,202.92285,324,75
"ZNF274",8.41759628280592e-05,447.981088271605,517.107378666667,7.11267585825057,19.095703308216,356.35275,403.19255,525.030375,642.02305,324,75
"ZIK1",0.00335617520913101,74.0532981481481,94.3105533333333,2.56247549692755,9.02661478208185,39.79485,49.5183,101.94815,123.34185,324,75
"ZNF540",0.018558138131078,108.24642191358,126.659264,2.99011073562136,9.78227580330225,76.121625,79.4775,127.67315,158.79345,324,75
"ZNF570",0.0711531566966881,55.6296916666667,60.8582986666667,1.22492770603755,2.84374563817885,41.396425,44.30385,66.882675,77.3628,324,75
"ZNF57",0.000259846223643834,100.203764197531,112.776064,1.42668521176196,3.50882893545356,86.0405,92.535,114.7099,125.74985,324,75
"ZNF556",0.000321039671004941,5.35315895061728,15.5768466666667,1.05341635949872,3.69336651960096,0,0,1.109675,16.3269,324,75
"ZNF554",0.471857794284856,131.954627777778,134.716728,1.56128485776554,4.25703990800509,114.3073,114.0776,148.273575,152.82135,324,75
"ZNF738",7.65329865171083e-06,177.064969444444,216.260156,3.62503369993557,8.81417932575253,132.223525,154.46305,215.94955,264.99425,324,75
"ZNF596",0.00433287357151424,61.6913197530864,74.1361453333333,1.51892538715382,6.20034637979632,42.4502,41.7329,75.43705,88.46065,324,75
"ZNF621",6.26931403857611e-05,554.012379938272,636.446268,8.17987390344185,23.3866692340341,466.7583,498.46285,640.0913,717.336,324,75
"ZNF680",0.012831762160893,666.128336111111,843.057456,29.8489013274284,70.8836477739163,341.853475,403.5307,775.0921,1173.84465,324,75
"ZNF483",0.379545209070388,27.9615611111111,30.0041653333333,0.939559656479379,2.61543989069862,15.540275,17.27715,37.593275,33.8873,324,75
"ZNF417",0.0410459825780358,171.845924382716,189.657645333333,3.56624218292172,9.44169190121894,126.154825,138.7078,209.98935,228.90845,324,75
"ZNF791",0.40770678496435,223.73182037037,235.156852,5.93306555609707,12.8080386087106,155.884625,171.0389,291.0557,288.8637,324,75
"ZNF519",0.00388148322780602,36.9026166666667,43.1783173333333,0.861255183126575,2.51961560615999,26.293125,30.42195,45.240325,49.77955,324,75
"ZNF25",0.497505157307556,300.164083641975,307.498033333333,4.59764136470457,10.4681693312454,239.088625,247.6246,352.25775,365.5912,324,75
"ZNF77",0.0364420623765261,78.5175037037037,87.3151586666667,1.73791425888843,4.42428651539181,58.8636,65.76225,89.14225,100.9023,324,75
"ZNF169",0.000126006685790436,58.0831842592593,70.8639133333333,1.35355925974131,3.59284873084224,40.031925,53.63875,71.434925,82.69585,324,75
"ZNF613",0.759908258499331,749.356354938272,761.201628,16.9047044752656,33.8745709536031,536.0994,551.6407,898.01225,943.91185,324,75
"ZNF404",0.0839003009463304,95.9295108024691,104.632248,2.22125942906647,4.10427622966753,67.484225,83.18805,115.5722,128.51875,324,75
"ZNF135",0.00201428796037351,167.435458333333,202.858369333333,4.06938931855207,15.917685896504,119.4618,139.4435,203.032175,242.17835,324,75
"ZNF620",0.509308876600501,55.7454706790123,54.2159746666667,0.986985164626377,2.23407848817101,43.568925,41.866,65.492825,62.46905,324,75
"ZNF619",0.729851309106456,57.1427354938272,58.3946466666667,1.58748686572174,3.10743988460611,36.484325,40.3176,73.63705,69.506,324,75
"ZNF354C",0.914200876672089,40.9904552469136,41.3915413333333,1.63169286619188,3.17690687518258,18.8421,22.69445,55.033075,56.1811,324,75
"ZNF114",0.405798227957323,3.79195586419753,2.64035466666667,0.661604165505472,0.297496913562873,1.304,1.0222,4.216925,3.52585,324,75
"ZNF454",0.161942659708233,18.480449691358,16.0627053333333,0.763165185095037,1.41015146575238,8.6376,8.1794,23.643625,20.894,324,75
"ZNF543",0.0382672263298375,135.804138888889,148.456244,2.53331408683898,6.35160471843005,103.181775,115.3273,166.8033,181.4364,324,75
"ZNF354B",1.81878681115855e-06,96.4270074074074,123.501758666667,2.25605009725452,6.33000693396176,63.548325,85.9304,122.968125,146.6825,324,75
"ZNF223",0.604732008051506,94.1023061728395,96.0515693333333,1.57970962974208,3.82481860928576,78.328925,75.0409,109.82575,114.14735,324,75
"ZNF713",0.20166398295669,53.627512962963,57.763764,1.35732570639148,3.29039097001816,36.630825,39.3208,67.7799,66.4704,324,75
"ZNF552",0.661016214592973,483.766761728395,495.666822666667,11.3857448726126,27.5501921914537,348.881075,327.95,575.70565,609.95475,324,75
"ZNF154",0.347621513540526,31.4535385802469,34.537076,1.35172618571828,3.52029496992185,14.238075,14.145,43.117,41.38265,324,75
"ZNF571",0.26603419624832,94.9357067901235,98.2497813333333,1.27699521710442,2.79630661580573,80.9374,81.58325,108.950125,113.0485,324,75
"ZNF443",0.122464143270386,114.088488580247,121.751358666667,2.11919472676267,4.70040535840888,88.26715,93.7654,134.810975,139.8277,324,75
"ZNF792",0.848154777391669,168.019506172839,169.926974666667,4.17892202939339,10.1235409541693,114.5534,119.3385,203.2968,202.5372,324,75
"ZFP82",0.0886084851019963,96.3193453703704,102.762818666667,1.33954748646556,5.31409242589493,79.811075,76.707,112.2928,114.60495,324,75
"ZNF707",0.000806272900526039,228.361037654321,267.333622666667,4.76630716303964,12.3278832640315,175.60925,198.7977,258.8004,327.45335,324,75
"ZNF746",1.01459332146892e-05,508.522663580247,572.529952,5.76812754953865,16.2859653836638,441.999275,485.73945,567.121375,638.46805,324,75
"ZNF678",0.630671175418907,78.2818910493827,75.3330666666667,2.69339708276873,5.18052816515892,42.99755,47.2041,101.158575,94.0148,324,75
"HKR1",0.447529082869985,1287.10201882716,1246.85400533333,23.6110558209685,41.1859676869791,980.479625,999.7378,1500.56715,1448.00545,324,75
"ZNF101",0.00200226069146803,65.0544209876543,74.0996466666667,1.18247998261478,3.23607483207406,51.22985,54.02835,75.057,85.17485,324,75
"ZNF716",0.0377617415442644,0.145750925925926,2.12547733333333,0.0489085969194859,1.97097483401651,0,0,0,0,324,75
"ZNF708",0.467221124862402,270.81058117284,279.217358666667,4.92639600644753,11.1252782794846,209.092225,212.25085,325.601125,326.2378,324,75
"ZNF721",0.0154797463252606,547.042514814815,594.322025333333,8.16063605437715,19.784813472861,441.321,488.2393,639.618475,671.6082,324,75
"ZNF662",0.170045967362762,184.37005462963,161.556661333333,7.10831611169591,15.7242147628945,72.818925,40.22015,267.09005,222.66375,324,75
"ZNF320",0.0203359466421219,583.507374074074,636.881582666667,9.52777935822322,23.9867521027911,470.08505,502.638,677.606625,704.8469,324,75
"ZNF530",1.91872074895016e-08,57.2809052469136,69.5688066666667,0.826114918754558,2.66862344655043,47.656225,53.54135,64.2535,77.58505,324,75
"ZFP1",0.406396159461701,140.868011111111,136.072757333333,2.50199234694622,5.19370594363315,110.14405,108.259,166.589575,159.87535,324,75
"KRBA2",0.0422903808485739,77.0325922839506,67.4708373333333,2.10550314993351,3.51797938422467,49.824425,46.56135,97.6282,86.9319,324,75
"ZNF93",0.000826466667026793,69.287487037037,83.0034346666667,1.63830616352342,4.6443927983933,49.358925,58.80985,85.0617,98.187,324,75
"ZFP90",0.0764467457830691,530.473968209877,502.516986666667,6.69628912101942,15.2841677210755,451.688575,419.5529,612.448925,585.32315,324,75
"ZNF479",0.856087127763141,0.015645987654321,0.0120026666666667,0.00944974158131716,0.00848811293310623,0,0,0,0,324,75
"ZNF445",0.2791562917136,618.452381790123,641.366894666667,8.84688986047943,21.7239844993561,510.316975,526.63095,718.631375,748.16115,324,75
"ZNF74",0.0663152258725308,415.953752777778,388.520102666667,6.36825087093905,14.2226685405351,334.436975,297.55995,477.3699,438.5227,324,75
"ZNF829",0.0299820968332832,17.012962962963,19.9541506666667,0.562245718007255,1.4079789021932,10.2311,11.92955,22.657025,24.22675,324,75
"ZNF267",0.00490645057829209,164.502266666667,188.613452,3.55436707792957,8.84480900856203,125.6281,134.7949,191.915,225.7992,324,75
"ZNF566",0.116822575389627,197.152224074074,208.515697333333,2.98698742996995,7.71342707682302,159.30305,168.5992,232.360425,234.56755,324,75
"ZNF224",0.0121374407865887,177.188069444444,196.329429333333,3.24343560557164,7.28321063752775,135.3385,148.8671,215.341175,233.20765,324,75
"ZNF529",0.00148591559749789,313.241817283951,349.331973333333,4.52772389937864,12.9479626038934,261.191675,273.11215,351.236125,386.03635,324,75
"ZNF284",0.0280517070712003,31.4296280864198,35.4136386666667,0.772528423033549,1.72422426071635,22.43265,25.04715,40.091475,43.99465,324,75
"ZNF749",0.0815583329008503,71.1002314814815,77.2925373333333,1.39678590389822,4.24236760270895,55.4289,54.4363,85.313425,88.0685,324,75
"ZNF17",8.15850581969979e-06,112.481886419753,128.158830666667,1.34921369750899,4.25103381833659,95.5479,106.55615,127.207575,148.9977,324,75
"ZNF555",0.287910783732303,68.3797716049383,70.945968,0.981126795622946,2.68015508519355,56.77925,55.09035,81.216975,79.66395,324,75
"ZNF75D",3.38086560307538e-05,416.611191975309,500.609024,8.17122588148654,22.0984180067037,323.983425,365.42475,487.0148,586.81055,324,75
"ZNF197",0.0160663439418492,412.682127469136,443.044974666667,5.20097730250825,13.3039189892453,351.223525,372.5494,457.652425,531.95995,324,75
"ZNF732",0.0132972751837156,4.28093055555556,5.43331866666667,0.188720599016265,0.513694319995161,2.1043,2.76815,5.490525,6.42605,324,75
"ZNF546",0.993459505832999,58.5385577160494,58.518636,1.04528864810427,2.25708081972966,45.73355,44.8751,70.169425,71.63125,324,75
"ZNF286A",0.494952090945678,184.115269444444,189.45014,3.10506105599585,9.16096434574557,145.111475,143.52015,218.23105,218.2,324,75
"ZKSCAN4",0.023836056308439,91.7617385802469,99.483416,1.45746125617448,3.22823864381157,73.531025,81.4196,110.3547,116.3205,324,75
"ZNF643",0.442765192441944,35.9182888888889,34.0042773333333,1.09086917744601,2.14432080876761,22.78865,21.66455,43.99975,40.9502,324,75
"ZNF642",0.420147601747412,61.4740274691358,64.328964,1.48977469858503,3.55979052917881,42.7861,40.0471,78.72445,84.82115,324,75
"ZNF490",0.150054160050627,223.077637654321,232.752350666667,2.87890774605865,6.30728454211174,186.274175,201.45755,260.58095,263.15245,324,75
"ZNF626",0.000181833131683073,405.001598765432,487.718196,8.88682310907815,24.4613779146483,286.755325,338.68185,499.273225,653.35395,324,75
"ZNF793",0.00409840405975281,158.050142592593,178.352858666667,2.96574255742351,7.03957867548804,119.895075,145.4899,186.770925,204.305,324,75
