"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","mean-1","mean-2","mean-3","SEM-1","SEM-2","SEM-3","Q1-1","Q1-2","Q1-3","Q3-1","Q3-2","Q3-3","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF430",0.335890518860307,1.41466780734234e-07,0.000167615681039734,116.45308125,124.645583809524,148.163114782609,3.69482241687258,4.37949011390686,4.1067757907066,89.71145,92.6431,120.50965,133.883275,148.1693,171.46665,165.029225,112.976104225352,166.83325,113.8329,104.8553,206.554475,80.9031,143.3428,8.99195268873869,2.38821550034339,0.684582407905946,0.682315425731981,-0.546703875798376,-0.551489261886979,"PRAD"
"ZFP30",9.24800552803973e-08,0.603439697851526,8.44338840522152e-06,196.220125892857,239.132383809524,203.3091,5.62864613902207,5.80245461872167,4.443749623406,155.15385,202.6366,170.6171,217.75635,272.5433,228.70495,209.850923076923,201.136053722334,197.6943,195.0391,175.9246,245.3945,158.5661,234.2864,7.35097099102421,2.90081284785732,0.958471141194864,0.98656916259093,-0.0611931007423351,-0.0195079014860672,"PRAD"
"ZNF549",4.53018704327235e-07,0.00956703165856709,0.0342586542304292,217.126483928571,263.841886666667,242.206160869565,5.95917528093448,7.86144431527389,4.22870480026574,176.579,214.5344,210.94585,243.225825,295.082,276.10945,200.225042307692,226.782762374245,195.67915,223.3288,172.71175,224.78875,185.6502,261.38,6.00466458607741,3.00582802005538,1.13263935300231,1.1413009510722,0.179688561545029,0.190679267848828,"PRAD"
"ZNF211",0.0256698490199815,0.0321009248912014,0.989117324324491,214.8668,238.047542857143,236.80357826087,6.43768434407534,6.84393013403424,5.39158630370932,171.0817,190.4085,200.8947,241.664925,271.2793,265.17775,248.205678846154,227.005559959759,226.74585,218.4021,195.56395,286.170975,180.1465,258.21,9.87169004003575,3.25082186132461,0.914586487364232,0.963202193116214,-0.12880849080549,-0.0540894179119615,"PRAD"
"ZNF205",0.793014133779743,0.000123557815978947,0.00195094180210253,371.197783035714,360.527686666667,304.473024347826,12.8411359455139,11.7808939059399,9.77430661329439,279.945625,275.2848,224.7609,444.428225,432.459,372.53685,280.079328846154,403.227746076459,263.8147,367.7533,218.71015,323.476425,281.5317,465.0148,11.6417629215504,9.01296423701797,1.43969120369447,1.39398335270931,0.525759404256288,0.479213332291605,"PRAD"
"ZNF45",0.923802754498402,1.09699282152542e-05,8.27307821046341e-05,260.838449107143,263.308162857143,290.805466086957,4.71625218092994,5.02527272660687,3.94275696534411,227.000375,232.5159,266.0517,287.63915,296.498,314.90205,282.927321153846,259.707069416499,281.4471,266.0473,244.190925,320.103925,223.7199,299.3767,7.43968989240198,2.58584599340914,0.917928563269714,0.94528350087814,-0.123546212954962,-0.08118102060946,"PRAD"
"ZNF133",0.223548506184372,0.987233529607797,0.284129280945317,283.314872321429,302.971584761905,285.085015652174,8.99922525892823,7.73768233156942,8.04760398874723,218.855275,247.1766,220.52475,330.1379,354.3793,333.56345,298.736823076923,317.983020120724,294.3983,301.6529,246.765575,343.889725,237.7363,375.5783,10.0667421503215,5.31243566644507,1.06442525847858,1.02464212599054,0.0900746505812162,0.0351201114750017,"PRAD"
"ZNF436",0.621749524367396,0.00129166534173064,0.0298480362334572,628.544596428571,649.48854,706.628666956522,15.776980446638,16.4384793859552,15.1239797370105,521.5727,539.4278,605.99455,732.351675,700.6301,819.1099,712.513532692308,622.753671629779,682.92725,603.8216,593.1951,774.61415,512.5984,714.8091,24.1329320603322,8.29022535343384,0.874023640332329,0.88416679814724,-0.194255793045962,-0.177609535044237,"PRAD"
"ZNF484",0.0015938289321642,3.44031867105521e-07,0.164459388463974,62.4548669642857,72.3946361904762,77.5483756521739,2.01190106837358,2.07307336004813,1.90279090691849,49.25165,57.9414,63.98835,71.0597,83.2365,88.9048,82.2709076923077,64.2392983903421,82.0975,63.2569,61.6569,96.93175,49.0631,79.1367,3.66053503085725,1.08774985486322,0.780826420812037,0.770509455220926,-0.356926224709912,-0.376115434167232,"PRAD"
"ZNF780B",3.76720231676231e-08,0.000210193376921741,0.134664030725453,330.616947321429,422.469748571429,392.461272173913,11.046772504542,11.9741933210325,10.0671473723818,258.624225,336.9691,317.6057,382.746875,501.5106,468.3041,368.631501923077,354.930935211268,373.60565,347.3679,290.442925,423.610175,270.8457,424.3573,12.3984065305977,5.54668610666459,0.962833977453538,0.929771538519292,-0.0546410409033771,-0.105051831071285,"PRAD"
"ZNF557",0.145452334099356,0.0192914113980518,0.720389557143547,162.132639285714,171.757618095238,175.681149565217,4.06701763404083,3.56547322248761,3.04803031147886,134.4283,148.5608,153.50855,181.9311,195.5403,197.5411,175.483801923077,168.349870221328,168.9967,165.977,138.412525,206.1333,146.0691,190.5695,6.79552138417162,1.63504893714489,0.959347064381041,0.98213160375321,-0.0598752593316183,-0.0260117390227118,"PRAD"
"ZNF337",0.203192809662108,0.679058936834737,0.643807139696711,438.244589285714,475.614268571429,456.170229565217,16.256329183674,14.2288220422159,15.1913541186622,321.452375,376.7553,336.54775,500.234875,563.1547,553.4258,443.348942307692,493.678112273642,412.2697,464.5334,344.93675,531.66975,368.3969,578.9332,18.7553091865506,8.61903084819277,1.11352044668017,1.12677065522885,0.155128049417353,0.172193896845456,"PRAD"
"ZNF317",0.0077190641772642,2.49317044442865e-06,0.139179060657676,628.405380357143,669.458667619048,695.19634173913,10.3579513048118,11.3494780565571,6.53413990350853,560.82655,606.145,652.062,671.91885,741.5298,737.91655,655.261692307692,640.066391750503,657.95265,644.5725,591.432725,704.87505,572.3039,706.6745,12.0492541309181,5.00943087191084,0.976810332824929,0.979663962140741,-0.0338496334682315,-0.0296411245269367,"PRAD"
"ZNF426",0.000765197945573726,1.77809775125937e-06,0.398688623944741,121.0962,149.25276952381,159.075776521739,4.59551356508452,6.11531605826522,5.29233350406661,84.901725,101.8244,117.45505,140.356325,183.2447,200.8536,156.398934615385,121.643534808853,164.73235,118.6424,116.849125,200.9061,76.3524,156.2007,7.96657864955743,2.83595901208492,0.777777259851534,0.720213121466427,-0.362571040083115,-0.473504210851951,"PRAD"
"ZNF331",0.00959593292548933,3.46971940068386e-08,0.0152718539540022,711.250033035714,837.069572380952,955.506845217391,26.136730451331,27.692747775059,34.5240017530451,551.66635,644.4541,726.03375,790.077925,958.5711,1048.2238,1155.66333076923,795.625129778672,910.6991,725.1167,709.81265,1384.593375,591.7215,925.2329,129.296067081276,14.859568873047,0.688457536546642,0.7962198491247,-0.538560421940088,-0.32876125777507,"PRAD"
"ZNF227",0.142506902532151,0.713533179540893,0.0213689916620485,418.872749107143,440.176522857143,410.253780869565,7.96334536191191,8.31789615095136,7.39026943708219,370.55405,383.7979,357.52205,465.531225,491.024,445.03715,340.819507692308,408.472324346076,340.7035,404.7502,289.81465,385.864875,351.1296,462.8884,9.09006686817759,4.15884894124391,1.19850042361673,1.18798368669532,0.261230418915831,0.248515025292426,"PRAD"
"ZNF141",3.41163506889508e-06,0.0584858500029579,0.01792831349907,78.6421053571429,99.1746342857143,87.9134234782609,2.67755280490382,3.3453657778171,2.68386181352707,61.039225,77.6055,65.9786,89.57965,118.5031,105.42285,73.4037980769231,88.0646018108652,71.9588,80.5277,60.20995,85.25465,64.7126,105.6441,2.69782461087809,1.60455485955198,1.19972813557383,1.11908064058878,0.262707520921052,0.162314000197886,"PRAD"
"ZNF304",1.57726276484027e-10,2.63270017205608e-05,0.0453196207438179,326.3087625,439.223453333333,399.675206956522,9.13989260192219,16.179710549509,8.87700949160337,265.5295,344.7789,336.7276,358.6212,495.6737,443.7525,363.242957692308,352.25903501006,365.3756,337.7442,331.986675,405.4743,268.2091,419.0193,9.11116685972572,5.8970858051199,0.969761498606804,0.924375355114025,-0.04429811777887,-0.113449298440477,"PRAD"
"ZNF132",0.445024545485922,0.153334951407379,0.818882861977384,147.651966964286,155.196287619048,158.912751304348,5.1778183929504,4.26689218610692,3.43985382192353,116.3538,114.3622,137.00625,173.01055,188.5196,182.54135,167.617126923077,146.93816861167,172.63005,146.7752,136.478025,200.6657,115.83,175.8794,5.08031677946135,2.04233309095508,0.87662980095765,0.850229725357781,-0.189960370892439,-0.234075396158929,"PRAD"
"ZNF20",0.917449388468788,0.0940453339681375,0.2243363878839,116.494554464286,117.873564761905,123.608077391304,2.36456376681801,2.85166485641963,2.1129057004368,101.82835,98.5907,111.004,131.909825,128.7708,135.5354,126.920976923077,121.634026760563,124.7837,120.5899,107.99295,143.37455,104.2727,136.5232,3.8927724071952,1.18219334760776,0.95834455193551,0.966391443754272,-0.0613836560446721,-0.0493204135148564,"PRAD"
"ZNF670",3.39786978663659e-05,0.821198741003774,0.000347104503190421,67.1581116071429,79.7115561904762,68.8047808695652,1.8392469378798,2.36014574126024,1.71570135771937,54.6975,61.8267,54.3701,76.368975,94.1533,78.9188,57.3542557692308,67.6605730382294,57.2986,65.5995,42.58255,69.179275,52.7956,79.2592,2.63696428919111,0.997767384662678,1.1796957720185,1.14487090435019,0.238414855528083,0.195184929192166,"PRAD"
"ZFP37",0.0136857224867357,0.0994127164095818,0.691374837159,60.5745071428571,75.0560952380952,70.8896373913043,3.47218205274039,4.33765037115422,2.91943308004397,35.9621,43.9855,49.4012,83.624275,102.6597,89.12905,79.6916923076923,64.3234118712274,77.58855,58.6705,56.95415,99.8944,37.7303,86.077,4.16808239432671,1.68153840064061,0.80715329300415,0.756174719079039,-0.309085401489772,-0.403208477867136,"PRAD"
"ZNF189",0.545034243526128,0.492998503080624,0.998109939531738,706.528620535714,676.86062,675.218093913044,27.4970956731189,14.2863346566591,13.9977895620717,562.965275,575.5217,578.59435,774.62835,765.2665,735.9076,620.976553846154,654.135491750503,597.5886,634.0527,550.43465,674.664275,545.8808,737.3862,15.0180366066401,9.00124812720057,1.05339805134183,1.06101873429312,0.0750506957967615,0.0854501299879924,"PRAD"
"ZNF434",0.000213446031917974,0.439536857325137,8.21554574037542e-07,319.63168125,349.435838095238,310.757535652174,5.10894141783623,6.46603890224976,3.89984312185371,283.13865,305.2023,280.97645,350.923075,381.9005,336.73775,299.919494230769,324.287770422535,303.36105,318.731,274.01315,324.345275,279.7428,354.9748,5.96351200298947,2.96320016362057,1.08124939078824,1.05066553534147,0.112699319887362,0.0713034806231348,"PRAD"
"ZNF287",0.000665785678851227,0.000230334929586573,0.98161486637526,147.152747321429,164.585838095238,165.438570434783,2.79724860385773,3.97569045426392,3.02795785046417,129.3866,138.8569,143.3989,168.608025,190.9502,191.7627,183.580269230769,157.774815492958,179.96055,158.8331,151.62615,203.8463,134.4008,179.7116,6.20744990095347,1.56906945620946,0.85943231347279,0.882599547511941,-0.218544073406716,-0.180169087209138,"PRAD"
"ZIM3",0.557219513282784,0.989868191621843,0.637607756270799,0.0261973214285714,0.00948380952380952,0.0240460869565217,0.0148339063339117,0.00542997162072224,0.0111134274848334,0,0,0,0,0,0,0.00781730769230769,0.0289804828973843,0,0,0,0,0,0,0.00781730769230769,0.00683464737597064,3.70722044443785,NA,1.89033790545687,NA,"PRAD"
"ZFP14",4.51302155402011e-06,0.00318723112658537,0.208424964422603,200.504644642857,239.697232380952,226.219689565217,5.42523934993571,5.81411732309957,5.56458133930402,162.573525,202.3049,187.8478,235.466525,269.7588,260.0095,240.83435,212.159571629779,236.11025,209.8895,205.94095,276.224,169.6539,248.419,7.81220972146264,3.00445901103528,0.88093567894189,0.888947006747907,-0.182891409520552,-0.169830677385488,"PRAD"
"ZNF473",0.0318615848398017,0.884376886900845,0.0954606083189323,251.82119375,315.221998095238,263.39303826087,20.3493557992751,19.2465125693028,12.3934869738273,170.055125,202.6524,189.4165,259.256675,360.6557,276.81335,211.96815,266.390064788732,195.86195,216.031,167.357975,227.27025,181.0669,276.9283,10.4028876893869,8.18216577429699,1.25674571764075,1.10297584599765,0.329692773060351,0.141401197782464,"PRAD"
"ZNF614",7.12208070297038e-13,0.00776994300596923,3.76412288227712e-06,698.766135714286,1162.76908190476,872.887654782609,30.4917503614496,53.9040937727866,38.023521851533,469.4343,784.8101,542.0589,872.839575,1476.4663,1100.71525,561.626740384615,797.819381287726,520.1921,695.3986,374.900375,654.90735,494.6195,989.4202,32.6724693558398,20.1613945051682,1.42055091739642,1.33681115111129,0.506450543571662,0.418795672911695,"PRAD"
"POGK",7.17753006829192e-06,5.55444763706836e-05,0.84169425744424,871.916327678571,1010.51132857143,994.462345217391,23.3652458194533,22.7010571041374,13.6624911584978,752.633625,859.6278,896.3789,947.99855,1135.7944,1087.4118,973.810832692308,912.590798792757,938.99985,901.236,885.0806,1025.488225,770.8543,1029.3841,24.6742245418375,10.3798008729699,0.937133546019102,0.959782900923786,-0.093673441398941,-0.0592199840339227,"PRAD"
"ZNF514",6.83123900468985e-06,0.502266702827623,0.000634225771967367,233.17615,303.017868571429,249.069267826087,9.90239435817097,11.8438059223372,8.76216967431655,165.14685,216.6172,185.2784,274.127675,373.7802,291.69455,203.334088461538,251.272468812877,192.1248,232.3324,155.22495,227.451775,173.4796,302.6981,8.73965065955417,5.34888634611036,1.23576165075934,1.20927855227435,0.3054005082689,0.274146601656688,"PRAD"
"ZNF300",0.00286935041993031,0.0365466077795742,0.637437099817153,137.612225,107.89934952381,115.948443478261,7.25253795601592,6.88373204152371,4.42421677788504,86.928575,56.5801,81.094,162.8466,137.2608,139.21565,98.3374384615385,123.01115331992,97.0783,110.2167,69.6812,116.23145,77.1004,148.6349,4.8650621224885,3.14416422162156,1.25090865945254,1.13533817547279,0.322976448683702,0.183122087303827,"PRAD"
"RBAK",1.14370497594773e-06,0.0303355578654697,0.0193201388247799,434.149278571429,521.986067619048,476.339877391304,11.9289373575607,12.8165007943951,10.9034911612476,357.9751,440.4142,389.29415,487.257925,590.1231,528.98895,411.480925,445.841079678068,396.92495,430.9194,349.439825,472.444175,363.3713,520.2888,12.1783817345518,5.98022820756819,1.08350363914942,1.08564452801468,0.115703999000576,0.118551799624491,"PRAD"
"ZNF92",1.68452915727535e-07,0.890913350000168,1.38598207499729e-06,207.661575892857,259.953458095238,211.871396521739,6.31423220328133,7.39775460033205,6.07966608453019,153.60965,206.5433,171.08965,248.513675,300.9063,248.6939,189.136196153846,210.91802917505,172.11275,202.8652,143.30755,224.754875,157.0071,257.234,10.2439057796705,3.59432276260621,1.11516480432696,1.17867618755728,0.157256934195391,0.237167427588111,"PRAD"
"ZNF157",0.991098575705381,9.85367343275811e-12,9.34352595294285e-12,0.8850875,0.865046666666667,1.9992147826087,0.0910540258549655,0.0905867148972354,0.137773646243217,0,0.3104,0.97145,1.310525,1.1924,2.6753,3.82915576923077,1.16377243460765,3.508,0.8425,2.402475,4.83015,0.2645,1.6517,0.307121946837673,0.0569965422111397,0.303924025227481,0.240165336374002,-1.71821737031828,-2.05790015637551,"PRAD"
"ZNF182",0.267717321712513,0.278867290526208,0.998049284815782,145.918825892857,154.957320952381,154.613147826087,4.31438619868598,4.26311673886338,3.6439589966515,113.264725,131.6956,128.4618,170.31425,180.2268,178.54115,144.428373076923,151.785228169014,142.6666,144.9465,121.76115,161.785475,118.4973,176.1811,4.05882616017429,2.14402676091681,1.05093774121635,1.01598061494421,0.0716772048862927,0.0228728755444734,"PRAD"
"ZNF673",0.000706397227065558,0.00318960202138374,0.871254713192112,196.862976785714,224.877792380952,221.12586173913,5.35028685242156,5.98768921734935,4.52574934200362,155.282225,181.7524,187.7683,229.834225,258.8036,244.1391,242.570773076923,224.153657142857,225.8038,218.3794,201.4865,270.369375,180.2472,252.9528,9.52534222498833,2.91195922209238,0.924075288624217,0.967120128182077,-0.113917695518919,-0.0482329936355074,"PRAD"
"ZNF41",0.980486982869985,0.286615338110295,0.398015214391843,242.344482142857,244.212421904762,256.942593913043,7.24925740257226,7.0767677720698,6.418518900352,188.71925,193.0188,213.5509,282.181325,285.3098,296.2745,254.225755769231,221.9832,261.2042,221.7853,214.60545,295.85205,171.3096,266.3694,8.65590527186982,3.90922198198374,0.873173527710944,0.849087801804106,-0.195659702555759,-0.236014348320145,"PRAD"
"ZNF7",0.00211249608433806,0.0567388578637744,8.15829329647855e-08,451.218570535714,522.699662857143,404.019223478261,14.1373493954409,19.5606022339781,9.47354806439352,342.5383,390.2535,332.4127,503.918,581.169,460.95435,367.020867307692,466.585424949698,366.82965,437.4481,315.866975,408.126575,363.8927,525.884,9.56882529669778,7.37153528040507,1.27127764797781,1.19251020194251,0.346279150418452,0.254001608561108,"PRAD"
"ZNF214",0.262674732377826,0.0636124894965066,0.000518215590622262,58.4980803571429,53.9786523809524,64.8682443478261,1.91601144529934,2.31450048469434,1.84643800669045,46.82345,40.2129,49.5733,72.8426,68.9975,78.3974,75.9923576923077,55.4670022132797,73.2209,55.8282,60.398975,90.065425,39.9408,72.7988,3.24752773092352,1.05007693040709,0.729902373049998,0.76246263020531,-0.454224583409115,-0.391261464916152,"PRAD"
"ZNF215",6.29459838696889e-08,0.947613258082875,9.52848067115042e-09,30.4706776785714,14.4998352380952,31.319687826087,2.3130993702373,1.52498251926868,1.87127425349078,11.4575,5.1771,18.0536,45.439975,18.4672,38.40775,35.0524961538462,25.3948052313883,34.55175,20.9953,22.20975,44.1397,8.7865,34.9658,2.21404772723712,0.962244156701853,0.724479224530258,0.607647948367304,-0.464983775839345,-0.718692380178329,"PRAD"
"ZNF547",0.000226875116895009,0.834231530772347,1.84811851947631e-05,59.1014267857143,74.6992695238095,56.9171939130435,2.64918625722741,3.5694684290786,1.83600140411367,43.59055,51.3903,42.9124,69.6424,85.9907,65.1121,44.8348942307692,67.0135136820926,42.1476,60.7586,35.902175,48.717175,45.6085,77.6317,2.23345886902491,1.42723434109275,1.49467317436209,1.44156725412598,0.579830058822371,0.527638145144066,"PRAD"
"ZNF773",0.000882277418069344,0.0357458694617799,0.435995270165627,146.972176785714,166.30615047619,159.832329565217,3.60478041689079,4.72569063446155,2.68303728601096,122.730875,143.0615,143.3345,163.851625,185.7233,178.64935,134.000817307692,152.480293762575,132.4039,151.0989,114.721025,152.1307,131.1742,172.2512,3.96277166231762,1.6905616198674,1.13790569957831,1.14119674722572,0.186381003700917,0.19054753989767,"PRAD"
"ZNF776",0.000791398545422983,0.165945544098781,0.135071385514739,517.473104464286,586.105980952381,550.562566956522,14.823133069066,13.9680784930548,10.0955904619213,418.12145,484.6557,470.905,573.861925,674.8369,634.43845,500.169132692308,508.0203722334,493.9394,501.3396,403.708375,567.3113,420.1857,599.2514,17.5619313791261,7.21459638184322,1.01569716927318,1.01498199981617,0.0224703258195278,0.0214541421826543,"PRAD"
"ZNF256",0.119190339926511,0.810571193903108,0.350757205480139,105.597105357143,115.25599047619,108.544251304348,3.19414444231901,4.7808427245911,1.92537192930751,88.57695,88.9423,94.88585,113.631475,125.4194,118.7129,112.907061538462,108.728268410463,112.6877,104.7352,96.981575,128.7098,88.9306,120.4673,3.1979428105182,1.55360550876952,0.962989089689707,0.929428855145681,-0.0544086419273711,-0.105583659281935,"PRAD"
"ZNF599",0.514567936335837,0.261071230904664,0.0229436884357181,154.860424107143,162.178435238095,144.669286086957,5.5351776046848,4.79223620984777,3.46093720636911,120.17265,126.7954,124.74775,178.0721,196.2552,164.18715,126.904276923077,153.754961569417,124.021,148.6014,111.013325,142.971975,122.8171,173.9377,3.18596470023025,2.29788408116264,1.21158218853897,1.19819546689674,0.276892274352405,0.260863280513551,"PRAD"
"ZNF18",5.11701792049735e-13,3.22086801674004e-12,1.93686673569671e-05,316.726665178571,183.064165714286,234.55006173913,10.8144010931732,5.69055892591453,5.99451801574057,237.616275,140.2291,192.0923,379.7455,222.4992,273.9523,215.486926923077,274.089339235412,214.65965,248.9078,167.69805,255.040725,189.3355,325.7301,8.70664446201445,5.72565785540751,1.2719534458499,1.159546286412,0.34704586820829,0.213560410190249,"PRAD"
"ZKSCAN2",0.0235364113570434,3.43472324466632e-05,0.197848195262805,176.82440625,194.523842857143,206.006416521739,4.51809306103913,5.50148891488415,4.06872484902805,145.9919,157.2893,176.5338,212.17475,227.2566,233.20685,205.578361538462,193.236361167002,206.8499,186.2981,182.0722,233.036075,156.5511,220.9535,7.08367731697984,2.57823541492929,0.939964496851239,0.900643896854676,-0.0893218287183156,-0.150971299384822,"PRAD"
"ZNF689",0.000174157398211916,5.36082456203957e-09,0.115564732632423,135.980190178571,158.530582857143,169.503319130435,4.01101943719486,4.38213060261599,3.24167893578478,111.302475,131.7646,146.0792,155.519375,184.6891,192.5092,179.879076923077,136.576429376258,182.91985,141.98,155.653325,213.8204,103.7277,174.3363,6.22841854149178,2.47499982186959,0.759268013336886,0.776186947452668,-0.397318863712581,-0.365523922268558,"PRAD"
"ZNF19",0.142041205570746,0.00802441673275323,5.39226954532346e-06,61.9712589285714,57.3703495238095,69.106107826087,1.72693557826507,1.68915141792875,1.67982503838231,50.478075,42.9219,58.1698,74.09905,68.8898,79.5178,78.5952788461538,63.9700575452716,75.42775,64.4604,64.373375,90.737475,50.914,75.2797,2.64540594939159,0.915996405297561,0.813917305013825,0.854597943064721,-0.297045872517404,-0.226682250292744,"PRAD"
"ZNF230",0.115678289027362,0.000318521704602781,0.155479072211666,87.5761857142857,92.9175161904762,97.8430295652174,1.63898988616795,2.16651372292852,1.82149742144715,75.56925,76.0891,86.1492,99.493025,109.8877,108.6,108.450388461538,91.5138587525151,104.8443,89.5649,93.804075,124.812625,76.6926,105.0988,3.20025969118964,0.93301601411599,0.843831544088661,0.854265801765093,-0.244973075533854,-0.227243065762475,"PRAD"
"ZNF222",0.0372453892419025,0.741374755254002,0.184782499831191,64.6528517857143,59.7448638095238,63.220512173913,1.43148167664918,1.38557988260342,1.35231870580736,55.065825,51.4523,52.3619,74.118175,68.3466,72.12355,60.9243307692308,61.5097963782696,59.3997,61.3693,50.324575,71.440325,51.9165,69.9976,2.09801397316853,0.659570480042883,1.00960971752413,1.033158416625,0.013797701483417,0.0470614830089445,"PRAD"
