"gene","p-adj-T2b-T2a","p-adj-T2c-T2a","p-adj-T2c-T2b","p-adj-T3a-T2a","p-adj-T3a-T2b","p-adj-T3a-T2c","p-adj-T3b-T2a","p-adj-T3b-T2b","p-adj-T3b-T2c","p-adj-T3b-T3a","p-adj-T4-T2a","p-adj-T4-T2b","p-adj-T4-T2c","p-adj-T4-T3a","p-adj-T4-T3b","mean-T2a","mean-T2b","mean-T2c","mean-T3a","mean-T3b","mean-T4","SEM-T2a","SEM-T2b","SEM-T2c","SEM-T3a","SEM-T3b","SEM-T4","Q1-T2a","Q1-T2b","Q1-T2c","Q1-T3a","Q1-T3b","Q1-T4","Q3-T2a","Q3-T2b","Q3-T2c","Q3-T3a","Q3-T3b","Q3-T4","count-T2a","count-T2b","count-T2c","count-T3a","count-T3b","count-T4"
"ZNF382",0.97798184697353,0.999611435118567,0.985499453984377,0.984965595234012,0.999368906620867,0.950600298032999,0.890088110008493,0.999999996835136,0.469147970986605,0.92965217782645,0.159464991230141,0.58398145018301,0.0708216907706252,0.145224208932127,0.296908975628967,36.1828857142857,42.0340545454545,37.9059655844156,39.9058679738562,42.2185138211382,56.5129222222222,3.22319261774459,3.25393474844795,1.12619263489003,1.57670035769226,2.29027147691795,12.3924496192886,32.78295,37.3649,28.52715,31.0403,30.2984,35.3723,42.4558,46.7341,46.937475,48.2873,49.51715,54.3211,14,11,154,153,123,9
"ZNF577",0.999998777255119,0.999949602919552,0.999999906440937,0.999999153939195,0.99994841259745,0.979051039778267,0.999705046272668,0.999992784177079,0.999941877067749,0.94814329330746,0.999658236679926,0.999955053861576,0.999943562813156,0.997652926151393,0.999993811233933,440.166371428571,448.485327272727,452.336543506494,434.811395424837,457.762839837398,467.633555555556,42.7736880470894,50.4026491602396,18.2825408152914,15.6057430047038,19.4864757631081,104.486996185024,339.4984,361.16515,300.4173,295.5392,314.6029,253.3648,540.102125,570.58475,542.10155,553.5336,539.6331,551.9211,14,11,154,153,123,9
"ZNF75A",0.999415893332339,0.993954287317423,0.999999920352281,0.886909748466689,0.994717499152899,0.779782387496426,0.511449693806979,0.873276798028683,0.0645858410435884,0.645339419105406,0.583496099022444,0.816881884601139,0.616127368141992,0.865294152329612,0.991418268367483,430.802907142857,447.844690909091,450.043219480519,468.748622222222,491.929096747967,517.596044444444,22.9342518417358,30.4380818033458,9.9666576842593,9.67391729870224,12.2443124410955,53.7919799720055,393.7451,363.43135,377.39885,389.8502,387.8441,387.4615,487.8835,514.0626,499.9508,532.0388,557.16155,628.4918,14,11,154,153,123,9
"ZNF496",0.996615537053698,0.999926245557554,0.96246072499256,0.999943418985122,0.964453653101765,0.999999997502699,0.984241959266406,0.999999999889899,0.291694458124543,0.307437113668096,0.969015579739485,0.999583775460764,0.852862200498973,0.857207346379223,0.998246760001244,289.044971428571,310.002318181818,282.429677922078,282.773047058824,309.495279674797,325.143533333333,20.0873324052923,33.4942615634484,8.04120016076653,9.00189642162146,10.0697223047549,37.4528414207342,228.5124,230.9353,209.37035,207.3549,236.131,306.1141,332.3282,390.705,332.8143,339.5579,380.8178,423.3102,14,11,154,153,123,9
"ZNF2",0.700575706279343,0.169100598823608,0.999848356796536,0.381614641886917,0.999994588477562,0.89674914492478,0.807298073165394,0.97953359445041,0.116212844052189,0.643819618092155,0.999999995946215,0.772144402673394,0.362606407687532,0.589352625692174,0.894454644202063,126.836592857143,112.519136363636,110.546377272727,113.526761437908,118.094949593496,127.162966666667,11.6083672016242,11.0667695719645,1.78959092382829,1.54524027278272,2.6591569023676,6.02994194114762,96.092825,92.58975,95.3286,101.2338,98.57365,121.0556,145.63855,123.07325,124.600025,125.8621,133.53795,129.0977,14,11,154,153,123,9
"ZNF589",0.999971666084664,0.990090803341824,0.970130049747166,0.999998079238737,0.999992279473819,0.493403581385732,0.998421089547597,0.999993047705595,0.164488083611169,0.979331560234456,0.999992627920362,0.999691965519071,0.999517145800022,0.999837184237589,0.995723543409917,966.866707142857,923.784618181818,1066.8905512987,949.480991503268,898.418622764228,1001.71178888889,132.630986900314,174.428633207583,47.1071216155774,46.6028708492175,55.4500913993348,123.938789520692,548.66365,578.6883,649.48975,547.5889,533.6348,814.2645,1176.410325,1105.25925,1315.6197,1199.1363,1077.3506,1242.3116,14,11,154,153,123,9
"PRDM9",1,1,1,0.994011162277469,0.996539035842115,0.760533651827876,1,1,0.999999999999482,0.806033998403562,1,1,1,0.997809080025709,1,0.0227142857142857,0.0506454545454545,0.0273402597402597,5.54361633986928,0.0502934959349593,0.0609,0.0227142857142857,0.0506454545454545,0.0130984872726101,5.04808808204157,0.0223278969973899,0.0410928217575771,0,0,0,0,0,0,0,0,0,0,0,0,14,11,154,153,123,9
"ZNF12",0.999999698554291,0.999999999645513,0.99999959854617,0.916962789713125,0.920504836819638,0.126390960571392,0.684443023239581,0.720720648886473,0.00748432235419527,0.877610156721118,0.0432295107559988,0.0537783512942841,0.00401210894291182,0.0571749598328246,0.156507256919801,618.406378571429,613.526954545454,617.529732467532,664.55019869281,686.685382926829,823.577377777778,40.2296205501361,39.0483058581788,12.4700804004478,13.4189736692684,15.4231415630563,88.0359376598806,520.1171,574.20355,527.759975,554.1652,582.94215,676.0579,742.103625,631.5811,694.15675,750,779.28995,833.4365,14,11,154,153,123,9
"ZNF202",0.999935419174531,0.99704938505568,0.981678700692441,0.994927751066673,0.974946645746152,0.99999223158313,0.875757240730952,0.798913158027807,0.661086056194538,0.74490401125907,0.922373350330221,0.868480243705749,0.959229280889862,0.968119102612649,0.999615736902616,215.398664285714,209.978663636364,223.623659090909,224.625955555556,234.962831707317,241.635733333333,14.6267718789768,8.93159052070258,4.87901715548424,4.41620783972406,6.70890845848573,23.4891157680235,187.02565,188.75985,182.004675,193.3318,187.34125,206.5776,254.12695,227.42785,251.973175,254.1708,273.637,281.6176,14,11,154,153,123,9
"ZNF3",0.730853670977123,0.999999985258936,0.444073965694904,0.999996637012075,0.537544264614348,0.998834702340364,0.877821784522114,0.969007974564915,0.0816136311187442,0.19326932818574,0.561179182950243,0.999513555738233,0.290699696988381,0.363145711635939,0.862435872377016,843.245992857143,974.573918181818,840.624011688312,851.026367973856,916.365075609756,1008.79302222222,64.4325290088442,94.5154208152923,16.6057685704281,16.3339494004285,25.8428066909303,90.3145798912086,697.549725,758.96805,695.449125,690.0404,751.63575,761.3377,917.855775,1251.2333,957.114725,964.6429,1038.7936,1097.1559,14,11,154,153,123,9
"ZNF606",0.999984065344429,0.999807562933481,0.999999996132012,0.901961405203084,0.978757449666221,0.403276425399818,0.763094905651423,0.920543782147936,0.125832560788555,0.981128518209998,0.491658650517837,0.645889028849127,0.357982831148859,0.760863421951744,0.88685654815989,353.010892857143,361.501218181818,362.742247402597,390.807779084967,401.878579674797,450.404888888889,24.5320150646104,29.1780265890613,8.84048738698154,12.7692639818057,10.6330913095847,43.2296127899918,292.441575,281.03445,287.533325,303.0317,317.5758,319.4419,413.0587,433.39495,433.6262,445.5731,472.7667,551.8452,14,11,154,153,123,9
"ZNF91",0.99903767031425,0.999997862224103,0.992257974114877,0.999999999274167,0.99604682144119,0.999940675857455,0.999413820677526,0.970378193688777,0.994593186431914,0.977228077523183,0.0734107385575747,0.0423870140451081,0.0132890895354443,0.0105374506391198,0.0258790355185404,537.175935714286,509.019709090909,542.842123376623,538.321535294118,554.975045528455,753.927488888889,49.4486512220001,43.841766127206,14.8150401405671,14.4679644390769,16.8649254409002,116.552010170201,435.6983,438.95695,428.604725,430.0654,453.69975,497.7431,675.692075,589.11955,640.193675,645.9581,635.1034,995.9752,14,11,154,153,123,9
"ZNF226",0.99955191697246,0.99579072378938,0.999999979811837,0.996684208158801,0.999999999496485,0.999999880553559,0.954520876556165,0.999143534924646,0.959622559193394,0.946998601303162,0.999936334951281,0.996455806664818,0.983751810507967,0.985830732962578,0.926272615115993,408.171821428571,423.680454545455,425.285568831169,424.447669934641,437.517660162602,397.109944444444,25.1626235552431,24.1604642459361,10.4580171431638,9.60274679214139,10.1465294228172,49.4643991863231,336.357475,386.85515,332.507175,346.4173,363.6898,270.3616,488.1523,473.9115,498.678475,497.9575,497.90495,467.6259,14,11,154,153,123,9
"ZNF229",0.999939949596489,0.99303743657467,0.999905802334811,0.999829915367532,0.999999986208751,0.976035478703154,0.932771657710408,0.870929432435441,0.00608605963779318,0.0559337269623348,0.106579702595725,0.0911136538565662,0.00373303307249673,0.00898612046083769,0.156903355442214,232.190771428571,224.553627272727,218.073984415584,225.655649019608,256.088172357724,330.0369,22.5560032174679,17.8740725549052,5.66453528092402,6.98370525332678,9.85423184141426,46.9712047743674,188.289275,170.80115,165.00795,166.4335,184.2948,242.5488,290.714875,272.3983,267.639,276.3317,314.167,401.8576,14,11,154,153,123,9
"ZNF180",0.990945059175792,0.99983510395695,0.994379830247772,0.999999999769123,0.968948740466659,0.983962264091272,0.999176685149718,0.88353773897679,0.69705285332181,0.966649438542291,0.902631547500821,0.644145501319898,0.655682723509411,0.792355387157185,0.919180482997514,217.793521428571,193.175309090909,210.382535064935,218.290032026144,228.195832520325,263.161466666667,19.3237554180954,11.7994073707689,7.9122218465364,7.81201420959702,10.5576792655812,34.3500735970868,181.126225,168.54725,157.692275,163.8804,169.70345,212.7441,264.840975,212.8031,240.76675,247.4268,256.7208,273.9938,14,11,154,153,123,9
"ZNF641",0.999433872260496,0.911077345829222,0.996866726649924,0.99138370380279,0.999998712001104,0.903860203595945,0.999965079247705,0.999841549443765,0.397109929999632,0.939616472869153,0.99968348083366,0.992033837576666,0.835861146993469,0.956675705150478,0.995182050890939,134.097242857143,125.204209090909,115.378516233766,123.18764248366,130.561250406504,142.469833333333,21.974822731535,20.6961022780551,4.96839882531966,5.29884716374163,6.26181505469765,16.8467478081989,68.45805,87.83365,77.066025,77.4674,76.1294,97.3689,168.9414,172.81405,158.59445,164.0646,176.95015,177.0509,14,11,154,153,123,9
"ZNF610",0.998819933795202,0.979930126540281,0.999993418554066,0.999789917608424,0.999841718225685,0.888886223428013,0.99994813061445,0.999585585991448,0.850162428057554,0.999988981621452,0.946579821373025,0.834374338533829,0.530180060139112,0.760546944464899,0.795183748389214,203.379628571429,190.700472727273,187.273186363636,197.211111111111,198.686100813008,234.325633333333,23.5080106317873,17.756752472178,6.4945786280042,6.1992804284977,7.53916886096774,36.4333031210495,148.4902,155.958,129.954675,143.1805,140.6605,154.5567,257.0733,199.291,225.28505,240.2689,240.0206,287.7698,14,11,154,153,123,9
"ZNF528",0.999741544742231,0.999999999987743,0.998993598677548,0.997894713470257,0.973425229132294,0.89903186109929,0.93277025091413,0.827620408975091,0.24152577963627,0.837161931273651,0.212263650425649,0.156246240179578,0.0577473394192921,0.139008077298577,0.331938743216953,358.164385714286,344.206254545455,358.493042207792,373.064054248366,390.650644715447,475.155933333333,26.1023118594125,23.5278683039009,8.79405129250998,10.2540627312586,10.8518933564702,83.0059459114643,325.9518,294.73395,278.99685,295.4869,314.58475,281.6267,432.754275,405.16405,432.861825,427.8552,460.5035,579.9585,14,11,154,153,123,9
"ZNF701",0.716855243611473,0.757605867763761,0.989320556450894,0.849277352235325,0.971005256585376,0.998193052014618,0.79708336317996,0.985268911973663,0.999994334726319,0.999804763389871,0.769583960101805,0.11703171939801,0.0674106955394395,0.0970854086254297,0.0799142870365022,144.487221428571,119.252490909091,127.846513636364,130.000396078431,128.553751219512,169.562233333333,12.7818673014719,11.2004905050177,3.72561699664518,3.65261383266482,3.57240511332524,17.75124375547,116.029925,96.2664,93.847625,98.2174,106.7888,130.078,170.441375,139.39965,153.924625,155.9861,153.9915,189.5119,14,11,154,153,123,9
"ZNF283",0.476600682450874,0.714639474569807,0.90639877472614,0.812390474460399,0.843185347822523,0.998351879275072,0.975002438098384,0.592132987694019,0.649764023631374,0.870537280602441,0.998524830491147,0.350238701398443,0.555091849929885,0.647431448318304,0.872486966382497,55.36045,44.2276545454545,49.2223285714286,49.9622954248366,52.0730325203252,58.0670111111111,3.76037224065972,3.4842001086297,1.12771846254787,1.28946823532916,1.41586429430109,9.9595361445485,45.549525,35.50835,39.356,39.4737,41.35475,34.0583,67.851725,52.4251,57.441025,59.2083,61.81005,80.4777,14,11,154,153,123,9
"ZNF558",0.999964409819349,0.999974950699334,0.99999927346783,0.999999771735021,0.999621222950838,0.990569266308248,0.984075455193971,0.956788762763859,0.344775555356459,0.712356983522999,0.599379232525806,0.537804573307054,0.269734625664969,0.381687507093544,0.712873086522752,320.699507142857,313.405872727273,315.991661688312,322.534161437908,338.839269918699,385.304177777778,21.9455399533358,25.7254297566438,7.09091910888256,7.47143215541883,8.81113764495758,62.963174714144,312.720475,266.34895,250.818325,265.6679,275.10655,286.0074,364.3335,342.05275,358.50395,379.2425,403.627,426.6254,14,11,154,153,123,9
"ZNF597",0.705555427230543,0.5327675777339,0.999460176535356,0.721767168148129,0.991535046073313,0.980682610199183,0.994634802513978,0.753180960985777,0.0831498196014521,0.345243724991388,0.761660942794204,0.109031634158881,0.0286304756190646,0.0564434683676903,0.289938079009914,47.0305857142857,37.3556818181818,39.0923675324675,40.448868627451,44.4967024390244,56.6207,4.94022350148247,3.47378404347395,1.25986256328792,1.39382520135857,1.4315046330744,11.2611581314441,33.169475,29.59965,27.794025,28.5338,32.4828,31.5962,63.54265,45.7778,47.2328,48.1435,52.7975,74.6324,14,11,154,153,123,9
"ZNF30",0.999998389430453,0.775213206328441,0.902085576420458,0.992403364847906,0.998903848064803,0.46208134215883,0.986704619589838,0.997567772181037,0.653409168351753,0.999967095122947,0.938496852097733,0.968750316094817,0.999999307508746,0.9832199355523,0.989739136211117,193.369792857143,201.777481818182,268.037688311688,226.160820915033,230.794165853659,274.080211111111,17.0506967543705,24.7173697247349,19.2650993088723,14.4821015780786,18.0304716390747,59.3451108490494,154.677375,132.7858,136.966175,124.705,124.71605,121.2744,240.97395,258.4687,306.86885,256.3838,268.59165,401.2384,14,11,154,153,123,9
"ZNF354A",0.961797831127916,0.998359023314921,0.982148390865963,0.390297313514935,0.987308061063219,0.0035747890176302,0.0964547761978531,0.797119071123445,6.4769407364107e-06,0.563794114105132,0.00167989701632265,0.0399524712506403,0.000131052829820955,0.014831677897282,0.0846466311175265,172.6316,191.860009090909,179.343705844156,203.466886928105,214.971656097561,267.840322222222,14.5966096010962,7.286008016309,3.93463044950654,4.9491299541069,5.83957126629845,17.5506211913945,135.4949,174.96775,146.258925,161.8096,171.2091,235.7217,216.578075,204.7949,202.7993,232.7769,244.01305,284.5523,14,11,154,153,123,9
"ZNF764",0.990007599232715,0.973896889470292,0.999997470852269,0.496092518125351,0.971236529307318,0.146886461848848,0.118434698262327,0.678004938374857,0.000589880520677766,0.441600271002215,0.422045606901437,0.823377880831677,0.525219345145774,0.946225834026623,0.999867781642161,196.880207142857,210.428245454545,208.504727922078,223.719988235294,235.918708943089,240.640466666667,10.0283872867813,20.5839264619414,3.5408992366016,4.5091209704428,5.83605888793342,20.2918584597712,166.467475,191.26555,175.647375,187.3518,194.34575,190.6236,213.97975,216.1369,233.8715,252.4977,264.9952,277.7778,14,11,154,153,123,9
"ZNF747",0.98255053920184,0.999999955081309,0.957521464216017,0.999873195788293,0.984657134521835,0.996747787768627,0.926531998618776,0.999999999777783,0.262665989849477,0.536539143409733,0.985749105820261,0.9999999999936,0.969832105456226,0.989140493780689,0.999999997996142,323.120985714286,305.751390909091,322.250897402597,318.828758823529,306.09054796748,305.512788888889,17.5809986689141,21.5745552196877,4.55969972448074,5.32133432210763,5.75026231711072,13.9699482857991,278.3133,265.6832,286.6677,271.6764,268.4677,283.8577,352.11235,347.88195,355.315425,354.4805,346.9478,319.9853,14,11,154,153,123,9
"ZNF778",0.997830091911266,0.979899879360364,0.830246181685442,0.999791333123281,0.999499884760347,0.150646843651188,0.996760184098727,0.999993640909932,0.0626219071592335,0.996441542077479,0.999936608750184,0.999962943297595,0.957528361835539,0.999999973961147,0.999995219825078,78.9609357142857,70.8094,88.086687012987,75.4719,72.7533845528455,74.7676444444444,7.75256523765732,10.0603774111837,4.31230551438078,3.24383245367969,3.96968934251187,12.8114205969942,59.622,41.34185,52.57615,48.4897,45.13895,52.3509,92.734275,86.37735,105.668025,95.0861,85.53215,89.8646,14,11,154,153,123,9
"ZNF212",0.823566968431452,0.999989684163367,0.520939188178458,0.999999989967518,0.631770460034208,0.99752400383803,0.978782194958008,0.94114532524986,0.323316573266236,0.596487476288677,0.999970961466474,0.939957454201199,0.999303526313913,0.99995729111137,0.999149581483532,406.081228571429,450.255309090909,402.358846103896,407.009130718954,424.364982926829,413.097777777778,21.9734713630154,52.7437293935539,6.12895412107403,7.17879135672757,8.50899209912125,36.0280666936124,366.85555,352.4356,352.337825,351.4563,363.65285,364.5376,461.26775,518.02075,455.029125,450.3854,481.45725,500.3676,14,11,154,153,123,9
"ZNF282",0.656263100889619,0.999991749718066,0.299330304037613,0.999882521612223,0.509643695110599,0.934475341300359,0.902938653991336,0.917360769573882,0.0653797210183247,0.42310745364942,0.997344895511347,0.469475487406101,0.997409787197267,0.971675248279605,0.711961839023906,1067.60457142857,1206.54436363636,1058.52577012987,1083.11930326797,1134.69890243902,1022.54717777778,44.1165158237663,101.738826679573,16.0899311420877,18.2968283240835,23.1964698698309,69.5310898755665,1037.768525,1030.664,946.021325,941.3799,962.5938,946.604,1181.8622,1269.8945,1173.1991,1215.5399,1268.91935,1112.023,14,11,154,153,123,9
"ZNF160",0.983775460027821,0.99994141155006,0.89263458143044,0.979766874227747,0.649224589607991,0.818092797058354,0.881479837286738,0.428377016168485,0.30182053876102,0.944843737245273,0.044474234290776,0.0104266758862085,0.00814678926601398,0.0305851461168135,0.0782788131692268,499.901035714286,468.199072727273,506.709420779221,522.983536601307,535.625414634146,642.801711111111,23.2313277660889,29.5928900195303,8.91581062370922,9.08749198674844,10.6147910593923,74.3762830479722,436.01765,398.30285,431.5273,455.7803,473.86355,414.444,537.4879,516.0528,560.144975,580.292,596.82325,843.7175,14,11,154,153,123,9
"ZNF415",0.996595560350979,0.982893983354997,0.813056143102768,0.999999999996302,0.989365455810486,0.52649697144156,0.999999998479426,0.99092140456584,0.562455050540249,0.99999998220628,0.462112716535824,0.261310134302832,0.539873929704253,0.214014558127715,0.214236208074651,197.865821428571,187.179363636364,208.36322012987,197.749330718954,197.474530081301,239.875122222222,16.119301807952,9.94400061394967,4.30155356652343,4.45402332514531,4.81987142524683,26.8061758035437,178.002325,164.705,173.776875,165.7528,160.88,168.8322,247.9463,213.19485,239.3066,231.0622,228.312,312.0743,14,11,154,153,123,9
"ZNF439",0.999970697349649,0.998926915531632,0.99999821314118,0.999999992241464,0.99980824174056,0.910059313116067,0.996583796872835,0.9848292712051,0.331278234489791,0.898821399953232,0.996647086050622,0.989001267198993,0.942039073437167,0.992523911146496,0.999952760434107,104.104621428571,99.5049272727273,97.4738480519481,104.716199346405,112.636549593496,116.977277777778,13.2286362999431,16.9607003404881,4.24898616062256,5.59454279229599,5.5930160684221,32.2163120652229,68.81505,72.8583,54.0029,56.4872,58.0139,33.3446,126.21895,124.49885,132.070925,144.8137,162.1619,164.9334,14,11,154,153,123,9
"ZNF440",0.998827541873833,0.921344234000496,0.998955713840008,0.981566087101752,0.999995721631482,0.981941603923497,0.863580428279705,0.995214901024778,0.998963022277509,0.904460493976496,0.288334503696552,0.567228105986134,0.458381327430299,0.318328975226849,0.554250444672869,314.633228571429,333.745963636364,348.200341558442,338.491732026144,353.792903252033,423.788211111111,24.9506860242434,33.8023967753802,10.1927641608682,9.72822339178703,10.0449774092363,71.4870328037315,266.101975,248.7583,268.9441,262.3059,277.0459,341.7821,371.9123,406.0697,409.41195,388.7334,425.4723,379.9754,14,11,154,153,123,9
"ZNF562",0.746926806999852,0.706886456034407,0.996746022965915,0.588715806151264,0.999558560508622,0.997736028900672,0.519740641650982,0.999945057388632,0.981634572438679,0.999769573534311,0.904047518173723,0.233170643698758,0.137588040895014,0.0966355698583355,0.0788706705904237,643.974535714286,539.834436363636,568.331882467533,558.67375620915,552.273113821138,728.033177777778,75.4454667622662,40.6013371598036,15.5665023565346,14.7723873398294,15.5312290306907,102.57150396883,424.299425,432.1507,431.808925,434.8581,440.8658,564.2343,816.305325,638.95145,675.810125,659.0739,642.76905,748.9164,14,11,154,153,123,9
"ZNF561",0.977381898236296,0.991244725539186,0.674944411688678,0.999987229356769,0.965545906550307,0.44112408256498,0.998804993054148,0.991605102369182,0.199919532251225,0.993829470924534,0.999999860434014,0.991018827164218,0.993245467110677,0.999999962727568,0.999886520917472,894.853914285714,832.012672727273,930.144779220779,885.636331372549,871.438361788618,889.151333333333,65.8355562303756,43.4805823933169,17.0254469143889,17.4714495642881,18.8941935812956,63.2710357741751,756.142875,748.13825,788.977325,731.3164,738.1511,756.4901,1108.796475,924.8931,1059.072925,1008.9498,1009.84385,1068.75,14,11,154,153,123,9
"ZNF584",0.962545684971846,0.704276189885623,0.999931712607712,0.770767834876771,0.999996676739383,0.999798138452535,0.428870336576559,0.990429952780784,0.911476299815679,0.799106742917344,0.243555834480248,0.761077094204233,0.624885072138241,0.565039473198277,0.840102987492709,159.708328571429,172.408836363636,175.008337662338,173.823964052288,179.708472357724,195.4218,9.78664368744985,8.45343910610321,2.7262765105938,3.10387808789845,3.83865884963019,16.9124843288668,140.5847,151.67525,150.63505,146.505,150.94915,166.6667,176.8221,191.7163,196.908825,196.5623,203.4612,202.93,14,11,154,153,123,9
"ZNF274",0.999999013147279,0.893343101926278,0.960644811065561,0.888765871317232,0.958464632253009,0.999999996725712,0.345776838869428,0.552245233269524,0.244993691197979,0.259981085244521,0.485766151751903,0.599170225342438,0.764989851663547,0.770758275931344,0.993467427675474,409.981392857143,414.980172727273,449.726355194805,450.178117647059,484.966783739837,510.714222222222,25.5614881873392,37.2042702137441,9.54300801848386,10.5353958206644,13.6354175141372,67.8237636697386,384.103225,331.257,353.86625,372.383,366.1198,387.3615,466.86525,503.56605,529.31605,523.2612,589.4161,652.2059,14,11,154,153,123,9
"ZIK1",0.99243328437353,0.999998285642443,0.960013649832124,0.999961954302045,0.992764519155664,0.97827548024848,0.963164659056956,0.678611264631598,0.545731531840242,0.170911192398983,0.149248244175966,0.055376303785672,0.0402725945229208,0.0194420846410127,0.184217758461459,73.5154785714286,61.4772818181818,75.0174090909091,70.7144647058823,85.5192739837398,127.1071,8.0951633262252,11.5488640576057,3.05383642088832,4.53476667076294,5.13409099599637,37.9458431850102,63.7275,31.0061,47.00245,33.5821,43.08805,32.0066,93.387425,86.156,99.976375,96.3736,113.93465,251.8382,14,11,154,153,123,9
"ZNF540",0.994810130596367,0.999997289290677,0.969113630909024,0.99999999109583,0.979402524948758,0.999965547996323,0.989424358784805,0.817120261694503,0.843298676954462,0.748566365370382,0.940415076114887,0.998680072805767,0.815236137751614,0.846428913416972,0.56559163450981,110.513871428571,97.1467181818182,112.496128571429,111.144843137255,121.424897560976,85.9616111111111,15.454750742265,15.9484727814456,4.11406340561137,4.83945363995759,7.01716243279442,16.6876310478953,73.201525,57.3006,82.815025,74.4267,73.0853,45.9907,120.4657,124.1507,131.393275,127.6269,151.139,101.8259,14,11,154,153,123,9
"ZNF570",0.962423839072102,0.997884120818929,0.984796585240007,0.996784430398384,0.988189701805425,0.999998639836105,0.999939853256391,0.953868082578311,0.995305955475978,0.989948970010432,0.0595976300732859,0.00947152038636101,0.00190486662075295,0.00168135939457092,0.00416082182138089,57.8405857142857,50.6271090909091,55.1751915584416,54.9296810457516,56.5410146341463,83.7133666666667,6.34601847479204,3.90035391031622,1.68695077435859,1.88822312585625,1.76452819170825,11.1057427776629,38.6634,42.0259,41.359075,42.9234,40.96775,61.9614,68.082625,60.8469,66.556875,65.7774,70.1947,101.8382,14,11,154,153,123,9
"ZNF57",0.99948398696745,0.878394108465179,0.993202157779763,0.999469169128059,0.999995033531376,0.405489038665166,0.855641921890802,0.989731878581065,0.999989580542963,0.380881760976754,0.861309045302531,0.968307279215172,0.995041167610379,0.855959719859074,0.99708051507465,96.4524285714286,100.061727272727,104.854056493506,98.9682633986928,105.345633333333,109.776177777778,6.00341911540515,7.54789775711322,2.11610745240016,2.07629955128193,2.77806236972742,7.55578053201612,88.468475,74.9557,89.0274,83.2055,84.2679,99.6904,112.845875,117.5752,118.024125,113.1333,120.40115,122.7941,14,11,154,153,123,9
"ZNF556",0.989236597682361,0.966213640706387,0.999999417159333,0.945256233293772,1,0.999892171708348,0.543057238901619,0.980647232153379,0.307398884463639,0.443153632203681,0.170648149580582,0.539508427988439,0.199993966836807,0.234903526362092,0.63103597700203,0.404714285714286,5.71627272727273,5.16338506493507,5.74108431372549,10.4404430894309,21.7589444444444,0.211969588026296,4.20927600026182,1.5750308874709,1.33103360170618,2.43320536813453,13.9372195220021,0,0,0,0,0,0.3428,0.394475,3.3046,1.104125,1.3152,3.7955,2.9289,14,11,154,153,123,9
"ZNF554",0.999997436585261,0.988687010206113,0.998355636506756,0.999769007717827,0.999998253031663,0.955967654367097,0.991903695815537,0.998951999966597,0.999999254092512,0.979302108239759,0.380689353363458,0.50571561613336,0.403329539071377,0.246477122498014,0.39244010220982,129.010514285714,130.394972727273,134.372943506493,131.388214379085,134.048508130081,154.2172,7.26644249977331,9.0865990247686,2.33511466091743,2.31936093331989,2.86286271386249,20.2378314206203,109.626725,111.0829,114.661,116.5803,112.6047,119.5046,142.82455,150.6206,150.676625,147.2036,153.3649,176.1029,14,11,154,153,123,9
"ZNF738",0.979434257301105,0.999158081645762,0.990729533767487,0.799814782315963,0.999945410169184,0.229498414318118,0.13946724147297,0.796133703638814,2.07150120816735e-05,0.0613155154322613,0.414011328454011,0.862609320888044,0.316237647219968,0.779872327857877,0.999531517051748,158.676542857143,178.051536363636,165.467027272727,182.401597385621,204.935943902439,212.383166666667,15.4121190758011,15.08410123712,4.63351243550935,5.33847801271609,6.99247168236359,31.3317489331775,114.756,152.1257,129.52915,137.6,147.1893,140.7473,207.509225,223.4563,197.733325,215.7404,252.0469,246.6598,14,11,154,153,123,9
"ZNF596",0.902082228513409,0.997086867562648,0.939119259185209,0.998622554316018,0.921355037394409,0.999982069063189,0.999999952687361,0.736444846628101,0.833307116781905,0.901199479717664,0.999974530858032,0.878158124883573,0.99051758428768,0.993924469456306,0.999973788253873,66.139,52.2326,61.7933064935065,62.4215509803922,66.6111219512195,68.6626666666667,3.76527957904213,4.99876836949045,1.93716416302947,2.57145219317635,3.93868074179139,16.0308396342886,59.5016,40.63745,43.521325,41.6048,42.0381,39.3382,74.183325,59.91755,76.03335,74.8266,77.8262,71.9424,14,11,154,153,123,9
"ZNF621",0.999965175625982,0.999999618234822,0.99997576520839,0.990049998140403,0.968360383111137,0.53992027800565,0.707028311833853,0.646235387528771,0.00629189391679652,0.389520903946835,0.0364827384756437,0.0340190559721719,0.00256631881353742,0.0180854673375491,0.123925600298717,537.262007142857,525.180327272727,533.879415584416,564.20121372549,600.827318699187,737.039322222222,41.1651981925393,37.76071852894,11.5352535734914,11.6173210182636,16.3304088065422,90.5987772671013,447.8978,508.1203,454.594625,479.2584,481.78855,479.2778,628.120375,558.4403,619.3878,651.9964,693.76875,915.0735,14,11,154,153,123,9
"ZNF680",0.982565739595009,0.996496118052985,0.765521919805537,0.997193051206181,0.776949296283105,0.999999932605185,0.54435655209169,0.159641933907322,0.0606364024630037,0.0533142551779453,0.261610322127049,0.08335833515406,0.202449491193278,0.195181398885308,0.789787422823376,554.136714285714,405.933672727273,626.688472727273,623.395336601307,805.570032520325,1041.87536666667,92.9226326060242,42.8736852440517,41.7495113377408,39.6405788279394,54.079312147688,272.586854984732,310.35895,314.8128,343.064525,329.4679,383.84645,391.1231,798.7479,428.9721,689.501475,683.5449,1042.2538,1681.9853,14,11,154,153,123,9
