"gene","p-adj-T2b-T2a","p-adj-T2c-T2a","p-adj-T2c-T2b","p-adj-T3a-T2a","p-adj-T3a-T2b","p-adj-T3a-T2c","p-adj-T3b-T2a","p-adj-T3b-T2b","p-adj-T3b-T2c","p-adj-T3b-T3a","p-adj-T4-T2a","p-adj-T4-T2b","p-adj-T4-T2c","p-adj-T4-T3a","p-adj-T4-T3b","mean-T2a","mean-T2b","mean-T2c","mean-T3a","mean-T3b","mean-T4","SEM-T2a","SEM-T2b","SEM-T2c","SEM-T3a","SEM-T3b","SEM-T4","Q1-T2a","Q1-T2b","Q1-T2c","Q1-T3a","Q1-T3b","Q1-T4","Q3-T2a","Q3-T2b","Q3-T2c","Q3-T3a","Q3-T3b","Q3-T4","count-T2a","count-T2b","count-T2c","count-T3a","count-T3b","count-T4"
"ZNF184",0.929475536971888,0.976988298769377,0.992204775895178,0.832577648425166,0.999984892122299,0.860053358502421,0.973391629309134,0.994105471328781,0.999999649066299,0.915139459386789,0.997618751552246,0.789083254030277,0.853367360246223,0.63379081935315,0.84479206435176,222.056421428571,200.1352,210.398127272727,202.978358823529,209.880321138211,232.977233333333,15.2204453999975,10.3031825160437,4.7482859079904,4.62339111046858,4.66455807088221,27.5925295991254,208.288175,179.5934,168.04495,163.8631,176.90505,183.17,248.011475,213.52135,240.2291,237.4254,241.30875,228.1603,14,11,154,153,123,9
"ZNF500",0.999296118498183,0.999842082678385,0.98358073208294,0.999774912724731,0.999950701164645,0.777620047044726,0.881872048800603,0.994723287936535,0.0207526302644667,0.3928078672704,0.961302581065406,0.996932664977424,0.812653829563351,0.965464984798676,0.999994150779792,304.605321428571,316.772609090909,298.392757792208,311.283793464052,331.249896747967,335.203488888889,18.7764524899304,22.7187664265248,5.91870793946273,7.30621537309414,8.663893709302,31.7012877544932,272.8809,261.27735,248.183025,259.8791,266.6219,260.9766,368.432775,360.4037,352.160025,352.6462,387.44325,383.5913,14,11,154,153,123,9
"ZNF419",0.999730217107678,0.984101983651338,0.999900655619478,0.998693717295858,0.999999999869362,0.983367055660017,0.993183091837727,0.952095856348848,0.0464947550228713,0.223212925392523,0.999999838282394,0.999958959085468,0.997058672692407,0.999881866773312,0.994396684928399,243.370692857143,233.978090909091,228.038742207792,234.371578431373,256.246769105691,241.132188888889,23.0827539636529,15.9696570670099,6.61441324910586,6.06107077576815,7.84353706140803,27.58619563539,173.1683,185.67435,169.73035,180.3876,189.1443,187.0504,296.487825,270.7755,278.2516,269.1993,303.69805,290.5335,14,11,154,153,123,9
"ZNF175",0.767147340205396,0.986739030840726,0.866504831487742,0.999995619968999,0.594513740654658,0.790446070769313,0.999999090164296,0.583669928742913,0.788308385188037,0.999999639639508,0.887044501057037,0.227857212739246,0.413199955680565,0.693400756723243,0.716057180615222,146.875228571429,122.964518181818,138.750680519481,145.312168627451,145.723080487805,167.541433333333,12.0157903044763,12.0976808787531,3.62188072470569,3.67279282339284,3.62926934640313,25.3955524951166,134.15715,88.5186,106.394325,115.8907,121.79895,124.3577,180.4683,160.57025,166.022075,171.2901,171.6381,200.4154,14,11,154,153,123,9
"ZNF14",0.897560318919887,0.991632099742319,0.960332108180107,0.99999216846053,0.817180675936064,0.88159597358555,0.997707721829984,0.494923882049541,0.154903086155226,0.744829311146566,0.00104027616140689,3.9993984350617e-05,1.14520992544609e-06,7.51180933211693e-06,8.68300024758906e-05,246.297492857143,222.0972,236.937604545455,244.059799346405,253.47961300813,343.283633333333,15.588940633193,12.4184866749756,4.43269253877184,4.09326718263367,5.18223227655425,46.9718669269348,218.67965,190.2783,200.16965,210.8108,218.2733,221.1282,280.3431,256.3934,269.5669,273.0411,283.60995,395.446,14,11,154,153,123,9
"ZNF85",0.979459018292054,0.967284110189648,0.999939200454246,0.783971053161864,0.999901717773389,0.823919296809777,0.590524404279991,0.995233526240833,0.395468473373657,0.974770405324161,0.419690593457092,0.866313408712243,0.544033247594081,0.799020412238826,0.917481527135335,104.815342857143,117.001918181818,114.205444805195,120.08435751634,123.921947154472,138.4419,10.154764153795,8.47733073218664,2.88702758715606,3.59747316138301,4.25977277850982,12.7426685459609,75.62395,96.1337,90.251825,91.7526,96.2701,120.0856,141.2037,132.5737,131.77775,137.0383,140.6441,162.8483,14,11,154,153,123,9
"ZKSCAN1",0.871824991142651,0.963762831690438,0.979976606642299,0.800425819212957,0.999605886920573,0.879310985221805,0.723080743850514,0.999976012775938,0.734542605596699,0.999361487054524,0.99712075982868,0.993510626269908,0.999999499357665,0.997697583764087,0.993095310198831,1817.70145714286,1357.45068181818,1584.78401168831,1456.4791372549,1414.06847235772,1613.16124444444,328.840245804422,240.134543371931,89.97826644564,78.666037894356,84.0650893418457,318.476559314992,908.39765,769.10575,778.534325,738.6486,837.001,947.3818,2612.021625,1827.6062,1996.291025,1904.4992,1817.9314,2239.0093,14,11,154,153,123,9
"ZNF862",0.239327821016777,0.999997840144364,0.068845785741663,0.939135674593671,0.337949920201975,0.341629740318087,0.735033365595499,0.615713427934565,0.035402680695608,0.885346461932371,0.965426812053665,0.835970763096217,0.940807734879307,0.999853636196283,0.99999498789731,640.345657142857,974.115545454545,651.800877922078,737.899352941177,787.581143902439,770.803222222222,64.0962507132928,227.521128042693,23.2932763622051,31.8906880805423,36.8821278704595,149.077937551425,476.362775,537.3128,459.4157,505.3327,525.37495,338.4026,801.6917,986.6516,779.609075,850.716,999.51455,1075.2966,14,11,154,153,123,9
"ZNF684",0.821480017433233,0.977991319765567,0.9372729491886,0.988052782413307,0.911895121456583,0.999917282635497,0.736250240544154,0.999441058263555,0.637486282247732,0.497210668216792,0.885957828664449,0.999999780202656,0.973859560418498,0.960680880340817,0.999936106602584,33.3776214285714,38.7566545454545,35.5918090909091,35.310768627451,37.6135024390244,38.4204444444444,2.68486595409309,2.83828461464006,0.782504330595275,0.781255738232505,1.19428420203506,4.7771736092389,27.7863,31.65305,29.7419,29.2867,29.57275,25.9097,40.8701,42.24825,41.01515,41.2647,43.61005,45.5882,14,11,154,153,123,9
"ZNF430",0.867618673587079,0.99996859389137,0.787642230201862,0.999975863866938,0.783072046976771,0.999999998994285,0.999698113892457,0.843760220417088,0.999845135633615,0.999769317992792,0.37822843027842,0.0501469159252239,0.106659123952056,0.108814647354845,0.0891654286650255,116.61075,92.0603181818182,113.807008441558,113.951150980392,112.129912195122,161.233277777778,15.0707587962557,10.7617054303068,4.70047642198133,4.44330776724203,4.13475109018624,22.0912868586977,92.53495,72.56855,76.594725,78.1854,88.50625,109.9692,150.0806,117.18755,151.656575,148.1693,138.31075,178.3282,14,11,154,153,123,9
"ZFP30",0.984634096881353,0.983635464947062,0.999841183116119,0.999996986746524,0.925625043114233,0.367914305637738,0.963010455220387,0.597232897344444,0.00669210558874167,0.565278640615649,0.00375204155346509,0.000728105562787462,6.62364716175201e-06,0.000143890834991223,0.00179561551358731,200.096721428571,182.836418181818,187.96987987013,202.162560130719,214.852100813008,299.4636,18.404416831309,12.711473798522,4.42959199474429,5.18460810496457,6.14396431249309,39.4783994242984,165.120775,155.90495,150.65745,161.0393,166.44305,202.5459,237.21285,200.99985,217.555575,236.8451,254.14255,331.25,14,11,154,153,123,9
"ZNF549",0.999999862060724,0.999255619943828,0.998695962018802,0.998351079317725,0.997529214878601,0.999987278382255,0.946130806572698,0.949291394579292,0.795020119749826,0.867416425249009,0.295748899375145,0.321100525639707,0.19157051603457,0.213258346766654,0.436912827086983,216.79085,215.115,223.355517532468,224.531626797386,233.615563414634,275.824555555556,14.6651355029867,12.7055220654357,4.99677325864665,5.72465235551386,5.86795633968238,33.9540841685794,194.262475,200.62205,182.5263,185.1852,194.20955,218.2261,247.394275,232.37145,268.573325,250.028,268.5563,365.0052,14,11,154,153,123,9
"ZNF211",0.997377266942639,0.996224724890065,0.999989391729597,0.979663997039177,0.999999967372897,0.994532240354631,0.585618901877112,0.955388550844309,0.0924699531682117,0.280351910879498,0.900067215350969,0.991951848062772,0.94532999004937,0.978866586820503,0.999999999182891,208.362292857143,221.382890909091,218.102872727273,222.412252941176,240.366144715447,239.821566666667,13.8776403323795,11.959231265333,5.37248534541281,5.88874391153319,6.62322163945931,26.5722246567204,172.729925,186.7013,174.403475,176.1006,187.77535,185.0882,248.7935,246.40155,246.76955,254.7704,274.67745,272.2586,14,11,154,153,123,9
"ZNF205",0.999960347999524,0.988286704867383,0.963570861211715,0.972815021601935,0.936185428483917,0.999533335737239,0.981433307827501,0.950842062828355,0.999977448737733,0.999994838523977,0.817170747830626,0.754612474776695,0.90881513390515,0.941505680223114,0.93060943410711,443.420335714286,459.707681818182,406.767481168831,399.156344444444,402.404637398374,334.024566666667,93.3305921147406,66.022257585112,20.2852506436319,14.1212688043677,14.2632938826798,35.9542199810591,235.8797,304.92065,268.655575,291.4837,296.93835,265.7284,511.431825,570.91355,424.936575,476.908,478.63575,418.9492,14,11,154,153,123,9
"ZNF45",0.97981141706692,0.994434116171454,0.997863232955813,0.996732658824402,0.996389540461776,0.9999921790911,0.999788134231162,0.98491495247216,0.990425699247922,0.997009890534797,0.843164122045268,0.485591467857199,0.391832129087109,0.421077446269233,0.5373151831863,265.494235714286,248.8832,256.812541558442,257.738564705882,261.040091869919,294.635288888889,15.1953509449025,13.958091826744,4.51109568122694,4.46740797853857,5.55814146489435,24.2480130711171,238.729025,217.75495,220.2738,223.2578,226.952,258.5146,291.978275,271.00045,299.1329,297.104,300.9907,332.5448,14,11,154,153,123,9
"ZNF133",0.998818089432216,0.999999892328537,0.993574150699817,0.999857810900739,0.978036341182663,0.997032871702705,0.99999751294022,0.990947440165864,0.999995968005132,0.999532091609981,0.939551016712836,0.821409176173514,0.878925061089661,0.933669237429847,0.898769179325216,321.682828571429,340.418627272727,319.696912337662,313.265348366013,317.918995121951,274.576966666667,34.8765259096191,34.6410809854351,11.8684216963525,8.13022954724419,9.08072535574275,22.6589248412065,219.236975,241.5467,233.978425,232.6025,253.7876,257.2835,431.45855,412.7461,358.445625,380.9955,379.5719,336.3971,14,11,154,153,123,9
"ZNF436",0.999999995922188,0.94405113744419,0.971899527132279,0.825866951423802,0.899387563013409,0.9730223851463,0.969619129511252,0.985538172748082,0.999829593364961,0.922769978283411,0.981195081957105,0.987636978579009,0.999992675530894,0.999997099086295,0.999911048734015,574.4718,576.790690909091,621.510595454545,637.714502614379,615.62047398374,630.3628,48.8264873034488,57.4464669912202,15.1400304667645,15.9261938544346,15.2463074003618,44.4285853597533,471.010075,518.5316,500.1934,521.5789,515.4261,579.8458,661.54195,632.6997,715.7818,736.6151,689.22855,636.4497,14,11,154,153,123,9
"ZNF484",0.757122078943541,0.797835937847831,0.990987127840178,0.97280016712722,0.898700186819933,0.814836749581868,0.994537950769834,0.814615454064962,0.53949922827249,0.995612797273699,0.354651079589339,0.0255032213840555,0.0065653469769581,0.0255154535781894,0.0460004031940474,69.7836428571429,56.6268,61.1607779220779,64.5973692810458,66.1048382113821,90.2694888888889,7.46752811228527,6.57618091520105,1.8423896271142,2.10204464366188,2.04555269781304,10.4071355299761,56.196675,44.0563,46.153325,48.6419,50.77275,70.5786,80.3619,64.0206,78.216125,77.917,80.93765,98.452,14,11,154,153,123,9
"ZNF780B",0.99999998351001,0.989177503143485,0.990166289282843,0.998863701093374,0.998681777790979,0.992342701471777,0.999976264203182,0.999998160398833,0.432367264258035,0.782390830618144,0.92570680992959,0.948823935688824,0.517042880670962,0.6449732009828,0.896034443327985,363.44285,365.475872727273,342.020366883117,350.14615751634,369.557166666667,414.617211111111,32.2800353110564,36.4826828449685,9.31773082560678,9.28763272414875,12.0636306354706,68.7135648380055,291.958925,291.61495,266.0284,263.3907,273.72665,283.6588,451.07565,434.11885,419.762675,412.1622,456.01425,541.5369,14,11,154,153,123,9
"ZNF557",0.984699659646969,0.962206143758521,0.999994888666327,0.97725416277153,0.999942280781784,0.999924324928541,0.999376293852055,0.993674070245263,0.875990741551798,0.946121981984949,0.939681330531207,0.674246955970275,0.448676693320138,0.497089027358837,0.711347656644138,174.898578571429,164.894281818182,166.383778571429,167.321132026144,171.34006504065,189.471233333333,9.16833612731483,10.4700296726836,2.85147444144214,3.02735090268537,3.33682665402191,17.4910913066719,147.1667,146.10505,148.2238,143.4585,148.1086,141.7145,194.89055,179.37925,189.019125,189.7648,195.13675,197.5627,14,11,154,153,123,9
"ZNF337",0.997497886118797,0.999846496254769,0.999209412134413,0.999999957137278,0.988406450282998,0.975278782405765,0.968255471507107,0.786261432543022,0.141890250021549,0.507515688825323,0.995709430830049,0.947327890489627,0.958378963215875,0.991199816113453,0.999999999841727,479.7615,445.790681818182,466.505711038961,482.323705882353,521.156885365854,520.123555555556,46.5775172103345,35.5478112883398,17.2586218508641,12.3141012680014,16.2707095024745,87.0179721933047,315.7484,374.0866,331.735325,373.107,402.56015,271.8373,591.369725,533.2678,539.781975,564.2071,618.82385,673.534,14,11,154,153,123,9
"ZNF317",0.76587277907329,0.968477899986206,0.913817109133127,0.95365851488626,0.934635795848497,0.999970559063529,0.999936950573665,0.654482389744314,0.767316898762226,0.66229169402188,0.419418376396489,0.0359705073309011,0.0355732838658792,0.0297275463931659,0.127819813489629,657.998828571429,599.599245454545,633.918916233766,631.63352875817,651.413450406504,744.996155555556,33.9853103175644,27.20468293362,8.25612115516853,8.6303927419946,10.0287791493183,60.8690102811747,564.458325,566.4503,573.437725,569.9346,571.8482,629.1265,742.522925,653.892,716.025225,691.924,733.0719,770.6196,14,11,154,153,123,9
"ZNF426",0.970906069725384,0.988562764340434,0.997893733337538,0.978691170650025,0.999241845541785,0.999912187543002,0.989358945252288,0.997908310838897,0.999999999995835,0.999921854598121,0.486887367511771,0.165312033615827,0.0735119866113192,0.0600949228288444,0.077720897890454,133.049392857143,112.960990909091,121.759063636364,120.081276470588,121.819802439024,181.395522222222,21.8474576568777,16.8931768180338,5.05580983159339,5.20265484215885,5.48846720781374,31.5906915453296,58.545225,77.12605,78.2361,68.8,83.67065,100.7194,180.387225,147.09275,159.822675,156.8867,152.97035,202.4768,14,11,154,153,123,9
"ZNF331",0.99736532049861,0.999993774908299,0.996968861513871,0.999871934903577,0.964164878815731,0.936887028753095,0.999528772923873,0.950900597166011,0.894763846214246,0.999972782208567,0.999904960327322,0.988256770935447,0.998667544508248,0.999999218321132,0.999999998698343,805.598764285714,866.320963636364,817.879157792208,782.999409803922,775.831430081301,773.046533333333,58.439588120312,143.875486309491,25.3906466705194,28.6650091599923,27.0974231739743,87.2129934232104,713.0295,556.68145,609.59835,584.2091,596.04855,604.3165,897.770325,1043.2872,944.94765,900.4294,893.30685,1052.9278,14,11,154,153,123,9
