"gene","M1a-M0","M1c-M0","M1c-M1a","mean-M0","mean-M1a","mean-M1c","SEM-M0","SEM-M1a","SEM-M1c","Q1-M0","Q1-M1a","Q1-M1c","Q3-M0","Q3-M1a","Q3-M1c","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF607",0.578805887032414,0,2.67097144401873e-09,224.768303087886,166.7388,681.9076,2.83173957404219,NA,NA,185.9719,166.7388,681.9076,255.5985,166.7388,681.9076,176.020173076923,226.551203219316,172.63755,220.2233,158.0806,197.255075,185.5322,256.5622,4.75880989628449,2.77860646690727,1.28707522131745,1.27563962764764,0.36409637232349,0.35122082061024,"PRAD"
"ZNF334",0.480749076684137,0.464989787002308,0.999811600533569,138.382981947743,33.3478,30.9735,4.42613216660751,NA,NA,81.8882,33.3478,30.9735,184.2303,33.3478,30.9735,185.016790384615,140.395794366197,175.8538,122.3968,137.926075,214.37175,81.8882,186.6056,8.19921827478394,4.35922601381975,0.758827315479533,0.696014530251834,-0.398156482561839,-0.522810670273919,"PRAD"
"ZNF485",0.548202001873573,0.982272073758547,0.813057158405204,86.2301589073634,53.7029,80.6293,1.51360118192235,NA,NA,65.017,53.7029,80.6293,103.1466,53.7029,80.6293,50.6204769230769,85.9835668008048,51.41715,80.4979,39.72185,60.0275,64.8536,103.7492,2.10297452490761,1.40161774176149,1.69859258598977,1.56558463469873,0.764339858021566,0.646701501935352,"PRAD"
"ZNF192",0.888682902284799,0.639504208670215,0.598764027214587,295.562972209026,379.385,132.2517,8.81616257007127,NA,NA,172.8075,379.385,132.2517,404.5491,379.385,132.2517,424.466953846154,296.339648088531,412.2563,288.0232,286.4468,529.900975,172.8075,402.9787,24.1947804140358,7.94030852942482,0.698145392481927,0.698650815039091,-0.518400578266708,-0.51735651665676,"PRAD"
"ZNF442",0.752319742007614,0.994741287604043,0.831783810943674,33.7867444180523,25.5522,34.9066,0.557432278974278,NA,NA,25.5157,25.5522,34.9066,39.7441,25.5522,34.9066,52.2380307692308,34.0411770623742,51.44055,32.6822,43.15755,61.307475,25.5465,40.2644,2.11819909898425,0.530202514092998,0.651655059754381,0.635339241123977,-0.617819589429842,-0.654400966309654,"PRAD"
"ZNF813",0.943371436916457,0.514418971818096,0.571457705288391,259.815140142518,320.9181,53.0973,9.14568453830837,NA,NA,107.8654,320.9181,53.0973,362.8638,320.9181,53.0973,296.774138461538,255.436467404427,269.0966,218.3603,109.5993,416.657525,108.7821,354.5857,28.2468423191557,8.24924888917916,0.860709995583159,0.811456926620403,-0.216400871680032,-0.301413578549604,"PRAD"
"ZNF26",0.947245677165962,0.356476000323243,0.734147191867855,205.384805700713,228.6704,307.2763,3.61473434463746,NA,NA,153.8109,228.6704,307.2763,244.1933,228.6704,307.2763,160.898209615385,206.333689336016,151.43555,195.3668,134.564425,181.89395,153.8109,244.8169,5.96746140508305,3.3930400509529,1.28238648415816,1.29009865913255,0.358831125255169,0.367481398670743,"PRAD"
"ZNF69",0.695821135225194,0.863400300290632,0.976151316201613,100.488781947743,65.3963,78.1711,2.10389050577198,NA,NA,68.0101,65.3963,78.1711,121.8781,65.3963,78.1711,96.9730346153846,99.7294158953722,105.5419,93.8511,59.00565,124.260275,68.5859,121.7391,5.81042651067647,1.89904156754855,1.02842420360382,0.889230722585059,0.0404354690067832,-0.16937030109351,"PRAD"
"ZNF583",0.901049488157444,0.912981849128222,0.822540667224987,96.2560501187648,110.8705,82.5959,1.63593914306398,NA,NA,77.2121,110.8705,82.5959,110.8173,110.8705,82.5959,79.8875288461538,95.6822227364185,80.0841,92.5787,60.281175,99.083175,77.0104,110.0881,3.57393952816432,1.44838693382019,1.19771163432382,1.15601848556705,0.260280601107748,0.209164467754403,"PRAD"
"ZNF568",0.999799669140996,2.84088952362538e-08,0.00012759830105058,137.205919714964,138.0251,388.9233,2.09186037478612,NA,NA,108.7177,138.0251,388.9233,161.5804,138.0251,388.9233,139.748303846154,136.170655935614,135.5709,130.683,117.47235,160.898775,108.0275,159.5055,4.25985040905324,1.92210222957016,0.974399346453044,0.963945802528419,-0.0374149292839923,-0.0529760611100826,"PRAD"
"ZNF480",0.996665581565656,0.977590778621707,0.978481440101433,421.120020665083,412.7328,442.9695,5.2455389743975,NA,NA,345.4585,412.7328,442.9695,485.4623,412.7328,442.9695,344.767611538462,418.280921529175,345.3838,398.051,299.9957,393.85905,340.9234,480.7766,9.26990121786971,4.80596055282795,1.2132256845783,1.15248891233463,0.278847945954296,0.204752871091233,"PRAD"
"ZNF587",0.890627512566027,0.647819844565618,0.60660376146236,897.196403087886,1056.8948,587.7139,16.954481912398,NA,NA,657.942,1056.8948,587.7139,1108.2838,1056.8948,587.7139,701.593565384615,900.72746639839,677.11865,874.0161,553.259175,826.4565,659.0144,1107.7577,29.0057134272826,16.0240985510078,1.28383085427046,1.2907872202309,0.360455138768802,0.368251199236861,"PRAD"
"ZNF808",0.944123364595148,0.907350037727128,0.858623834286086,184.708844655582,203.1182,160.767,2.77448221200437,NA,NA,147.2895,203.1182,160.767,214.0234,203.1182,160.767,213.607040384615,183.407956338028,218.76555,173.0899,173.71775,244.565425,146.793,210.1382,7.10270945417428,2.53087055331739,0.858623180246253,0.791211870424754,-0.219902973144143,-0.337864024105733,"PRAD"
"ZNF43",0.979562619066182,0.12245724439623,0.422455743742071,468.738448456057,501.5158,801.3766,8.24412107401664,NA,NA,348.9857,501.5158,801.3766,573.5549,501.5158,801.3766,406.121959615385,465.708526358149,395.9049,447.5888,321.714425,465.280825,351.8428,560.4634,16.5313718877828,7.31856557249827,1.1467208687735,1.1305462498696,0.197514257749206,0.177020012958679,"PRAD"
"ZNF28",0.856583107631689,0.201067873263712,0.251573379111111,373.78764584323,446.5136,138.6431,6.67787772855092,NA,NA,291.9148,446.5136,138.6431,444.8343,446.5136,138.6431,415.7749,372.102046277666,414.33005,368.5393,345.05615,472.6029,289.369,446.5136,16.6963749389968,6.0406304755628,0.894960340986591,0.889482430733663,-0.160104342264296,-0.168961985565524,"PRAD"
"ZNF627",0.994014635853829,0.159949268729786,0.356606687827955,432.459965795724,419.6622,657.3255,5.97005617933013,NA,NA,356.1057,419.6622,657.3255,503.0997,419.6622,657.3255,446.183478846154,433.486580885312,421.433,429.068,330.755675,508.137775,359.1343,500.1669,22.6169507968594,5.40507992870275,0.971543325643351,1.01811675877304,-0.0416497611487194,0.0259030207884783,"PRAD"
"ZNF789",0.82228268050114,0.0460732365982198,0.0889932664175207,145.061368171021,87.9168,373.648,4.66655750842441,NA,NA,84.1914,87.9168,373.648,185.438,87.9168,373.648,111.342353846154,145.264888933602,92.79805,122.6955,76.3271,136.23145,84.7792,184.5621,7.59991839693055,4.18522331878291,1.30466874388447,1.3221775673088,0.383683552220645,0.402915942558903,"PRAD"
"ZNF534",0.665504350821166,0.948545263243172,0.685621521075187,7.45038788598575,10.3941,6.3913,0.166527816624415,NA,NA,4.9304,10.3941,6.3913,9.3985,10.3941,6.3913,6.41011730769231,7.4966661971831,5.5789,6.9168,4.510925,7.131525,5.0251,9.3867,0.456351114680015,0.15634776387883,1.16950530502568,1.2398143003101,0.225898405954458,0.31012404957636,"PRAD"
"ZNF525",0.508117037634051,0.832174871805542,0.456764573243808,339.506391923991,510.1776,250.7375,7.48156236122783,NA,NA,237.0672,510.1776,250.7375,393.1069,510.1776,250.7375,322.049878846154,339.896534808853,303.0861,311.6432,197.5167,439.027925,238.566,395.6835,21.3471069947293,6.75270784432064,1.05541581331016,1.0282332314151,0.0778115047259519,0.0401675443386202,"PRAD"
"ZNF814",0.824802041047947,0.51341835792608,0.45454659576216,568.133563182898,408.0771,866.3422,13.1740942299688,NA,NA,407.7071,408.0771,866.3422,651.7096,408.0771,866.3422,334.250832692308,565.595921931589,325.83705,511.4456,239.298175,387.22595,407.7071,642.0945,17.6595153837579,11.9252384400694,1.69213018072642,1.56963611105612,0.75884056364923,0.650430137700825,"PRAD"
"ZNF551",0.999960350334577,0.629269684708234,0.789158357707253,95.5542821852732,95.9593,51.7158,2.32487258229069,NA,NA,63.7769,95.9593,51.7158,122.7224,95.9593,51.7158,124.343461538462,95.8463822937626,129.2771,91.4597,101.884075,145.62215,63.8812,121.9706,5.40934337843752,2.11442311674094,0.770819640276105,0.707470232546986,-0.375534763305685,-0.499258648370846,"PRAD"
"ZNF805",0.188155490906133,0.0456506640105384,0.893512239656667,274.738760332542,387.1806,428.2203,3.12853706427266,NA,NA,232.9618,387.1806,428.2203,312.7058,387.1806,428.2203,266.835684615385,274.435670221328,271.04065,267.8133,221.001525,303.453325,232.9618,308.3151,9.62084181414304,2.87780504061909,1.0284818937051,0.988092745497769,0.0405163956209473,-0.0172816308204331,"PRAD"
"ZNF468",0.998888423256043,0.374551925667861,0.63054285325599,424.950377672209,418.3629,228.6136,7.13964031272807,NA,NA,336.8636,418.3629,228.6136,500,418.3629,228.6136,490.773259615385,421.900406237425,480.487,420.7775,380.151475,561.604625,335.4648,493.5206,22.0661693086578,6.44204770707758,0.859664616951756,0.875731289296068,-0.218154167435512,-0.191439835871608,"PRAD"
"ZNF616",0.986708364551748,0.653305628060115,0.743903622220591,252.23973064133,266.7822,170.1082,4.54390052401065,NA,NA,185.9395,266.7822,170.1082,307.1325,266.7822,170.1082,237.589290384615,250.921921730382,235.30875,245.4453,202.480275,276.7499,185.2104,305.382,8.43744420357631,4.1932149891611,1.05611629768406,1.04307765860811,0.078768710504871,0.0608465725441695,"PRAD"
"ZFP57",0.853168159823852,0.878200046559678,0.999270571285895,7.22638432304038,0.8662,1.4749,0.576608443080481,NA,NA,0.5062,0.8662,1.4749,8.8468,0.8662,1.4749,18.5998269230769,6.96901911468813,5.71185,1.956,2.827475,24.9765,0.5084,8.5578,3.90871884428563,0.509510084298965,0.374681933520662,0.342445967593687,-1.41626167966636,-1.54605172268022,"PRAD"
"ZNF155",0.908882305060752,0.927281383198931,0.843020682881331,191.716641567696,169.45,211.5093,2.60305202503055,NA,NA,159.1659,169.45,211.5093,225.1001,169.45,211.5093,166.095525,192.000818913481,166.74895,188.7554,140.68785,190.383625,159.5509,226.0888,5.6442960601718,2.36258460887024,1.15596623637802,1.131973544661,0.209099260017343,0.178840241356743,"PRAD"
"ZNF425",0.967145765490515,0,3.01830899163136e-08,105.765620902613,96.1455,418.8791,1.90226884075931,NA,NA,80.0477,96.1455,418.8791,124.9601,96.1455,418.8791,127.696953846154,106.45598832998,125.7237,101.3925,114.5367,138.721675,79.9574,124.9601,3.74143111258844,1.88590665760354,0.833661141660712,0.806470856330191,-0.262467004487885,-0.310305695651022,"PRAD"
"ZNF611",0.847180174622258,0.314214564369864,0.332511219545995,151.191579809976,185.7947,59.4887,3.0696813643059,NA,NA,110.1954,185.7947,59.4887,186.4105,185.7947,59.4887,231.137494230769,150.14892917505,221.4075,147.8424,169.16125,273.265925,109.1652,185.3982,12.1318710378801,2.76947317404659,0.649608708767694,0.667738897733817,-0.622357121213187,-0.582644011024388,"PRAD"
"ZNF254",0.963811669502739,0.0677165951421954,0.344877044985445,402.488627078385,441.6241,739.6509,7.36708939725299,NA,NA,300.3523,441.6241,739.6509,485.4814,441.6241,739.6509,386.748715384615,399.0256277666,374.02505,378.0549,301.547675,454.10055,300.0156,479.6343,14.7137947300421,6.6450416515859,1.03174389957514,1.01077427835382,0.0450849081014684,0.0154608569264423,"PRAD"
"ZNF625",0.992298322836963,0.768408157099067,0.834274627729121,31.8959342042755,33.599,21.9469,0.700065323731086,NA,NA,22.4738,33.599,21.9469,40.6892,33.599,21.9469,36.0522057692308,32.2386020120724,35.8704,30.7611,23.6795,46.228125,23.1616,40.5942,1.96198877686164,0.638716202774246,0.894219960310636,0.857562224006423,-0.161298345562639,-0.221686739043797,"PRAD"
"ZNF845",0.396716571150765,0.44618225256038,0.178220361009107,235.129042042755,391.0784,89.4789,5.8456692674043,NA,NA,159.0885,391.0784,89.4789,284.1402,391.0784,89.4789,227.920771153846,233.360655331992,200.17575,205.6814,166.789675,275.686875,157.6085,284.1402,12.5647517937909,5.24620289657692,1.02386743494508,1.02750408078901,0.0340289347442682,0.0391441236610913,"PRAD"
"ZNF90",0.694477333880445,0.863270293956759,0.975847342770723,144.19835415677,75.7904,100.7866,4.09033298472264,NA,NA,84.9003,75.7904,100.7866,177.964,75.7904,100.7866,202.344765384615,142.672006036217,155.71615,126.7943,106.78525,266.611925,87.7456,175.626,19.8965512565235,3.60230696160557,0.705093634446275,0.814265572325029,-0.504113238820777,-0.296428689352745,"PRAD"
"ZNF788",0.900854316561515,0.971819457706987,0.988162739071516,75.3340458432304,89.2161,82.5959,1.55234096861521,NA,NA,55.0374,89.2161,82.5959,89.4742,89.2161,82.5959,90.7279711538462,75.5863376257545,79.23785,70.2461,64.8155,94.06775,55.3851,89.3975,7.53096529455907,1.49456427536415,0.833109532423951,0.88652203460846,-0.263421909624878,-0.173771604964427,"PRAD"
"ZNF880",0.130345216605505,0.653958083356307,0.115510150111719,288.78899216152,526.2018,180.9243,5.97460648698648,NA,NA,194.3149,526.2018,180.9243,355.7092,526.2018,180.9243,231.129938461538,289.547006438632,237.97625,275.2322,141.364925,295.6179,194.1942,356.6573,14.3295216475155,5.56517070108927,1.25274556972555,1.15655322747543,0.325093435754896,0.209831663940172,"PRAD"
"ZNF630",0.811945279079123,0.000453698233788047,0.00515894466681399,84.5497491686461,64.1923,210.9145,1.6111031995864,NA,NA,68.9863,64.1923,210.9145,92.6192,64.1923,210.9145,81.2372192307692,85.2720267605634,80.82605,80.05,71.366975,90.841925,68.9972,93.6779,2.86104527968337,1.45878438384665,1.04966698230195,0.990398516319924,0.0699316905712087,-0.0139189415826514,"PRAD"
"ZNF844",0.908483144893098,0.881574245257687,0.998973337879231,250.939153206651,206.1498,199.6067,5.22403663301486,NA,NA,174.1015,206.1498,199.6067,314.1862,206.1498,199.6067,320.763776923077,252.030559758551,314.7121,246.6667,233.53225,381.81745,174.1015,313.2858,16.2485159462509,4.75677656318022,0.785720140148466,0.783785243719577,-0.347912553798153,-0.351469683229439,"PRAD"
"ZNF717",0.999976504013238,0.993148260485146,0.996146896696782,51.3792733966746,51.5375,48.6726,1.17985660916823,NA,NA,34.5622,51.5375,48.6726,67.1731,51.5375,48.6726,54.0093865384615,51.3073517102616,55.8929,50.1393,40.109775,68.1825,34.2355,66.956,2.8566503328326,1.06952339973197,0.949971014274051,0.897060270624713,-0.0740446006027773,-0.15672317639801,"PRAD"
"ZNF492",0.999735256825289,0.254786904780791,0.512087657983234,2.5175674584323,2.5985,8.3579,0.179775638123115,NA,NA,0.4613,2.5985,8.3579,2.9809,2.5985,8.3579,4.26666730769231,2.45342494969819,3.4675,1.4469,2.264525,6.078675,0.4543,2.9809,0.411475415510503,0.159245886934005,0.575021386194079,0.417274693583273,-0.798312481121867,-1.26093066661528,"PRAD"
"ZNF688",0.767575828389149,0.944218115221945,0.75224009591389,325.258405463183,187.5271,389.3756,9.67157789638184,NA,NA,207.1472,187.5271,389.3756,365.3461,187.5271,389.3756,248.036411538462,319.730887323944,233.21415,269.5278,195.366975,295.026175,209.0678,362.4958,10.2982262969362,8.47805499583578,1.28904818990402,1.15570946274058,0.366306198560703,0.208778759996486,"PRAD"
"ZNF879",0.758307154141591,0.345294884671879,0.297536349914532,61.2968809976247,47.2066,88.9872,0.967424578546237,NA,NA,49.1936,47.2066,88.9872,71.8232,47.2066,88.9872,83.9967423076923,60.8564800804829,84.4197,59.226,71.926275,96.549375,48.0123,71.5729,2.80896037325501,0.898925106979645,0.724510003704153,0.701566103646424,-0.464922484891585,-0.511349049616901,"PRAD"
"ZNF737",0.985185199901777,0.985219140906663,0.999999990022336,626.919897624703,567.7783,567.8466,17.4966778484379,NA,NA,399.0709,567.7783,567.8466,775.967,567.7783,567.8466,448.66045,614.480737022133,360.8671,542.133,269.55515,480.955775,384.9653,761.3099,51.483675847521,15.6064487712819,1.36958971316088,1.50230652780483,0.453743770967123,0.587179207675996,"PRAD"
"ZNF709",0.423659247661157,0.440645032410286,0.187562153270083,120.196034441805,73.6249,165.6834,1.81160355140401,NA,NA,91.9168,73.6249,165.6834,144.8616,73.6249,165.6834,143.907509615385,119.699317706237,139.4873,118.552,123.10335,160.5384,92.4244,143.6227,5.05201737420886,1.62644646725616,0.831779509117715,0.849912500994714,-0.265726950247388,-0.234613772317892,"PRAD"
"ZNF585B",0.976451787105405,0.000471795721246782,0.0299784228610976,66.7428881235154,73.1919,184.8574,1.50990265902243,NA,NA,45.5864,73.1919,184.8574,83.4193,73.1919,184.8574,91.4709038461538,66.9574609657948,96.4794,64.753,65.60085,112.4018,45.858,84.9017,4.30404866242578,1.38054454841195,0.732008301551403,0.671158817322662,-0.450068084985793,-0.575273900961784,"PRAD"
"ZNF324B",0.359566901405904,0.569474064478953,0.965964715498293,114.837663420428,77.9558,87.5123,1.31397718213557,NA,NA,97.8261,77.9558,87.5123,131.5154,77.9558,87.5123,114.077403846154,115.182584305835,113.7094,113.7844,102.44665,131.223,97.9112,130.8725,3.21817084154716,1.25700168724177,1.00968798747534,1.00065957607726,0.0139095420210902,0.000951253458219802,"PRAD"
"ZNF564",0.905483691297181,0.748963610867146,0.694806020270519,249.154837529691,274.1447,206.4897,2.86572671691944,NA,NA,212.0438,274.1447,206.4897,286.9476,274.1447,206.4897,278.119817307692,248.929320724346,275.092,240.5986,231.2238,314.347875,212.1313,286.4494,9.28961568066001,2.71253310211265,0.895043449740757,0.874611402730723,-0.159970375411045,-0.193285937234502,"PRAD"
"ZNF674",0.964063211320826,0.906966082689777,0.880587738908604,91.7968501187649,83.586,105.2114,1.55116012218654,NA,NA,72.6628,83.586,105.2114,107.02,83.586,105.2114,90.0229673076923,91.685984305835,86.3045,87.3711,69.6047,102.3755,72.6267,106.6339,4.08928350405869,1.44439110426217,1.01847325241412,1.01235856762973,0.0264080921189979,0.0177203692006236,"PRAD"
"ZNF432",0.999156029681135,0.990243282915613,0.997549753013248,254.848666033254,249.0256,235.0049,7.24343341689417,NA,NA,150.3107,249.0256,235.0049,331.9853,249.0256,235.0049,196.165982692308,254.793587525151,193.8513,230.4332,128.81935,233.035125,150.9749,333.6283,10.8046958437988,6.5497726173256,1.29886733687564,1.18871114096217,0.377254084977122,0.249398180070073,"PRAD"
"ZNF10",0.979065648782153,0.195045382121098,0.360969789770648,247.264181710214,228.6704,411.5044,4.62025031214849,NA,NA,182.9414,228.6704,411.5044,292.6159,228.6704,411.5044,254.358680769231,246.928823742455,241.16055,236.7374,191.46265,288.228425,182.9414,292.7005,13.6600687304161,4.19485682474068,0.970789842893088,0.981658899019761,-0.0427690808404554,-0.0267062823428465,"PRAD"
"ZNF486",0.782160024836907,0.876638349044978,0.691412597469487,25.1514928741093,40.7103,13.766,1.13369160091074,NA,NA,9.3358,40.7103,13.766,33.7682,40.7103,13.766,57.9422961538462,25.2933150905433,46.653,20.4978,32.55325,64.734025,9.6064,34.3187,6.16742624313004,1.02281294942045,0.436525936483177,0.439367243264099,-1.19586071978634,-1.18650078029695,"PRAD"
"ZNF225",0.814215374628887,0.913861380931551,0.988271407982877,67.6933527315914,80.5544,76.2045,1.02473133738809,NA,NA,54.4423,80.5544,76.2045,82.2231,80.5544,76.2045,74.8807096153846,67.8710386317907,76.26735,69.1748,63.86055,86.127075,54.4423,82.0254,2.43093664353191,0.927014649204727,0.906388828049331,0.907004111195682,-0.141798015963222,-0.140819004786067,"PRAD"
"ZNF350",0.956091978091866,0.773640168466374,0.957310251305916,1465.68210023753,1293.6336,1054.0806,29.3434066415484,NA,NA,1009.3703,1293.6336,1054.0806,1840.7376,1293.6336,1054.0806,821.219840384615,1449.26781851107,808.4669,1413.0307,547.256725,1090.15015,988.0425,1840.7376,57.3959150795109,26.9772112517175,1.76477448210738,1.74779041665157,0.819483835432632,0.805532196860536,"PRAD"
"ZNF253",0.979921656132796,0.707625108069763,0.76531105704199,312.621467458432,290.602,403.6382,5.58812532557079,NA,NA,232.2653,290.602,403.6382,373.8546,290.602,403.6382,244.760223076923,312.412094567404,228.97045,296.1294,196.4604,298.611625,233.759,373.7661,10.6289252778009,5.10632854345822,1.27640059581585,1.2933083723249,0.352081187171079,0.371066307770688,"PRAD"
"ZNF878",0.975618955218915,0.763464681347177,0.936178242899789,3.2979648456057,2.5985,0.9833,0.160909269316015,NA,NA,1.6103,2.5985,0.9833,3.8881,2.5985,0.9833,2.83477307692308,3.38457142857143,2.20385,2.5081,1.208575,3.254675,1.5414,3.9608,0.41665989709839,0.166610945129778,1.1939479234243,1.13805386028995,0.255739911765221,0.186568837200245,"PRAD"
"ZNF727",0.954436742681677,0.950562422284428,0.99995734819492,9.89108194774347,6.0632,5.8997,0.6406099678452,NA,NA,1.4547,6.0632,5.8997,13.438,6.0632,5.8997,18.2041576923077,9.87239657947686,15.12415,4.9628,8.516475,26.494975,1.4547,13.49,1.74307848415329,0.585952700401859,0.542315483437529,0.328137449046723,-0.882795734123663,-1.60762784247907,"PRAD"
"ZNF578",0.920479654292579,0.99809813405239,0.946411483247615,60.8031021377672,40.2772,63.9135,2.57671219430301,NA,NA,23.2697,40.2772,63.9135,78.3521,40.2772,63.9135,76.4973961538462,60.4045939637827,72.91365,44.8534,61.34885,84.302425,24.2718,77.3759,4.52038393839561,2.31811053480699,0.789629412252167,0.615157792813829,-0.340752366339179,-0.700971574336477,"PRAD"
"TRIM28",0.328551748355627,0.973450474135716,0.474349628759039,6123.30764370546,3946.2971,6460.6686,74.3300111318111,NA,NA,5192.8927,3946.2971,6460.6686,6618.7114,3946.2971,6460.6686,4866.58402884615,6122.35004688129,4702.2887,5812.3914,4160.4027,5537.47645,5192.3901,6663.4976,140.109996129578,68.5715633763813,1.25803849488506,1.23607710432581,0.331176068107572,0.30576873884018,"PRAD"
