"gene","p-adj-Magnoid-Bronchioid","p-adj-Squamoid-Bronchioid","p-adj-Squamoid-Magnoid","mean-Bronchioid","mean-Magnoid","mean-Squamoid","SEM-Bronchioid","SEM-Magnoid","SEM-Squamoid","Q1-Bronchioid","Q1-Magnoid","Q1-Squamoid","Q3-Bronchioid","Q3-Magnoid","Q3-Squamoid","count-Bronchioid","count-Magnoid","count-Squamoid"
"ZNF436",0.0462253757673441,0.978720701400795,0.0345066989730908,466.5062,393.340150793651,472.201287179487,18.9785437767262,22.7250459655343,22.369396390832,356.6895,269.0844,341.37075,544.4752,466.0833,549.621525,89,63,78
"ZNF484",0.566588110957156,0.722043654033166,0.956426094685785,116.696911235955,104.721149206349,108.163975641026,7.84641370971674,9.70742565702942,7.18129260992555,73.946,58.64755,70.425125,131.9588,110.36085,127.056575,89,63,78
"ZNF780B",0.0348924362492461,0.179834734314358,0.701101532630957,248.048153932584,203.414819047619,218.175593589744,11.4168229551025,11.1734884184039,13.8966722972003,167.4185,131.9081,141.659275,300.4731,249.4213,253.65435,89,63,78
"ZNF557",0.000136357283792021,0.0116452809394005,0.34794826902497,172.163186516854,130.797028571429,145.033835897436,7.32751595119334,6.42697497556238,6.43030100996947,120.0306,91.28995,98.339175,203.252,159.2664,172.66635,89,63,78
"ZNF337",0.506568283097187,0.204555908745809,0.880392261164533,408.15088988764,371.559295238095,355.303416666667,19.0897043274831,29.1223526326691,21.8656513165768,284.9033,214.91465,228.760275,493.4124,463.3805,436.4149,89,63,78
"ZNF317",0.122097342071497,0.906546294282166,0.279668908640984,603.31292247191,551.70723015873,592.89727948718,16.722674283374,19.5982823569842,18.5077505865256,472.6283,452.49535,484.547525,712.8455,654.62265,715.986275,89,63,78
"ZNF426",0.00491990594357172,0.977885534246019,0.011493928500841,113.839495505618,89.2533920634921,112.367856410256,5.21632554599182,5.50335865455051,5.35653266808741,78.0699,61.22935,80.299975,146.4646,108.89715,139.7681,89,63,78
"ZNF331",0.0029954723974932,0.00816169805394595,0.884545567267828,611.821430337079,427.226395238095,454.219012820513,45.8092044913129,37.6803970418021,25.4709468978118,351.8572,219.6897,301.414175,704.0082,517.90535,582.122475,89,63,78
"ZNF227",0.81112440358501,0.956209176956774,0.938828060687538,221.560085393258,230.323753968254,225.375712820513,6.69773613011596,14.4227931750302,9.36722992085179,178.1857,152.1683,165.449725,255.0544,267.43115,267.191425,89,63,78
"ZNF141",0.109412169847247,0.294977505768122,0.822749109525763,79.2535561797753,67.0186920634921,70.7261551282051,4.79980307336878,3.89241021142961,3.34436703171109,50.8971,44.28165,51.473125,96.6443,77.55255,82.498475,89,63,78
"ZNF304",0.00135718314395306,0.424604694864289,0.0571264236933636,283.8303,227.243352380952,265.045970512821,10.5146270167732,12.9368097313778,10.0646087675731,215.5963,158.45535,212.2888,339.8766,292.41145,312.724425,89,63,78
"ZNF132",9.26753554663096e-05,0.999983469266914,0.00015344287619079,85.5992337078652,55.3935634920635,85.5625653846154,4.47773468762188,5.03439097518057,5.27493289223713,53.3834,26.09305,52.389325,111.0811,71.6259,110.911275,89,63,78
"ZNF20",0.000918635493310949,0.046639810915951,0.358383946239244,123.714056179775,99.2663,108.686016666667,4.1059527971294,5.65164974797573,4.41737623688955,93.3082,72.4848,81.515225,147.892,112.9077,126.93005,89,63,78
"ZNF670",0.461750719003954,0.199774621161963,0.907025292242741,78.0693438202247,88.7500444444444,92.6441730769231,3.58755537270174,7.7119492932861,7.56950211932184,52.5707,50.5731,62.362775,95.5882,113.76035,100.4972,89,63,78
"ZFP37",0.00104802570598161,0.330075309736341,7.67149001346112e-06,48.300893258427,29.3488349206349,55.3220243589744,3.28636095364694,3.18500999350486,4.18263733387965,23.6985,12.78365,26.01125,61.8257,43.847,74.573,89,63,78
"ZNF189",0.0409015393743926,0.00163235768715209,0.683712258217178,574.383629213483,471.91396031746,435.961405128205,35.752380051708,25.2777191453931,19.4607179169419,425.0765,337.1297,317.73735,646.875,545.552,506.899075,89,63,78
