"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N1","count-N2","count-N3","count-NX"
"ZNF195",0.22577228047968,0.999646037190514,0.632262677789528,0.881226459132631,0.97595384552458,0.899081804151211,0.897097262231874,0.99997242181092,0.938465639271402,0.986508629098866,390.244284984985,350.941133333333,386.058653424658,282.05775,345.512672727273,9.20653621306512,15.2929468797614,18.7113152747166,61.52705,27.5511720676209,275.4342,239.346525,273.817,251.294225,318.8925,473.2376,408.76405,461.4479,312.821275,374.1132,333,96,73,2,11
"ZNF263",0.299459963177185,0.356357240557664,0.999990695915496,0.998291097280386,0.973614524384004,0.971097389712424,0.592321441104883,0.219308376652307,0.217118507444239,0.998102206942191,698.436415915916,654.504470833333,652.070178082192,739.76015,785.765081818182,11.4308334135513,15.5201773383292,21.1238813904359,181.78715,68.1499281487153,564.2142,535.768025,544.5023,648.866575,675.13885,791.5371,742.231425,729.4685,830.653725,889.69585,333,96,73,2,11
"ZNF200",0.919384338564795,0.665570086389769,0.410562910511366,0.453966245833788,0.378940874000491,0.621481054625778,0.965062050320736,0.882038705244337,0.999986552971581,0.705063648917404,220.785055555556,213.157332291667,234.439204109589,314.053,236.675463636364,4.14757666614828,6.82360649040907,12.3877617465515,20.8821,16.8512523924931,173.5099,164.62845,168.6526,303.61195,204.75785,244.5317,240.4396,259.164,324.49405,264.3031,333,96,73,2,11
"ZNF582",0.139237899841824,0.99332704951594,0.640006319232827,0.552691945640028,0.328703915120784,0.513487581665509,0.8561437799166,0.37092528471328,0.798814000404472,0.855114149243631,32.2464765765766,26.6486947916667,31.1104643835616,54.60745,38.6096272727273,1.16818685154067,1.78694575139679,2.68976570336821,14.59005,4.49874423529078,17.1013,13.919,16.8526,47.312425,32.75735,41.4588,36.76205,41.9325,61.902475,47.14585,333,96,73,2,11
"ZNF285",0.994763845438559,0.999885781836466,0.999807908445874,0.857718218265088,0.83091322173383,0.850139369011947,0.867470086567229,0.816464631002638,0.86358608301097,0.984249977105112,42.3662687687688,40.6998052083333,41.6629630136986,67.9455,53.1729909090909,1.94524808361204,3.93053990105562,4.24840150161416,14.2265,12.0436545985651,13.6113,11.247725,14.7352,60.83225,23.67805,62.3637,55.599625,63.263,75.05875,69.6042,333,96,73,2,11
"ZNF275",0.842940545100993,0.982808040395345,0.997877936353329,0.990995870020925,0.97183953631654,0.981903822672415,0.99100743344,0.926443800919776,0.966660758811188,0.99927098155514,667.937371171171,634.375346875,648.151787671233,759.4015,707.444881818182,15.5702500768491,25.0446014318796,36.625251485963,273.7556,89.4330269667936,473.757,478.2024,444.7174,622.5237,472.28645,833.8303,763.77895,819.7375,896.2793,826.32705,333,96,73,2,11
"ZNF37A",0.0200406987811319,0.709240749982341,0.739547315563064,0.977474086770519,0.999988606874707,0.99683624957629,0.999679768515973,0.887583608002534,0.997629095944324,0.990706169205832,408.269948348348,348.471107291667,380.505706849315,338.3026,398.190672727273,9.21391184581288,17.540326079221,19.2179495088282,47.089,62.9552571024881,300.3953,234.364475,242.8527,314.7581,261.87735,503.8226,420.486325,470.4074,361.8471,460.41055,333,96,73,2,11
"ZNF510",0.821198332275557,0.376675799401817,0.957349512655111,0.99594090755628,0.98282439119201,0.958299294143983,0.775272305719642,0.5598809404013,0.365952239603182,0.999954804742639,222.024839039039,213.310357291667,205.722646575342,240.52225,246.941218181818,3.71252520151435,8.24678646813142,7.55106584102326,34.34565,24.9211277668999,174.9599,158.1258,162.2171,223.349425,199.8063,260.193,248.094125,239.8661,257.695075,269.4394,333,96,73,2,11
"ZNF506",0.0519643616230085,0.825726131879298,0.781080118910455,0.859500439086696,0.611717287657229,0.767455980914648,0.995350852598902,0.971758113408687,0.999997065563613,0.823167634723701,345.256046846847,288.820969791667,320.69698630137,470.9522,324.165990909091,10.6164038836117,13.7513731314254,18.5052601249564,37.9378,54.9736371088616,234.4806,198.604175,215.1444,451.9833,151.76035,419.5602,363.7357,385.7548,489.9211,500.10955,333,96,73,2,11
"ZNF324",0.405986239696512,0.159903567740727,0.978380108220159,0.99551364445975,0.964388860753722,0.935026498967381,0.997423324908547,0.875394205529095,0.74209915784954,0.999479596509961,158.260807507508,147.439715625,142.647949315069,172.7145,163.674827272727,2.92850493560958,5.42392813335108,6.56709562063965,6.92880000000001,11.511375596127,121.9927,110.189025,104.485,169.2501,134.51975,189.3099,186.476425,163.5338,176.1789,192.76455,333,96,73,2,11
