"gene","p-adj-stage II-stage I","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","count-stage I","count-stage II","count-stage III","count-stage IV"
"ZNF195",0.165428040410405,0.809037053883868,0.857850736340692,0.955938840896098,0.947635451876496,0.999993935851986,393.463549285714,357.231436290323,375.430980952381,376.366215384615,9.54516434672635,15.4330245007135,18.2419357026494,24.7473755723301,283.008975,233.9086,268.023975,284.622325,473.394825,438.3483,448.2895,433.20965,280,124,84,26
"ZNF263",0.041303380244877,0.106024600137296,0.999996017035582,0.992737803197276,0.711874379539318,0.744706462756106,708.569524642857,652.655256451613,653.271572619048,697.542523076923,13.0227325714531,14.1616480039236,19.7955382552991,27.3255021368432,570.09215,545.34345,536.85525,600.04795,810.131425,719.845075,735.557625,810.40905,280,124,84,26
"ZNF200",0.271386016106429,0.888559020779446,0.184084137086866,0.987861472843691,0.617748426905215,0.999634272826144,224.372879642857,209.009152419355,231.448342857143,229.666876923077,4.60804606817714,5.79203193848021,11.1045511286295,14.6692413901022,175.15485,164.941125,167.846825,172.57455,245.9174,235.6953,256.12875,270.84335,280,124,84,26
"ZNF582",0.141799221124277,0.384794817742165,0.995513969715844,0.850343787183487,0.990450223828047,0.998956511757783,33.2921907142857,28.4736685483871,29.1622702380952,29.8319653846154,1.2940810324384,1.70731161699614,2.48553440039276,2.407565269555,17.700625,15.062,14.974,21.291525,42.828775,38.24265,40.30545,39.97635,280,124,84,26
"ZNF285",0.676553757722972,0.823035472521674,0.999695915975112,0.590856000336655,0.29626995043068,0.363968702577511,43.4806564285714,39.1030959677419,39.5872321428571,52.8071,2.15418706828338,3.1360226268433,4.03195940779621,8.05512703726782,14.318725,11.247725,11.766,20.0805,68.8592,53.9234,61.039325,65.4033,280,124,84,26
"ZNF275",0.979820085494772,0.863626361296709,0.758482350680018,0.702286267989034,0.613714621573649,0.945490976168144,663.840109285714,675.673401612903,636.566170238095,601.619896153846,17.0178726670107,23.168137895188,33.5865804489141,50.2309219232038,477.432325,483.41465,438.934825,402.478175,815.537725,849.7914,806.486275,663.092475,280,124,84,26
"ZNF37A",0.731907066322304,0.926603702443673,0.994953976027286,0.999998606477934,0.951763948431486,0.98446912718747,399.168175,380.233549193548,386.084722619048,399.716926923077,10.0164097602144,15.4550471943358,18.5997508492861,37.5917756834479,289.299975,271.616525,243.55845,270.68525,500.400925,445.64305,498.976375,477.233525,280,124,84,26
"ZNF510",0.426932015870425,0.279057940376113,0.975581095604263,0.334152217720226,0.0865931372046526,0.0566894946799845,222.871168571429,211.405852419355,207.283129761905,247.006546153846,3.97986307896935,6.17472704396795,8.04936086515735,18.6919714670824,176.244225,163.7598,157.5384,173.469225,260.444675,248.075125,241.888125,292.634475,280,124,84,26
"ZNF506",0.0209832121065496,0.322438744308899,0.895340136068764,0.572650981798859,0.996102370653996,0.995735882668839,352.930827142857,297.298369354839,315.072180952381,305.874365384615,11.6947373749028,13.9328179888398,17.1675643886132,29.3702124411185,237.534675,200.629425,200.706275,204.04005,426.547,363.7357,388.06845,413.426825,280,124,84,26
"ZNF324",0.0861754814776371,0.0631124354859018,0.980183954799569,0.918637044905744,0.940641890499977,0.857591933568225,160.571983571429,146.984835483871,144.061170238095,153.558853846154,3.21682060435987,4.49175653078392,5.96786788841514,11.6225527215248,124.23875,111.4383,104.740575,113.742625,191.500775,183.962875,165.0834,185.617525,280,124,84,26
