"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","count-FEMALE","count-MALE"
"ZNF195",0.376531594359276,386.633692418773,373.935138912134,9.56575715516268,10.7549124992476,280.8908,259.4627,456.3231,455.24115,277,239
"ZNF263",0.102963639472938,698.519144043321,670.1905958159,12.7355207698632,11.4306010580174,562.7556,550.1828,781.9637,761.6915,277,239
"ZNF200",0.159390540281423,226.394739711191,216.582553974895,4.83502954200666,4.97903321245823,174.569,168.16465,259.164,240.2923,277,239
"ZNF582",0.129785154686565,32.5190296028881,29.7213723849372,1.23598420282986,1.37398795451369,17.8423,15.33425,42.3561,39.638,277,239
"ZNF285",0.587468415474901,41.4150014440433,43.1506778242678,2.13926756503343,2.38769529667405,13.5593,13.56155,58.651,64.49735,277,239
"ZNF275",0.0107369533040302,689.550457761733,626.303252719665,17.0886550255224,17.7450448617546,504.2903,443.7267,833.8303,802.8518,277,239
"ZNF37A",0.279648925471516,385.4276,401.663189539749,9.80536976140384,11.4756372641094,269.5015,290.81715,474.4693,500.93685,277,239
"ZNF510",0.630254292961532,220.112722382671,217.122291631799,4.00183418437989,4.81302524531166,173.0347,167.9106,261.1997,251.44875,277,239
"ZNF506",0.14005634970441,342.75444765343,319.286841841004,9.93715950576051,12.6339465716539,234.6428,207.1781,420.2825,386.01975,277,239
"ZNF324",0.229816996716395,156.888677978339,151.201521757322,3.10039718988845,3.608719573465,122.262,109.4647,186.5912,183.6685,277,239
"ZNF671",0.0072180573127737,140.530019494585,122.892888284519,4.57697309757231,4.62709916563735,77.4805,63.1495,188.755,165.09465,277,239
"ZNF416",0.0984741011007636,109.377677617329,103.009585774059,2.63899084521336,2.79254167168331,80.0148,72.6437,135.0658,122.3775,277,239
"ZNF586",0.265453112748527,161.923344765343,155.549408786611,4.07415967716673,3.94838220703625,118.704,110.46195,190.1186,183.2324,277,239
"ZNF446",0.827696894670079,211.942453790614,210.299741841004,5.05031955553301,5.62941189338681,159.0837,154.96345,252.7074,263.66305,277,239
"ZNF8",0.0854536339471426,93.4193754512635,99.7989456066946,2.43853383712562,2.81030760005474,65.7337,69.5897,112.7206,118.26475,277,239
"ZNF264",0.0866070634976843,658.863403610108,621.510529288703,15.1601733129255,15.4877918008061,480.5195,454.2392,789.4207,776.7771,277,239
"ZNF213",0.00917575311829144,538.995213718412,493.721260669456,12.5897002639105,11.5926474349141,405.1978,381.693,652.3236,605.25105,277,239
"ZNF343",0.059747973712144,186.171582310469,198.257594560669,4.42835119668476,4.60560750995391,136.4755,148.68805,219.6432,238.00395,277,239
"ZNF302",0.0105738743028493,497.749523826715,447.432333472803,14.9655634525374,12.0339062267029,342.9487,326.05675,581.1623,555.7136,277,239
"ZNF268",0.497723568875317,347.173620938628,338.352985355649,9.46993849356104,8.68158862466181,246.6586,245.1158,418.2612,408.2129,277,239
"ZNF184",0.129852694108851,238.139858483755,226.35360460251,5.48598851526586,5.43347604353638,175.4386,168.84,278.463,274.00975,277,239
"ZNF500",0.191198035162756,248.104381949458,238.352958577406,5.43559973452277,4.96496275483844,187.9622,183.027,294.9209,283.2547,277,239
"ZNF419",0.22801057120365,168.107511913357,160.781977405858,4.04867446536523,4.54732403881542,123.3108,112.7412,203.5392,192.3864,277,239
"ZNF175",0.16223899231429,117.340616245487,110.944218828452,3.05943848711484,3.41094206292783,82.3996,72.7526,152.076,141.5486,277,239
"ZNF14",0.0414999962353403,186.645959927798,170.617879079498,4.87869180184564,6.27088093778494,128.9369,112.4473,232.8939,194.2966,277,239
"ZNF85",0.0367111256480331,109.986929963899,94.4274924686192,4.27585985485169,6.27783693879939,69.4205,50.70085,134.6301,112.5275,277,239
"ZKSCAN1",0.0812289503406258,631.666453068592,698.550207949791,22.2093462615383,32.1913960562425,385.1212,386.76345,830.7989,822.0896,277,239
"ZNF862",0.0989096277325108,460.108305415162,421.956083263598,16.3667022359132,16.0455343431163,270.3488,247.7156,584.2868,556.75945,277,239
"ZNF684",0.0847364407496422,63.1720209386282,57.7123682008368,2.33253771183379,2.06682563051507,40.1747,39.1761,72.9702,67.06265,277,239
"ZNF430",0.581187124198461,122.600460649819,118.993428870293,3.8940116796389,5.3965949256949,82.7686,72.0113,149.9211,150.1827,277,239
"ZFP30",0.7959145187843,193.18818267148,195.599073221757,6.65670044272975,6.40897781534691,129.4591,132.2095,230.2158,237.96315,277,239
"ZNF549",0.222219955483641,163.047001805054,154.228923430962,5.09442725343113,5.04730768894129,100.6247,101.8016,202.4169,204.34795,277,239
"ZNF211",0.00963176613444394,242.9561433213,215.055232635983,7.37008472493627,7.78813065544419,164.0091,129.57535,298.3692,271.03625,277,239
"ZNF205",0.669185705967868,306.485981949459,301.415435146444,7.52757342048293,9.32370344759574,219.9248,214.3426,358.701,361.2166,277,239
"ZNF45",0.311665921246178,233.183039350181,225.725733054393,5.29164246418254,5.02269696177334,180.8053,175.5842,269.9127,271.7435,277,239
"ZNF133",0.281876615775969,284.236789169675,297.339305439331,8.08129390372262,9.15080246432545,196.4286,199.54265,337.6344,361.2739,277,239
"ZNF436",0.0398660908675473,442.356999638989,410.715576987448,11.4115373627778,9.91964477429339,313.7419,299.0775,503.6923,484.68795,277,239
"ZNF484",0.258419039041329,120.513996028881,112.361272384937,5.00511862155148,5.15074953718236,68.4695,66.66545,146.2179,128.27515,277,239
"ZNF780B",0.00549492185955003,261.781124548736,232.558255230126,7.61556493215342,7.02816579797796,169.2308,159.6033,320.6131,276.43755,277,239
"ZNF557",7.7218158029968e-06,158.716728880866,136.481953974895,3.70044345208794,3.10874247668134,110.0887,101.31705,192.8557,161.86555,277,239
"ZNF337",0.216569693058957,464.740875812274,438.097212552301,15.1414063161547,15.1500086398862,288.0215,268.537,575.9905,551.4054,277,239
"ZNF317",0.166560772243028,600.686537545126,581.706563179916,8.62699429577284,10.8443080427646,503.8552,465.3674,697.1726,671.3017,277,239
"ZNF426",0.0447626447887515,103.950864259928,95.9954627615063,2.76657642262378,2.80029842829874,71.8607,70.63925,132.5076,118.05595,277,239
"ZNF331",0.0704249275338237,571.688878700361,506.836838493724,28.9781653452705,18.8387159246858,306.3063,310.99745,671.7617,651.03195,277,239
"ZNF227",0.815566128722333,227.577733574007,225.866920083682,5.32079898341852,4.92488404813972,170.8428,175.23635,260.3821,271.0116,277,239
"ZNF141",0.881976317277364,77.3959703971119,76.8932690376569,2.31273551408939,2.46776900402767,52.8846,55.4238,90.5459,91.17355,277,239
"ZNF304",0.473103428680535,258.895372924188,252.671591631799,5.69742314207837,6.59476186744186,202.3923,188.8795,312.2973,307.59335,277,239
"ZNF132",0.801830167375095,78.0786400722022,79.1104175732218,2.70593866865285,3.11962198501107,44.2671,41.8747,103.1418,107.5144,277,239
"ZNF20",0.0353311823270608,111.979067148014,104.411984937239,2.49999729592286,2.55130870058829,84.0322,79.4676,132.5416,123.56615,277,239
"ZNF670",0.094701972193788,79.3675989169675,86.4226543933054,2.54673484797435,3.4453516215606,49.2857,54.0032,95.6497,104.92625,277,239
