"gene","p-adj-BRCA CIMP c7-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA non-CIMP c9","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-BRCA non-CIMP c9","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-BRCA non-CIMP c9","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 5","p-adj-KIRC-like c17-BRCA basal-like c8","p-adj-KIRC-like c17-BRCA CIMP c7","p-adj-KIRC-like c17-BRCA non-CIMP c9","p-adj-KIRC-like c17-Cluster 13 (HNSC-LUSC)","p-adj-KIRC-like c17-Cluster 5","p-adj-KIRC-like c17-Cluster 6","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-BRCA non-CIMP c9","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-Low purity c2-KIRC-like c17","p-adj-OV-like c1-BRCA basal-like c8","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-BRCA non-CIMP c9","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-KIRC-like c17","p-adj-OV-like c1-Low purity c2","p-adj-UCEC Serous c4-BRCA basal-like c8","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-BRCA non-CIMP c9","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-Cluster 6","p-adj-UCEC Serous c4-KIRC-like c17","p-adj-UCEC Serous c4-Low purity c2","p-adj-UCEC Serous c4-OV-like c1","mean-BRCA basal-like c8","mean-BRCA CIMP c7","mean-BRCA non-CIMP c9","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 5","mean-Cluster 6","mean-KIRC-like c17","mean-Low purity c2","mean-OV-like c1","mean-UCEC Serous c4","SEM-BRCA basal-like c8","SEM-BRCA CIMP c7","SEM-BRCA non-CIMP c9","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-KIRC-like c17","SEM-Low purity c2","SEM-OV-like c1","SEM-UCEC Serous c4","Q1-BRCA basal-like c8","Q1-BRCA CIMP c7","Q1-BRCA non-CIMP c9","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-KIRC-like c17","Q1-Low purity c2","Q1-OV-like c1","Q1-UCEC Serous c4","Q3-BRCA basal-like c8","Q3-BRCA CIMP c7","Q3-BRCA non-CIMP c9","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-KIRC-like c17","Q3-Low purity c2","Q3-OV-like c1","Q3-UCEC Serous c4","count-BRCA basal-like c8","count-BRCA CIMP c7","count-BRCA non-CIMP c9","count-Cluster 13 (HNSC-LUSC)","count-Cluster 5","count-Cluster 6","count-KIRC-like c17","count-Low purity c2","count-OV-like c1","count-UCEC Serous c4"
"ZNF599",0.987306817636558,0.999999999581936,0.996222245433019,0.999610131142393,0.999999784776569,0.999943999101134,0.960475437082956,1,0.987511177816476,0.999999573233466,0.973764324493811,0.999999998328715,0.992723578794658,0.999999966925021,0.999438523751678,0.999864937231165,0.999997313457687,0.999986306322079,0.99999999999696,0.999993033765756,0.999998797134527,0.900859125053369,0.999999835950254,0.957266600745541,0.999943589116022,0.991203569408756,0.946512576582227,0.999723836944633,0.978250266593699,0.999999999967811,0.992547558747233,0.999997761412536,0.999999987894875,0.999999483083822,0.999983953577865,0.999999999755373,0.000748545366050402,0.00369450205554211,0.00134479052832914,0.0104513868865839,7.45731614011369e-05,5.22388795908268e-05,0.00780800328280873,0.000362410044304706,0.00512525244450002,31.6854,93.65975,41.1335,77.1831,91.7600039106145,88.1113524691358,71.7092,103.358747368421,98.68045,322.6235,NA,2.64975,NA,NA,2.85089016437925,4.31318299123407,NA,13.1836507165654,15.29285,NA,31.6854,92.334875,41.1335,77.1831,64.30605,55.927425,71.7092,68.91975,91.034025,322.6235,31.6854,94.984625,41.1335,77.1831,113.2013,106.18375,71.7092,122.43525,106.326875,322.6235,1,2,1,1,179,162,1,19,2,1
"ZNF18",0.912739199442762,0.966052344524477,1,0.999999900885096,0.76955225490912,0.892973277000815,0.99689645686486,0.965342864671971,0.997460036270436,0.963459744159048,0.985206702209562,0.994887529817835,0.999729754380358,0.906770539058326,0.640142464562281,0.955586199838702,1,1,0.870816862146872,0.995206833632197,0.999341630565831,0.9991446071135,0.942714111271772,0.994406088644773,0.983703669405436,0.99997714672732,0.940781151360069,0.99039356914952,0.999996095414592,0.956900968063298,0.990124143543749,0.999527345173017,0.999916657252981,0.99746130225956,0.985131568559809,0.999997060358922,0.999997088377632,0.992046981768025,0.997600309021264,0.999754269567647,0.999998840485739,0.999929009457916,0.996191161193406,0.99999997580473,1,195.4877,117.06845,117.9159,211.831,156.195327374302,146.850448765432,114.5788,161.386368421053,174.00715,171.5045,NA,12.73995,NA,NA,3.59390542207859,3.18473808078155,NA,9.04979543735417,34.59345,NA,195.4877,110.698475,117.9159,211.831,123.00675,118.07095,114.5788,145.7754,156.710425,171.5045,195.4877,123.438425,117.9159,211.831,176.6688,172.044025,114.5788,183.4897,191.303875,171.5045,1,2,1,1,179,162,1,19,2,1
"ZKSCAN2",0.520719299572244,0.452248273663429,0.999990123451871,0.833831937016557,0.999999964927487,0.999892967731593,0.701857132292971,0.990546600519371,0.960706307818786,0.999989201526838,0.471476928089271,0.999923548588942,0.995279122238405,0.999999999941334,0.0711470087324706,0.700892638201744,1,0.999998407335774,0.999999973151664,0.999023978077526,0.999991808345731,0.892637942306753,0.923125141405647,0.871661536321843,0.999170536548174,0.947154494306626,0.18250681232327,0.98836147667814,0.484217765195427,1,0.999996682918438,0.999999788939789,0.982954180556825,0.999736288213004,1,0.892771801329548,1,0.47159873531628,0.411265505529624,0.801515831623072,0.643904791887706,0.413260832279559,0.660041855860484,0.856608953964031,0.43595928840087,351.6515,144.59925,101.4625,167.3239,203.009670391061,176.43374382716,141.8595,228.6275,139.5084,358.5198,NA,51.36955,NA,NA,6.67281177518764,5.31914878210765,NA,20.0011380671157,38.9932,NA,351.6515,118.914475,101.4625,167.3239,142.9637,133.099525,141.8595,158.76075,120.0118,358.5198,351.6515,170.284025,101.4625,167.3239,243.992,209.935325,141.8595,271.6511,159.005,358.5198,1,2,1,1,179,162,1,19,2,1
"ZNF689",0.430109831797735,0.860221494002296,0.999992641409379,0.652173842499375,1,0.999998604347669,0.545734889013723,0.99526541160652,0.999999999535272,0.999767315564038,0.380232832272898,0.999875995508539,0.999999999982237,0.999996019552463,0.431844745927961,0.885823633895013,0.999973597385086,1,0.9999946031742,1,0.999999995884388,0.70711530265551,0.979017504325385,0.999999288009553,0.99841201617593,0.9986883821195,0.742566327911137,0.99999994367063,0.313242471438442,0.999999971843937,0.999841097229437,0.999999988742082,0.963207598993706,0.996111039960199,0.999619766971421,0.908970267148,0.999999999689164,0.539921232055391,0.914884892047663,0.742398327201266,0.680363939065918,0.51109368185839,0.933321920692239,0.819724815124368,0.412092569862473,286.3003,119.1171,150.8227,120.5634,159.544196648045,144.758477777778,155.8895,171.157026315789,105.3518,274.5402,NA,45.8652,NA,NA,4.84885920252024,4.52440597417304,NA,11.1075339581236,27.5472,NA,286.3003,96.1845,150.8227,120.5634,113.82435,112.671825,155.8895,155.47085,91.5782,274.5402,286.3003,142.0497,150.8227,120.5634,197.76525,169.1773,155.8895,213.28485,119.1254,274.5402,1,2,1,1,179,162,1,19,2,1
"ZNF19",0.999999853771326,0.999999962261479,0.999941033387469,0.999965637731366,0.999999465249546,0.999205738693119,0.999861675252541,0.949912370891453,0.999999862644156,0.949339025405694,0.999670955987707,0.924516566566232,0.999999047593499,0.931894892263021,0.999832911012769,0.999679903619473,0.989688466428815,0.999991887629139,0.976092751016676,0.999999054278489,0.99999986464168,0.99988821451717,0.962548593318988,0.999999893441938,0.956394187520424,1,0.999999807229493,0.999999194569618,0.99999982923043,1,0.999936457200751,0.999999533048938,0.947933129910829,0.921895941726678,0.989342250455751,0.96101232085361,0.999999999986492,0.999999998649313,0.999999197677372,0.999994371744513,0.999261166353579,0.99853476193817,0.999040516614496,0.999395913392688,0.999999998242227,58.652,46.81825,70.3839,33.1155,80.0048932960894,82.3668907407407,91.9748,79.9496105263158,46.60925,53.8156,NA,1.59465,NA,NA,2.62798502110523,2.81770778479543,NA,8.62917198658979,1.75585,NA,58.652,46.020925,70.3839,33.1155,54.2632,54.2623,91.9748,58.91215,45.731325,53.8156,58.652,47.615575,70.3839,33.1155,98.4594,105.2975,91.9748,93.9123,47.487175,53.8156,1,2,1,1,179,162,1,19,2,1
"ZNF230",0.994393477513538,0.865145712627877,0.997704991279416,0.999380397355567,0.999999999867327,0.997831412670963,0.972113854252446,1,0.991911583385494,0.999999995365761,0.932099739865829,0.99999960628474,0.998235796747874,0.99999793233036,0.79963254824404,0.850485882405597,0.996832286053129,1,0.997122655987811,0.988954431181682,0.997345777576521,0.951500530675343,0.999999965783983,0.997765724612013,0.999999456167789,0.999902961151304,0.999999995394593,0.996718466823887,0.999816147501753,0.999994647808504,0.974470781198708,0.999999985135007,0.999810162262422,0.996966624031217,0.968828456036429,0.998790245878679,0.999999999999755,0.99021459175797,0.833678176924657,0.99875611641921,0.955017970200627,0.901446578043212,0.817262090098437,0.927371717975359,0.999526355102581,144.8476,102.03895,63.9854,107.6056,100.828540223464,94.1152092592593,62.3558,95.7529052631579,117.0369,148.2384,NA,33.36615,NA,NA,2.98064755556679,2.54361513106737,NA,7.40327751796331,62.9652,NA,144.8476,85.355875,63.9854,107.6056,74.2779,73.988225,62.3558,71.4796,85.5543,148.2384,144.8476,118.722025,63.9854,107.6056,121.8085,113.282925,62.3558,119.87715,148.5195,148.2384,1,2,1,1,179,162,1,19,2,1
"ZNF222",0.999985961629305,0.957920112665222,0.991059708975921,0.995134152087686,0.99980737527504,0.999998922927877,0.988845132042587,0.999551608964198,0.999108354544022,0.99999985524845,0.963246186342022,0.993433542008418,0.999932288724296,0.999999999999375,0.690777533999112,0.941976427578127,0.984847353107341,0.999999999999546,0.999994720707256,0.997708536835509,0.999741069820341,0.933076909909887,0.979218553751672,0.999997010172351,0.999999999994709,0.891920859373401,0.999706882250605,0.999980095337863,0.999373931474317,0.999999363289753,0.999083518779335,0.999998206499286,0.999999952929396,0.999955607794828,0.998000674796461,0.999407147587116,0.998883215592836,0.999990805262658,0.999968273613218,0.999999998514275,1,0.999999998752554,0.99990716341677,0.999999522209557,0.999999997305596,105.8576,87.75525,47.532,63.0986,71.8920888268156,65.357437037037,44.4285,60.2211157894737,77.38635,70.5185,NA,29.96955,NA,NA,2.7169944829267,2.21706079887188,NA,4.34119589088051,31.59485,NA,105.8576,72.770475,47.532,63.0986,50.5271,47.0366,44.4285,48.0422,61.588925,70.5185,105.8576,102.740025,47.532,63.0986,85.25285,81.52015,44.4285,75.0293,93.183775,70.5185,1,2,1,1,179,162,1,19,2,1
"ZNF221",0.984644503448749,0.909195621148456,0.999896413724873,0.958555553254951,0.999997593325962,0.99999999668891,0.885260972443192,0.999999941455155,0.999948327290002,0.999999795110648,0.859984020131915,0.99999924482514,0.999980861451269,0.999999973880272,0.99994238582408,0.895307848345237,0.999810940624356,1,0.99999998173978,0.999885364034952,0.999952857594503,0.878968386145682,0.999999622589823,0.999981822135824,0.999999970874522,0.999999985483695,1,0.999955821973189,0.830055141106476,0.999704883911063,1,0.999999998520948,0.999615379517193,0.999868861093098,0.999999999995139,0.999893904279373,0.9824641425688,0.99999999263152,0.999999123976836,0.999999999011415,1,1,0.999997768341097,1,0.999998900699804,31.1196,16.72925,9.1408,11.831,14.8626575418994,14.2359061728395,8.5739,14.3210684210526,9.7019,14.1813,NA,10.06995,NA,NA,0.836959945640715,0.794100972490371,NA,2.47144751403362,1.2328,NA,31.1196,11.694275,9.1408,11.831,7.7434,7.02605,8.5739,7.12355,9.0855,14.1813,31.1196,21.764225,9.1408,11.831,19.79255,18.476025,8.5739,18.87385,10.3183,14.1813,1,2,1,1,179,162,1,19,2,1
"ZNF233",0.919049778624831,0.998738921211648,0.999961062909513,0.987304503327881,0.999999994129813,0.999999795052556,0.989068658666714,0.993386212560831,1,0.999985192666543,0.957251881245396,0.999746953538319,0.999999997460915,0.99999997204525,0.477091220320316,0.999937322447819,0.998641093238756,0.999999950798334,0.999956091125376,0.999999828025413,0.999963578931715,0.998699829952294,0.962243487183723,0.999999704907388,0.9995886716155,0.992502894983208,0.627291542610542,1,0.999999994422794,0.886251377483964,0.99938032919209,0.989130534758259,0.9787704494747,0.898515868453276,0.999989758842528,0.998830546283246,0.983134931893006,0.999999999649903,0.999999257344851,1,0.999955967090765,0.999999754967045,0.999912572511398,0.999177608060425,0.984772478093801,55.4495,12.9302,28.3364,18.5915,29.8596055865922,24.114649382716,36.634,35.7034736842105,49.82055,17.0618,NA,3.718,NA,NA,1.68873599467838,1.8269882016237,NA,9.88754331031344,30.92805,NA,55.4495,11.0712,28.3364,18.5915,12.96405,8.70185,36.634,16.11015,34.356525,17.0618,55.4495,14.7892,28.3364,18.5915,41.20965,29.94065,36.634,38.0406,65.284575,17.0618,1,2,1,1,179,162,1,19,2,1
"ZNF235",0.954308455406423,0.640208230489844,0.994730535937315,0.895783853173259,0.999992722202196,0.999987359306699,0.767208455509409,0.99999996201688,0.992639473628592,0.999998554191917,0.626452868173396,0.999946050438119,0.998863962979519,0.999999999656288,0.610077016494588,0.519310097579864,0.979594177411092,0.9999999976412,0.99980780633005,0.966680348189358,0.991080371213301,0.929883947206814,0.999999981251039,0.956041450502327,0.999680795978291,0.939840020197538,0.434479422801296,0.882178030103208,0.999999998300283,0.931518624964351,0.544749831471742,0.868636371360377,0.472243376761922,0.281917075044961,0.407880940706933,0.824474467692484,0.999999993221679,0.987011106234496,0.766226811529207,0.953977930524845,0.900925021477011,0.800583037010034,0.655036997631305,0.982018055389619,1,129.9554,79.181,42.0475,62.5352,73.8598033519553,66.9694913580247,34.2957,84.3203210526316,123.48355,121.232,NA,10.5082,NA,NA,2.14450960065894,2.48003178619382,NA,12.2738941204412,67.45745,NA,129.9554,73.9269,42.0475,62.5352,54.48145,44.769325,34.2957,60.7344,89.754825,121.232,129.9554,84.4351,42.0475,62.5352,88.39015,82.39505,34.2957,85.3558,157.212275,121.232,1,2,1,1,179,162,1,19,2,1
"ZNF208",0.999997176410594,1,0.999994918816892,0.999999999998342,0.999982743439383,1,0.999998812428956,0.999999997853593,0.999997390512843,0.999987270898877,0.999999973793589,0.999998970266743,0.999999912900101,0.99999914825451,0.982888800233024,1,0.999987489224735,1,1,0.999991555383758,0.999999520827469,0.999433479670084,0.999998481609601,0.999195077415502,0.998295269007933,0.851218467011736,0.540356414131095,0.998603977889817,0.999999995857713,0.999999946304303,0.999999986054988,0.999999860019578,0.999999997493762,1,0.99999992179872,0.99960056699009,0.992581056791725,0.998989975824725,0.991235897491656,0.987343132206039,0.988509144104949,0.975755815382686,0.988540792554295,0.999709108362071,0.994029904412343,14.7111,68.38015,10.9689,2.2535,54.5169318435754,40.5934555555556,4.6767,98.7271368421053,40.41145,176.1578,NA,63.94065,NA,NA,9.86245288626804,7.05745432923663,NA,31.7546990668731,24.77625,NA,14.7111,36.409825,10.9689,2.2535,8.0037,5.156875,4.6767,13.90125,28.023325,176.1578,14.7111,100.350475,10.9689,2.2535,29.8595,22.0849,4.6767,135.3852,52.799575,176.1578,1,2,1,1,179,162,1,19,2,1
"ZNF714",0.999999999965824,0.999997866841774,0.999949009340462,0.976893077640027,0.965396760012524,0.877217459339602,0.999999999826992,1,0.999736526068803,0.884882586512637,0.999983288027911,0.999980737352222,0.992832790711838,0.975463222528415,0.0565620274408022,0.999999999799186,0.999999911956936,0.999999954227842,0.954066975600097,0.999999518414811,0.999726958116246,0.99999446510187,0.999996376702423,0.99577051818286,0.97264541696125,0.969207125707592,0.999999993099077,0.999878033253879,0.999961903019175,0.999970457101297,0.994998731129464,0.998041549383499,0.999468178602585,0.999999970851082,0.999674591384489,0.999999810525391,0.864905367382649,0.7960940619675,0.64722283695331,0.999995958839699,0.545422402182695,0.774048747978137,0.798868787925757,0.769951735574803,0.955421430266669,163.2364,186.74875,69.4698,459.7183,186.298442458101,247.537087654321,130.1677,239.119463157895,276.5632,560.6027,NA,45.21575,NA,NA,12.9575064382591,14.5616239615321,NA,41.9142675677878,240.7326,NA,163.2364,164.140875,69.4698,459.7183,80.77385,123.06115,130.1677,138.85345,156.1969,560.6027,163.2364,209.356625,69.4698,459.7183,227.25425,331.6304,130.1677,266.1191,396.9295,560.6027,1,2,1,1,179,162,1,19,2,1
"ZNF394",0.999999999749888,0.999999423320941,0.999999962207178,0.996674915418027,0.996543487431355,0.999905177126275,0.999999998093084,1,0.999999805827427,0.985517334647736,0.999999764627122,0.999999997081512,0.999999998648128,0.993756260644935,0.983537826366556,0.999999999283658,0.999999582330559,0.999983226522042,0.989502098959489,0.999997317043234,0.999971025509478,0.999999999999468,0.999999999863315,0.999997846342445,0.977783096839219,0.99999544456245,0.99651620318266,0.999999837080437,0.943973129288952,0.900787225419889,0.993635351905519,0.999999540503936,0.550013612723853,0.669369244382868,0.886929863594234,0.521293675887585,0.999987304651478,0.999996558828481,0.999999999719355,0.999990430874003,0.999982057313656,0.999998608408699,0.999855708696557,0.999927440252033,0.99831908087922,405.6864,429.9842,472.5777,593.2394,430.644177094972,448.553940740741,374.1348,416.196394736842,649.696,500.9971,NA,231.503,NA,NA,9.62395783301125,13.2954174580473,NA,20.0952823743709,269.24,NA,405.6864,314.2327,472.5777,593.2394,351.08605,358.858725,374.1348,347.35145,515.076,500.9971,405.6864,545.7357,472.5777,593.2394,481.2879,497.55465,374.1348,449.44735,784.316,500.9971,1,2,1,1,179,162,1,19,2,1
"ZNF333",0.94457012488822,0.936572902592338,0.999999949360839,0.910220278134208,0.999999000420299,0.999999999996196,0.402870794961102,0.995849747378336,0.999998448881207,0.999999956461348,0.412945020391237,0.996518269583467,0.999998927863685,0.999999975273735,0.999999999727408,0.564208752098501,0.990219194188453,0.999592129928014,0.999861681819121,0.999844183275749,0.999810769997998,0.63795277783593,0.99997783551123,1,1,0.969606260245679,0.979088417123044,0.996967565177929,0.985159288057935,0.999999676402461,0.999977280250415,0.999893364535487,0.944605624384128,0.949813227762165,0.958860861981858,0.996883219031999,0.538163922639952,0.00789529589685167,0.0216287653385732,0.0163683975220864,1.30009440703072e-05,1.40847257267263e-05,0.0017786281251494,9.11166475996428e-05,0.0183561532236914,279.2277,183.63635,166.362,159.4366,145.53101396648,146.383440740741,109.9021,162.658931578947,201.02235,451.5843,NA,16.14165,NA,NA,4.49975503271919,4.49810786393599,NA,11.8155301412371,42.06465,NA,279.2277,175.565525,166.362,159.4366,101.90455,109.447,109.9021,128.44785,179.990025,451.5843,279.2277,191.707175,166.362,159.4366,179.661,173.625425,109.9021,197.4076,222.054675,451.5843,1,2,1,1,179,162,1,19,2,1
"ZNF382",0.999998096286027,0.997310012406071,0.936994412669879,0.996672203579808,0.928842070778936,1,0.999998064035267,0.980009088896163,0.997521426356218,0.996647607889192,0.999981665765266,0.954790635029443,0.999141560776154,0.998772212901724,0.992247035265586,0.998671985842638,0.95794772802905,0.999999999998633,0.999999999981911,0.999120058793655,0.999751230754034,0.999999999920048,0.999990518638396,0.950464354588987,0.942129469184107,0.588847231360432,0.298800973868661,0.970690923649803,0.999956876891719,0.999999992882066,0.882258963699533,0.870147021564845,0.922353065072851,0.863854558171105,0.914984210144429,0.999513722145744,0.973267583154663,0.991416929291754,0.55800761121725,0.54066067092988,0.567192130935512,0.491298485251523,0.611121852202959,0.88122517872606,0.997598870021493,46.9623,60.3882,10.0548,9.0141,35.948412849162,32.6891407407407,13.2506,50.5889894736842,66.22265,97.7177,NA,1.765,NA,NA,2.39639878529094,2.05087682999681,NA,9.73107097077395,14.10535,NA,46.9623,59.5057,10.0548,9.0141,16.3291,15.488,13.2506,21.9404,59.169975,97.7177,46.9623,61.2707,10.0548,9.0141,44.7708,39.7942,13.2506,65.1797,73.275325,97.7177,1,2,1,1,179,162,1,19,2,1
"ZNF577",0.999999999436098,1,0.999999997453857,0.999999995999351,0.999998446226622,0.999999998820235,0.99999021140391,0.99999789421297,0.99998182722194,0.999529544052733,0.999993615027085,0.999998996452743,0.999987754778514,0.999634647672911,0.999999992682968,0.999999999999358,0.999999999999784,0.999999999989975,0.999999926882587,0.999998936937232,0.999999394595483,0.999889467392858,0.999915708894829,0.999827508207791,0.997998038692062,0.999707419816142,0.999224025121924,0.999976125070374,0.999943130379526,0.999978240395336,0.999914395778061,0.999142016198087,0.999999540556135,0.99999897758723,0.999985799813739,0.99999999999645,1,0.999999999485073,1,0.999999995741244,0.999990552537998,0.999993849401653,0.999999999999475,0.999892227607006,0.99994443219679,45.8307,71.44645,41.1335,9.0141,108.972475418994,105.952055555556,60.0175,131.667726315789,140.53085,46.0891,NA,26.22285,NA,NA,12.3888989509563,8.94426251253138,NA,33.4943285639968,70.17255,NA,45.8307,58.335025,41.1335,9.0141,55.57605,49.79435,60.0175,48.68965,105.444575,46.0891,45.8307,84.557875,41.1335,9.0141,110.51515,123.034225,60.0175,122.4262,175.617125,46.0891,1,2,1,1,179,162,1,19,2,1
"ZNF75A",0.99999994735191,0.997908103352908,0.999333070459804,0.999962595471947,0.999998633997831,0.999999290859798,0.999999621110469,1,0.996973398777404,0.999993196965658,0.999999793197336,1,0.99641704853577,0.999989865003931,0.999999995363551,0.99917693020939,0.999821644390183,0.999999999989665,0.99999996474451,0.999151611347777,0.998955525602719,0.999999999984788,0.999999884774748,0.988148425116001,0.999839677776183,0.997800149341242,0.999063333344167,0.995407009586271,1,0.999999893489762,0.994999301272209,0.999916187453687,0.99999730277451,0.999998635733461,0.998027740410331,0.999999999993878,0.995484322366093,0.998096148042401,0.99999999999349,0.999994126880216,0.991821807289379,0.99059122338867,0.999999995853036,0.974800517172172,0.989336350654219,346.2763,305.8096,184.6435,247.3239,304.880160335196,307.608540123457,202.6564,332.636405263158,341.57815,167.5161,NA,63.7797,NA,NA,9.70429043028385,10.8060317668084,NA,41.3288312282983,108.58475,NA,346.2763,273.91975,184.6435,247.3239,210.38505,202.43105,202.6564,226.73795,287.285775,167.5161,346.2763,337.69945,184.6435,247.3239,371.66825,390.85935,202.6564,368.54095,395.870525,167.5161,1,2,1,1,179,162,1,19,2,1
"ZNF496",0.986174665963493,0.761987950807459,0.994790360773721,0.910363574949724,0.999876021344879,0.999999581255023,0.836735485407907,0.99999290322697,0.997580005445265,0.999993003906192,0.81661339651675,0.999979617884316,0.998324335707801,0.999997010873894,0.999998154322266,0.684260089512705,0.985854081634315,0.99999999989318,0.999992246838181,0.990545660884223,0.992892673977892,0.758380423713159,0.999732955557539,0.999698963551477,0.99999995839887,0.999114395539585,0.999885429150666,0.998150890816504,0.999999981803703,0.852820866092135,0.429139141640796,0.676288169940508,0.195056048522707,0.17275440517185,0.338982312745761,0.144890639881557,0.960069955134855,0.247777461889621,0.07867015618685,0.170525785409081,0.0248756808454912,0.0219726442525278,0.0559175145929953,0.0179232049868953,0.963769786122514,538.652,344.86015,175.5027,238.8732,300.845275418994,295.093421604938,150.4334,274.305089473684,577.19805,800.7977,NA,148.41175,NA,NA,11.4601796422418,11.214134351145,NA,21.5832975844233,54.07105,NA,538.652,270.654275,175.5027,238.8732,208.6994,220.29175,150.4334,216.9153,550.162525,800.7977,538.652,419.066025,175.5027,238.8732,353.7283,336.1758,150.4334,311.59195,604.233575,800.7977,1,2,1,1,179,162,1,19,2,1
"ZNF2",0.999999524136686,0.999469425566429,0.999968043438458,0.999843970688486,0.999996402110244,0.999999999984821,0.999999999978299,0.999996333642807,0.996588164472321,0.999074386249379,0.999999939844024,0.999999994522376,0.999144116032912,0.999837086703181,0.943994020584428,0.999999997913451,0.999999999928706,0.99994534501691,0.999990193410842,0.999999999686656,1,0.999999999872372,0.999998910752183,0.99769699268817,0.999412163874515,0.999999999973254,0.999972623887336,0.999999999958377,0.872276660461931,0.408018456804492,0.352275623905862,0.425287138092822,0.138001612437713,0.081916558116825,0.770876271318256,0.170194276537732,0.0214774743657916,0.000908478122022327,0.00161098443240104,0.00237760616006399,4.43294453743581e-05,2.21591593750903e-05,0.0121442708968281,6.72850328266028e-05,0.30352584917826,120.5177,107.3216,85.9232,90.7042,116.989989385475,111.960359259259,112.2404,116.121189473684,186.14585,289.8294,NA,10.7622,NA,NA,2.56779937858547,2.86189919277984,NA,4.54008694981976,2.77924999999999,NA,120.5177,101.9405,85.9232,90.7042,91.4382,86.72625,112.2404,110.2019,184.756225,289.8294,120.5177,112.7027,85.9232,90.7042,134.8748,127.654675,112.2404,122.1152,187.535475,289.8294,1,2,1,1,179,162,1,19,2,1
"ZNF589",0.999998666591203,0.999999999993824,0.99999993692437,0.142801455201663,0.014408600203686,0.114714446938302,0.999999999977774,0.999174986827273,0.999999971430128,0.00565815928141233,1,0.999619417754558,0.999999996582367,0.0047525247449729,0.999989520175478,0.999999995457368,0.999999999684392,0.999999999987019,0.0893461540874753,0.999998203397729,0.999999485991589,0.99999999499591,0.998020866870052,0.999999561307973,0.010587326210549,0.999997858474329,0.999915839990268,0.999990041681982,0.999962378799353,0.988245579664129,0.999826930734775,0.173205482850476,0.999209522596794,0.998428328074468,0.999329168706566,0.99987981945965,0.999999901611859,0.999729828554493,0.999998698627768,0.254754127717874,0.999999883631763,0.999999495816427,0.999989184742692,0.999999997492079,0.99999998309785,233.1141,176.67095,216.6362,753.8028,246.571702234637,240.240282716049,198.7591,258.309121052632,316.1007,281.6308,NA,118.95725,NA,NA,9.91405465750054,10.2374351959203,NA,31.4465771114636,60.7261,NA,233.1141,117.192325,216.6362,753.8028,159.3404,149.8017,198.7591,164.16985,285.73765,281.6308,233.1141,236.149575,216.6362,753.8028,308.2629,307.7616,198.7591,355.9617,346.46375,281.6308,1,2,1,1,179,162,1,19,2,1
"PRDM9",0.999565007113855,1,0.999013755737441,1,0.999013755737441,1,0.999999999176543,0.993622358133011,0.999999948123636,0.999999948123636,1,0.983360524377307,0.999999999537692,0.999999999537692,0.995810510485914,1,0.999013755737441,1,1,0.999999948123636,0.999999999537692,0.99999862618344,0.999726844266728,0.999990359742418,0.999990359742418,0.997494879445508,0.960578350381778,0.999990359742418,0.999999999998884,0.995259320066965,1,1,0.999998914351151,0.999999990009879,1,0.999850373605171,0.206639223150151,0.359377365582732,0.179292774681483,0.179292774681482,0.0151529545424833,0.0107906821933716,0.179292774681483,0.0377540368918422,0.0614052186977292,0.5658,5.8623,0,0,1.52418044692737,0.898841975308642,0,2.82482105263158,0,23.9309,NA,5.8623,NA,NA,0.45775351349552,0.465121926038088,NA,2.26675506577596,0,NA,0.5658,2.93115,0,0,0,0,0,0,0,23.9309,0.5658,8.79345,0,0,0.1424,0,0,0.3942,0,23.9309,1,2,1,1,179,162,1,19,2,1
