"gene","p-adj-BRCA CIMP c7-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA non-CIMP c9","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-BRCA non-CIMP c9","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-BRCA non-CIMP c9","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 5","p-adj-KIRC-like c17-BRCA basal-like c8","p-adj-KIRC-like c17-BRCA CIMP c7","p-adj-KIRC-like c17-BRCA non-CIMP c9","p-adj-KIRC-like c17-Cluster 13 (HNSC-LUSC)","p-adj-KIRC-like c17-Cluster 5","p-adj-KIRC-like c17-Cluster 6","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-BRCA non-CIMP c9","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-Low purity c2-KIRC-like c17","p-adj-OV-like c1-BRCA basal-like c8","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-BRCA non-CIMP c9","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-KIRC-like c17","p-adj-OV-like c1-Low purity c2","p-adj-UCEC Serous c4-BRCA basal-like c8","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-BRCA non-CIMP c9","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-Cluster 6","p-adj-UCEC Serous c4-KIRC-like c17","p-adj-UCEC Serous c4-Low purity c2","p-adj-UCEC Serous c4-OV-like c1","mean-BRCA basal-like c8","mean-BRCA CIMP c7","mean-BRCA non-CIMP c9","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 5","mean-Cluster 6","mean-KIRC-like c17","mean-Low purity c2","mean-OV-like c1","mean-UCEC Serous c4","SEM-BRCA basal-like c8","SEM-BRCA CIMP c7","SEM-BRCA non-CIMP c9","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-KIRC-like c17","SEM-Low purity c2","SEM-OV-like c1","SEM-UCEC Serous c4","Q1-BRCA basal-like c8","Q1-BRCA CIMP c7","Q1-BRCA non-CIMP c9","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-KIRC-like c17","Q1-Low purity c2","Q1-OV-like c1","Q1-UCEC Serous c4","Q3-BRCA basal-like c8","Q3-BRCA CIMP c7","Q3-BRCA non-CIMP c9","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-KIRC-like c17","Q3-Low purity c2","Q3-OV-like c1","Q3-UCEC Serous c4","count-BRCA basal-like c8","count-BRCA CIMP c7","count-BRCA non-CIMP c9","count-Cluster 13 (HNSC-LUSC)","count-Cluster 5","count-Cluster 6","count-KIRC-like c17","count-Low purity c2","count-OV-like c1","count-UCEC Serous c4"
"ZNF566",0.539706133558077,0.658510316842301,0.999999999833865,0.495235400552232,0.999996102450303,0.999999964617454,0.525303808904487,0.999812473852829,0.999867541510741,0.995634991082678,0.470188541038134,0.999964767199582,0.999960284221892,0.997803557287203,0.99928724381931,0.485738272704257,0.999994533634554,0.999999941342319,1,0.994910656940497,0.997388776804699,0.631018483053607,0.999259681236474,0.999584427109105,0.991864631612634,0.99999125924031,0.999049999756853,0.990703380211887,0.994479399638976,0.931100466061081,0.961882768601527,0.880854419965833,0.946999909500142,0.914657570413824,0.874173746006366,0.981564566720113,0.976118721451403,0.0227386445754238,0.0659884794850711,0.0331484586930169,0.00756502723374342,0.00568401592179801,0.0317741141357222,0.0145970780204534,0.387334918610818,316.0054,132.7677,121.5722,98.0282,164.512191061453,158.812851851852,96.6515,172.022947368421,232.2142,434.9657,NA,41.4831,NA,NA,4.87724531619523,6.17686137880633,NA,14.781134365116,95.4064,NA,316.0054,112.02615,121.5722,98.0282,115.9968,103.68,96.6515,119.89215,184.511,434.9657,316.0054,153.50925,121.5722,98.0282,189.38275,201.8966,96.6515,219.2479,279.9174,434.9657,1,2,1,1,179,162,1,19,2,1
"ZNF224",0.0526763072262105,0.609054215456008,0.99718067844596,0.265560577146762,0.999999882943886,0.999954640309872,0.0854868486202728,0.966899233602772,0.999999993459628,0.999934147307002,0.0504544740598883,0.993921264801731,0.99999724085415,0.999998236966256,0.77258833931082,0.163148580177431,1,0.999134524959335,0.999999973249569,0.997327254856335,0.999619269952583,0.0893355350347733,0.983806334484007,0.999999954063301,0.999976945540391,0.999999979704717,0.999921361954628,0.998624900687864,0.454926023736273,0.975510096382178,0.999999999993783,0.99953218697743,0.999992952507087,0.99957083784335,0.994415037686102,0.999980713509944,0.866728070354983,0.936754014606365,0.999992273046838,0.994489149930181,0.998628520455313,0.993087570660505,0.975319312952135,0.998108268070931,0.999995147733563,500.4569,135.84915,236.2797,166.4113,218.18048603352,200.451549382716,136.5202,213.236294736842,246.46595,293.1376,NA,25.70465,NA,NA,7.75968973504326,6.53728364666236,NA,18.5491990406665,105.08485,NA,500.4569,122.996825,236.2797,166.4113,150.0554,135.532575,136.5202,165.4181,193.923525,293.1376,500.4569,148.701475,236.2797,166.4113,258.3236,258.265375,136.5202,275.43985,299.008375,293.1376,1,2,1,1,179,162,1,19,2,1
"ZNF529",0.999999996529907,0.997864022902244,0.978956390563208,0.761667078196062,0.453547732755929,0.995914619591125,0.998948822182717,0.929164068651911,0.999993687954481,0.789885518807668,0.997816949195893,0.892749180960644,0.999998887886655,0.830976894337459,0.999531788507155,0.988055922258144,0.925881192128709,0.999999978968871,0.99952277125257,0.999332836195312,0.999726991756344,0.999962590990226,0.991944100771771,0.999743686372952,0.663622736976766,0.991519488307942,0.94944905576963,0.994719285948498,0.999961990070672,0.999994485365857,0.897105042335086,0.249290620013343,0.620384900025934,0.546239683284745,0.772611338771702,0.867764465471687,0.86385053629465,0.833321593518129,0.324936651501791,0.0328565792832918,0.089538422103222,0.0731506710845475,0.209649023143448,0.18945326062226,0.954805321609053,375.4155,404.97855,214.808,40,271.355562011173,261.178234567901,173.0374,304.273636842105,460.4989,674.2743,NA,145.52085,NA,NA,10.2708816277144,10.3142985229409,NA,31.6878641163271,102.1927,NA,375.4155,332.218125,214.808,40,181.88935,169.61715,173.0374,204.117,409.40255,674.2743,375.4155,477.738975,214.808,40,306.20805,309.7037,173.0374,335.68545,511.59525,674.2743,1,2,1,1,179,162,1,19,2,1
"ZNF284",0.622223300556997,0.339081877722042,0.998770589652671,0.265549244638375,0.995302472366929,0.999999999815535,0.088219388589121,0.998318055303011,0.999997291743447,0.999921262452368,0.0783360354871879,0.997018304875177,0.999999102317804,0.999961194342543,0.999994173269844,0.161096001669808,0.97226905320411,0.999998315536227,0.999999966960717,0.996834259074499,0.997881298627086,0.0721670033678349,0.993475594774542,0.999999967859728,0.999994955909952,0.999861811750433,0.999994452424211,0.999346982256176,0.369095371057222,0.999988072621191,0.999993789674198,0.999915202944414,0.999999995608017,0.999999939089099,0.998049060550317,0.999997796166954,0.999997727625317,0.875598357646175,0.591370325773264,0.500124817195322,0.295165333856696,0.270909154098743,0.346729306876008,0.249221661669512,0.665075539702238,118.874,60.0137,36.5631,32.1127,45.8461156424581,44.7499932098765,24.1629,42.3126473684211,49.03405,106.0425,NA,11.4402,NA,NA,1.83929388168188,1.91238056365722,NA,5.07444700754286,30.67575,NA,118.874,54.2936,36.5631,32.1127,31.4095,25.71285,24.1629,23.30765,33.696175,106.0425,118.874,65.7338,36.5631,32.1127,54.69475,59.8499,24.1629,54.28575,64.371925,106.0425,1,2,1,1,179,162,1,19,2,1
"ZNF749",0.978263811355451,0.999999999985572,0.989307302839798,0.99996095147559,0.999922617699687,0.999993488058352,0.999999921807134,0.831146638251888,0.999999999923857,0.999981033619851,0.99999999536854,0.778219437578374,1,0.999939873688541,0.999772254237296,0.999964310796148,0.768491733609504,0.999845219570637,0.990470434389566,0.993524501125168,0.996264373782811,0.999999979615725,0.846085551947594,0.999999999996001,0.999973392145094,0.99999999983987,0.999999998816545,0.995690826020625,0.917725941624149,0.999999110679823,0.94949199560226,0.998036468760317,0.526927711857886,0.459819435155513,0.586791598101454,0.562620540699267,0.999999999877973,0.953736164891162,0.999999977842716,0.999764680480314,0.99999234113427,0.999998350536171,0.999996697288232,0.999996705511814,0.86157840050507,56.2982,97.882,60.3291,77.7465,63.7689776536313,61.7403388888889,35.0751,62.8698736842105,107.6896,51.1855,NA,27.5342,NA,NA,2.35686158594207,2.09842355372165,NA,5.64264148903095,52.9665,NA,56.2982,84.1149,60.3291,77.7465,41.71415,42.3005,35.0751,41.1417,81.20635,51.1855,56.2982,111.6491,60.3291,77.7465,80.5379,75.6967,35.0751,84.2294,134.17285,51.1855,1,2,1,1,179,162,1,19,2,1
"ZNF17",0.999961319056025,0.999967335163021,0.984569488412126,0.962696885961497,0.995301913925723,0.759801726607318,0.999999936819332,0.965845103329312,0.999983934125656,0.587835581046471,0.999998747597948,0.93356680510008,0.999998023011484,0.517638421370684,0.995721385194289,0.997482967471451,0.888499239048733,0.999998520351008,0.519013211707802,0.993985769934169,0.99736558256133,1,0.997114950835864,0.999615466971816,0.767442688059704,0.994552037554505,0.938691503063307,0.976891097174833,0.978179937969849,0.998761970986205,0.771731340848525,0.999999726156134,0.365275379047588,0.282857687765415,0.49444307950387,0.648365842956183,0.997570924114513,0.89032886582976,0.999998659282033,0.521808135553838,0.994238522685308,0.997493613549446,1,0.977608691448065,0.4976466198891,114.0109,136.4002,88.6654,176.9014,105.209646927374,101.667988888889,70.9297,113.348594736842,164.21865,71.1279,NA,36.7408,NA,NA,2.77993821298848,2.53648524229585,NA,8.97689337198003,58.68115,NA,114.0109,118.0298,88.6654,176.9014,80.07545,83.3624,70.9297,92.0415,134.878075,71.1279,114.0109,154.7706,88.6654,176.9014,125.38835,118.034725,70.9297,129.4004,193.559225,71.1279,1,2,1,1,179,162,1,19,2,1
"ZNF555",0.652577990295412,0.991607746430971,0.999050919386457,0.99999780167864,0.892919379699676,0.999765463397768,0.853818176680627,0.986721063372449,0.999999998410667,0.987648424572213,0.761260743067163,0.997995922592519,0.999999088024764,0.966132415324954,0.856387546150603,0.99886862037922,0.990386910780419,0.999999962724721,0.999995099671187,0.999973695309482,0.999679428967884,0.931125531869125,0.962020635258411,1,0.997099520790953,0.999477823145336,0.924165058609704,0.999999450882554,0.940393899415162,0.999503450417125,0.999999994785642,0.99558798618726,0.999999999991733,0.999999999285232,0.999986379163677,0.999999452077914,0.995257865215715,0.997775039020865,0.999999999998613,0.999917518785611,0.999999864155359,0.999989945215237,0.999999998843507,0.99999999998411,0.999999844890291,19.5205,91.43435,63.0713,35.493,68.0855709497207,73.3193037037037,53.0024,62.8975526315789,70.0655,59.8272,NA,42.86085,NA,NA,2.2900252582854,2.41706253708415,NA,5.15666329559858,32.2146,NA,19.5205,70.003925,63.0713,35.493,47.9695,52.5612,53.0024,46.39025,53.9582,59.8272,19.5205,112.864775,63.0713,35.493,81.3406,87.740775,53.0024,77.1835,86.1728,59.8272,1,2,1,1,179,162,1,19,2,1
"ZNF75D",0.999999999980819,0.999999999941225,1,0.999991652113939,0.999995855070033,0.999999421009771,0.999990236802666,0.998667935800097,0.999862518125045,0.989012350570209,0.999998778204076,0.999692469812476,0.999967046910847,0.994430271088525,0.99745572974865,0.9999998757492,0.999994784041038,0.999997192287714,0.999513058936202,1,1,0.999860139343461,0.992496237667147,0.99907094290569,0.972791223920123,0.999321832278856,0.983619930050651,0.999999964241161,0.999999995828811,0.999999999979486,1,0.999999457539829,0.995260666235156,0.998526642907426,0.999974538118291,0.981410173971246,0.999999999879795,1,1,0.999999555746794,0.999834972241987,0.999958916714763,0.999996525379852,0.998936269358452,1,308.7206,281.4672,273.0713,173.1549,406.60264972067,385.867875925926,392.6779,445.620652631579,259.04775,270.1152,NA,172.0178,NA,NA,16.8803310681484,17.3472991890536,NA,46.3665825433585,42.63305,NA,308.7206,195.4583,273.0713,173.1549,261.99285,255.9144,392.6779,332.34685,237.731225,270.1152,308.7206,367.4761,273.0713,173.1549,463.2267,429.501325,392.6779,524.3352,280.364275,270.1152,1,2,1,1,179,162,1,19,2,1
"ZNF197",0.999815753133033,0.999003603695591,0.999999899156293,1,0.999688484934638,0.998575036757937,0.97402657378832,0.999851901839483,0.999999999955421,0.965991329893741,0.937558194199778,0.997621889396855,0.999999770112984,0.922821520821654,0.831762866209852,0.862354409789924,0.973459570117959,0.998483520136419,0.845687990120981,0.990574758622338,0.997711534715141,0.986393073322757,0.999983240633915,1,0.981528208120233,0.999998930923954,0.987329771793102,0.986155318592961,0.999997626369881,0.999999622476005,0.999965791315146,0.999994147368906,0.990228685798522,0.957840965994565,0.914465803164497,0.997103440517902,0.22407439823562,0.3440083137755,0.715127371519851,0.207713793471093,0.287242633077745,0.394836691027043,0.990556494884613,0.273921598062177,0.211021030987154,186.4347,263.0399,295.2468,181.4085,306.362860335196,324.194808024691,409.9894,298.074105263158,232.5153,556.1711,NA,57.7125,NA,NA,6.8630128992585,8.75349404598018,NA,20.1682724404886,16.3446,NA,186.4347,234.18365,295.2468,181.4085,246.3533,249.36845,409.9894,249.06915,224.343,556.1711,186.4347,291.89615,295.2468,181.4085,354.43565,378.991,409.9894,357.7794,240.6876,556.1711,1,2,1,1,179,162,1,19,2,1
"ZNF732",0.965777085127154,1,0.956375071383471,1,0.962801296491718,1,0.999991337361987,0.883165328140628,0.999974177282156,0.999987279294136,0.99999575851243,0.862620040324343,0.99998610151785,0.999993552601969,0.999999464141695,0.999973835663355,0.999658156126199,0.999947831633793,0.999966773403685,0.999999897490627,0.999999697271791,0.999995892058344,0.895382068388428,0.999986810334916,0.999993802506821,0.999999999955424,1,0.999999803199361,0.998107382463267,0.999969498987696,0.997075667458716,0.997801377130521,0.998321360942498,0.997393306357035,0.999999904125712,0.998317905126078,1,0.972350644411902,0.999999999998462,1,0.999996913641207,0.999998633089529,0.99998594600069,0.999998646076693,0.998712888742092,0.8487,22.748,0,0.5634,7.12494245810056,6.6312,10.9123,6.74151052631579,15.5032,1.5511,NA,21.6381,NA,NA,1.22244936540682,0.975758888814511,NA,2.11973644048696,0.7834,NA,0.8487,11.92895,0,0.5634,1.2348,1.45865,10.9123,1.20775,15.1115,1.5511,0.8487,33.56705,0,0.5634,6.085,5.559625,10.9123,7.5002,15.8949,1.5511,1,2,1,1,179,162,1,19,2,1
"ZNF546",0.997600671790071,0.998171810513102,0.999999999983941,0.99755252074886,0.999999999726221,1,0.998688053695124,0.99999843093975,0.999997677808231,0.999993783894428,0.990897321788274,1,0.999999999558241,0.999999994927379,0.50736480014038,0.996432061781853,0.999999995396394,0.999999999998674,1,0.999979809753632,0.999999937022148,0.999999787716006,0.991233840076973,0.997625931770055,0.996522838188264,0.544010743073653,0.0794403123441314,0.994361811264611,0.999089358144135,0.999999999893069,0.999999991679044,0.999999962226806,0.999999995158201,0.999999999631167,0.999999789438493,0.997640834311327,0.987847078280452,0.542176016480648,0.677767803889176,0.656244106965669,0.398672917177881,0.262009508063157,0.626284360631304,0.766683772842217,0.612284332356158,76.9503,48.9258,45.7038,44.507,55.7108312849162,49.5212456790123,42.8696,69.148,52.1749,117.2169,NA,18.7768,NA,NA,1.87784061093834,2.08275595993508,NA,9.60139136210193,2.5482,NA,76.9503,39.5374,45.7038,44.507,36.369,30.125325,42.8696,42.7982,50.9008,117.2169,76.9503,58.3142,45.7038,44.507,68.74145,63.694275,42.8696,79.1271,53.449,117.2169,1,2,1,1,179,162,1,19,2,1
"ZNF286A",0.999404691238922,0.997094421585996,0.779450621006213,0.999999998680162,0.999950549289095,0.989858298807135,0.999999857753911,0.8397381199546,0.994025000998773,0.999971460294643,0.999992469280516,0.713268620067457,0.998440231248257,0.999721157622517,0.915578587311442,0.999417215062576,0.874757483874761,0.999999998620666,0.997114512538905,0.999257666959206,0.999894442119173,0.999999994629465,0.914155239672424,0.990993826301674,0.999994746381461,0.999999216537647,0.993764748052683,0.998604075799176,0.998197776008814,0.999999999785467,0.713096582656131,0.999769283157625,0.734751907343975,0.586914749387533,0.823488452946369,0.840159006305817,0.999559064465323,0.999999999997285,0.863758243712507,0.999951460862997,0.964548890628857,0.926982622195244,0.925421351055165,0.980310846874194,1,270.1747,403.9257,81.3528,304.7887,228.688531284916,204.961835802469,116.1377,240.796968421053,423.9099,419.0117,NA,77.6216,NA,NA,13.8944580066296,8.64731034967476,NA,25.2848339343964,92.9653,NA,270.1747,365.1149,81.3528,304.7887,142.7973,133.726225,116.1377,148.52235,377.42725,419.0117,270.1747,442.7365,81.3528,304.7887,261.56645,241.127325,116.1377,358.6839,470.39255,419.0117,1,2,1,1,179,162,1,19,2,1
"ZKSCAN4",0.999999999946164,0.996317286452775,0.99538721796584,0.946607011453122,0.920017274050014,0.999992662108788,0.999991419180411,0.999993801885814,0.997870373642262,0.913665950117306,0.999903051239189,0.999824644076353,0.999513266840459,0.953744853291746,0.949813714469497,0.999532796833463,0.999558538738443,0.999999986528632,0.999782730031703,0.999935768569779,0.999995164960744,0.999969086537713,0.999965871550935,0.999202007365946,0.946532868945434,0.999999028893789,0.999999924742297,0.999986586226832,1,0.999999999186486,0.988478077592118,0.872732288080365,0.999789673683726,0.998063071673465,0.998342057916062,0.999427271511315,0.999779257934974,0.997792179358237,0.876168453420997,0.625921351049116,0.946796712900207,0.903423422945144,0.946307018028322,0.933668713859701,0.999373039399012,156.7296,150.2838,96.8921,68.7324,136.398283798883,129.718200617284,110.6815,132.586715789474,157.40715,198.7591,NA,47.2745,NA,NA,3.36052771823497,3.97426356538428,NA,5.55181587632162,23.85665,NA,156.7296,126.64655,96.8921,68.7324,106.984,99.680975,110.6815,118.6221,145.478825,198.7591,156.7296,173.92105,96.8921,68.7324,166.17655,156.9204,110.6815,146.78945,169.335475,198.7591,1,2,1,1,179,162,1,19,2,1
"ZNF643",0.905768633080961,1,0.881987115031914,0.999997766308843,0.989955162228962,0.999992867988233,0.999531997490187,0.875479526202713,0.99893769995059,0.999999997513945,0.999749285338448,0.842825585109041,0.99938677525072,0.999999999891508,0.999982678571969,0.99999999999633,0.936601599629688,0.999999999693528,0.999999763692021,0.999899297933463,0.999953846085395,0.999982288531116,0.759598823722572,0.999939514359445,1,0.996769341434407,0.999639262420475,0.999998452158913,6.68089521038695e-07,8.69275252135537e-06,4.78871391096369e-07,6.37739673481352e-06,0,0,1.12423601061895e-06,0,0.487936507643949,0.990342090035428,0.451310064309266,0.743061498850307,0.36079814874889,0.330035660278814,0.546880198581021,0.269953485796832,0.0348737304860753,24.6128,88.73165,21.9378,43.3803,49.5627826815642,47.7406956790123,28.8396,41.8965842105263,278.6248,133.8356,NA,75.41315,NA,NA,2.45751190507078,2.42737043643229,NA,6.00982611046988,212.1753,NA,24.6128,51.025075,21.9378,43.3803,29.37835,27.596525,28.8396,21.99,172.53715,133.8356,24.6128,126.438225,21.9378,43.3803,59.65455,60.542775,28.8396,56.9932,384.71245,133.8356,1,2,1,1,179,162,1,19,2,1
"ZNF642",0.998991536673889,0.999986136311565,0.999999958046007,0.999999995530371,0.993370976246564,0.999758121566843,0.998931791584292,0.999999966055049,0.999999999858922,0.990295892050338,0.999019107965384,0.999999948414149,0.999999999922197,0.990844142092835,0.999999999998852,0.999999894789038,0.999984934409784,0.999999992373822,0.999988835162698,0.999995626508157,0.999996339668765,0.99939314817101,0.999999867214837,0.999999999994544,0.993652687899771,0.999999999322755,0.999999999932476,0.999998421718278,0.00279393602328437,0.0031698285168279,0.0188838114328802,0.00119330911344362,5.15728572847429e-07,4.93992887040662e-07,0.00867082030103361,1.56471871737285e-06,0.845876894145129,0.985749452051791,0.979462123399739,0.74281053730422,0.895085273440875,0.892132445254038,0.94328562691509,0.89456880942853,0.47888507042594,66.4828,113.149,98.7203,53.5211,104.969211173184,104.570291358025,84.9598,103.178189473684,311.96085,179.4815,NA,50.9958,NA,NA,2.72203190399802,4.53631906490688,NA,10.0348972785993,198.60585,NA,66.4828,87.6511,98.7203,53.5211,81.574,72.910075,84.9598,70.4577,212.657925,179.4815,66.4828,138.6469,98.7203,53.5211,124.63485,121.5751,84.9598,123.19705,411.263775,179.4815,1,2,1,1,179,162,1,19,2,1
"ZNF490",0.984958836179902,0.999999712995492,0.915657029852299,0.764429835764547,0.0603785275907545,0.907246797197703,0.999999956990087,0.869692743966081,0.999725828679442,0.174241538317178,1,0.681343160758721,0.999993824792208,0.286641856922044,0.480813336392676,0.999999999973094,0.993459127920355,0.999995886334488,0.698467128201159,0.999999999992366,0.999999999501223,1,0.778970528218444,0.999985347621419,0.287823752203037,0.999147621604321,0.999999973518878,0.999999999994263,1,0.942434984915036,0.99999904443353,0.584839973911948,0.999998989862916,1,0.999999999882067,0.999999999997232,0.964536026969299,0.254819567442742,0.994576488408371,0.999966111369381,0.605028087996589,0.761387885693963,0.941406687159817,0.752929679684098,0.915610787562944,193.7902,111.1307,219.3784,346.4789,179.141009497207,193.627087037037,184.7291,190.272431578947,193.97995,302.238,NA,27.8899,NA,NA,4.63078447789326,4.8441506406478,NA,13.8804969179403,8.31215,NA,193.7902,97.18575,219.3784,346.4789,143.36135,155.03935,184.7291,138.2984,189.823875,302.238,193.7902,125.07565,219.3784,346.4789,205.65745,228.659925,184.7291,214.52055,198.136025,302.238,1,2,1,1,179,162,1,19,2,1
"ZNF626",0.999999999658558,1,0.999999995911363,0.999999999996505,0.999999961858189,1,0.99970412927548,0.999563443685,0.999437114858502,0.99888481672932,0.997520772407622,0.993641844429851,0.996052943860041,0.993488529631857,0.69948196223748,0.999865185171797,0.999930708978633,0.999774355620788,0.9996047530708,0.99999999509563,1,0.999337508247635,0.998888482658253,0.998839889647773,0.997886122261236,0.999998518854244,0.999979997875878,0.999999999983537,0.999985368647448,0.999996137191078,0.999967928340385,0.999926444438895,0.999999999737192,0.999993823995206,0.999999967185094,0.99999994639258,0.999528850726506,0.99967290118617,0.999273949462562,0.998833817618665,0.999999318305295,0.999999999875845,0.999999999984376,0.999999962632824,0.999998871009395,45.5478,90.82425,31.0786,14.0845,222.103149162011,275.979314197531,272.0272,244.969552631579,196.57345,309.107,NA,14.61415,NA,NA,19.8667078075938,21.7523263552916,NA,49.609415250383,0.169250000000005,NA,45.5478,83.517175,31.0786,14.0845,57.69465,61.455675,272.0272,101.01085,196.488825,309.107,45.5478,98.131325,31.0786,14.0845,299.55545,399.07175,272.0272,336.47985,196.658075,309.107,1,2,1,1,179,162,1,19,2,1
"ZNF793",0.999971913102265,0.999996823013687,0.994926691342192,0.999983002671645,0.989745502271575,0.999999999996748,0.999974588743955,0.999999998467897,0.989904595135656,0.978789217159698,0.999998067051364,0.999998933054166,0.996133783712857,0.990596906363099,0.976919673979073,1,0.999983753989573,0.999994325138293,0.99997270524588,0.999987164721999,0.999999254268102,0.999856253080027,1,0.980826134561317,0.963873686775703,0.99995739603471,0.989546996384882,0.999915078264586,0.926609365975171,0.983823910079285,0.705110549868975,0.640666777519898,0.783596941468315,0.671389111918262,0.935638588914186,0.900963313929457,4.83577332721641e-06,7.95697589039968e-07,6.262179497174e-07,3.98886101704576e-07,2.10930717337021e-10,9.30679977528825e-11,5.54314463319105e-06,1.27910948499732e-09,7.65921012412241e-05,64.5024,118.04105,16.4534,6.1972,107.82865027933,96.6999438271605,67.8119,118.904126315789,215.4617,739.1979,NA,79.51725,NA,NA,7.25099471818068,6.07307550341469,NA,18.8775266862832,67.579,NA,64.5024,78.282425,16.4534,6.1972,48.76295,45.99905,67.8119,65.4177,181.6722,739.1979,64.5024,157.799675,16.4534,6.1972,135.0768,129.987575,67.8119,208.13645,249.2512,739.1979,1,2,1,1,179,162,1,19,2,1
"ZNF383",0.931297112239043,0.537697139185521,0.990582891144278,0.963623759271848,1,0.997930764256442,0.484431230873637,0.999674529584322,0.998809771683882,0.99999559833606,0.351533489459395,0.994722605747895,0.999895504677399,0.999858636910692,0.698768571762877,0.377006651176601,0.953932538100579,0.999999959986009,0.98698529377695,0.983252238198272,0.996051072341866,0.565920989351483,0.999938785022695,0.998083164732784,0.999999293256022,0.999999795674607,0.983395899373141,0.978506668937179,0.978054952224153,0.999999819499411,0.962986701237366,0.999999776590806,0.988307061165559,0.943857733667632,0.881706017274647,0.995794345544839,0.255300566647555,0.000880952239964428,0.000229567772912054,0.00694713875921571,9.32717270973882e-07,3.14628322617416e-07,7.82954971989547e-05,2.64246189951578e-06,0.00222408690503562,168.0458,103.0025,54.8446,100.2817,84.870769273743,77.1531962962963,42.0902,87.4855842105263,113.6889,305.3401,NA,36.8421,NA,NA,3.4384612003676,2.21846356051308,NA,7.62182934024941,12.0602,NA,168.0458,84.58145,54.8446,100.2817,57.84005,54.7537,42.0902,66.5728,107.6588,305.3401,168.0458,121.42355,54.8446,100.2817,95.00095,92.34905,42.0902,108.46295,119.719,305.3401,1,2,1,1,179,162,1,19,2,1
"ZNF669",0.999937179183536,0.999372338227125,0.999999770467101,0.994654698159966,0.999933229558917,0.999999969309612,0.999999996181335,0.999582345594355,0.997969210346795,0.97800587207913,0.999999999998312,0.998045133963655,0.995043020705777,0.961355988158861,0.994103804743564,0.999744562202879,0.999999990732036,0.999999999998621,0.999999617078608,0.999305872869733,0.998010302981153,0.999999998471435,0.999634965130256,0.998068979211416,0.97958655131635,1,0.99999764955674,0.999328521274002,0.989705898270271,0.641521697174585,0.689045330868551,0.504669396173725,0.569119578493122,0.672316941990589,0.745179067795803,0.644721757922791,0.999530081763361,0.941271322355709,0.921631494741434,0.825163445745806,0.977503881607831,0.988273286083367,0.943328384722253,0.982254134029196,0.999999960203617,125.3271,93.483,76.7824,61.4085,116.696310055866,121.662738271605,81.842,117.355789473684,185.87785,172.1693,NA,9.7356,NA,NA,3.46551909328168,3.78837759085555,NA,12.867350196013,13.89085,NA,125.3271,88.6152,76.7824,61.4085,86.762,85.282,81.842,79.23375,178.932425,172.1693,125.3271,98.3508,76.7824,61.4085,139.5275,149.994725,81.842,151.391,192.823275,172.1693,1,2,1,1,179,162,1,19,2,1
