"gene","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 14-BLCA nonsquamous-like c1","p-adj-RNA cluster 14-GBM-like c6","p-adj-RNA cluster 14-LAML-like c13","p-adj-RNA cluster 14-LUAD-like c10","p-adj-RNA cluster 14-RNA cluster 12","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 2-RNA cluster 14","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 14","p-adj-RNA cluster 3-RNA cluster 2","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 14","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-UCEC-like c11-BLCA nonsquamous-like c1","p-adj-UCEC-like c11-GBM-like c6","p-adj-UCEC-like c11-LAML-like c13","p-adj-UCEC-like c11-LUAD-like c10","p-adj-UCEC-like c11-RNA cluster 12","p-adj-UCEC-like c11-RNA cluster 14","p-adj-UCEC-like c11-RNA cluster 2","p-adj-UCEC-like c11-RNA cluster 3","p-adj-UCEC-like c11-squamous-like c4","mean-BLCA nonsquamous-like c1","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 14","mean-RNA cluster 2","mean-RNA cluster 3","mean-squamous-like c4","mean-UCEC-like c11","SEM-BLCA nonsquamous-like c1","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 14","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-squamous-like c4","SEM-UCEC-like c11","Q1-BLCA nonsquamous-like c1","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 14","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-squamous-like c4","Q1-UCEC-like c11","Q3-BLCA nonsquamous-like c1","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 14","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-squamous-like c4","Q3-UCEC-like c11","count-BLCA nonsquamous-like c1","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 14","count-RNA cluster 2","count-RNA cluster 3","count-squamous-like c4","count-UCEC-like c11"
"ZKSCAN2",0.21883069693563,0.999985500930436,0.496233548446614,0.999993168403966,0.0401128661920431,0.99999996981547,0.987884882546039,0.873367368308688,0.999856473523209,0.986518408632025,0.665914977620574,0.984064708753479,0.934466470461262,0.180187322085309,0.999616102546526,0.999999035496027,0.189292811952304,0.999999992779718,1,0.996717164880129,0.655304214089323,0.123962438175644,0.999999942090909,0.334314728876611,0.0130598186653564,0.741843634366469,0.930515663277559,0.0948675772809742,0.999999980932756,0.0089432203920633,0.998015070108723,0.652178500032233,0.826882499065304,0.03804099301745,0.998256111134466,0.0026149508109049,0.727762471012173,0.998630494476195,0.940600262259633,0.503183727038905,0.999141975156443,0.999999994864673,0.763010939634575,0.989580332074926,0.200429873298903,157.2244,446.8339,208.3218,190.393506268657,275.2525,340.54295,189.646,474.0741,139.302733333333,358.5198,NA,NA,NA,4.33446257232446,NA,82.48945,6.32279999999999,NA,10.8913037940954,NA,157.2244,446.8339,208.3218,138.9007,275.2525,299.298225,186.4846,474.0741,107.8326,358.5198,157.2244,446.8339,208.3218,228.21205,275.2525,381.787675,192.8074,474.0741,167.3239,358.5198,1,1,1,335,1,2,2,1,9,1
"ZNF689",0.774889341784886,0.527516345919046,0.99999795267188,0.99999991829092,0.462337894126309,0.172515853479705,0.999999999962005,0.834331680847764,0.604049930681161,0.999999999976874,0.999999999829239,0.685745167477062,0.392187010711686,0.999999999629797,1,0.999999999999646,0.64420615344461,0.353406190011875,0.999999943529507,1,0.999999999998723,0.99794094618835,0.996481959036077,0.96068582750789,0.995499055173268,0.999310566170099,0.997906607436684,0.99641421016753,0.999999949551505,0.236702328249439,0.0711914708950591,0.888186180739319,0.999996799461205,0.999954481489207,0.999991854298769,0.93707521276129,0.844914061185317,0.999999999809569,0.999972042206051,0.590961249664847,0.89263090233221,0.779969243773309,0.743101826015918,0.998951576413498,0.331893946776347,137.9007,285.5436,316.7822,153.257481492537,147.096,147.3148,142.82535,209.1503,122.591011111111,274.5402,NA,NA,NA,3.32136586091194,NA,29.7685,22.15695,NA,11.0867339565061,NA,137.9007,285.5436,316.7822,113.72955,147.096,132.43055,131.746875,209.1503,104.1682,274.5402,137.9007,285.5436,316.7822,187.9986,147.096,162.19905,153.903825,209.1503,137.2745,274.5402,1,1,1,335,1,2,2,1,9,1
"ZNF19",0.99999979680486,0.999999988926519,0.99999999999783,0.984198178729667,0.890911089611529,0.929596642877025,0.999999954547445,1,1,0.913789569895437,0.999999999891906,0.999988536734017,0.999998416268032,0.941524773410021,0.999995954767608,1,0.999999509484737,0.999999976973844,0.856186147759491,0.999999897620895,0.999999998221325,0.999899248659801,0.997471005541015,0.998807161271737,0.999999759525186,0.998315866535,0.999937771315595,0.999605140138829,0.999999999719977,0.99996243791256,0.999994838026432,0.124523684402628,0.999986755401178,1,0.999999988696395,0.999763382740382,0.99999998606144,0.999974397758267,0.999994336762975,0.998437759422162,0.999988540539594,0.999999999903797,0.999999916918108,0.999997883084414,0.99999999945797,43.3333,29.1637,33.1179,82.5321671641791,31.3636,48.60845,42.72165,72.305,48.3814555555556,53.8156,NA,NA,NA,1.96098260985477,NA,20.39085,2.50195,NA,5.31506470468901,NA,43.3333,29.1637,33.1179,55.94525,31.3636,38.413025,41.470675,72.305,35.0331,53.8156,43.3333,29.1637,33.1179,105.2797,31.3636,58.803875,43.972625,72.305,50.5768,53.8156,1,1,1,335,1,2,2,1,9,1
"ZNF230",0.999414850889241,0.831256572470528,0.995819765192603,0.995168439128851,0.999999999999023,0.93570016425544,0.997863523071549,0.999999999841225,0.99867165279745,0.999999926913916,0.999999996584353,0.999741394758374,0.79107876272577,0.991313977444091,0.998655377637194,0.999271450335548,0.999999999992039,0.978815239877349,1,0.999999956842159,0.999605876229544,0.821581953735046,0.995140242923986,1,0.928027089728538,0.998405115346577,0.778646073552681,0.976002800908684,0.997898099427566,0.999999999908448,0.940688039253355,0.999999998958678,0.999999749381503,0.997635466847916,1,0.933797471067916,0.999999560478105,0.990757200550213,0.641050965444578,0.935185622882224,0.979055705253268,0.999947665190461,0.985462891940391,0.628101571949138,0.9629872403792,132.1915,94.9821,47.1567,97.6638498507463,88.3838,124.14265,99.07965,46.1874,99.6077444444444,148.2384,NA,NA,NA,2.00432329755528,NA,32.12875,30.40685,NA,13.5071846549152,NA,132.1915,94.9821,47.1567,73.9403,88.3838,108.078275,83.876225,46.1874,68.133,148.2384,132.1915,94.9821,47.1567,116.5341,88.3838,140.207025,114.283075,46.1874,115.3505,148.2384,1,1,1,335,1,2,2,1,9,1
"ZNF222",0.999780423443969,0.992301968880548,0.832171728938808,0.999945157639475,0.916365031594533,0.997208162224003,0.999962093906384,0.979186520282887,0.999977953047237,0.999999994260613,0.968374413436442,0.999974617497506,0.344827871212932,0.11821203152622,0.724371371340244,0.999999999991973,0.998199767191734,0.988014856432292,0.999857879441756,0.999968670714879,0.84326647842738,0.997909313881408,0.902099634855191,0.999999998831226,0.999738868843219,0.999999306806592,0.46484197946228,0.997036350277573,0.999999042241934,0.973978054645596,0.992071126432979,0.999940556654958,0.999998528358211,0.347656170967199,0.999999517277975,0.998708613243723,0.999999410794866,0.994508808133374,0.999615202165232,0.999999999994422,0.999999992167825,0.852151550216169,0.999999829259004,0.99995820681307,0.999999999992116,85.0198,113.8769,39.6255,67.7007952238806,61.6035,133.2259,81.43465,46.8322,73.5979222222222,70.5185,NA,NA,NA,1.76974213533923,NA,3.3424,23.64895,NA,8.27003687540109,NA,85.0198,113.8769,39.6255,47.74145,61.6035,131.5547,69.610175,46.8322,59.6894,70.5185,85.0198,113.8769,39.6255,82.22035,61.6035,134.8971,93.259125,46.8322,80.8918,70.5185,1,1,1,335,1,2,2,1,9,1
"ZNF221",0.999797624483758,0.984300488643485,0.999981031689195,0.914238462245633,0.999930696823531,0.999999999918609,0.998906889717746,0.999999999476966,0.999999202545161,0.999998719532869,0.99975835668103,0.936666166217955,0.659750570089738,0.0571530111674816,0.878034053640421,0.999646497010436,1,0.999859109976239,0.997187713076405,0.999999977640273,0.843738865404061,0.801809726465834,0.988033299372915,0.999886122448971,0.994823828069768,0.995915175800649,0.226295011128913,0.958105315406916,0.796232670210328,0.997559878436955,0.999999978504349,0.990056672192393,0.999687463413755,0.0359892808385045,0.96586138281634,0.999913859572241,0.990876281838744,0.999996273711995,0.999999999997119,1,0.999999934857698,0.722255266482459,0.999966435404042,0.999665353784975,0.999999230307531,28.5463,19.7133,13.0374,14.209496119403,17.6768,36.36155,20.36125,4.793,10.7371888888889,14.1813,NA,NA,NA,0.54995936058996,NA,4.14775,6.43795,NA,1.22107967462821,NA,28.5463,19.7133,13.0374,7.0347,17.6768,34.287675,17.142275,4.793,8.3665,14.1813,28.5463,19.7133,13.0374,18.56965,17.6768,38.435425,23.580225,4.793,11.5756,14.1813,1,1,1,335,1,2,2,1,9,1
"ZNF233",0.999893437808972,0.999999999958907,0.999558010384079,0.998811264767512,1,0.995234064604061,0.999999968055504,0.998401235600704,0.999999999900497,0.984073281597475,0.956558049251961,0.999832282443845,0.923426074527978,0.982830004143795,0.87094555279476,0.998277697757277,0.999999999394747,0.994856526653811,0.999999526714304,0.986102999244335,0.999907654527883,0.979694832652178,0.999918663558336,0.962937995017126,0.997983064700217,0.934612410875067,1,0.999968760895486,0.998225693260285,1,0.993827264270641,0.999999934005419,0.981459421533282,0.996245782868554,0.999999997217916,0.999420744057273,0.99734821093273,0.999999787432206,0.993517043689734,0.999989899252175,0.98505275524287,0.99999977312508,0.999999996193928,0.999999817133101,0.999998974831186,46.9917,26.8817,50.7628,27.8657179104478,54.9242,8.4947,22.4743,7.4074,25.8100333333333,17.0618,NA,NA,NA,1.33595300841294,NA,2.129,13.2621,NA,9.02620770241978,NA,46.9917,26.8817,50.7628,10.07625,54.9242,7.4302,15.84325,7.4074,10.3186,17.0618,46.9917,26.8817,50.7628,38.26025,54.9242,9.5592,29.10535,7.4074,18.5915,17.0618,1,1,1,335,1,2,2,1,9,1
"ZNF235",0.999999686080902,0.999983547267054,0.999006033999768,0.995447991815281,0.941637699700533,0.99999986383817,0.999619453642111,0.993504712184867,0.999999984706292,1,0.999999991175803,0.999999999498667,0.999246470839032,0.820068532236498,0.99316941311792,0.99999979945221,0.999806080013247,0.999999912351722,0.9981693137184,0.999969947852986,0.999881907964765,0.999989690657357,0.999235353188875,1,0.999999602246234,0.999999959142614,0.999451349528072,0.999999969111501,0.999988082930237,0.997737950795497,0.999999996897948,0.94070227198559,0.999985517473608,0.995865571765105,0.999999998368492,0.999999999514284,0.999984114716359,0.999999997999963,0.995354859557239,0.854771801713938,0.979898521168358,0.999999003559796,0.998272440473916,0.996203658888329,0.986983417246693,100.1888,113.6201,79.0596,70.4044805970149,69.5013,107.97175,89.13145,80.1743,85.0184888888889,121.232,NA,NA,NA,1.73261356277558,NA,20.43125,20.45865,NA,14.5167764039236,NA,100.1888,113.6201,79.0596,48.57655,69.5013,97.756125,78.902125,80.1743,62.5352,121.232,100.1888,113.6201,79.0596,85.52505,69.5013,118.187375,99.360775,80.1743,89.6892,121.232,1,1,1,335,1,2,2,1,9,1
"ZNF208",0.998263202945701,0.974511678177178,0.999998085569383,0.999999700091626,0.909685885205836,0.623514301217536,0.999959743562064,0.944352595647764,0.794246121099126,0.999990762485102,0.999995776729917,0.942426268437875,0.756617868188923,0.999999854209774,0.999999990813462,0.999999999997059,0.990447855106805,0.911035523425537,0.999999834045973,0.999960617305614,0.999996627037597,0.9999874555856,0.959370089609726,0.8298730784502,0.999998858652173,0.99999999999971,0.999999999875624,0.999989962846938,0.999929713911714,0.821200987264525,0.500034533284875,0.997653297062369,0.999999999564325,0.99999999989385,0.999821411333886,1,0.999677596861611,0.999999999032314,0.999958914144601,0.966626612843337,0.974689555116564,0.976961565934016,0.997719041083836,0.982846478766199,0.912324512552806,78.6122,198.9247,252.4272,47.9191704477612,2.5253,27.88445,68.2489,12.2004,18.0486444444444,176.1578,NA,NA,NA,5.74926500024165,NA,26.51365,64.0719,NA,6.60862694917516,NA,78.6122,198.9247,252.4272,6.018,2.5253,14.627625,36.21295,12.2004,4.4395,176.1578,78.6122,198.9247,252.4272,27.37135,2.5253,41.141275,100.28485,12.2004,23.9574,176.1578,1,1,1,335,1,2,2,1,9,1
"ZNF714",0.999900460800656,1,0.999915094409379,0.999999999805253,0.994871036140344,0.999999999472212,1,0.999840625633564,1,0.999999999996708,0.999999998225122,0.998045871922328,0.999999996606047,0.99999999997438,0.99999999983385,0.999999999518084,0.999956807370268,0.999999999786774,0.999991764319613,0.999999995943942,0.999997305427206,0.999465557402552,0.999999999799872,0.999528399889265,0.981642311825439,0.999224433262282,0.993132465640761,0.99964289645024,0.9999999289111,0.990644439928251,0.999999882984923,0.999995803773661,0.999999987650316,0.999999999997933,0.999918608424033,0.972228747163693,0.925808121954062,0.61410246872255,0.92241623096645,0.701624259917888,0.935655059734368,0.908819451770442,0.757691121562772,0.522089915848783,0.831925164142217,195.8718,45.9976,193.0652,219.733045671642,204.5455,233.214,163.58835,12.2004,244.4762,560.6027,NA,NA,NA,10.0753468392035,NA,214.6955,22.05535,NA,49.0965700574615,NA,195.8718,45.9976,193.0652,102.8421,204.5455,125.86625,152.560675,12.2004,166.4262,560.6027,195.8718,45.9976,193.0652,279.4874,204.5455,340.56175,174.616025,12.2004,231.9645,560.6027,1,1,1,335,1,2,2,1,9,1
"ZNF394",1,0.997850083702653,0.997450841270318,0.99773563867847,0.997129911613434,0.999998918873328,0.999999917466916,0.99999984512177,0.999884611709643,0.999976118859825,0.999999935511542,0.999999864440975,0.999348894419074,0.998951674590992,1,0.999999750482539,0.999999874849892,0.961391288061942,0.79735326175607,0.999889789421098,0.999701821668176,0.999999880249208,0.99999978098787,0.999901447567145,0.999981880827493,1,1,0.999868173657347,0.980266984359249,0.977118897495107,1,0.989387553030464,0.998598337418817,0.97927806783762,0.60745706918137,0.99878949604698,0.996907357864163,0.996370407050393,1,0.999995778453116,0.999798137875537,0.998922357225186,0.95138223132684,0.999825538920577,1,314.0097,310.0358,492.3717,441.16705880597,368.0556,359.53285,260.9827,370.3704,493.920833333333,500.9971,NA,NA,NA,8.12896575048916,NA,55.13475,62.5015,NA,66.0196340392197,NA,314.0097,310.0358,492.3717,355.1029,368.0556,331.965475,229.73195,370.3704,390.5579,500.9971,314.0097,310.0358,492.3717,483.6376,368.0556,387.100225,292.23345,370.3704,593.2394,500.9971,1,1,1,335,1,2,2,1,9,1
"ZNF333",0.479218752983719,0.9999999999984,0.426946808607695,0.971765738575198,0.693834086481574,0.951077248767007,0.999999998489549,0.594268890615562,0.999999953493684,0.993629590071082,0.830589837022774,0.997172935947529,0.782316414087938,0.981907438737759,0.911695051893819,0.758409905384523,0.999188311928821,0.702463593495443,0.94199494727927,0.859822475925299,0.999999998915917,0.999999875345054,0.666881432433357,0.99999885638417,0.998173445545629,0.999999999972269,0.94723861652862,0.908990228135303,0.995965533939488,0.601007340614741,0.991160449021695,0.999438784976946,0.999529941817137,0.946708994942338,0.879991810297067,0.999927209596575,0.00022925042853672,0.29884301626414,0.000162732814373179,8.05288346317212e-06,0.000468488424118729,0.00924476049406664,0.0144456573544605,0.000730979416463162,9.75084797694148e-06,77.7339,253.2855,71.5673,146.563570447761,90.9091,192.18955,201.167,99.3464,132.832733333333,451.5843,NA,NA,NA,3.1097816382786,NA,70.66175,33.6723,NA,20.7063947259925,NA,77.7339,253.2855,71.5673,107.3808,90.9091,156.858675,184.33085,99.3464,82.9582,451.5843,77.7339,253.2855,71.5673,179.0303,90.9091,227.520425,218.00315,99.3464,161.3226,451.5843,1,1,1,335,1,2,2,1,9,1
"ZNF382",0.992896787332322,1,0.994891158901354,0.809970799909485,0.999999808938556,0.84155278927612,0.994250850936997,1,0.995921521765681,0.999999389618447,0.619923419020064,0.998029989870466,0.654407660148034,0.989454220582869,0.997357175154274,0.938175827059389,0.999999976255217,0.950734046115525,1,0.999999920631775,0.999154237611774,0.973678113243588,0.999999989263649,0.979449196845334,1,0.999999966140692,0.999864409283233,1,0.899534161066267,0.999999998950786,0.91981427813018,0.999998860680114,0.99999999285025,0.985149518765118,0.999999999689652,0.999999999929358,0.999999585629201,0.954934015644918,0.999998681851777,0.525100696239221,0.960741727756471,0.375819491837233,0.787044904758685,0.893536474448701,0.675813204086323,84.7606,43.0108,82.9404,34.6042797014925,44.1919,12.4923,34.8809,34.4227,38.0756777777778,97.7177,NA,NA,NA,1.64139592696326,NA,2.554,23.7423,NA,8.87769045306795,NA,84.7606,43.0108,82.9404,15.609,44.1919,11.2153,23.00975,34.4227,18.964,97.7177,84.7606,43.0108,82.9404,43.17455,44.1919,13.7693,46.75205,34.4227,62.1532,97.7177,1,1,1,335,1,2,2,1,9,1
"ZNF577",0.999999993436692,0.999986179329391,0.999999883248806,0.999999996387521,0.99999999999147,0.999983697052583,0.999999999914028,0.999999999998874,0.999998982948597,1,0.999964595261435,0.999999753767803,1,0.999797849774374,0.999997609000732,0.999999773501537,0.999966168435439,0.998348594128177,0.999160494509415,0.999993023221026,0.993467218374893,0.999999994656309,0.999997252436066,0.999746880808778,0.999989166960092,0.999999587073292,0.999327390533943,0.999999999999433,1,0.999999965401595,0.999883869122062,0.999987837698139,0.999999999762586,0.998997448488582,0.999977763856193,0.999999823192707,0.999999996380593,0.999997719374549,0.99977169797075,0.999991329924877,0.999999673261425,0.999393386536883,0.999999999997915,1,0.999999875299185,83.004,122.4612,176.9764,109.140104776119,107.3232,173.82175,32.12605,44.4444,87.0252222222222,46.0891,NA,NA,NA,8.03218634597647,NA,100.48385,13.09755,NA,19.085755463396,NA,83.004,122.4612,176.9764,53.58825,107.3232,123.579825,25.577275,44.4444,52.7331,46.0891,83.004,122.4612,176.9764,116.18005,107.3232,224.063675,38.674825,44.4444,105.5901,46.0891,1,1,1,335,1,2,2,1,9,1
"ZNF75A",0.999953883917827,0.999999999972218,0.999993092792343,0.999999974906132,0.999958319545674,0.999999999998505,0.999943446427585,0.987604652097313,0.999751282874099,0.992987902876127,0.999999999915533,0.999335043605964,0.999999954462236,0.9999590576912,0.999967881894454,0.989280198438103,0.999990805416958,0.995640225764563,0.896429521773176,0.813521845498673,0.919376644549111,0.999999975836733,0.999999607963696,0.999999999917131,0.999999999992217,0.999025115530604,0.999997550166508,0.998726783830711,1,0.999127409256863,0.999999995361968,0.998542320841989,0.99961483449672,0.999999999861567,0.797383334182383,0.999998876383932,0.996898851466984,0.999998413170015,0.998835723123093,0.990692577612712,0.919759448991465,0.980468340336843,1,0.999690945715534,0.967265922848747,335.5292,235.3644,315.6727,305.458727164179,438.1313,354.9925,163.48095,293.2462,341.866877777778,167.5161,NA,NA,NA,7.39929576574863,NA,138.0631,78.54895,NA,27.1324713950921,NA,335.5292,235.3644,315.6727,206.65085,438.1313,285.96095,124.206475,293.2462,270.9227,167.5161,335.5292,235.3644,315.6727,376.5119,438.1313,424.02405,202.755425,293.2462,369.5893,167.5161,1,1,1,335,1,2,2,1,9,1
"ZNF496",0.0490683683611153,0.999999999986024,0.0648627563286678,0.9999990477432,8.40129163215408e-05,0.999981541433061,0.747411033887014,0.923302677585554,0.804246678808075,0.1242716675615,0.96042377288989,0.317925281402385,0.97841980552765,0.194009621959628,0.998698885672074,0.938870151520347,0.37441611338412,0.964189239458246,0.133844052346373,0.999518263486168,0.999999999944635,0.999999930983252,0.022583965395985,0.99999875944876,1,0.578358148018593,0.868654380506435,0.824068171885837,0.99983562163256,6.62223148434338e-05,0.999207931666993,0.996000801508489,0.0841011740945805,0.13758358129659,0.0954602483142925,0.999999830058524,0.315174399376125,0.998959130451982,0.374400880422842,0.00758365936867034,0.999751676450899,0.878316544741381,0.913602997128735,0.188774796525728,0.00515864847053737,335.9684,948.0287,354.5076,290.278805074627,677.399,546.25325,561.5341,288.0174,248.4563,800.7977,NA,NA,NA,7.37830692281515,NA,47.98935,68.2622,NA,55.6132963815109,NA,335.9684,948.0287,354.5076,209.2463,677.399,522.258575,527.403,288.0174,152.8272,800.7977,335.9684,948.0287,354.5076,340.43105,677.399,570.247925,595.6652,288.0174,238.8732,800.7977,1,1,1,335,1,2,2,1,9,1
"ZNF2",0.999986143040363,0.999999985790072,0.999999935656559,0.999999641886592,0.994739244745194,0.999867241806597,0.999999999998151,0.999997229026544,0.999999999771588,0.999994582565663,0.996601673203906,0.999998032083585,0.999723505095266,0.622047396799874,0.998496584238886,0.999999963282055,0.999028411667281,0.999980953624389,1,0.999999347210632,0.932820591390634,0.999221187379809,0.999999793488485,0.999950360519555,0.94195556371169,0.99968247371489,1,0.985673126453084,0.999998242082966,0.99350021538059,0.999757328212314,0.999999963017076,0.999984151511913,0.678441266574519,0.999999999890644,0.939971163568319,0.0320039857027847,0.116906594682789,0.059894933461361,3.88348549671402e-05,0.0406092174798579,0.0952623232489899,0.00224683293943218,0.225653959885144,8.87291255862177e-05,125.6039,148.1481,135.9223,115.095542089552,129.4192,163.7454,115.66325,162.0915,112.351722222222,289.8294,NA,NA,NA,1.89760650235174,NA,42.2176,2.42055,NA,12.5905238085675,NA,125.6039,148.1481,135.9223,92.4102,129.4192,142.6366,114.452975,162.0915,85.8369,289.8294,125.6039,148.1481,135.9223,131.41225,129.4192,184.8542,116.873525,162.0915,138.2766,289.8294,1,1,1,335,1,2,2,1,9,1
"ZNF589",0.999999999955553,0.1405566249463,0.181862709901371,0.995847272558541,0.999015818656535,0.0762475786426386,0.64340076212209,0.717318030517757,0.997406730016205,0.723187815972442,0.999567447919392,0.999920374581756,0.248717476438923,0.999999999965594,0.871219209149802,0.999896489706352,0.999987428330511,0.197152236898448,0.999999697222986,0.818058346493304,0.999999999742499,0.00325057384514171,0.00493419275431639,0.974206341939645,0.000154242481385181,0.565709016063131,0.00427545922984052,0.00281288879736485,0.981179492321198,0.993018580664118,0.209957091037654,0.998403165043001,0.903813565958089,0.99998861364631,0.999821755076343,0.00130374885300688,0.997144786105876,0.999003432717076,0.650911043577889,0.999999453603031,0.987717794764586,0.999999384288417,0.999991985696234,0.0617009826485569,1,122.0905,142.1744,633.5645,240.777175820896,476.0101,230.9885,213.7176,850.1089,276.132533333333,281.6308,NA,NA,NA,6.86495995817698,NA,19.1829,81.9106,NA,79.2574579524101,NA,122.0905,142.1744,633.5645,156.3659,476.0101,221.39705,172.7623,850.1089,128.0067,281.6308,122.0905,142.1744,633.5645,308.2629,476.0101,240.57995,254.6729,850.1089,376.8268,281.6308,1,1,1,335,1,2,2,1,9,1
"PRDM9",0.528484589582245,0.978441259491485,0.994766467778487,0.109632560750876,0.999999999999678,0.9596490806559,0.797789036141097,0.999995125507967,0.999941909530792,0.99996698377717,0.265201275601536,0.999999999994274,0.974943758309505,0.999999942101528,0.999926882418778,0.0172689769659246,2.99049948471186e-07,7.92464429658635e-05,0,3.66170582710712e-06,4.90878448999865e-11,0.631307979080368,0.999999999448951,0.998546437575277,0.999999999631745,0.999999902735478,0.999999915619841,7.49142479827825e-07,0.453789374986656,0.999838716478095,0.999698110694842,0.789826887260415,0.999999999999645,0.994136438631271,0,0.99999396799698,0.997361751862141,0.0924891712367465,0.586493890899348,0.00191519464186618,0.241311326438193,0.0179240757494535,0.259343978157399,0.134088972343078,0.0286440443459091,17.1278,0.5974,8.0444,0.967372537313433,3.7879,0,41.1346,1.7429,4.17996666666667,23.9309,NA,NA,NA,0.263581528849742,NA,0,29.41,NA,3.9964636888268,NA,17.1278,0.5974,8.0444,0,3.7879,0,26.4296,1.7429,0,23.9309,17.1278,0.5974,8.0444,0,3.7879,0,55.8396,1.7429,0.6431,23.9309,1,1,1,335,1,2,2,1,9,1
"ZNF12",0.956950534487803,0.998643598708423,0.545387568968448,0.999804055081953,0.307431614648519,0.999972401694546,0.98546529397282,0.345598535526302,0.999999689847723,0.995970461145998,0.999999985523485,0.799981294141955,0.99946430926044,0.999957983330287,0.988923474375644,0.992351283704021,0.284381980248141,0.999999999997577,0.997934102872768,0.999999894378219,0.994029212358292,0.999939922000248,0.718380668043399,0.999999929260865,0.999999999570216,0.999936188852924,0.999993740832798,0.999997844092862,0.999999515403118,0.576510489336591,0.999104070596492,0.996935804227187,0.978878108045175,0.99999999999155,0.98009451816867,0.999993774543288,0.947245798720437,0.217716446816713,0.999949682728122,0.964162201145592,0.99999995931355,0.948392619812876,0.999947619065171,0.998788168611156,0.904276845817483,949.4949,1435.4839,648.8211,781.770210447761,536.6162,880.6734,622.66065,743.7908,861.527333333333,447.3743,NA,NA,NA,14.6004659439228,NA,294.4465,23.03145,NA,95.5838192450407,NA,949.4949,1435.4839,648.8211,603.08615,536.6162,733.45015,611.144925,743.7908,577.2532,447.3743,949.4949,1435.4839,648.8211,891.5175,536.6162,1027.89665,634.176375,743.7908,1088.7311,447.3743,1,1,1,335,1,2,2,1,9,1
"ZNF202",0.999999767258954,0.955949379732011,0.992088923722976,0.334457567708545,0.609398893266261,0.999905626398676,0.979478457925487,0.99748478700395,0.999999999565169,0.998899232919119,0.982406815636574,0.998702738784093,0.999997981570751,0.913142140224718,0.999999989311486,0.999988899740192,0.999999999935107,0.989492712959004,0.218511157634982,0.9970447358703,0.998142560360635,0.99999459548877,0.999999999873643,0.997044151960178,0.727471582879379,0.999259848273632,0.999741124275158,1,0.363365374145735,0.628068130582547,0.999825022969877,0.999999971687526,0.998455040843467,0.924947102235577,0.292746076997485,0.738843250718818,0.999742104131703,0.995288180039491,0.645881067982562,0.0349200217376222,0.739901310452353,0.691619167593001,0.973232682177092,0.988321564097758,0.0462107501132741,447.5187,412.7838,291.5395,242.395106567164,308.7121,329.98425,400.75255,397.8214,235.850944444444,525.8143,NA,NA,NA,4.60287529126998,NA,32.86295,6.25964999999999,NA,45.8617882673465,NA,447.5187,412.7838,291.5395,187.40155,308.7121,313.552775,397.622725,397.8214,145.9227,525.8143,447.5187,412.7838,291.5395,283.55395,308.7121,346.415725,403.882375,397.8214,269.5391,525.8143,1,1,1,335,1,2,2,1,9,1
