"gene","p-adj-LIVING-DECEASED","mean-DECEASED","mean-LIVING","SEM-DECEASED","SEM-LIVING","Q1-DECEASED","Q1-LIVING","Q3-DECEASED","Q3-LIVING","count-DECEASED","count-LIVING"
"ZNF320",0.197781616925038,177.021177477477,195.772486956522,10.9166903021616,9.55461149507746,48.5976,60.0988,268.296425,293.1195,222,299
"ZNF530",0.10513947148183,67.5179130630631,73.0506772575251,2.75275476819811,2.10921560780461,42.94735,46.20225,80.9709,94.21095,222,299
"ZFP1",0.103822872553905,194.258281531532,185.165179264214,4.44150865009853,3.49971438556499,147.458375,146.1192,230.214425,216.47065,222,299
"KRBA2",0.147767486161544,30.5908734234234,33.5248177257525,1.46210794519617,1.36484168511397,16.331125,14.6238,39.6522,49.70205,222,299
"ZNF93",0.251954805529319,30.5811617117117,34.5513795986622,2.28950040741127,2.45086780652727,7.592175,9.46995,39.543225,43.67435,222,299
"ZFP90",0.53049933306228,468.613319369369,459.064264214047,12.4060492341887,9.32826174543732,342.0284,351.78885,557.353075,545.85745,222,299
"ZNF479",0.586932337527219,0.0812612612612613,0.112298996655518,0.0314904998271834,0.0432784737767862,0,0,0,0,222,299
"ZNF445",0.0118935030854957,322.377526576577,355.445369565217,8.56998951930221,9.32304041777941,239.82835,240.59105,385.8441,435.54735,222,299
"ZNF74",0.0407114870805444,336.667579279279,282.554636120401,28.9613242721541,7.37853869871463,200.86895,192.012,365.55075,342.9774,222,299
"ZNF829",0.0119760944447159,5.0719518018018,7.31350836120401,0.51767766870815,0.662421703173161,0.9208,1.10235,6.103025,7.9895,222,299
"ZNF267",0.803176025477861,438.971674774775,442.649772909699,10.4341478176659,10.0748220678919,326.6908,328.97095,517.394475,524.7047,222,299
"ZNF566",0.00248659924132799,77.7430472972973,91.6032474916388,3.07342566455317,3.19793032883644,45.262025,53.8031,98.293675,119.0324,222,299
"ZNF224",0.0157210100929218,121.408556756757,135.49609264214,4.35984969968173,3.82270896138711,84.414075,92.59865,143.151225,163.9425,222,299
"ZNF529",0.0477693753300619,138.828875225225,153.833648160535,5.44170791226185,5.11236912680716,86.069475,99.30365,176.58315,190.7438,222,299
"ZNF284",0.528041997545773,27.8148427927928,28.9845581939799,1.58413199980247,1.07933455137606,17.0631,16.4642,32.616575,37.118,222,299
"ZNF749",0.114838221934391,66.8079261261261,71.1818846153846,2.05103852711894,1.83704148946773,45.76645,48.6136,83.130375,88.40955,222,299
"ZNF17",0.0711319621939571,115.260031531532,121.761791638796,2.73950607162722,2.33685266330811,90.86185,95.03405,135.526275,144.51225,222,299
"ZNF555",0.477871958689003,58.8194234234234,60.3425535117057,1.65982026703268,1.37692931327712,42.537675,45.287,68.96475,73.78905,222,299
"ZNF75D",0.194220257153416,196.113483783784,207.326002006689,6.12155127371194,5.8806939974215,138.11255,147.31055,227.3557,241.3824,222,299
"ZNF197",0.0193202715230411,242.498762162162,258.437627424749,5.07584445861312,4.47781982910684,193.79275,204.81005,274.980775,297.64775,222,299
"ZNF732",0.00281371173378997,3.64707162162162,6.60973377926421,0.493193260596835,0.767449647400853,0.557375,0.51925,2.59865,5.4089,222,299
"ZNF546",0.000844682331364366,20.7278711711712,25.8130608695652,1.00259206450012,1.07192389977647,10.628625,12.82855,27.33585,32.5991,222,299
"ZNF286A",0.944831015226793,274.547902702703,273.775798327759,8.77393100473251,7.06472073932121,186.888425,193.4179,323.343925,329.07175,222,299
