"gene","p-adj-Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","count-DiseaseFree","count-Recurred/Progressed"
"ZNF195",0.82264904169608,222.106808433735,224.586954861111,6.68848894814497,8.81320283552951,156.5288,155.243125,269.4144,267.675375,249,144
"ZNF263",0.492193821172936,644.933963052209,630.430984027778,12.1149643773315,18.1893605823299,513.3396,483.407975,746.5419,708.9365,249,144
"ZNF200",0.982121808256573,261.510581927711,261.694559027778,4.96420104223723,6.5361016419802,203.8358,211.731775,310.3325,298.98405,249,144
"ZNF582",0.112047709178453,10.1732803212851,8.50984375,0.660448379748464,0.762729952358669,3.685,2.708925,11.923,10.426025,249,144
"ZNF285",0.636484197843251,13.3707293172691,14.3638548611111,0.948159977557981,2.2229565110851,3.471,3.30705,16.9641,16.474975,249,144
"ZNF275",0.814676050697161,408.56108313253,402.645078472222,14.722482043233,21.2620043360191,246.5575,235.743125,529.3899,471.9255,249,144
"ZNF37A",0.562944395616423,338.01456626506,324.95515,10.4699388886544,23.5094916932308,224.4178,196.203475,418.6385,368.088825,249,144
"ZNF510",0.396548206289772,190.335950200803,183.539975694444,5.00649603481126,5.9922304938719,134.5172,129.40705,232.0487,217.3613,249,144
"ZNF506",0.856606837299862,164.228167871486,162.237503472222,6.72773171511478,8.61656247123778,80.9017,78.957425,232.6304,230.11535,249,144
"ZNF324",0.0183142307460309,251.97466626506,231.391711805556,5.20366779455751,7.03976451126962,196.2065,175.3198,287.3695,275.372025,249,144
"ZNF671",0.14932327181319,40.2553995983936,35.4876722222222,2.08709298877134,2.40891960813759,17.0363,13.787075,53.1168,51.0974,249,144
"ZNF416",0.021431307018736,151.990759036145,137.468227083333,4.09044679362186,4.28017934959348,111.997,102.77325,179.4451,165.9018,249,144
"ZNF586",0.566261589060938,132.900597188755,129.47906875,3.7074469601408,4.50822926294786,97.123,94.112875,165.2778,155.551025,249,144
"ZNF446",0.203731765295298,202.536016465863,188.623088888889,7.05812514408175,7.58284995130156,132,122.474375,239.967,220.9759,249,144
"ZNF8",0.220343987052351,96.2122,91.4041423611111,2.44116495138333,2.95042899475304,67.0297,67.48705,119.5781,107.1019,249,144
"ZNF264",0.068210296082107,664.247772690763,619.276482638889,14.673083756443,20.0518193565088,501.6234,440.25015,807.7903,760.181575,249,144
"ZNF213",0.0825229129005679,498.887792369478,466.584722222222,11.7556274455445,13.4975023679793,384.1044,362.638875,571.3005,571.142425,249,144
"ZNF343",0.335398568505158,250.163730923695,260.110905555556,6.0802691715777,8.56763519262113,192.3116,187.691225,285.0448,306.083975,249,144
"ZNF302",0.896180863774832,233.895927309237,232.095335416667,7.66380517181462,12.3817133615325,143.6812,142.401125,291.2148,272.8299,249,144
"ZNF268",0.854191181902898,261.271919678715,264.079454861111,9.13747759564446,12.3858511652456,149.7761,166.170425,368.5354,351.45925,249,144
"ZNF184",0.953507084193552,203.793021285141,203.240779861111,5.54603273781642,7.93636030025006,146.1407,145.350425,242.686,224.018875,249,144
"ZNF500",0.00405763867499942,204.465495983936,184.646325,4.26629370164632,5.1816886141201,155.3986,144.314725,243.518,213.02375,249,144
"ZNF419",0.777783947519501,124.203396787149,126.205686111111,4.49170138022536,5.15618338903405,79.8341,81.004775,156.4272,158.785975,249,144
"ZNF175",0.27885422926407,106.039810040161,100.174284722222,3.21769445318446,4.4313006981696,69.6266,66.2087,135.7263,131.5935,249,144
"ZNF14",0.647698106275105,92.0613469879518,88.8211645833333,4.39557707408704,5.38759261909811,35.27,38.0043,132.6616,124.343375,249,144
"ZNF85",0.143805112154385,41.5687562248996,48.0688701388889,2.58257438899129,3.75728086708873,14.8706,18.7048,54.7009,61.1179,249,144
"ZKSCAN1",0.164207301911701,725.38513815261,663.433656944444,27.9173497957893,32.9535608326593,419.6072,346.2253,951.2338,896.300925,249,144
"ZNF862",0.224904355515433,213.169236546185,194.172195138889,10.0837567125001,10.8732994552639,109.6847,99.497125,269.1741,252.57715,249,144
"ZNF684",0.516625265563252,40.0323152610442,38.5365854166667,1.20228894227596,2.20514835099282,27.522,24.283175,48.8022,44.60715,249,144
"ZNF430",0.922312412885425,119.42008875502,118.695911111111,4.73068595552857,5.31925120873446,71.0891,77.90775,165.8007,156.1898,249,144
"ZFP30",0.441072812104949,119.431965461847,112.949981944444,5.40229863837175,5.90549158867415,58.4425,60.9969,156.4161,156.2921,249,144
"ZNF549",0.490920767298584,92.9051666666667,97.3168791666667,3.96702606791109,4.8714985638976,45.9445,53.61375,129.5639,138.7449,249,144
"ZNF211",0.963671180356774,164.218128915663,163.852702083333,4.91144940647608,6.24750698889658,114.6303,110.57005,203.5867,203.60555,249,144
"ZNF205",0.672973234426795,373.685038955823,362.713865277778,15.0663900347146,22.0917271469339,244.4385,252.96155,414.4757,381.31735,249,144
"ZNF45",0.585240765997678,213.186002409639,206.485892361111,5.61076038782291,12.8948073265179,153.0383,149.629175,251.6845,226.721425,249,144
"ZNF133",0.515960825650003,395.407289959839,408.026514583333,11.060362929047,16.9042899435248,271.5775,266.190975,464.8968,497.442525,249,144
"ZNF436",0.384725084973531,757.99145502008,730.746564583333,19.4487943874112,23.7452711223738,540.5487,538.112425,940.1414,909.7399,249,144
"ZNF484",0.425092070283423,84.6663674698795,88.1901715277778,2.75913288236099,3.30340791375288,57.8487,58.293275,107.6248,107.88935,249,144
"ZNF780B",0.0932332095360089,160.19523815261,144.467472222222,5.80621862275184,7.08868228067305,103.2049,93.1359,192.3282,179.010325,249,144
"ZNF557",0.816707853059428,156.475270682731,154.986093055556,3.74897865251569,5.41002082834001,115.2328,115.61445,186.6987,183.9231,249,144
"ZNF337",0.83241993506999,363.16923373494,358.989447916667,12.2645837758195,14.9661128114066,241.2728,233.422925,435.2885,440.955325,249,144
"ZNF317",0.0396003346291564,800.810773895582,723.453610416667,26.9877111385383,15.7299591933016,615.2597,611.907125,874.98,825.975575,249,144
"ZNF426",0.477436417825322,168.654167068273,157.18114375,10.0093692244966,12.267772570407,74.4625,71.522525,208.605,189.290275,249,144
"ZNF331",0.102050514634403,214.355053815261,188.611117361111,9.77922857214242,11.8616544658388,93.7527,82.0866,287.7752,262.3642,249,144
"ZNF227",0.342687403426645,218.380632931727,207.345571527778,5.78749346453834,11.5451940366973,153.7871,142.39125,263.9913,228.639075,249,144
"ZNF141",0.0311635705788034,44.0477907630522,38.5598173611111,1.59308959803684,1.88243283585492,25.1371,24.727,55.2632,47.4048,249,144
"ZNF304",0.516733398575009,263.243057028112,255.671665972222,7.32425188860697,8.65596070536879,190.6959,181.774025,330.1215,310.429725,249,144
"ZNF132",0.0232091839837464,42.980421686747,35.8212027777778,2.08473962527011,2.01579091576964,21.8734,20.675325,52.4723,44.20865,249,144
"ZNF20",0.427917680575007,83.772818875502,80.9237138888889,2.14476144078058,2.92142287070131,60.2691,59.914175,102.5358,99.336775,249,144
"ZNF670",0.972454157372016,63.7934847389558,63.6646652777778,2.3152110311188,2.82935914478183,41.3223,45.188,75.4637,74.1929,249,144
"ZFP37",0.239024642035481,54.9022674698795,60.0223430555556,2.46063915587305,3.80814729722445,27.1074,29.985775,75.0813,76.03675,249,144
"ZNF189",0.449293331902879,336.7415437751,325.502714583333,9.2997824640565,11.0516727734373,247.1497,239.648775,401.1685,394.39995,249,144
"ZNF434",0.163949291921711,310.036587951807,296.699938194444,5.9083994166714,7.33215542814444,246.8934,245.98655,356.3225,333.04165,249,144
"ZNF287",0.995773820268027,67.8427297188755,67.8705291666667,3.02529039008124,4.49582994158712,32.5294,26.93405,91.5634,98.30045,249,144
"ZIM3",0.601752692792356,0.358257429718875,0.296790972222222,0.0705326308433182,0.0952554480008745,0,0,0,0,249,144
"ZFP14",0.019646348795531,87.3981008032129,72.0941326388889,4.24307588849877,4.46555928853084,40.0506,37.88045,115.7297,90.858325,249,144
"ZNF473",0.00892565650510324,291.358720481928,257.840463194444,8.25824955297957,8.79112444448653,202.9797,185.430175,357.3717,295.349125,249,144
"ZNF614",0.837799876219129,159.479484337349,162.232349305556,7.42551439803437,12.1458479185988,68.3812,73.305575,218.8729,206.49635,249,144
"POGK",0.260824613700255,1306.0981746988,1398.97743263889,28.0086553925859,97.1237956975064,1024.7012,1009.87945,1484.6328,1533.73115,249,144
"ZNF514",0.511849639168451,137.435329718875,131.921420833333,5.28481080760014,6.19916120415644,82.4486,83.249725,165.3166,159.674925,249,144
"ZNF300",0.258776876510084,107.068822891566,96.2338777777778,6.19922434179206,6.61550537763044,39.3946,36.263875,150.974,138.303375,249,144
"RBAK",0.801214875594344,542.267230120482,547.983592361111,13.2849553264914,19.0405420657433,397.3185,395.1943,650.6972,676.2899,249,144
"ZNF92",0.523146272375756,156.660989959839,162.166030555556,5.16678267508015,6.96353223987874,105.2897,102.853925,188.8045,203.79795,249,144
