"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","p-adj-TX-T1","p-adj-TX-T2","p-adj-TX-T3","p-adj-TX-T4","mean-T1","mean-T2","mean-T3","mean-T4","mean-TX","SEM-T1","SEM-T2","SEM-T3","SEM-T4","SEM-TX","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q1-TX","Q3-T1","Q3-T2","Q3-T3","Q3-T4","Q3-TX","count-T1","count-T2","count-T3","count-T4","count-TX"
"ZNF195",0.992007623642514,0.472844737519234,0.303271724168451,0.509106870076859,0.317043806200076,0.999837575084884,0.974068347977317,0.875597593270206,0.431459586153896,0.459295608661568,236.123202857143,228.020438815789,205.808421323529,207.621833516484,255.913366666667,29.1771885211964,8.29852882206912,7.39219551366072,6.06272552672662,22.26604375399,150.83915,160.537825,146.87165,152.4874,206.324875,264.7023,269.817975,264.037075,241.28605,278.696525,35,152,136,182,12
"ZNF263",0.999999948269973,0.999827990339285,0.998190781624027,0.259201037600125,0.00595220172121735,0.0231423610227208,0.264624107749172,0.162767702576187,0.21167432421312,0.854360222629661,614.451057142857,613.664980921053,620.504944852941,685.924265384615,743.265541666667,26.5126647613618,15.0365139421514,17.734266620951,14.2396888119703,54.4229083055668,494.0252,497.6181,483.62075,549.21685,676.79985,715.919,709.616425,718.624,769.628425,804.231375,35,152,136,182,12
"ZNF200",0.748875454700775,0.787365771302764,0.999985847720799,0.520561278773049,0.978811555142334,0.966790701234806,0.719220903199974,0.967265933142972,0.961028900506431,0.992295617034254,245.483754285714,263.776328289474,262.926280882353,268.885881868132,279.479525,11.8410479987788,5.92906787267446,7.29548671772147,6.41747957166199,19.9660945739883,201.1263,210.3018,201.08195,212.5985,216.172675,288.30595,303.5916,317.770075,310.000025,337.360775,35,152,136,182,12
"ZNF582",0.999882012348489,0.974264855058779,0.744387135201962,0.850668202677955,0.289740868830379,0.969648410395553,0.980257301553148,0.983842301348612,0.852399527039403,0.717255639721442,10.1847228571429,10.4669723684211,9.04366985294118,8.32974725274725,12.058925,2.19137847650641,0.831363679639335,0.872129786839631,0.63067366344395,3.92062100208483,3.5556,3.68225,2.7189,3.0659,4.6652,11.5075,14.168,10.527725,9.488575,12.209075,35,152,136,182,12
"ZNF285",0.77634930135667,0.752093865747886,0.999985889274886,0.869720184213717,0.996863622273361,0.992903379072603,0.999716653389726,0.883886623461816,0.871115146977359,0.927282313959139,16.6423342857143,12.5888671052632,12.3927698529412,13.3030989010989,17.8226416666667,3.86520818758322,1.179320714991,1.24127304507403,1.72824390170589,4.52746367139782,3.9154,2.912925,2.9899,3.31895,4.017675,17.48055,16.862025,15.5059,16.380575,32.48055,35,152,136,182,12
"ZNF275",0.999662027151576,0.951442335478028,0.916096935371985,0.841708182819106,0.6327133950561,0.990049655699623,0.978052534900153,0.939169503761049,0.80754867975441,0.698809506907177,397.528331428571,406.8149375,431.886168382353,445.243052197802,348.844116666667,28.7071788121178,19.7472997082546,22.3189240399472,19.5158556777242,71.1386275130965,287.418,223.825975,248.901325,263.9332,218.611275,485.3769,516.25105,547.319725,598.869525,375.472375,35,152,136,182,12
"ZNF37A",0.999999999993585,0.939857941882639,0.734748239194419,0.922697513975375,0.639053262704982,0.999996820920415,0.00193854561020712,0.000345452041675909,4.49564739813946e-05,3.22714158117465e-05,341.264322857143,341.180308552632,313.000886764706,311.65341978022,584.122266666667,23.9000018946134,11.8640439372329,14.6940419453645,11.0229312892452,237.731112118296,232.6668,246.312125,194.551325,201.535975,244.195375,425.2133,414.5938,384.439275,382.57075,516.92085,35,152,136,182,12
"ZNF510",0.990263402750358,0.953662933974801,0.994452436768025,0.797623072703015,0.816813253335618,0.970599928018976,0.998913145376189,0.999999999940127,0.999873983325642,0.994896249138793,195.687317142857,189.198532894737,185.6721,180.395179120879,189.108933333333,11.1632976281878,5.73728701585182,6.53939126659373,5.67739640765222,22.4781071074701,153.8658,134.24955,137.20075,124.080925,145.4398,217.6144,227.579375,216.831275,226.730575,196.38505,35,152,136,182,12
"ZNF506",0.990467958375863,0.893914673787541,0.183350217690679,0.999999640801098,0.948963522561434,0.513758410827786,0.97320797083317,0.867445936669068,0.999968860818727,0.954498476326825,161.738177142857,171.018961184211,143.38165,162.436376373626,139.901341666667,14.8714283996178,9.31015248272583,9.1359278452636,7.71625276698335,24.922836980339,92.1053,83.732525,51.3446,82.9754,57.60155,211.42505,245.7319,214.1759,226.931325,196.0487,35,152,136,182,12
"ZNF324",0.151617362804866,0.4172558685485,0.913814310053117,0.125193557596834,0.999988800980036,0.868974709718451,0.998694648409385,0.411474565917291,0.630203162465801,0.386630362512512,268.900488571429,234.6529875,242.700375,233.916329120879,276.330341666667,15.2589510485732,6.21453184473523,7.38127035559536,5.34482062973853,35.8151811133306,197.61515,181.940975,176.975275,184.758475,218.8714,299.1263,272.828025,294.513975,276.350075,288.4537,35,152,136,182,12
