"gene","p-adj-[Unknown]-[Not Evaluated]","p-adj-Negative-[Not Evaluated]","p-adj-Negative-[Unknown]","p-adj-Positive-[Not Evaluated]","p-adj-Positive-[Unknown]","p-adj-Positive-Negative","mean-[Not Evaluated]","mean-[Unknown]","mean-Negative","mean-Positive","SEM-[Not Evaluated]","SEM-[Unknown]","SEM-Negative","SEM-Positive","Q1-[Not Evaluated]","Q1-[Unknown]","Q1-Negative","Q1-Positive","Q3-[Not Evaluated]","Q3-[Unknown]","Q3-Negative","Q3-Positive","count-[Not Evaluated]","count-[Unknown]","count-Negative","count-Positive"
"ZNF416",0.525009556972631,0.930058215111176,0.713944886841719,0.946785475827537,0.828207209345902,0.998878014474783,147.143176,119.306577777778,141.651792307692,139.474447619048,5.3083185288698,19.0279480353007,7.96820428193762,8.62820625437187,106.2228,61.1111,90.5632,114.1161,169.6129,167.9711,186.975,165.8359,125,9,65,21
"ZNF586",0.995816524757302,0.999874420213299,0.9975276962907,0.999316656827954,0.999316475270612,0.999856489784537,134.4406688,138.924266666667,135.054426153846,136.107747619048,4.93501813110248,17.4864757358763,7.43141404741531,13.1455819234894,96.8822,106.962,100.2176,83.0315,166.6706,171.5076,156.6338,150.9735,125,9,65,21
"ZNF446",0.999139012667965,0.00630296464335423,0.411784200955781,0.208137446552144,0.725105299306389,0.000908933512969168,218.373096,223.463044444444,162.927993846154,269.147719047619,10.5484979324197,27.6060996928271,9.30261875701487,33.7207577426128,148.1623,166.2776,121.236,179.4879,272.8579,249.5989,187.4667,329.5418,125,9,65,21
"ZNF8",0.989299271611051,0.995326659191973,0.97734241040209,0.00251048007672194,0.258101330476091,0.00321838629002635,89.0027136,92.7158888888889,87.7610830769231,117.855419047619,3.0352618714253,10.9139595245091,4.16774163853111,8.55580968762947,64.4819,78.4447,62.9888,97.4223,102.6589,106.2089,103.7165,125.2156,125,9,65,21
"ZNF264",0.89010976567353,0.0281996960194583,0.230820815393043,0.0208657561628341,0.0918227833699021,0.735287751843325,551.3518312,497.571855555556,644.406115384615,700.263609523809,17.9198388054129,108.153301550072,29.7706951672696,40.3834067698673,423.327,330.2503,491.0041,526.927,673.9912,610.7595,778.9214,814.6214,125,9,65,21
"ZNF213",0.905971565573805,0.104542153476612,0.358938275962476,0.657528267131321,0.584312963879437,0.989657004943517,434.7049264,396.040355555556,492.602552307692,479.718233333333,14.3529840079158,82.24665174574,21.4609354670661,28.0413343787926,329.5205,298.0636,361.9029,398.0211,499.6776,387.1096,603.6506,571.3005,125,9,65,21
"ZNF343",0.436543314025286,0.258217092133097,0.908490460802521,0.955334662065498,0.750582372476512,0.920366789077091,275.1015472,219.581488888889,245.041504615385,262.104047619048,10.2076030438823,32.4582125164095,11.9561698470029,20.923386190313,203.8805,159.4937,178.5986,191.2279,303.3498,270.9467,288.4615,332.0877,125,9,65,21
"ZNF302",0.808473145386889,0.00483227445173162,0.936773894966109,0.00162223450679266,0.0180482386320087,5.76884333081118e-07,259.039016,218.246966666667,190.749075384615,374.133176190476,12.0115640608033,45.7398108530772,9.54339389933455,49.22631133298,160.055,134.9293,131.8882,229.255,331.3953,265.0971,234.4774,437.874,125,9,65,21
"ZNF268",0.999748779859143,0.18020642921787,0.77285854747365,0.0949399972997093,0.466741250662337,0.777618810775916,209.7231616,206.053588888889,246.912326153846,275.490433333333,9.40975508685848,37.6365887794948,16.8468519919059,32.5487976787384,143.1178,138.6076,149.2769,132.3043,259.8329,271.7842,341.3984,428.625,125,9,65,21
"ZNF184",0.0350106277254333,0.319771433227764,0.228423182352436,2.3307910046455e-07,1.96937766983041e-07,5.73896419275854e-09,196.1235288,121.667866666667,175.379732307692,302.621223809524,7.72879861258004,15.0106502685131,6.63486849617236,23.4208952102349,139.8559,94.9868,135.0585,235.1333,246.9283,148.4585,205.9259,402.3979,125,9,65,21
"ZNF500",0.86356984425948,0.666379909583166,0.993298525202196,0.00184892685699323,0.0255256721240199,0.000308447500328435,196.8933128,178.845044444444,185.221449230769,254.640585714286,6.32944924092014,10.1148799076343,7.58365021945178,15.7307257817688,150.0822,164.8209,146.8776,230.1758,229.0978,206.6667,207.1074,284.3008,125,9,65,21
"ZNF419",0.998665582700567,0.00372148074512357,0.542697590129296,0.116224754779828,0.633404089110877,0.999999999944855,148.9621776,145.038388888889,110.292103076923,110.282266666667,6.89829498524698,26.0495831670876,8.11636314859494,15.3548875722208,102.261,67.7215,73.0704,67.6992,181.7819,178.8079,126.5087,133.2209,125,9,65,21
"ZNF175",0.704576831089765,0.879777310262051,0.523773770971109,0.000282548383868764,0.0046424042128409,0.00383096988230403,92.8790576,75.6563444444444,98.1451492307692,138.227004761905,3.55879703104552,16.8568346060377,6.49843515346125,13.1120898953735,67.8233,32.6442,58.8808,91.849,117.1053,113.3432,124.4559,158.2404,125,9,65,21
"ZNF14",0.943096959882313,0.993651323142067,0.972781588092465,0.842337670042978,0.763424471436462,0.785780703095308,93.6403912,80.1577888888889,90.85174,107.167061904762,6.35705027088213,22.8857830193189,7.89940449612184,16.8350524881987,35.27,40.9295,34.7144,42.1523,134.3284,105.1176,131.5424,125.855,125,9,65,21
"ZNF85",0.845682943395407,0.999891131299592,0.869939957204555,0.0309050793504627,0.788891427340281,0.0538460433722326,44.6086224,33.9311777777778,44.2205769230769,19.9289904761905,3.66588957729672,11.1900712066146,4.58095324476153,3.08063358344092,16.5078,6.3291,18.3357,10.4879,56.2319,73.3333,61.8432,24.9904,125,9,65,21
"ZKSCAN1",0.912226629263071,1.41621886218246e-07,0.251620858258236,0.282573535782271,0.962020112466481,0.251482933923672,502.2505048,585.523166666667,826.767821538462,656.483504761905,29.5681916512615,143.855677876347,51.6152406835262,81.9129837557068,241.0579,303.5078,546.1158,419.6072,678.708,992.383,1135.8322,941.6146,125,9,65,21
"ZNF862",0.948264157310581,0.882821515760724,0.996666811528289,7.0541964936055e-07,0.00147099772322556,3.93878633375699e-07,192.2119608,171.130677777778,179.571576923077,337.508071428571,9.58501515167516,34.8582051555049,12.6515590173063,36.2867559386421,111.1218,83.4082,112.8542,230.0147,251.2821,248.0433,233.5836,484.113,125,9,65,21
"ZNF684",0.714694242324164,0.000641291802451094,0.910224649189741,1.73128348612828e-06,0.000408767172331181,2.08377759491896e-11,41.3790344,35.1470333333333,31.1164323076923,62.6735380952381,1.63485243286442,5.20304146720401,1.45050986680962,5.03611918254842,29.4865,23.9391,21.7109,42.1523,52.6802,46.2935,38.9902,72.9342,125,9,65,21
"ZNF430",0.949409424458101,0.000987371837163686,0.135992950969217,0.997908275137109,0.983982532446123,0.0630021571069389,97.2687416,84.8438888888889,136.314089230769,94.425980952381,5.59364238191483,28.9917158599489,8.45241775716169,16.9826022469111,50.146,18.4984,95.7655,31.9336,132.5285,112.9509,176.586,113.9596,125,9,65,21
"ZFP30",0.971303696426411,0.950459907020627,0.912723317036783,0.10269571917261,0.305820125921922,0.26251211018329,105.317204,92.9912111111111,111.943975384615,149.139104761905,5.49286040279319,20.254469970728,13.2621063995754,21.2038126918379,55.4529,45.3373,53.7514,70.8912,149.5215,109.9941,139.0274,222.7897,125,9,65,21
"ZNF549",0.700119444146058,0.951865973541126,0.577412613757633,0.149005040025687,0.988800727517125,0.0972305238100469,96.2241736,73.6436,101.113732307692,65.9812380952381,5.00122748856127,15.1111996993768,8.13169097134965,16.0887889483026,52.8691,36.9967,49.9457,15.06,127.5686,101.1236,140.2935,84.8455,125,9,65,21
"ZNF211",0.817044308797445,0.111638077842278,0.99938465534851,0.0352682150528832,0.82982581625746,0.639303424203816,183.2514168,159.2474,155.868075384615,132.338419047619,7.30622208022739,28.0711577653361,9.6773396642976,14.3447819794875,123.7484,117.4444,110.422,82.0793,229.5015,195.7422,184.9959,171.2161,125,9,65,21
"ZNF205",0.720398596854038,0.02714394977566,0.118736044941424,0.985697942779021,0.895319691656952,0.176527543775543,428.3655808,521.036011111111,318.244206153846,449.257066666667,23.0628971255545,151.385205225758,24.7053189268344,63.6570662776402,294.0272,258.8418,206.0937,258.9718,466.9002,388.7922,352.0973,534.6009,125,9,65,21
"ZNF45",0.869326638622892,0.974230079397435,0.943304922363765,0.00285224818896157,0.0322697091955811,0.00243257254632212,195.8791376,161.607311111111,187.471023076923,303.648195238095,13.8555108345233,21.8748260204729,8.16546520948538,28.251834105055,142.5854,138.6076,138.143,209.5851,225.2152,194.5724,230.6649,364.5858,125,9,65,21
"ZNF133",0.970616143644046,0.000919884519449132,0.614675701278485,0.992110077429586,0.996343067039262,0.164696857401511,474.2813544,445.547866666667,364.262215384615,461.799614285714,14.7319744755213,48.3070765697946,24.8301820933404,59.3706339104777,366.2153,319.6203,252.5826,268.8807,578.1629,491.7012,431.5956,541.9561,125,9,65,21
"ZNF436",0.8761033849162,0.00277793970237261,0.113481024704373,0.013524090508927,0.0696730854166955,0.891596898847272,628.0312856,557.0558,776.078835384615,825.123714285714,22.8274860519706,84.4233380898546,38.0290233057699,61.4250583371812,429.1956,407.5128,593.2737,604.0722,759.0024,777.0138,966.109,1031.817,125,9,65,21
"ZNF484",0.829309765505059,0.00179414400995836,0.878083004830975,0.778121554503828,0.998052318689488,0.540173225327396,70.2639704,80.3708111111111,89.4945338461538,77.9587904761905,3.03561713184247,13.0619037288623,4.28879856655027,7.4709947295298,47.2813,69.0412,67.2561,51.7324,85.8433,94.124,107.4034,100.3764,125,9,65,21
"ZNF780B",0.943597340273726,0.903227513670237,0.994506396467919,9.47428148490026e-07,0.0015848523102644,6.10204994866415e-07,145.8135048,128.385888888889,136.393878461538,260.976223809524,6.30950758911301,27.0732910476074,12.636179336922,31.5958797809257,99.4758,88.6834,86.0367,178.4101,183.0915,153.7552,165.2299,304.1183,125,9,65,21
"ZNF557",0.144100105249529,0.155857273337203,0.64505198773571,7.39992545017998e-09,3.61620019484477e-07,4.40952829805497e-11,150.9184416,112.286155555556,134.101558461538,229.313880952381,4.59479317149415,11.9096703643173,5.89920989671983,16.126161972459,116.3668,80.2213,102.4159,177.8963,172.8281,132.753,157.6239,274.0583,125,9,65,21
"ZNF337",0.351681351403097,6.41506251264357e-05,0.987215652521189,0.0513083966604559,0.0179569725018984,3.21064282637895e-06,432.9454488,323.848255555556,301.176473846154,549.312723809524,16.8415331824672,39.5338678823863,16.2314583168966,74.0137928233396,305.5853,224.4873,194.7738,341.5234,506.5561,426.0664,379.3142,571.4854,125,9,65,21
"ZNF317",0.833623261238985,0.229927646929395,0.360327925584469,7.54638117550499e-08,0.000197800135195547,9.89233858854632e-05,675.7300096,580.771222222222,770.646543076923,1131.07218571429,16.260645364837,40.8895897760657,37.0573851051058,176.297102258094,550.3224,537.1207,604.8274,836.8893,763.3924,649.0066,844.0634,1087.7443,125,9,65,21
"ZNF426",0.942166670332087,0.0230740897705011,0.283979120766978,0.375866158669632,0.967137495845889,0.00701081759698097,138.876232,114.0993,194.626150769231,90.7180428571429,11.2109400016244,27.3366428853542,18.0182441141125,17.4461618648651,53.7647,44.8549,112.3078,37.2842,169.1312,171.6053,257.4218,111.3813,125,9,65,21
"ZNF331",0.978528942828397,0.354404234314913,0.693025407191622,0.00367356847016087,0.0819454054184665,0.115125296237759,193.500492,171.809922222222,233.236358461538,322.035747619048,14.0122220122071,41.5260316301573,21.4766073658609,26.1896505889587,70.922,78.6192,113.3333,240.9401,255.7078,287.7657,293.9472,395.4532,125,9,65,21
"ZNF227",0.732398793888883,0.426828734917668,0.985849098835107,0.00785666010664743,0.028208945698584,0.000591447128647338,215.8510912,172.374533333333,187.391329230769,308.954342857143,12.7536567892099,23.0898599805316,9.0792440473145,28.1286131326369,147.0588,117.7778,147.0865,231.486,263.9913,195.7123,224.2708,352.5595,125,9,65,21
"ZNF141",0.927660399716946,0.784108706530335,0.750115839699231,0,3.21825144311561e-08,3.8968828164343e-14,36.1279312,31.6947666666667,39.13236,82.4031571428571,1.72756026063214,7.44118161763753,2.31066661735143,7.26846539409265,23.0647,21.1082,26.0586,55.6316,44.0977,39.1331,52.2345,107.9056,125,9,65,21
"ZNF304",0.839450319442207,0.102035438294751,0.278904854512652,0.414706102392339,0.997482043193448,0.0247775859823031,232.5141352,203.083533333333,268.528293846154,195.236071428571,8.70748537863581,44.5768612089838,12.9154215719817,24.8616470138752,169.7504,89.7715,193.1008,94.125,293.2591,243.6878,326.6542,273.6088,125,9,65,21
"ZNF132",0.853532313251364,0.929230186959194,0.726279313134214,0.00100797987181878,0.018178850556588,0.00812913657694048,36.0847496,28.4740777777778,38.6449553846154,60.842180952381,2.26785376640576,6.37035774099631,3.12621777386508,9.77086036083731,20.423,18.8905,22.9533,28.7402,44.9575,32.2785,48.5537,76.056,125,9,65,21
"ZNF20",0.183235094976603,0.023752235224017,0.884500452341657,0.904108757948969,0.139488519832454,0.0832564814774865,89.7107656,63.7066222222222,73.3987907692308,95.6997619047619,3.28774367757332,5.69659397517445,4.84155095785914,8.81883063750377,65.2965,49.3734,49.7131,81.75,108.4108,81.8398,89.0917,112.7379,125,9,65,21
"ZNF670",0.250507374609948,0.462822787355666,0.64499223805706,0.999972742737282,0.362638095539596,0.788818377712182,67.5949216,45.2153555555556,59.7861015384615,67.9435380952381,3.57824252879008,7.63983850433064,3.21876364946881,6.55418572951114,44.5582,33.4213,40.7056,57.0188,73.7791,46.2459,75.6875,80.0109,125,9,65,21
"ZFP37",0.414297001436401,0.546947011957013,0.791029050212024,0.0314773224395726,0.0172977006189683,0.00438176812140001,52.8634448,33.7732,45.5857307692308,76.2294,3.71671638338527,7.39336787972843,2.82139497565198,7.98563599495399,22.5118,15.5556,30.137,53.7402,69.1832,42.1433,61.4846,95.7549,125,9,65,21
"ZNF189",0.938397518282652,0.996190745099398,0.913185040149781,0.000376738432144363,0.0205282415693631,0.00159148745590421,305.0625904,281.074844444444,309.118336923077,420.446657142857,10.6394379972956,51.1304812032442,14.7512873406816,25.2680209261285,236.6664,201.2448,228.9726,337.7667,353.2895,304.1375,360.4536,487.1524,125,9,65,21
"ZNF434",0.516849738552237,0.668736333404935,0.832437430884542,0.837578639346166,0.334111654084343,0.453825083464175,310.2299912,266.974922222222,294.410952307692,328.196795238095,8.1879702177118,30.1859634955359,11.5083828249651,18.306026730811,257.2115,231.0127,236.2604,284.4169,355.2,329.7062,333.938,357.8435,125,9,65,21
"ZNF287",0.277497899480668,0.496497773780298,0.665766102666358,0.275356906010167,0.961188253966334,0.83738554401595,76.7631176,42.7095444444444,64.9523815384615,53.4348047619048,5.69336104424183,10.8148297410073,5.27770373239599,7.61937838295186,27.1471,10.1266,27.4035,26.3992,106.974,69.8479,85.5319,73.6094,125,9,65,21
"ZIM3",0.857290509377394,0.999861818351087,0.881300528091855,0.920264211795529,0.98955138910869,0.945565472044522,0.3432808,0.0668888888888889,0.332063076923077,0.191909523809524,0.0960116918531851,0.0668888888888889,0.131701205614941,0.104525436618207,0,0,0,0,0,0,0,0,125,9,65,21
"ZFP14",0.454234599002334,0.999937253809488,0.466267151412477,5.27385024540195e-10,1.56316554167368e-06,6.45464437454280e-09,70.759984,41.9969666666667,71.2425446153846,161.674433333333,4.25629690948507,8.32761980266737,7.36409787752639,20.5836162548337,35.942,26.6667,35.6405,79.8444,93.2696,53.2229,88.8976,219.6449,125,9,65,21
"ZNF473",0.368433773172167,0.179146296907089,0.897060885516948,7.35986160904645e-10,9.95310011409067e-07,5.4284354789047e-12,272.302,210.519766666667,237.990318461538,448.403961904762,10.0274174861708,28.2680084715577,13.0865420782511,26.846365170507,194.8882,148.1013,165.5441,362.1372,324.9601,240.5394,278.8886,515.3534,125,9,65,21
"ZNF614",0.957129101847142,0.555669536863435,0.715730743049923,0.640560327503889,0.993959698408346,0.227722742611718,142.5657512,124.7092,163.016670769231,114.236457142857,8.407040796782,41.3354308540036,14.2946235076265,20.2605739383198,76.4159,33.4213,95.76,51.9024,187.8977,189.2371,220.7622,191.4587,125,9,65,21
"POGK",0.580591801542107,0.830367825439656,0.379894233765621,0.111778599127966,0.0729220189396381,0.379745682364957,1227.9945768,1036.76648888889,1284.53707076923,1459.42742857143,38.3493422747864,86.0480397714498,55.1361950170055,107.940218777066,944.5325,949.5639,961.4392,1249.1568,1419.6588,1207.4689,1463.4441,1564.4025,125,9,65,21
"ZNF514",0.707953153946362,0.903526824196086,0.878702937002711,0.702478860734089,0.400183839701462,0.481901273279272,141.9659984,112.5284,133.644206153846,162.251776190476,7.08733172736666,25.2878453425202,9.09165723255045,21.9953069152078,93.2915,64.8575,73.0892,96.3932,176,140.876,157.037,165.3166,125,9,65,21
"ZNF300",0.999613894374577,0.0070180005604481,0.438375253619723,0.000318252596868462,0.0906471018475467,1.05761400304161e-07,111.7951624,114.993666666667,66.6892538461538,199.598347619048,8.62462852781885,23.6687499999941,6.02482127131653,31.7355447119439,40.9134,79.4173,34.3459,85.1341,155.8442,166.4853,81.1914,309.2613,125,9,65,21
"RBAK",0.975181998160329,0.0162336470626517,0.329843398810093,0.668498925901295,0.729291973441203,0.873723394380555,473.6485056,447.252511111111,557.158816923077,522.491957142857,14.9314085559111,89.8268368205591,24.9762352451936,36.6536895967537,351.925,212.2036,397.2664,417.5124,563.981,666.6866,678.4813,618.7152,125,9,65,21
"ZNF92",0.909983957558098,0.831328808380191,0.743562484192448,0.18512722606982,0.926516877983531,0.0779724772583147,152.7512296,171.136933333333,142.367770769231,190.823652380952,7.64022243562784,48.0781022572618,7.6828298376445,12.7042684514724,99.4758,87.7981,97.571,147.4818,182.9356,170.3793,174.9004,235.2941,125,9,65,21
"ZNF157",0.6321481559409,0.79526433754856,0.871150089222217,1.15474739770249e-08,2.23933352052619e-05,4.29809132729275e-09,1.664188,0.1995,1.16465692307692,6.92678571428571,0.297762789953302,0.141490504196493,0.180577634925893,1.70689248006129,0,0,0,1.7321,1.4137,0,1.7367,9.0983,125,9,65,21
"ZNF182",0.565843167019724,0.104717720731116,0.992630289911524,7.09653858232961e-07,0.000114696139928538,2.63291244362307e-09,114.4051432,92.2253888888889,97.0911107692308,178.425647619048,4.26541059069912,12.8098191363701,5.5252282078114,16.1478819395029,85.4885,67.7778,65.7534,129.9103,133.6053,103.2682,115.7447,201.0961,125,9,65,21
"ZNF673",0.771711629279399,0.0100761893240798,0.974877933592123,0.0479936063314488,0.0851218697046846,0.000115364386155226,166.14026,143.8098,133.732853846154,207.502742857143,5.85765692892975,11.4765087962445,8.18966881502504,19.4469238188687,119.2494,120.8861,89.5594,141.8149,185.0784,162.6768,160.1344,246.9537,125,9,65,21
"ZNF41",0.981235480639612,0.000633131438963375,0.168682748618851,0,3.57795177485798e-07,5.18551781514276e-08,134.3785304,124.705566666667,178.783829230769,289.605223809524,5.12673816626621,25.6737551171858,8.67336990969887,31.0763284371262,97.4754,79.9782,123.2611,196.1746,165.779,177.4098,222.5089,355.7946,125,9,65,21
"ZNF7",0.452011524182096,0.000964526985147818,0.996668828991838,0.0293843381610185,0.982872398885785,0.991842495672606,530.4928296,449.776111111111,437.905941538462,426.561357142857,14.731733900391,62.7063892475711,18.6382948594878,27.1547350276088,414.0907,326.3998,336.558,360.7757,604.0073,519.3447,502.5516,485.8459,125,9,65,21
"ZNF214",0.427393367910563,0.94698868056576,0.602654691360445,0,1.19841736534454e-09,0,12.8472176,3.58073333333333,11.3665923076923,50.5943428571429,1.22816773522295,1.16469192803171,1.25418759812475,9.43522240681558,2.0027,1.0881,3.443,21.4785,18.9145,6.9156,15.4608,60.686,125,9,65,21
"ZNF215",0.56213721847278,0.972643212883727,0.469318757540866,0.999817582510509,0.701295434468449,0.986549881368217,37.537136,19.9892222222222,40.1244461538462,36.8030428571429,3.20933806551051,10.921468611025,5.72358157425315,7.63507828296342,5.3502,2.7203,13.3476,12.2609,63.4152,17.5901,44.8637,43.8142,125,9,65,21
"ZNF547",0.43107516515334,0.032694005025717,0.991723515689262,0.0542611178093172,0.0263848130885702,0.000371181056142311,41.6995704,30.7233444444444,32.8696261538462,54.3716952380952,1.88684914397727,5.08657440056969,2.38935922146572,5.88777223556817,25.8772,21.9929,21.8427,37.5614,57.5638,33.644,40.6616,61.8435,125,9,65,21
"ZNF773",0.859776621989434,0.283043954895971,0.999999990978815,2.51659525385417e-06,0.0789050051973008,0.00101400989023748,93.9135304,82.4548777777778,82.4110523076923,42.0707666666667,3.95852946773864,14.2294297478537,5.01340801856445,7.11607361752698,63.1579,58.8608,63.5089,18.7431,122.3225,115.8868,98.3301,50.6905,125,9,65,21
"ZNF776",0.969373273268477,0.0643317279479378,0.434350676690587,0.994920702279457,0.950496743206017,0.57140538543817,222.5601616,206.5347,261.759444615385,228.468971428571,8.5981743395549,38.7224342887406,13.7988048239647,24.0783163992331,165.2257,160.3917,194.7074,143.7011,283.7967,247.6464,319.023,285.8392,125,9,65,21
"ZNF256",0.968685122924605,0.195509069516397,0.566435193193273,0.99333742504709,0.995371451968042,0.46225455490494,84.7823136,93.7340555555556,67.4310169230769,88.3727,5.13282294859892,18.2433081333198,6.34189645396284,15.7108892549373,34.3797,76.2862,34.177,26.4836,118.7943,105.0633,89.2063,131.9562,125,9,65,21
"ZNF599",0.444538608341967,0.221466605934088,0.925511790756468,0.00019902339791622,0.00108380216859949,3.51118977603981e-06,62.0978272,45.7545,52.7599676923077,93.7964476190476,2.97340154033409,8.65403891480093,2.57024170041711,10.6791650010031,39.6119,31.556,37.6664,67.6668,78.5267,51.1757,65.6047,107.287,125,9,65,21
"ZNF18",0.370026719250116,5.5656574100893e-05,0.981319124672518,0.995810777106533,0.584563549432719,0.0552953527863295,242.4125736,192.795933333333,180.805650769231,237.63780952381,9.05014458257626,32.5617429149651,7.24999049796397,18.1555322098224,176.6562,133.8411,143.2073,188.5576,291.3481,243.041,207.5035,275.9592,125,9,65,21
"ZKSCAN2",0.999700797094072,0.756886337510775,0.987219920507182,0.67079480698981,0.935633638454054,0.967365143844492,120.5382968,123.114088888889,132.513233846154,141.695923809524,8.57849891010174,17.5555173229849,5.86078583211702,11.2695188705322,78.3522,83.1183,97.7304,91.3013,140.3358,151.7954,169.6227,180.3425,125,9,65,21
"ZNF689",0.929880193076329,8.88615437123486e-05,0.0639478924706952,5.98584561499749e-05,0.00850224329279492,0.409699645643384,95.4260992,83.6448444444444,133.521658461538,155.410842857143,3.86638662492188,19.6416580687162,7.99568096046261,19.4234353242681,70.481,42.1853,83.0689,104.1035,124.4036,121.72,176.6577,193.0138,125,9,65,21
"ZNF19",0.995267963884593,0.0642087109569255,0.835165762376923,0.233010320081052,0.546217399530343,0.0062125902747785,29.9496784,29.0035111111111,25.5550769230769,35.1076476190476,1.02478135596446,4.92760194695386,1.34528418330115,2.76128368172882,22.0292,13.1926,18.2039,27.5295,37.1991,39.115,32.8274,41.7318,125,9,65,21
"ZNF230",0.872426673176346,0.0870758693163743,0.992351972806553,0.000414171968218024,0.0134187724579117,2.21307436731877e-06,78.9261608,65.3619333333333,60.2172184615385,128.331433333333,5.30601923883906,9.76686851512124,3.04561875388386,15.1418415946506,52.8254,46.6667,47.2058,80.5228,95.5991,71.1543,66.2497,140.8987,125,9,65,21
"ZNF222",0.841988755306201,0.165389662792804,0.999743239433804,0.99999991756574,0.892220113698261,0.591316159412007,50.83636,40.6865666666667,39.5547892307692,50.7850238095238,3.80652908243243,8.46294198433841,2.79616543306334,5.20662347656423,31.2179,24.4444,24.7788,29.6834,59.5076,63.5981,49.3151,70.9537,125,9,65,21
"ZNF221",0.998079432638648,0.902352234260866,0.99930345941322,0.469809839655503,0.894517681296743,0.780997421742215,8.5437792,9.03322222222222,9.39222923076923,11.3091285714286,0.804850607906109,1.93338459305449,0.744436580462298,1.89849469600753,3.8695,5.3223,5.1653,4.9044,11.4177,12.0409,14.301,11.4321,125,9,65,21
